Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Cable Type","Cable Group","Wire Gauge","Conductor Strand","Jacket (Insulation) Material","Jacket (Insulation) Diameter","Shield Type","Impedance","Length","Jacket Color","Usage","Features"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=143,//media.digikey.com/Photos/General%20Cable%20Photos/MFG_C5804.41.01.jpg,C5804-100-ND,C5804.41.01,General Cable/Carol Brand,CABLE COAXIAL RG6 18AWG 100',2,55000,"75.69000","0","1","-","Active","Coaxial","RG-6","18 AWG (0.82mm²)","Solid","Polyethylene (PE)","0.270"" (6.86mm)","Foil, Braid","75 Ohms","100.0' (30.48m)","Black","Direct Burial, Flooded","MoistureGuard™"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=157,-,C8028-100-ND,C8028.41.01,General Cable/Carol Brand,CABLE COAXIAL RG59 18AWG 100',3,159000,"78.60000","0","1","-","Active","Coaxial","RG-59","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.238"" (6.05mm)","Braid","71 Ohms","100.0' (30.48m)","Black","CCTV","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=145,//media.digikey.com/photos/General%20Cable%20Photos/C3500.41.86.JPG,C3524-100-ND,C3524.41.86,General Cable/Carol Brand,CABLE COAX PLEN RG6 18AWG 100',0,971000,"80.42000","0","1","-","Active","Coaxial - Plenum","RG-6","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.226"" (5.74mm)","Foil, Braid","75 Ohms","-","Natural","RF Signal, Video","-"
http://general-cable.dcatalog.com/v/Electronics/#page=160,//media.digikey.com/Photos/General%20Cable%20Photos/C1164.41.01.jpg,W302-41-100-ND,C1164.41.01,General Cable/Carol Brand,CABLE COAXIAL RG62 22AWG 100',2,44000,"85.20000","0","1","-","Discontinued at Digi-Key","Coaxial","RG-62","22 AWG (0.32mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.242"" (6.15mm)","Braid","93 Ohms","100.0' (30.48m)","Black","Network, RF Signal","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=145,//media.digikey.com/Photos/General%20Cable%20Photos/C8029.38.01.JPG,C8029-100-ND,C8029.41.01,General Cable/Carol Brand,CABLE COAX PLEN RG6 18AWG 100',9,0,"99.00000","0","1","-","Active","Coaxial - Plenum","RG-6","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.270"" (6.86mm)","Foil, Braid","75 Ohms","100.0' (30.48m)","Black","RF Signal, Video","18 AWG Unshielded Pair"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=145,//media.digikey.com/photos/General%20Cable%20Photos/C3500.41.86.JPG,C3521-100-ND,C3521.41.86,General Cable/Carol Brand,CABLE COAX PLEN RG6 18AWG 100',0,50000,"111.74000","0","1","-","Active","Coaxial - Plenum","RG-6","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.233"" (5.92mm)","Foil, Braid","75 Ohms","100.0' (30.48m)","Natural","RF Signal, Video","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=142,//media.digikey.com/photos/General%20Cable%20Photos/C5775.18.01_General%20Cable.JPG,C5775W-1000-ND,C5775.41.02,General Cable/Carol Brand,CABLE COAXIAL RG6 18AWG 1000',2,110000,"141.08000","0","1","-","Active","Coaxial","RG-6","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.263"" (6.68mm)","Foil, Braid","75 Ohms","1000.0' (304.80m)","White","CATV","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=142,//media.digikey.com/photos/General%20Cable%20Photos/C5886.31.01.jpg,C5886-41-1000-ND,C5886.41.01,General Cable/Carol Brand,CABLE COAX RISER RG6 18AWG 1000',5,286000,"162.55000","0","1","-","Active","Coaxial - Riser","RG-6","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.263"" (6.68mm)","Foil, Braid","75 Ohms","1000.0' (304.80m)","Black","CATV","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=145,//media.digikey.com/Photos/General%20Cable%20Photos/C8029.38.01.JPG,C8029-500-ND,C8029.41.01,General Cable/Carol Brand,CABLE COAX PLEN RG6 18AWG 500',0,0,"307.15000","0","1","-","Active","Coaxial - Plenum","RG-6","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.270"" (6.86mm)","Foil, Braid","75 Ohms","500.0' (152.40m)","Black","RF Signal, Video","18 AWG Unshielded Pair"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=145,//media.digikey.com/photos/General%20Cable%20Photos/C3500.41.86.JPG,C3521-500-ND,C3521.41.86,General Cable/Carol Brand,CABLE COAX PLEN RG6 18AWG 500',0,50000,"348.86000","0","1","-","Active","Coaxial - Plenum","RG-6","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.233"" (5.92mm)","Foil, Braid","75 Ohms","500.0' (152.40m)","Natural","RF Signal, Video","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=156,//media.digikey.com/photos/General%20Cable%20Photos/C5775.18.01_General%20Cable.JPG,C5780B-41-25-ND,C5780.41.01,General Cable/Carol Brand,CABLE COAXIAL RG59 20AWG 25',2,52000,"8.33000","0","1","-","Active","Coaxial","RG-59","20 AWG (0.52mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.234"" (5.94mm)","Foil, Braid","75 Ohms","25.0' (7.62m)","Black","MATV","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=143,-,C5889W-41-25-ND,C5889.41.02,General Cable/Carol Brand,CABLE COAX RISER RG6 18AWG 25',4,188000,"11.27000","0","1","-","Active","Coaxial - Riser","RG-6","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.292"" (7.42mm)","Foil, Braid","75 Ohms","25.0' (7.62m)","White","CATV, MATV","Quad Shield"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=142,//media.digikey.com/photos/General%20Cable%20Photos/C5886.31.01.jpg,C5886-41-50-ND,C5886.41.01,General Cable/Carol Brand,CABLE COAX RISER RG6 18AWG 50',3,286000,"15.69000","0","1","-","Active","Coaxial - Riser","RG-6","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.263"" (6.68mm)","Foil, Braid","75 Ohms","50.0' (15.24m)","Black","CATV","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=143,//media.digikey.com/Photos/General%20Cable%20Photos/C5785.41.01.jpg,C5785-41-50-ND,C5785.41.02,General Cable/Carol Brand,CABLE COAXIAL RG6 18AWG 50',3,41000,"16.64000","0","1","-","Active","Coaxial","RG-6","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.292"" (7.42mm)","Foil, Braid","75 Ohms","50.0' (15.24m)","White","CATV","Quad Shield"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=143,-,C5889W-41-50-ND,C5889.41.02,General Cable/Carol Brand,CABLE COAX RISER RG6 18AWG 50',2,188000,"17.17000","0","1","-","Active","Coaxial - Riser","RG-6","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.292"" (7.42mm)","Foil, Braid","75 Ohms","50.0' (15.24m)","White","CATV, MATV","Quad Shield"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=156,//media.digikey.com/photos/General%20Cable%20Photos/C5775.18.01_General%20Cable.JPG,C5780B-41-50-ND,C5780.41.01,General Cable/Carol Brand,CABLE COAXIAL RG59 20AWG 50',1,52000,"18.87000","0","1","-","Active","Coaxial","RG-59","20 AWG (0.52mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.234"" (5.94mm)","Foil, Braid","75 Ohms","50.0' (15.24m)","Black","MATV","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=157,-,C8028W-41-25-ND,C8028.41.02,General Cable/Carol Brand,CABLE COAXIAL RG59 18AWG 25',1,4000,"19.96000","0","1","-","Active","Coaxial","RG-59","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.238"" (6.05mm)","Braid","71 Ohms","25.0' (7.62m)","White","CCTV","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=142,//media.digikey.com/photos/General%20Cable%20Photos/C5886.31.01.jpg,C5886-41-100-ND,C5886.41.01,General Cable/Carol Brand,CABLE COAX RISER RG6 18AWG 100',4,286000,"25.72000","0","1","-","Active","Coaxial - Riser","RG-6","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.263"" (6.68mm)","Foil, Braid","75 Ohms","100.0' (30.48m)","Black","CATV","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=143,//media.digikey.com/Photos/General%20Cable%20Photos/C5785.41.01.jpg,C5785-41-100-ND,C5785.41.02,General Cable/Carol Brand,CABLE COAXIAL RG6 18AWG 100',1,41000,"29.32000","0","1","-","Active","Coaxial","RG-6","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.292"" (7.42mm)","Foil, Braid","75 Ohms","100.0' (30.48m)","White","CATV","Quad Shield"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=143,-,C5889W-41-100-ND,C5889.41.02,General Cable/Carol Brand,CABLE COAX RISER RG6 18AWG 100',5,188000,"30.39000","0","1","-","Active","Coaxial - Riser","RG-6","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.292"" (7.42mm)","Foil, Braid","75 Ohms","100.0' (30.48m)","White","CATV, MATV","Quad Shield"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=156,//media.digikey.com/photos/General%20Cable%20Photos/C5775.18.01_General%20Cable.JPG,C5780B-41-100-ND,C5780.41.01,General Cable/Carol Brand,CABLE COAXIAL RG59 20AWG 100',1,52000,"32.08000","0","1","-","Active","Coaxial","RG-59","20 AWG (0.52mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.234"" (5.94mm)","Foil, Braid","75 Ohms","100.0' (30.48m)","Black","MATV","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=153,//media.digikey.com/Photos/General%20Cable%20Photos/C1178.jpg,C1188-50-ND,C1188.21.01,General Cable/Carol Brand,CABLE COAXIAL RG58A 20AWG 50',1,0,"35.73000","0","1","-","Active","Coaxial","RG-58A","20 AWG (0.62mm²)","19 Strands / 32 AWG","Poly-Vinyl Chloride (PVC)","0.195"" (4.95mm)","Braid","50 Ohms","50.0' (15.24m)","Black","Network, RF Signal","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=154,//media.digikey.com/photos/General%20Cable%20Photos/C1104.41.01%20SERIES.jpg,C1103-50-ND,C1103.41.01,General Cable/Carol Brand,CABLE COAXIAL RG59 22AWG 50',3,13000,"40.31000","0","1","-","Active","Coaxial","RG-59","22 AWG (0.36mm²)","7 Strands / 30 AWG","Poly-Vinyl Chloride (PVC)","0.242"" (6.15mm)","Braid","76 Ohms","50.0' (15.24m)","Black","CATV","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=157,-,C8028W-41-50-ND,C8028.41.02,General Cable/Carol Brand,CABLE COAXIAL RG59 18AWG 50',2,4000,"42.13000","0","1","-","Active","Coaxial","RG-59","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.238"" (6.05mm)","Braid","71 Ohms","50.0' (15.24m)","White","CCTV","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=148,//media.digikey.com/photos/General%20Cable%20Photos/C1154.41.01.JPG,C1180B-41-25-ND,C1180.41.01,General Cable/Carol Brand,CABLE COAXIAL RG8 9.5AWG 25',5,10000,"61.89000","0","1","-","Active","Coaxial","RG-8","9.5 AWG","Solid","Poly-Vinyl Chloride (PVC)","0.405"" (10.29mm)","Foil, Braid","50 Ohms","25.0' (7.62m)","Black","RF Signal","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=143,-,C5889W-41-250-ND,C5889.41.02,General Cable/Carol Brand,CABLE COAX RISER RG6 18AWG 250',3,188000,"67.29000","0","1","-","Active","Coaxial - Riser","RG-6","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.292"" (7.42mm)","Foil, Braid","75 Ohms","250.0' (76.20m)","White","CATV, MATV","Quad Shield"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=153,//media.digikey.com/Photos/General%20Cable%20Photos/C1178.jpg,C1188-100-ND,C1188.21.01,General Cable/Carol Brand,CABLE COAXIAL RG58A 20AWG 100',3,0,"73.36000","0","1","-","Active","Coaxial","RG-58A","20 AWG (0.62mm²)","19 Strands / 32 AWG","Poly-Vinyl Chloride (PVC)","0.195"" (4.95mm)","Braid","50 Ohms","100.0' (30.48m)","Black","Network, RF Signal","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=154,//media.digikey.com/photos/General%20Cable%20Photos/C1104.41.01%20SERIES.jpg,C1103-100-ND,C1103.41.01,General Cable/Carol Brand,CABLE COAXIAL RG59 22AWG 100',3,13000,"74.95000","0","1","-","Active","Coaxial","RG-59","22 AWG (0.36mm²)","7 Strands / 30 AWG","Poly-Vinyl Chloride (PVC)","0.242"" (6.15mm)","Braid","76 Ohms","100.0' (30.48m)","Black","CATV","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=156,//media.digikey.com/photos/General%20Cable%20Photos/C5775.18.01_General%20Cable.JPG,C5780B-41-250-ND,C5780.41.01,General Cable/Carol Brand,CABLE COAXIAL RG59 20AWG 250',1,52000,"75.78000","0","1","-","Active","Coaxial","RG-59","20 AWG (0.52mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.234"" (5.94mm)","Foil, Braid","75 Ohms","250.0' (76.20m)","Black","MATV","-"
http://www.alphawire.com/Home/Products/Cable/Alpha-Essentials/Coaxial-Cable/M4182?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/6458-BK00x.jpg,M4182BK005-ND,M4182 BK005,Alpha Wire,CABLE COAXIAL RG6 18AWG 100',2,0,"78.01000","0","1","-","Active","Coaxial","RG-6","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.270"" (6.86mm)","Foil, Braid","75 Ohms","100.0' (30.48m)","Black","-","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=157,-,C8028W-41-100-ND,C8028.41.02,General Cable/Carol Brand,CABLE COAXIAL RG59 18AWG 100',1,4000,"78.60000","0","1","-","Active","Coaxial","RG-59","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.238"" (6.05mm)","Braid","71 Ohms","100.0' (30.48m)","White","CCTV","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=142,//media.digikey.com/photos/General%20Cable%20Photos/C5775.18.01_General%20Cable.JPG,C5775W-500-ND,C5775.41.02,General Cable/Carol Brand,CABLE COAXIAL RG6 18AWG 500',0,110000,"92.34000","0","1","-","Active","Coaxial","RG-6","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.263"" (6.68mm)","Foil, Braid","75 Ohms","500.0' (152.40m)","White","CATV","-"
http://www.alphawire.com/Home/Products/Cable/Alpha-Essentials/Coaxial-Cable/9062AC?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/9062A-BK002.jpg,9062ACBK005-ND,9062AC BK005,Alpha Wire,CABLE COAXIAL RG62A 22AWG 100',5,0,"94.34000","0","1","-","Active","Coaxial","RG-62A","22 AWG","Solid","Poly-Vinyl Chloride (PVC)","0.242"" (6.15mm)","Braid","93 Ohms","100.0' (30.48m)","Black","-","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=142,//media.digikey.com/photos/General%20Cable%20Photos/C5886.31.01.jpg,C5886-41-500-ND,C5886.41.01,General Cable/Carol Brand,CABLE COAX RISER RG6 18AWG 500',0,286000,"102.88000","0","1","-","Active","Coaxial - Riser","RG-6","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.263"" (6.68mm)","Foil, Braid","75 Ohms","500.0' (152.40m)","Black","CATV","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=143,//media.digikey.com/Photos/General%20Cable%20Photos/C5785.41.01.jpg,C5785-41-500-ND,C5785.41.02,General Cable/Carol Brand,CABLE COAXIAL RG6 18AWG 500',0,41000,"112.37000","0","1","-","Active","Coaxial","RG-6","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.292"" (7.42mm)","Foil, Braid","75 Ohms","500.0' (152.40m)","White","CATV","Quad Shield"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=148,//media.digikey.com/photos/General%20Cable%20Photos/C1154.41.01.JPG,C1180B-41-50-ND,C1180.41.01,General Cable/Carol Brand,CABLE COAXIAL RG8 9.5AWG 50',6,10000,"120.13000","0","1","-","Active","Coaxial","RG-8","9.5 AWG","Solid","Poly-Vinyl Chloride (PVC)","0.405"" (10.29mm)","Foil, Braid","50 Ohms","50.0' (15.24m)","Black","RF Signal","-"
http://www.alphawire.com/Home/Products/Cable/Alpha-Essentials/Coaxial-Cable/M4154?device=pdf,-,M4154BL005-ND,M4154 BL005,Alpha Wire,CABLE TWINAXIAL 20AWG 100',3,0,"124.07000","0","1","-","Active","Twinaxial","-","20 AWG (0.56mm²)","7 Strands / 28 AWG","Poly-Vinyl Chloride (PVC)","0.238"" (6.05mm)","Foil, Braid","78 Ohms","100.0' (30.48m)","Blue","-","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=157,-,C8028W-41-250-ND,C8028.41.02,General Cable/Carol Brand,CABLE COAXIAL RG59 18AWG 250',2,4000,"192.08000","0","1","-","Active","Coaxial","RG-59","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.238"" (6.05mm)","Braid","71 Ohms","250.0' (76.20m)","White","CCTV","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=143,-,C5889W-41-1000-ND,C5889.41.02,General Cable/Carol Brand,CABLE COAX RISER RG6 18AWG 1000',1,188000,"192.78000","0","1","-","Active","Coaxial - Riser","RG-6","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.292"" (7.42mm)","Foil, Braid","75 Ohms","1000.0' (304.80m)","White","CATV, MATV","Quad Shield"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=153,//media.digikey.com/Photos/General%20Cable%20Photos/C1178.jpg,C1188-500-ND,C1188.21.01,General Cable/Carol Brand,CABLE COAXIAL RG58A 20AWG 500',0,0,"223.26000","0","1","-","Active","Coaxial","RG-58A","20 AWG (0.62mm²)","19 Strands / 32 AWG","Poly-Vinyl Chloride (PVC)","0.195"" (4.95mm)","Braid","50 Ohms","500.0' (152.40m)","Black","Network, RF Signal","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=154,//media.digikey.com/photos/General%20Cable%20Photos/C1104.41.01%20SERIES.jpg,C1103-500-ND,C1103.41.01,General Cable/Carol Brand,CABLE COAXIAL RG59 22AWG 500',0,13000,"228.46000","0","1","-","Active","Coaxial","RG-59","22 AWG (0.36mm²)","7 Strands / 30 AWG","Poly-Vinyl Chloride (PVC)","0.242"" (6.15mm)","Braid","76 Ohms","500.0' (152.40m)","Black","CATV","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=148,//media.digikey.com/photos/General%20Cable%20Photos/C1154.41.01.JPG,C1180B-41-100-ND,C1180.41.01,General Cable/Carol Brand,CABLE COAXIAL RG8 9.5AWG 100',4,10000,"237.16000","0","1","-","Active","Coaxial","RG-8","9.5 AWG","Solid","Poly-Vinyl Chloride (PVC)","0.405"" (10.29mm)","Foil, Braid","50 Ohms","100.0' (30.48m)","Black","RF Signal","-"
https://assets.tripplite.com/product-pdfs/en/a22401kwh.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_A224-01K-WH_A.jpg,TL1980-ND,A224-01K-WH,Tripp Lite,RG6/U QUAD-SHIELD CMR-RATED COAX,1,0,"256.50000","0","1","-","Active","Coaxial","RG-6","18 AWG","-","Poly-Vinyl Chloride (PVC)","-","Foil, Braid","75 Ohms","1000.0' (304.80m)","White","-","Quad Shield"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=148,//media.digikey.com/photos/General%20Cable%20Photos/C1154.41.01.JPG,C1180B-41-250-ND,C1180.41.01,General Cable/Carol Brand,CABLE COAXIAL RG8 9.5AWG 250',1,10000,"375.41000","0","1","-","Active","Coaxial","RG-8","9.5 AWG","Solid","Poly-Vinyl Chloride (PVC)","0.405"" (10.29mm)","Foil, Braid","50 Ohms","250.0' (76.20m)","Black","RF Signal","-"
https://www.timesmicrowave.com/DataSheets/CableProducts/LMR-240.pdf,-,1946-1062-500-ND,LMR-240-MA,Amphenol Times Microwave Systems,CABLE LMR-240 PVC 500',0,0,"414.00000","0","1","-","Active","Coaxial","LMR-240","-","Solid","Poly-Vinyl Chloride (PVC)","0.240"" (6.10mm)","Braid","50 Ohms","500.0' (152.40m)","Black","Antenna","-"
http://www.alphawire.com/Home/Products/Cable/Alpha-Essentials/Coaxial-Cable/9188A?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/9188A%20WH001.JPG,9188AWH002-500-ND,9188A WH002,Alpha Wire,CABLE COAXIAL RG188A 25AWG 500',0,0,"852.24000","0","1","-","Active","Coaxial","RG-188A","25 AWG","7 Strands / 0.0067""","Polytetrafluoroethylene (PTFE)","0.105"" (2.67mm)","Braid","50 Ohms","500.0' (152.40m)","White","-","-"
http://www.alphawire.com/Home/Products/Cable/Alpha-Essentials/Coaxial-Cable/9817?device=pdf,-,9817BK001-ND,9817 BK001,Alpha Wire,CABLE TWINAXIAL 20AWG 1000',1,0,"1194.18000","0","1","-","Active","Twinaxial","-","20 AWG","7 Strands / 28 AWG","Poly-Vinyl Chloride (PVC)","0.330"" (8.38mm)","Braid","100 Ohms","1000.0' (304.80m)","Black","-","-"
http://www.alphawire.com/Home/Products/Cable/Alpha-Essentials/Coaxial-Cable/M4251?device=pdf,-,M4251BR002-500-ND,M4251 BR002,Alpha Wire,CABLE COAXIAL RG142B 19AWG 500',1,0,"1879.44000","0","1","-","Active","Coaxial","RG-142B","19 AWG (0.69mm²)","Solid","Fluorinated Ethylene-Propylene (FEP)","0.195"" (4.95mm)","Double Braid","50 Ohms","500.0' (152.40m)","Brown","Computer","-"
https://www.timesmicrowave.com/DataSheets/CableProducts/LMR-900.pdf,//media.digikey.com/photos/Amphenol%20Photos/MFG_LMR-900-DB.jpg,1946-1074-500-ND,LMR-900-DB,Amphenol Times Microwave Systems,CABLE LMR-900 BLACK PE 500',0,0,"2310.00000","0","1","-","Active","Coaxial","LMR-900","-","-","Polyethylene (PE)","0.870"" (22.10mm)","Braid","50 Ohms","500.0' (152.40m)","Black","-","-"
-,//media.digikey.com/Photos/Times-Microwave-Systems/MFG_LMR-600-LLPX--with-window-&-wds-Red.jpg,1946-1111-500-ND,LMR-600-LLPX,Amphenol Times Microwave Systems,"LMR-600 LOW LOSS PLENUM, 500'",1,0,"4475.00000","0","1","-","Active","Coaxial - Plenum","LMR-600","-","Solid","Fluoropolymer","0.565"" (14.35mm)","Foil, Braid","50 Ohms","500.0' (152.40m)","Red","-","-"
-,-,BEL30415-1000-ND,P6T60VDRFAC,Belden Inc.,"6 SERIES,TRI,60%,PVC,REEL,WHT,",0,0,"0.05850","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30211-1000-ND,P11T60V2ARFAC,Belden Inc.,"11 SERIES,TRI,60,PVC,.072,BLK",0,0,"0.11138","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32712-ND,P6S60VVBF,Belden Inc.,"RG6,STD 60%,BLACK,PVC,CATV",0,0,"0.16000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32713-ND,P6S60VVRF,Belden Inc.,"RG6,STD 60%,CATV,PVC,REEL,1K",0,0,"0.16000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32714-ND,P6S60VVWRF,Belden Inc.,"RG6,STD 60%,CATV,WHT,PVC",0,0,"0.16000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32716-ND,P6S60VVWBFC,Belden Inc.,"RG6,STD,60%,CATV,WHT,PVC",0,0,"0.16000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32715-ND,P6S60VVBFC,Belden Inc.,"RG6,STD,60%,CATV,PVC,BOX,500FT",0,0,"0.17000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32706-ND,P6ET77VVWLF,Belden Inc.,"RG6,PP,TRI 77%,WHT,PVC,CATV",0,0,"0.19000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30414-ND,P6S60VMRF,Belden Inc.,"6 SERIES,STD,60%,051 MESS,PVC",0,0,"0.20000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30411-ND,P6ET77VVBF,Belden Inc.,"6 SERIES,PP,TRI,77%,NEC,BOX,1K",0,0,"0.21000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30412-ND,P6ET77VVPRF,Belden Inc.,"6 SERIES,PP,TRI,77%,PG,REEL,",0,0,"0.21000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32707-ND,P6ET77VVWRF,Belden Inc.,"RG6,PP,TRI 77%,WHT,PVC,CATV,RL",0,0,"0.21000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32708-ND,P6ET77EFORF,Belden Inc.,"RG6,PP,TRI,77%,ORG,PE,UG,REEL",0,0,"0.22000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30413-ND,P6ET77VRRF,Belden Inc.,"6 SERIES,PP,TRI,77%,RISER,REEL",0,0,"0.23000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
