Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Cable Type","Number of Conductors","Wire Gauge","Conductor Strand","Conductor Material","Jacket (Insulation) Material","Jacket (Insulation) Diameter","Shield Type","Length","Jacket Color","Ratings","Features","Voltage","Operating Temperature","Usage","Jacket (Insulation) Thickness"
https://catalog.belden.com/techdata/EN/9407_techdata.pdf,-,BEL1158-500-ND,9407 060U500,Belden Inc.,CABLE 2COND 22AWG CHROME 500',26,0,"273.46000","0","1","-","Active","Multi-Conductor","2 (1 Pair Twisted)","22 AWG","7/30","Copper, Tinned","Poly-Vinyl Chloride (PVC)","0.198"" (5.03mm)","-","500.0' (152.4m)","Chrome","-","-","-","-30°C ~ 105°C","-","0.0370"" (0.940mm)"
http://www.alphawire.com/~/media/Files/Brochures/EcoCableMiniBrochure.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/EcoCable-Mini-4-Shielded.jpg,78314SL005-100-ND,78314 SL005,Alpha Wire,CABLE 4COND 26AWG SHLD 100',38,0,"287.26000","0","1","EcoCable® Mini","Active","Multi-Conductor","4","26 AWG","19/38","Copper, Tinned","Polyphenylene Ether, Modified (mPPE)","0.147"" (3.73mm)","Foil, Braid","100.0' (30.5m)","Slate","ISO 10993, UL Style 21460","Biological Compatibility, Drain Wire, Rip Cord","300V","-40°C ~ 80°C","-","0.0150"" (0.381mm)"
http://www.alphawire.com/Home/Products/Cable/Xtra-Guard-Performance-Cable/Xtra-Guard-Flex/65404?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/65404%20SL005.JPG,65404SL005-ND,65404 SL005,Alpha Wire,CABLE 4COND 14AWG SLATE 100',95,75,"296.53000","0","1","Xtra-Guard® Flex","Active","Multi-Conductor","4","14 AWG","41/30","Copper, Bare","Poly-Vinyl Chloride (PVC)","0.404"" (10.26mm)","-","100.0' (30.5m)","Slate","ISO 10993, UL Style 2587","Biological Compatibility","600V","-","-","0.0550"" (1.397mm)"
http://www.alphawire.com/Home/Products/Cable/EcoGen/EcoCable-Mini/78154?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/EcoCable-Mini-8-4-Shielded.jpg,78154-100-ND,78154 SL005,Alpha Wire,MULTI-PAIR 8COND 28AWG SHLD 100',62,19,"298.45000","0","1","EcoCable® Mini","Active","Multi-Pair","8 (4 Pair Twisted)","28 AWG","19/40","Copper, Tinned","Polyphenylene Ether, Modified (mPPE)","0.157"" (3.99mm)","Foil","100.0' (30.5m)","Slate","ISO 10993, UL Style 21460","Biological Compatibility, Drain Wire, Rip Cord","300V","-40°C ~ 80°C","-","0.0150"" (0.381mm)"
https://catalog.belden.com/techdata/EN/8162_techdata.pdf,//media.digikey.com/Photos/Belden/MFG_9842-060xxx.jpg,BEL1834-100-ND,8162 060100,Belden Inc.,CABLE 2PR IND SHLD 24AWG 100',32,0,"305.48000","0","1","-","Active","Multi-Pair","4 (2 Pair Twisted)","24 AWG","7/36","Copper, Tinned","Poly-Vinyl Chloride (PVC)","0.343"" (8.71mm)","Foil, Braid","100.0' (30.5m)","Chrome","UL Style 2493","Drain Wire","-","-40°C ~ 60°C","Computer","0.0480"" (1.219mm)"
http://www.tensility.com/pdffiles/30-00003.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_30-00003.JPG,T1238-305-ND,30-00003,Tensility International Corp,CABLE 2COND 24AWG BLACK 305M,35,0,"309.90000","0","1","-","Active","Multi-Conductor","2","24 AWG","11/34","Copper, Bare","Poly-Vinyl Chloride (PVC)","0.142"" (3.61mm)","-","1000.0' (304.8m)","Black","UL Style 2468","-","300V","-10°C ~ 80°C","Audio-Video, Home","-"
http://www.alphawire.com/Home/Products/Cable/Alpha-Essentials/Communication-and-Control-Cable/2463C?device=pdf,-,2463CSL005-ND,2463C SL005,Alpha Wire,MULTI-PAIR 8COND 22AWG SHLD 100',40,5,"311.01000","0","1","-","Active","Multi-Pair","8 (4 Pair Twisted)","22 AWG","7/30","Copper, Tinned","Poly-Vinyl Chloride (PVC)","0.230"" (5.84mm)","Foil","100.0' (30.5m)","Slate","-","Drain Wire","300V","-20°C ~ 75°C","Communication, Control","0.0200"" (0.508mm)"
http://general-cable.dcatalog.com/v/Electronics/?#page=14,//media.digikey.com/Photos/General%20Cable%20Photos/C4064A.jpg,C4064AG-1000-ND,C4064A.41.10,General Cable/Carol Brand,CABLE 5COND 22AWG GRAY 1000',37,41000,"335.11000","0","1","-","Active","Multi-Conductor","5","22 AWG","7/30","Copper, Tinned","Poly-Vinyl Chloride (PVC)","0.203"" (5.16mm)","-","1000.0' (304.8m)","Gray","-","-","300V","-20°C ~ 80°C","Communication, Control","0.0320"" (0.813mm)"
https://catalog.belden.com/techdata/EN/1419A_techdata.pdf,//media.digikey.com/Photos/Belden/MFG_1419A-060500.jpg,BEL1328-500-ND,1419A 060500,Belden Inc.,MULTI-PAIR 4COND 24AWG CHRM 500',32,0,"338.10000","0","1","-","Active","Multi-Pair","4 (2 Pair Twisted)","24 AWG","7/32","Copper, Tinned","Poly-Vinyl Chloride (PVC)","0.248"" (6.30mm)","Foil","500.0' (152.4m)","Chrome","-","Drain Wire","-","-20°C ~ 80°C","Computer","0.0350"" (0.889mm)"
http://www.alphawire.com/~/media/Files/Brochures/EcoCableMiniBrochure.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/EcoCable-Mini-8-4-Shielded.jpg,78174SL005-ND,78174 SL005,Alpha Wire,MULTI-PAIR 8COND 24AWG SHLD 100',28,0,"351.46000","0","1","EcoCable® Mini","Active","Multi-Pair","8 (4 Pair Twisted)","24 AWG","19/36","Copper, Tinned","Polyphenylene Ether, Modified (mPPE)","0.193"" (4.90mm)","Foil","100.0' (30.5m)","Slate","ISO 10993, UL Style 21460","Biological Compatibility, Drain Wire, Rip Cord","300V","-40°C ~ 80°C","-","0.0150"" (0.381mm)"
http://www.alphawire.com/Home/Products/Cable/Xtra-Guard-Performance-Cable/Xtra-Guard-1/5006C?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/5006C-SL00x.jpg,A5006C-100-ND,5006C SL005,Alpha Wire,CABLE 6COND 22AWG SLATE 100',58,74,"351.61000","0","1","Xtra-Guard® 1","Active","Multi-Conductor","6","22 AWG","7/30","Copper, Tinned","Poly-Vinyl Chloride (PVC)","0.219"" (5.56mm)","-","100.0' (30.5m)","Slate","ISO 10993, UL Style 2464","Biological Compatibility, Rip Cord","300V","-35°C ~ 105°C","Communication, Control","0.0320"" (0.813mm)"
http://www.alphawire.com/Home/Products/Cable/Xtra-Guard-Performance-Cable/Xtra-Guard-Flex/86406CY?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/86406CY%20SL005.JPG,86406CYSL005-ND,86406CY SL005,Alpha Wire,MULTI-PAIR 12COND 28AWG 100',32,0,"388.09000","0","1","Xtra-Guard® Flex","Active","Multi-Pair","12 (6 Pair Twisted)","28 AWG","7/36","Copper, Tinned","Poly-Vinyl Chloride (PVC)","0.293"" (7.44mm)","Foil, Braid","100.0' (30.5m)","Slate","ISO 10993, UL Style 2661","Biological Compatibility, Drain Wire","300V","-","-","0.0450"" (1.143mm)"
http://general-cable.dcatalog.com/v/Electronics/#page=12,//media.digikey.com/Photos/General%20Cable%20Photos/C2466A.xx.10.jpg,C2466-1000-ND,C2466A.41.10,General Cable/Carol Brand,CABLE 6COND 24AWG GRAY 1000',47,36000,"399.94000","0","1","-","Active","Multi-Conductor","6","24 AWG","7/32","Copper, Tinned","Poly-Vinyl Chloride (PVC)","0.200"" (5.08mm)","-","1000.0' (304.8m)","Gray","-","-","300V","-20°C ~ 80°C","Communication, Control","0.0320"" (0.813mm)"
https://catalog.belden.com/techdata/EN/9445_techdata.pdf,-,BEL1168-100-ND,9445 060100,Belden Inc.,CABLE 5COND 20AWG CHROME 100',36,0,"142.10000","0","1","-","Active","Multi-Conductor","5","20 AWG","7/28","Copper, Tinned","Poly-Vinyl Chloride (PVC)","0.239"" (6.07mm)","-","100.0' (30.5m)","Chrome","-","-","-","-20°C ~ 80°C","Audio, Control, Instrumentation","0.0320"" (0.813mm)"
http://www.alphawire.com/Home/Products/Cable/Alpha-Essentials/Communication-and-Control-Cable/M13509?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/M13509-SL00x.jpg,M13509SL005-ND,M13509 SL005,Alpha Wire,CABLE 9COND 18AWG SLATE 100',42,0,"171.68000","0","1","-","Active","Multi-Conductor","9","18 AWG","16/30","Copper, Tinned","Poly-Vinyl Chloride (PVC)","0.387"" (9.83mm)","-","100.0' (30.5m)","Slate","UL Style 2598","-","300V","-20°C ~ 80°C","-","0.0370"" (0.940mm)"
http://www.tensility.com/pdffiles/30-00407.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_30-00407.JPG,T1303-305-ND,30-00407,Tensility International Corp,CABLE 2COND 26AWG BLACK 305M,175,0,"195.40000","0","1","-","Active","Multi-Conductor","2","26 AWG","7/34","Copper, Tinned","Poly-Vinyl Chloride (PVC)","0.106"" (2.69mm)","-","1000.0' (304.8m)","Black","UL Style 2468","-","300V","-10°C ~ 80°C","-","0.0150"" (0.381mm)"
http://general-cable.dcatalog.com/v/Electronics/?#page=78,//media.digikey.com/photos/General%20Cable%20Photos/C0890A.18.10.JPG,C0890AG-500-ND,C0890A.18.10,General Cable/Carol Brand,MULTI-PAIR 4COND 24AWG SHLD 500',100,8000,"205.36000","0","1","-","Active","Multi-Pair","4 (2 Pair Twisted)","24 AWG","7/32","Copper, Annealed Tinned","Poly-Vinyl Chloride (PVC)","0.247"" (6.27mm)","Foil","500.0' (152.4m)","Gray","ASTM B-33","Drain Wire","30V","-20°C ~ 80°C","Computer","0.0320"" (0.813mm)"
http://www.alphawire.com/Home/Products/Cable/Alpha-Essentials/Communication-and-Control-Cable/6365?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/6365-SL00x.jpg,A6365SL-100-ND,6365 SL005,Alpha Wire,MULTI-PAIR 10COND 24AWG 100',38,0,"237.92000","0","1","-","Active","Multi-Pair","10 (5 Pair Twisted)","24 AWG","7/32","Copper, Tinned","Poly-Vinyl Chloride (PVC)","0.286"" (7.26mm)","Foil, Braid","100.0' (30.5m)","Slate","UL Style 2464","Drain Wire","300V","-20°C ~ 80°C","-","0.0320"" (0.813mm)"
http://www.alphawire.com/Home/Products/Cable/Xtra-Guard-Performance-Cable/Xtra-Guard-4/45463?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/45463-BK00x.jpg,45463BK005-ND,45463 BK005,Alpha Wire,CABLE 3 COND 20AWG BLACK 100',77,0,"296.51000","0","1","Xtra-Guard® 4","Active","Multi-Conductor","3","20 AWG","7/28","Copper, Tinned","Thermoplastic Elastomer (TPE)","0.249"" (6.32mm)","Foil","100.0' (30.5m)","Black","ISO 10993","Biological Compatibility, Drain Wire, Rip Cord","300V","-50°C ~ 125°C","-","0.0450"" (1.143mm)"
https://html5.dcatalog.com/?docid=93bcf829-206c-44f0-8fd9-a83f0168ce20#page=32,//media.digikey.com/Photos/General%20Cable%20Photos/89073.35.05.jpg,C89073Y-250-ND,89073.35.05,General Cable/Carol Brand,CABLE 3COND 14AWG YELLOW 250',37,0,"363.67000","0","1","Ultra Flex®","Active","Multi-Conductor","3","14 AWG","41/30","Copper, Bare","Thermoplastic Elastomer (TPE)","0.541"" (13.74mm)","-","250.0' (76.2m)","Yellow","-","Oil Resistant","600V","-50°C ~ 105°C","Cord and Cordset","0.0450"" (1.143mm)"
http://www.alphawire.com/en/Products/Cable/EcoGen/EcoFlex-PUR/80053?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/80053-SL005.jpg,80053SL005-ND,80053 SL005,Alpha Wire,ECOFLEX PUR 4CON 14AWG UNSH,39,3,"441.94000","0","1","EcoFlex® PUR","Active","Multi-Conductor","4","14 AWG","105/34","Copper, Tinned","Polyurethane (PU)","0.301"" (7.65mm)","-","100.0' (30.5m)","Slate","-","-","600V","-50°C ~ 90°C","-","0.0319"" (0.810mm)"
https://html5.dcatalog.com/?docid=93bcf829-206c-44f0-8fd9-a83f0168ce20#page=32,//media.digikey.com/Photos/General%20Cable%20Photos/89083.35.05.jpg,C89083Y-250-ND,89083.35.05,General Cable/Carol Brand,CABLE 3COND 12AWG YELLOW 250',56,0,"488.11000","0","1","Ultra Flex®","Active","Multi-Conductor","3","12 AWG","65/30","Copper, Bare","Thermoplastic Elastomer (TPE)","0.614"" (15.60mm)","-","250.0' (76.2m)","Yellow","-","Oil Resistant","600V","-50°C ~ 105°C","Cord and Cordset","0.0450"" (1.143mm)"
https://tensility.s3.amazonaws.com/uploads/product_doc/document/2713/30-00793.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_30-00793.jpg,T1363-153-ND,30-00793,Tensility International Corp,CBL 2CON 300V 18AWG BLK 153M,31,0,"220.69000","0","1","-","Active","Multi-Conductor","2","18 AWG","34/0.0071""","Copper, Tinned","Poly-Vinyl Chloride (PVC)","0.173"" (4.39mm)","-","502.0' (153.0m)","Black","UL Style 2651","-","300V","-10°C ~ 105°C","-","0.0185"" (0.470mm)"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=117,//media.digikey.com/Photos/General%20Cable%20Photos/C0474.xx.03.jpg,C0474R-1000-ND,C0474.41.03,General Cable/Carol Brand,CABLE 2COND 16AWG RED SHLD 1000',26,3000,"351.79000","0","1","-","Active","Multi-Conductor","2","16 AWG","Solid","Copper, Annealed Bare","Poly-Vinyl Chloride (PVC)","0.214"" (5.44mm)","Foil","1000.0' (304.8m)","Red","ASTM B-3","Drain Wire","300V","0°C ~ 60°C","Alarm, Safety","0.0200"" (0.508mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=44A112X&DocType=Customer+Drawing&DocLang=English,-,A132129-DS-ND,44A1121-22-2/6-9-MX,"TE Connectivity Aerospace, Defense and Marine",44A1121-22-2/6-9 FEET,1432,0,"1.90000","0","1","-","Active","Multi-Conductor","2","22 AWG","19/34","Copper, Tinned","Polyvinylidene Fluoride (PVDF)","0.132"" (3.35mm)","Braid","Digi-Spool™, Continuous Spool","White","-","-","600V","150°C","-","0.0080"" (0.203mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=55PC0231&DocType=Customer+Drawing&DocLang=English,-,55PC0231-20-2/4/6CS2502-DS-ND,55PC0231-20-2/4/6CS2502,TE Connectivity Raychem Cable Protection,55PC CABLE FEET,1499,0,"2.05000","0","1","-","Active","Multi-Conductor","3 (1 Triad Twisted)","20 AWG","19/32","Copper, Tinned","-","0.116"" (2.95mm)","-","Digi-Spool™, Continuous Spool","-","-","-","600V","150°C","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=44A112X&DocType=Customer+Drawing&DocLang=English,-,A132128-DS-ND,44A1121-22-0/9-9-MX,"TE Connectivity Aerospace, Defense and Marine",44A1121-22-0/9-9 FEET,1785,0,"2.06000","0","1","-","Active","Multi-Conductor","2","22 AWG","19/34","Copper, Tinned","Polyvinylidene Fluoride (PVDF)","0.132"" (3.35mm)","Braid","Digi-Spool™, Continuous Spool","White","-","-","600V","150°C","-","0.0080"" (0.203mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=44AM112X&DocType=Customer+Drawing&DocLang=English,-,A132330-DS-ND,44AM1121-22-0/9-9,"TE Connectivity Aerospace, Defense and Marine",44AM1121-22-0/9-9 FEET,1860,0,"2.08000","0","1","-","Active","Multi-Conductor","2","22 AWG","19/34","Copper, Tinned","Polyvinylidene Fluoride (PVDF)","0.127"" (3.23mm)","Braid","Digi-Spool™, Continuous Spool","White","-","-","600V","150°C","-","0.0100"" (0.254mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=44AM113X&DocType=Customer+Drawing&DocLang=English,-,A141506-DS-ND,44AM1131-24-MST3-9CS2275,"TE Connectivity Aerospace, Defense and Marine",44AM1131-24-MST3-9CS2275 FEET,1852,0,"2.25000","0","1","-","Active","Multi-Conductor","3","24 AWG","19/36","Copper, Tinned","Polyvinylidene Fluoride (PVDF)","0.119"" (3.02mm)","Braid","Digi-Spool™, Continuous Spool","White","-","-","600V","150°C","-","0.0050"" (0.127mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=44AM112X&DocType=Customer+Drawing&DocLang=English,-,A141505-DS-ND,44AM1121-24-9/96-9CS2275,"TE Connectivity Aerospace, Defense and Marine",44AM1121-24-9/96-9CS2275 FEET,2031,0,"2.27000","0","1","-","Active","Multi-Conductor","2","24 AWG","19/36","Copper, Tinned","Polyvinylidene Fluoride (PVDF)","0.113"" (2.87mm)","Braid","Digi-Spool™, Continuous Spool","White","-","-","600V","150°C","-","0.0050"" (0.127mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=44AM112X&DocType=Customer+Drawing&DocLang=English,-,A132104-DS-ND,44AM1121-20-9/96-9CS2275,"TE Connectivity Aerospace, Defense and Marine",44AM1121-20-9/96-9CS2275 FEET,2100,0,"2.29000","0","1","-","Active","Multi-Conductor","2","20 AWG","-","Copper, Tinned","Polyvinyl Fluoride (PVF)","0.143"" (3.63mm)","Braid","Digi-Spool™, Continuous Spool","White","-","-","600V","-55°C ~ 150°C","-","0.0050"" (0.127mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=44AM112X&DocType=Customer+Drawing&DocLang=English,-,A132105-DS-ND,44AM1121-22-9/96-9CS2275,"TE Connectivity Aerospace, Defense and Marine",44AM1121-22-9/96-9CS2275 FEET,1463,0,"2.40000","0","1","-","Active","Multi-Conductor","2","22 AWG","19/34","Copper, Tinned","Polyvinylidene Fluoride (PVDF)","0.127"" (3.23mm)","Braid","Digi-Spool™, Continuous Spool","White","-","-","600V","150°C","-","0.0050"" (0.127mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=55PC1121&DocType=Customer+Drawing&DocLang=English,-,55PC1121-20-2/6-9CS2502-DS-ND,55PC1121-20-2/6-9CS2502,TE Connectivity Raychem Cable Protection,55PC CABLE FEET,2005,0,"2.41000","0","1","-","Active","Multi-Conductor","2","20 AWG","19/32","Copper, Tinned","Ethylene Tetrafluoroethylene (ETFE)","0.130"" (3.30mm)","Braid","Digi-Spool™, Continuous Spool","White","-","-","600V","150°C","-","0.0070"" (0.178mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=55A4121&DocType=Customer+Drawing&DocLang=English,-,A144725-DS-ND,55A4121-22-9/96-9CS2275,TE Connectivity Raychem Cable Protection,HOOK-UP STRND 22AWG 600V WHT,2190,0,"2.42000","0","1","-","Active","Multi-Conductor","2","22 AWG","19/34","Copper, Tinned","Ethylene Tetrafluoroethylene (ETFE)","0.102"" (2.59mm)","-","Digi-Spool™, Continuous Spool","White","-","-","600V","150°C","-","0.0080"" (0.203mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=55A1121&DocType=Customer+Drawing&DocLang=English,-,A132388-DS-ND,55A1121-22-0/9-9,"TE Connectivity Aerospace, Defense and Marine",55A CABLE/SINGLE WALL FEET,5865,0,"2.47000","0","1","-","Active","Multi-Conductor","2","22 AWG","19/34","Copper, Tinned","Ethylene Tetrafluoroethylene (ETFE)","0.119"" (3.02mm)","Braid","Digi-Spool™, Continuous Spool","White","-","-","600V","150°C","-","0.0080"" (0.203mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=44AM113X&DocType=Customer+Drawing&DocLang=English,-,A144835-DS-ND,44AM1131-20-MST3-9CS2275,"TE Connectivity Aerospace, Defense and Marine",44AM1131-20-MST3-9CS2275,5500,0,"2.60000","0","1","-","Active","Multi-Conductor","3","20 AWG","19/32","Copper, Tinned","Polyvinylidene Fluoride (PVDF)","0.152"" (3.86mm)","Braid","Digi-Spool™, Continuous Spool","White","-","-","600V","150°C","-","0.0050"" (0.127mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=55A1121&DocType=Customer+Drawing&DocLang=English,-,A132390-DS-ND,55A1121-24-9/96-9CS2275,"TE Connectivity Aerospace, Defense and Marine",MULTI-PR 2COND 24AWG WH SHLD FT,1531,0,"2.71000","0","1","-","Active","Multi-Conductor","2","24 AWG","19/36","Copper, Tinned","Ethylene Tetrafluoroethylene (ETFE)","0.107"" (2.72mm)","Braid","Digi-Spool™, Continuous Spool","White","-","-","600V","-65°C ~ 150°C","-","0.0080"" (0.203mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=44AM113X&DocType=Customer+Drawing&DocLang=English,-,A132107-DS-ND,44AM1131-22-MST3-9CS2275,"TE Connectivity Aerospace, Defense and Marine",44AM1131-22-MST3-9CS2275 FEET,1842,0,"2.72000","0","1","-","Active","Multi-Conductor","3","22 AWG","19/34","Copper, Tinned","Polyvinylidene Fluoride (PVDF)","0.135"" (3.43mm)","Braid","Digi-Spool™, Continuous Spool","White","-","-","600V","150°C","-","0.0050"" (0.127mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=44AM112X&DocType=Customer+Drawing&DocLang=English,-,A132103-DS-ND,44AM1121-18-9/96-9CS2275,"TE Connectivity Aerospace, Defense and Marine",44AM1121-18-9/96-9CS2275 FEET,1058,0,"2.76000","0","1","-","Active","Multi-Conductor","2","18 AWG","19/30","Copper, Tinned","Polyvinylidene Fluoride (PVDF)","0.163"" (4.14mm)","Braid","Digi-Spool™, Continuous Spool","White","-","-","600V","150°C","-","0.0050"" (0.127mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=55PC1121&DocType=Customer+Drawing&DocLang=English,-,55PC1221-22-2/6-9CS2502-DS-ND,55PC1221-22-2/6-9CS2502,TE Connectivity Raychem Cable Protection,55PC CABLE FEET,1845,0,"2.78000","0","1","-","Active","Multi-Conductor","2","22 AWG","19/34","Copper, Tinned","Ethylene Tetrafluoroethylene (ETFE)","0.122"" (3.10mm)","Braid","Digi-Spool™, Continuous Spool","White","-","-","600V","150°C","-","0.0070"" (0.178mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=55A1121&DocType=Customer+Drawing&DocLang=English,-,A132389-DS-ND,55A1121-22-9/96-9CS2275,"TE Connectivity Aerospace, Defense and Marine",MULTI-PR 2COND 22AWG WH SHLD FT,1908,0,"2.85000","0","1","-","Active","Multi-Conductor","2","22 AWG","19/34","Copper, Tinned","Ethylene Tetrafluoroethylene (ETFE)","0.119"" (3.02mm)","Braid","Digi-Spool™, Continuous Spool","White","-","-","600V","-65°C ~ 150°C","-","0.0080"" (0.203mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=55PC1121&DocType=Customer+Drawing&DocLang=English,-,55PC1221-20-2/6-9CS2502-DS-ND,55PC1221-20-2/6-9CS2502,TE Connectivity Raychem Cable Protection,55PC CABLE FEET,1948,0,"2.94000","0","1","-","Active","Multi-Conductor","2","20 AWG","19/32","Copper, Tinned","Ethylene Tetrafluoroethylene (ETFE)","0.139"" (3.53mm)","Braid","Digi-Spool™, Continuous Spool","White","-","-","600V","150°C","-","0.0070"" (0.178mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=44A112X&DocType=Customer+Drawing&DocLang=Englis,-,A141501-DS-ND,44A1121-16-2/6-9-US,"TE Connectivity Aerospace, Defense and Marine",44A1121-16-2/6-9 FEET,760,0,"3.17000","0","1","-","Active","Multi-Conductor","2","16 AWG","19/29","Copper, Tinned","Polyvinylidene Fluoride (PVDF)","0.184"" (4.67mm)","Braid","Digi-Spool™, Continuous Spool","White","-","-","600V","150°C","-","0.0090"" (0.229mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=55PC2221&DocType=Customer+Drawing&DocLang=English,-,55PC2221-22-2/6-9CS2502-DS-ND,55PC2221-22-2/6-9CS2502,TE Connectivity Raychem Cable Protection,55PC CABLE FEET,1582,0,"3.18000","0","1","-","Active","Multi-Conductor","2","22 AWG","19/34","Copper, Tinned","Ethylene Tetrafluoroethylene (ETFE)","0.113"" (2.87mm)","Braid","Digi-Spool™, Continuous Spool","White","-","-","600V","150°C","-","0.0075"" (0.191mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=44AM114X&DocType=Customer+Drawing&DocLang=English,-,A132109-DS-ND,44AM1141-22-MST4-9CS2275,"TE Connectivity Aerospace, Defense and Marine",44AM1141-22-MST4-9CS2275 FEET,1828,0,"3.19000","0","1","-","Active","Multi-Conductor","4","22 AWG","19/34","Copper, Tinned","Polyvinylidene Fluoride (PVDF)","0.147"" (3.73mm)","Braid","Digi-Spool™, Continuous Spool","White","-","-","600V","150°C","-","0.0100"" (0.254mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=55PC2124&DocType=Customer+Drawing&DocLang=English,-,A132398-DS-ND,55PC2124-24-9/96-96,"TE Connectivity Aerospace, Defense and Marine",55PC CABLE FEET,2055,0,"3.30000","0","1","-","Active","Multi-Conductor","2","24 AWG","19/36","Copper Alloy, Silver Coated","Ethylene Tetrafluoroethylene (ETFE)","0.093"" (2.36mm)","Braid","Digi-Spool™, Continuous Spool","Blue, White","-","-","600V","150°C","-","0.0075"" (0.191mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=55A6262&DocType=Customer+Drawing&DocLang=English,-,A141509-DS-ND,55A6262-24-9/96-9CS2275,"TE Connectivity Aerospace, Defense and Marine",55A6262-24-9/96-9CS2275 FEET,2200,0,"3.56000","0","1","-","Active","Multi-Conductor","2","24 AWG","19/36","Copper Alloy, Silver Coated","Ethylene Tetrafluoroethylene (ETFE)","0.107"" (2.72mm)","Braid","Digi-Spool™, Continuous Spool","White","-","-","600V","200°C","-","0.0050"" (0.127mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=55A1131&DocType=Customer+Drawing&DocLang=English,-,55A1131-24-MST3-9CS2275-DS-ND,55A1131-24-MST3-9CS2275,TE Connectivity Raychem Cable Protection,CABLE 3COND 24AWG WHITE SHLD FT,1950,0,"3.57000","0","1","-","Active","Multi-Conductor","3","24 AWG","-","Copper, Tinned","Ethylene Tetrafluoroethylene (ETFE)","0.113"" (2.87mm)","Braid","Digi-Spool™, Continuous Spool","White","-","-","600V","-65°C ~ 150°C","-","0.0080"" (0.203mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=44AM113X&DocType=Customer+Drawing&DocLang=English,-,A132106-DS-ND,44AM1131-16-MST3-9CS2275,"TE Connectivity Aerospace, Defense and Marine",44AM1131-16-MST3-9CS2275 FEET,1964,0,"3.70000","0","1","-","Active","Multi-Conductor","3","16 AWG","19/29","Copper, Tinned","Polyvinylidene Fluoride (PVDF)","0.191"" (4.85mm)","Braid","Digi-Spool™, Continuous Spool","White","-","-","600V","150°C","-","0.0060"" (0.152mm)"
