Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Applications","Particle Size","Flow Rate","Pressure Range","Inlet/Outlet Size","Height","Diameter","Operating Temperature"
-,-,1GPK1G78A8-ND,1GPK1G78A8,3M,CUNO CTG-KLEAN SYSTEM FILTER PAC,0,0,"40.71833","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,1GPK1G78X8-ND,1GPK1G78X8,3M,CUNO CTG-KLEAN SYSTEM FILTER PAC,0,0,"41.56500","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PK36M400G2VS-ND,PK36M400G2VS,3M,BETAPURE PK SERIES FILTER CARTRI,0,0,"41.79000","0","25","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PK36M300G2NN-ND,PK36M300G2NN,3M,BETAPURE PK SERIES FILTER CARTRI,0,0,"42.95240","0","25","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PK36M300G2WS-ND,PK36M300G2WS,3M,BETAPURE PK SERIES FILTER CARTRI,0,0,"42.95240","0","25","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PK36M200G2WS-ND,PK36M200G2WS,3M,BETAPURE PK SERIES FILTER CARTRI,0,0,"44.11520","0","25","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NT10T050S0CD-ND,NT10T050S0CD,3M,NT-T SERIES FILTER CARTRIDGE,0,0,"45.00600","0","30","Betapure™ NT-T","Active","Filter Cartridge","Industrial","5µm (Absolute)","-","50 PSI","-","10.000"" (254.00mm)","2.500"" (63.50mm)","82°C - Max"
-,-,NT10T050S0FC-ND,NT10T050S0FC,3M,NT-T SERIES FILTER CARTRIDGE,0,0,"45.00600","0","30","Betapure™ NT-T","Active","Filter Cartridge","Industrial","5µm (Absolute)","-","50 PSI","-","10.000"" (254.00mm)","2.500"" (63.50mm)","82°C - Max"
-,-,PK37M200G2RG-ND,PK37M200G2RG,3M,BETAPURE PK SERIES FILTER CARTRI,0,0,"45.26240","0","25","-","Active","-","-","-","-","-","-","-","-","-"
-,-,1GPK1AU09C-ND,1GPK1AU09C,3M,CUNO CTG-KLEAN SYSTEM FILTER PAC,0,0,"46.84833","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,1GPK1AU09W-ND,1GPK1AU09W,3M,CUNO CTG-KLEAN SYSTEM FILTER PAC,0,0,"47.11667","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,1GPK1AUZ11120-ND,1GPK1AUZ11120,3M,CUNO CTG-KLEAN SYSTEM FILTER PAC,0,0,"48.40333","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,1GPK1AU09B-ND,1GPK1AU09B,3M,CUNO CTG-KLEAN SYSTEM FILTER PAC,0,0,"50.21167","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,1GPK1AU09G-ND,1GPK1AU09G,3M,CUNO CTG-KLEAN SYSTEM FILTER PAC,0,0,"50.49833","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,1GPK1AU09Q-ND,1GPK1AU09Q,3M,CUNO CTG-KLEAN SYSTEM FILTER PAC,0,0,"50.49833","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,5602719-ND,5602719,3M,THE 3M AQUA-PURE WHOLE H,0,0,"52.53250","0","4","*","Active","-","-","-","-","-","-","-","-","-"
-,-,PT30M200G2NN-ND,PT30M200G2NN,3M,BETAPURE PK SERIES FILTER CARTRI,0,0,"52.81520","0","25","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PT30M100G2QN-ND,PT30M100G2QN,3M,BETAPURE PT SERIES FILTER CARTRI,0,0,"53.38520","0","25","-","Active","-","-","-","-","-","-","-","-","-"
-,-,5632108-ND,5632108,3M,THE 3M AQUA-PURE UNDER S,0,0,"55.06250","0","4","*","Active","-","-","-","-","-","-","-","-","-"
-,-,5541731-ND,5541731,3M,THE 3M AQUA-PURE WHOLE H,0,0,"55.37000","0","5","*","Active","-","-","-","-","-","-","-","-","-"
-,-,1GPK1NTT050-ND,1GPK1NTT050,3M,CUNO CTG-KLEAN SYSTEM WITH BETAP,0,0,"56.22667","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,5599403-ND,5599403,3M,3M AQUA-PURE WHOLE HOUSE,0,0,"56.22750","0","4","*","Active","-","-","-","-","-","-","-","-","-"
-,-,5618905-ND,5618905,3M,THE 3M AQUA-PURE WHOLE H,0,0,"58.97750","0","4","*","Active","-","-","-","-","-","-","-","-","-"
-,-,XL10PP400DA-ND,XL10PP400DA,3M,BETAFINE XL SERIES FILTER CARTRI,0,0,"59.12267","0","30","-","Active","-","-","-","-","-","-","-","-","-"
-,-,5584408-ND,5584408,3M,WE OFFER THE 3M AQUA-PURE,0,0,"59.45000","0","6","*","Active","-","-","-","-","-","-","-","-","-"
-,-,5618903-ND,5618903,3M,THE 3M AQUA-PURE WHOLE H,0,0,"60.48000","0","4","*","Active","-","-","-","-","-","-","-","-","-"
-,-,5618046-ND,5618046,3M,WE ENGINEERED THE 3M AQUA-PU,0,0,"60.94500","0","6","Aqua-Pure™","Active","Filter Cartridge","Residential","0.5µm (Absolute)","-","25 PSI ~ 125 PSI","-","-","2.375"" (60.33mm)","4°C ~ 38°C"
-,-,6856703-ND,6856703,3M,AQUA-PURE PLASTIC POLYURETHAN,0,0,"62.16000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
-,-,1GPK2G78V8-ND,1GPK2G78V8,3M,CUNO CTG-KLEAN SYSTEM WITH MICRO,0,0,"62.31333","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,XL10PP700B0A-ND,XL10PP700B0A,3M,BETAFINE XL SERIES FILTER CARTRI,0,0,"63.24767","0","30","-","Active","-","-","-","-","-","-","-","-","-"
-,-,XL10PP200DA-ND,XL10PP200DA,3M,BETAFINE XL SERIES FILTER CARTRI,0,0,"64.62767","0","30","-","Active","-","-","-","-","-","-","-","-","-"
-,-,XL09PP100DC-ND,XL09PP100DC,3M,BETAFINE XL SERIES FILTER CARTRI,0,0,"68.06267","0","30","-","Active","-","-","-","-","-","-","-","-","-"
-,-,1GPK2AU09L-ND,1GPK2AU09L,3M,CUNO CTG-KLEAN SYSTEM FILTER PAC,0,0,"68.47667","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,1GPK2AU09V-ND,1GPK2AU09V,3M,CUNO CTG-KLEAN SYSTEM FILTER PAC,0,0,"68.47667","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PT39M600G2NN-ND,PT39M600G2NN,3M,BETAPURE PK SERIES FILTER CARTRI,0,0,"68.49000","0","25","-","Active","-","-","-","-","-","-","-","-","-"
-,-,XL09PP050DC-ND,XL09PP050DC,3M,BETAFINE XL SERIES FILTER CARTRI,0,0,"71.49767","0","30","-","Active","-","-","-","-","-","-","-","-","-"
-,-,XL10PP050DA-ND,XL10PP050DA,3M,BETAFINE XL SERIES FILTER CARTRI,0,0,"71.49767","0","30","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NTP005C01CA01-ND,NTP005C01CA01,3M,BETAPURE NT-P SERIES FILTER CAPS,0,0,"71.58000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NTP005C01CB01-ND,NTP005C01CB01,3M,BETAPURE NT-P SERIES FILTER CAPS,0,0,"71.58000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NTP010C01CB01-ND,NTP010C01CB01,3M,BETAPURE NT-P SERIES FILTER CAPS,0,0,"71.58000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NTP010C01CC01-ND,NTP010C01CC01,3M,BETAPURE NT-P SERIES FILTER CAPS,0,0,"71.58000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NTP020C01CA01-ND,NTP020C01CA01,3M,BETAPURE NT-P SERIES FILTER CAPS,0,0,"71.58000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NTP030C01BC01-ND,NTP030C01BC01,3M,BETAPURE NT-P SERIES FILTER CAPS,0,0,"71.58000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NTP050C01CB01-ND,NTP050C01CB01,3M,BETAPURE NT-P SERIES FILTER CAPS,0,0,"71.58000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NTP100C01BC01-ND,NTP100C01BC01,3M,BETAPURE NT-P SERIES FILTER CAPS,0,0,"71.58000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NTP300C01BA01-ND,NTP300C01BA01,3M,BETAPURE NT-P SERIES FILTER CAPS,0,0,"71.58000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NTP400C01EB01-ND,NTP400C01EB01,3M,BETAPURE NT-P SERIES FILTER CAPS,0,0,"71.58000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NTP500C01BA01-ND,NTP500C01BA01,3M,BETAPURE NT-P SERIES FILTER CAPS,0,0,"71.58000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NTP700C01AA01-ND,NTP700C01AA01,3M,BETAPURE NT-P SERIES FILTER CAPS,0,0,"71.58000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PT39M100G2NN-ND,PT39M100G2NN,3M,BETAPURE PK SERIES FILTER CARTRI,0,0,"71.96240","0","25","-","Active","-","-","-","-","-","-","-","-","-"
-,-,AP51711-ND,AP51711,3M,WE OFFER THE 3M AQUA-PURE,0,0,"72.92167","0","12","*","Active","-","-","-","-","-","-","-","-","-"
-,-,XL09PP100DD-ND,XL09PP100DD,3M,BETAFINE XL SERIES FILTER CARTRI,0,0,"72.93967","0","30","-","Active","-","-","-","-","-","-","-","-","-"
-,-,XL10PP100DA-ND,XL10PP100DA,3M,BETAFINE XL SERIES FILTER CARTRI,0,0,"72.93967","0","30","-","Active","-","-","-","-","-","-","-","-","-"
-,-,XL09PP025DC-ND,XL09PP025DC,3M,BETAFINE XL SERIES FILTER CARTRI,0,0,"73.56000","0","30","-","Active","-","-","-","-","-","-","-","-","-"
-,-,XL09PP025DD-ND,XL09PP025DD,3M,BETAFINE XL SERIES FILTER CARTRI,0,0,"73.56000","0","30","-","Active","-","-","-","-","-","-","-","-","-"
-,-,XL10PP025DC-ND,XL10PP025DC,3M,BETAFINE XL SERIES FILTER CARTRI,0,0,"73.56000","0","30","-","Active","-","-","-","-","-","-","-","-","-"
-,-,5618044-ND,5618044,3M,THE 3M AQUA-PURE UNDER S,0,0,"74.16167","0","6","*","Active","-","-","-","-","-","-","-","-","-"
-,-,XL09PP010DD-ND,XL09PP010DD,3M,BETAFINE XL SERIES FILTER CARTRI,0,0,"74.94000","0","30","-","Active","-","-","-","-","-","-","-","-","-"
-,-,XL10PP010DD-ND,XL10PP010DD,3M,BETAFINE XL SERIES FILTER CARTRI,0,0,"74.94000","0","30","-","Active","-","-","-","-","-","-","-","-","-"
-,-,XL10PP005DC-ND,XL10PP005DC,3M,BETAFINE XL SERIES FILTER CARTRI,0,0,"75.62267","0","30","-","Active","-","-","-","-","-","-","-","-","-"
-,-,XL19PP700DG-ND,XL19PP700DG,3M,BETAFINE XL SERIES FILTER CARTRI,0,0,"76.07000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,XL09PP002DD-ND,XL09PP002DD,3M,BETAFINE XL SERIES FILTER CARTRI,0,0,"76.31267","0","30","-","Active","-","-","-","-","-","-","-","-","-"
-,-,XL10PP050DB-ND,XL10PP050DB,3M,BETAFINE XL SERIES FILTER CARTRI,0,0,"76.60900","0","30","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PT40M200G2YC-ND,PT40M200G2YC,3M,BETAPURE PT SERIES FILTER CARTRI,0,0,"77.76000","0","25","-","Active","-","-","-","-","-","-","-","-","-"
-,-,5566601-ND,5566601,3M,THE 3M AQUA-PURE WHOLE H,0,0,"77.86333","0","6","*","Active","-","-","-","-","-","-","-","-","-"
-,-,5578604-ND,5578604,3M,THE 3M AQUA-PURE UNDER S,0,0,"78.43167","0","12","*","Active","-","-","-","-","-","-","-","-","-"
-,-,PT39M100G2NG-ND,PT39M100G2NG,3M,BETAPURE PK SERIES FILTER CARTRI,0,0,"78.92240","0","25","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PT40M100G2YC-ND,PT40M100G2YC,3M,BETAPURE PT SERIES FILTER CARTRI,0,0,"78.92240","0","25","-","Active","-","-","-","-","-","-","-","-","-"
-,-,XL09PP010DA-ND,XL09PP010DA,3M,BETAFINE XL SERIES FILTER CARTRI,0,0,"80.30133","0","30","-","Active","-","-","-","-","-","-","-","-","-"
-,-,XL09PP010DC-ND,XL09PP010DC,3M,BETAFINE XL SERIES FILTER CARTRI,0,0,"80.30133","0","30","-","Active","-","-","-","-","-","-","-","-","-"
-,-,XL09PP010DG-ND,XL09PP010DG,3M,BETAFINE XL SERIES FILTER CARTRI,0,0,"80.30133","0","30","-","Active","-","-","-","-","-","-","-","-","-"
-,-,XL10PP010DA-ND,XL10PP010DA,3M,BETAFINE XL SERIES FILTER CARTRI,0,0,"80.30133","0","30","-","Active","-","-","-","-","-","-","-","-","-"
-,-,XL10PP010DC-ND,XL10PP010DC,3M,BETAFINE XL SERIES FILTER CARTRI,0,0,"80.30133","0","30","-","Active","-","-","-","-","-","-","-","-","-"
-,-,XL10PP010DG-ND,XL10PP010DG,3M,BETAFINE XL SERIES FILTER CARTRI,0,0,"80.30133","0","30","-","Active","-","-","-","-","-","-","-","-","-"
-,-,XL09PP005DA-ND,XL09PP005DA,3M,BETAFINE XL SERIES FILTER CARTRI,0,0,"81.04300","0","30","-","Active","-","-","-","-","-","-","-","-","-"
-,-,XL20PP400DC-ND,XL20PP400DC,3M,BETAFINE XL SERIES FILTER CARTRI,0,0,"81.04333","0","15","-","Active","-","-","-","-","-","-","-","-","-"
-,-,XL19PP200DD-ND,XL19PP200DD,3M,BETAFINE XL SERIES FILTER CARTRI,0,0,"81.12733","0","15","-","Active","-","-","-","-","-","-","-","-","-"
