Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Applications","Type","Cable Length","Reel Capacity","Cable Type","Cable Diameter","Voltage","Lamp Wattage","Current Rating (Amps)","Features","Approvals"
-,-,1301160042-ND,1301160042,Molex,SADDLE KIT .60-.96 OD IGA,0,0,"43.70000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301860938-ND,1301860938,Molex,30A 125/250V PLUG ASSY - WHT ECN,0,0,"43.70000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301860939-ND,1301860939,Molex,30A 120/208 PLUG ASSY - YEL ECM,0,0,"43.70000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301380072_POWER_DISTRIBUTION.pdf,-,1301380072-ND,1301380072,Molex,MULTIPLE OUTLET BOX SAFEWAY,0,0,"43.86000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,26226-0100-ND,26226-0100,Omron Automation and Safety,SCA-15-9 MOUNTING RAIL1000MM,0,0,"44.06000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301120158-ND,1301120158,Molex,CONSTRUCTION GRD 1-1/2 NECK ZINC,0,0,"44.26000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=17,-,1301120071-ND,1301120071,Molex,HAND LAMP SOCKET ASSY,0,0,"44.51000","0","1","130112","Active","Industrial","-","-","-","-","-","120VAC","-","-","-","-"
-,-,1301860257-ND,1301860257,Molex,L21-20 PLUG ASSY HI-AMP 5WIRE,0,0,"44.57000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301860934-ND,1301860934,Molex,L6-20 CONN ASSY 3WIRE - YEL,0,0,"44.57000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301860749-ND,1301860749,Molex,FEMALE INSERT ASSY - 2534,0,0,"45.20000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,32591-0960-ND,32591-0960,Omron Automation and Safety,UM MAT JOINING TRIM COVER 96 IN.,0,0,"45.29000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,32667-0048-ND,32667-0048,Omron Automation and Safety,UNIV MAT ALUM TRIM BSE 48IN MAT,0,0,"45.29000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,32668-0480-ND,32668-0480,Omron Automation and Safety,PERIMETER TRIM COVER 48 INCH,0,0,"45.29000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://general-cable.dcatalog.com/v/Datacom-Cable/?page=80#page=80,-,04497.60.05-ND,04497.60.05,General Cable/Carol Brand,50' 16/3 SJT PLASTIC GUARD TBL,0,0,"45.62833","0","6","SJT","Active","Standard","Utility Light","50.00' (15.24m)","-","16/3","-","125VAC","1650 Watt","-","-","UL"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=45,-,1301520021-ND,1301520021,Molex,WATERTITE LAMPHOLDER W/FLANGE,0,0,"46.16000","0","1","Watertite","Active","-","-","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=17,-,1301120085-ND,1301120085,Molex,GUARD 100W CLOSED-END W/REFLECT,0,0,"46.17000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=42,-,1301140018-ND,1301140018,Molex,METAL WIRE GUARD 1-1/2"" NECK,0,0,"46.50000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=39,-,1301120166-ND,1301120166,Molex,GUARD LIGHT 1-1/2"" NECK 10X5""YEL,0,0,"46.63000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://downloads.omron.eu/IAB/Company%20info/NSC%20specific/GB/UM%20Safety%20Mat%20Series/um_mc3_ds_csm1981.pdf,-,82496-0020-ND,UMOC-SC1,Omron Automation and Safety,MOLDED OS CORNER UMOC-SC1,0,0,"47.43000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301860942-ND,1301860942,Molex,L6-30 CONN ASSY 3WIRE - YEL ECM,0,0,"47.63000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,25994-0018-ND,25994-0018,Omron Automation and Safety,"EXTRUSION, 1800 MM RAIL",0,0,"47.95000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=17,-,1301120092-ND,1301120092,Molex,GUARD 100W OPEN-END NO/REFLECT,0,0,"48.21000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301860731-ND,1301860731,Molex,TUBE GUARD ASSY.1083-3B 1083-3B,0,0,"48.60000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://general-cable.dcatalog.com/v/Datacom-Cable/?page=80#page=80,-,04457.60.05-ND,04457.60.05,General Cable/Carol Brand,50' 16/3 SJT METAL GUARD TBL,0,0,"48.96000","0","6","SJT","Active","Standard","Utility Light","50.00' (15.24m)","-","16/3","-","125VAC","1650 Watt","-","-","UL"
-,-,1301860941-ND,1301860941,Molex,L5-30 CONN ASSY 3WIRE ECM,0,0,"49.14000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301910023-ND,1301910023,Molex,LAMP BULB 15 WATT BLACKLIGHT,0,0,"49.19000","0","1","130191","Active","-","Bulb","-","-","-","-","-","15 Watt","-","-","-"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/dwbt.PDF,-,1301170053-ND,1301170053,Molex,JOINT HANGER BRKT 5200 FESTOON,0,0,"49.54000","0","1","Aero-Motive 130117","Active","Medium Duty","Hanger Bracket","-","-","-","-","-","-","-","-","-"
-,-,1301800179-ND,1301800179,Molex,CAP BUMPER (2A) HAZARD LAMP,0,0,"49.84000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301120134-ND,1301120134,Molex,LO-VOLT CARRYING HANDLE FORINLIN,0,0,"49.86000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301260011-ND,1301260011,Molex,BLANK TO COVER BUTTON HOLE,0,0,"50.54000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/987650-8055.pdf,-,1301120144-ND,1301120144,Molex,REPL LAMPHOLDER COVER,0,0,"50.97000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301800181-ND,1301800181,Molex,GUARD BUMPER(2B) HAZARD LAMP,0,0,"51.31000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,32591-1960-ND,32591-1960,Omron Automation and Safety,UM MAT JOINING TRIM COVER 96"",0,0,"51.41000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301160001-ND,1301160001,Molex,VALUE PLUS TRACK 30MM X 10',0,0,"51.60000","0","1","Aero-Motive 130116","Last Time Buy","Light Duty","Track","-","-","-","-","-","-","-","-","-"
-,-,25994-0020-ND,25994-0020,Omron Automation and Safety,"EXTRUSION, 2000 MM RAIL",0,0,"51.84000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301120196-ND,1301120196,Molex,WIRE LAMP GUARD REPLACEMENTPARTF,0,0,"52.43000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,26224-0200-ND,26224-0200,Omron Automation and Safety,ANG MTG FOR SCS-2540 2M LNGTH,0,0,"53.14000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=17,-,1301120106-ND,1301120106,Molex,GUARD 100W QUICK-OPEN YEL NYLON,0,0,"53.21000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=17,-,1301120089-ND,1301120089,Molex,GUARD 300W CLOSED-END W/REFLECT,0,0,"53.65000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301170076-ND,1301170076,Molex,INTERMEDIATE CAR,0,0,"53.67000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301180015-ND,1301180015,Molex,JOINT HANGER BRACKET 5400 FSTN,0,0,"53.67000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301860472-ND,1301860472,Molex,MX-LOC GRP-MACH F3 .500-.625,0,0,"54.41000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,32668-0960-ND,32668-0960,Omron Automation and Safety,UM RAMP TRIM COVER 96 IN.,0,0,"55.08000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=17,-,1301120105-ND,1301120105,Molex,GUARD 100W QUICK-OPEN W/REFLECT,0,0,"55.17000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301120099-ND,1301120099,Molex,100W GUARD OPEN-END W/REFL STEEL,0,0,"55.51000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301170067-ND,1301170067,Molex,END CLAMP 70MM,0,0,"55.52000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301860203-ND,1301860203,Molex,L17-30 PLUG ASSY 4WIRE - YEL ECN,0,0,"55.66000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301860937-ND,1301860937,Molex,L15-20 CONN ASSY 4WIRE - YEL,0,0,"56.09000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,32667-0072-ND,32667-0072,Omron Automation and Safety,UNIV MAT ALUM TRM BASE 72IN MAT,0,0,"56.30000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,25994-0000-ND,25994-0000,Omron Automation and Safety,EXTRUSION RAIL MTG FOR SC-25 SCS,0,0,"58.32000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301120095-ND,1301120095,Molex,GUARD 300W OPEN-END NO/REFLECT,0,0,"58.50000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/987650-8053.pdf,-,1301090017-ND,1301090017,Molex,HAND LAMP 100W 120V 20' CORD,0,0,"58.65000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301250006-ND,1301250006,Molex,END CLAMP FLAT CABLE,0,0,"59.55000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301160037-ND,1301160037,Molex,TROLLEY 150MM IGA#2500-150-5,0,0,"59.84000","0","1","Aero-Motive 130116","Last Time Buy","Heavy Duty","Intermediate Car","-","-","-","-","-","-","-","-","-"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/987650-7737.pdf,-,1301280116-ND,1301280116,Molex,FD BOX 3/4 NPT YELLOW CORROSION-,0,0,"60.30000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,26226-0200-ND,26226-0200,Omron Automation and Safety,SCA-15-9 MOUNTING RAIL 2000MM,0,0,"60.91000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301800114-ND,1301800114,Molex,HV 2.312 GROMMET,0,0,"61.22000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/987650-7737.pdf,-,1301280114-ND,1301280114,Molex,FD BOX 1/2 NPT YELLOW CORROSION-,0,0,"62.70000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1302031194-ND,1302031194,Molex,CVRPLTE GFCI CUTOUTS FLIPLIDS,0,0,"63.04000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301180024-ND,1301180024,Molex,END CLAMP,0,0,"63.97000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,25837-ND,25837,Omron Automation and Safety,MOLDED INSIDE CORNER,0,0,"64.80000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=45,-,1301120197-ND,1301120197,Molex,SERVICE LIGHT INCANDESCENT,0,0,"66.81000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301180002-ND,1301180002,Molex,INTERMEDIATE CAR 0.49""-0.90"",0,0,"68.32000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301860536-ND,1301860536,Molex,COVER PLATE DUPLEX REPLACEMENT,0,0,"68.33000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301120081_LIGHTING.pdf,-,1301120081-ND,1301120081,Molex,100W GD CLSED-ND NO/REFL YLLWVNY,0,0,"68.45000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301120102-ND,1301120102,Molex,300W GUARD OPEN-END W/REFL ZINCP,0,0,"68.68000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301120073_LIGHTING.pdf,-,1301120073-ND,1301120073,Molex,SUPTEX SIDE OUTLET SOCKET,0,0,"68.71000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/UM_Series.pdf,-,82496-0030-ND,UMIC-SC1,Omron Automation and Safety,MOLDED INSIDE CORNER UMIC-SC1,0,0,"68.85000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://general-cable.dcatalog.com/v/Datacom-Cable/?page=76#page=76,-,07505.73.05-ND,07505.73.05,General Cable/Carol Brand,PLUG-IT FLUORESENT LIGHT-TRAY,0,0,"68.86750","0","8","Plug-It®","Active","Standard","Utility Light","-","-","-","-","-","13 Watt","-","-","-"
-,-,1301800182-ND,1301800182,Molex,HANDLE/END (2C) CAP BUMPER,0,0,"70.07000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301160039-ND,1301160039,Molex,TROLLEY 174MM IGA#2500-5,0,0,"70.16000","0","1","Aero-Motive 130116","Active","Heavy Duty","Intermediate Car","-","-","-","-","-","-","-","-","-"
-,-,1301230190-ND,1301230190,Molex,6000 SERIES FESTOON TOW CABLES,0,0,"71.87000","0","1","130123","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,26226-0740-ND,26226-0740,Omron Automation and Safety,SCA-15-9-0740 EDGE MOUNTING RAIL,0,0,"72.58000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301040057-ND,1301040057,Molex,HOOK REPLACEMENT HAZARD-DUTY,0,0,"72.76000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1302264389_TOOL_SUPPORTS.pdf,-,1302264389-ND,1302264389,Molex,HOSE STOP,0,0,"73.76000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301620008_HOSE_REELS.pdf,-,1301620008-ND,1301620008,Molex,HAND WIND REEL,0,0,"74.63000","0","1","Aero-Motive 130162","Active","General Purpose","Hand Wind Reel","-","50'","-","-","-","-","-","-","-"
-,-,26224-1220-ND,26224-1220,Omron Automation and Safety,EXTRU RL MTG-SCS/SGE-2XXX 1220MM,0,0,"76.46000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,26441-0960-ND,26441-0960,Omron Automation and Safety,UM RAMP TRIM ALUM COVER-96 IN,0,0,"76.46000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301550037-ND,1301550037,Molex,LQ-TIGHT ADPTR B-SIZE 1/2 NPT,0,0,"76.52000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301150343-ND,1301150343,Molex,ARM TROLLEY TOW SINGLE GANG,0,0,"77.78000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Molex/1301170055.jpg,WM5495-ND,1301170055,Molex,INTERMEDIATE CAR,0,0,"78.40000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=17,-,1301020204-ND,1301020204,Molex,PLAIN HANDLE AND SOCKET,0,0,"78.68000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,26226-0530-ND,26226-0530,Omron Automation and Safety,SCA-15-9-0530 EDGE MOUNTING RAIL,0,0,"79.06000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301860265-ND,1301860265,Molex,CONN INSERT ASSY,0,0,"79.13000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301910021-ND,1301910021,Molex,LAMP BULB 13 WATT FLUORESCENT,0,0,"79.17000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301170056-ND,1301170056,Molex,END CLAMP,0,0,"80.14000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=17,-,1301120087-ND,1301120087,Molex,GUARD 100W CLOSED W/REFL VINYL,0,0,"80.34000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301110036_LIGHTING.pdf,-,1301110036-ND,1301110036,Molex,LITE-A-SITE GUY WIRE ASSEMBLY,0,0,"80.41000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301170060-ND,1301170060,Molex,INTERMEDIATE CAR,0,0,"80.48000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301160018_FESTOONS.pdf,-,1301160018-ND,1301160018,Molex,FESTOON LEAD CAR,0,0,"80.82000","0","1","Aero-Motive 130116","Active","Standard","Lead Car","-","-","-","-","-","-","-","-","-"
-,-,1302000159-ND,1302000159,Molex,MAX-LOC GRIP-MACH F2 .562-.625,0,0,"80.89000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/987650-8071.pdf,-,1301860318-ND,1301860318,Molex,SWITCH ASSY PBTN STATION,0,0,"81.52000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1302000145-ND,1302000145,Molex,MAX-LOC GRIP-MACH F2 .312-.375,0,0,"82.44000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301120186-ND,1301120186,Molex,75W LEXAN GLOBE & POLY BAG FOR12,0,0,"82.93000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,26226-0630-ND,26226-0630,Omron Automation and Safety,SCA-15-9-0630 EDGE MOUNTING RAIL,0,0,"82.94000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,25994-0602-ND,25994-0602,Omron Automation and Safety,"EXTRUSION, 591 MM RAIL",0,0,"83.00000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=209,-,1300990169-ND,1300990169,Molex,WIRE MESH .43-.50 W/NUT F-2,0,0,"83.06000","0","1","MAX-LOC, Watertite 130099","Active","-","Strain Relief Grip","-","-","-","0.43"" ~ 0.50"" (10.9mm ~ 12.7mm)","-","-","-","Stainless Steel Grip","CSA, UL"
-,-,1301120101-ND,1301120101,Molex,100W GUARD OPEN-END W/REFL YELLO,0,0,"83.52000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301160034-ND,1301160034,Molex,CAR INTERMED W/JOINT IGA#2504-5,0,0,"84.10000","0","1","Aero-Motive 130116","Active","Heavy Duty","Intermediate Car","-","-","-","-","-","-","-","-","-"
-,-,1301150353-ND,1301150353,Molex,OG357 TRANS BOX,0,0,"84.17000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=209,-,1300990170-ND,1300990170,Molex,WIRE MESH .43-.5 W/NUT NON-METAL,0,0,"84.63000","0","1","MAX-LOC, Watertite 130099","Active","-","Strain Relief Grip","-","-","-","0.43"" ~ 0.50"" (10.9mm ~ 12.7mm)","-","-","-","Nylon Grip","CSA, UL"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=24,-,1301090026-ND,1301090026,Molex,HAND LAMP 150W METAL GUARD 25',0,0,"86.53000","0","1","Pro-Yellow 130109","Active","Commercial","Hand Lamp, Fluorescent","25.00' (7.62m)","-","16/3","-","120VAC","150 Watt","-","Side Outlet, Switch","UL"
-,-,1301070024-ND,1301070024,Molex,STRING LIGHT LAMP HOLDER,0,0,"86.63000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,70099-1249-ND,SCS1510-2-0610L-2000C,Omron Automation and Safety,EDGE SENSOR,0,0,"86.90000","0","1","SCS","Active","Safety","Safety Edge","24.02"" (610.00mm)","-","-","-","-","-","-","-","CE"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301090025_LIGHTING.pdf,-,1301090025-ND,1301090025,Molex,WT3F HNDLMP 13W N/S HANDLE ONLY,0,0,"87.03000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301910040-ND,1301910040,Molex,LAMP BULB 100 WATT 13V SPOT,0,0,"87.19000","0","1","130191","Active","-","Bulb","-","-","-","-","-","100 Watt","-","-","-"
-,-,1302031191-ND,1302031191,Molex,CVRPLTE DPLX OUTLTS STANDARD,0,0,"87.19000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1302000153-ND,1302000153,Molex,MAX-LOC GRIP-MACH F4 .437-.562,0,0,"87.39000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,32667-4800-ND,32667-4800,Omron Automation and Safety,BULK UNIV MAT TRIM ALUM BASE 48"",0,0,"88.13000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=17,-,1301120072-ND,1301120072,Molex,HAND LAMP/SW SOCKET ASSY,0,0,"88.19000","0","1","130112","Active","Industrial","-","-","-","-","-","120VAC","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301120097_LIGHTING.pdf,-,1301120097-ND,1301120097,Molex,GD OPN ND-200/300W YLLWVNYLCOAT,0,0,"88.67000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=17,-,1301120074-ND,1301120074,Molex,SOCKET ASSY HANDLAMP/SIDE OUT/SW,0,0,"89.05000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1300990186-ND,1300990186,Molex,WIRE MESH .62-.75 W/NUT F-3,0,0,"89.32000","0","1","MAX-LOC, Watertite 130099","Active","-","Strain Relief Grip","-","-","-","0.88"" ~ 1.00"" (22.2mm ~ 25.4mm)","-","-","-","Nylon Grip","CSA, UL"
-,-,26226-1120-ND,26226-1120,Omron Automation and Safety,SCA-15-9-1120 EDGE MOUNTING RAIL,0,0,"89.42000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301280079-ND,1301280079,Molex,REPLACE COVER 4022PB STATION,0,0,"89.93000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=209,-,1300990174-ND,1300990174,Molex,WIRE MESH .5-.62 W/NUT NON-METAL,0,0,"90.54000","0","1","MAX-LOC, Watertite 130099","Active","-","Strain Relief Grip","-","-","-","0.50"" ~ 0.63"" (12.7mm ~ 15.9mm)","-","-","-","Nylon Grip","CSA, UL"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=209,-,1300990176-ND,1300990176,Molex,WIRE MESH .56-.68 W/NUT NON-METL,0,0,"90.54000","0","1","MAX-LOC, Watertite 130099","Active","-","Strain Relief Grip","-","-","-","0.50"" ~ 0.63"" (12.7mm ~ 15.9mm)","-","-","-","Nylon Grip","CSA, UL"
-,-,70099-1065-ND,SCS1510-2-0600-2000C,Omron Automation and Safety,EDGE SENSOR,0,0,"90.58000","0","1","SCS","Active","Safety","Safety Edge","23.62"" (600.00mm)","-","-","-","-","-","-","-","CE"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/UM_Series.pdf,-,43123-5096-ND,UMRT8AT,Omron Automation and Safety,BLK TRIM ALUM TOP CVR 96"" UM MAT,0,0,"90.72000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301910036-ND,1301910036,Molex,LAMP BULB 27 WATT BIAX,0,0,"91.26000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301120084_LIGHTING.pdf,-,1301120084-ND,1301120084,Molex,300W GD CLSED-ND NO/REFL YLLWVNY,0,0,"91.35000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=209,-,1300990173-ND,1300990173,Molex,WIRE MESH .50-.62 W/NUT F-3,0,0,"91.43000","0","1","MAX-LOC, Watertite 130099","Active","-","Strain Relief Grip","-","-","-","0.50"" ~ 0.63"" (12.7mm ~ 15.9mm)","-","-","-","Stainless Steel Grip","CSA, UL"
-,-,1301150344-ND,1301150344,Molex,ARM TROLLEY TOW DOUBLE GANG,0,0,"92.40000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/dwbt.PDF,-,1301620010-ND,1301620010,Molex,HOSE REEL LARGE 3/8"" X 100' LP,0,0,"92.69842","0","38","Aero-Motive 130162","Active","General Purpose","Hand Wind Reel","-","100'","-","-","-","-","-","-","-"
-,-,1301120130-ND,1301120130,Molex,LOW-VOLT GUARD FOR SPOTLIGHT RUB,0,0,"93.24000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301860319-ND,1301860319,Molex,4020 SWITCH & BRKT ASSY LICON,0,0,"93.42000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/987650-8053.pdf,-,1301020095-ND,1301020095,Molex,102 W/REFLECTOR,0,0,"93.98000","0","1","Super-Safeway 130102","Active","Industrial","Hand Lamp, Incandescent","Cable Not Included","-","-","-","240VAC","100 Watt","-","Reflector, Screw Release Guard","CSA, UL"
