Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2903098.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2903098.jpg,2903098-ND,2903098,Phoenix Contact,EU5C-SWD-CAN PXC,0,0,"327.28000","0","1","Bulk","-","Active","Data Interface"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2924320,-,2924320-ND,2924320,Phoenix Contact,MACX MCR-SL-RTD-I-SP-NC,0,0,"331.50000","0","1","-","*","Active","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2924032,-,2924032-ND,2924032,Phoenix Contact,EX-I OUTPUT ISOLATING AMPLIFIER,0,20,"334.17000","0","1","-","*","Active","-"
-,-,8561610000-ND,8561610000,Weidmüller,SIGNAL CONVERTER/DISCONNECTOR,0,0,"339.36000","0","1","-","*","Active","-"
http://www.redlion.net/files/213/3845,//media.digikey.com/Photos/Red%20Lion%20Photos/MFG_IAMA-3-Way.jpg,IAMA0006-ND,IAMA0006,Red Lion Controls,CONFIGURABLE 3-WAY ISOLATING AMP,0,0,"348.23000","0","1","Bulk","IAMA","Active","Signal Conditioner"
http://www.redlion.net/files/213/3793,//media.digikey.com/Photos/Red%20Lion%20Photos/MFG_AIMI-Model.jpg,AIMI0202-ND,AIMI0202,Red Lion Controls,PASSIVE LOOP POWERED,0,0,"350.77000","0","1","Bulk","AIMI","Active","Passive Isolator"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2865078,-,2865078-ND,2865078,Phoenix Contact,ISOLATED AMP,0,0,"353.43000","0","1","-","*","Active","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2297620.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2297620.jpg,2297620-ND,2297620,Phoenix Contact,PROFIBUS MODULE DIN RAIL 24VDC,0,0,"354.57000","0","1","Bulk","-","Active","Data Interface"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2901504.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2901504.jpg,2901504-ND,2901504,Phoenix Contact,EM-CAN-GATEWAY-IFS,0,3,"355.10000","0","1","Bulk","-","Active","Data Interface"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2901528.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2901528.jpg,2901528-ND,2901528,Phoenix Contact,EM-MODBUS-GATEWAY-IFS,0,2,"355.10000","0","1","Bulk","-","Active","Data Interface"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2901526.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2901526.jpg,2901526-ND,2901526,Phoenix Contact,EM-RS232-GATEWAY-IFS,0,2,"355.10000","0","1","Bulk","-","Active","Data Interface"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2901527.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2901527.jpg,2901527-ND,2901527,Phoenix Contact,EM-RS485-GATEWAY-IFS,0,0,"355.10000","0","1","Bulk","-","Active","Data Interface"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2904472.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2904472.jpg,2904472-ND,2904472,Phoenix Contact,DATA INTERFACE,0,0,"355.10000","0","1","Bulk","-","Active","Data Interface"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2924029,-,2924029-ND,2924029,Phoenix Contact,ISOLATED AMP,0,0,"365.17000","0","1","-","*","Active","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2901988.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2901988.jpg,2901988-ND,2901988,Phoenix Contact,EM-ETH-GATEWAY-IFS,0,3,"366.23000","0","1","Bulk","-","Active","Data Interface"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2865573,//media.digikey.com/Photos/Phoenix%20Photos/2865573.jpg,277-5162-ND,2865573,Phoenix Contact,ISOLATED AMP 2 CHAN DIN RAIL,0,30,"366.76000","0","1","-","*","Active","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2924168,-,2924168-ND,2924168,Phoenix Contact,EX-I TEMP MEASURE TRANSDUCER,0,0,"366.76000","0","1","-","*","Active","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2400339.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_24003xx.jpg,2400339-ND,2400339,Phoenix Contact,VL2 80 GB MLC SSD SATA KIT,0,0,"372.75000","0","1","Bulk","-","Active","SATA SSD Kit"
-,-,8432180001-ND,8432180001,Weidmüller,RTD TRANSFORMER,0,0,"374.48000","0","1","-","*","Active","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2903100.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2903098.jpg,2903100-ND,2903100,Phoenix Contact,EU5C-SWD-DP PXC,0,0,"374.98000","0","1","-","*","Active","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2905281,-,2905281-ND,2905281,Phoenix Contact,TWO-CHANNEL 2-WAY ISOLATOR,0,0,"375.87000","0","1","-","*","Active","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2903104.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2903104.jpg,2903104-ND,2903104,Phoenix Contact,EU5E-SWD-2A2A PXC,0,0,"383.19000","0","1","-","*","Active","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2904089,//media.digikey.com/Photos/Phoenix%20Photos/MFG_29040xx.jpg,2904089-ND,2904089,Phoenix Contact,MACX MCR-SL-RPSS-2I-2I,0,0,"384.80000","0","1","-","*","Active","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2904090,//media.digikey.com/Photos/Phoenix%20Photos/MFG_29040xx.jpg,2904090-ND,2904090,Phoenix Contact,MACX MCR-SL-RPSS-2I-2I-SP,0,0,"384.80000","0","1","-","*","Active","-"
-,-,8965450000-ND,8965450000,Weidmüller,SIGNAL CONVERTER/DISCONNECTOR,0,0,"405.41000","0","1","-","*","Active","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2924676,-,2924676-ND,2924676,Phoenix Contact,MACX MCR-EX-SL-RPSS-2I-2I-SP,0,0,"415.79000","0","1","Bulk","-","Active","Isolation Amplifier"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2924838,-,2924838-ND,2924838,Phoenix Contact,MACX MCR-SL-RPSSI-2I-SP,0,0,"421.01000","0","1","Bulk","MACX MCR","Active","Isolation Amplifier"
-,-,1176050000-ND,1176050000,Weidmüller,SIGNAL CONVERTER/DISCONNECTOR,0,2,"425.28000","0","1","Bulk","-","Active","Signal Conditioner"
-,-,1176080000-ND,1176080000,Weidmüller,SIGNAL CONVERTER/DISCONNECTOR,0,15,"425.28000","0","1","Bulk","-","Active","Passive Isolator"
-,-,8965420000-ND,8965420000,Weidmüller,SIGNAL CONVERTER/DISCONNECTOR,0,3,"436.58000","0","1","-","*","Active","-"
-,-,8638950000-ND,8638950000,Weidmüller,ISOLATING TRANSFORMER,0,0,"442.41000","0","1","Bulk","-","Active","Temperature Transducer"
-,-,8679490000-ND,8679490000,Weidmüller,ISOLATING TRANSFORMER,0,4,"444.56000","0","1","-","*","Active","-"
-,-,1122361001-ND,1122361001,Weidmüller,CONVERTER AD,0,0,"448.39000","0","1","Bulk","RS","Active","AD Converter"
-,-,8965470000-ND,8965470000,Weidmüller,SIGNAL CONVERTER/DISCONNECTOR,0,15,"457.41000","0","1","Bulk","-","Active","Temperature Transducer"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2901529.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2901529.jpg,2901529-ND,2901529,Phoenix Contact,EM-DNET-GATEWAY-IFS,0,0,"464.28000","0","1","Bulk","-","Active","Data Interface"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2811828,-,2811828-ND,2811828,Phoenix Contact,MACX MCR-T-UIREL-UP-SP,0,0,"466.40000","0","1","-","*","Active","-"
-,-,1168561001-ND,1168561001,Weidmüller,CONVERTER AD,0,0,"466.42000","0","1","Bulk","RS","Active","AD Converter"
-,-,1169261001-ND,1169261001,Weidmüller,CONVERTER DA,0,0,"468.26000","0","1","Bulk","RS","Active","DA Converter"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2702337,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2702237.jpg,2702237-ND,2702237,Phoenix Contact,4-CHANNEL IN/OUT DIGITAL MODULE,0,14,"477.00000","0","1","-","*","Active","-"
-,-,8721150000-ND,8721150000,Weidmüller,SUPPLY ISOLATOR,0,0,"512.30000","0","1","-","*","Active","-"
-,-,8975730000-ND,8975730000,Weidmüller,ISOLATING TRANSFORMER,0,0,"518.23000","0","1","-","*","Active","-"
-,-,8965460000-ND,8965460000,Weidmüller,SIGNAL CONVERTER/DISCONNECTOR,0,1,"519.78000","0","1","Bulk","-","Active","Isolation Amplifier"
-,-,2835066-ND,2835066,Phoenix Contact,EX-I RESISTANCE THERMOMETER,0,0,"534.07000","0","1","-","*","Active","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2808190.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2808190.jpg,277-5219-ND,2808190,Phoenix Contact,8-BIT DIGIT/ANALOG CONVRTR 14POS,0,0,"547.68000","0","1","-","*","Active","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2316284.pdf,-,2316284-ND,2316284,Phoenix Contact,FIELD DIAGNOSTICS MODULE,0,5,"553.00000","0","1","Bulk","-","Active","Device Coupler"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2316297.pdf,-,2316297-ND,2316297,Phoenix Contact,FIELD DIAGNOSTICS MODULE,0,10,"553.00000","0","1","Bulk","-","Active","Device Coupler"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2924689,-,2924689-ND,2924689,Phoenix Contact,ISOLATED AMP,0,5,"553.59000","0","1","Bulk","-","Active","Temperature Transducer"
-,-,8964320000-ND,8964320000,Weidmüller,SIGNAL CONVERTER/DISCONNECTOR,0,0,"554.97000","0","1","Bulk","WAVE","Active","Temperature Transducer"
-,//media.digikey.com/photos/Phoenix%20Photos/2814841.JPG,277-5067-ND,2814841,Phoenix Contact,LOOP POWERED ISOLATOR 4-20MA,0,0,"592.20000","0","1","Bulk","MCR","Active","Passive Isolator"
"http://alliancesensors.com/sites/default/files/pdfs/5700-0008,%20Rev%20G,%20S1A%20manual.pdf",//media.digikey.com/Photos/Alliance%20Sensors%20Group/S1A.JPG,1817-1066-ND,S1A,Alliance Sensors Group,LVDT SIGNAL CONDITIONER DIN RAIL,0,0,"600.00000","0","1","Bulk","ITMA","Obsolete","Signal Conditioner"
-,-,8939680000-ND,8939680000,Weidmüller,SIGNAL CONVERTER/DISCONNECTOR,0,0,"602.97000","0","1","Bulk","WAVE","Active","Temperature Transducer"
-,-,8964310000-ND,8964310000,Weidmüller,SIGNAL CONVERTER/DISCONNECTOR,0,4,"602.97000","0","1","Bulk","WAVE","Active","Temperature Transducer"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2865751,-,2865751-ND,2865751,Phoenix Contact,ISOLATED AMP,0,5,"603.14000","0","1","-","*","Active","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2924799,-,2924799-ND,2924799,Phoenix Contact,ISOLATED AMP,0,5,"603.14000","0","1","Bulk","-","Active","Temperature Transducer"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2400340.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_24003xx.jpg,2400340-ND,2400340,Phoenix Contact,VL2 160 GB MLC SSD SATA KIT,0,0,"624.75000","0","1","Bulk","-","Active","SATA SSD Kit"
-,-,8721170000-ND,8721170000,Weidmüller,SUPPLY ISOLATOR,0,3,"651.99000","0","1","-","*","Active","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2754914.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2754914.jpg,277-3149-ND,2754914,Phoenix Contact,DIGITAL OUPUT MODULE,0,0,"652.00000","0","1","-","*","Active","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2702234.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2702234.jpg,2702234-ND,2702234,Phoenix Contact,4-CHANNEL HART EXPANSION MODULE,0,540,"667.00000","0","1","Bulk","-","Active","Expansion Module"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/270129x.pdf,-,2701290-ND,2701290,Phoenix Contact,INDUSTRIAL PC,0,36,"680.19000","0","1","-","*","Active","-"
-,//media.digikey.com/Photos/Weidmuller/MFG_8965480000.jpg,8965480000-ND,8965480000,Weidmüller,SIGNAL CONVERTER/DISCONNECTOR,0,2,"686.13000","0","1","Bulk","-","Active","Temperature Transducer"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2400592.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2400592.jpg,2400592-ND,2400592,Phoenix Contact,BT03AM/722070 S00001,0,0,"697.56000","0","1","-","*","Active","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2400338.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_24003xx.jpg,2400338-ND,2400338,Phoenix Contact,VL2 32 GB SLC SSD SATA KIT,0,0,"708.75000","0","1","Bulk","-","Active","SATA SSD Kit"
-,-,ANUJ6420T07-ND,ANUJ6420T07,Panasonic Industrial Automation Sales,UV LENS,0,0,"780.00000","0","1","Bulk","UJ64","Active","UV Curing Lens"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2701711.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2701711.jpg,2701711-ND,2701711,Phoenix Contact,BL BPC 2001,0,223,"841.84000","0","1","-","*","Active","-"
https://www3.panasonic.biz/ac/e_download/fasys/uv/spot/catalog/ce_up50_1.pdf,-,ANUP5001AS-ND,ANUP5001AS,Panasonic Industrial Automation Sales,UP50 SHORT RANGE CONVERGING LENS,0,0,"846.00000","0","1","Bulk","UP50","Active","UV Curing Lens"
https://www3.panasonic.biz/ac/e_download/fasys/uv/spot/catalog/ce_up50_1.pdf,-,ANUP5001BS-ND,ANUP5001BS,Panasonic Industrial Automation Sales,UP50 LONG RANGE CONVERGING LENS,0,0,"846.00000","0","1","Bulk","UP50","Active","UV Curing Lens"
