Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Accessory Type","For Use With/Related Products","Supplier Device Package"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_6.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65808N1004D1.JPG,495-5243-ND,B65808N1004D001,EPCOS (TDK),BOBBIN COIL FORMER RM 6,8322,0,"1.36000","0","1","B65808","Active","Bobbin (Coil Former), Vertical","RM","RM 6"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_20_10_6.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66206W1110T1.jpg,495-5369-ND,B66206W1110T001,EPCOS (TDK),BOBBIN COIL FORMER E 20 X 10 X 6,2160,0,"1.85000","0","1","B66206","Active","Bobbin (Coil Former), Vertical","E","E 20 x 10 x 6"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/p_9_5.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65518D2001X.JPG,495-5108-ND,B65518D2001X000,EPCOS (TDK),MOUNTING ASSEMBLY P 9 X 5,5841,0,"2.47000","0","1","B65518","Active","Mounting Assembly","P","P 9 x 5"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/RM7_ILP.pdf,//media.digikey.com/Photos/Ferroxcube/CLI-RM7%5EILP.jpg,1779-1268-ND,CLI-RM7/ILP,Ferroxcube,CLIP,15638,0,"0.20000","0","1","-","Active","Clip","RM","RM 7"
http://ferroxcube.home.pl/prod/assets/rm8i.pdf,//media.digikey.com/Photos/Ferroxcube/CLI%5EP-RM8%5EI.jpg,1779-1261-ND,CLI/P-RM8/I,Ferroxcube,CLIP,5672,0,"0.20000","0","1","-","Active","Clamp","RM","RM 8"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_5.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65806B2203X.JPG,495-5215-ND,B65806B2203X000,EPCOS (TDK),CLAMP RM 5,2144,0,"0.24000","0","1","B65806","Active","Clamp","RM","RM 5"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_5.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65806J2204X.JPG,495-5218-ND,B65806J2204X000,EPCOS (TDK),CLAMP RM 5,1910,0,"0.25000","0","1","B65806","Active","Clamp","RM","RM 5"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_6.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65808B2203X.JPG,495-5239-ND,B65808B2203X000,EPCOS (TDK),CLAMP RM 6,6571,0,"0.26000","0","1","B65808","Active","Clamp","RM","RM 6"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/efd_15_8_5.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66414B2000X.JPG,495-5516-ND,B66414B2000X000,EPCOS (TDK),YOKE EFD 15 X 8 X 5,3171,0,"0.26000","0","1","B66414","Active","Yoke","EFD","EFD 15 x 8 x 5"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P11_7.pdf,//media.digikey.com/Photos/Ferroxcube/CP-P11%5E7-1S-C.JPG,1779-1329-ND,CP-P11/7-1S,Ferroxcube,COIL FORMER,9988,0,"0.27000","0","1","-","Active","Bobbin (Coil Former)","P","P 11 x 7"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P14_8.pdf,//media.digikey.com/Photos/Ferroxcube/CP-P14%5E8-2S.JPG,1779-1333-ND,CP-P14/8-2S,Ferroxcube,COIL FORMER,30190,0,"0.28000","0","1","-","Active","Bobbin (Coil Former)","P","P 14 x 8"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/elp_18_4_10.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65804P2204X.JPG,495-5203-ND,B65804P2204X000,EPCOS (TDK),CLAMP RM 4,1112,0,"0.28000","0","1","B65804","Active","Clamp","-","-"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P14_8.pdf,//media.digikey.com/Photos/Ferroxcube/CP-P14%5E8-1S.JPG,1779-1332-ND,CP-P14/8-1S,Ferroxcube,COIL FORMER,3426,0,"0.29000","0","1","-","Active","Bobbin (Coil Former)","P","P 14 x 8"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_6.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65808J2204X.JPG,495-5242-ND,B65808J2204X000,EPCOS (TDK),CLAMP RM 6,18822,0,"0.30000","0","1","B65808","Active","Clamp","RM","RM 6"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/p_14_8.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65542BT1.JPG,495-5132-ND,B65542B0000T001,EPCOS (TDK),BOBBIN COIL FORMER P 14 X 8,1129,0,"0.30000","0","1","B65542","Active","Bobbin (Coil Former)","P","P 14 x 8"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P18_11.pdf,//media.digikey.com/Photos/Ferroxcube/CP-P18%5E11-1S.JPG,1779-1335-ND,CP-P18/11-1S,Ferroxcube,COIL FORMER,3320,0,"0.31000","0","1","-","Active","Bobbin (Coil Former)","P","P 18 x 11"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_8.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65812A2203X.JPG,495-5262-ND,B65812A2203X000,EPCOS (TDK),CLAMP RM 8,2197,0,"0.33000","0","1","B65812","Active","Clamp","RM","RM 8"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/elp_18_4_10.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66284F2204X.JPG,495-5389-ND,B66284F2204X000,EPCOS (TDK),CLAMP ELP 18X4X10 I 18X2X10,10074,0,"0.36000","0","1","B66284","Active","Clamp","ELP, I","-"
//media.digikey.com/pdf/Data%20Sheets/Ferroxcube%20PDFs/432202101611_Dwg.pdf,//media.digikey.com/Photos/Ferroxcube/MFG_CLM-E14%5EPLT14.jpg,1779-1290-ND,CLM-E14/PLT14,Ferroxcube,U SHAPED CLIP,60648,0,"0.38000","0","1","-","Active","Clamp","E","-"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E22_6_16_R_PLT22_16_2.5_S.pdf,//media.digikey.com/Photos/Ferroxcube/CLM-E22%5EPLT22.JPG,1779-1293-ND,CLM-E22/PLT22,Ferroxcube,U SHAPED CLIP,22211,0,"0.39000","0","1","-","Active","Yoke","E","E 22 x 6 x 16"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/efd_20_10_7.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66418B2000X.jpg,495-5523-ND,B66418B2000X000,EPCOS (TDK),YOKE EFD 20 X 10 X 7,3135,0,"0.39000","0","1","B66418","Active","Yoke","EFD","EFD 20 x 10 x 7"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/p_11_7.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65532BT1.jpg,495-5120-ND,B65532B0000T001,EPCOS (TDK),BOBBIN COIL FORMER P 11 X 7,1729,0,"0.40000","0","1","B65532","Active","Bobbin (Coil Former)","P","P 11 x 7"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P22_13.pdf,//media.digikey.com/Photos/Ferroxcube/CP-P22%5E13-1S.JPG,1779-1338-ND,CP-P22/13-1S,Ferroxcube,COIL FORMER,3500,0,"0.41000","0","1","-","Active","Bobbin (Coil Former)","P","P 22 x 13"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E18_4_10_R_PLT18_10_2_S.pdf,//media.digikey.com/Photos/Ferroxcube/CLM-E18%5EPLT18.JPG,1779-1292-ND,CLM-E18/PLT18,Ferroxcube,U SHAPED CLIP,28907,0,"0.42000","0","1","-","Active","Clamp","E","-"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_6.pdf,//media.digikey.com/photos/Epcos%20Photos/B65808C2005X.JPG,495-5240-ND,B65808C2005X000,EPCOS (TDK),INSULATING WASHER RM 6,0,0,"0.48000","0","1","B65808","Active","Insulating Washer","RM","RM 6"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/efd_25_13_9.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66422B2000X.JPG,495-5529-ND,B66422B2000X000,EPCOS (TDK),YOKE EFD 25 X 13 X 9,3300,0,"0.51000","0","1","B66422","Active","Yoke","EFD","EFD 25 x 13 x 9"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P26_16.pdf,//media.digikey.com/Photos/Ferroxcube/CP-P26%5E16-3S.JPG,1779-1343-ND,CP-P26/16-3S,Ferroxcube,COIL FORMER,1825,0,"0.54000","0","1","-","Active","Bobbin (Coil Former)","P","P 26 x 16"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/p_22_13.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65662BT1.JPG,495-5160-ND,B65662B0000T001,EPCOS (TDK),BOBBIN COIL FORMER P 22 X 13,1538,0,"0.55000","0","1","B65662","Active","Bobbin (Coil Former)","P","P 22 x 13"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P26_16.pdf,//media.digikey.com/Photos/Ferroxcube/CP-P26%5E16-1S.JPG,1779-1341-ND,CP-P26/16-1S,Ferroxcube,COIL FORMER,2392,0,"0.56000","0","1","-","Active","Bobbin (Coil Former)","P","P 26 x 16"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/er_11_5.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65526A2000X.jpg,495-5114-ND,B65526A2000X000,EPCOS (TDK),YOKE ER 11 X 5,2778,0,"0.58000","0","1","B65526","Active","Yoke","ER","ER 11 x 5"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P36_22.pdf,//media.digikey.com/Photos/Ferroxcube/CP-P36%5E22-1S.JPG,1779-1347-ND,CP-P36/22-1S,Ferroxcube,COIL FORMER,2506,0,"0.60000","0","1","-","Active","Bobbin (Coil Former)","P","P 36 x 22"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/efd_30_15_9.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66424B2000X.JPG,495-5535-ND,B66424B2000X000,EPCOS (TDK),YOKE EFD 30 X 15 X 9,1385,0,"0.60000","0","1","B66424","Active","Yoke","EFD","EFD 30 x 15 x 9"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P30_19.pdf,//media.digikey.com/Photos/Ferroxcube/CP-P30%5E19-1S.JPG,1779-1344-ND,CP-P30/19-1S,Ferroxcube,COIL FORMER,1122,0,"0.60000","0","1","-","Active","Bobbin (Coil Former)","P","P 30 x 19"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_12.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65816A2002X.JPG,495-5302-ND,B65816A2002X000,EPCOS (TDK),CLAMP RM 12,1026,0,"0.60000","0","1","B65816","Active","Clamp","RM","RM 12"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_25_13_7.pdf,//media.digikey.com/photos/Epcos%20Photos/B66208A2010X.JPG,495-5371-ND,B66208A2010X000,EPCOS (TDK),YOKE E 25 X 13 X 7,15172,0,"0.64000","0","1","B66208","Active","Yoke","E","E 25 x 13 x 7"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_30_15_7.pdf,//media.digikey.com/photos/Epcos%20Photos/B66232A2010X.JPG,495-5379-ND,B66232A2010X000,EPCOS (TDK),YOKE E 30 X 15 X 7,2478,0,"0.64000","0","1","B66232","Active","Yoke","E","E 30 x 15 x 7"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/RM8_I.pdf,//media.digikey.com/Photos/Ferroxcube/CPV-RM8%5EI-1S-12PD-TZ.jpg,1779-1403-ND,CPV-RM8/I-1S-12PD-TZ,Ferroxcube,COIL FORMER VERTICAL,3534,0,"0.70000","0","1","-","Active","Bobbin (Coil Former), Vertical","RM","RM 8"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/p_30_19.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65702BT1.JPG,495-5185-ND,B65702B0000T001,EPCOS (TDK),BOBBIN COIL FORMER P 30 X 19,1315,0,"0.71000","0","1","B65702","Active","Bobbin (Coil Former)","P","P 30 x 19"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/EP10.pdf,//media.digikey.com/Photos/Ferroxcube/CSHS-EP10-1S-8P-T.JPG,1779-1421-ND,CSHS-EP10-1S-8P-T,Ferroxcube,COIL FORMER HORIZONTAL SMD,9846,0,"0.73000","0","1","-","Active","Bobbin (Coil Former), Horizontal","EP","EP 10"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/ps_7_35_3_6.pdf,//media.digikey.com/photos/Epcos%20Photos/B65512CT1.JPG,495-5103-ND,B65512C0000T001,EPCOS (TDK),BOBBIN COIL FORMER P 7 X 4,6098,0,"0.74000","0","1","B65512","Active","Bobbin (Coil Former)","P","P 7 x 4, PS 7.35 x 3.6"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_20_10_6.pdf,//media.digikey.com/photos/Epcos%20Photos/B66206A2010X.JPG,495-5364-ND,B66206A2010X000,EPCOS (TDK),YOKE E 20 X 10 X 6,4076,0,"0.79000","0","1","B66206","Active","Yoke","E","E 20 x 10 x 6"
https://www.ferroxcube.com/upload/media/product/file/Acc_ds/432202103681.pdf,//media.digikey.com/Photos/Ferroxcube/CSV-PQ20%5E20-1S-14P.JPG,1779-1424-ND,CSV-PQ20/20-1S-14P,Ferroxcube,COIL FORMER VERTICAL,5952,0,"0.80000","0","1","-","Active","Bobbin (Coil Former), Vertical","PQ","PQ 20 x 20"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/EP20.pdf,//media.digikey.com/Photos/Ferroxcube/CSH-EP20-2S-10P-T.JPG,1779-1420-ND,CSH-EP20-2S-10P-T,Ferroxcube,COIL FORMER HORIZONTAL,5040,0,"0.80000","0","1","-","Active","Bobbin (Coil Former), Horizontal","EP","EP 20"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_13_7_4.pdf,//media.digikey.com/photos/Epcos%20Photos/B66202A2010X.JPG,495-5360-ND,B66202A2010X000,EPCOS (TDK),YOKE E 13 X 7 X 4,1493,0,"0.80000","0","1","B66202","Active","Yoke","E","E 13 x 7 x 4"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_16_8_5.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66308A2010X.JPG,495-5414-ND,B66308A2010X000,EPCOS (TDK),YOKE E 16 X 8 X 5,2922,0,"0.82000","0","1","B66308","Active","Yoke","E","E 16 x 6 x 5, E 16 x 8 x 5"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_14.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65888A2002X.JPG,495-5339-ND,B65888A2002X000,EPCOS (TDK),CLAMP RM 14,3115,0,"0.85000","0","1","B65888","Active","Clamp","RM","RM 14"
https://www.ferroxcube.com/upload/media/product/file/Acc_ds/433506026731.pdf,//media.digikey.com/Photos/Ferroxcube/CPV-PQ20%5E20-1S-14P-Z.jpg,1779-1383-ND,CPV-PQ20/20-1S-14P-Z,Ferroxcube,COIL FORMER VERTICAL,4188,0,"0.87000","0","1","-","Active","Bobbin (Coil Former), Vertical","PQ","PQ 26 x 20"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/RM12_I.pdf,//media.digikey.com/Photos/Ferroxcube/CPV-RM12%5EI-1S-12PD-TZ.jpg,1779-1397-ND,CPV-RM12/I-1S-12PD-TZ,Ferroxcube,COIL FORMER VERTICAL,2230,0,"0.89000","0","1","-","Active","Bobbin (Coil Former), Vertical","RM","RM 12"
https://www.ferroxcube.com/upload/media/product/file/Acc_ds/433506026771.pdf,//media.digikey.com/Photos/Ferroxcube/CPV-PQ26%5E25-1S-12P-Z.jpg,1779-1387-ND,CPV-PQ26/25-1S-12P-Z,Ferroxcube,COIL FORMER VERTICAL,1614,0,"0.89000","0","1","-","Active","Bobbin (Coil Former), Vertical","PQ","PQ 26 x 25"
https://www.ferroxcube.com/upload/media/product/file/Acc_ds/433506026741.pdf,//media.digikey.com/Photos/Ferroxcube/CPV-PQ20%5E20-1S-14PD-Z.jpg,1779-1382-ND,CPV-PQ20/20-1S-14PD-Z,Ferroxcube,COIL FORMER VERTICAL,1337,0,"0.97000","0","1","-","Active","Bobbin (Coil Former), Vertical","PQ","PQ 20 x 20"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_25_13_7.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66208X1010T1.jpg,495-5375-ND,B66208X1010T001,EPCOS (TDK),BOBBIN COIL FORMER E 25 X 13 X 7,2690,0,"1.12000","0","1","B66208","Active","Bobbin (Coil Former), Vertical","E","E 25 x 13 x 7"
https://www.ferroxcube.com/upload/media/product/file/Acc_ds/433506026791.pdf,//media.digikey.com/Photos/Ferroxcube/CPV-PQ32%5E20-1S-12P-Z.jpg,1779-1389-ND,CPV-PQ32/20-1S-12P-Z,Ferroxcube,COIL FORMER VERTICAL,1466,0,"1.17000","0","1","-","Active","Bobbin (Coil Former), Vertical","PQ","PQ 32 x 20"
https://www.ferroxcube.com/upload/media/product/file/Acc_ds/432202106441.pdf,//media.digikey.com/Photos/Ferroxcube/CPV-PQ35%5E35-1S-12P-Z.jpg,1779-1392-ND,CPV-PQ35/35-1S-12P-Z,Ferroxcube,COIL FORMER VERTICAL,2864,0,"1.30000","0","1","-","Active","Bobbin (Coil Former), Vertical","PQ","PQ 35 x 35"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_20_10_6.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66206C1012T1.JPG,495-5366-ND,B66206C1012T001,EPCOS (TDK),BOBBIN COIL FORMER E 20 X 10 X 6,1687,0,"1.32000","0","1","B66206","Active","Bobbin (Coil Former), Horizontal","E","E 20 x 10 x 6"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P11_7.pdf,//media.digikey.com/Photos/Ferroxcube/CLM%5ETP-P11%5E7-C.JPG,1779-1285-ND,CLM/TP-P11/7-C,Ferroxcube,U SHAPED CLIP,2995,0,"1.33000","0","1","-","Active","Clamp","P","P 11 x 7"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_6.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65808N1006D1.JPG,495-5244-ND,B65808N1006D001,EPCOS (TDK),BOBBIN COIL FORMER RM 6,4078,0,"1.36000","0","1","B65808","Active","Bobbin (Coil Former), Vertical","RM","RM 6"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_25_13_7.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66208B1110T1.JPG,495-5372-ND,B66208B1110T001,EPCOS (TDK),BOBBIN COIL FORMER E 25 X 13 X 7,3920,0,"1.36000","0","1","B66208","Active","Bobbin (Coil Former), Horizontal","E","E 25 x 13 x 7"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_16_8_5.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66308W1108T1.JPG,495-5416-ND,B66308W1108T001,EPCOS (TDK),BOBBIN COIL FORMER E 16 X 8 X 5,4101,0,"1.37000","0","1","B66308","Active","Bobbin (Coil Former), Vertical","E","E 16 x 6 x 5, E 16 x 8 x 5"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/efd_15_8_5.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66414W1008D1.jpg,495-5518-ND,B66414W1008D001,EPCOS (TDK),BOBBIN COIL FORMER EFD 15X8X5,2253,0,"1.37000","0","1","B66414","Active","Bobbin (Coil Former), Horizontal","EFD","EFD 15 x 8 x 5"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_5.pdf,-,495-76784-ND,B65806N1104D001,EPCOS (TDK),COIL FORMER RM5 SUMIKON PM 9630,3417,0,"1.39000","0","1","B65806","Active","Bobbin (Coil Former), Vertical","RM","RM 5"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/efd_20_10_7.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66418W1008D1.jpg,495-5524-ND,B66418W1008D001,EPCOS (TDK),BOBBIN COIL FORMER EFD 20X10X7,4991,0,"1.43000","0","1","B66418","Active","Bobbin (Coil Former), Horizontal","EFD","EFD 20 x 10 x 7"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_6.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65808E1508T1.jpg,495-5241-ND,B65808E1508T001,EPCOS (TDK),BOBBIN COIL FORMER RM 6,1958,0,"1.43000","0","1","B65808","Active","Bobbin (Coil Former), Vertical","RM","RM 6"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_8.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65812N1012D1.jpg,495-5269-ND,B65812N1012D001,EPCOS (TDK),BOBBIN COIL FORMER RM 8,3592,0,"1.44000","0","1","B65812","Active","Bobbin (Coil Former), Vertical","RM","RM 8"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_16_8_5.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66308B1108T1.JPG,495-5415-ND,B66308B1108T001,EPCOS (TDK),BOBBIN COIL FORMER E 16 X 8 X 5,2909,0,"1.45000","0","1","B66308","Active","Bobbin (Coil Former), Horizontal","E","E 16 x 6 x 5, E 16 x 8 x 5"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/p_22_13.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65812B3003X22.jpg,495-5264-ND,B65812B3003X022,EPCOS (TDK),ADJUSTMENT SCREW RM 8,4704,0,"1.46000","0","1","B65812","Active","Adjusting Screw","RM","P 22 x 13, RM 8"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_5.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65518C3000X1.jpg,495-5107-ND,B65518C3000X001,EPCOS (TDK),ADJUSTMENT SCREW P 9 X 5,4136,0,"1.46000","0","1","B65518","Active","Adjusting Screw","P","P 9 x 5"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P42_29.pdf,//media.digikey.com/Photos/Ferroxcube/CP-P42%5E29-1S-C.JPG,1779-1350-ND,CP-P42/29-1S-C,Ferroxcube,COIL FORMER,1832,0,"1.48000","0","1","-","Active","Bobbin (Coil Former)","P","P 42 x 29"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_13_7_4.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66202B1106T1.jpg,495-5361-ND,B66202B1106T001,EPCOS (TDK),BOBBIN COIL FORMER E 13 X 7 X 4,1237,0,"1.49000","0","1","B66202","Active","Bobbin (Coil Former), Vertical","E","E 13 x 7 x 4"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_8.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65812N1008D1.jpg,495-5268-ND,B65812N1008D001,EPCOS (TDK),BOBBIN COIL FORMER RM 8,3145,0,"1.54000","0","1","B65812","Active","Bobbin (Coil Former), Vertical","RM","RM 8"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/efd_30_15_9.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66424W1012D1.jpg,495-5536-ND,B66424W1012D001,EPCOS (TDK),BOBBIN COIL FORMER EFD 30X15X9,1369,0,"1.55000","0","1","B66424","Not For New Designs","Bobbin (Coil Former), Horizontal","EFD","EFD 30 x 15 x 9"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/efd_25_13_9.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66422W1010D1.JPG,495-5530-ND,B66422W1010D001,EPCOS (TDK),BOBBIN COIL FORMER EFD 25X13X9,5898,0,"1.56000","0","1","B66422","Active","Bobbin (Coil Former), Horizontal","EFD","EFD 25 x 13 x 9"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/er_11_5.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65526B1010T1.jpg,495-5115-ND,B65526B1010T001,EPCOS (TDK),BOBBIN COIL FORMER ER 11 X 5,3786,0,"1.58000","0","1","B65526","Active","Bobbin (Coil Former), Vertical","ER","ER 11 x 5"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/efd_15_8_5.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66414B6008T1.jpg,495-5517-ND,B66414B6008T001,EPCOS (TDK),BOBBIN COIL FORMER EFD 15X8X5,1605,0,"1.78000","0","1","B66414","Active","Bobbin (Coil Former)","EFD","EFD 15 x 8 x 5"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_10.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65814N1012D1.jpg,495-5290-ND,B65814N1012D001,EPCOS (TDK),BOBBIN COIL FORMER RM 10,1463,0,"1.80000","0","1","B65814","Active","Bobbin (Coil Former), Vertical","RM","RM 10"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_20_10_6.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66206B1110T1.jpg,495-5365-ND,B66206B1110T001,EPCOS (TDK),BOBBIN COIL FORMER E 20 X 10 X 6,1613,0,"1.85000","0","1","B66206","Active","Bobbin (Coil Former), Horizontal","E","E 20 x 10 x 6"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_5.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65822F1008T1.jpg,495-5309-ND,B65822F1008T001,EPCOS (TDK),BOBBIN COIL FORMER RM 5,1056,0,"1.86000","0","1","B65822","Active","Bobbin (Coil Former), Vertical","RM","RM 5"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_6.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65821C1008T1.JPG,495-5308-ND,B65821C1008T001,EPCOS (TDK),BOBBIN COIL FORMER RM 6,1122,0,"1.93000","0","1","B65821","Active","Bobbin (Coil Former), Vertical","RM","RM 6"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E65_32_27.pdf,//media.digikey.com/Photos/Ferroxcube/SPR-E65%5E32%5E27.JPG,1779-1432-ND,SPR-E65/32/27,Ferroxcube,SPRING,1409,0,"2.08000","0","1","-","Active","Spring","E","E 65 x 32 x 27"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/p_30_19.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65679E3X22.jpg,495-5169-ND,B65679E0003X022,EPCOS (TDK),ADJUSTMENT SCREW P 26 X 16,1292,0,"2.20000","0","1","B65679","Active","Adjusting Screw","P","RM 10, P 26 x 16, P 30 x 19, P 36 x 22"
https://www.ferroxcube.com/upload/media/product/file/Acc_ds/432202103901.pdf,//media.digikey.com/Photos/Ferroxcube/CLM%5EP-PQ35%5E35.jpg,1779-1280-ND,CLM/P-PQ35/35,Ferroxcube,U SHAPED CLIP,1027,0,"2.21000","0","1","-","Active","Clamp","PQ","PQ 35 x 35"
https://www.ferroxcube.com/upload/media/product/file/Acc_ds/432202107171.pdf,//media.digikey.com/Photos/Ferroxcube/CSV-PQ40%5E40-1S-12P.JPG,1779-1426-ND,CSV-PQ40/40-1S-12P,Ferroxcube,COIL FORMER VERTICAL,1145,0,"2.33000","0","1","-","Active","Bobbin (Coil Former), Vertical","PQ","PQ 40 x 40"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E65_32_27.pdf,//media.digikey.com/Photos/Ferroxcube/CLA-E65%5E32%5E27.jpg,1779-1251-ND,CLA-E65/32/27,Ferroxcube,CLAMP,1817,0,"2.57000","0","1","-","Active","Clamp","E","E 65 x 32 x 27"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/etd_49_25_16.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66368B1020T1.jpg,495-5489-ND,B66368B1020T001,EPCOS (TDK),BOBBIN COIL FORMER ETD 49X25X16,183,0,"2.95000","0","1","B66368","Active","Bobbin (Coil Former), Horizontal","ETD","ETD 49 x 25 x 16"
