Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Accessory Type","For Use With/Related Products","Supplier Device Package"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_20_10_6.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66206J1106T1.jpg,495-5368-ND,B66206J1106T001,EPCOS (TDK),BOBBIN COIL FORMER E 20 X 10 X 6,652,0,"1.32000","0","1","B66206","Active","Bobbin (Coil Former), Vertical","E","E 20 x 10 x 6"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P18_11.pdf,//media.digikey.com/Photos/Ferroxcube/CPV-P18%5E11-3S-6PD-Z.jpg,1779-1368-ND,CPV-P18/11-3S-6PD-Z,Ferroxcube,COIL FORMER VERTICAL,638,0,"1.44000","0","1","-","Active","Bobbin (Coil Former), Vertical","P","P 18 x 11"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P26_16.pdf,//media.digikey.com/Photos/Ferroxcube/CPV-P26%5E16-3S-6PDL-Z.jpg,1779-1375-ND,CPV-P26/16-3S-6PDL-Z,Ferroxcube,COIL FORMER VERTICAL,964,0,"1.45000","0","1","-","Active","Bobbin (Coil Former), Vertical","P","P 26 x 16"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P14_8.pdf,//media.digikey.com/Photos/Ferroxcube/CPV-P14%5E8-1S-4SPD-Z.jpg,1779-1360-ND,CPV-P14/8-1S-4SPD-Z,Ferroxcube,COIL FORMER VERTICAL,864,0,"1.47000","0","1","-","Active","Bobbin (Coil Former), Vertical","P","P 14 x 8"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/toroids_accessories.pdf,//media.digikey.com/Photos/Epcos%20Photos/B64291A1604X.JPG,495-6616-ND,B64291A1604X000,EPCOS (TDK),HOUSING HORIZONTAL TOROIDS,195,0,"1.49000","0","1","B64291","Active","Housing (Horizontal)","Toroids","-"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P22_13.pdf,//media.digikey.com/Photos/Ferroxcube/BPL%5ER-CLM%5EC-P22%5E13-C.jpg,1779-1245-ND,BPL/R-CLM/C-P22/13-C,Ferroxcube,BASE PLATE,745,0,"1.51000","0","1","-","Active","Base Plate","P","P 22 x 13"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P14_8.pdf,//media.digikey.com/Photos/Ferroxcube/CPV-P14%5E8-2S-6PDL-Z.jpg,1779-1363-ND,CPV-P14/8-2S-6PDL-Z,Ferroxcube,COIL FORMER VERTICAL,632,0,"1.51000","0","1","-","Active","Bobbin (Coil Former), Vertical","P","P 14 x 8"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/toroids_accessories.pdf,//media.digikey.com/Photos/Epcos%20Photos/B64293A1300X.JPG,495-6630-ND,B64293A1300X000,EPCOS (TDK),BASE PLATE TOROIDS,48,0,"1.51000","0","1","B64293","Active","Base Plate","Toroids","-"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P22_13.pdf,//media.digikey.com/Photos/Ferroxcube/BPL%5ED-CLM%5EC-P22%5E13-C.jpg,1779-1243-ND,BPL/D-CLM/C-P22/13-C,Ferroxcube,BASE PLATE,985,0,"1.58000","0","1","-","Active","Base Plate","P","P 22 x 13"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P26_16.pdf,//media.digikey.com/Photos/Ferroxcube/CPV-P26%5E16-3S-6PD-Z.jpg,1779-1376-ND,CPV-P26/16-3S-6PD-Z,Ferroxcube,COIL FORMER VERTICAL,985,0,"1.64000","0","1","-","Active","Bobbin (Coil Former), Vertical","P","P 26 x 16"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P22_13.pdf,//media.digikey.com/Photos/Ferroxcube/CLM%5ES-P22%5E13-C.JPG,1779-1282-ND,CLM/S-P22/13-C,Ferroxcube,U SHAPED CLIP,464,0,"1.71000","0","1","-","Active","Clamp","P","P 22 x 13"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/toroids_accessories.pdf,//media.digikey.com/Photos/Epcos%20Photos/B64291A1704X.JPG,495-6617-ND,B64291A1704X000,EPCOS (TDK),HOUSING HORIZONTAL TOROIDS,62,0,"1.78000","0","1","B64291","Active","Housing (Horizontal)","Toroids","-"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P26_16.pdf,-,1779-1283-ND,CLM/S-P26/16-C,Ferroxcube,U SHAPED CLIP,93,0,"1.97000","0","1","-","Active","Clamp","P","P 26 x 16"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P22_13.pdf,//media.digikey.com/Photos/Ferroxcube/CPV-P22%5E13-1S-6PDL-Z.jpg,1779-1369-ND,CPV-P22/13-1S-6PDL-Z,Ferroxcube,COIL FORMER VERTICAL,923,0,"2.13000","0","1","-","Active","Bobbin (Coil Former), Vertical","P","P 22 x 13"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P22_13.pdf,//media.digikey.com/Photos/Ferroxcube/CPV-P22%5E13-1S-6PD-Z.jpg,1779-1370-ND,CPV-P22/13-1S-6PD-Z,Ferroxcube,COIL FORMER VERTICAL,862,0,"2.13000","0","1","-","Active","Bobbin (Coil Former), Vertical","P","P 22 x 13"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/RM14_I.pdf,//media.digikey.com/Photos/Ferroxcube/CPV-RM14%5EI-1S-12PD.jpg,1779-1398-ND,CPV-RM14/I-1S-12PD,Ferroxcube,COIL FORMER VERTICAL,176,0,"2.16000","0","1","-","Active","Bobbin (Coil Former), Vertical","RM","RM 14"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P18_11.pdf,//media.digikey.com/Photos/Ferroxcube/CPV-P18%5E11-2S-6PD-Z.jpg,1779-1367-ND,CPV-P18/11-2S-6PD-Z,Ferroxcube,COIL FORMER VERTICAL,980,0,"2.24000","0","1","-","Active","Bobbin (Coil Former), Vertical","P","P 18 x 11"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P22_13.pdf,//media.digikey.com/Photos/Ferroxcube/CPV-P22%5E13-3S-6PD-Z.jpg,1779-1371-ND,CPV-P22/13-3S-6PD-Z,Ferroxcube,COIL FORMER VERTICAL,982,0,"2.31000","0","1","-","Active","Bobbin (Coil Former), Vertical","P","P 22 x 13"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/toroids_accessories.pdf,//media.digikey.com/Photos/Epcos%20Photos/B64293A1400X.JPG,495-6631-ND,B64293A1400X000,EPCOS (TDK),BASE PLATE TOROIDS,44,0,"2.39000","0","1","B64293","Active","Base Plate","Toroids","-"
-,//media.digikey.com/Photos/Ferroxcube/CPV-PM50%5E39-1S-14PD-C.jpg,1779-1379-ND,CPV-PM50/39-1S-14PD-C,Ferroxcube,"CLAMP, BASE PLATE, NUT, WASHER",40,0,"4.05000","0","1","-","Active","Bobbin (Coil Former), Vertical","PM","PM 50 x 39"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_8.pdf,-,495-76785-ND,B65812N1005D002,EPCOS (TDK),BOBBIN COIL FORMER RM 8,136,0,"1.30000","0","1","B65812","Active","Bobbin (Coil Former), Vertical","RM","RM 8"
http://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=20110,-,1934-1167-ND,9677142008,Fair-Rite Products Corp.,77 BOBBIN 3PC. ASSEMBLY COATED,904,0,"1.31000","0","1","-","Active","Bobbin (Coil Former)","P","-"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/ep_10.pdf,-,495-77130-ND,B65842S2000X000,EPCOS (TDK),MOUNTING ASSEMBLY EP 10,473,0,"1.33000","0","1","B65842","Active","Mounting Assembly","EP","EP 10"
http://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=20098,-,1934-1212-ND,9677001015,Fair-Rite Products Corp.,77 BOBBIN GROUND,649,0,"1.38000","0","1","-","Active","Bobbin (Coil Former)","P","-"
http://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=20113,-,1934-1617-ND,9677182009,Fair-Rite Products Corp.,77 BOBBIN 3PC. ASSEMBLY,376,0,"1.61000","0","1","-","Active","Bobbin (Coil Former)","-","-"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_8.pdf,-,495-76786-ND,B65812N1008D002,EPCOS (TDK),COILFORMER RM8 SUMIKON PM 9630,400,0,"1.64000","0","1","B65812","Active","Bobbin (Coil Former), Vertical","RM","RM 8"
http://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=20119,-,1934-1619-ND,9677182209,Fair-Rite Products Corp.,77 BOBBIN 3PC. ASSEMBLY,376,0,"1.75000","0","1","-","Active","Bobbin (Coil Former)","-","-"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_5.pdf,-,495-77041-ND,B65822F1008T002X,EPCOS (TDK),BOBBIN COIL FORMER RM 5,220,0,"1.77000","0","1","B65822","Active","Bobbin (Coil Former), Vertical","RM","RM 5"
http://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=20122,-,1934-1618-ND,9677182208,Fair-Rite Products Corp.,77 BOBBIN 3PC. ASSEMBLY COATED,0,0,"1.97000","0","1","-","Active","Bobbin (Coil Former)","-","-"
//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B66454A1014T001.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66454A1014T001.jpg,495-76787-ND,B66454A1014T001,EPCOS (TDK),BOBBIN COIL FORMER E 40X14-1 PTH,152,0,"2.22000","0","1","B66454A","Active","Bobbin (Coil Former), Horizontal","E","E 40 x 14-1 PTH"
http://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=20152,-,1934-1645-ND,9677352508,Fair-Rite Products Corp.,77 BOBBIN 3PC. ASSEMBLY COATED,78,0,"4.99000","0","1","*","Active","-","-","-"
http://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=20155,-,1934-1621-ND,9677353509,Fair-Rite Products Corp.,77 BOBBIN 3PC. ASSEMBLY,78,0,"5.22000","0","1","-","Active","Bobbin (Coil Former)","-","-"
http://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=20158,-,1934-1620-ND,9677353508,Fair-Rite Products Corp.,77 BOBBIN 3PC. ASSEMBLY COATED,78,0,"6.05000","0","1","-","Active","Bobbin (Coil Former)","-","-"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_5.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65806A5000X.JPG,495-5214-2-ND,B65806A5000X000,EPCOS (TDK),INSULATING WASHER RM 5,0,0,"Obsolete","0","2500","B65806","Obsolete","Insulating Washer","RM","RM 5"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_5.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65806A5000X.JPG,495-5214-1-ND,B65806A5000X000,EPCOS (TDK),INSULATING WASHER RM 5,213,0,"0.76000","0","1","B65806","Obsolete","Insulating Washer","RM","RM 5"
"//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B65541,2,5,9.pdf",//media.digikey.com/Photos/Epcos%20Photos/B65542A5000X.JPG,495-5131-2-ND,B65542A5000X000,EPCOS (TDK),INSULATING WASHER P 14 X 8,0,0,"0.31980","0","2500","B65542","Not For New Designs","Insulating Washer","P","P 14 x 8"
"//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B65541,2,5,9.pdf",//media.digikey.com/Photos/Epcos%20Photos/B65542A5000X.JPG,495-5131-1-ND,B65542A5000X000,EPCOS (TDK),INSULATING WASHER P 14 X 8,309,0,"0.81000","0","1","B65542","Not For New Designs","Insulating Washer","P","P 14 x 8"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/p_18_11.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65652BT1.JPG,495-5152-ND,B65652B0000T001,EPCOS (TDK),BOBBIN COIL FORMER P 18 X 11,0,0,"0.34000","0","1","B65652","Active","Bobbin (Coil Former)","P","P 18 x 11"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/p_26_16.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65672BT1.JPG,495-5166-ND,B65672B0000T001,EPCOS (TDK),BOBBIN COIL FORMER P 26 X 16,0,0,"0.64000","0","1","B65672","Active","Bobbin (Coil Former)","P","P 26 x 16"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/etd_54_28_19.pdf,//media.digikey.com/photos/Epcos%20Photos/B66396A2000X.JPG,495-5503-ND,B66396A2000X000,EPCOS (TDK),YOKE ETD 54 X 28 X 19,31,0,"1.35000","0","1","B66396","Active","Yoke","ETD","ETD 54 x 28 x 19"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_8.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65812N1005D1.JPG,495-5267-ND,B65812N1005D001,EPCOS (TDK),BOBBIN COIL FORMER RM 8,40,0,"1.54000","0","1","B65812","Active","Bobbin (Coil Former), Vertical","RM","RM 8"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/etd_59_31_22.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66398A2000X.JPG,495-5508-ND,B66398A2000X000,EPCOS (TDK),YOKE ETD 59 X 31 X 22,6,0,"1.63000","0","1","B66398","Active","Yoke","ETD","ETD 59 x 31 x 22"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_13_7_4.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66306C1010T1.JPG,495-5409-ND,B66306C1010T001,EPCOS (TDK),BOBBIN COIL FORMER E 13 X 7 X 4,0,0,"1.73000","0","1","B66306","Active","Bobbin (Coil Former), Horizontal","E","E 13 x 7 x 4"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/PQ32_30.pdf,//media.digikey.com/Photos/Ferroxcube/CLM%5EP-PQ32%5E30.jpg,1779-1279-ND,CLM/P-PQ32/30,Ferroxcube,U SHAPED CLIP,0,0,"1.97000","0","1","-","Active","Clamp","PQ","PQ 32 x 30"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/etd_39_20_13.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66364B1016T1.jpg,495-5472-ND,B66364B1016T001,EPCOS (TDK),BOBBIN COIL FORMER ETD 39X20X13,7,0,"2.24000","0","1","B66364","Active","Bobbin (Coil Former), Horizontal","ETD","ETD 39 x 20 x 13"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E65_32_27.pdf,//media.digikey.com/Photos/Ferroxcube/CP-E65%5E32%5E27-1S.JPG,1779-1311-ND,CP-E65/32/27-1S,Ferroxcube,COIL FORMER,0,0,"2.30000","0","1","-","Active","Bobbin (Coil Former)","E","E 65 x 32 x 27"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/etd_49_25_16.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66368W1020T1.JPG,495-5490-ND,B66368W1020T001,EPCOS (TDK),BOBBIN COIL FORMER ETD 49X25X16,3,0,"3.08000","0","1","B66368","Active","Bobbin (Coil Former), Horizontal","ETD","ETD 49 x 25 x 16"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/etd_59_31_22.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66398W1024T1.jpg,495-5509-ND,B66398W1024T001,EPCOS (TDK),BOBBIN COIL FORMER ETD 59X31X22,0,0,"3.62000","0","1","B66398","Active","Bobbin (Coil Former), Horizontal","ETD","ETD 59 x 31 x 22"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/p_7_4.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65512C2001X.jpg,495-5102-ND,B65512C2001X000,EPCOS (TDK),YOKE P 7 X 4,0,0,"4.69000","0","1","B65512","Active","Yoke","P","P 7 x 4"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/p_26_16.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65675B5X.jpg,495-5167-ND,B65675B0005X000,EPCOS (TDK),MOUNTING ASSEMBLY P 26 X 16,0,0,"4.70000","0","1","B65675","Active","Mounting Assembly","P","P 26 x 16"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/p_18_11.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65655B10X.JPG,495-5153-ND,B65655B0010X000,EPCOS (TDK),MOUNTING ASSEMBLY P 18 X 11,0,0,"4.77000","0","1","B65655","Active","Mounting Assembly","P","P 18 x 11"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/p_30_19.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65705B3X.JPG,495-5186-ND,B65705B0003X000,EPCOS (TDK),MOUNTING ASSEMBLY P 30 X 19,0,0,"8.24000","0","1","B65705","Active","Mounting Assembly","P","P 30 x 19"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_7.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65820B2001X.JPG,495-5306-ND,B65820B2001X000,EPCOS (TDK),CLAMP RM 7,15,0,"0.42000","0","1","B65820","Active","Clamp","RM","RM 7"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P30_19.pdf,//media.digikey.com/Photos/Ferroxcube/CLMTS-P30%5E19-C.jpg,1779-1289-ND,CLM/TS-P30/19-C,Ferroxcube,U SHAPED CLIP,85,0,"1.48000","0","1","-","Active","Clamp","P","P 30 x 19"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/p_14_8.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65549E4X23.jpg,495-5135-ND,B65549E0004X023,EPCOS (TDK),ADJUSTMENT SCREW P 14 X 8,1,0,"1.93000","0","1","B65549","Active","Adjusting Screw","P","P 14 x 8"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_14.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65888N1010D1.JPG,495-5342-ND,B65888N1010D001,EPCOS (TDK),BOBBIN COIL FORMER RM 14,0,0,"2.03000","0","1","B65888","Active","Bobbin (Coil Former), Vertical","RM","RM 14"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/etd_39_20_13.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66364W1016T1.JPG,495-5473-ND,B66364W1016T001,EPCOS (TDK),BOBBIN COIL FORMER ETD 39X20X13,8,0,"2.31000","0","1","B66364","Active","Bobbin (Coil Former), Horizontal","ETD","ETD 39 x 20 x 13"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P26_16.pdf,//media.digikey.com/Photos/Ferroxcube/CON-P26%5E16.JPG,1779-1300-ND,CON-P26/16,Ferroxcube,CONTAINER,0,0,"5.19000","0","1","-","Active","-","P","P 26 x 16"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/pm_50_39.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65647A2000X.jpg,495-5144-ND,B65647A2000X000,EPCOS (TDK),MOUNTING ASSEMBLY PM 50 X 39,0,0,"6.51000","0","1","B65647","Active","Mounting Assembly","PM","PM 50 x 39"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/pm_74_59.pdf,//media.digikey.com/photos/Epcos%20Photos/B65687A1000T1.JPG,495-5179-ND,B65687A1000T001,EPCOS (TDK),BOBBIN COIL FORMER PM 74 X 59,0,0,"6.82000","0","1","B65687","Active","Bobbin (Coil Former), Vertical","PM","PM 74 x 59"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/pm_87_70.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65714J1000T1.jpg,495-5188-ND,B65714J1000T001,EPCOS (TDK),BOBBIN COIL FORMER PM 87 X 70,1,0,"8.08000","0","1","B65714","Active","Bobbin (Coil Former), Vertical","PM","PM 87 x 70"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/pm_74_59.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65687A2000X000.jpg,495-75895-ND,B65687A2000X000,EPCOS (TDK),MOUNTING ASSEMBL PM74/59,0,0,"12.73000","0","1","B65687","Active","Mounting Assembly","PM","PM 74 x 59"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/toroids_accessories.pdf,//media.digikey.com/Photos/Epcos%20Photos/B64293A1100X.JPG,495-6628-ND,B64293A1100X000,EPCOS (TDK),BASE PLATE TOROIDS,59,0,"0.71000","0","1","B64293","Active","Base Plate","Toroids","-"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/toroids_accessories.pdf,//media.digikey.com/Photos/Epcos%20Photos/B64293A1200X.JPG,495-6629-ND,B64293A1200X000,EPCOS (TDK),BASE PLATE TOROIDS,7,0,"1.78000","0","1","B64293","Active","Base Plate","Toroids","-"
-,//media.digikey.com/Photos/Ferroxcube/CP-PM74%5E59-1S.jpg,1779-1356-ND,CP-PM74/59-1S,Ferroxcube,COIL FORMER,22,0,"2.42000","0","1","-","Active","Bobbin (Coil Former)","PM","PM 74 x 59"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/PM50_39.pdf,//media.digikey.com/Photos/Ferroxcube/CLM%5EBPL%5ENW-PM50%5E39-C.jpg,1779-1270-ND,CLM/BPL/NW-PM50/39-C,Ferroxcube,"CLAMP, BASE PLATE, NUT, WASHER",19,0,"3.63000","0","1","-","Active","-","-","-"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/pm_87_70.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65714K1020T1.JPG,495-5189-ND,B65714K1020T001,EPCOS (TDK),BOBBIN COIL FORMER PM 87 X 70,0,0,"13.06000","0","1","B65714","Active","Bobbin (Coil Former), Vertical","PM","PM 87 x 70"
https://en.tdk.eu/inf/80/db/fer/elp_22_6_16.pdf,-,B66286A2000X000-ND,B66286A2000X000,EPCOS (TDK),FERRITE CORES,0,0,"0.14713","0","3000","B66286","Active","-","-","-"
-,-,B65514A2000X000-ND,B65514A2000X000,EPCOS (TDK),TERMINAL CARRIER ER,0,0,"0.25200","0","1000","B65514","Active","Terminal Carrier","ER","-"
http://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=20092,-,9843000104-ND,9843000104,Fair-Rite Products Corp.,43 BOBBIN RECTANGULAR,0,0,"0.25774","0","1140","-","Active","Bobbin (Coil Former)","-","-"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_6_3.pdf,-,B66301C2000X000-ND,B66301C2000X000,EPCOS (TDK),PLASTIC COVER CAP E 6.3,0,0,"0.28500","0","5000","B66301","Active","Plastic Cover Cap","E","E 6 x 3"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/toroids_accessories.pdf,-,B64291A1204X000-ND,B64291A1204X000,EPCOS (TDK),HOUSING HORIZONTAL TOROIDS,0,0,"0.35760","0","600","B64291","Active","Housing (Horizontal)","Toroids","-"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_8_8.pdf,-,B66302A2000X000-ND,B66302A2000X000,EPCOS (TDK),PLASTIC COVER CAP E 8.8,0,0,"0.39000","0","5000","B66302","Active","Plastic Cover Cap","E","E 8 x 8"
http://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=20089,-,9643001015-ND,9643001015,Fair-Rite Products Corp.,43 BOBBIN GROUND,0,0,"0.39645","0","792","-","Active","Bobbin (Coil Former)","-","-"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/ep_10.pdf,-,B65842W1008D002-ND,B65842W1008D002,EPCOS (TDK),BOBBIN COIL FORMER EP 10,0,0,"0.45890","0","1000","B65842","Active","Bobbin (Coil Former), Horizontal","EP","EP 10"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_20_10_6.pdf,-,B66206K1106T002-ND,B66206K1106T002,EPCOS (TDK),BOBBIN COIL FORMER EF20 X 6-2,0,0,"0.50570","0","1470","B66206","Active","Bobbin (Coil Former)","E, EF 20","E, EF 20 x 6-2"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_6_3.pdf,-,B66301B1004T001-ND,B66301B1004T001,EPCOS (TDK),BOBBIN COIL FORMER E 6.3,0,0,"0.56500","0","5000","B66301","Active","Bobbin (Coil Former), Horizontal","E","E 6 x 3"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_6_3.pdf,-,B66301B1006T001-ND,B66301B1006T001,EPCOS (TDK),BOBBIN COIL FORMER E 6.3,0,0,"0.56500","0","5000","B66301","Active","Bobbin (Coil Former), Horizontal","E","E 6 x 3"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_6_3.pdf,-,B66301B1006T002-ND,B66301B1006T002,EPCOS (TDK),BOBBIN COIL FORMER E 6.3,0,0,"0.56500","0","5000","B66301","Active","Bobbin (Coil Former), Horizontal","E","E 6 x 3"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/ep_17.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65846W1008D1.jpg,495-5323-ND,B65846W1008D001,EPCOS (TDK),BOBBIN COIL FORMER EP 17,0,0,"0.58530","0","600","B65846","Active","Bobbin (Coil Former), Horizontal","EP","EP 17"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_8_8.pdf,-,B66302D1008T001-ND,B66302D1008T001,EPCOS (TDK),BOBBIN COIL FORMER E 8.8,0,0,"0.64750","0","5000","B66302","Active","Bobbin (Coil Former), Horizontal","E","E 8 x 8"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_8_8.pdf,-,B66302D1008T002-ND,B66302D1008T002,EPCOS (TDK),BOBBIN COIL FORMER E 8.8,0,0,"0.64750","0","2500","B66302","Active","Bobbin (Coil Former), Horizontal","E","E 8 x 8"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_6.pdf,-,B65808N1004D002-ND,B65808N1004D002,EPCOS (TDK),BOBBIN COIL FORMER RM 6,0,0,"0.64800","0","500","B65808","Active","Bobbin (Coil Former), Vertical","RM","RM 6"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_6.pdf,-,B65808N1005D001-ND,B65808N1005D001,EPCOS (TDK),BOBBIN COIL FORMER RM 6,0,0,"0.64800","0","500","B65808","Active","Bobbin (Coil Former), Vertical","RM","RM 6"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_5.pdf,-,B65806N1105D001-ND,B65806N1105D001,EPCOS (TDK),COIL FORMER RM5 SUMIKON PM 9630,0,0,"0.66300","0","500","B65806","Active","Bobbin (Coil Former), Vertical","RM","RM 5"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/ep_7.pdf,-,B65840N1106T001-ND,B65840N1106T001,EPCOS (TDK),BOBBIN COIL FORMER EP 7,0,0,"0.67591","0","2000","B65840","Active","Bobbin (Coil Former), Horizontal","EP","EP 7"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_8.pdf,-,B65812N1012D002-ND,B65812N1012D002,EPCOS (TDK),BOBBIN COIL FORMER RM8 2 SECTION,0,0,"0.73170","0","800","B65812","Active","Bobbin (Coil Former), Vertical","RM","RM 8"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_5.pdf,-,B65806N1106D002-ND,B65806N1106D002,EPCOS (TDK),COIL FORMER RM5 SUMIKON PM 9630,0,0,"0.73360","0","500","B65806","Active","Bobbin (Coil Former), Vertical","RM","RM 5"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_5.pdf,-,B65806N1108D001-ND,B65806N1108D001,EPCOS (TDK),COIL FORMER RM5 SUMIKON PM 9630,0,0,"0.77560","0","500","B65806","Active","Bobbin (Coil Former), Vertical","RM","RM 5"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/p_9_5.pdf,-,B65524C1004T001-ND,B65524C1004T001,EPCOS (TDK),BOBBIN COIL FORMER P 9 X 5,0,0,"0.77614","0","2000","B65524","Active","Bobbin (Coil Former), Vertical","P","P 9 x 5"
