Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Core Type","Supplier Device Package","Material","Diameter","Inductance Factor (Al)","Tolerance","Gap","Effective Permeability (µe)","Initial Permeability (µi)","Core Factor (ΣI/A) mm<sup>1</sup>","Effective Length (le) mm","Effective Area (Ae) mm²","Minimum Core Cross Section (Amin) mm²","Effective Magnetic Volume (Ve) mm³","Finish","Height","Length","Width"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/elp_18_4_10.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66283GX187.JPG,495-75471-ND,B66283G0000X197,EPCOS (TDK),FERRITE CORE ELP N97 1PC,1665,0,"0.95000","0","1","B66283","Active","ELP","ELP 18 x 4 x 10","N97","-","-","-","Ungapped","-","-","-","-","-","-","-","Uncoated","4.00mm","18.00mm","10.00mm"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E22_6_16_R_PLT22_16_2.5_S.pdf,//media.digikey.com/Photos/Ferroxcube/PLT22-16-2.5-S-3F36.jpg,1779-1148-ND,PLT22/16/2.5/S-3F36,Ferroxcube,FERRITE CORE,10557,0,"0.98000","0","1","-","Active","PLT","PLT 22 x 16 x 2.5","3F36","-","-","-","-","-","-","-","-","-","-","-","Uncoated","2.90mm","21.80mm","15.80mm"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/etd_29_16_10.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66358G200X187.jpg,495-5448-ND,B66358G0200X187,EPCOS (TDK),FERRITE CORE ETD N87 1PC,1664,0,"0.99000","0","1","B66358","Active","ETD","ETD 29 x 16 x 10","N87","-","-","-","Gapped","-","-","-","-","-","-","-","Uncoated","16.00mm","30.60mm","9.80mm"
https://en.tdk.eu/inf/80/db/fer/r_20_0_10_0_7_0.pdf,//media.digikey.com/photos/Epcos%20Photos/B64290L0632X830.JPG,495-3864-ND,B64290L0632X830,EPCOS (TDK),FERRITE CORE TOROID 4.16UH N30,6326,0,"1.00000","0","1","B64290","Active","Toroid","-","N30","21.20mm","4.16µH","±25%","Ungapped","-","4300","1.3","43.55","33.63","-","1465","Epoxy","8.10mm","-","-"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/EQ20_R_PLT20_14_2_S.pdf,//media.digikey.com/Photos/Ferroxcube/PLT20-14-2-S-3C95.jpg,1779-1146-ND,PLT20/14/2/S-3C95,Ferroxcube,FERRITE CORE,1273,0,"1.01000","0","1","-","Active","PLT","PLT 20 x 14 x 2","3C95","-","-","-","-","-","-","-","-","-","-","-","Uncoated","2.30mm","20.00mm","14.00mm"
//media.digikey.com/pdf/Data%20Sheets/Steward%20PDFs/35T1000-00H%20Rev%20E.pdf,"//media.digikey.com/photos/Steward%20Photos/35T1000-00H,40T1000-00H.jpg",240-2526-ND,35T1000-00H,Laird-Signal Integrity Products,FERRITE INDUCTR TOROID 1.050"" OD,3917,0,"1.03000","0","1","-","Active","Toroid","-","-","26.67mm","4.83µH","±20%","Ungapped","-","5000","-","-","-","-","-","Epoxy","11.02mm","-","-"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E22_6_16_R_PLT22_16_2.5_S.pdf,//media.digikey.com/Photos/Ferroxcube/MFG_PLT.jpg,1779-1147-ND,PLT22/16/2.5/S-3C95,Ferroxcube,FERRITE CORE,2401,0,"1.04000","0","1","-","Active","PLT","PLT 22 x 16 x 2.5","3C95","-","-","-","-","-","-","-","-","-","-","-","Uncoated","2.90mm","21.80mm","15.80mm"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/pch_14_7_5.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65937AX22.jpg,495-5350-ND,B65937A0000X022,EPCOS (TDK),FERRITE CORE P N22,3070,0,"1.06000","0","1","B65937","Active","P (Pot Core)","P Core Half 14  x 7.5","N22","14.40mm","-","-","Ungapped","-","-","-","-","-","-","-","Uncoated","7.50mm","-","-"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E22_6_16_R_PLT22_16_2.5_S.pdf,//media.digikey.com/Photos/Ferroxcube/MFG_PLT.jpg,1779-1149-ND,PLT22/16/2.5/S-3F46,Ferroxcube,FERRITE CORE,1161,0,"1.06000","0","1","-","Active","PLT","PLT 22 x 16 x 2.5","3F46","-","-","-","-","-","-","-","-","-","-","-","Uncoated","2.90mm","21.80mm","15.80mm"
https://en.tdk.eu/inf/80/db/fer/double_aperture_cores.pdf,//media.digikey.com/photos/Epcos%20Photos/B62152A4X30.jpg,495-5060-ND,B62152A0004X030,EPCOS (TDK),FERRITE CORE 2 HOLE 10UH N30,8608,0,"1.07000","0","1","B62152","Active","Multi-Hole (2)","-","N30","-","10µH","±30%","Ungapped","-","4300","0.54","15.3","28.4","-","435","Uncoated","8.30mm","14.50mm","8.50mm"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/EFD25_13_9.pdf,//media.digikey.com/photos/Ferroxcube/EFD.jpg,1779-1081-ND,EFD25/13/9-3F46,Ferroxcube,FERRITE CORE,1668,0,"1.10000","0","1","-","Active","EFD","EFD 25 x 13 x 9","3F46","-","-","-","-","-","-","-","-","-","-","-","Uncoated","12.50mm","25.00mm","9.10mm"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/T_22_14_6.4.pdf,//media.digikey.com/Photos/Ferroxcube/TX22%5E14%5E6.4.jpg,1779-1527-ND,TX22/14/6.4-3E27,Ferroxcube,FERRITE CORES ROUND,1546,0,"1.10000","0","1","-","Active","Toroid","TX 22 x 14 x 6.4","3E27","22.35mm","-","-","-","-","-","-","-","-","-","-","Epoxy","6.75mm","-","-"
https://en.tdk.eu/inf/80/db/fer/r_20_0_10_0_7_0.pdf,//media.digikey.com/photos/Epcos%20Photos/B64290L632X87.JPG,495-5077-ND,B64290L0632X087,EPCOS (TDK),FERRITE CORE TOROID 2.13UH N87,1708,0,"1.11000","0","1","B64290","Active","Toroid","-","N87","21.20mm","2.13µH","±25%","Ungapped","-","2200","1.3","43.55","33.63","-","1465","Epoxy","8.10mm","-","-"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/efd_30_15_9.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66423GX187.jpg,495-5531-ND,B66423G0000X187,EPCOS (TDK),FERRITE CORE EFD N87 1PC,2673,0,"1.15000","0","1","B66423","Active","EFD","EFD 30 x 15 x 9","N87","-","-","-","Ungapped","-","-","-","-","-","-","-","Uncoated","15.00mm","30.00mm","9.10mm"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/RM6S_I.pdf,//media.digikey.com/Photos/Ferroxcube/RM6S%5EI-3C95.jpg,1779-1230-ND,RM6S/I-3C95,Ferroxcube,FERRITE CORE 2PC SET,3212,0,"1.19000","0","1","-","Active","RM","RM 6","3C95","-","-","-","-","-","-","-","-","-","-","-","Uncoated","12.40mm","17.90mm","8.20mm"
https://www.ferroxcube.com/upload/media/product/file/MDS/3c95.pdf,//media.digikey.com/photos/Ferroxcube/EQ.jpg,1779-1090-ND,EQ20/R-3C95,Ferroxcube,FERRITE CORE,2907,0,"1.19000","0","1","-","Active","EQ","EQ 20","3C95","-","-","-","-","-","-","-","-","-","-","-","Uncoated","6.30mm","20.00mm","14.00mm"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/efd_30_15_9.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66423U315K187.jpg,495-5534-ND,B66423U0315K187,EPCOS (TDK),FERRITE CORE EFD N87 1PC,3766,0,"1.21000","0","1","B66423","Active","EFD","EFD 30 x 15 x 9","N87","-","-","-","Gapped","-","-","-","-","-","-","-","Uncoated","15.00mm","30.00mm","9.10mm"
http://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=20080,-,1934-1281-ND,3078990901,Fair-Rite Products Corp.,78 ROD,3333,0,"1.22000","0","1","-","Active","Tube","-","78","6.35mm","-","-","Ungapped","26","2300","-","-","28.3","-","-","Uncoated","-","40.01mm","-"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/etd_29_16_10.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66358GX187.JPG,495-5451-ND,B66358G0000X187,EPCOS (TDK),FERRITE CORE ETD N87 1PC,1071,0,"1.23000","0","1","B66358","Active","ETD","ETD 29 x 16 x 10","N87","-","-","-","Ungapped","-","-","-","-","-","-","-","Uncoated","16.00mm","30.60mm","9.80mm"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E22_6_16_R_PLT22_16_2.5_S.pdf,//media.digikey.com/photos/Ferroxcube/PlanarE.jpg,1779-1016-ND,E22/6/16/R-3F36,Ferroxcube,FERRITE CORE,9973,0,"1.24000","0","1","-","Active","E","E 22 x 6 x 16","3F36","-","-","-","-","-","-","-","-","-","-","-","Uncoated","5.70mm","21.80mm","15.80mm"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/PQ20_16.pdf,//media.digikey.com/photos/Ferroxcube/PQ.jpg,1779-1175-ND,PQ20/16-3F36,Ferroxcube,FERRITE CORE 2PC SET,1077,0,"1.30000","0","1","-","Active","PQ","PQ 20 x 16","3F36","-","-","-","-","-","-","-","-","-","-","-","Uncoated","16.20mm","21.30mm","14.00mm"
https://en.tdk.eu/inf/80/db/fer/r_25_3_14_8_10_0.pdf,//media.digikey.com/photos/Epcos%20Photos/B64290L0618X830.JPG,495-3862-ND,B64290L0618X830,EPCOS (TDK),FERRITE CORE TOROID 4620NH N30,4695,0,"1.31000","0","1","B64290","Active","Toroid","-","N30","26.60mm","4.620µH","±25%","Ungapped","-","4300","1.17","60.07","51.26","-","3079","Epoxy","11.00mm","-","-"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/ep_13.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65843AR87.JPG,495-5317-ND,B65843A0000R087,EPCOS (TDK),FERRITE CORE EP 1.6UH N87 2PCS,1143,0,"1.31000","0","1","B65843A","Active","EP","EP 13","N87","-","1.6µH","-20%, +30%","Ungapped","1580","2200","1.24","24.2","19.5","14.9","472","Uncoated","6.50mm","12.80mm","9.00mm"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/ETD34_17_11.pdf,//media.digikey.com/photos/Ferroxcube/ETD.jpg,1779-1103-ND,ETD34/17/11-3C97,Ferroxcube,FERRITE CORE,2162,0,"1.32000","0","1","-","Active","ETD","ETD 34 x 17 x 11","3C97","-","-","-","-","-","-","-","-","-","-","-","Uncoated","17.30mm","35.00mm","11.10mm"
https://en.tdk.eu/inf/80/db/fer/r_22_1_13_7_7_90.pdf,//media.digikey.com/photos/Epcos%20Photos/B64290L0038X087.JPG,495-76564-ND,B64290L0719X049,EPCOS (TDK),FERRITE CORE TOROID 1.13UH N49,1188,0,"1.32000","0","1","B64290","Active","Toroid","-","N49","23.30mm","1.13µH","±25%","Ungapped","-","1500","1.66","54.2","32.6","-","1763","Epoxy","9.00mm","-","-"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E22_6_16_R_PLT22_16_2.5_S.pdf,//media.digikey.com/photos/Ferroxcube/PlanarE.jpg,1779-1015-ND,E22/6/16/R-3C95,Ferroxcube,FERRITE CORE,1038,0,"1.32000","0","1","-","Active","E","E 22 x 6 x 16","3C95","-","-","-","-","-","-","-","-","-","-","-","Uncoated","5.70mm","21.80mm","15.80mm"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/elp_14_3_5_5.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66281K0000Xxxx.JPG,495-75433-ND,B66281K0000X197,EPCOS (TDK),FERRITE CORE I N97,1847,0,"1.36000","0","1","B66281","Active","I","I 14 x 1.5 x 5","N97","-","-","-","Ungapped","-","-","-","-","-","-","-","Uncoated","1.50mm","14.00mm","5.00mm"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/elp_14_3_5_5.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66281K0000Xxxx.JPG,495-75430-ND,B66281K0000X149,EPCOS (TDK),FERRITE CORE I N49,4705,0,"1.37000","0","1","B66281","Active","I","I 14 x 1.5 x 5","N49","-","-","-","Ungapped","-","-","-","-","-","-","-","Uncoated","1.50mm","14.00mm","5.00mm"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/ep_7.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65839AY38.JPG,495-5312-ND,B65839A0000Y038,EPCOS (TDK),FERRITE CORE EP 5.2UH T38 2PCS,1287,0,"1.37000","0","1","B65839","Active","EP","EP 7","T38","-","5.2µH","-30%, +40%","Ungapped","6310","10000","1.52","15.7","10.3","8.5","162","Uncoated","3.75mm","9.40mm","6.50mm"
https://en.tdk.eu/inf/80/db/fer/r_25_3_14_8_10_0.pdf,//media.digikey.com/Photos/Epcos%20Photos/B64290L618X87.jpg,495-5075-ND,B64290L0618X087,EPCOS (TDK),FERRITE CORE TOROID 2.36UH N87,1300,0,"1.40000","0","1","B64290","Active","Toroid","-","N87","26.60mm","2.36µH","±25%","Ungapped","-","2200","1.17","60.07","51.26","-","3079","Epoxy","11.00mm","-","-"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/elp_14_3_5_5.pdf,//media.digikey.com/photos/Epcos%20Photos/B66281GX187.JPG,495-75470-ND,B66281G0000X149,EPCOS (TDK),FERRITE CORE ELP N49 1PC,7988,0,"1.42000","0","1","B66281","Active","ELP","ELP 14 x 3.5 x 5","N49","-","-","-","Ungapped","-","-","-","-","-","-","-","Uncoated","3.50mm","14.00mm","5.00mm"
https://en.tdk.eu/inf/80/db/fer/r_25_3_14_8_10_0.pdf,//media.digikey.com/photos/Epcos%20Photos/B64290L0618X035.JPG,495-3860-ND,B64290L0618X035,EPCOS (TDK),FERRITE CORE TOROID 5.4UH T35,1837,0,"1.48000","0","1","B64290","Active","Toroid","-","T35","26.60mm","5.4µH","±25%","Ungapped","-","5000","1.17","60.07","51.26","-","3079","Epoxy","11.00mm","-","-"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/elp_18_4_10.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66283GX187.JPG,495-75472-ND,B66283G0000X149,EPCOS (TDK),FERRITE CORE ELP N49 1PC,7776,0,"1.51000","0","1","B66283","Active","ELP","ELP 18 x 4 x 10","N49","-","-","-","Ungapped","-","-","-","-","-","-","-","Uncoated","4.00mm","18.00mm","10.00mm"
http://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=20083,//media.digikey.com/Photos/Fair-Right/4077375411.JPG,1934-1238-ND,3078990911,Fair-Rite Products Corp.,78 ROD,2610,0,"1.60000","0","1","-","Active","Tube","-","78","8.00mm","-","-","Ungapped","20","2300","-","-","50.3","-","-","Uncoated","-","45.01mm","-"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/er_18_3_10.pdf,//media.digikey.com/Photos/Epcos%20Photos/ER18x38x10.JPG,495-75509-ND,B66480G0000X149,EPCOS (TDK),FERRITE CORE ER N49 1PC,5287,0,"1.61000","0","1","B66480","Active","ER","ER 18 x 3 x 10","N49","-","-","-","Ungapped","-","-","-","-","-","-","-","Uncoated","3.15mm","18.00mm","9.70mm"
http://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=19984,//media.digikey.com/Photos/Fair-Right/4077484611.jpg,1934-1243-ND,4077484611,Fair-Rite Products Corp.,77 ROD,1370,0,"1.65000","0","1","-","Active","Tube","-","77","12.30mm","-","-","Ungapped","29","2000","-","25","7.07","-","-","Uncoated","-","41.28mm","-"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E42_21_15.pdf,//media.digikey.com/photos/Ferroxcube/E.jpg,1779-1038-ND,E42/21/15-3C94,Ferroxcube,FERRITE CORE,1021,0,"1.66000","0","1","-","Active","E","E 42 x 21 x 15","3C94","-","-","-","-","-","-","-","-","-","-","-","Uncoated","21.00mm","43.00mm","15.20mm"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/PQ20_20.pdf,//media.digikey.com/photos/Ferroxcube/PQ.jpg,1779-1176-ND,PQ20/20-3C95,Ferroxcube,FERRITE CORE 2PC SET,1223,0,"1.68000","0","1","-","Active","PQ","PQ 20 x 20","3C95","-","-","-","-","-","-","-","-","-","-","-","Uncoated","20.20mm","21.30mm","14.00mm"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/ps_7_35_3_6.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65933AX33.jpg,495-5347-ND,B65933A0000X033,EPCOS (TDK),FERRITE CORE PS M33 1PC,3778,0,"1.86000","0","1","B65933","Active","PS","PS 7.35 x 3.6","M33","7.35mm","-","-","Ungapped","-","-","-","-","-","-","-","Uncoated","3.60mm","-","-"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_40_16_12.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66381G.JPG,495-76614-ND,B66381G0000X187,EPCOS (TDK),FERRITE CORE E N87 1PC,3558,0,"1.87000","0","1","B66381","Active","E","E 40 x 16 x 12","N87","-","-","-","Ungapped","-","-","-","-","-","-","-","Uncoated","16.50mm","40.60mm","12.50mm"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_5.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65805JR.JPG,495-5208-ND,B65805J0000R087,EPCOS (TDK),FERRITE CORE RM 2UH N87 2PCS,2165,0,"1.92000","0","1","B65805","Active","RM","RM 5","N87","-","2µH","-20%, +30%","Ungapped","1480","2200","0.93","22.1","23.8","18","526","Uncoated","5.25mm","14.60mm","6.80mm"
//media.digikey.com/pdf/Data%20Sheets/Ferroxcube%20PDFs/TX22_14_6.4-4C65.pdf,//media.digikey.com/Photos/Ferroxcube/TX22%5E14%5E6.4.jpg,1779-1530-ND,TX22/14/6.4-4C65,Ferroxcube,FERRITE CORES ROUND,1490,0,"1.93000","0","1","-","Active","Toroid","TX 22 x 14 x 6.4","4C65","22.35mm","-","-","-","-","-","-","-","-","-","-","Epoxy","6.75mm","-","-"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/etd_39_20_13.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66363-SERIES.jpg,495-5469-ND,B66363G0000X187,EPCOS (TDK),FERRITE CORE ETD N87 1PC,1758,0,"1.98000","0","1","B66363","Active","ETD","ETD 39 x 20 x 13","N87","-","-","-","Ungapped","-","-","-","-","-","-","-","Uncoated","20.00mm","38.90mm","12.80mm"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/elp_32_6_20.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66287GX187.jpg,495-5394-ND,B66287G0000X187,EPCOS (TDK),FERRITE CORE ELP N87 1PC,14120,0,"2.05000","0","1","B66287","Active","ELP","ELP 32 x 6 x 20","N87","-","-","-","Ungapped","-","-","-","-","-","-","-","Uncoated","6.35mm","31.75mm","20.35mm"
https://en.tdk.eu/inf/80/db/fer/r_25_3_14_8_10_0.pdf,//media.digikey.com/photos/Epcos%20Photos/B64290L0618X038.JPG,495-3861-ND,B64290L0618X038,EPCOS (TDK),FERRITE CORE TOROID 10.7UH T38,9058,0,"2.05000","0","1","B64290","Active","Toroid","-","T38","26.60mm","10.7µH","±30%","Ungapped","-","10000","1.17","60.07","51.26","-","3079","Epoxy","11.00mm","-","-"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/ep_13.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65843AY38.JPG,495-5318-ND,B65843A0000Y038,EPCOS (TDK),FERRITE CORE EP 7UH T38 2PCS,1527,0,"2.07000","0","1","B65843A","Active","EP","EP 13","T38","-","7µH","-30%, +40%","Ungapped","6910","10000","1.24","24.2","19.5","14.9","472","Uncoated","6.50mm","12.80mm","9.00mm"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_6.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65807JR.JPG,495-5230-ND,B65807J0000R087,EPCOS (TDK),FERRITE CORE RM 2.4UH N87 2PCS,2495,0,"2.12000","0","1","B65807","Active","RM","RM 6","N87","-","2.4µH","-20%, +30%","Ungapped","1490","2200","0.78","28.6","36.6","31","1050","Uncoated","6.25mm","17.90mm","8.20mm"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_42_21_15.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66325GX187.jpg,495-5435-ND,B66325G0000X187,EPCOS (TDK),FERRITE CORE E N87 1PC,1112,0,"2.17000","0","1","B66325","Active","E","E 42 x 21 x 15","N87","-","-","-","Ungapped","-","-","-","-","-","-","-","Uncoated","21.20mm","42.00mm","15.20mm"
http://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=21404,//media.digikey.com/Photos/Fair-Right/9277010002.JPG,1934-1198-ND,9277024002,Fair-Rite Products Corp.,77 U CORE,1263,0,"2.21000","0","1","-","Active","U","-","77","-","-","-","Ungapped","-","2000","112","93","83","-","7700","Uncoated","18.52mm","31.42mm","10.01mm"
https://en.tdk.eu/inf/80/db/fer/double_aperture_cores.pdf,//media.digikey.com/Photos/Epcos%20Photos/B62152A4X1.jpg,495-5059-ND,B62152A0004X001,EPCOS (TDK),FERRITE CORE 2 HOLE 190NH K1,1889,0,"2.25000","0","1","B62152","Active","Multi-Hole (2)","-","K1","-","190nH","±30%","Ungapped","-","80","0.54","15.3","28.4","-","435","Uncoated","8.30mm","14.50mm","8.50mm"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_8.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65811JR87.JPG,495-5260-ND,B65811J0000R087,EPCOS (TDK),FERRITE CORE RM 3.3UH N87 2PCS,4691,0,"2.26000","0","1","B65811","Active","RM","RM 8","N87","-","3.3µH","-20%, +30%","Ungapped","1560","2200","0.59","38","64","55","2430","Uncoated","8.25mm","23.20mm","11.00mm"
//media.digikey.com/pdf/Data%20Sheets/Ferroxcube%20PDFs/TX36_23_10-3C90.pdf,//media.digikey.com/Photos/Ferroxcube/TX36%5E23%5E10.jpg,1779-1586-ND,TX36/23/10-3C90,Ferroxcube,FERRITE CORES ROUND,2537,0,"2.26000","0","1","-","Active","Toroid","TX 36 x 23 x 10","3C90","37.15mm","-","-","-","-","-","-","-","-","-","-","Epoxy","10.92mm","-","-"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E38_8_25_PLT38_25_3.8.pdf,//media.digikey.com/photos/Ferroxcube/PLT.jpg,1779-1156-ND,PLT38/25/3.8-3C95,Ferroxcube,FERRITE CORE,1087,0,"2.34000","0","1","-","Active","PLT","PLT 38 x 25 x 3.8","3C95","-","-","-","-","-","-","-","-","-","-","-","Uncoated","3.81mm","38.10mm","25.40mm"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_8.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65811J250A87.JPG,495-5254-ND,B65811J0250A087,EPCOS (TDK),FERRITE CORE RM 250NH N87 2PCS,1443,0,"2.36000","0","1","B65811","Active","RM","RM 8","N87","-","250nH","±3%","Gapped","118","2200","0.59","38","64","55","2430","Uncoated","8.25mm","23.20mm","11.00mm"
https://en.tdk.eu/inf/80/db/fer/double_aperture_cores.pdf,//media.digikey.com/photos/Epcos%20Photos/B62152A001X001.JPG,495-5810-ND,B62152A0001X001,EPCOS (TDK),FERRITE CORE 2 HOLE 330NH K1,2533,0,"2.37000","0","1","B62152","Active","Multi-Hole (2)","-","K1","-","330nH","±30%","Ungapped","-","80","0.31","15.3","49.7","-","760","Uncoated","14.50mm","14.50mm","8.50mm"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P22_13.pdf,"//media.digikey.com/Photos/Ferroxcube/P(18,22,26)_3C91.jpg",1779-1128-ND,P22/13-3C91,Ferroxcube,FERRITE CORE 2PC SET,2720,0,"2.46000","0","1","-","Active","P (Pot Core)","P 22 x 13","3C91","22.00mm","-","-","-","-","-","-","-","-","-","-","Uncoated","13.40mm","-","-"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E38_8_25.pdf,//media.digikey.com/photos/Ferroxcube/PlanarE.jpg,1779-1034-ND,E38/8/25-3F4,Ferroxcube,FERRITE CORE,1691,0,"2.76000","0","1","-","Active","E","E 38 x 8 x 25","3F4","-","-","-","-","-","-","-","-","-","-","-","Uncoated","8.26mm","38.10mm","25.40mm"
http://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=21410,//media.digikey.com/Photos/Fair-Right/9277010002.JPG,1934-1187-ND,9277010002,Fair-Rite Products Corp.,77 U CORE,1792,0,"2.81000","0","1","-","Active","U","-","77","-","-","-","Ungapped","-","2000","118","116","98","-","11300","Uncoated","20.63mm","41.15mm","11.68mm"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/PQ26_25.pdf,//media.digikey.com/photos/Ferroxcube/PQ.jpg,1779-1182-ND,PQ26/25-3C95,Ferroxcube,FERRITE CORE 2PC SET,1003,0,"2.97000","0","1","-","Active","PQ","PQ 26 x 25","3C95","-","-","-","-","-","-","-","-","-","-","-","Uncoated","24.70mm","27.30mm","19.00mm"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/PQ26_25.pdf,//media.digikey.com/photos/Ferroxcube/PQ.jpg,1779-1183-ND,PQ26/25-3C97,Ferroxcube,FERRITE CORE 2PC SET,224,0,"2.97000","0","1","-","Active","PQ","PQ 26 x 25","3C97","-","-","-","-","-","-","-","-","-","-","-","Uncoated","24.70mm","27.30mm","19.00mm"
https://www.ferroxcube.com/upload/media/product/file/MDS/3c95.pdf,//media.digikey.com/photos/Ferroxcube/PLT.jpg,1779-1159-ND,PLT43/28/4.1-3C95,Ferroxcube,FERRITE CORE,718,0,"3.04000","0","1","-","Active","PLT","PLT 43 x 28 x 4.1","3C95","-","-","-","-","-","-","-","-","-","-","-","Uncoated","4.10mm","43.20mm","27.90mm"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/elp_38_8_25.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66289GX187.JPG,495-5397-ND,B66289G0000X187,EPCOS (TDK),FERRITE CORE ELP N87 1PC,1634,0,"3.14000","0","1","B66289","Active","ELP","ELP 38 x 8 x 25","N87","-","-","-","Ungapped","-","-","-","-","-","-","-","Uncoated","8.25mm","38.10mm","25.40mm"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/ETD49_25_16.pdf,//media.digikey.com/photos/Ferroxcube/ETD.jpg,1779-1109-ND,ETD49/25/16-3C97,Ferroxcube,FERRITE CORE,413,0,"3.15000","0","1","-","Active","ETD","ETD 49 x 25 x 16","3C97","-","-","-","-","-","-","-","-","-","-","-","Uncoated","24.70mm","49.80mm","16.70mm"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/RM10_I.pdf,//media.digikey.com/photos/Ferroxcube/RM_I.jpg,1779-1224-ND,RM10/I-3C95,Ferroxcube,FERRITE CORE 2PC SET,313,0,"3.15000","0","1","-","Active","RM","RM 10","3C95","-","-","-","-","-","-","-","-","-","-","-","Uncoated","18.60mm","28.50mm","13.50mm"
https://en.tdk.eu/inf/80/db/fer/r_25_3_14_8_20_0.pdf,//media.digikey.com/photos/Epcos%20Photos/B64290L0038X087.JPG,495-76562-ND,B64290L0616X038,EPCOS (TDK),FERRITE CORE TOROID 21.3UH T38,394,0,"3.25000","0","1","B64290","Active","Toroid","-","T38","26.60mm","21.3µH","±30%","Ungapped","-","10000","0.59","60.07","102.5","-","6157","Epoxy","21.30mm","-","-"
