Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Convert From (Adapter End)","Convert To (Adapter End)","Interface","Features","Utilized IC / Part"
https://assets.tripplite.com/product-pdfs/en/u442dock4s.pdf,-,TL1945-ND,U442-DOCK4-S,Tripp Lite,"USB-C DOCKING STATION, HDMI, VGA",20,0,"175.34000","0","1","-","Active","USB to DisplayPort, Ethernet, HDMI, USB, VGA","USB - C 3.0 (3.1 Gen 1, Superspeed) Female","3.5mm Female, DisplayPort Female, D-Sub HD15 Female, HDMI Female, USB - A 3.0 (3.1 Gen 1, Superspeed) Female (2)","-","Thunderbolt Compatible, USB - C Charging Port","-"
http://www.ebmpapst.us/media/content/downloads_1/accessories/21490-1-0174.pdf,//media.digikey.com/Photos/EBM-Papst%20Ind%20Photos/21490-1-0174.jpg,381-3153-ND,21490-1-0174,ebm-papst Inc.,ADAPTER USB - RJ45,4,0,"534.42000","0","1","-","Active","USB to Ethernet","USB - B 2.0 Female","RJ45 Female","RS-485","LED Indicator","-"
https://cdn.sick.com/media/pdf/0/50/750/dataSheet_AKA-NXL1BXB12KX_6067651_en.pdf,//media.digikey.com/Photos/Sick%20Photos/MFG_AKA-NXL1BXB12KX.jpg,1882-1732-ND,AKA-NXL1BXB12KX,"SICK, Inc.",AGVAGC BUS ADAPTER CAN-USB,2,0,"724.50000","0","1","-","Active","-","D-Sub 09 Pos (DB9) Male","USB - A 2.0 Male","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3048_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3048.jpg,1528-1614-ND,3048,Adafruit Industries LLC,MINI HDMI TO VGA VIDEO ADAPTER W,29,0,"17.50000","0","1","-","Active","HDMI - Mini to VGA","HDMI - Mini Male","D-Sub 15 Pos (DB15) Female","-","-","-"
http://advdownload.advantech.com/productfile/PIS/BB-485USBTB-2W/Product%20-%20Datasheet/485USBTB-2W_485USBTB-4W_2716ds20170328041943.pdf,//media.digikey.com/Photos/B&B%20Electronics/MFG_485USBTB-4W.jpg,1165-1027-ND,BB-485USBTB-4W,"B&B SmartWorx, Inc.",MINI CONVERTER USB TO RS-485,17,0,"91.00000","0","1","-","Obsolete","USB to Serial","USB - B 2.0 Female","Terminal Block","RS-485","-","-"
-,//media.digikey.com/Photos/EBM-Papst%20Ind%20Photos/MFG_21490-1-0174A.jpg,381-3653-ND,21490-1-0174A,ebm-papst Inc.,ADAPTER USB-RS485 DRIVE STUDIO,21,0,"273.74000","0","1","-","Active","USB to Serial","USB - B 2.0 Female","Terminal Block","RS-485","LED Indicator","-"
http://advdownload.advantech.com/productfile/PIS/BB-USO9ML2-2P/Product%20-%20Datasheet/USO9ML2-2P%20&%20USO9ML2-4P_1417ds20170408040921.pdf,//media.digikey.com/Photos/B&B%20Electronics/USO9ML2-4P.jpg,1165-1062-ND,BB-USO9ML2-4P,"B&B SmartWorx, Inc.",CONVERTER ISO USB TO 4PORT RS232,0,3,"315.18000","0","1","-","Active","USB to Serial","USB - B 2.0 Female","D-Sub 09 Pos (DB9) Male (4)","RS-232","ESD Protecting, LED Indicator","-"
http://advdownload.advantech.com/productfile/PIS/BB-USR602/Product%20-%20Datasheet/USR602-USR604_2817ds20170711233302.pdf,//media.digikey.com/Photos/B&B%20Electronics/MFG_USR60x-SERIES.jpg,1165-1198-ND,BB-USR602,"B&B SmartWorx, Inc.",USB TO ISOLATED RS-232/422/485 -,0,0,"357.41000","0","1","-","Active","USB to Serial","USB - B 2.0 Female","D-Sub 09 Pos (DB9) Male (2)","RS-232, RS-422, RS-485","ESD Protecting, LED Indicator","-"
https://www.ixxat.com/docs/librariesprovider8/default-document-library/products/can-pc-interfaces/usb-to-can-v2-manual-english.pdf,//media.digikey.com/Photos/HMS-Industrial-Networks/1.01.0281.11001.jpg,1976-1039-ND,1.01.0281.12001,HMS Networks,USB-CAN V2 INTERFACE,0,0,"357.50000","0","1","-","Active","USB to CAN","USB - A 2.0 Male","D-Sub 09 Pos (DB9) Male","-","LED Indicator","-"
https://assets.tripplite.com/product-pdfs/en/p126000.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P126-000.jpg,TL811-ND,P126-000,Tripp Lite,ADAPTER DVI ANALOG TO HD15M,22,0,"8.36000","0","1","-","Active","DVI to VGA","DVI-I Dual Link Female","D-Sub HD15 Male","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/TEL0010_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_TEL0010.jpg,1738-1316-ND,TEL0010,DFRobot,USB TO TTL CONVERTER (CP210),19,0,"9.27000","0","1","-","Active","USB to Serial","USB - A 2.0 Male","7 Pos Socket Female","RS-232, TTL","-","CP210"
-,//media.digikey.com/photos/Parallax%20Photos/MFG_28030.jpg,28030-ND,28030,Parallax Inc.,ADAPTER USB TO SERIAL RS232,2,0,"18.07000","0","1","-","Active","-","-","-","-","-","FT231XS-R"
https://assets.tripplite.com/product-pdfs/en/u43606ngb.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U436-06N-GB.jpg,TL1897-ND,U436-06N-GB,Tripp Lite,USB C TO GIGABIT ETHERNET ADAPTE,3,0,"28.40000","0","1","-","Active","USB to Ethernet","USB - C 3.0 (3.1 Gen 1, Superspeed) Male","RJ45 Female, USB - C 3.0 (3.1 Gen 1, Superspeed) Female","-","Thunderbolt Compatible","-"
https://assets.tripplite.com/product-pdfs/en/p13106n.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P131-06N.jpg,TL1578-ND,P131-06N,Tripp Lite,CABLE CONVERTER 6',1,0,"32.89000","0","1","-","Active","HDMI to VGA","HDMI Male","3.5mm Female, D-Sub HD15 Female, USB - Micro B 2.0 Female","-","-","-"
http://www.ftdichip.com/Support/Documents/DataSheets/Modules/DS_DB9-USB-RS232.pdf,//media.digikey.com/Photos/FTDI%20(Future%20Tech%20Devices)/DB9-USB-F.jpg,768-1010-ND,DB9-USB-D3-M,"FTDI, Future Technology Devices International Ltd",MOD USB UART EMBDED 3.3V MALE,5,0,"15.63000","0","1","-","Active","USB to Serial","USB - Mini B 2.0 Female","D-Sub 09 Pos (DB9) Male","UART","D-Shaped Housing","FT232R"
https://assets.tripplite.com/product-pdfs/en/p13706ndvi.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P137-06N-DVI.jpg,TL624-ND,P137-06N-DVI,Tripp Lite,MINI DISPLAYPORT TO DVI ADAPTER,19,0,"16.86000","0","1","-","Active","DisplayPort - Mini to DVI","DisplayPort - Mini Male","DVI-I Dual Link Female","-","Thunderbolt Compatible","-"
https://assets.tripplite.com/product-pdfs/en/u4600042a2c.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U460-004-2A2C.JPG,TL1407-ND,U460-004-2A2C,Tripp Lite,4-PORT USB 3.1 GEN 1 PORTABLE HU,2,0,"40.00000","0","1","-","Active","USB to USB","USB - C 3.0 (3.1 Gen 1, Superspeed) Male","USB - A 3.0 (3.1 Gen 1, Superspeed) Female (2), USB - C 3.0 (3.1 Gen 1, Superspeed) Female (2)","-","Optional External Power, Thunderbolt Compatible","-"
https://assets.tripplite.com/product-pdfs/en/u44406ndc.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U444-06N-D-C.jpg,TL1081-ND,U444-06N-D-C,Tripp Lite,USB 3.1 GEN 1 USB-C TO DVI DISPL,1,0,"46.70000","0","1","-","Active","USB to DVI","USB - C 3.0 (3.1 Gen 1, Superspeed) Male","DVI-I Dual Link Female","-","Thunderbolt Compatible, USB - C Charging Port","-"
https://assets.tripplite.com/product-pdfs/en/u44406nduc.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U444-06N-DU-C.jpg,TL1082-ND,U444-06N-DU-C,Tripp Lite,USB 3.1 GEN 1 USB-C TO DVI DISPL,1,0,"60.44000","0","1","-","Active","USB to DVI, USB","USB - C 3.0 (3.1 Gen 1, Superspeed) Male","DVI-I Dual Link Female, USB - A 3.0 (3.1 Gen 1, Superspeed) Female","-","Thunderbolt Compatible, USB - C Charging Port","-"
https://assets.tripplite.com/product-pdfs/en/u44406nh4uc.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U444-06N-H4U-C.jpg,TL1084-ND,U444-06N-H4U-C,Tripp Lite,USB 3.1 GEN 1 USB-C TO HDMI EXTE,1,0,"68.68000","0","1","-","Active","USB to HDMI, USB","USB - C 3.0 (3.1 Gen 1, Superspeed) Male","HDMI Female, USB - A 3.0 (3.1 Gen 1, Superspeed) Female","-","Thunderbolt Compatible, USB - C Charging Port","-"
https://assets.tripplite.com/product-pdfs/en/u44406ndguc.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U444-06N-DGU-C.jpg,TL1402-ND,U444-06N-DGU-C,Tripp Lite,USB 3.1 GEN 1 USB-C TO DVI EXTER,5,0,"85.16000","0","1","-","Active","USB to DVI, Ethernet, USB","USB - C 3.0 (3.1 Gen 1, Superspeed) Male","DVI-I Dual Link Female, RJ45 Female, USB - A 3.0 (3.1 Gen 1, Superspeed) Female","-","Thunderbolt Compatible, USB - C Charging Port","-"
https://assets.tripplite.com/product-pdfs/en/b090a9fx.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_B090-A9%20Series.jpg,TL2004-ND,B090-A9F-X,Tripp Lite,DB9F RJ45 CROSSOVER MOD ADAPTER,0,0,"8.93000","0","1","-","Active","Serial to Ethernet","D-Sub 09 Pos (DB9) Female","RJ45 Female","-","-","-"
https://assets.tripplite.com/product-pdfs/en/p139003dpv2b.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P139-0xx-DP-V2B.jpg,TL1605-ND,P139-003-DP-V2B,Tripp Lite,KEYSPAN MINI DISPLAYPORT 1.2A TO,8,0,"17.82000","0","1","-","Active","DisplayPort - Mini to DisplayPort","DisplayPort - Mini Male","DisplayPort Female","-","-","-"
https://assets.tripplite.com/product-pdfs/en/p13906ndpv2b.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P139-06N-DP-V2B.jpg,TL1609-ND,P139-06N-DP-V2B,Tripp Lite,KEYSPAN MINI DISPLAYPORT 1.2A TO,14,0,"18.33000","0","1","-","Active","DisplayPort - Mini to DisplayPort","DisplayPort - Mini Male","DisplayPort Female","-","-","-"
https://assets.tripplite.com/product-pdfs/en/p936000.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P936-000.jpg,TL1688-ND,P936-000,Tripp Lite,SATA DRIVE CONT CONVE 40 PIN,9,0,"18.69000","0","1","-","Active","IDE to Serial","40 Pos Socket","7 Pin Male, LP4 Female, LP4 Male","IDE, SATA","-","-"
https://assets.tripplite.com/product-pdfs/en/p139006dpv2b.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P139-0xx-DP-V2B.jpg,TL1606-ND,P139-006-DP-V2B,Tripp Lite,KEYSPAN MINI DISPLAYPORT 1.2A TO,4,0,"20.36000","0","1","-","Active","DisplayPort - Mini to DisplayPort","DisplayPort - Mini Male","DisplayPort Female","-","-","-"
https://assets.tripplite.com/product-pdfs/en/p13106nmini.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P131-06N-MINI.jpg,TL1577-ND,P131-06N-MINI,Tripp Lite,MINI HDMI TO VGA CONVERTER 6"",1,0,"31.39000","0","1","-","Active","HDMI - Mini to VGA","HDMI - Mini Male","D-Sub HD15 Female, USB - Micro B 2.0 Female","-","-","-"
https://assets.tripplite.com/product-pdfs/en/p13106n2vau.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P131-06N-2VA-U.jpg,TL1575-ND,P131-06N-2VA-U,Tripp Lite,2-PORT HDMI TO VGA SPLITTER,5,0,"45.33000","0","1","-","Active","HDMI to VGA","HDMI Male","3.5mm Female, D-Sub HD15 Female, USB - Micro B 2.0 Female","-","LED Indicator","-"
https://assets.tripplite.com/product-pdfs/en/p139000dp.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P139-000-DP.jpg,P139-000-DP-ND,P139-000-DP,Tripp Lite,MINI DISPLAYPORT TO DISPLAYPORT,0,0,"13.33000","0","1","-","Active","DisplayPort - Mini to DisplayPort","DisplayPort - Mini Male","DisplayPort Female","-","-","-"
https://assets.tripplite.com/product-pdfs/en/u43606ngbw.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U436-06N-GBW.JPG,U436-06N-GBW-ND,U436-06N-GBW,Tripp Lite,USB CABLES,0,0,"28.40000","0","1","-","Active","USB to Ethernet","USB - C 3.0 (3.1 Gen 1, Superspeed) Male","RJ45 Female","-","Thunderbolt Compatible","-"
https://assets.tripplite.com/product-pdfs/en/u44406nhdam.pdf,-,U444-06N-HD-AM-ND,U444-06N-HD-AM,Tripp Lite,USB CABLES GRAPHICS CARD ADAPTER,0,0,"31.39000","0","1","-","Active","USB to HDMI","USB - C 3.0 (3.1 Gen 1, Superspeed) Male","HDMI Female","-","Thunderbolt Compatible","-"
https://assets.tripplite.com/product-pdfs/en/u44406nvgaam.pdf,-,U444-06N-VGA-AM-ND,U444-06N-VGA-AM,Tripp Lite,USB CABLES GRAPHICS CARD ADAPTER,0,0,"32.89000","0","1","-","Active","USB to VGA","USB - C 3.0 (3.1 Gen 1, Superspeed) Male","D-Sub HD15 Female","-","Thunderbolt Compatible","-"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3537_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3537.jpg,1528-2329-ND,3537,Adafruit Industries LLC,"HDMI TO RCA AUDIO AND CVBS NTSC,",0,0,"34.95000","0","1","-","Active","HDMI to RCA","HDMI - Mini Female","RCA Female (3), S-Video Female","-","LED Indicator","-"
https://assets.tripplite.com/product-pdfs/en/p13706nhdv4k6.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P137-06N-HDV4K6.jpg,P137-06N-HDV4K6-ND,P137-06N-HDV4K6,Tripp Lite,MINI DISPLAYPORT 1.2 TO VGA/DVI/,0,0,"46.02000","0","1","-","Active","DisplayPort - Mini to DVI, HDMI, VGA","DisplayPort - Mini Male","D-Sub HD15 Female, DVI-D Single Link Female, HDMI Female","-","Thunderbolt Compatible","-"
https://assets.tripplite.com/product-pdfs/en/p13606nhdv4k6.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P136-06N-HDV4K6.jpg,P136-06N-HDV4K6-ND,P136-06N-HDV4K6,Tripp Lite,DISPLAYPORT 1.2 TO VGA / DVI / H,0,0,"47.39000","0","1","-","Active","DisplayPort to DVI, HDMI, VGA","DisplayPort Male","D-Sub HD15 Female, DVI-D Single Link Female, HDMI Female","-","-","-"
https://assets.tripplite.com/product-pdfs/en/u339001flat.pdf,-,U339-001-FLAT-ND,U339-001-FLAT,Tripp Lite,HARD DRIVE FLAT QUICK DOCK,0,0,"49.13000","0","1","-","Active","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/u44406nhd.pdf,-,U444-06N-HD-ND,U444-06N-HD,Tripp Lite,USB CABLES VIDEO GRAPHICS CARD A,0,0,"52.20000","0","1","-","Active","USB to HDMI","USB - C 3.0 (3.1 Gen 1, Superspeed) Male","HDMI Female","-","Thunderbolt Compatible","-"
https://assets.tripplite.com/product-pdfs/en/u44406nvga.pdf,-,U444-06N-VGA-ND,U444-06N-VGA,Tripp Lite,USB C TO VGA VIDEO ADAPTER,0,0,"52.20000","0","1","-","Active","USB to VGA","USB - C 3.0 (3.1 Gen 1, Superspeed) Male","D-Sub HD15 Female","-","Thunderbolt Compatible","-"
https://assets.tripplite.com/product-pdfs/en/u44406nhdv4k.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U444-06N-HDV4K.jpg,U444-06N-HDV4K-ND,U444-06N-HDV4K,Tripp Lite,USB C TO HDMI/DVI/VGA MULTIPORT,0,0,"68.68000","0","1","-","Active","USB to DVI, HDMI, VGA","USB - C 3.0 (3.1 Gen 1, Superspeed) Male","D-Sub HD15 Female, DVI-D Dual Link Female, HDMI Female","-","Thunderbolt Compatible","-"
https://assets.tripplite.com/product-pdfs/en/u439001.pdf,-,U439-001-ND,U439-001,Tripp Lite,USB 3.1 GEN 1 SATA HARD DRIVE QU,0,0,"70.65000","0","1","-","Active","USB to Serial","USB - C 3.0 (3.1 Gen 1, Superspeed) Male","22 Pin (Power Socket) Female","SATA","External SATA Drive Connector Port, LED Indicator, Thunderbolt Compatible","-"
https://assets.tripplite.com/product-pdfs/en/u344001vga.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U344-001-VGA.jpg,U344-001-VGA-ND,U344-001-VGA,Tripp Lite,USB 3.0 TO DVI OR VGA ADAPTER,0,0,"76.92000","0","1","-","Active","USB to VGA","USB - A 3.0 (3.1 Gen 1, Superspeed) Male","D-Sub HD15 Female","-","-","-"
http://advdownload.advantech.com/productfile/PIS/BB-485USB9F-2W/Product%20-%20Datasheet/485USB9F-2Wx_485USB9F-4Wx_1017ds20170327234647.pdf,//media.digikey.com/Photos/B&B%20Electronics/MFG_485USB9F-4W-LS.jpg,BB-485USB9F-4W-LS-ND,BB-485USB9F-4W-LS,"B&B SmartWorx, Inc.","USB TO SERIAL 1PT 485, 4 WR DB9F",0,0,"93.73000","0","1","-","Active","USB to Serial","USB - B 2.0 Female","D-Sub 09 Pos (DB9) Female","RS-485","-","-"
https://assets.tripplite.com/product-pdfs/en/u344001dp.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U344-001-DP.jpg,U344-001-DP-ND,U344-001-DP,Tripp Lite,USB 3.0 TO DISPLAYPORT VID ADAPT,0,0,"98.90000","0","1","-","Active","USB - Micro to DisplayPort","USB - Micro B 3.0 (3.1 Gen 1, Superspeed) Female","DisplayPort Female","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/B&B%20Smartworx%20PDFs/HDVDS-S.pdf,-,BB-HDVDS-S-ND,BB-HDVDS-S,"B&B SmartWorx, Inc.",VEHICLE STREAMER HEAVY DUTY,0,19,"108.00000","0","1","-","Active","Serial to Serial","D-Sub 15 Pos (DB15) Female","D-Sub 09 Pos (DB9) Female","RS-232","-","-"
http://advdownload.advantech.com/productfile/PIS/BB-USO9ML4/Product%20-%20Datasheet/USOPTL4-USPTL4-USO9ML4_1317ds20170404223928.pdf,-,BB-USO9ML4-ND,BB-USO9ML4,"B&B SmartWorx, Inc.",CONVERTER USB TO ISOLATED 422/48,0,14,"125.66000","0","1","-","Active","USB to Serial","USB - B 2.0 Female","D-Sub 09 Pos (DB9) Male","RS-422, RS-485","ESD Protecting, LED Indicator","-"
https://assets.tripplite.com/product-pdfs/en/u344001hddvi.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U344-001-HDDVI.jpg,U344-001-HDDVI-ND,U344-001-HDDVI,Tripp Lite,USB 3.0 TO DISPLAYPORT VID ADAPT,0,0,"129.12000","0","1","-","Active","USB to DVI, HDMI","USB - B 3.0 (3.1 Gen 1, Superspeed) Female","DVI-I Dual Link Female, HDMI Female","-","LED Indicator","-"
http://advdownload.advantech.com/productfile/PIS/BB-USOPTL4DR-LS/Product%20-%20Datasheet/USOPTL4DR-xx_3916ds20170331052059.pdf,//media.digikey.com/Photos/B&B%20Electronics/MFG_USOPTL4DR%20SERIES.jpg,BB-USOPTL4DR-ND,BB-USOPTL4DR,"B&B SmartWorx, Inc.",USB TO ISOLATED 422/485 CONVERTE,0,88,"146.26000","0","1","-","Active","USB to Serial","USB - B 2.0 Female","Terminal Block","RS-422, RS-485","ESD Protecting","-"
https://assets.tripplite.com/product-pdfs/en/u342dhg402.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U342-DHG-402.jpg,U342-DHG-402-ND,U342-DHG-402,Tripp Lite,USB 3.0 TO DISPLAYPORT VID ADAPT,0,0,"172.71000","0","1","-","Active","USB to DVI, Ethernet, HDMI, USB","3.5mm Female (2), USB - A 3.0 (3.1 Gen 1, Superspeed) Female (2)","DVI-I Dual Link Female, HDMI Female, RJ45 Female, USB - A 2.0 Female (4), USB - B 3.0 (USB 3.1 Gen 1 Superspeed) Female","-","-","-"
http://advdownload.advantech.com/productfile/PIS/BB-USOPTL4DR-LS/Product%20-%20Datasheet/USOPTL4DR-xx_3916ds20170331052059.pdf,//media.digikey.com/Photos/B&B%20Electronics/MFG_USOPTL4DR%20SERIES.jpg,BB-USOPTL4DR-2-ND,BB-USOPTL4DR-2,"B&B SmartWorx, Inc.",USB TO ISOLATED 2 PORT 422/485 C,0,150,"210.12000","0","1","-","Active","USB to Serial","USB - B 2.0 Female","Terminal Block (2)","RS-422, RS-485","ESD Protecting","-"
http://advdownload.advantech.com/productfile/PIS/BB-ESU2-100/Product%20-%20Datasheet/ESU2-QSU2_100-400_4-8port_2917ds20171129110954.pdf,//media.digikey.com/Photos/B&B%20Electronics/QSU2-100.jpg,1165-1242-ND,BB-QSU2-100,"B&B SmartWorx, Inc.",SERIAL DEVICE SERVER 4-PORT,1,0,"220.00000","0","1","-","Obsolete","USB to Serial","USB - B 2.0 Female","D-Sub 09 Pos (DB9) Male (4)","RS-232","LED Indicator","-"
-,-,1.01.0282.12001-ND,1.01.0282.12001,HMS Networks,USB-TO-CAN V2 SUB-D9,0,0,"302.50000","0","1","-","Active","USB to CAN","USB - A 2.0 Male","D-Sub 09 Pos (DB9) Male","-","-","-"
-,-,1.01.0352.12001-ND,1.01.0352.12001,HMS Networks,USB-TO-CAN FD SUB-D9,0,0,"400.40000","0","1","-","Active","USB to CAN","USB - A 2.0 Male","D-Sub 09 Pos (DB9) Male","-","-","-"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_317990026.jpg,1597-1532-ND,317990026,"Seeed Technology Co., Ltd",CH340G USB TO SERIAL (TTL) MODUL,5,0,"1.99000","0","1","-","Obsolete","USB to Serial","USB - A 2.0 Female","SIL (Single Inline)","TTL","-","CH340G"
-,-,A-USB-LL-ND,A-USB-LL,Assmann WSW Components,CABLE USB LAPLINK ADAPTER 2M,0,0,"Obsolete","0","120","-","Obsolete","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Assmann%20PDFs/DN-3002.pdf,"//media.digikey.com/photos/Assmann%20Photos/DN-3002,3.jpg",AE1322-ND,DN-3002,Assmann WSW Components,ADAPTER USB LAPLINK 1.1 VERSION,0,0,"Obsolete","0","120","-","Obsolete","USB to USB","USB - A 2.0 Male","USB - A 2.0 Male","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Assmann%20PDFs/DN-3002.pdf,"//media.digikey.com/photos/Assmann%20Photos/DN-3002,3.jpg",AE1323-ND,DN-3003,Assmann WSW Components,ADAPTER USB NETLINK 1.1 VERSION,0,0,"Obsolete","0","60","-","Obsolete","USB to USB","USB - A 2.0 Male","USB - A 2.0 Male","-","-","-"
https://assets.tripplite.com/product-pdfs/en/u209004.pdf,-,U209-004-ND,U209-004,Tripp Lite,ADAPTER USB TO SERIAL 4 PORT,0,0,"Obsolete","0","1","-","Obsolete","USB to Serial","USB - A 2.0 Male","D-Sub 09 Pos (DB9) Male (4)","RS-232","-","-"
//media.digikey.com/pdf/Data%20Sheets/Assmann%20PDFs/DA-70145.pdf,//media.digikey.com/photos/Assmann%20Photos/Mfg_DA-70145.jpg,AE10288-ND,DA-70145,Assmann WSW Components,ADAPTER USB 1.1 TO SERIAL M/DB-9,0,0,"Obsolete","0","50","Digitus®","Obsolete","USB to Serial","USB - A 2.0 Male","D-Sub 09 Pos (DB9) Male","RS-232","-","-"
//media.digikey.com/pdf/Data%20Sheets/Assmann%20PDFs/DA-70146.pdf,//media.digikey.com/photos/Assmann%20Photos/Mfg_DA-70146.jpg,AE10289-ND,DA-70146,Assmann WSW Components,ADAPTER USB 2.0 TO SERIAL M/DB-9,0,0,"Obsolete","0","50","Digitus®","Obsolete","USB to Serial","USB - A 2.0 Male","D-Sub 09 Pos (DB9) Male","RS-232","LED Indicator","-"
//media.digikey.com/pdf/Data%20Sheets/Assmann%20PDFs/Digitus%20Product.pdf,//media.digikey.com/photos/Assmann%20Photos/Mfg_DA-70147.jpg,DA-70147-ND,DA-70147,Assmann WSW Components,ADAPTER IDE - USB 2.0 1.2M,0,0,"Discontinued at Digi-Key","0","120","Digitus®","Discontinued at Digi-Key","USB to Parallel","USB - A 2.0 Male","40 Pos Socket Female","IDE","-","-"
http://www.services.assmann.com/download/adm/support-manual-en/195580.pdf,//media.digikey.com/photos/Assmann%20Photos/Mfg_DA-70148-1.jpg,AE10639-ND,DA-70148-1,Assmann WSW Components,ADAPTER IDE - USB 2.0,0,0,"Obsolete","0","1","Digitus®","Obsolete","USB to Parallel/Serial","USB - A 2.0 Male","40 Pos Socket Female","IDE, SATA","LED Indicator","-"
//media.digikey.com/pdf/Data%20Sheets/Assmann%20PDFs/Digitus%20Product.pdf,//media.digikey.com/photos/Assmann%20Photos/Mfg_DN-7003GT.jpg,DN-7003GT-ND,DN-7003GT,Assmann WSW Components,WIRELESS LAN USB 2.0 ADAPTER,0,0,"Discontinued at Digi-Key","0","360","Digitus®","Discontinued at Digi-Key","-","USB - A 2.0 Male","-","-","-","-"
http://www.dlpdesign.com/usb/dlp-usb232mv16.pdf,//media.digikey.com/photos/DLP%20Design%20Inc/DLP-USB232M-G.JPG,813-1018-ND,DLP-USB232M-G,DLP Design Inc.,MODULE USB-TO-TTL SRL UART CONV,0,0,"Discontinued at Digi-Key","0","1","DLP-USB232M","Discontinued at Digi-Key","USB to Serial","USB - B 2.0 Female","DIL (Dual Inline)","UART","-","FT232BM"
//media.digikey.com/pdf/Data%20Sheets/DLP%20Design%20PDFs/DLP-USB245M_UM.pdf,//media.digikey.com/photos/DLP%20Design%20Inc/DLP-USB245M-G.JPG,813-1019-ND,DLP-USB245M-G,DLP Design Inc.,MODULE USB-TO-TTL PARL FIFO CONV,0,0,"Obsolete","0","250","DLP-USB245M","Obsolete","USB to Parallel","USB - B 2.0 Female","DIL (Dual Inline)","FIFO","-","FT245BM"
//media.digikey.com/pdf/Data%20Sheets/Assmann%20PDFs/DA-70155.pdf,//media.digikey.com/Photos/Assmann%20Photos/MFG_DA-70155.jpg,AE10548-ND,DA-70155,Assmann WSW Components,ADAPTER USB 1.1 TO SERIAL M/DB-9,0,0,"Obsolete","0","50","Digitus®","Obsolete","USB to Serial","USB - A 2.0 Male","D-Sub 09 Pos (DB9) Male","RS-232","-","PL2303RA"
http://advdownload.advantech.com/productfile/PIS/BB-485USBTB-2W/Product%20-%20Datasheet/485USBTB-2W_485USBTB-4W_2716ds20170328041943.pdf,//media.digikey.com/Photos/B&B%20Electronics/MFG_485USBTB-2W.jpg,1165-1026-ND,BB-485USBTB-2W,"B&B SmartWorx, Inc.",MINI CONVERTER USB TO RS-485,0,0,"Obsolete","0","1","-","Obsolete","USB to Serial","USB - B 2.0 Female","Terminal Block","RS-485","-","-"
http://advdownload.advantech.com/productfile/PIS/BB-485USBTB-2W/Product%20-%20Datasheet/485USBTB-2W_485USBTB-4W_2716ds20170328041943.pdf,//media.digikey.com/photos/B&B%20Electronics/485USBTB-2W-LS.jpg,1165-1113-ND,BB-485USBTB-2W-LS,"B&B SmartWorx, Inc.",NETWORKING HARDWARE,0,0,"Obsolete","0","1","-","Obsolete","USB to Serial","USB - B 2.0 Female","Terminal Block","RS-485","-","-"
