Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Disconnect Type","Number of Positions","Number of Levels","Terminal - Width","Termination Style","Current - IEC","Voltage - IEC","Current - UL","Voltage - UL","Wire Gauge or Range - AWG","Wire Gauge or Range - mm²","Features","Color","Fuse Type"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3100318.pdf,//media.digikey.com/photos/Phoenix%20Photos/3100318.jpg,277-1507-ND,3100318,Phoenix Contact,CONN TERM BLK GROUND 14-30AWG,151,750,"9.90000","0","1","CLIPLINE MT","Active","Ground, Earth","-","2","1","4.2mm","Screw","-","-","-","-","14-30 AWG","0.14-1.5mm²","-","Green, Yellow","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3031322.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3031322.jpg,277-3284-ND,3031322,Phoenix Contact,CONN TERM BLK GROUND 12-28AWG,388,13350,"10.00000","0","1","CLIPLINE ST","Active","Ground, Earth","-","4","1","5.2mm","Push In, Spring","-","-","-","-","12-28 AWG","0.08-4mm²","-","Green, Yellow","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3214275.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3214275.JPG,277-2546-ND,3214275,Phoenix Contact,CONN TERM BLK GROUND 12-26AWG,218,450,"10.04000","0","1","CLIPLINE UT","Active","Ground, Earth","-","6","3; Connected","5.2mm","Screw","-","-","-","-","12-26 AWG","0.14-4mm²","-","Green, Yellow","-"
-,//media.digikey.com/Photos/Phoenix%20Photos/3038532.JPG,277-9565-ND,3038532,Phoenix Contact,CONN TERM BLK GROUND 12-28AWG,209,0,"10.41000","0","1","CLIPLINE STTB","Active","Ground, Earth","-","6","2; Connected","5.2mm","Push In, Spring","-","-","-","-","12-28 AWG","0.08-4mm²","-","Green, Yellow","-"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3046090.pdf,//media.digikey.com/photos/Phoenix%20Photos/3046090.JPG,277-2035-ND,3046090,Phoenix Contact,CONN TERM BLK DISCONN 10-26AWG,213,25750,"10.60000","0","1","CLIPLINE UT","Active","Disconnect","Fuse, Lever","2","1","6.2mm","Screw","6.3A","500V","6.3A","600V","10-26 AWG","0.14-6mm²","LED","Black","5mm x 20mm"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1011000000.pdf,//media.digikey.com/Photos/Weidmuller/1011000000.JPG,281-2907-ND,1011000000,Weidmüller,CONN TERM BLK DISCONNECT 8-20AWG,180,10950,"10.61000","0","1","W","Active","Disconnect","Fuse, Removable Plug","2","1","7.9mm","Screw","6.3A","250V","9.5A","600V","8-20 AWG","0.5-10mm²","-","Beige","5mm x 20mm"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3046100.pdf,//media.digikey.com/photos/Phoenix%20Photos/3046100.JPG,277-2036-ND,3046100,Phoenix Contact,CONN TERM BLK DISCONN 10-26AWG,191,6000,"10.86000","0","1","CLIPLINE UT","Active","Disconnect","Fuse, Lever","2","1","6.2mm","Screw","6.3A","250V","6.3A","600V","10-26 AWG","0.14-6mm²","LED","Black","5mm x 20mm"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2771010.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2771010.jpg,277-3295-ND,2771010,Phoenix Contact,CONN TERM BLK FEED THRU 12-28AWG,162,1550,"10.88000","0","1","CLIPLINE UKKB","Active","Feed Through","-","4","2","5.2mm","Screw","24A","500V","20A","600V","12-28 AWG","0.2-4mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3210512.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3210512.jpg,277-3971-ND,3210512,Phoenix Contact,CONN TERM BLK FEED THRU 12-26AWG,130,1300,"11.12000","0","1","CLIPLINE PT","Active","Feed Through","-","6","3; Connected","5.2mm","Push In, Spring","20A","500V","20A","300V","12-26 AWG","0.14-4mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1010400000_DS.pdf,//media.digikey.com/photos/Weidmuller/1010400000.jpg,281-1495-ND,1010400000,Weidmüller,CONN TERM BLK GROUND 4-14 AWG,238,550,"11.19000","0","1","W","Active","Ground, Earth","-","2","1","11.9mm","Screw","-","-","-","-","4-14 AWG","1.5-25mm²","-","Green, Yellow","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3210542.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3210542.JPG,277-12498-ND,3210542,Phoenix Contact,CONN TERM BLK FEED THRU 12-26AWG,101,2400,"11.65000","0","1","CLIPLINE PT","Active","Feed Through (3), Isolated","-","7","4; 1 Grounded","5.2mm","Push In, Spring","20A","800V","20A","600V","12-26 AWG","0.14-4mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1022300000.pdf,//media.digikey.com/Photos/Weidmuller/1022300000.JPG,281-3118-ND,1022300000,Weidmüller,CONN TERM BLK FEED THRU 12-30AWG,848,13400,"11.69000","0","1","W","Active","Feed Through","-","4","2; Connected","5.1mm","Screw","24A","400V","20A","600V","12-30 AWG","0.5-4mm²","-","Beige","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1608660000.pdf,//media.digikey.com/Photos/Weidmuller/1608660000.JPG,281-2933-ND,1608660000,Weidmüller,CONN TERM BLK GROUND 12-30AWG,212,19800,"11.90000","0","1","Z","Active","Ground, Earth","-","4","1","5.1mm","Push In, Spring","-","-","-","-","12-30 AWG","0.5-4mm²","-","Green, Yellow","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0442079.pdf,//media.digikey.com/photos/Phoenix%20Photos/0442079.jpg,277-1519-ND,0442079,Phoenix Contact,CONN TERM BLK GROUND 8-26 AWG,426,5900,"12.18000","0","1","CLIPLINE USLKG","Active","Ground, Earth","-","2","1","8.2mm","Screw","-","-","-","-","8-26 AWG","0.2-10mm²","-","Green, Yellow","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3210596.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3210596.jpg,277-2108-ND,3210596,Phoenix Contact,CONN TERM BLK GROUND 12-26AWG,117,1000,"12.25000","0","1","CLIPLINE PTTB","Active","Ground, Earth","-","4","2; Connected","5.2mm","Push In, Spring","-","-","-","-","12-26 AWG","0.14-4mm²","-","Green, Yellow","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1024100000.pdf,//media.digikey.com/Photos/Weidmuller/1024100000.JPG,281-3112-ND,1024100000,Weidmüller,CONN TERM BLK FEED THRU 12-26AWG,163,9000,"13.09000","0","1","W","Active","Feed Through","-","2","1","10.2mm","Screw","-","-","-","-","12-26 AWG","0.5-2.5mm²","Thermocouple, NiCr-Ni","Beige","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0441012.pdf,//media.digikey.com/Photos/Phoenix%20Photos/0441012.jpg,277-3270-ND,0441012,Phoenix Contact,CONN TERM BLK GROUND 12-28AWG,126,5800,"13.36000","0","1","CLIPLINE USLKG","Active","Ground, Earth","-","2","1","6.2mm","Screw","-","-","-","-","12-28 AWG","0.2-4mm²","-","Green, Yellow","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3212950.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3212950.JPG,277-8000-ND,3212950,Phoenix Contact,CONN TERM BLK GROUND 8-20 AWG,538,0,"13.70000","0","1","CLIPLINE PT","Active","Ground, Earth","-","4","1","8.2mm","Push In, Spring","-","-","-","-","8-20 AWG","0.5-10mm²","-","Green, Yellow","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=3044670,//media.digikey.com/Photos/Phoenix%20Photos/3044670.jpg,277-15135-ND,3044670,Phoenix Contact,CONN TERM BLK DISCONN 12-26AWG,915,6500,"13.77000","0","1","CLIPLINE UTT","Active","Disconnect","Switch, Knife","4","2","5.2mm","Screw","16A","400V","16A","300V","12-26 AWG","0.14-4mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3214366.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3214366.jpg,277-10212-ND,3214366,Phoenix Contact,CONN TERM BLK DISCONN 10-26AWG,334,750,"13.94000","0","1","CLIPLINE UT","Active","Disconnect, Feed Through","Fuse, Lever","4","2","6.2mm","Screw","-","500V","16A","300V","10-26 AWG","0.14-4mm²","LED","Black","5mm x 20mm"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2775207.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2775207.JPG,277-3447-ND,2775207,Phoenix Contact,CONN TERM BLK FEED THROUGH GRAY,247,0,"13.97000","0","1","CLIPLINE UDK","Active","Feed Through","-","4","1","6.2mm","Screw","-","630V","-","-","-","0.2-6mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2772077.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2772077.JPG,277-3511-ND,2772077,Phoenix Contact,CONN TERM BLK FEED THRU 6-24 AWG,440,0,"14.67000","0","1","CLIPLINE UKKB","Active","Feed Through","-","4","2","10.2mm","Screw","76A","500V","65A","600V","6-24 AWG","0.5-16mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0461018.pdf,//media.digikey.com/photos/Phoenix%20Photos/0461018.jpg,277-1521-ND,0461018,Phoenix Contact,CONN TERM BLK FEED THRU 10-26AWG,248,4100,"15.11000","0","1","CLIPLINE SLKK","Active","Feed Through (2), Isolated","-","5","3; 1 Grounded","6.2mm","Screw","34A","500V","30A","600V","10-26 AWG","0.2-4mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/9532440000.pdf,//media.digikey.com/Photos/Weidmuller/9532440000.jpg,281-3121-ND,9532440000,Weidmüller,CONN TERM BLK DISCONN 12-22AWG,200,800,"15.13000","0","1","SAK","Active","Disconnect, Feed Through","Fuse, Lever","4","2","8.0mm","Screw","6.3A","500V","10A","300V","12-22 AWG","0.5-4mm²","-","Beige","5mm x 20mm"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=0309109,//media.digikey.com/Photos/Phoenix%20Photos/0309109.jpg,277-3639-ND,0309109,Phoenix Contact,CONN TERM BLK DISCONNECT 8-26AWG,404,7400,"15.52000","0","1","CLIPLINE URTK","Active","Disconnect","Switch, Slide","2","1","8.2mm","Screw","57A","500V","50A","600V","8-26 AWG","0.5-16mm²","-","Gray","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=3035344,//media.digikey.com/Photos/Phoenix%20Photos/3035344.jpg,277-15074-ND,3035344,Phoenix Contact,CONN TERM BLK GROUND 4-16 AWG,121,0,"15.66000","0","1","CLIPLINE ST","Active","Ground, Earth","-","3","1","12.2mm","Push In, Spring","76A","-","-","-","4-16 AWG","0.2-25mm²","-","Green, Yellow","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2715092.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2715092.JPG,277-3333-ND,2715092,Phoenix Contact,CONN TERM BLK FEED THRU 14-30AWG,515,2100,"16.22000","0","1","CLIPLINE DIKD","Active","Feed Through","-","6","3; Connected","6.2mm","Screw","24A","250V","15A","300V","14-30 AWG","0.2-4mm²","-","Gray","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=3211903,//media.digikey.com/Photos/Phoenix%20Photos/3211903.JPG,277-3936-ND,3211903,Phoenix Contact,CONN TERM BLK DISCONN 10-24AWG,185,4300,"16.65000","0","1","CLIPLINE PT","Active","Disconnect","Fuse, Lever","2","1","6.2mm","Push In, Spring","6.3A","24V","6.3A","30V","10-24 AWG","0.2-6mm²","LED","Black","5mm x 20mm"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3214320.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3214320.jpg,277-10215-ND,3214320,Phoenix Contact,CONN TERM BLK DISCONN 10-26AWG,187,3000,"17.69000","0","1","CLIPLINE UT","Active","Disconnect, Feed Through, Isolated","Fuse, Lever","5","3; 1 Grounded","6.2mm","Screw","6.3A","500V","16A","300V","10-26 AWG","0.14-6mm²","-","Black","5mm x 20mm"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0443052.pdf,//media.digikey.com/photos/Phoenix%20Photos/MFG_0443052.jpg,277-3633-ND,0443052,Phoenix Contact,CONN TERM BLK GROUND 4-22 AWG,134,400,"18.79000","0","1","CLIPLINE UISLKG","Active","Ground, Earth","-","2","1","12.0mm","Screw","76A","-","-","-","4-22 AWG","2.5-25mm²","-","Green, Yellow","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3005507.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3005507.JPG,277-3323-ND,3005507,Phoenix Contact,CONN TERM BLK DISCONNECT 6-24AWG,120,6325,"21.36000","0","1","CLIPLINE UK","Active","Disconnect","Fuse, Screw Cap","2","1","12.0mm","Screw","10A","-","20A","300V","6-24 AWG","0.5-16mm²","-","Black","6.3mm x 32mm"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3004265.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3004249.JPG,277-1561-ND,3004265,Phoenix Contact,CONN TERM BLK DISCONNECT 8-26AWG,182,3421,"21.56000","0","1","CLIPLINE UK","Active","Disconnect","Fuse, Lever","2","1","10.2mm","Screw","10A","500V","10A","600V","8-26 AWG","0.5-16mm²","LED","Black","6.3mm x 32mm"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3001938.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3001938.jpg,277-2339-ND,3001938,Phoenix Contact,CONN TERM BLK DISCONNECT 8-26AWG,292,5384,"22.86000","0","1","CLIPLINE UK","Active","Disconnect","Fuse, Removable Plug","2","1","8.2mm","Screw","30A","250V","30A","300V","8-26 AWG","0.2-10mm²","LED","Black","Blade, C"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0704076.pdf,//media.digikey.com/Photos/Phoenix%20Photos/0704076.jpg,277-3690-ND,0704076,Phoenix Contact,CONN TERM BLK FEED THRU 8-26 AWG,132,951,"24.55000","0","1","CLIPLINE UHSK","Active","Feed Through","-","2","1","10.2mm","Screw","41A","2000V","50A","1000V","8-26 AWG","0.5-10mm²","Explosion Proof, Harsh Environment","Gray","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=3211760,//media.digikey.com/Photos/Phoenix%20Photos/3211760.JPG,277-9632-ND,3211760,Phoenix Contact,CONN TERM BLK FEED THRU 10-24AWG,305,4750,"2.06000","0","1","CLIPLINE PT","Active","Feed Through","-","2","1","6.2mm","Push In, Spring","32A","800V","30A","600V","10-24 AWG","0.2-4mm²","-","Blue","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3213124.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3213124.jpg,277-11114-ND,3213124,Phoenix Contact,CONN TERM BLK FEED THRU 16-28AWG,253,0,"2.08000","0","1","CLIPLINE ST","Active","Feed Through","-","4","1","3.5mm","Push In, Spring","17.5A","500V","10A","300V","16-28 AWG","0.08-1.5mm²","-","Gray","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=3211223,//media.digikey.com/Photos/Phoenix%20Photos/MFG_3211223.jpg,277-15326-ND,3211223,Phoenix Contact,CONN TERM BLK FEED THRU 12-26AWG,279,2200,"2.15000","0","1","CLIPLINE PT","Active","Feed Through","-","3","1","5.2mm","Push In, Spring","24A","800V","20A","600V","12-26 AWG","0.14-4mm²","-","Red","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=3211776,//media.digikey.com/Photos/Phoenix%20Photos/3211776.jpg,277-12503-ND,3211776,Phoenix Contact,CONN TERM BLK FEED THRU 10-24AWG,145,2900,"2.15000","0","1","CLIPLINE PT","Active","Feed Through","-","2","1","6.2mm","Push In, Spring","32A","800V","30A","600V","10-24 AWG","0.2-6mm²","-","Black","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=3211252,//media.digikey.com/Photos/Phoenix%20Photos/MFG_3211252.jpg,277-15328-ND,3211252,Phoenix Contact,CONN TERM BLK FEED THRU 12-26AWG,113,1200,"2.15000","0","1","CLIPLINE PT","Active","Feed Through","-","3","1","5.2mm","Push In, Spring","24A","800V","20A","600V","12-26 AWG","0.14-4mm²","-","Black","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=3211762,//media.digikey.com/Photos/Phoenix%20Photos/3211762.JPG,277-15334-ND,3211762,Phoenix Contact,CONN TERM BLK FEED THRU 10-24AWG,110,0,"2.15000","0","1","CLIPLINE PT","Active","Feed Through","-","2","1","6.2mm","Push In, Spring","32A","800V","30A","600V","10-24 AWG","0.2-6mm²","-","Yellow","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=3211778,//media.digikey.com/Photos/Phoenix%20Photos/3209514.JPG,277-15335-ND,3211778,Phoenix Contact,CONN TERM BLK FEED THRU 10-24AWG,107,2650,"2.15000","0","1","CLIPLINE PT","Active","Feed Through","-","2","1","6.2mm","Push In, Spring","32A","800V","30A","600V","10-24 AWG","0.2-6mm²","-","White","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3031199.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3031199.jpg,277-3696-ND,3031199,Phoenix Contact,CONN TERM BLK FEED THRU 14-26AWG,107,900,"2.17000","0","1","CLIPLINE ST","Active","Feed Through","-","4","1","4.2mm","Push In, Spring","17.5A","500V","15A","300V","14-26 AWG","0.08-1.5mm²","-","Blue","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3031720.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3031720.jpg,277-3404-ND,3031720,Phoenix Contact,CONN TERM BLK FEED THRU 12-28AWG,277,13750,"2.18000","0","1","CLIPLINE STS","Active","Feed Through","-","3","1","5.2mm","Push In, Spring","24A","800V","20A","600V","12-28 AWG","0.08-4mm²","-","Gray","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=3208200,//media.digikey.com/Photos/Phoenix%20Photos/MFG_3208200.jpg,277-15281-ND,3208200,Phoenix Contact,CONN TERM BLK FEED THRU 14-26AWG,351,0,"2.21000","0","1","CLIPLINE PT","Active","Feed Through","-","4","1","3.5mm","Push In, Spring","17.5A","500V","15A","300V","14-26 AWG","0.14-1.5mm²","-","Red","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3211027.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3211027.JPG,277-11925-ND,3211027,Phoenix Contact,CONN TERM BLK FEED THRU 12-26AWG,136,0,"2.23000","0","1","CLIPLINE PT","Active","Feed Through","-","4","1","5.2mm","Push In, Spring","17.5A","500V","-","-","12-26 AWG","0.14-2.5mm²","-","Gray","-"
-,//media.digikey.com/Photos/Phoenix%20Photos/3211896.jpg,277-12508-ND,3211896,Phoenix Contact,CONN TERM BLK FEED THRU 12-26AWG,135,1850,"2.23000","0","1","CLIPLINE PTS","Active","Feed Through","-","3","1","5.2mm","Push In, Spring","24A","800V","20A","600V","12-26 AWG","0.14-4mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3031982.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3031982.jpg,277-3969-ND,3031982,Phoenix Contact,CONN TERM BLK FEED THRU 12-28AWG,113,1500,"2.32000","0","1","CLIPLINE ST","Active","Feed Through","-","3","1","5.2mm","Push In, Spring","24A","800V","20A","600V","12-28 AWG","0.08-4mm²","-","Orange","-"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3206416.pdf,//media.digikey.com/photos/Phoenix%20Photos/3206416.JPG,277-2046-ND,3206416,Phoenix Contact,CONN TERM BLK FEED THRU 14-20AWG,580,15550,"2.33000","0","1","CLIPLINE QTC","Active","Feed Through","-","2","1","6.2mm","IDC","24A","800V","15A","600V","14-20 AWG","0.5-2.5mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3210329.pdf,//media.digikey.com/photos/Phoenix%20Photos/3210329.JPG,277-10559-ND,3210329,Phoenix Contact,CONN TERM BLK FEED THRU 16-26AWG,261,50,"2.42000","0","1","CLIPLINE PT","Active","Feed Through","-","4","1","3.5mm","Push In","17.5A","400V","10A","300V","16-26 AWG","0.14-1.5mm²","-","Blue","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3210328.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3210328.JPG,277-10558-ND,3210328,Phoenix Contact,CONN TERM BLK FEED THRU 16-26AWG,123,0,"2.42000","0","1","CLIPLINE PT","Active","Feed Through","-","4","1","3.5mm","Push In","17.5A","400V","10A","300V","16-26 AWG","0.14-1.5mm²","-","Gray","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=3037407,//media.digikey.com/Photos/Phoenix%20Photos/3037407.JPG,277-15091-ND,3037407,Phoenix Contact,CONN TERM BLK FEED THRU 10-28AWG,320,0,"2.48000","0","1","CLIPLINE ST","Active","Feed Through","-","3","1","6.2mm","Push In, Spring","32A","800V","30A","600V","10-28 AWG","0.08-6mm²","-","Black","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=3037371,//media.digikey.com/Photos/Phoenix%20Photos/3037371.JPG,277-15089-ND,3037371,Phoenix Contact,CONN TERM BLK FEED THRU 10-28AWG,238,0,"2.48000","0","1","CLIPLINE ST","Active","Feed Through","-","3","1","6.2mm","Push In, Spring","32A","800V","30A","600V","10-28 AWG","0.08-6mm²","-","Red","-"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3046317.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3046317.JPG,277-3678-ND,3046317,Phoenix Contact,CONN TERM BLK FEED THRU 6-20 AWG,137,1300,"2.51000","0","1","CLIPLINE UT","Active","Feed Through","-","2","1","10.2mm","Screw","57A","1000V","65A","600V","6-20 AWG","0.5-16mm²","-","White","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=3000608,//media.digikey.com/photos/Phoenix%20Photos/3000608.JPG,277-12440-ND,3000608,Phoenix Contact,CONN TERM BLK FEED THRU 10-26AWG,192,1800,"2.69000","0","1","CLIPLINE UT","Active","Feed Through","-","3","1","6.2mm","Screw","32A","1000V","30A","600V","10-26 AWG","0.14-6mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0701011.pdf,//media.digikey.com/Photos/Phoenix%20Photos/0701011.jpg,277-10644-ND,0701011,Phoenix Contact,CONN TERM BLK FEED THRU 6-20 AWG,114,0,"2.74000","0","1","CLIPLINE URK","Active","Feed Through","-","2","1","10.2mm","Screw","70A","690V","-","-","6-20 AWG","0.5-16mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3003350.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3003350.JPG,277-3393-ND,3003350,Phoenix Contact,CONN TERM BLK FEED THRU 12-30AWG,431,1700,"2.78000","0","1","CLIPLINE UK","Active","Feed Through","-","2","1","5.2mm","Screw","24A","800V","20A","300V","12-30 AWG","0.2-4mm²","-","Blue","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=3212002,//media.digikey.com/Photos/Phoenix%20Photos/MFG_3212002.jpg,277-15344-ND,3212002,Phoenix Contact,CONN TERM BLK FEED THRU 12-26AWG,830,300,"2.96000","0","1","CLIPLINE PTS","Active","Feed Through","-","4","1","5.2mm","Push In, Spring","24A","800V","20A","600V","12-26 AWG","0.14-4mm²","-","Blue","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0719100.pdf,//media.digikey.com/Photos/Phoenix%20Photos/0719100.jpg,277-3618-ND,0719100,Phoenix Contact,CONN TERM BLK FEED THRU 12-30AWG,102,0,"3.00000","0","1","CLIPLINE UK","Active","Feed Through","-","2","1","5.2mm","Screw","24A","800V","20A","300V","12-30 AWG","0.2-4mm²","-","Black","-"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3046388.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3046388.JPG,277-3897-ND,3046388,Phoenix Contact,CONN TERM BLK DISCONN 12-26AWG,139,1200,"3.01000","0","1","CLIPLINE UT","Active","Disconnect","Open","2","1","5.2mm","Screw","20A","400V","20A","300V","12-26 AWG","0.14-4mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3208524.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3208524.JPG,277-9808-ND,3208524,Phoenix Contact,CONN TERM BLK FEED THRU 14-26AWG,233,0,"3.03000","0","1","CLIPLINE PTTB","Active","Feed Through","-","4","2","3.5mm","Push In, Spring","16A","500V","5A","600V","14-26 AWG","0.14-1.5mm²","-","Blue","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3004388.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3004388.JPG,277-3245-ND,3004388,Phoenix Contact,CONN TERM BLK FEED THRU 10-30AWG,152,4550,"3.07000","0","1","CLIPLINE UK","Active","Feed Through","-","2","1","6.2mm","Screw","32A","800V","30A","600V","10-30 AWG","0.2-6mm²","-","Blue","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3031319.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3031319.jpg,277-3378-ND,3031319,Phoenix Contact,CONN TERM BLK FEED THRU 12-28AWG,402,15600,"3.12000","0","1","CLIPLINE ST","Active","Feed Through","-","4","1","5.2mm","Push In, Spring","24A","800V","20A","600V","12-28 AWG","0.08-4mm²","-","Blue","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/0380460000.pdf,//media.digikey.com/Photos/Weidmuller/0380460000.jpg,281-2902-ND,0380460000,Weidmüller,CONN TERM BLK FEED THRU 12-22AWG,375,5000,"3.12000","0","1","SAK","Active","Feed Through","-","2","1","6.1mm","Screw","24A","800V","20A","600V","12-22 AWG","0.5-6mm²","-","Beige","-"
