Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Fuseholder Type","Fuse Type","For Use With/Related Products","Fuse Size","Number of Circuits","Voltage","Current Rating (Amps)","Mounting Type","Orientation","Termination Style","Contact Material","Contact Finish"
https://www.littelfuse.com/~/media/electronics/datasheets/fuse_clips/littelfuse_fuse_clip_520_521_102071_datasheet.pdf.pdf,//media.digikey.com/photos/Wickmann%20Photos/52000001009.JPG,WK6242-ND,52000001009,Littelfuse Inc.,FUSE CLIP CART 250V 6.3A PCB,1637,0,"0.16000","0","1","520","Active","Clip","Cartridge","5mm Dia","5mm Dia","1","250V","6.3A","PCB","Horizontal","PC Pin","Phosphorus Bronze","Tin"
http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_OG__Clip__5x20.pdf,//media.digikey.com/photos/Schurter%20Photos/0751.0062.JPG,486-1172-ND,0751.0062,Schurter Inc.,FUSE CLIP CARTRIDGE 10A PCB,46487,50000,"0.17000","0","1","OG","Active","Clip","Cartridge","5mm x 20mm","5mm x 20mm","1","-","10A","PCB","Horizontal","PC Pin","Brass","Tin"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_2131_1AXXXX_Series.pdf,//media.digikey.com/Photos/Eaton%20Bussmann/BK%5E1A1907-06-R.jpg,283-2601-ND,BK/1A1907-06-R,Eaton - Electronics Division,FUSE CLIP CARTRIDGE PCB,8002,78000,"0.20000","0","1","1AXXXX","Active","Clip","Cartridge","1/4"" Dia","1/4"" Dia (6.4mm)","1","-","-","PCB","Horizontal","PC Pin","Cartridge Brass","Tin"
https://www.littelfuse.com/~/media/electronics/datasheets/fuse_clips/littelfuse_fuse_clip_520_521_102071_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/52100001009.JPG,WK6243-ND,52100001009,Littelfuse Inc.,FUSE CLIP CART 250V 6.3A PCB,6454,0,"0.20000","0","1","521","Active","Clip","Cartridge","5mm Dia","5mm Dia","1","250V","6.3A","PCB","Horizontal","PC Pin","Phosphorus Bronze","Tin"
http://www.keyelco.com/product-pdf.cfm?p=358,//media.digikey.com/photos/Keystone%20Elect%20Photos/3520.jpg,36-3520-ND,3520,Keystone Electronics,FUSE CLIP CARTRIDGE 6.3A PCB,5733,71600,"0.20000","0","1","-","Active","Clip","Cartridge","5mm Dia","5mm Dia","1","-","6.3A","PCB","Horizontal","PC Pin","Brass","Tin"
https://www.littelfuse.com/~/media/electronics/datasheets/fuse_clips/littelfuse_fuse_clip_102_122_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/01020074H.jpg,F4187-ND,01020074Z,Littelfuse Inc.,FUSE CLIP CARTRIDGE 250V 15A PCB,1808,0,"0.20000","0","1","102","Active","Clip","Cartridge","1/4"" Dia","1/4"" Dia (6.4mm)","1","250V","15A","PCB","Horizontal","PC Pin","Spring Brass","Tin"
http://www.keyelco.com/product-pdf.cfm?p=355,//media.digikey.com/photos/Keystone%20Elect%20Photos/3519.jpg,36-3519-ND,3519,Keystone Electronics,FUSE CLIP CARTRIDGE 15A PCB,21037,47400,"0.21000","0","1","-","Active","Clip","Cartridge","5mm Dia","5mm Dia","1","-","15A","PCB","Horizontal","PC Pin","Brass","Tin"
http://www.keyelco.com/product-pdf.cfm?p=314,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_3586.jpg,36-3586-ND,3586,Keystone Electronics,FUSE HOLDER BLADE 500V 20A SMD,22310,52300,"0.22000","0","1","-","Active","Clip","Blade","ATC, ATO, MINI ATC, MINI ATO","-","1","-","30A","Surface Mount","Vertical","SMD (SMT) Tab","Brass","Tin Nickel"
http://www.keyelco.com/product-pdf.cfm?p=373,//media.digikey.com/photos/Keystone%20Elect%20Photos/3530.JPG,36-3530-ND,3530,Keystone Electronics,FUSE CLIP CARTRIDGE 15A PCB,16616,39500,"0.22000","0","1","-","Active","Clip","Cartridge","1/4"" Dia","1/4"" Dia (6.4mm)","1","-","15A","PCB","Horizontal","PC Pin","Brass","Tin"
http://www.keyelco.com/product-pdf.cfm?p=1137,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_3577.jpg,36-3577-ND,3577,Keystone Electronics,UNIVERSAL CLIP BOTTOM ENTRY,13100,27400,"0.22000","0","1","-","Active","Clip","Blade","-","-","1","500V","30A","PCB","Vertical","PC Pin","Brass","Tin Nickel"
http://www.keyelco.com/product-pdf.cfm?p=359,//media.digikey.com/photos/Keystone%20Elect%20Photos/3521.jpg,36-3521-ND,3521,Keystone Electronics,FUSE CLIP CARTRIDGE 10A PCB,14012,123900,"0.23000","0","1","-","Active","Clip","Cartridge","5mm Dia","5mm Dia","1","-","15A","PCB","Horizontal","PC Pin","Brass","Tin"
http://www.keyelco.com/product-pdf.cfm?p=374,//media.digikey.com/photos/Keystone%20Elect%20Photos/3531.JPG,36-3531-ND,3531,Keystone Electronics,FUSE CLIP CART 15A CHASS MNT,12912,7900,"0.23000","0","1","-","Active","Clip","Cartridge","1/4"" Dia","1/4"" Dia (6.4mm)","1","-","15A","Chassis Mount","-","-","Brass","Nickel"
http://www.keyelco.com/product-pdf.cfm?p=362,//media.digikey.com/photos/Keystone%20Elect%20Photos/3565.JPG,36-3565-ND,3565,Keystone Electronics,FUSE CLIP CART 15A CHASS MNT,3330,9000,"0.23000","0","1","-","Active","Clip","Cartridge","9/32"" Dia","9/32"" Dia (7.1mm)","1","-","15A","Chassis Mount","-","-","Brass","Nickel"
https://www.littelfuse.com/data/en/Data_Sheets/Littelfuse_fuse-clips.pdf,//media.digikey.com/photos/Littelfuse%20Photos/01000058M.jpg,F4186-ND,01000058Z,Littelfuse Inc.,FUSE CLIP CARTRIDGE 125V 15A PCB,4527,0,"0.24000","0","1","100","Active","Clip","Cartridge","1/4"" Dia","1/4"" Dia (6.4mm)","1","125V","15A","PCB","Horizontal","PC Pin","Spring Brass","Tin"
http://www.keyelco.com/product-pdf.cfm?p=360,//media.digikey.com/photos/Keystone%20Elect%20Photos/3561.jpg,36-3561-ND,3561,Keystone Electronics,FUSE CLIP CART 10A CHASS MNT,6091,19300,"0.25000","0","1","3561","Active","Clip","Cartridge","2AG, 5mm","2AG, 5mm","1","-","15A","Chassis Mount","Horizontal","PC Pin","Brass","Tin"
http://www.keyelco.com/product-pdf.cfm?p=365,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_3622.jpg,36-3622-ND,3622,Keystone Electronics,FUSE CLIP CARTRIDGE 10A SMD,3594,63900,"0.25000","0","1","-","Active","Clip","Cartridge","1/4"" Dia","5mm Dia","1","-","10A","Surface Mount","-","-","Brass","Tin"
http://www.keyelco.com/product-pdf.cfm?p=364,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_3621.jpg,36-3621-ND,3621,Keystone Electronics,FUSE CLIP CARTRIDGE 10A PCB,1644,20500,"0.25000","0","1","-","Active","Clip","Cartridge","1/4"" Dia","5mm Dia","1","-","15A","PCB","Horizontal","PC Pin","Brass","Tin"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_2131_1AXXXX_Series.pdf,//media.digikey.com/photos/Cooper%20Bussmann%20Photos/BK^1A5018-10-R.jpg,283-2603-ND,BK/1A5018-10-R,Eaton - Electronics Division,FUSE CLIP CARTRIDGE 500V 15A PCB,10060,24000,"0.26000","0","1","1AXXXX","Active","Clip","Cartridge","5mm Dia","5mm Dia","1","500V","15A","PCB","Horizontal","Solder Lug","Spring Bronze","Tin"
https://www.littelfuse.com/data/en/Data_Sheets/Littelfuse_fuse-clips.pdf,//media.digikey.com/photos/Littelfuse%20Photos/00300210n.JPG,F3304-ND,00300210N,Littelfuse Inc.,FUSE CLIP CARTRIDGE 10A PCB,3883,0,"0.26000","0","1","-","Active","Clip","Cartridge","5mm Dia","5mm Dia","1","-","10A","PCB","Horizontal","PC Pin","Spring Brass","Nickel"
http://www.keyelco.com/product-pdf.cfm?p=354,//media.digikey.com/photos/Keystone%20Elect%20Photos/3517.jpg,36-3517-ND,3517,Keystone Electronics,FUSE CLIP CARTRIDGE 15A PCB,39293,173700,"0.27000","0","1","-","Active","Clip","Cartridge","5mm Dia","5mm Dia","1","-","15A","PCB","Horizontal","PC Pin","Brass","Tin"
http://www.keyelco.com/product-pdf.cfm?p=1387,//media.digikey.com/photos/Keystone%20Elect%20Photos/3518P.jpg,36-3518P-ND,3518P,Keystone Electronics,FUSE CLIP CARTRIDGE 15A PCB,16159,362800,"0.27000","0","1","-","Active","Clip","Cartridge","5mm Dia","5mm Dia","1","-","15A","PCB","Horizontal","PC Pin","Brass","Tin"
http://www.keyelco.com/product-pdf.cfm?p=285,//media.digikey.com/photos/Keystone%20Elect%20Photos/3555.JPG,36-3555-ND,3555,Keystone Electronics,FUSE CLIP BLADE 500V 50A PCB,22952,318700,"0.28000","0","1","MAXI PC","Active","Clip","Blade","MAXI®","1.15"" L x 0.35"" W x 1.35"" H (29.21mm x 8.85mm x 34.29mm)","1","500V","50A","PCB","Vertical","PC Pin","Copper","Tin Nickel"
https://www.littelfuse.com/~/media/electronics/datasheets/fuse_clips/littelfuse_fuse_clip_100_445_030_520_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/05200001N.JPG,F5714-ND,05200001N,Littelfuse Inc.,FUSE CLIP CARTRIDGE 10A PCB,1902,0,"0.29000","0","1","520","Active","Clip","Cartridge","5mm Dia","5mm Dia","1","-","10A","PCB","Horizontal","PC Pin","Spring Brass","Silver"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_2131_1AXXXX_Series.pdf,//media.digikey.com/photos/Cooper%20Bussmann%20Photos/CooperBussmann-BK1A3399-04-R.jpg,283-2828-ND,BK/1A3399-10-R,Eaton - Electronics Division,FUSE CLIP CARTRIDGE PCB,2777,0,"0.32000","0","1","1AXXXX","Active","Clip","Cartridge","5mm Dia","5mm Dia","1","-","-","PCB","Horizontal","PC Pin","Spring Bronze","Tin"
http://www.keyelco.com/product-pdf.cfm?p=372,//media.digikey.com/photos/Keystone%20Elect%20Photos/3529.JPG,36-3529-ND,3529,Keystone Electronics,FUSE CLIP CARTRIDGE 15A PCB,12966,99000,"0.34000","0","1","-","Active","Clip","Cartridge","1/4"" Dia","1/4"" Dia (6.4mm)","1","-","15A","PCB","Horizontal","PC Pin","Brass","Tin"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_2131_1AXXXX_Series.pdf,//media.digikey.com/photos/Cooper%20Bussmann%20Photos/BK^1A1119-10-R.jpg,283-2598-ND,BK/1A1119-10-R,Eaton - Electronics Division,FUSE CLIP CARTRIDGE PCB,3621,0,"0.34000","0","1","1AXXXX","Active","Clip","Cartridge","1/4"" Dia","1/4"" Dia (6.4mm)","1","-","-","PCB","Horizontal","PC Pin","Spring Bronze","Tin"
https://www.littelfuse.com/data/en/Data_Sheets/Littelfuse_fuse-clips.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/01000054Z.JPG,F3780-ND,01000054Z,Littelfuse Inc.,FUSE CLIP CARTRIDGE 250V 10A PCB,2377,0,"0.34000","0","1","100","Active","Clip","Cartridge","5mm Dia","5mm Dia","1","250V","10A","PCB","Horizontal","PC Pin","Spring Brass","Silver"
http://www.keyelco.com/product-pdf.cfm?p=369,//media.digikey.com/photos/Keystone%20Elect%20Photos/3513.JPG,36-3513-ND,3513,Keystone Electronics,FUSE CLIP CARTRIDGE 15A PCB,7798,25000,"0.35000","0","1","-","Active","Clip","Cartridge","1/4"" Dia","1/4"" Dia (6.4mm)","1","-","15A","PCB","Horizontal","PC Pin","Brass","Tin"
http://www.keyelco.com/product-pdf.cfm?p=360,//media.digikey.com/photos/Keystone%20Elect%20Photos/3561.jpg,36-3561TR-ND,3561TR,Keystone Electronics,FUSE CLIP CART 10A CHASS MNT,9100,0,"0.44260","0","700","3561","Active","Clip","Cartridge","2AG, 5mm","2AG, 5mm","1","-","15A","Chassis Mount","Horizontal","PC Pin","Brass","Tin"
http://www.keyelco.com/product-pdf.cfm?p=360,//media.digikey.com/photos/Keystone%20Elect%20Photos/3561.jpg,36-3561CT-ND,3561TR,Keystone Electronics,FUSE CLIP CART 10A CHASS MNT,10345,0,"0.78000","0","1","3561","Active","Clip","Cartridge","2AG, 5mm","2AG, 5mm","1","-","15A","Chassis Mount","Horizontal","PC Pin","Brass","Tin"
http://www.keyelco.com/product-pdf.cfm?p=360,//media.digikey.com/photos/Keystone%20Elect%20Photos/3561.jpg,36-3561DKR-ND,3561TR,Keystone Electronics,FUSE CLIP CART 10A CHASS MNT,10345,0,"Digi-Reel","0","1","3561","Active","Clip","Cartridge","2AG, 5mm","2AG, 5mm","1","-","15A","Chassis Mount","Horizontal","PC Pin","Brass","Tin"
//media.digikey.com/pdf/Data%20Sheets/Littelfuse%20PDFs/PTF075_77_78.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/0PTF0078P.jpg,F6094-ND,0PTF0078P,Littelfuse Inc.,FUSE BLOCK CARTRIDGE PCB,1379,0,"0.45000","0","1","PTF","Active","Block","Cartridge","5mm x 20mm","5mm x 20mm","1","-","-","PCB","-","PC Pin","-","-"
http://www.keyelco.com/product-pdf.cfm?p=303,//media.digikey.com/photos/Keystone%20Elect%20Photos/3549.JPG,36-3549-ND,3549,Keystone Electronics,FUSE CLIP BLADE 500V 30A PCB,110724,94000,"0.47000","0","1","-","Active","Clip","Blade","MINI ATC, MINI ATO","0.43"" L x 0.15"" W x 0.64"" H (10.92mm x 3.81mm x 16.25mm)","-","500V","30A","PCB","Horizontal","PC Pin","Brass","Tin Nickel"
http://www.keyelco.com/product-pdf.cfm?p=316,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_3569.jpg,36-3569-ND,3569,Keystone Electronics,FUSE CLIP BLADE 500V 15A SMD,6252,1900,"0.48000","0","1","-","Active","Clip","Blade","MINI ATC, MINI ATO","0.43"" L x 0.15"" W x 0.64"" H (10.92mm x 3.81mm x 16.25mm)","1","500V","15A","Surface Mount","-","SMD (SMT) Tab","Brass","Tin Nickel"
http://www.keyelco.com/product-pdf.cfm?p=297,//media.digikey.com/photos/Keystone%20Elect%20Photos/3550.JPG,36-3550-ND,3550,Keystone Electronics,FUSE CLIP BLADE 500V 30A PCB,10177,157000,"0.49000","0","1","-","Active","Clip","Blade","ATC, ATO","0.75"" L x 0.2"" W x 0.48"" H (19.1mm x 5.1mm x 12.2mm)","-","500V","30A","PCB","Horizontal","PC Pin","Brass","Nickel"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_2131_1AXXXX_Series.pdf,//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/BK%5E1A5601.jpg,283-2832-ND,BK/1A5601,Eaton - Electronics Division,FUSE CLIP CARTRIDGE 7A PCB,6984,0,"0.51000","0","1","1AXXXX","Active","Clip","Cartridge","5mm Dia","5mm Dia","1","-","7A","PCB","Horizontal","PC Pin","Cartridge Brass","Tin"
https://www.littelfuse.com/~/media/electronics/datasheets/fuse_clips/littelfuse_fuse_clip_rivet_eyelet_mount_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/01050002Z.JPG,F4183-ND,01050002Z,Littelfuse Inc.,FUSE CLIP CART 600V 15A CHASSIS,3316,0,"0.52000","0","1","105","Active","Clip","Cartridge","13/32"" Dia","13/32"" Dia (10.3mm)","1","600V","15A","Chassis Mount","-","Solder Lug","Spring Brass","Nickel"
http://www.keyelco.com/product-pdf.cfm?p=363,//media.digikey.com/photos/Keystone%20Elect%20Photos/KEYSTONE%20ELECTRONICS-3566.jpg,36-3566-ND,3566,Keystone Electronics,FUSE CLIP CARTRIDGE 30A PCB,143790,0,"0.56000","0","1","-","Active","Clip","Cartridge","13/32"" Dia","13/32"" Dia (10.3mm)","1","-","30A","PCB","Horizontal","PC Pin","Brass","Tin"
https://www.littelfuse.com/~/media/electronics/datasheets/fuse_clips/littelfuse_fuse_clip_105_106_125_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/01050003H.JPG,F3305-ND,01050003H,Littelfuse Inc.,FUSE CLIP CARTRIDGE 600V 15A PCB,1502,0,"0.63000","0","1","105","Active","Clip","Cartridge","13/32"" Dia","13/32"" Dia (10.3mm)","1","600V","15A","PCB","Horizontal","PC Pin","Spring Brass","Tin"
https://katalog.we-online.de/em/datasheet/696108003002.pdf,//media.digikey.com/photos/Wurth%20Electronics%20Photos/696108003002.JPG,732-11376-ND,696108003002,Wurth Electronics Inc.,FUSEHOLDER BLOCKS - PCB - CLIP C,994,0,"0.64000","0","1","-","Active","Block","Cartridge","-","5mm x 20mm","1","250V","20A","PCB","Horizontal","PC Pin","Copper Alloy","Tin Nickel"
https://katalog.we-online.de/em/datasheet/696105003002.pdf,//media.digikey.com/photos/Wurth%20Electronics%20Photos/696105003002.JPG,732-11373-ND,696105003002,Wurth Electronics Inc.,FUSEHOLDER BLOCKS - PCB - CLIP C,1187,0,"0.64000","0","1","-","Active","Block","Cartridge","-","5mm x 20mm","1","250V","10A","PCB","Horizontal","PC Pin","Copper Alloy","Tin Nickel"
https://www.littelfuse.com/~/media/files/littelfuse/technical%20resources/documents/data%20sheets/560_lf_051215.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/55900000001.JPG,F4540-ND,55900000001,Littelfuse Inc.,FUSE HOLDER RADIAL 250V 6.3A PCB,4883,0,"0.66000","0","1","559","Active","Holder","Radial","TE5, TR5","Radial 0.283"" (7.18mm) pitch","1","250V","6.3A","PCB","Vertical","PC Pin","Copper Alloy","Tin"
https://www.littelfuse.com/~/media/electronics/datasheets/fuse_blocks/littelfuse_fuse_block_646_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/64600001003.JPG,F4543-ND,64600001223,Littelfuse Inc.,FUSE BLOCK CART 250V 6.3A PCB,5464,0,"0.76000","0","1","646","Active","Block","Cartridge","5mm x 20mm","5mm x 20mm","1","250V","6.3A","PCB","Horizontal","PC Pin","Copper Alloy","Tin"
http://www.memoryprotectiondevices.com/datasheets/BK-6013-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/BK-6013.JPG,BK-6013-ND,BK-6013,MPD (Memory Protection Devices),FUSE HOLDER BLADE PCB,3985,12000,"0.78000","0","1","-","Active","Holder","Blade","MINI ATC, MINI ATO","0.43"" L x 0.15"" W x 0.64"" H (10.92mm x 3.81mm x 16.25mm)","1","-","-","PCB","Vertical","PC Pin","Brass","Nickel"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_2131_1AXXXX_Series.pdf,//media.digikey.com/photos/Cooper%20Bussmann%20Photos/BK^1A3398-07-R.jpg,283-2826-ND,BK/1A1907-03-R,Eaton - Electronics Division,FUSE CLIP CARTRIDGE PCB,1203,56000,"0.81000","0","1","1AXXXX","Active","Clip","Cartridge","1/4"" Dia","1/4"" Dia (6.4mm)","1","-","-","PCB","Horizontal","PC Pin","Beryllium Copper","Tin"
https://www.littelfuse.com/~/media/electronics/datasheets/fuse_clips/littelfuse_fuse_clip_102_122_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/01220087Z.JPG,F4184-ND,01220087Z,Littelfuse Inc.,FUSE CLIP CARTRIDGE 250V 30A PCB,4148,0,"0.83000","0","1","122","Active","Clip","Cartridge","1/4"" Dia","1/4"" Dia (6.4mm)","1","250V","30A","PCB","Horizontal","PC Pin","Beryllium Copper","Silver"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_2131_1AXXXX_Series.pdf,//media.digikey.com/photos/Cooper%20Bussmann%20Photos/CooperBussmann-BK1A3399-04-R.jpg,283-2865-ND,BK/1A3399-01,Eaton - Electronics Division,FUSE CLIP CARTRIDGE PCB,2646,0,"0.83000","0","1","1AXXXX","Active","Clip","Cartridge","5mm Dia","5mm Dia","1","-","-","PCB","Horizontal","PC Pin","Beryllium Copper","Silver"
https://www.littelfuse.com/~/media/electronics/datasheets/fuse_blocks/littelfuse_fuse_block_646_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/64600001003.JPG,WK6244-ND,64600001003,Littelfuse Inc.,FUSE BLOCK CART 250V 6.3A PCB,9824,0,"0.84000","0","1","646","Active","Block","Cartridge","5mm x 20mm","5mm x 20mm","1","250V","6.3A","PCB","Horizontal","PC Pin","Copper Alloy","Tin"
https://www.littelfuse.com/~/media/electronics/datasheets/fuse_holders/littelfuse_fuse_holder_155_100_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/01550120ZXU.JPG,F3108-ND,01550120ZXU,Littelfuse Inc.,FUSE HOLDER CART 32V 20A IN LINE,6599,0,"0.86000","0","1","155","Active","Holder","Cartridge","SFE-20","1/4"" Dia x 1 1/4"" L (6.4mm x 31.8mm)","1","32V","20A","Free Hanging In Line","-","Crimp","Brass","Nickel"
https://www.littelfuse.com/data/en/Data_Sheets/Littelfuse_fuse-clips.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/04450001H.JPG,F1907-ND,04450001H,Littelfuse Inc.,FUSE CLIP CARTRIDGE 250V 10A PCB,3332,0,"0.87000","0","1","445","Active","Clip","Cartridge","5mm Dia","5mm Dia","1","250V","10A","PCB","Horizontal","PC Pin","Spring Brass","Tin"
http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_OGN.pdf,"//media.digikey.com/photos/Schurter%20Photos/0031.8201,%200031.8211.jpg",486-1258-ND,0031.8201,Schurter Inc.,FUSE BLOK CARTRIDGE 500V 10A PCB,38007,40900,"0.91000","0","1","OGN","Active","Block","Cartridge","5mm x 20mm","5mm x 20mm","1","500V","10A","PCB","Horizontal","PC Pin","Copper Alloy","Tin"
http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_OGN.pdf,"//media.digikey.com/photos/Schurter%20Photos/0031.8201,%200031.8211.jpg",486-1259-ND,0031.8211,Schurter Inc.,FUSE BLOK CARTRIDGE 500V 10A PCB,32446,31500,"0.91000","0","1","OGN","Active","Block","Cartridge","5mm x 20mm","5mm x 20mm","1","500V","10A","PCB","Horizontal","PC Pin","Copper Alloy","Tin"
http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_FMS__250V_.pdf,//media.digikey.com/photos/Schurter%20Photos/MFG_0031.7601.jpg,486-1244-ND,0031.7601,Schurter Inc.,FUSE HOLDER RADIAL 250V 6.3A PCB,51194,56700,"0.95000","0","1","FMS","Active","Holder","Radial","MSx 250","Radial 0.2"" (5.08mm) pitch","1","250V","6.3A","PCB","Vertical","PC Pin","Copper Alloy","Tin"
https://www.littelfuse.com/~/media/electronics/datasheets/fuse_clips/littelfuse_fuse_clip_102_122_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/01020079Z.JPG,F4234-ND,01020079Z,Littelfuse Inc.,FUSE CLIP CARTRIDGE 250V 15A PCB,10106,0,"0.99000","0","1","102","Active","Clip","Cartridge","1/4"" Dia","1/4"" Dia (6.4mm)","1","250V","15A","PCB","Horizontal","PC Pin","Spring Brass","Tin"
http://www.keyelco.com/product-pdf.cfm?p=311,//media.digikey.com/photos/Keystone%20Elect%20Photos/3588.JPG,36-3588-ND,3588,Keystone Electronics,FUSE HOLDER BLADE 500V 20A SMD,4600,27900,"1.03000","0","1","-","Active","Holder","Blade","MINI ATC, MINI ATO","0.43"" L x 0.15"" W x 0.64"" H (10.92mm x 3.81mm x 16.25mm)","1","500V","20A","Surface Mount","-","SMD (SMT) Tab","Brass","Tin"
http://www.keyelco.com/product-pdf.cfm?p=14224,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_35x7-10.jpg,36-3557-10-ND,3557-10,Keystone Electronics,FUSE HOLDER BLADE 30A PCB,3541,2086,"1.03000","0","1","-","Active","Holder","Blade","297, 891, 897, 997, APM, APR, APS, ATC, ATM, ATM-LP, ATO 257","-","1","-","30A","PCB","Vertical","PC Pin","Brass","Tin Nickel"
http://www.keyelco.com/product-pdf.cfm?p=310,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_35x7.jpg,36-3587-ND,3587,Keystone Electronics,FUSE HOLDER BLADE 20A SMD,2695,2600,"1.03000","0","1","-","Active","Holder","Blade","ATC, ATO","0.75"" L x 0.2"" W x 0.48"" H (19.1mm x 5.1mm x 12.2mm)","1","-","20A","Surface Mount","-","SMD (SMT) Tab","Brass","Tin"
http://www.keyelco.com/product-pdf.cfm?p=14226,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_35x7-20.jpg,36-3557-20-ND,3557-20,Keystone Electronics,FUSE HOLDER BLADE 30A PCB,140,204,"1.03000","0","1","-","Active","Holder","Blade","297, 891, 897, 997, APM, APR, APS, ATC, ATM, ATM-LP, ATO 257","0.43"" L x 0.15"" W x 0.64"" H (10.92mm x 3.81mm x 16.25mm)","1","500V","30A","PCB","Vertical","PC Pin","Brass","Tin Nickel"
https://www.littelfuse.com/~/media/electronics/datasheets/fuse_blocks/littelfuse_fuse_block_354_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/03540601ZXGY.jpg,F1499-ND,03540601ZXGY,Littelfuse Inc.,FUSE BLOCK CART 600V 20A CHASSIS,4667,0,"1.16000","0","1","OMNI-BLOK® 354","Active","Block","Cartridge","3AB, 3AG","1/4"" Dia x 1 1/4"" L (6.4mm x 31.8mm)","1","600V","20A","Chassis Mount","-","Quick Connect - 0.187"" (4.7mm)","Phosphorus Bronze","Tin"
https://www.littelfuse.com/~/media/electronics/datasheets/fuse_blocks/littelfuse_fuse_block_354_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/03540801ZXGY.jpg,F1500-ND,03540801ZXGY,Littelfuse Inc.,FUSE BLOCK CART 600V 20A CHASSIS,2112,0,"1.19000","0","1","OMNI-BLOK® 354","Active","Block","Cartridge","3AB, 3AG","1/4"" Dia x 1 1/4"" L (6.4mm x 31.8mm)","1","600V","20A","Chassis Mount","-","Quick Connect - 0.250"" (6.3mm)","Phosphorus Bronze","Tin"
https://www.littelfuse.com/~/media/electronics/datasheets/fuse_blocks/littelfuse_fuse_block_254_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/02540101Z.jpg,F1471-ND,02540101Z,Littelfuse Inc.,FUSE BLOK CARTRIDGE 300V 10A PCB,1097,0,"1.25000","0","1","OMNI-BLOK® 254","Active","Block","Cartridge","2AG","0.177"" Dia x 0.570"" L (4.50mm x 14.48mm)","1","400V","10A","PCB","Horizontal","PC Pin","Spring Brass","Tin"
http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_OGN-SMD.pdf,//media.digikey.com/photos/Schurter%20Photos/0031.8221.jpg,486-1260-ND,0031.8221,Schurter Inc.,FUSE BLOK CARTRIDGE 500V 10A SMD,26893,7700,"1.36000","0","1","OGN-SMD","Active","Block","Cartridge","5mm x 20mm","5mm x 20mm","1","500V","10A","Surface Mount","-","SMD (SMT) Tab","Copper Alloy","Tin"
http://www.keyelco.com/product-pdf.cfm?p=320,//media.digikey.com/photos/Keystone%20Elect%20Photos/3527.jpg,36-3527-ND,3527,Keystone Electronics,FUSE BLOCK CART 250V 6.3A PCB,4061,15390,"1.36000","0","1","-","Active","Block","Cartridge","5mm x 20mm","5mm x 20mm","1","250V","6.3A","PCB","Horizontal","PC Pin","Brass","Tin"
