Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Voltage - Clamping","Voltage","Technology","Number of Circuits","Applications","Mounting Type","Package / Case","Supplier Device Package"
http://www.st.com/content/ccc/resource/technical/document/datasheet/ba/93/c0/83/c5/8f/4c/8c/DM00051031.pdf/files/DM00051031.pdf/jcr:content/translations/en.DM00051031.pdf,//media.digikey.com/Renders/STMicro%20Renders/SOT23-5.jpg,497-13095-6-ND,LBP01-0803SC5,STMicroelectronics,IC BYPASS SWITCH LED UNI SOT23-5,2445,0,"Digi-Reel","0","1","Digi-Reel®","LBP","Active","-","15V","LED Shunt","1","LED Protection","Surface Mount","SC-74A, SOT-753","SOT-23-5"
https://www.bourns.com/docs/Product-Datasheets/LSPxxxxAJR.pdf,//media.digikey.com/Renders/Bourns%20Renders/118;DO214ACSMA;;2.jpg,LSP0600AJR-STR-ND,LSP0600AJR-S,Bourns Inc.,LED SHUNT PROTECTOR 6V SMD,0,0,"0.25515","0","5000","Tape & Reel (TR)","-","Active","-","6V","LED Shunt","1","LED Protection","Surface Mount","DO-214AC, SMA","DO-214AC (SMA)"
https://www.bourns.com/docs/Product-Datasheets/LSPxxxxAJR.pdf,//media.digikey.com/Renders/Bourns%20Renders/118;DO214ACSMA;;2.jpg,LSP0600AJR-SCT-ND,LSP0600AJR-S,Bourns Inc.,LED SHUNT PROTECTOR 6V SMD,10000,0,"0.78000","0","1","Cut Tape (CT)","-","Active","-","6V","LED Shunt","1","LED Protection","Surface Mount","DO-214AC, SMA","DO-214AC (SMA)"
https://www.bourns.com/docs/Product-Datasheets/LSPxxxxAJR.pdf,//media.digikey.com/Renders/Bourns%20Renders/118;DO214ACSMA;;2.jpg,LSP0600AJR-SDKR-ND,LSP0600AJR-S,Bourns Inc.,LED SHUNT PROTECTOR 6V SMD,10000,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","6V","LED Shunt","1","LED Protection","Surface Mount","DO-214AC, SMA","DO-214AC (SMA)"
http://www.st.com/content/ccc/resource/technical/document/datasheet/ba/93/c0/83/c5/8f/4c/8c/DM00051031.pdf/files/DM00051031.pdf/jcr:content/translations/en.DM00051031.pdf,//media.digikey.com/Renders/STMicro%20Renders/DO-214AA%20(SMB)%202%20Leads.jpg,497-13082-2-ND,LBP01-0810B,STMicroelectronics,IC BYPASS SWITCH LED UNI SMB,0,0,"0.30450","0","2500","Tape & Reel (TR)","LBP","Active","-","15V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","SMB"
http://www.st.com/content/ccc/resource/technical/document/datasheet/ba/93/c0/83/c5/8f/4c/8c/DM00051031.pdf/files/DM00051031.pdf/jcr:content/translations/en.DM00051031.pdf,//media.digikey.com/Renders/STMicro%20Renders/DO-214AA%20(SMB)%202%20Leads.jpg,497-13082-1-ND,LBP01-0810B,STMicroelectronics,IC BYPASS SWITCH LED UNI SMB,2490,0,"0.81000","0","1","Cut Tape (CT)","LBP","Active","-","15V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","SMB"
http://www.st.com/content/ccc/resource/technical/document/datasheet/ba/93/c0/83/c5/8f/4c/8c/DM00051031.pdf/files/DM00051031.pdf/jcr:content/translations/en.DM00051031.pdf,//media.digikey.com/Renders/STMicro%20Renders/DO-214AA%20(SMB)%202%20Leads.jpg,497-13082-6-ND,LBP01-0810B,STMicroelectronics,IC BYPASS SWITCH LED UNI SMB,2490,0,"Digi-Reel","0","1","Digi-Reel®","LBP","Active","-","15V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","SMB"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pledxux_datasheet.pdf.pdf,//media.digikey.com/Renders/Littelfuse%20Renders/DO-214AA%20(SMB)%202%20Leads.jpg,F6295TR-ND,PLED9US,Littelfuse Inc.,LED PROTECTOR UNI 9V DO214 2L,0,0,"0.29000","0","2500","Tape & Reel (TR)","PLED®","Active","18V","9V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","DO-214AA"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pledxux_datasheet.pdf.pdf,//media.digikey.com/Renders/Littelfuse%20Renders/DO-214AA%20(SMB)%202%20Leads.jpg,F6295CT-ND,PLED9US,Littelfuse Inc.,LED PROTECTOR UNI 9V DO214 2L,2625,0,"0.82000","0","1","Cut Tape (CT)","PLED®","Active","18V","9V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","DO-214AA"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pledxux_datasheet.pdf.pdf,//media.digikey.com/Renders/Littelfuse%20Renders/DO-214AA%20(SMB)%202%20Leads.jpg,F6295DKR-ND,PLED9US,Littelfuse Inc.,LED PROTECTOR UNI 9V DO214 2L,2625,0,"Digi-Reel","0","1","Digi-Reel®","PLED®","Active","18V","9V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","DO-214AA"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pledxux_datasheet.pdf.pdf,//media.digikey.com/Renders/Littelfuse%20Renders/DO-214AA%20(SMB)%202%20Leads.jpg,F6297TR-ND,PLED18US,Littelfuse Inc.,LED PROTECTOR UNI 18V DO214 2L,0,0,"0.29000","0","2500","Tape & Reel (TR)","PLED®","Active","33V","18V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","DO-214AA"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pledxux_datasheet.pdf.pdf,//media.digikey.com/Renders/Littelfuse%20Renders/DO-214AA%20(SMB)%202%20Leads.jpg,F6297CT-ND,PLED18US,Littelfuse Inc.,LED PROTECTOR UNI 18V DO214 2L,2500,0,"0.82000","0","1","Cut Tape (CT)","PLED®","Active","33V","18V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","DO-214AA"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pledxux_datasheet.pdf.pdf,//media.digikey.com/Renders/Littelfuse%20Renders/DO-214AA%20(SMB)%202%20Leads.jpg,F6297DKR-ND,PLED18US,Littelfuse Inc.,LED PROTECTOR UNI 18V DO214 2L,2500,0,"Digi-Reel","0","1","Digi-Reel®","PLED®","Active","33V","18V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","DO-214AA"
https://www.bourns.com/docs/Product-Datasheets/LSPxxxxAJR.pdf,//media.digikey.com/Renders/Bourns%20Renders/118;DO214ACSMA;;2.jpg,LSP1800AJR-STR-ND,LSP1800AJR-S,Bourns Inc.,LED SHUNT PROTECTOR 18V SMD,0,0,"0.27270","0","5000","Tape & Reel (TR)","-","Active","-","18V","LED Shunt","1","LED Protection","Surface Mount","DO-214AC, SMA","DO-214AC (SMA)"
https://www.bourns.com/docs/Product-Datasheets/LSPxxxxAJR.pdf,//media.digikey.com/Renders/Bourns%20Renders/118;DO214ACSMA;;2.jpg,LSP1800AJR-SCT-ND,LSP1800AJR-S,Bourns Inc.,LED SHUNT PROTECTOR 18V SMD,1958,0,"0.83000","0","1","Cut Tape (CT)","-","Active","-","18V","LED Shunt","1","LED Protection","Surface Mount","DO-214AC, SMA","DO-214AC (SMA)"
https://www.bourns.com/docs/Product-Datasheets/LSPxxxxAJR.pdf,//media.digikey.com/Renders/Bourns%20Renders/118;DO214ACSMA;;2.jpg,LSP1800AJR-SDKR-ND,LSP1800AJR-S,Bourns Inc.,LED SHUNT PROTECTOR 18V SMD,1958,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","18V","LED Shunt","1","LED Protection","Surface Mount","DO-214AC, SMA","DO-214AC (SMA)"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pledxsw_datasheet.pdf.pdf,//media.digikey.com/Renders/Littelfuse%20Renders/DO-214AA%20(SMB)%202%20Leads.jpg,F6277TR-ND,PLED6SW,Littelfuse Inc.,LED PROTECTOR BI 6V DO214 2L,0,0,"0.30450","0","2500","Tape & Reel (TR)","PLED®","Active","16V","6V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","DO-214AA"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pledxsw_datasheet.pdf.pdf,//media.digikey.com/Renders/Littelfuse%20Renders/DO-214AA%20(SMB)%202%20Leads.jpg,F6277CT-ND,PLED6SW,Littelfuse Inc.,LED PROTECTOR BI 6V DO214 2L,1500,0,"0.87000","0","1","Cut Tape (CT)","PLED®","Active","16V","6V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","DO-214AA"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pledxsw_datasheet.pdf.pdf,//media.digikey.com/Renders/Littelfuse%20Renders/DO-214AA%20(SMB)%202%20Leads.jpg,F6277DKR-ND,PLED6SW,Littelfuse Inc.,LED PROTECTOR BI 6V DO214 2L,1500,0,"Digi-Reel","0","1","Digi-Reel®","PLED®","Active","16V","6V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","DO-214AA"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pledxux_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_PLED18Q12.jpg,F6298TR-ND,PLED6UQ12,Littelfuse Inc.,LED PROTECTOR UNI 6V QFN 3X3 2L,0,0,"0.34580","0","5000","Tape & Reel (TR)","PLED®","Active","-","6V","LED Shunt","1","LED Protection","Surface Mount","2-TDFN","2-QFN (3x3)"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pledxux_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_PLED18Q12.jpg,F6298CT-ND,PLED6UQ12,Littelfuse Inc.,LED PROTECTOR UNI 6V QFN 3X3 2L,4950,0,"0.94000","0","1","Cut Tape (CT)","PLED®","Active","-","6V","LED Shunt","1","LED Protection","Surface Mount","2-TDFN","2-QFN (3x3)"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pledxux_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_PLED18Q12.jpg,F6298DKR-ND,PLED6UQ12,Littelfuse Inc.,LED PROTECTOR UNI 6V QFN 3X3 2L,4950,0,"Digi-Reel","0","1","Digi-Reel®","PLED®","Active","-","6V","LED Shunt","1","LED Protection","Surface Mount","2-TDFN","2-QFN (3x3)"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pledxux_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_PLED18Q12.jpg,F6301TR-ND,PLED18UQ12,Littelfuse Inc.,LED PROTECTOR UNI 18V QFN 3X3 2L,0,0,"0.34580","0","5000","Tape & Reel (TR)","PLED®","Active","-","18V","LED Shunt","1","LED Protection","Surface Mount","2-TDFN","2-QFN (3x3)"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pledxux_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_PLED18Q12.jpg,F6301CT-ND,PLED18UQ12,Littelfuse Inc.,LED PROTECTOR UNI 18V QFN 3X3 2L,4890,0,"0.94000","0","1","Cut Tape (CT)","PLED®","Active","-","18V","LED Shunt","1","LED Protection","Surface Mount","2-TDFN","2-QFN (3x3)"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pledxux_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_PLED18Q12.jpg,F6301DKR-ND,PLED18UQ12,Littelfuse Inc.,LED PROTECTOR UNI 18V QFN 3X3 2L,4890,0,"Digi-Reel","0","1","Digi-Reel®","PLED®","Active","-","18V","LED Shunt","1","LED Protection","Surface Mount","2-TDFN","2-QFN (3x3)"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pledxux_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_PLED18Q12.jpg,F6300TR-ND,PLED13UQ12,Littelfuse Inc.,LED PROTECTOR UNI 13V QFN 3X3 2L,0,0,"0.34580","0","5000","Tape & Reel (TR)","PLED®","Active","-","13V","LED Shunt","1","LED Protection","Surface Mount","2-TDFN","2-QFN (3x3)"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pledxux_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_PLED18Q12.jpg,F6300CT-ND,PLED13UQ12,Littelfuse Inc.,LED PROTECTOR UNI 13V QFN 3X3 2L,4837,0,"0.94000","0","1","Cut Tape (CT)","PLED®","Active","-","13V","LED Shunt","1","LED Protection","Surface Mount","2-TDFN","2-QFN (3x3)"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pledxux_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_PLED18Q12.jpg,F6300DKR-ND,PLED13UQ12,Littelfuse Inc.,LED PROTECTOR UNI 13V QFN 3X3 2L,4837,0,"Digi-Reel","0","1","Digi-Reel®","PLED®","Active","-","13V","LED Shunt","1","LED Protection","Surface Mount","2-TDFN","2-QFN (3x3)"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pledxux_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_PLED18Q12.jpg,F6299TR-ND,PLED9UQ12,Littelfuse Inc.,LED PROTECTOR UNI 9V QFN 3X3 2L,0,0,"0.34580","0","5000","Tape & Reel (TR)","PLED®","Active","-","9V","LED Shunt","1","LED Protection","Surface Mount","2-TDFN","2-QFN (3x3)"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pledxux_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_PLED18Q12.jpg,F6299CT-ND,PLED9UQ12,Littelfuse Inc.,LED PROTECTOR UNI 9V QFN 3X3 2L,4589,0,"0.94000","0","1","Cut Tape (CT)","PLED®","Active","-","9V","LED Shunt","1","LED Protection","Surface Mount","2-TDFN","2-QFN (3x3)"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pledxux_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_PLED18Q12.jpg,F6299DKR-ND,PLED9UQ12,Littelfuse Inc.,LED PROTECTOR UNI 9V QFN 3X3 2L,4589,0,"Digi-Reel","0","1","Digi-Reel®","PLED®","Active","-","9V","LED Shunt","1","LED Protection","Surface Mount","2-TDFN","2-QFN (3x3)"
https://hubbellcdn.com/specsheet/EOL3-20K.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/EOL3-277-20KA-R.jpg,1121-1297-ND,EOL3-277-20KA-R,Thomas Research Products,SURGE PROTECTOR W/EOL RMT LED,160,0,"5.60000","0","1","Bulk","-","Obsolete","1.6kV","100 ~ 277V","Surge Protector","1","LED Drivers, AC/DC SMPS","Free Hanging","Module, Wire Leads","-"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_lsp05gx_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_LSP05G-P.jpg,LSP05G277PX3333-ND,LSP05G277PX3333,Littelfuse Inc.,SURGE PROTECTOR 5KA 277VAC,154,0,"11.37000","0","1","Tray","LSP","Active","-","277V","Surge Protector","1","LED Drivers, AC/DC SMPS","Screw","Module, Wire Leads","Module"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_lsp05g_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_LSP05G277PX3316.jpg,F9373-ND,LSP05G277PX3316,Littelfuse Inc.,LSP THERMALLY PROTECTED VARISTOR,153,0,"11.37000","0","1","Bulk","LSP","Active","-","277V","Surge Protector","1","LED Drivers, AC/DC SMPS","Screw","Module, Wire Leads","-"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_lsp05gx_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_LSP05G-P.jpg,LSP05G240PX3333-ND,LSP05G240PX3333,Littelfuse Inc.,SURGE PROTECTOR 5KA 240VAC,150,0,"11.37000","0","1","Tray","LSP","Active","-","240V","Surge Protector","1","LED Drivers, AC/DC SMPS","Screw","Module, Wire Leads","Module"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_lsp05g_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_LSP05G_P.jpg,F9369-ND,LSP05G240P,Littelfuse Inc.,LSP THERMALLY PROTECTED VARISTOR,150,0,"11.37000","0","1","Bulk","LSP","Active","-","240V","Surge Protector","1","LED Drivers, AC/DC SMPS","Screw","Module, Wire Leads","Module"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_lsp05g_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_LSP05G_P.jpg,F9372-ND,LSP05G277P,Littelfuse Inc.,LSP THERMALLY PROTECTED VARISTOR,109,0,"11.37000","0","1","Bulk","LSP","Active","-","277V","Surge Protector","1","LED Drivers, AC/DC SMPS","Screw","Module, Wire Leads","-"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_lsp05gx_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_LSP05G-S.jpg,LSP05G277SX3333-ND,LSP05G277SX3333,Littelfuse Inc.,SURGE PROTECTOR 5KA 277VAC,225,0,"11.94000","0","1","Tray","LSP","Active","-","277V","Surge Protector","1","LED Drivers, AC/DC SMPS","Screw","Module, Wire Leads","Module"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_lsp05g_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_LSP05G_S.jpg,F9371-ND,LSP05G240S,Littelfuse Inc.,LSP THERMALLY PROTECTED VARISTOR,139,0,"11.94000","0","1","Bulk","LSP","Active","-","240V","Surge Protector","1","LED Drivers, AC/DC SMPS","Screw","Module, Wire Leads","Module"
https://hubbellcdn.com/specsheet/BSP3-LC.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/BSP3-LC.jpg,1121-1007-ND,BSP3-120-LC,Thomas Research Products,SURGE PROTECTOR 120V DRIVER,53,0,"13.42000","0","1","Bulk","BSP3","Active","600V","120V","Surge Protector","1","LED Drivers, AC/DC SMPS","Free Hanging","Module, Wire Leads","-"
https://hubbellcdn.com/specsheet/BSP3-LC.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/BSP3-LC.jpg,1121-1009-ND,BSP3-208/240-LC,Thomas Research Products,SURGE PROTECTOR 208/240V DRIVER,92,0,"14.30000","0","1","Bulk","BSP3","Active","1kV","240V","Surge Protector","1","LED Drivers, AC/DC SMPS","Free Hanging","Module, Wire Leads","-"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_lsp05_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_LSP_P.jpg,F6359-ND,LSP05120P,Littelfuse Inc.,SURGE PROTECTOR 5KA 120VAC,95,0,"14.41000","0","1","Tray","LSP","Active","-","120V","Surge Protector","1","LED Drivers, AC/DC SMPS","Screw","Module, Wire Leads","Module"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_lsp10gihp_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_LSP10GIHP277S.jpg,F7561-ND,LSP10GIHP277S,Littelfuse Inc.,SURGE PROTECTOR 10KA 277V SERS,7,0,"22.43000","0","1","Bulk","LSP","Active","-","277V","Surge Protector","1","LED Drivers, AC/DC SMPS","Screw","Module, Wire Leads","Module"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_lsp05_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_LSP_P.jpg,F6365-ND,LSP05277P,Littelfuse Inc.,SURGE PROTECTOR 5KA 277VAC,64,0,"14.41000","0","1","Tray","LSP","Active","-","277V","Surge Protector","1","LED Drivers, AC/DC SMPS","Screw","Module, Wire Leads","Module"
https://hubbellcdn.com/specsheet/BSP3.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/BSP3-277.jpg,1121-1008-ND,BSP3-208/240,Thomas Research Products,SURGE PROTECTOR 208/240V DRIVER,61,0,"16.10000","0","1","Bulk","BSP3","Active","1kV","240V","Surge Protector","1","LED Drivers, AC/DC SMPS","Free Hanging","Module, Wire Leads","-"
https://hubbellcdn.com/specsheet/BSP3.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/BSP3-277.jpg,1121-1012-ND,BSP3-347,Thomas Research Products,SURGE PROTECTOR 347V DRIVER,48,0,"16.10000","0","1","Bulk","BSP3","Active","1.9kV","347V","Surge Protector","1","LED Drivers, AC/DC SMPS","Free Hanging","Module, Wire Leads","-"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_lsp10_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_LSP_P.jpg,F6373-ND,LSP10120P,Littelfuse Inc.,SURGE PROTECTOR 10KA 120V PARL,66,0,"19.53000","0","1","Tray","LSP","Active","-","120V","Surge Protector","1","LED Drivers, AC/DC SMPS","Screw","Module, Wire Leads","Module"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_lsp10_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_LSP10_S.jpg,F6376-ND,LSP10240LLS,Littelfuse Inc.,SURGE PROTECTOR 10KA 240V SERS,39,0,"20.42000","0","1","Tray","LSP","Active","-","240V","Surge Protector","1","LED Drivers, AC/DC SMPS","Screw","Module, Wire Leads","Module"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_lsp10_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_LSP10_S.jpg,F6378-ND,LSP10240S,Littelfuse Inc.,SURGE PROTECTOR 10KA 240V SERS,14,0,"20.42000","0","1","Tray","LSP","Active","-","240V","Surge Protector","1","LED Drivers, AC/DC SMPS","Screw","Module, Wire Leads","Module"
https://hubbellcdn.com/specsheet/FSP3-20K.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/FSP3-480-20KA.JPG,1121-1424-ND,FSP3-480-20KA-NI,Thomas Research Products,3-POLE FUSED IN-LINE SURGE PROTE,29,0,"37.14000","0","1","Bulk","-","Active","3.8kV","480V","Surge Protector","1","LED Drivers, AC/DC SMPS","Requires Holder","Module, Wire Leads","-"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_lsp10_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_LSP_P.jpg,F6381-ND,LSP10347P,Littelfuse Inc.,SURGE PROTECTOR 10KA 347V PARL,59,0,"19.53000","0","1","Tray","LSP","Active","-","347V","Surge Protector","1","LED Drivers, AC/DC SMPS","Screw","Module, Wire Leads","Module"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_lsp05gi_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_LSP05GI_P.jpg,F7579-ND,LSP05GI240P,Littelfuse Inc.,SURGE PROTECTOR 5KA 240VAC PARL,80,0,"12.79000","0","1","Bulk","LSP","Active","-","240V","Surge Protector","1","LED Drivers, AC/DC SMPS","Screw","Module, Wire Leads","Module"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_lsp10_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_LSP_P.jpg,F6383-ND,LSP10480LLP,Littelfuse Inc.,SURGE PROTECTOR 10KA 480V PARL,80,0,"19.53000","0","1","Tray","LSP","Active","-","480V","Surge Protector","1","LED Drivers, AC/DC SMPS","Screw","Module, Wire Leads","Module"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_lsp05gi_datasheet.pdf.pdf,-,F11927-ND,LSP10GI277S,Littelfuse Inc.,LSP THERMALLY PROTECTED VARISTOR,60,0,"20.28000","0","1","Bulk","LSP","Active","-","277V","Surge Protector","1","LED Drivers, AC/DC SMPS","Screw","Module, Wire Leads","Module"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pledxsw_datasheet.pdf.pdf,//media.digikey.com/Renders/Littelfuse%20Renders/DO-214AA%20(SMB)%202%20Leads.jpg,F6278TR-ND,PLED9SW,Littelfuse Inc.,LED PROTECTOR BI 9V DO214 2L,0,0,"0.30450","0","2500","Tape & Reel (TR)","PLED®","Active","18V","9V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","DO-214AA"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pledxsw_datasheet.pdf.pdf,//media.digikey.com/Renders/Littelfuse%20Renders/DO-214AA%20(SMB)%202%20Leads.jpg,F6278CT-ND,PLED9SW,Littelfuse Inc.,LED PROTECTOR BI 9V DO214 2L,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","PLED®","Discontinued at Digi-Key","18V","9V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","DO-214AA"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pledxsw_datasheet.pdf.pdf,//media.digikey.com/Renders/Littelfuse%20Renders/DO-214AA%20(SMB)%202%20Leads.jpg,F6278DKR-ND,PLED9SW,Littelfuse Inc.,LED PROTECTOR BI 9V DO214 2L,0,0,"Digi-Reel","0","1","Digi-Reel®","PLED®","Discontinued at Digi-Key","18V","9V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","DO-214AA"
-,//media.digikey.com/Renders/Littelfuse%20Renders/DO-214AA%20(SMB)%202%20Leads.jpg,1294-PLED9SW-CHP,PLED9SW,Littelfuse Inc.,LED PROTECTOR BI 9V DO214 2L,2500,0,"0.24360","0","2500","Tape & Reel (TR)","PLED®","Active","18V","9V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","DO-214AA"
https://www.littelfuse.com/data/en/data_sheets/littelfuse_pled6.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_PLED18Q12.jpg,F4112TR-ND,PLED9Q12,Littelfuse Inc.,LED PROTECTOR 9V BI-DIR QFN 3X3,0,0,"0.27000","0","5000","Tape & Reel (TR)","PLED®","Active","18V","9V","LED Shunt","1","LED Protection","Surface Mount","2-TDFN","2-QFN (3x3)"
https://www.littelfuse.com/data/en/data_sheets/littelfuse_pled6.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_PLED18Q12.jpg,F4112CT-ND,PLED9Q12,Littelfuse Inc.,LED PROTECTOR 9V BI-DIR QFN 3X3,416,0,"0.82000","0","1","Cut Tape (CT)","PLED®","Active","18V","9V","LED Shunt","1","LED Protection","Surface Mount","2-TDFN","2-QFN (3x3)"
