Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Number of Outputs","Voltage - Input (Min)","Voltage - Input (Max)","Voltage - Output 1","Voltage - Output 2","Voltage - Output 3","Voltage - Output 4","Current - Output (Max)","Power (Watts)","Voltage - Isolation","Applications","Features","Operating Temperature","Efficiency","Mounting Type","Package / Case","Size / Dimension","Supplier Device Package","Control Features"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2FLMZM23600,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;-4222635;-SIL;-10.jpg,296-49459-6-ND,LMZM23600V5SILT,Texas Instruments,DC DC CONVERTER 5V,1125,116,"Digi-Reel","0","1","Digi-Reel®","-","Active","Non-Isolated PoL Module","1","4V","36V","5V","-","-","-","500mA","-","-","ITE (Commercial)","OCP, SCP, UVLO","-40°C ~ 125°C","90%","Surface Mount","10-LDFN Exposed Pad, Module","0.15"" L x 0.12"" W x 0.06"" H (3.8mm x 3.0mm x 1.6mm)","10-uSIP (3.8x3)","-"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2FLMZM23600,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;-4222635;-SIL;-10.jpg,296-49458-2-ND,LMZM23600V3SILT,Texas Instruments,DC DC CONVERTER 3.3V,250,0,"3.65192","0","250","Tape & Reel (TR)","-","Active","Non-Isolated PoL Module","1","4V","36V","3.3V","-","-","-","500mA","-","-","ITE (Commercial)","OCP, SCP, UVLO","-40°C ~ 125°C","87%","Surface Mount","10-LDFN Exposed Pad, Module","0.15"" L x 0.12"" W x 0.06"" H (3.8mm x 3.0mm x 1.6mm)","10-uSIP (3.8x3)","-"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2FLMZM23600,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;-4222635;-SIL;-10.jpg,296-49458-1-ND,LMZM23600V3SILT,Texas Instruments,DC DC CONVERTER 3.3V,479,0,"5.39000","0","1","Cut Tape (CT)","-","Active","Non-Isolated PoL Module","1","4V","36V","3.3V","-","-","-","500mA","-","-","ITE (Commercial)","OCP, SCP, UVLO","-40°C ~ 125°C","87%","Surface Mount","10-LDFN Exposed Pad, Module","0.15"" L x 0.12"" W x 0.06"" H (3.8mm x 3.0mm x 1.6mm)","10-uSIP (3.8x3)","-"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2FLMZM23600,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;-4222635;-SIL;-10.jpg,296-49458-6-ND,LMZM23600V3SILT,Texas Instruments,DC DC CONVERTER 3.3V,479,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Non-Isolated PoL Module","1","4V","36V","3.3V","-","-","-","500mA","-","-","ITE (Commercial)","OCP, SCP, UVLO","-40°C ~ 125°C","87%","Surface Mount","10-LDFN Exposed Pad, Module","0.15"" L x 0.12"" W x 0.06"" H (3.8mm x 3.0mm x 1.6mm)","10-uSIP (3.8x3)","-"
https://www.monolithicpower.com/pub/media/document/MPM3510A_r1.0.pdf,"//media.digikey.com/Renders/Monolithic%20Power%20Systems/1589;-19QFN-1,65-3x5;-;-19.jpg",1589-1756-2-ND,MPM3510AGQV-P,Monolithic Power Systems Inc.,DC DC CONVERTER 0.81-32V 1.2A,12000,0,"3.73500","0","500","Tape & Reel (TR)","-","Active","Non-Isolated PoL Module","1","4.5V","36V","0.81 ~ 32V","-","-","-","1.2A","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 125°C (TJ)","-","Surface Mount","19-PowerLQFP Module","0.20"" L x 0.12"" W x 0.06"" H (5.0mm x 3.0mm x 1.6mm)","19-QFN (3x5)","-"
https://www.monolithicpower.com/pub/media/document/MPM3510A_r1.0.pdf,"//media.digikey.com/Renders/Monolithic%20Power%20Systems/1589;-19QFN-1,65-3x5;-;-19.jpg",1589-1756-1-ND,MPM3510AGQV-P,Monolithic Power Systems Inc.,DC DC CONVERTER 0.81-32V 1.2A,15783,0,"6.49000","0","1","Cut Tape (CT)","-","Active","Non-Isolated PoL Module","1","4.5V","36V","0.81 ~ 32V","-","-","-","1.2A","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 125°C (TJ)","-","Surface Mount","19-PowerLQFP Module","0.20"" L x 0.12"" W x 0.06"" H (5.0mm x 3.0mm x 1.6mm)","19-QFN (3x5)","-"
https://www.monolithicpower.com/pub/media/document/MPM3510A_r1.0.pdf,"//media.digikey.com/Renders/Monolithic%20Power%20Systems/1589;-19QFN-1,65-3x5;-;-19.jpg",1589-1756-6-ND,MPM3510AGQV-P,Monolithic Power Systems Inc.,DC DC CONVERTER 0.81-32V 1.2A,15783,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Non-Isolated PoL Module","1","4.5V","36V","0.81 ~ 32V","-","-","-","1.2A","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 125°C (TJ)","-","Surface Mount","19-PowerLQFP Module","0.20"" L x 0.12"" W x 0.06"" H (5.0mm x 3.0mm x 1.6mm)","19-QFN (3x5)","-"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM6010.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-SSOP_SOT266-1.jpg,ADUM6010ARSZ-RL7TR-ND,ADUM6010ARSZ-RL7,Analog Devices Inc.,DC DC CONVERTER 3.15-5.25V 150MW,500,500,"3.75558","0","500","Tape & Reel (TR)","ADuM6010","Active","Isolated Module","1","3V","5.5V","3.15 ~ 5.25V","-","-","-","30mA","150mW","3.75kV","ITE (Commercial)","OTP, UVLO","-40°C ~ 105°C","-","Surface Mount","20-SSOP (0.209"", 5.30mm Width)","0.323"" L x 0.295"" W x 0.073"" H (8.20mm x 7.50mm x 1.85mm)","20-SSOP","-"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM6010.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-SSOP_SOT266-1.jpg,ADUM6010ARSZ-RL7CT-ND,ADUM6010ARSZ-RL7,Analog Devices Inc.,DC DC CONVERTER 3.15-5.25V 150MW,783,500,"6.18000","0","1","Cut Tape (CT)","ADuM6010","Active","Isolated Module","1","3V","5.5V","3.15 ~ 5.25V","-","-","-","30mA","150mW","3.75kV","ITE (Commercial)","OTP, UVLO","-40°C ~ 105°C","-","Surface Mount","20-SSOP (0.209"", 5.30mm Width)","0.323"" L x 0.295"" W x 0.073"" H (8.20mm x 7.50mm x 1.85mm)","20-SSOP","-"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM6010.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-SSOP_SOT266-1.jpg,ADUM6010ARSZ-RL7DKR-ND,ADUM6010ARSZ-RL7,Analog Devices Inc.,DC DC CONVERTER 3.15-5.25V 150MW,783,500,"Digi-Reel","0","1","Digi-Reel®","ADuM6010","Active","Isolated Module","1","3V","5.5V","3.15 ~ 5.25V","-","-","-","30mA","150mW","3.75kV","ITE (Commercial)","OTP, UVLO","-40°C ~ 105°C","-","Surface Mount","20-SSOP (0.209"", 5.30mm Width)","0.323"" L x 0.295"" W x 0.073"" H (8.20mm x 7.50mm x 1.85mm)","20-SSOP","-"
https://power.murata.com/data/power/ncl/kdc_cme.pdf,//media.digikey.com/Photos/Murata%20Photos/NME_4-SIP-Module.jpg,811-2889-5-ND,CME0303S3C,Murata Power Solutions Inc.,DC DC CONVERTER 3.3V 750MW,1236,0,"3.81000","0","1","Tube","CME (0.75W)","Active","Isolated Module","1","2.97V","3.63V","3.3V","-","-","-","227mA","750mW","3kV","ITE (Commercial)","-","-40°C ~ 85°C","73%","Through Hole","4-SIP Module","0.45"" L x 0.24"" W x 0.29"" H (11.5mm x 6.0mm x 7.5mm)","-","-"
https://power.murata.com/data/power/ncl/kdc_cme.pdf,//media.digikey.com/Photos/Murata%20Photos/NME_4-SIP-Module.jpg,811-2891-5-ND,CME0505S3C,Murata Power Solutions Inc.,DC DC CONVERTER 5V 750MW,869,0,"3.81000","0","1","Tube","CME (0.75W)","Active","Isolated Module","1","4.5V","5.5V","5V","-","-","-","150mA","750mW","3kV","ITE (Commercial)","-","-40°C ~ 85°C","70%","Through Hole","4-SIP Module","0.45"" L x 0.24"" W x 0.29"" H (11.5mm x 6.0mm x 7.5mm)","-","-"
https://power.murata.com/data/power/okr-t1-5-w12.pdf,//media.digikey.com/Photos/Murata%20Photos/OKR-T%5E1.5-W12-C.jpg,811-2782-ND,OKR-T/1.5-W12-C,Murata Power Solutions Inc.,DC DC CONVERTER 0.591-6V 8W,6879,0,"3.97000","0","1","Tray","-","Active","Non-Isolated PoL Module","1","4.5V","14V","0.591 ~ 6V","-","-","-","1.5A","8W","-","ITE (Commercial)","Remote On/Off, OCP, OTP, SCP, UVLO","-40°C ~ 85°C","95.5%","Through Hole","5-SIP Module","0.41"" L x 0.24"" W x 0.40"" H (10.4mm x 6.1mm x 10.2mm)","-","Enable, Active High"
https://www.tracopower.com/products/tma.pdf,//media.digikey.com/Photos/Traco-Power-North-America/MFG_TMA-0505S.jpg,1951-1003-ND,TMA 0505S,Traco Power,DC DC CONVERTER 5V 1W,2778,0,"3.99000","0","1","Tube","TMA (1W)","Active","Isolated Module","1","4.5V","5.5V","5V","-","-","-","200mA","1W","1kV","ITE (Commercial)","SCP","-40°C ~ 85°C (With Derating)","71%","Through Hole","6-SIP Module, 4 Leads","0.77"" L x 0.24"" W x 0.40"" H (19.5mm x 6.1mm x 10.2mm)","-","-"
https://www.cui.com/product/resource/digikeypdf/pdm1-s.pdf,//media.digikey.com/Photos/CUI%20Photos/PDM2-S.jpg,102-2710-ND,PDM1-S12-D12-S,CUI Inc.,DC DC CONVERTER +/-12V 1W,2856,0,"4.04000","0","1","Tube","PDM1-S (1W)","Active","Isolated Module","2","10.8V","13.2V","12V","-12V","-","-","42mA, 42mA","1W","1.5kV","ITE (Commercial)","SCP","-40°C ~ 105°C","81%","Through Hole","6-SIP Module, 5 Leads","0.77"" L x 0.24"" W x 0.37"" H (19.5mm x 6.0mm x 9.3mm)","-","-"
https://www.cui.com/product/resource/digikeypdf/pdm1-s.pdf,//media.digikey.com/Photos/CUI%20Photos/PDM2-S.jpg,102-2711-ND,PDM1-S12-D15-S,CUI Inc.,DC DC CONVERTER +/-15V 1W,2194,0,"4.04000","0","1","Tube","PDM1-S (1W)","Active","Isolated Module","2","10.8V","13.2V","15V","-15V","-","-","33mA, 33mA","1W","1.5kV","ITE (Commercial)","SCP","-40°C ~ 105°C","81%","Through Hole","6-SIP Module, 5 Leads","0.77"" L x 0.24"" W x 0.37"" H (19.5mm x 6.0mm x 9.3mm)","-","-"
https://www.xppower.com/Portals/0/pdfs/SF_IE.pdf,//media.digikey.com/Photos/XP%20Power/MFG_IE_sip.jpg,1470-1426-5-ND,IE2405S,XP Power,DC DC CONVERTER 5V 1W,4522,0,"4.15000","0","1","Tube","IE (1W)","Active","Isolated Module","1","21.6V","26.4V","5V","-","-","-","200mA","1W","1kV","ITE (Commercial)","-","-40°C ~ 85°C","75%","Through Hole","4-SIP Module","0.46"" L x 0.24"" W x 0.50"" H (11.7mm x 6.0mm x 12.7mm)","-","-"
https://www.xppower.com/Portals/0/pdfs/SF_IE.pdf,//media.digikey.com/Photos/XP%20Power/MFG_IE_sip.jpg,1470-2396-5-ND,IE0503S,XP Power,DC DC CONVERTER 3.3V 1W,714,0,"4.15000","0","1","Tube","IE (1W)","Active","Isolated Module","1","4.5V","5.5V","3.3V","-","-","-","300mA","1W","1kV","ITE (Commercial)","-","-40°C ~ 85°C","72%","Through Hole","4-SIP Module","0.46"" L x 0.24"" W x 0.40"" H (11.7mm x 6.0mm x 10.2mm)","-","-"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmz30602,//media.digikey.com/Renders/Texas%20Instr%20Renders/SIMPLE%20SWITCHER%C2%AE%20Series-39-QFN.jpg,296-37029-2-ND,LMZ30602RKGT,Texas Instruments,DC DC CONVERTER 0.8-3.6V 7W,2500,10000,"4.17452","0","250","Tape & Reel (TR)","SIMPLE SWITCHER®","Active","Non-Isolated PoL Module","1","2.95V","6V","0.8 ~ 3.6V","-","-","-","2A","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 85°C","95%","Surface Mount","39-BQFN Module","0.44"" L x 0.36"" W x 0.11"" H (11.2mm x 9.2mm x 2.9mm)","39-B1QFN (11x9)","Enable, Active High"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmz30602,//media.digikey.com/Renders/Texas%20Instr%20Renders/SIMPLE%20SWITCHER%C2%AE%20Series-39-QFN.jpg,296-37029-1-ND,LMZ30602RKGT,Texas Instruments,DC DC CONVERTER 0.8-3.6V 7W,5274,10001,"5.02000","0","1","Cut Tape (CT)","SIMPLE SWITCHER®","Active","Non-Isolated PoL Module","1","2.95V","6V","0.8 ~ 3.6V","-","-","-","2A","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 85°C","95%","Surface Mount","39-BQFN Module","0.44"" L x 0.36"" W x 0.11"" H (11.2mm x 9.2mm x 2.9mm)","39-B1QFN (11x9)","Enable, Active High"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmz30602,//media.digikey.com/Renders/Texas%20Instr%20Renders/SIMPLE%20SWITCHER%C2%AE%20Series-39-QFN.jpg,296-37029-6-ND,LMZ30602RKGT,Texas Instruments,DC DC CONVERTER 0.8-3.6V 7W,5274,10001,"Digi-Reel","0","1","Digi-Reel®","SIMPLE SWITCHER®","Active","Non-Isolated PoL Module","1","2.95V","6V","0.8 ~ 3.6V","-","-","-","2A","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 85°C","95%","Surface Mount","39-BQFN Module","0.44"" L x 0.36"" W x 0.11"" H (11.2mm x 9.2mm x 2.9mm)","39-B1QFN (11x9)","Enable, Active High"
https://www.xppower.com/Portals/0/pdfs/SF_IA.pdf,//media.digikey.com/Photos/XP%20Power/MFG_IAsip.jpg,1470-1345-5-ND,IA0505S,XP Power,DC DC CONVERTER +/-5V 1W,2107,0,"4.25000","0","1","Tube","IA (1W)","Active","Isolated Module","2","4.5V","5.5V","5V","-5V","-","-","100mA","1W","1kV","ITE (Commercial)","-","-40°C ~ 85°C","74%","Through Hole","5-SIP Module","0.76"" L x 0.24"" W x 0.40"" H (19.3mm x 6.1mm x 10.2mm)","-","-"
https://www.xppower.com/Portals/0/pdfs/SF_ISE.pdf,//media.digikey.com/Photos/XP%20Power/MFG_ISE-Series.jpg,1470-2984-5-ND,ISE2409A,XP Power,DC DC CONVERTER 9V 1W,1665,0,"4.25000","0","1","Tube","ISE (1W)","Active","Isolated Module","1","21.6V","26.4V","9V","-","-","-","111mA","1W","1.5kV","ITE (Commercial)","SCP","-40°C ~ 105°C","80%","Surface Mount","8-SMD Module, 5 Leads","0.50"" L x 0.44"" W x 0.29"" H (12.7mm x 11.2mm x 7.3mm)","-","-"
https://www.xppower.com/Portals/0/pdfs/SF_IA.pdf,//media.digikey.com/Photos/XP%20Power/MFG_IAsip.jpg,1470-1364-5-ND,IA1224S,XP Power,DC DC CONVERTER +/-24V 1W,1141,0,"4.25000","0","1","Tube","IA (1W)","Active","Isolated Module","2","10.8V","13.2V","24V","-24V","-","-","21mA","1W","1kV","ITE (Commercial)","-","-40°C ~ 85°C","76%","Through Hole","5-SIP Module","0.76"" L x 0.24"" W x 0.40"" H (19.3mm x 6.1mm x 10.2mm)","-","-"
https://www.xppower.com/Portals/0/pdfs/SF_ISE.pdf,//media.digikey.com/Photos/XP%20Power/MFG_ISE-Series.jpg,1470-2977-5-ND,ISE0503A,XP Power,DC DC CONVERTER 3.3V 1W,1054,0,"4.25000","0","1","Tube","ISE (1W)","Active","Isolated Module","1","4.5V","5.5V","3.3V","-","-","-","303mA","1W","1.5kV","ITE (Commercial)","SCP","-40°C ~ 105°C","74%","Surface Mount","8-SMD Module, 5 Leads","0.50"" L x 0.44"" W x 0.29"" H (12.7mm x 11.2mm x 7.3mm)","-","-"
https://www.cui.com/product/resource/digikeypdf/pds1-m.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PDS1-M%20Series(6-leads).jpg,102-3332-2-ND,PDS1-S5-D15-M-TR,CUI Inc.,DC DC CONVERTER +/-15V 1W,2000,0,"4.28400","0","500","Tape & Reel (TR)","PDS1-M (1W)","Active","Isolated Module","2","4.5V","5.5V","15V","-15V","-","-","33mA, 33mA","1W","1.5kV","ITE (Commercial)","SCP","-40°C ~ 105°C (With Derating)","81%","Surface Mount","10-SMD Module, 6 Leads","0.60"" L x 0.33"" W x 0.29"" H (15.2mm x 8.3mm x 7.3mm)","-","-"
https://www.cui.com/product/resource/digikeypdf/pds1-m.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PDS1-M%20Series(6-leads).jpg,102-3332-1-ND,PDS1-S5-D15-M-TR,CUI Inc.,DC DC CONVERTER +/-15V 1W,2087,0,"5.52000","0","1","Cut Tape (CT)","PDS1-M (1W)","Active","Isolated Module","2","4.5V","5.5V","15V","-15V","-","-","33mA, 33mA","1W","1.5kV","ITE (Commercial)","SCP","-40°C ~ 105°C (With Derating)","81%","Surface Mount","10-SMD Module, 6 Leads","0.60"" L x 0.33"" W x 0.29"" H (15.2mm x 8.3mm x 7.3mm)","-","-"
https://www.cui.com/product/resource/digikeypdf/pds1-m.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PDS1-M%20Series(6-leads).jpg,102-3332-6-ND,PDS1-S5-D15-M-TR,CUI Inc.,DC DC CONVERTER +/-15V 1W,2087,0,"Digi-Reel","0","1","Digi-Reel®","PDS1-M (1W)","Active","Isolated Module","2","4.5V","5.5V","15V","-15V","-","-","33mA, 33mA","1W","1.5kV","ITE (Commercial)","SCP","-40°C ~ 105°C (With Derating)","81%","Surface Mount","10-SMD Module, 6 Leads","0.60"" L x 0.33"" W x 0.29"" H (15.2mm x 8.3mm x 7.3mm)","-","-"
https://www.cui.com/product/resource/digikeypdf/pds1-m.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PDS1-M%20Series(6-leads).jpg,102-3331-2-ND,PDS1-S5-D12-M-TR,CUI Inc.,DC DC CONVERTER +/-12V 1W,1500,0,"4.28400","0","500","Tape & Reel (TR)","PDS1-M (1W)","Active","Isolated Module","2","4.5V","5.5V","12V","-12V","-","-","42mA, 42mA","1W","1.5kV","ITE (Commercial)","SCP","-40°C ~ 105°C (With Derating)","81%","Surface Mount","10-SMD Module, 6 Leads","0.60"" L x 0.33"" W x 0.29"" H (15.2mm x 8.3mm x 7.3mm)","-","-"
https://www.cui.com/product/resource/digikeypdf/pds1-m.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PDS1-M%20Series(6-leads).jpg,102-3331-1-ND,PDS1-S5-D12-M-TR,CUI Inc.,DC DC CONVERTER +/-12V 1W,1540,0,"5.52000","0","1","Cut Tape (CT)","PDS1-M (1W)","Active","Isolated Module","2","4.5V","5.5V","12V","-12V","-","-","42mA, 42mA","1W","1.5kV","ITE (Commercial)","SCP","-40°C ~ 105°C (With Derating)","81%","Surface Mount","10-SMD Module, 6 Leads","0.60"" L x 0.33"" W x 0.29"" H (15.2mm x 8.3mm x 7.3mm)","-","-"
https://www.cui.com/product/resource/digikeypdf/pds1-m.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PDS1-M%20Series(6-leads).jpg,102-3331-6-ND,PDS1-S5-D12-M-TR,CUI Inc.,DC DC CONVERTER +/-12V 1W,1540,0,"Digi-Reel","0","1","Digi-Reel®","PDS1-M (1W)","Active","Isolated Module","2","4.5V","5.5V","12V","-12V","-","-","42mA, 42mA","1W","1.5kV","ITE (Commercial)","SCP","-40°C ~ 105°C (With Derating)","81%","Surface Mount","10-SMD Module, 6 Leads","0.60"" L x 0.33"" W x 0.29"" H (15.2mm x 8.3mm x 7.3mm)","-","-"
https://www.cui.com/product/resource/digikeypdf/pds1-m.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PDS1-M%20Series(6-leads).jpg,102-3337-2-ND,PDS1-S24-D15-M-TR,CUI Inc.,DC DC CONVERTER +/-15V 1W,500,0,"4.28400","0","500","Tape & Reel (TR)","PDS1-M (1W)","Active","Isolated Module","2","21.6V","26.4V","15V","-15V","-","-","33mA, 33mA","1W","1.5kV","ITE (Commercial)","SCP","-40°C ~ 105°C (With Derating)","82%","Surface Mount","10-SMD Module, 6 Leads","0.60"" L x 0.33"" W x 0.29"" H (15.2mm x 8.3mm x 7.3mm)","-","-"
https://www.cui.com/product/resource/digikeypdf/pds1-m.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PDS1-M%20Series(6-leads).jpg,102-3337-1-ND,PDS1-S24-D15-M-TR,CUI Inc.,DC DC CONVERTER +/-15V 1W,759,0,"5.52000","0","1","Cut Tape (CT)","PDS1-M (1W)","Active","Isolated Module","2","21.6V","26.4V","15V","-15V","-","-","33mA, 33mA","1W","1.5kV","ITE (Commercial)","SCP","-40°C ~ 105°C (With Derating)","82%","Surface Mount","10-SMD Module, 6 Leads","0.60"" L x 0.33"" W x 0.29"" H (15.2mm x 8.3mm x 7.3mm)","-","-"
https://www.cui.com/product/resource/digikeypdf/pds1-m.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PDS1-M%20Series(6-leads).jpg,102-3337-6-ND,PDS1-S24-D15-M-TR,CUI Inc.,DC DC CONVERTER +/-15V 1W,759,0,"Digi-Reel","0","1","Digi-Reel®","PDS1-M (1W)","Active","Isolated Module","2","21.6V","26.4V","15V","-15V","-","-","33mA, 33mA","1W","1.5kV","ITE (Commercial)","SCP","-40°C ~ 105°C (With Derating)","82%","Surface Mount","10-SMD Module, 6 Leads","0.60"" L x 0.33"" W x 0.29"" H (15.2mm x 8.3mm x 7.3mm)","-","-"
http://apps.geindustrial.com/publibrary/checkout/PVX003A0X?TNR=Data%20Sheets|PVX003A0X|generic,//media.digikey.com/Photos/GE%20Energy/PICODLYNX12%20SERIES.JPG,555-1264-2-ND,PVX003A0X3-SRZ,ABB Embedded Power,DC DC CONVERTER 0.6-5.5V 16.5W,7400,0,"4.29250","0","200","Tape & Reel (TR)","PicoDLynx™","Active","Non-Isolated PoL Module","1","3V","14.4V","0.6 ~ 5.5V","-","-","-","3A","16.5W","-","ITE (Commercial)","Remote On/Off, OCP, OTP, UVLO","-40°C ~ 85°C","94%","Surface Mount","17-SMD Module","0.48"" L x 0.48"" W x 0.25"" H (12.2mm x 12.2mm x 6.3mm)","-","Enable, Active Low"
http://apps.geindustrial.com/publibrary/checkout/PVX003A0X?TNR=Data%20Sheets|PVX003A0X|generic,//media.digikey.com/Photos/GE%20Energy/PICODLYNX12%20SERIES.JPG,555-1264-1-ND,PVX003A0X3-SRZ,ABB Embedded Power,DC DC CONVERTER 0.6-5.5V 16.5W,7733,0,"5.57000","0","1","Cut Tape (CT)","PicoDLynx™","Active","Non-Isolated PoL Module","1","3V","14.4V","0.6 ~ 5.5V","-","-","-","3A","16.5W","-","ITE (Commercial)","Remote On/Off, OCP, OTP, UVLO","-40°C ~ 85°C","94%","Surface Mount","17-SMD Module","0.48"" L x 0.48"" W x 0.25"" H (12.2mm x 12.2mm x 6.3mm)","-","Enable, Active Low"
http://apps.geindustrial.com/publibrary/checkout/PVX003A0X?TNR=Data%20Sheets|PVX003A0X|generic,//media.digikey.com/Photos/GE%20Energy/PICODLYNX12%20SERIES.JPG,555-1264-6-ND,PVX003A0X3-SRZ,ABB Embedded Power,DC DC CONVERTER 0.6-5.5V 16.5W,7733,0,"Digi-Reel","0","1","Digi-Reel®","PicoDLynx™","Active","Non-Isolated PoL Module","1","3V","14.4V","0.6 ~ 5.5V","-","-","-","3A","16.5W","-","ITE (Commercial)","Remote On/Off, OCP, OTP, UVLO","-40°C ~ 85°C","94%","Surface Mount","17-SMD Module","0.48"" L x 0.48"" W x 0.25"" H (12.2mm x 12.2mm x 6.3mm)","-","Enable, Active Low"
https://power.murata.com/data/power/oki-78sr.pdf,//media.digikey.com/Photos/Murata%20Photos/OKI-78SR-5%5E1.5-W36H-C.JPG,811-2692-ND,OKI-78SR-5/1.5-W36H-C,Murata Power Solutions Inc.,DC DC CONVERTER 5V 8W,89629,0,"4.30000","0","1","Tray","Okami™ OKI-78SR","Active","Linear Regulator Replacement","1","7V","36V","5V","-","-","-","1.5A","8W","-","ITE (Commercial)","SCP","-40°C ~ 85°C","90.5%","Through Hole","3-SIP Module","0.41"" L x 0.30"" W x 0.65"" H (10.4mm x 7.6mm x 16.5mm)","-","-"
https://power.murata.com/data/power/oki-78sr.pdf,//media.digikey.com/photos/Murata%20Photos/MFG_OKI-78SR.jpg,811-2196-5-ND,OKI-78SR-5/1.5-W36-C,Murata Power Solutions Inc.,DC DC CONVERTER 5V 8W,42591,0,"4.30000","0","1","Tray","Okami™ OKI-78SR","Active","Linear Regulator Replacement","1","7V","36V","5V","-","-","-","1.5A","8W","-","ITE (Commercial)","SCP","-40°C ~ 85°C","90.5%","Through Hole","3-SIP Module","0.41"" L x 0.30"" W x 0.65"" H (10.4mm x 7.6mm x 16.5mm)","-","-"
https://power.murata.com/data/power/oki-78sr.pdf,//media.digikey.com/Photos/Murata%20Photos/OKI-78SR-3.3%5E1.5-W36H-C.JPG,811-3014-ND,OKI-78SR-3.3/1.5-W36H-C,Murata Power Solutions Inc.,DC DC CONVERTER 3.3V 5W,19028,0,"4.30000","0","1","Tray","Okami™ OKI-78SR","Active","Linear Regulator Replacement","1","7V","36V","3.3V","-","-","-","1.5A","5W","-","ITE (Commercial)","SCP","-40°C ~ 85°C","85.5%","Through Hole","3-SIP Module","0.65"" L x 0.41"" W x 0.30"" H (16.5mm x 10.4mm x 7.6mm)","-","-"
https://power.murata.com/data/power/oki-78sr.pdf,//media.digikey.com/photos/Murata%20Photos/MFG_OKI-78SR.jpg,811-2195-5-ND,OKI-78SR-3.3/1.5-W36-C,Murata Power Solutions Inc.,DC DC CONVERTER 3.3V 5W,8359,0,"4.30000","0","1","Tray","Okami™ OKI-78SR","Active","Linear Regulator Replacement","1","7V","36V","3.3V","-","-","-","1.5A","5W","-","ITE (Commercial)","SCP","-40°C ~ 85°C","85.5%","Through Hole","3-SIP Module","0.41"" L x 0.30"" W x 0.65"" H (10.4mm x 7.6mm x 16.5mm)","-","-"
https://power.murata.com/data/power/oki-78sr.pdf,//media.digikey.com/photos/Murata%20Photos/MFG_OKI-78SR.jpg,811-3293-ND,OKI-78SR-12/1.0-W36-C,Murata Power Solutions Inc.,DC DC CONVERTER 12V 12W,2485,0,"4.30000","0","1","Tray","Okami™ OKI-78SR","Active","Linear Regulator Replacement","1","15V","36V","12V","-","-","-","1A","12W","-","ITE (Commercial)","SCP","-40°C ~ 85°C","95.3%","Through Hole","3-SIP Module","0.41"" L x 0.30"" W x 0.65"" H (10.4mm x 7.6mm x 16.5mm)","-","-"
