Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Terminal Type","Number of Positions","Pitch","Number of Rows","Row Spacing","Board Size","Material - Board","Features","Material Flammability Rating"
http://www.keyelco.com/product-pdf.cfm?p=3644,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_151xy.jpg,36-15127-ND,15127,Keystone Electronics,TURRET BOARD 24POS 0.375"" SINGLE,0,0,"12.53000","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","24","0.375"" (9.53mm)","2","2.500"" (63.50mm)","5.250"" L x 3.000"" W x 0.093"" H (133.35mm x 76.20mm x 2.36mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=5238,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_MS27249%20SERIES.jpg,36-MS27249-3E1-ND,MS272493E1,Keystone Electronics,TURRET BOARD 10POS 0.375"" SINGLE,0,0,"12.53000","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","10","0.375"" (9.53mm)","2","1.500"" (38.10mm)","2.625"" L x 2.000"" W x 0.125"" H (66.70mm x 50.80mm x 3.18mm)","Glass Epoxy","-","-"
http://www.keyelco.com/product-pdf.cfm?p=3439,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_150xy%20SERIES.jpg,36-15031-ND,15031,Keystone Electronics,TURRET BOARD 25POS 0.375"" SINGLE,0,0,"12.60000","0","100","-","Active","Turret Board, Scored","Turret, Single End, Double Turret","25","0.375"" (9.53mm)","1","-","13.125"" L x 0.500"" W x 0.093"" H (333.38mm x 12.70mm x 2.36mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3508,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_152xy%20SERIES.jpg,36-15247-ND,15247,Keystone Electronics,TURRET BOARD 25POS 0.25"" SINGLE,0,0,"12.69000","0","100","-","Active","Turret Board, Scored","Turret, Single End, Single Turret","25","","1","-","9.687"" L x 0.312"" W x 0.062"" H (246.00mm x 7.90mm x 1.57mm)","Glass Epoxy","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3514,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_152xy%20SERIES.jpg,36-15257-ND,15257,Keystone Electronics,TURRET BOARD 25POS 0.25"" SINGLE,0,0,"12.69000","0","100","-","Active","Turret Board, Scored","Turret, Single End, Double Turret","25","","1","-","9.687"" L x 0.312"" W x 0.062"" H (246.00mm x 7.90mm x 1.57mm)","Glass Epoxy","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3520,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_152xy%20SERIES.jpg,36-15267-ND,15267,Keystone Electronics,TURRET BOARD 25POS 0.25"" DUAL,0,0,"12.69000","0","100","-","Active","Turret Board, Scored","Turret, Dual End","25","","1","-","9.687"" L x 0.312"" W x 0.062"" H (246.00mm x 7.90mm x 1.57mm)","Glass Epoxy","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3541,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_152xy%20SERIES.jpg,36-15297-ND,15297,Keystone Electronics,TURRET BOARD 25POS 0.25"" SINGLE,0,0,"12.69000","0","100","-","Active","Turret Board, Scored","Turret, Single End, Single Turret, Hollow","25","","1","-","9.687"" L x 0.312"" W x 0.062"" H (246.00mm x 7.90mm x 1.57mm)","Glass Epoxy","Miniature Strip","-"
-,-,C5237-7-ND,C5237-7,Eaton - Bussmann Electrical Division,TERM STRIP 7P 0.625"" THREAD STUD,0,0,"12.79800","0","50","-","Active","Terminal Strip","Threaded Stud","7","0.625"" (15.88mm)","1","-","5.750"" L x 0.750"" W x 0.350"" H (146.05mm x 19.05mm x 8.89mm)","Thermoplastic","Flange","-"
-,-,C5237-10-ND,C5237-10,Eaton - Bussmann Electrical Division,TERM STRP 10P 0.625"" THREAD STUD,0,0,"12.89360","0","50","-","Active","Terminal Strip","Threaded Stud","10","0.625"" (15.88mm)","1","-","7.620"" L x 0.750"" W x 0.350"" H (195.20mm x 19.05mm x 8.89mm)","Thermoplastic","Flange","-"
http://www.keyelco.com/product-pdf.cfm?p=3496,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_152xy%20SERIES.jpg,36-15231-ND,15231,Keystone Electronics,TURRET BOARD 25POS 0.375"" SINGLE,0,0,"12.93010","0","100","-","Active","Turret Board, Scored","Turret, Single End, Double Turret","25","0.375"" (9.53mm)","1","-","13.125"" L x 0.500"" W x 0.093"" H (333.38mm x 12.70mm x 2.36mm)","Glass Epoxy","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3478,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_150xy%20SERIES.jpg,36-15091-ND,15091,Keystone Electronics,TURRET BOARD 25POS 0.375"" SINGLE,0,0,"12.99000","0","100","-","Active","Turret Board, Scored","Turret, Single End, Double Turret, Hollow","25","0.375"" (9.53mm)","1","-","13.125"" L x 0.500"" W x 0.093"" H (333.38mm x 12.70mm x 2.36mm)","XP Phenolic","Standard Strip","-"
-,-,C5237-8-ND,C5237-8,Eaton - Bussmann Electrical Division,TERM STRIP 8P 0.625"" THREAD STUD,0,0,"13.19200","0","50","-","Active","Terminal Strip","Threaded Stud","8","0.625"" (15.88mm)","1","-","6.370"" L x 0.750"" W x 0.350"" H (161.80mm x 19.05mm x 8.89mm)","Thermoplastic","Flange","-"
http://www.keyelco.com/product-pdf.cfm?p=5248,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_MS27249%20SERIES.jpg,36-MS27249-4E1-ND,MS272494E1,Keystone Electronics,TURRET BOARD 10POS 0.375"" SINGLE,0,0,"13.20010","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","10","0.375"" (9.53mm)","2","2.000"" (50.80mm)","2.625"" L x 2.500"" W x 0.125"" H (66.70mm x 63.50mm x 3.18mm)","Glass Epoxy","-","-"
http://www.keyelco.com/product-pdf.cfm?p=3566,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_154xx.jpg,36-15438-ND,15438,Keystone Electronics,TURRET BOARD 38POS 0.25"" SINGLE,0,0,"13.60010","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","38","","2","0.562"" (14.30mm)","5.437"" L x 0.875"" W x 0.062"" H (138.10mm x 22.20mm x 1.57mm)","XP Phenolic","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=5258,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_MS27249%20SERIES.jpg,36-MS27249-5E1-ND,MS272495E1,Keystone Electronics,TURRET BOARD 10POS 0.375"" SINGLE,0,0,"13.69000","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","10","0.375"" (9.53mm)","2","2.500"" (63.50mm)","2.625"" L x 3.000"" W x 0.125"" H (66.70mm x 76.20mm x 3.18mm)","Glass Epoxy","-","-"
http://www.keyelco.com/product-pdf.cfm?p=3619,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_1510x%20SERIES.jpg,36-15105-ND,15105,Keystone Electronics,TURRET BOARD 33POS 0.375"" SINGLE,0,0,"13.90000","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","33","0.375"" (9.53mm)","1","-","13.125"" L x 0.500"" W x 0.093"" H (333.38mm x 12.70mm x 2.36mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3434,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_15025.jpg,36-15025-ND,15025,Keystone Electronics,TURRET BOARD 25POS 0.218"" FORK,0,0,"14.19010","0","100","-","Active","Turret Board, Scored","Turret, Fork End","25","0.218"" (5.54mm)","1","-","7.812"" L x 0.312"" W x 0.062"" H (198.40mm x 7.90mm x 1.57mm)","PBE","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3551,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_154xy.jpg,36-15408-ND,15408,Keystone Electronics,TURRET BOARD 38POS 0.218"" SINGLE,0,0,"14.19010","0","100","-","Active","Turret Board","Turret, Single End, Single Turret, Hollow","38","0.218"" (5.54mm)","2","0.500"" (12.70mm)","4.625"" L x 0.750"" W x 0.062"" H (117.50mm x 19.10mm x 1.57mm)","XP Phenolic","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3491,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_15225.jpg,36-15225-ND,15225,Keystone Electronics,TURRET BOARD 25POS 0.218"" FORK,0,0,"14.35000","0","100","-","Active","Turret Board, Scored","Turret, Fork End","25","0.218"" (5.54mm)","1","-","7.812"" L x 0.312"" W x 0.062"" H (198.40mm x 7.90mm x 1.57mm)","Glass Epoxy","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3556,//media.digikey.com/Photos/Keystone%20Elect%20Photos/15413.jpg,36-15413-ND,15413,Keystone Electronics,TURRET BOARD 38POS 0.218"" SINGLE,0,0,"14.44010","0","100","-","Active","Turret Board","Turret, Single End, Single Turret, Hollow","38","0.218"" (5.54mm)","2","0.750"" (19.05mm)","4.625"" L x 1.000"" W x 0.062"" H (117.50mm x 25.40mm x 1.57mm)","XP Phenolic","Miniature Strip","-"
-,-,C4559-12-ND,C4559-12,Eaton - Bussmann Electrical Division,TERM STRIP 12P 0.75"" THREAD STUD,0,0,"14.45860","0","50","-","Active","Terminal Strip","Threaded Stud","12","0.750"" (19.05mm)","1","-","10.500"" L x 0.750"" W x 0.840"" H (266.70mm x 19.05mm x 21.34mm)","Thermoplastic","Flange","-"
http://www.keyelco.com/product-pdf.cfm?p=5223,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_MS27249%20SERIES.jpg,36-MS27249-2B1-ND,MS272492B1,Keystone Electronics,TURRET BOARD 10POS 0.375"" SINGLE,0,0,"14.63010","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","10","0.375"" (9.53mm)","2","1.000"" (25.40mm)","2.625"" L x 1.500"" W x 0.125"" H (66.70mm x 38.10mm x 3.18mm)","Glass Epoxy","-","-"
http://www.keyelco.com/product-pdf.cfm?p=3593,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_1553x%20SERIES.jpg,36-15535-ND,15535,Keystone Electronics,TURRET BOARD 33POS 0.25"" SINGLE,0,0,"14.68010","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","33","","1","-","8.937"" L x 0.312"" W x 0.062"" H (227.00mm x 7.90mm x 1.57mm)","Glass Epoxy","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3519,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_152xy%20SERIES.jpg,36-15265-ND,15265,Keystone Electronics,TURRET BOARD 50POS 0.218"" DUAL,0,0,"14.79000","0","100","-","Active","Turret Board, Scored","Turret, Dual End, Double Turret","50","0.218"" (5.54mm)","2","0.750"" (19.05mm)","7.812"" L x 1.000"" W x 0.062"" H (198.40mm x 25.40mm x 1.57mm)","Glass Epoxy","Miniature Strip","-"
-,-,C4559-9-ND,C4559-9,Eaton - Bussmann Electrical Division,TERM STRIP 9P 0.75"" THREAD STUD,0,0,"14.81000","0","1","-","Active","Terminal Strip","Threaded Stud","9","0.750"" (19.05mm)","1","-","8.250"" L x 0.750"" W x 0.840"" H (209.55mm x 19.05mm x 21.34mm)","Thermoplastic","Flange","-"
http://www.keyelco.com/product-pdf.cfm?p=3669,//media.digikey.com/photos/Keystone%20Elect%20Photos/15322.JPG,36-15322-ND,15322,Keystone Electronics,TURRET BOARD 24POS 0.375"" SINGLE,0,0,"14.88000","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","24","0.375"" (9.53mm)","2","2.000"" (50.80mm)","5.250"" L x 2.500"" W x 0.093"" H (133.35mm x 63.50mm x 2.36mm)","Glass Epoxy","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3535,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_152xy%20SERIES.jpg,36-15291-ND,15291,Keystone Electronics,TURRET BOARD 25POS 0.375"" SINGLE,0,0,"14.89000","0","100","-","Active","Turret Board, Scored","Turret, Single End, Double Turret, Hollow","25","0.375"" (9.53mm)","1","-","13.125"" L x 0.500"" W x 0.093"" H (333.38mm x 12.70mm x 2.36mm)","Glass Epoxy","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3578,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_155xy.jpg,36-15505-ND,15505,Keystone Electronics,TURRET BOARD 33POS 0.218"" SINGLE,0,0,"14.89000","0","100","-","Active","Turret Board","Turret, Single End, Single Turret, Hollow","33","0.218"" (5.54mm)","1","-","7.687"" L x 0.312"" W x 0.062"" H (195.20mm x 7.90mm x 1.57mm)","Glass Epoxy","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3517,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_152xy%20SERIES.jpg,36-15263-ND,15263,Keystone Electronics,TURRET BOARD 25POS 0.218"" DUAL,0,0,"14.95000","0","100","-","Active","Turret Board, Scored","Turret, Dual End, Double Turret","25","0.218"" (5.54mm)","1","-","7.812"" L x 0.312"" W x 0.062"" H (198.40mm x 7.90mm x 1.57mm)","Glass Epoxy","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3581,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_155xy.jpg,36-15508-ND,15508,Keystone Electronics,TURRET BOARD 38POS 0.218"" SINGLE,0,0,"15.02010","0","100","-","Active","Turret Board","Turret, Single End, Single Turret, Hollow","38","0.218"" (5.54mm)","2","0.500"" (12.70mm)","4.625"" L x 0.750"" W x 0.062"" H (117.50mm x 19.10mm x 1.57mm)","Glass Epoxy","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3586,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_155xy.jpg,36-15513-ND,15513,Keystone Electronics,TURRET BOARD 38POS 0.218"" SINGLE,0,0,"15.02010","0","100","-","Active","Turret Board","Turret, Single End, Single Turret, Hollow","38","0.218"" (5.54mm)","2","0.750"" (19.05mm)","4.625"" L x 1.000"" W x 0.062"" H (117.50mm x 25.40mm x 1.57mm)","Glass Epoxy","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3674,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_153xy.jpg,36-15327-ND,15327,Keystone Electronics,TURRET BOARD 24POS 0.375"" SINGLE,0,0,"15.24010","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","24","0.375"" (9.53mm)","2","2.500"" (63.50mm)","5.250"" L x 3.000"" W x 0.093"" H (133.35mm x 76.20mm x 2.36mm)","Glass Epoxy","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3460,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_150xy%20SERIES.jpg,36-15063-ND,15063,Keystone Electronics,TURRET BOARD 25POS 0.218"" DUAL,0,0,"15.54000","0","100","-","Active","Turret Board, Scored","Turret, Dual End, Double Turret","25","0.218"" (5.54mm)","1","-","7.812"" L x 0.312"" W x 0.062"" H (198.40mm x 7.90mm x 1.57mm)","PBE","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3472,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_150xy%20SERIES.jpg,36-15077-ND,15077,Keystone Electronics,TURRET BOARD 25POS 0.25"" DUAL,0,0,"15.54000","0","100","-","Active","Turret Board, Scored","Turret, Dual End, Double and Single Turret","25","","1","-","9.687"" L x 0.312"" W x 0.062"" H (246.00mm x 7.90mm x 1.57mm)","XP Phenolic","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3475,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_150xy%20SERIES.jpg,36-15087-ND,15087,Keystone Electronics,TURRET BOARD 25POS 0.25"" DUAL,0,0,"15.54000","0","100","-","Active","Turret Board, Scored","Turret, Dual End, Double Turret","25","","1","-","9.687"" L x 0.312"" W x 0.062"" H (246.00mm x 7.90mm x 1.57mm)","XP Phenolic","Miniature Strip","-"
-,-,C5237-12-ND,C5237-12,Eaton - Bussmann Electrical Division,TERM STRP 12P 0.625"" THREAD STUD,0,0,"15.58500","0","50","-","Active","Terminal Strip","Threaded Stud","12","0.625"" (15.88mm)","1","-","8.870"" L x 0.750"" W x 0.350"" H (225.30mm x 19.05mm x 8.89mm)","Thermoplastic","Flange","-"
http://www.keyelco.com/product-pdf.cfm?p=3624,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_151xy.jpg,36-15108-ND,15108,Keystone Electronics,TURRET BOARD 38POS 0.375"" SINGLE,0,0,"15.94000","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","38","0.375"" (9.53mm)","2","0.750"" (19.05mm)","7.785"" L x 1.188"" W x 0.093"" H (200.03mm x 30.20mm x 2.36mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3649,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_1530x.jpg,36-15305-ND,15305,Keystone Electronics,TURRET BOARD 33POS 0.375"" SINGLE,0,0,"15.94000","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","33","0.375"" (9.53mm)","1","-","13.125"" L x 0.500"" W x 0.093"" H (333.38mm x 12.70mm x 2.36mm)","Glass Epoxy","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=5214,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_MS272491%20SERIES.jpg,36-MS27249-1B2-ND,MS272491B2,Keystone Electronics,TURRET BOARD 10POS 0.375"" SINGLE,0,0,"16.05010","0","100","-","Active","Turret Board, Scored","Turret, Single End, Double Turret","10","0.375"" (9.53mm)","1","-","5.250"" L x 0.500"" W x 0.125"" H (133.35mm x 12.70mm x 3.18mm)","Glass Epoxy","-","-"
http://www.keyelco.com/product-pdf.cfm?p=5233,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_MS27249%20SERIES.jpg,36-MS27249-3B1-ND,MS272493B1,Keystone Electronics,TURRET BOARD 10POS 0.375"" SINGLE,0,0,"16.12010","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","10","0.375"" (9.53mm)","2","1.500"" (38.10mm)","2.625"" L x 2.000"" W x 0.125"" H (66.70mm x 50.80mm x 3.18mm)","Glass Epoxy","-","-"
http://www.keyelco.com/product-pdf.cfm?p=3629,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_151xy.jpg,36-15113-ND,15113,Keystone Electronics,TURRET BOARD 38POS 0.375"" SINGLE,0,0,"16.14010","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","38","0.375"" (9.53mm)","2","1.000"" (25.40mm)","7.785"" L x 1.500"" W x 0.093"" H (200.03mm x 38.10mm x 2.36mm)","XP Phenolic","Standard Strip","-"
-,-,C4559-14-ND,C4559-14,Eaton - Bussmann Electrical Division,TERM STRIP 14P 0.75"" THREAD STUD,0,0,"16.29440","0","50","-","Active","Terminal Strip","Threaded Stud","14","0.750"" (19.05mm)","1","-","12.000"" L x 0.750"" W x 0.840"" H (304.80mm x 19.05mm x 21.34mm)","Thermoplastic","Flange","-"
-,-,C5237-14A-ND,C5237-14A,Eaton - Bussmann Electrical Division,TERM STRP 14P 0.625"" THREAD STUD,0,0,"16.57580","0","50","-","Active","Terminal Strip","Threaded Stud","14","0.625"" (15.88mm)","1","-","10.120"" L x 0.750"" W x 0.350"" H (257.05mm x 19.05mm x 8.89mm)","Thermoplastic","Flange","-"
http://www.keyelco.com/product-pdf.cfm?p=3563,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_1543x.jpg,36-15435-ND,15435,Keystone Electronics,TURRET BOARD 33POS 0.25"" SINGLE,1,0,"16.63000","0","1","-","Active","Turret Board","Turret, Single End, Double Turret","33","","1","-","8.937"" L x 0.312"" W x 0.062"" H (227.00mm x 7.90mm x 1.57mm)","XP Phenolic","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3596,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_155xx.jpg,36-15538-ND,15538,Keystone Electronics,TURRET BOARD 38POS 0.25"" SINGLE,0,0,"16.78000","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","38","","2","0.562"" (14.30mm)","5.437"" L x 0.875"" W x 0.062"" H (138.10mm x 22.20mm x 1.57mm)","Glass Epoxy","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3601,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_155xx.jpg,36-15543-ND,15543,Keystone Electronics,TURRET BOARD 38POS 0.25"" SINGLE,0,0,"16.78000","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","38","","2","0.812"" (20.60mm)","5.437"" L x 1.125"" W x 0.062"" H (138.10mm x 28.60mm x 1.57mm)","Glass Epoxy","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3529,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_152xy%20SERIES.jpg,36-15277-ND,15277,Keystone Electronics,TURRET BOARD 25POS 0.25"" DUAL,0,0,"16.85010","0","100","-","Active","Turret Board, Scored","Turret, Dual End, Double and Single Turret","25","","1","-","9.687"" L x 0.312"" W x 0.062"" H (246.00mm x 7.90mm x 1.57mm)","Glass Epoxy","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3571,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_154xx.jpg,36-15443-ND,15443,Keystone Electronics,TURRET BOARD 38POS 0.25"" SINGLE,0,0,"17.12010","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","38","","2","0.812"" (20.60mm)","5.437"" L x 1.125"" W x 0.062"" H (138.10mm x 28.60mm x 1.57mm)","XP Phenolic","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=5220,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_MS272491%20SERIES.jpg,36-MS27249-1E3-ND,MS272491E3,Keystone Electronics,TURRET BOARD 15POS 0.375"" SINGLE,0,0,"17.54000","0","100","-","Active","Turret Board, Scored","Turret, Single End, Double Turret","15","0.375"" (9.53mm)","1","-","7.875"" L x 0.500"" W x 0.125"" H (200.03mm x 12.70mm x 3.18mm)","Glass Epoxy","-","-"
http://www.keyelco.com/product-pdf.cfm?p=5243,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_MS27249%20SERIES.jpg,36-MS27249-4B1-ND,MS272494B1,Keystone Electronics,TURRET BOARD 10POS 0.375"" SINGLE,0,0,"17.54000","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","10","0.375"" (9.53mm)","2","2.000"" (50.80mm)","2.625"" L x 2.500"" W x 0.125"" H (66.70mm x 63.50mm x 3.18mm)","Glass Epoxy","-","-"
http://www.keyelco.com/product-pdf.cfm?p=3639,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_151xy.jpg,36-15123-ND,15123,Keystone Electronics,TURRET BOARD 38POS 0.375"" SINGLE,0,0,"17.94010","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","38","0.375"" (9.53mm)","2","2.000"" (50.80mm)","7.785"" L x 2.500"" W x 0.093"" H (200.03mm x 63.50mm x 2.36mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3644,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_151xy.jpg,36-15128-ND,15128,Keystone Electronics,TURRET BOARD 38POS 0.375"" SINGLE,0,0,"18.78010","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","38","0.375"" (9.53mm)","2","2.500"" (63.50mm)","7.785"" L x 3.000"" W x 0.093"" H (200.03mm x 76.20mm x 2.36mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3552,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_154xy.jpg,36-15409-ND,15409,Keystone Electronics,TURRET BOARD 52POS 0.218"" SINGLE,0,0,"18.80000","0","100","-","Active","Turret Board","Turret, Single End, Single Turret, Hollow","52","0.218"" (5.54mm)","2","0.500"" (12.70mm)","6.156"" L x 0.750"" W x 0.062"" H (156.40mm x 19.10mm x 1.57mm)","XP Phenolic","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=5253,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_MS27249%20SERIES.jpg,36-MS27249-5B1-ND,MS272495B1,Keystone Electronics,TURRET BOARD 10POS 0.375"" SINGLE,0,0,"18.83000","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","10","0.375"" (9.53mm)","2","2.500"" (63.50mm)","2.625"" L x 3.000"" W x 0.125"" H (66.70mm x 76.20mm x 3.18mm)","Glass Epoxy","-","-"
http://www.keyelco.com/product-pdf.cfm?p=3654,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_153xy.jpg,36-15308-ND,15308,Keystone Electronics,TURRET BOARD 38POS 0.375"" SINGLE,0,0,"19.01010","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","38","0.375"" (9.53mm)","2","0.750"" (19.05mm)","7.785"" L x 1.188"" W x 0.093"" H (200.03mm x 30.20mm x 2.36mm)","Glass Epoxy","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3664,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_153xy.jpg,36-15318-ND,15318,Keystone Electronics,TURRET BOARD 38POS 0.375"" SINGLE,0,0,"19.13000","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","38","0.375"" (9.53mm)","2","1.500"" (38.10mm)","7.785"" L x 2.000"" W x 0.093"" H (200.03mm x 50.80mm x 2.36mm)","Glass Epoxy","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3557,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_154xy.jpg,36-15414-ND,15414,Keystone Electronics,TURRET BOARD 52POS 0.218"" SINGLE,0,0,"19.15000","0","100","-","Active","Turret Board","Turret, Single End, Single Turret, Hollow","52","0.218"" (5.54mm)","2","0.750"" (19.05mm)","6.156"" L x 1.000"" W x 0.062"" H (156.40mm x 25.40mm x 1.57mm)","XP Phenolic","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3437,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_150xy%20SERIES.jpg,36-15029-ND,15029,Keystone Electronics,TURRET BOARD 50POS 0.218"" SINGLE,0,0,"19.43010","0","100","-","Active","Turret Board, Scored","Turret, Single End, Single Turret, Hollow","50","0.218"" (5.54mm)","2","0.500"" (12.70mm)","7.812"" L x 0.750"" W x 0.062"" H (198.40mm x 19.05mm x 1.57mm)","PBE","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3433,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_150xy%20SERIES.jpg,36-15024-ND,15024,Keystone Electronics,TURRET BOARD 50POS 0.218"" SINGLE,0,0,"19.69010","0","100","-","Active","Turret Board, Scored","Turret, Single End, Single Turret, Hollow","50","0.218"" (5.54mm)","2","0.750"" (19.05mm)","7.812"" L x 1.000"" W x 0.062"" H (198.40mm x 25.40mm x 1.57mm)","PBE","Miniature Strip","-"
