Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Size","Cable Diameter","Legend","Color","Material"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-021&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/CM-SCE-1%5E4-4H-9.jpg,CM-SCE-1/4-4H-9-ND,CM-SCE-1/4-4H-9,TE Connectivity Raychem Cable Protection,CBL MARKR TIE ON 1/4"" WH 4HOLES,603,0,"0.84000","0","1","250 per Pkg","CM-SCE","Active","Wire Marker, Cable Tie","0.41"" W x 2.02"" L (10.4mm x 51.4mm)","0.200"" ~ 0.492"" (5.08mm ~ 12.50mm)","Blank","White","Polyolefin (PO), Irradiated"
"http://www.panduit.com/ccurl/382/183/SA-IDCB33_2012_LO-TO_WEB_6-21-13,0.pdf",//media.digikey.com/photos/Panduit%20Corp%20Photos/pcv-480by.JPG,298-10498-ND,PCV-480BY,Panduit Corp,CARD MARKER VOLTAGE ADHESIVE,40,0,"2.92000","0","1","4 per Card; 5 Cards per Pkg","PAN-CODE™","Active","Wire Marker, Adhesive","4.50"" W x 1.13"" L (114.3mm x 28.7mm)","1.258"" ~ 3.000"" (31.70mm ~ 76.20mm)","480 Volts","Orange, Black","Vinyl"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1005266.pdf,//media.digikey.com/photos/Phoenix%20Photos/MFG_1005266.jpg,277-5438-ND,1005266,Phoenix Contact,MARKER PLASTIC CABLE W/O TIE,137,13100,"3.13000","0","1","100 per Pkg","CLIPLINE","Active","Wire Marker Carrier, Cable Tie","1.14"" W x 0.31"" L (29.0mm x 8.0mm)","0.236"" (6.00mm)","Blank","Transparent","Polyethylene (PE)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0828004.pdf,//media.digikey.com/Photos/Phoenix%20Photos/0828004.JPG,277-5572-ND,0828004,Phoenix Contact,UNICARD SHEETS 1 SHEET=20 LABELS,49,0,"3.53000","0","1","20 per Pkg","CLIPLINE UniCard","Active","Wire Marker, Clip-On","0.59"" W x 0.16"" L (15.0mm x 4.0mm)","0.047"" ~ 0.075"" (1.20mm ~ 1.90mm)","Blank","White","Polyamide (PA), Nylon"
http://multimedia.3m.com/mws/media/41246O/3m-scotchcode-std-tape-dispenser-sdr-wire-marking-tape.PDF,//media.digikey.com/photos/3M%20Photos/SDR-VL.jpg,SDR-VL-ND,SDR-VL,3M,SCOTCH CODE REFILL VIOLET,77,0,"4.93000","0","1","1 Roll","ScotchCode™ SDR","Active","Wire Marker, Tape","0.22"" W x 96.00"" L (5.5mm x 2.4m)","Cut to Desired Diameter","Blank","Violet","Polyester"
http://multimedia.3m.com/mws/media/41246O/3m-scotchcode-std-tape-dispenser-sdr-wire-marking-tape.PDF,//media.digikey.com/photos/3M%20Photos/SDR-OR.jpg,SDR-OR-ND,SDR-OR,3M,SCOTCH CODE REFILL ORANGE,75,0,"4.93000","0","1","1 Roll","ScotchCode™ SDR","Active","Wire Marker, Tape","0.22"" W x 96.00"" L (5.5mm x 2.4m)","Cut to Desired Diameter","Blank","Orange","Polyester"
http://multimedia.3m.com/mws/media/41246O/3m-scotchcode-std-tape-dispenser-sdr-wire-marking-tape.PDF,//media.digikey.com/photos/3M%20Photos/SDR-GY.jpg,SDR-GY-ND,SDR-GY,3M,WIRE MARKER TAPE 5.5MMX2.4M GRAY,55,0,"4.93000","0","1","1 Roll","ScotchCode™ SDR","Active","Wire Marker, Tape","0.22"" W x 96.00"" L (5.5mm x 2.4m)","Cut to Desired Diameter","Blank","Gray","Polyester"
http://multimedia.3m.com/mws/media/41246O/3m-scotchcode-std-tape-dispenser-sdr-wire-marking-tape.PDF,//media.digikey.com/photos/3M%20Photos/SDR-GN.jpg,SDR-GN-ND,SDR-GN,3M,SCOTCH CODE REFILL GREEN,51,0,"4.93000","0","1","1 Roll","ScotchCode™ SDR","Active","Wire Marker, Tape","0.22"" W x 96.00"" L (5.5mm x 2.4m)","Cut to Desired Diameter","Blank","Green","Polyester"
http://multimedia.3m.com/mws/media/41246O/3m-scotchcode-std-tape-dispenser-sdr-wire-marking-tape.PDF,//media.digikey.com/photos/3M%20Photos/SDR-BN.jpg,SDR-BN-ND,SDR-BN,3M,SCOTCH CODE REFILL BROWN,50,0,"4.93000","0","1","1 Roll","ScotchCode™ SDR","Active","Wire Marker, Tape","0.22"" W x 96.00"" L (5.5mm x 2.4m)","Cut to Desired Diameter","Blank","Brown","Polyester"
http://multimedia.3m.com/mws/media/41246O/3m-scotchcode-std-tape-dispenser-sdr-wire-marking-tape.PDF,//media.digikey.com/photos/3M%20Photos/SDR-WH.jpg,SDR-WH-ND,SDR-WH,3M,SCOTCH CODE REFILL WHITE,49,0,"4.93000","0","1","1 Roll","ScotchCode™ SDR","Active","Wire Marker, Tape","0.22"" W x 96.00"" L (5.5mm x 2.4m)","Cut to Desired Diameter","Blank","White","Polyester"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=0828765,//media.digikey.com/Photos/Phoenix%20Photos/0828765.JPG,277-12630-ND,0828765,Phoenix Contact,CABLE MARKER CARD WHITE,30,0,"6.03000","0","1","112 per Card","US-WMT","Active","Wire Marker, Cable Tie","0.39"" W x 0.17"" L (10.0mm x 4.3mm)","0.024"" ~ 0.276"" (0.60mm ~ 7.00mm)","Blank","White","PVC"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_0801446.jpg,277-12239-ND,0801446,Phoenix Contact,WIRE MARKER 0.6MM X 50MM WHITE,37,950,"7.25000","0","1","50 per Card","UniCard","Active","Wire Marker, Cards","0.16"" W x 0.59"" L (4.0mm x 15.0mm)","0.024"" ~ 1.969"" (0.60mm ~ 50.00mm)","Blank","White","Polycarbonate"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0801501.pdf,//media.digikey.com/Photos/Phoenix%20Photos/801501.JPG,277-10812-ND,0801501,Phoenix Contact,TERM BLOCK MARKER,40,0,"8.99000","0","1","-","*","Active","-","-","-","-","-","-"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/598-00262.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/TCWM3.JPG,1436-1473-ND,TCWM3,HellermannTyton,HANDI-PAK MARKER BOOK 1-45,13,0,"20.47000","0","1","450 per Book","Handi-Pak","Active","Wire Marker, Book (Perforated)","0.25"" W x 1.63"" L (6.4mm x 41.3mm)","0.134"" ~ 0.295"" (3.40mm ~ 7.50mm)","1-45","White","Vinyl Cloth"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/598-00274.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/TCWM15.JPG,1436-1182-ND,TCWM15,HellermannTyton,HANDI-PAK MARKER BOOK 46-90,8,0,"20.47000","0","1","450 per Book","Handi-Pak","Active","Wire Marker, Book (Perforated)","0.25"" W x 1.63"" L (6.4mm x 41.3mm)","0.134"" ~ 0.295"" (3.40mm ~ 7.50mm)","46-90","White","Vinyl Cloth"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/598-00267.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/TCWM8.JPG,1436-1474-ND,TCWM8,HellermannTyton,"HANDI-PAK 1-15, 16-9,0 A-Z, SYM",7,0,"20.47000","0","1","448 per Book","Handi-Pak","Active","Wire Marker, Book (Perforated)","0.25"" W x 1.63"" L (6.4mm x 41.3mm)","0.134"" ~ 0.295"" (3.40mm ~ 7.50mm)","1-15; 16-90; A-Z, +, -, /","White","Vinyl Cloth"
http://multimedia.3m.com/mws/media/41242O/3m-scotchcode-preprinted-books-spb.PDF,//media.digikey.com/Photos/3M%20Photos/MFG_pre-printed%20wire%20maker%20books.jpg,3M156098-ND,SPB-01,3M,WIRE MARKER BOOK 0-9/L'S AND T'S,10,0,"25.82000","0","1","540 per Book","ScotchCode™ SPB","Active","Wire Marker, Book (Perforated)","0.22"" W x 1.37"" L (5.6mm x 34.8mm)","0.470"" (11.94mm)","0-9; L1,L2,L3,T1,T2,T3","White","Vinyl Cloth"
http://www.panduit.com/heiler/PartDrawings/C-IDPCMB-1-C10607-R3--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PCMB-1.jpg,298-1269-ND,PCMB-1,Panduit Corp,MARKER WIRE BOOK LEG 0-9 10PGS,16,0,"33.05000","0","1","45 per Legend; 10 Pages per Book","PAN-CODE™","Active","Wire Marker, Book (Perforated)","0.22"" W x 1.37"" L (5.6mm x 34.9mm)","0.189"" ~ 0.382"" (4.80mm ~ 9.70mm)","0-9","White","Vinyl Cloth"
http://www.panduit.com/heiler/PartDrawings/C-IDPCMB-1-C10607-R3--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PCMB-3.jpg,298-1271-ND,PCMB-3,Panduit Corp,MARKER WIRE BOOK LEG 1-45 10PGS,12,0,"33.05000","0","1","10 per Legend; 10 pages per Book","PAN-CODE™","Active","Wire Marker, Book (Perforated)","0.22"" W x 1.37"" L (5.6mm x 34.9mm)","0.189"" ~ 0.382"" (4.80mm ~ 9.70mm)","1-45","White","Vinyl Cloth"
http://www.panduit.com/heiler/PartDrawings/C-IDPCMB-1-C10607-R3--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PCMB-2.jpg,298-1270-ND,PCMB-2,Panduit Corp,MRKR WIRE LEG A-Z 0-15+ - / 10PG,8,0,"33.05000","0","1","10 per Legend; 10 pages per Book","PAN-CODE™","Active","Wire Marker, Book (Perforated)","0.22"" W x 1.37"" L (5.6mm x 34.9mm)","0.189"" ~ 0.382"" (4.80mm ~ 9.70mm)","A-Z, 0-15, +, -, /","White","Vinyl Cloth"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0817222.pdf,//media.digikey.com/photos/Phoenix%20Photos/0817222.JPG,277-5529-ND,0817222,Phoenix Contact,CABLE TIE CABLE MARKERS,3,21,"451.82000","0","1","4000 per Pkg","WMT","Active","Wire Marker, Cable Tie","0.20"" W x 1.24"" L (5.0mm x 31.4mm)","0.079"" ~ 0.138"" (2.00mm ~ 3.50mm)","Blank","White","Polyester"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC0816-000.JPG,A105370-ND,EC0816-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT 5 LEGEND GRN,967,0,"0.10000","0","1","1000 per Box","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.134"" ~ 0.224"" (3.40mm ~ 5.70mm)","5","Green","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC0596-000.JPG,A105354-ND,EC0596-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT E LEGEND WH,953,0,"0.10000","0","1","1000 per Box","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.114"" ~ 0.185"" (2.90mm ~ 4.70mm)","E","White","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC0594-000.JPG,A105352-ND,EC0594-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT C LEGEND WH,936,0,"0.10000","0","1","1000 per Box","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.114"" ~ 0.185"" (2.90mm ~ 4.70mm)","C","White","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC0832-000.JPG,A105372-ND,EC0832-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT A LEGEND WH,911,0,"0.10000","0","1","1000 per Box","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.134"" ~ 0.224"" (3.40mm ~ 5.70mm)","A","White","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC0789-000.jpg,A105369-ND,EC0789-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT 4 LEGEND YL,852,0,"0.10000","0","1","1000 per Box","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.134"" ~ 0.224"" (3.40mm ~ 5.70mm)","4","Yellow","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC0787-000.JPG,A105368-ND,EC0787-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT 3 LEGEND ORG,846,0,"0.10000","0","1","1000 per Box","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.134"" ~ 0.224"" (3.40mm ~ 5.70mm)","3","Orange","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC0785-000.JPG,A105367-ND,EC0785-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT 2 LEGEND RED,840,0,"0.10000","0","1","1000 per Box","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.134"" ~ 0.224"" (3.40mm ~ 5.70mm)","2","Red","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC0784-000.JPG,A105366-ND,EC0784-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT 1 LEGEND BRN,806,0,"0.10000","0","1","1000 per Box","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.134"" ~ 0.224"" (3.40mm ~ 5.70mm)","1","Brown","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC1015-000.JPG,A105378-ND,EC1015-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT 1 LEGEND BRN,799,0,"0.10000","0","1","1000 per Box","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.150"" ~ 0.248"" (3.80mm ~ 6.30mm)","1","Brown","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC0178-000.JPG,A105316-ND,EC0178-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT 0 LEGEND BLK,669,0,"0.10000","0","1","1000 per Box","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.079"" ~ 0.126"" (2.00mm ~ 3.20mm)","0","Black","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC0834-000.JPG,A105374-ND,EC0834-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT C LEGEND WH,650,0,"0.10000","0","1","1000 per Box","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.134"" ~ 0.224"" (3.40mm ~ 5.70mm)","C","White","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC0179-000.JPG,A105317-ND,EC0179-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT 1 LEGEND BRN,626,0,"0.10000","0","1","1000 per Box","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.079"" ~ 0.126"" (2.00mm ~ 3.20mm)","1","Brown","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC0589-000.JPG,A105349-ND,EC0589-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT 7 LEGEND WH,612,0,"0.10000","0","1","1000 per Box","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.114"" ~ 0.185"" (2.90mm ~ 4.70mm)","7","White","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC0603-000.JPG,A105356-ND,EC0603-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT L LEGEND WH,509,0,"0.10000","0","1","1000 per Box","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.114"" ~ 0.185"" (2.90mm ~ 4.70mm)","L","White","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC0588-000.JPG,A105348-ND,EC0588-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT 6 LEGEND WH,488,0,"0.10000","0","1","1000 per Box","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.114"" ~ 0.185"" (2.90mm ~ 4.70mm)","6","White","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC0039-000.JPG,A105315-ND,EC0039-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT 8 LEGEND GRY,460,0,"0.10000","0","1","1000 per Box","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.059"" ~ 0.079"" (1.50mm ~ 2.00mm)","8","Gray","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC0375-000.JPG,A105331-ND,EC0375-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT 6 LEGEND BLU,221,0,"0.10000","0","1","1000 per Box","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.098"" ~ 0.157"" (2.50mm ~ 4.00mm)","6","Blue","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC0590-000.JPG,A105350-ND,EC0590-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT 8 LEGEND WH,161,0,"0.10000","0","1","1000 per Box","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.114"" ~ 0.185"" (2.90mm ~ 4.70mm)","8","White","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC0587-000.JPG,A105347-ND,EC0587-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT 5 LEGEND WH,158,0,"0.10000","0","1","1000 per Box","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.114"" ~ 0.185"" (2.90mm ~ 4.70mm)","5","White","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC0820-000.JPG,A105371-ND,EC0820-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT 7 LEGEND VLT,146,0,"0.10000","0","1","1000 per Box","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.134"" ~ 0.224"" (3.40mm ~ 5.70mm)","7","Violet","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC0183-000.JPG,A105319-ND,EC0183-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT 3 LEGEND ORG,809,0,"0.11000","0","1","1000 per Box","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.079"" ~ 0.126"" (2.00mm ~ 3.20mm)","3","Orange","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC0193-000.jpg,A105320-ND,EC0193-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT 4 LEGEND YL,793,0,"0.11000","0","1","1000 per Box","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.079"" ~ 0.126"" (2.00mm ~ 3.20mm)","4","Yellow","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC0222-000.JPG,A105324-ND,EC0222-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT 9 LEGEND WH,495,0,"0.11000","0","1","1000 per Box","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.079"" ~ 0.126"" (2.00mm ~ 3.20mm)","9","White","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC0180-000.JPG,A105318-ND,EC0180-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT 2 LEGEND RED,260,0,"0.11000","0","1","1000 per Box","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.079"" ~ 0.126"" (2.00mm ~ 3.20mm)","2","Red","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC0211-000.JPG,A105323-ND,EC0211-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT 7 LEGEND VLT,251,0,"0.11000","0","1","1000 per Box","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.079"" ~ 0.126"" (2.00mm ~ 3.20mm)","7","Violet","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC0210-000.JPG,A105322-ND,EC0210-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT 6 LEGEND BLU,231,0,"0.11000","0","1","1000 per Box","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.079"" ~ 0.126"" (2.00mm ~ 3.20mm)","6","Blue","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC0585-000.JPG,A105345-ND,EC0585-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT 3 LEGEND WH,897,0,"0.12000","0","1","1000 per Box","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.114"" ~ 0.185"" (2.90mm ~ 4.70mm)","3","White","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC0584-000.JPG,A105344-ND,EC0584-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT 2 LEGEND WH,129,0,"0.12000","0","1","1000 per Box","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.114"" ~ 0.185"" (2.90mm ~ 4.70mm)","2","White","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-094&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/STD12W-0.jpg,STD12W-0-ND,STD12W-0,TE Connectivity Raychem Cable Protection,MARKER CHEVRON 0 LEGEND WH,185,0,"0.18000","0","1","30 per Wand; 10 Wands per Pkg","STD","Active","Wire Marker, Clip-On","-","0.177"" ~ 0.236"" (4.50mm ~ 6.00mm)","0","White","Polyoxymethylene (POM), Halogen Free"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-094&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/STD06W-6.jpg,STD06W-6-ND,STD06W-6,TE Connectivity Raychem Cable Protection,MARKER CHEVRON 6 LEGEND WH,139,0,"0.20000","0","1","30 per Wand; 10 Wands per Pkg","STD","Active","Wire Marker, Clip-On","-","0.102"" ~ 0.138"" (2.60mm ~ 3.50mm)","6","White","Polyoxymethylene (POM), Halogen Free"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-094&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/STD12W-4.jpg,STD12W-4-ND,STD12W-4,TE Connectivity Raychem Cable Protection,MARKER CHEVRON 4 LEGEND WH,241,0,"0.22000","0","1","30 per Wand; 10 Wands per Pkg","STD","Active","Wire Marker, Clip-On","-","0.177"" ~ 0.236"" (4.50mm ~ 6.00mm)","4","White","Polyoxymethylene (POM), Halogen Free"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-094&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/STD12W-3.jpg,STD12W-3-ND,STD12W-3,TE Connectivity Raychem Cable Protection,MARKER CHEVRON 3 LEGEND WH,240,0,"0.22000","0","1","30 per Wand; 10 Wands per Pkg","STD","Active","Wire Marker, Clip-On","-","0.177"" ~ 0.236"" (4.50mm ~ 6.00mm)","3","White","Polyoxymethylene (POM), Halogen Free"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-094&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/STD12W-2.jpg,STD12W-2-ND,STD12W-2,TE Connectivity Raychem Cable Protection,MARKER CHEVRON 2 LEGEND WH,165,0,"0.22000","0","1","30 per Wand; 10 Wands per Pkg","STD","Active","Wire Marker, Clip-On","-","0.177"" ~ 0.236"" (4.50mm ~ 6.00mm)","2","White","Polyoxymethylene (POM), Halogen Free"
