Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Specifications","Features"
http://www.essentracomponents.com.sg/images-line/pdfs/OFBLT.pdf,-,OFBLT-42-635V0-ND,OFBLT-42-635V0,Essentra Components,FIBER BEND LIMIT TUBE BLK 6.35MM,0,0,"1185.17400","0","100","*","Active","-","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/OFBLT-P.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_40516.jpg,OFBLTP-42-635V0-ND,OFBLTP-42-635V0,Essentra Components,FIBER BND LIMIT TUBE PULL CORD,0,0,"1185.17400","0","100","*","Active","-","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/OFBLT-P.pdf,-,OFBLTS-31-505V0-ND,OFBLTS-31-505V0,Essentra Components,FIBER BEND LIMIT TUBE SLIT BLK,0,0,"1185.17400","0","100","*","Active","-","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/OFBLT.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_OFBLTP-42-635PP.jpg,OFBLTP-42-635PP-ND,OFBLTP-42-635PP,Essentra Components,OPT FIBER BEND-LIM TUBE 1=100MTR,0,0,"1438.49000","0","1","-","Active","Tubing, Bend Limited","4.2mm Inner Dia, 100m Length","-"
"//media.digikey.com/pdf/Data%20Sheets/Industrial%20Fiber%20Optics%20Inc/IF-C-S2,3,4.pdf",-,IF-C-S3-ND,IF-C-S3,Industrial Fiberoptics,CONNECTOR SPLICE FIBER OPTIC,0,0,"7.50000","0","2","-","Active","Splice","2.2mm Dia Cables, 39.5mm Length","-"
-,-,OFBLC-100-14G-ND,OFBLC-100-14G,Essentra Components,CONDUIT FIBER BEND GRE 3.94"",0,0,"Obsolete","0","4","-","Obsolete","-","-","-"
-,-,OFBLC-100-14O-ND,OFBLC-100-14O,Essentra Components,CONDUIT FIBER BEND ORA 3.94"",0,0,"Obsolete","0","4","-","Obsolete","-","-","-"
-,-,OFBLC-32-11G-ND,OFBLC-32-11G,Essentra Components,CONDUIT FIBER BEND GRE 1.26"",0,0,"Obsolete","0","4","-","Obsolete","-","-","-"
-,-,OFBLC-32-11O-ND,OFBLC-32-11O,Essentra Components,CONDUIT FIBER BEND ORA 1.26"",0,0,"Obsolete","0","4","-","Obsolete","-","-","-"
-,-,OFBLC-55-12G-ND,OFBLC-55-12G,Essentra Components,CONDUIT FIBER BEND GRE 2.17"",0,0,"Obsolete","0","4","-","Obsolete","-","-","-"
-,-,OFBLC-55-12O-ND,OFBLC-55-12O,Essentra Components,CONDUIT FIBER BEND ORA 2.17"",0,0,"Obsolete","0","4","-","Obsolete","-","-","-"
-,-,OFBLC-75-13G-ND,OFBLC-75-13G,Essentra Components,CONDUIT FIBER BEND GRE 2.95"",0,0,"Obsolete","0","4","-","Obsolete","-","-","-"
-,-,OFBLC-75-13O-ND,OFBLC-75-13O,Essentra Components,CONDUIT FIBER BEND ORA 2.95"",0,0,"Obsolete","0","4","-","Obsolete","-","-","-"
"//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/OFCBU,%20OFM,.pdf",-,OFCBU-1-05-19BLK-ND,OFCBU-1-05-19BLK,Essentra Components,OPT FIBER CABLE BREAKOUT UNIT,0,0,"Obsolete","0","10","-","Obsolete","Breakout Gland, Saddle","5.0mm Dia Cables, 44.0mm Length","-"
-,-,OFSP-12-23-ND,OFSP-12-23,Essentra Components,OPT FIBER SPLICE PROTECTOR .90"",0,0,"Obsolete","0","100","-","Obsolete","Splice","1.5mm Inner Dia, 23.0mm Length","Heat Shrinkable"
-,-,OFSP-12-45-ND,OFSP-12-45,Essentra Components,OPT FIBER SPLICE PROTECTOR .1.77,0,0,"Obsolete","0","100","-","Obsolete","Splice","1.5mm Inner Dia, 45.0mm Length","Heat Shrinkable"
-,-,OFSP-12-61-ND,OFSP-12-61,Essentra Components,OPT FIBER SPLICE PROTECTOR .2.4"",0,0,"Obsolete","0","100","-","Obsolete","Splice","1.5mm Inner Dia, 61.0mm Length","Heat Shrinkable"
http://multimedia.3m.com/mws/media/412209O/3mtm-fibrloktm-ii-splice-holder-2539-instructions.pdf,-,2539-SC/APC-ND,2539-SC/APC,3M,SPLICE FIBRLOK II W/SC-APC PIGTL,0,0,"Obsolete","0","12","Fibrlok™ II","Obsolete","Splice Holder","0.25mm ~ 0.90mm Dia Cables, 38.1mm Length","SC/APC Pigtail Included"
http://multimedia.3m.com/mws/media/412209O/3mtm-fibrloktm-ii-splice-holder-2539-instructions.pdf,-,2539-SC/UPC-ND,2539-SC/UPC,3M,SPLICE FIBRLOK II W/SC-UPC PIGTL,0,0,"Obsolete","0","12","Fibrlok™ II","Obsolete","Splice Holder","0.25mm ~ 0.90mm Dia Cables, 38.1mm Length","SC/UPC Pigtail Included"
