Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Type Attributes","Diameter - Inside, Non-Expanded","Diameter - Inside, Expanded","Diameter - Outside, Non-Expanded","Material","Color","Length","Wall Thickness","Operating Temperature","Heat Protection","Abrasion Protection","Liquid Protection","Environment Protection","Features","Material Flammability Rating","Width"
http://cdn.techflex.com/assets/pdfs/specification-sheets/fgn.pdf,//media.digikey.com/Photos/Techflex/MFG_FGN0_25BK.jpg,1030-1111-ND,FGN0.25BK50,Techflex,SLEEVING 1/4"" X 50' BLACK,44,0,"52.44000","0","1","Insultherm®","Active","Sleeve","Expandable","0.250"" (6.35mm)","0.375"" (9.52mm)","-","Fiberglass, Resin Coated, Halogen Free","Black","50.00' (15.24m)","0.031"" (0.79mm)","-70°C ~ 650°C","Heat Resistant","Abrasion and Cut Resistant","Gasoline Resistant","-","Chemical Resistant, Clean Cut, Vibration Resistant","UL VW-1","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/nrn.pdf,//media.digikey.com/Photos/Techflex/MFG_NRN0.25BK.jpg,1030-1326-ND,NRN0.25BK100,Techflex,SLEEVING 1/4"" X 100' BLACK,67,0,"53.76000","0","1","Flexo® Noise Reduction","Active","Sleeve","Expandable","0.250"" (6.35mm)","0.375"" (9.52mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black","100' (30.48m)","0.025"" (0.64mm)","-30°C ~ 125°C","-","Abrasion Resistant","-","-","Clean Cut, Noise Reduction, Vibration Resistant","UL94 V-0","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/nhn.pdf,//media.digikey.com/Photos/Techflex/MFG_NHN0_75BK.jpg,1030-1105-ND,NHN0.75BK50,Techflex,SLEEVING 3/4"" X 50' BLACK,24,0,"53.86000","0","1","Gorilla Sleeve®","Active","Sleeve","Expandable","0.750"" (19.05mm)","1.000"" (25.40mm)","-","Polyamide Monofilament, Halogen Free","Black","50.00' (15.24m)","0.050"" (1.27mm)","-60°C ~ 150°C","-","Abrasion and Cut Resistant","Gasoline Resistant, Salt Water Resistant","UV Resistant","Chemical Resistant, Clean Cut","-","-"
http://www.panduit.com/heiler/PartDrawings/C-HSCLT100F-C20--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/CLT-Series-black.jpg,298-13555-ND,CLT38F-C20,Panduit Corp,SLIT WRAP 0.394"" X 100' BLACK,20,0,"54.37000","0","1","CLT","Active","Slit Wrap","Slit Harness","0.394"" (10.00mm)","-","0.524"" (13.30mm)","Polyethylene (PE)","Black","100' (30.48m)","0.007"" ~ 0.025"" (0.18mm ~ 0.64mm)","-40°C ~ 50°C","-","Abrasion Resistant","-","-","Crush Resistant, Impact Resistant","-","-"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/DT2005100SER.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/2.5NFP0C.jpg,1436-1358-ND,2.5NFP0C,HellermannTyton,SPIRAL WRAP 3/8"" X 100' BLACK,90,0,"56.53000","0","1","-","Active","Spiral Wrap","Harness","-","3.000"" (76.20mm)","0.375"" (9.52mm)","Polyethylene (PE)","Black","100' (30.48m)","0.052"" (1.32mm)","-60°C ~ 88°C","-","Abrasion Resistant","-","UV Resistant","Chemical Resistant, Solvent Resistant","-","-"
http://www.panduit.com/heiler/PartDrawings/C-HSCLT100F-C20--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/CLT-Series-black.jpg,298-1142-ND,CLT50F-C20,Panduit Corp,SLIT WRAP 0.512"" X 100' BLACK,51,0,"57.66000","0","1","CLT","Active","Slit Wrap","Slit Harness","0.512"" (13.00mm)","-","0.654"" (16.61mm)","Polyethylene (PE)","Black","100' (30.48m)","0.007"" ~ 0.020"" (0.18mm ~ 0.51mm)","-40°C ~ 50°C","-","Abrasion Resistant","-","-","Crush Resistant, Impact Resistant","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/f6w.pdf,//media.digikey.com/Photos/Techflex/F6W0.50BK75.jpg,1030-1223-ND,F6W0.50BK75,Techflex,SELF WRAP 1/2"" X 75' BLACK,16,0,"57.83000","0","1","F6® Woven Wrap","Active","Self Wrap","Split Flexible Tube","-","-","0.500"" (12.70mm)","Polyethylene Terephthalate (PET), Halogen Free","Black","75.00' (22.86m)","0.027"" (0.69mm)","-70°C ~ 125°C","-","Abrasion Resistant","-","-","Clean Cut","UL94 V-0","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/nhn.pdf,//media.digikey.com/Photos/Techflex/MFG_NHN1_00BK.jpg,1030-1106-ND,NHN1.00BK50,Techflex,SLEEVING 1"" X 50' BLACK,21,0,"61.25000","0","1","Gorilla Sleeve®","Active","Sleeve","Expandable","1.000"" (25.40mm)","1.250"" (31.75mm)","-","Polyamide Monofilament, Halogen Free","Black","50.00' (15.24m)","0.050"" (1.27mm)","-60°C ~ 150°C","-","Abrasion and Cut Resistant","Gasoline Resistant, Salt Water Resistant","UV Resistant","Chemical Resistant, Clean Cut","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/ccf.pdf,//media.digikey.com/Photos/Techflex/MFG_CCF0_38TB.jpg,1030-1057-ND,CCF0.38TB100,Techflex,SLEEVING 3/8"" X 100' BLACK/WHITE,44,0,"62.02000","0","1","Clean Cut® FR","Active","Sleeve","Expandable","0.375"" (9.53mm)","0.625"" (15.88mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black, White","100' (30.48m)","0.024"" (0.61mm)","-70°C ~ 125°C","Flame Retardant","Abrasion and Cut Resistant, Fray Resistant","-","-","Clean Cut, Self Extinguishing","UL VW-1","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/ccf.pdf,//media.digikey.com/Photos/Techflex/MFG_CCF1_25TB.jpg,1030-1065-ND,CCF1.25TB50,Techflex,SLEEVING 1"" X 50' BLACK/WHITE,9,0,"63.65000","0","1","Clean Cut® FR","Active","Sleeve","Expandable","1.000"" (25.40mm)","1.500"" (38.10mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black, White","50.00' (15.24m)","0.024"" (0.61mm)","-70°C ~ 125°C","Flame Retardant","Abrasion and Cut Resistant, Fray Resistant","-","-","Clean Cut, Self Extinguishing","UL VW-1","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/fgn.pdf,//media.digikey.com/Photos/Techflex/MFG_FGN0_38BK.jpg,1030-1113-ND,FGN0.38BK50,Techflex,SLEEVING 3/8"" X 50' BLACK,10,0,"64.32000","0","1","Insultherm®","Active","Sleeve","Expandable","0.375"" (9.53mm)","0.625"" (15.88mm)","-","Fiberglass, Resin Coated, Halogen Free","Black","50.00' (15.24m)","0.043"" (1.09mm)","-70°C ~ 650°C","Heat Resistant","Abrasion and Cut Resistant","Gasoline Resistant","-","Chemical Resistant, Clean Cut, Vibration Resistant","UL VW-1","-"
http://www.panduit.com/heiler/PartDrawings/C-HSCLT100F-C20--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/CLT-Series-black.jpg,298-13553-ND,CLT25N-C630,Panduit Corp,SLIT WRAP 0.284"" X 100' BLACK,7,0,"64.40000","0","1","CLT","Active","Slit Wrap","Slit Harness","0.284"" (7.21mm)","-","0.398"" (10.11mm)","Polyamide (PA6), Nylon 6","Black","100' (30.48m)","0.007"" ~ 0.020"" (0.18mm ~ 0.51mm)","-40°C ~ 110°C","Heat Stabilized","Abrasion Resistant","-","-","Crush Resistant, Impact Resistant","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/f6n.pdf,//media.digikey.com/Photos/Techflex/MFG_F6N1_00BK.jpg,1030-1085-ND,F6N1.00BK50,Techflex,SELF WRAP 1"" X 50' BLACK,11,0,"65.30000","0","1","F6®","Active","Self Wrap","Split Flexible Tube","1.000"" (25.40mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","Black","50.00' (15.24m)","0.038"" (0.96mm)","-70°C ~ 125°C","-","Abrasion and Cut Resistant","-","-","Chemical Resistant, Clean Cut","UL94 V-0","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Sleeving/GRP1101_8?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/G120NF34-BK005.jpg,G1101/8BK005-ND,G1101/8 BK005,Alpha Wire,SLEEVING 0.093"" X 100' BLACK,11,50,"65.54000","0","1","FIT® GRP-110","Active","Sleeve","Expandable","0.093"" (2.36mm)","0.250"" (6.35mm)","-","Polyester, Halogen Free","Black","100' (30.48m)","0.025"" (0.64mm)","-75°C ~ 125°C","-","Abrasion and Cut Resistant","-","Corrosion Resistant","Fungus Resistant","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/ccf.pdf,//media.digikey.com/Photos/Techflex/MFG_CCF0_75TB.jpg,1030-1061-ND,CCF0.75TB75,Techflex,SLEEVING 3/4"" X 75' BLACK/WHITE,14,0,"65.68000","0","1","Clean Cut® FR","Active","Sleeve","Expandable","0.750"" (19.05mm)","1.000"" (25.40mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black, White","75.00' (22.86m)","0.024"" (0.61mm)","-70°C ~ 125°C","Flame Retardant","Abrasion and Cut Resistant, Fray Resistant","-","-","Clean Cut, Self Extinguishing","UL VW-1","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/ccf.pdf,//media.digikey.com/Photos/Techflex/MFG_CCF0_50TB.jpg,1030-1059-ND,CCF0.50TB100,Techflex,SLEEVING 1/2"" X 100' BLACK/WHITE,43,0,"66.91000","0","1","Clean Cut® FR","Active","Sleeve","Expandable","0.500"" (12.70mm)","0.750"" (19.05mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black, White","100' (30.48m)","0.024"" (0.61mm)","-70°C ~ 125°C","Flame Retardant","Abrasion and Cut Resistant, Fray Resistant","-","-","Clean Cut, Self Extinguishing","UL VW-1","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/t/t1/t10/t100/t100fc/media/GB0239DI_PB_04-5-23-11.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/T19F-C.jpg,298-14112-ND,T19F-C,Panduit Corp,SPIRAL WRAP 0.188"" X 100' NAT,14,0,"68.41000","0","1","T","Active","Spiral Wrap","Harness","-","1.000"" (25.40mm)","0.188"" (4.78mm)","Polyethylene (PE)","Natural","100' (30.48m)","0.035"" (0.89mm)","-40°C ~ 50°C","-","Abrasion Resistant","-","-","-","UL94 HB","-"
http://www.panduit.com/heiler/PartDrawings/C-HSCLT100F-C20--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/CLT-Series-black.jpg,298-13558-ND,CLT38N-C630,Panduit Corp,SLIT WRAP 0.394"" X 100' BLACK,17,0,"69.51000","0","1","CLT","Active","Slit Wrap","Slit Harness","0.394"" (10.00mm)","-","0.524"" (13.30mm)","Polyamide (PA6), Nylon 6","Black","100' (30.48m)","0.007"" ~ 0.025"" (0.18mm ~ 0.64mm)","-40°C ~ 110°C","Heat Stabilized","Abrasion Resistant","-","-","Crush Resistant, Impact Resistant","-","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Spiral%20Wrap/SW42?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/SW42%20BK005.JPG,SW42BK005-ND,SW42 BK005,Alpha Wire,SPIRAL WRAP 0.271"" X 100' BLACK,30,112,"73.13000","0","1","FIT® SW","Active","Spiral Wrap","Harness","0.271"" (6.88mm)","-","0.375"" (9.52mm)","Polyethylene (PE)","Black","100' (30.48m)","0.052"" (1.32mm)","-66°C ~ 88°C","-","-","Moisture Resistant","UV Resistant","-","-","-"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/11-0337-006-csu.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/170-03xx4.jpg,1436-1218-ND,170-03024,HellermannTyton,SELF WRAP 75' BLACK,14,0,"73.86000","0","1","BSPSW","Active","Self Wrap","Split Flexible Tube","-","0.500"" (12.70mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black","75.00' (22.86m)","0.025"" (0.64mm)","-70°C ~ 125°C","Flame Retardant","Abrasion and Cut Resistant","-","-","-","UL94 V-0","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/nhn.pdf,//media.digikey.com/Photos/Techflex/MFG_NHN0_38BK.jpg,1030-1311-ND,NHN0.38BK100,Techflex,SLEEVING 3/8"" X 100' BLACK,17,0,"73.92000","0","1","Gorilla Sleeve®","Active","Sleeve","Expandable","0.375"" (9.53mm)","0.500"" (12.70mm)","-","Polyamide Monofilament, Halogen Free","Black","100' (30.48m)","0.050"" (1.27mm)","-60°C ~ 150°C","-","Abrasion and Cut Resistant","Gasoline Resistant, Salt Water Resistant","UV Resistant","Chemical Resistant, Clean Cut","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/f6w.pdf,//media.digikey.com/Photos/Techflex/F6W0.31BK125.JPG,1030-1218-ND,F6W0.31BK125,Techflex,SELF WRAP 0.312"" X 125' BLACK,16,0,"77.99000","0","1","F6® Woven Wrap","Active","Self Wrap","Split Flexible Tube","-","-","0.313"" (7.95mm)","Polyethylene Terephthalate (PET), Halogen Free","Black","125' (38.10m)","0.027"" (0.69mm)","-70°C ~ 125°C","-","Abrasion Resistant","-","-","Clean Cut","UL94 V-0","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/nhn.pdf,//media.digikey.com/Photos/Techflex/MFG_NHN0_50BK.jpg,1030-1104-ND,NHN0.50BK100,Techflex,SLEEVING 1/2"" X 100' BLACK,41,0,"79.68000","0","1","Gorilla Sleeve®","Active","Sleeve","Expandable","0.500"" (12.70mm)","0.625"" (15.88mm)","-","Polyamide Monofilament, Halogen Free","Black","100' (30.48m)","0.050"" (1.27mm)","-60°C ~ 150°C","-","Abrasion and Cut Resistant","Gasoline Resistant, Salt Water Resistant","UV Resistant","Chemical Resistant, Clean Cut","-","-"
http://www.panduit.com/heiler/PartDrawings/C-HSCLT100F-C20--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/CLT-Series-black.jpg,298-13561-ND,CLT50N-C630,Panduit Corp,SLIT WRAP 0.512"" X 100' BLACK,6,0,"85.12000","0","1","CLT","Active","Slit Wrap","Slit Harness","0.512"" (13.00mm)","-","0.654"" (16.61mm)","Polyamide (PA6), Nylon 6","Black","100' (30.48m)","0.007"" ~ 0.020"" (0.18mm ~ 0.51mm)","-40°C ~ 110°C","Heat Stabilized","Abrasion Resistant","-","-","Crush Resistant, Impact Resistant","-","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Sleeving/GRP1101_4?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/G1x01%5E4-BK00x.jpg,G1101/4BK005-ND,G1101/4 BK005,Alpha Wire,SLEEVING 1/8"" X 100' BLACK,15,0,"89.48000","0","1","FIT® GRP-110","Active","Sleeve","Expandable","0.125"" (3.18mm)","0.375"" (9.52mm)","-","Polyester, Halogen Free","Black","100' (30.48m)","0.025"" (0.64mm)","-75°C ~ 125°C","-","Abrasion and Cut Resistant","-","Corrosion Resistant","Fungus Resistant","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/pet.pdf,//media.digikey.com/Photos/Techflex/MFG_PTN0_38OR.jpg,1030-1231-ND,PTN0.38OR,Techflex,SLEEVING 3/8"" X 500' ORANGE,16,0,"92.93000","0","1","Flexo® PET","Active","Sleeve","Expandable","0.375"" (9.53mm)","0.500"" (12.70mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Orange","500' (152.40m)","0.025"" (0.64mm)","-70°C ~ 125°C","Heat Resistant","Abrasion and Cut Resistant","Gasoline Resistant","UV Resistant","Chemical Resistant, Clean Cut, Solvent Resistant","UL94 V-0","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Sleeving/GRP1201_8?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/G120NF34-BK005.jpg,G1201/8BK005-ND,G1201/8 BK005,Alpha Wire,SLEEVING 0.093"" X 100' BLACK/WHT,22,0,"94.12000","0","1","FIT® GRP-120","Active","Sleeve","Expandable","0.093"" (2.36mm)","0.250"" (6.35mm)","-","Polyester, Halogen Free","Black, White","100' (30.48m)","0.025"" (0.64mm)","-75°C ~ 125°C","Flame Retardant","Abrasion and Cut Resistant","-","Corrosion Resistant","Fungus Resistant","UL VW-1","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/dwn.pdf,//media.digikey.com/Photos/Techflex/MFG_DWN%20Dura%20Wrap%20Series.jpg,1030-1282-ND,DWN1.00BK25,Techflex,SELF WRAP 1"" X 25' BLACK,8,0,"94.56000","0","1","Dura Wrap™","Active","Self Wrap","Split Flexible Tube","1.000"" (25.40mm)","-","-","Polyamide (PA), Nylon, Halogen Free","Black","25.00' (7.62m)","0.026"" (0.66mm)","-51.1°C ~ 93.3°C","-","Abrasion Resistant","Gasoline Resistant, Fluid Resistant, Salt Water Resistant","Environment Resistant, UV Resistant","Chemical Resistant, Clean Cut, Hook and Loop Closure Strip","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/ssl.pdf,//media.digikey.com/Photos/Techflex/SSL0.13SV.jpg,1030-1343-ND,SSL0.13SV100,Techflex,SLEEVING 1/8"" X 100' SILVER,6,0,"96.00000","0","1","Flexo® Stainless Steel XC","Active","Sleeve","Expandable","0.125"" (3.18mm)","0.344"" (8.74mm)","-","Stainless Steel (SS), 304, Halogen Free","Silver","100' (30.48m)","0.013"" (0.33mm)","-","Flame Resistant, Heat Resistant","Abrasion Resistant","Salt Water Resistant","UV Resistant","Chemical Resistant, Clean Cut, Tight Weave","Non Flammable","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/htn.pdf,//media.digikey.com/Photos/Techflex/MFG_HTN%20%20HT%20Flexo%20Halar%20Series.jpg,1030-1291-ND,HTN0.13TB225,Techflex,SLEEVING 1/8"" X 225' BLACK/WHITE,8,0,"100.32000","0","1","Flexo® Halar®","Active","Sleeve","Expandable","0.125"" (3.18mm)","0.250"" (6.35mm)","-","Ethylene Chlorotrifluoroethylene (ECTFE), Halogen Free, Plenum Rated","Black, White","225' (68.58m)","0.028"" (0.71mm)","-75°C ~ 150°C","Flame Resistant, Heat Resistant","Abrasion and Cut Resistant","Gasoline Resistant","-","Acid Resistant, Chemical Resistant, Clean Cut, Self Extinguishing, Solvent Resistant","UL VW-1","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/ssl.pdf,//media.digikey.com/Photos/Techflex/MFG_SSL0%2050SV.jpg,1030-1184-ND,SSL0.50SV,Techflex,SLEEVING 1/2"" X 50' SILVER,8,0,"104.79000","0","1","Flexo® Stainless Steel XC","Active","Sleeve","Expandable","0.500"" (12.70mm)","0.750"" (19.05mm)","-","Stainless Steel (SS), 304, Halogen Free","Silver","50.00' (15.24m)","0.013"" (0.33mm)","-","Flame Resistant, Heat Resistant","Abrasion Resistant","Salt Water Resistant","UV Resistant","Chemical Resistant, Clean Cut, Tight Weave","Non Flammable","-"
http://www.panduit.com/heiler/PartDrawings/C-HSCLT100F-C20--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/CLT-Series-black.jpg,298-10400-ND,CLT100F-C20,Panduit Corp,SLIT WRAP 0.912"" X 100' BLACK,6,0,"106.96000","0","1","CLT","Active","Slit Wrap","Slit Harness","0.912"" (23.16mm)","-","1.103"" (28.02mm)","Polyethylene (PE)","Black","100' (30.48m)","0.008"" ~ 0.030"" (0.20mm ~ 0.76mm)","-40°C ~ 50°C","-","Abrasion Resistant","-","-","Crush Resistant, Impact Resistant","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/dwn.pdf,//media.digikey.com/Photos/Techflex/MFG_DWN%20Dura%20Wrap%20Series.jpg,1030-1283-ND,DWN1.50BK25,Techflex,SELF WRAP 1.5"" X 25' BLACK,18,0,"108.00000","0","1","Dura Wrap™","Active","Self Wrap","Split Flexible Tube","1.500"" (38.10mm)","-","-","Polyamide (PA), Nylon, Halogen Free","Black","25.00' (7.62m)","0.026"" (0.66mm)","-51.1°C ~ 93.3°C","-","Abrasion Resistant","Gasoline Resistant, Fluid Resistant, Salt Water Resistant","Environment Resistant, UV Resistant","Chemical Resistant, Clean Cut, Hook and Loop Closure Strip","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/f6f.pdf,//media.digikey.com/Photos/Techflex/MFG_F6F0-50TB.jpg,1030-1359-ND,F6F0.75TB,Techflex,SELF WRAP 3/4"" X 100' BLACK/WHT,15,0,"111.94000","0","1","F6® FR","Active","Self Wrap","Split Flexible Tube","0.750"" (19.05mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","Black, White","100' (30.48m)","0.025"" (0.64mm)","-70°C ~ 125°C","Flame Retardant","Abrasion and Cut Resistant","-","-","Chemical Resistant, Clean Cut, Self Extinguishing, Solvent Resistant","UL VW-1","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/fgn.pdf,//media.digikey.com/Photos/Techflex/MFG_FGN0_75BK.jpg,1030-1119-ND,FGN0.75BK50,Techflex,SLEEVING 3/4"" X 50' BLACK,7,0,"115.20000","0","1","Insultherm®","Active","Sleeve","Expandable","0.750"" (19.05mm)","1.125"" (28.58mm)","-","Fiberglass, Resin Coated, Halogen Free","Black","50.00' (15.24m)","0.046"" (1.17mm)","-70°C ~ 650°C","Heat Resistant","Abrasion and Cut Resistant","Gasoline Resistant","-","Chemical Resistant, Clean Cut, Vibration Resistant","UL VW-1","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/pet.pdf,//media.digikey.com/Photos/Techflex/MFG_PTN0_xxBK.jpg,1030-1012-ND,PTN1.50BK,Techflex,SLEEVING 1.5"" X 200' BLACK,7,0,"116.74000","0","1","Flexo® PET","Active","Sleeve","Expandable","1.500"" (38.10mm)","2.125"" (53.97mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black","200' (60.96m)","0.025"" (0.64mm)","-70°C ~ 125°C","Heat Resistant","Abrasion and Cut Resistant","Gasoline Resistant","UV Resistant","Chemical Resistant, Clean Cut, Solvent Resistant","UL94 V-0","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=VERSAFLEX&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/CH02034001.JPG,A118729-150-ND,VERSAFLEX-3/8-0-SP,TE Connectivity Raychem Cable Protection,SLEEVING 0.394"" X 150M BLACK,23,0,"118.61000","0","1","Versaflex","Active","Sleeve","Expandable","0.394"" (10.00mm)","0.630"" (16.00mm)","-","Polyester (PES)","Black","492' (150.00m)","-","-50°C ~ 150°C","-","Abrasion and Cut Resistant","-","-","Chemical Resistant, Fungus Resistant, Solvent Resistant","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/frn.pdf,//media.digikey.com/Photos/Techflex/MFG_FRN0_75TB.jpg,1030-1026-ND,FRN0.75TB,Techflex,SLEEVING 3/4"" X 250' BLACK/WHITE,14,0,"120.96000","0","1","Flexo® FR","Active","Sleeve","Expandable","0.750"" (19.05mm)","1.250"" (31.75mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black, White","250' (76.20m)","0.025"" (0.64mm)","-70°C ~ 125°C","Flame Retardant","Abrasion and Cut Resistant","Gasoline Resistant","-","Chemical Resistant, Clean Cut","UL VW-1","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/ssl.pdf,//media.digikey.com/Photos/Techflex/MFG_SSL0%2075SV.jpg,1030-1185-ND,SSL0.75SV,Techflex,SLEEVING 3/4"" X 50' SILVER,17,0,"124.80000","0","1","Flexo® Stainless Steel XC","Active","Sleeve","Expandable","0.750"" (19.05mm)","1.250"" (31.75mm)","-","Stainless Steel (SS), 304, Halogen Free","Silver","50.00' (15.24m)","0.013"" (0.33mm)","-","Flame Resistant, Heat Resistant","Abrasion Resistant","Salt Water Resistant","UV Resistant","Chemical Resistant, Clean Cut, Tight Weave","Non Flammable","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/htn.pdf,//media.digikey.com/Photos/Techflex/MFG_HTN%20%20HT%20Flexo%20Halar%20Series.jpg,1030-1293-ND,HTN0.25TB200,Techflex,SLEEVING 1/4"" X 200' BLACK/WHITE,5,0,"124.80000","0","1","Flexo® Halar®","Active","Sleeve","Expandable","0.250"" (6.35mm)","0.438"" (11.13mm)","-","Ethylene Chlorotrifluoroethylene (ECTFE), Halogen Free, Plenum Rated","Black, White","200' (60.96m)","0.028"" (0.71mm)","-75°C ~ 150°C","Flame Resistant, Heat Resistant","Abrasion and Cut Resistant","Gasoline Resistant","-","Acid Resistant, Chemical Resistant, Clean Cut, Self Extinguishing, Solvent Resistant","UL VW-1","-"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/DT2005100SER.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/4NFP0C.jpg,1436-1393-ND,4NFP0C,HellermannTyton,SPIRAL WRAP 3/4"" X 100' BLACK,6,0,"125.46000","0","1","-","Active","Spiral Wrap","Harness","-","5.000"" (127.00mm)","0.750"" (19.05mm)","Polyethylene (PE)","Black","100' (30.48m)","0.065"" (1.65mm)","-60°C ~ 88°C","-","Abrasion Resistant","-","UV Resistant","Chemical Resistant, Solvent Resistant","-","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Sleeving/GRP120NF18?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/ALPHA%20WIRE%20COMPANY-G120NF18%20BK005.jpg,AG120NF18B-100-ND,G120NF18 BK005,Alpha Wire,SLEEVING 1/8"" X 100' BLACK/WHITE,6,0,"131.87000","0","1","FIT® GRP-120NF","Active","Sleeve","Expandable","0.125"" (3.18mm)","0.250"" (6.35mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black, White","100' (30.48m)","0.024"" (0.61mm)","-75°C ~ 125°C","Flame Retardant","Abrasion and Cut Resistant, Fray Resistant","-","Corrosion Resistant","Clean Cut, Fungus Resistant","UL VW-1","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/frn.pdf,//media.digikey.com/Photos/Techflex/MFG_FRN0_38TB.jpg,1030-1022-ND,FRN0.38TB,Techflex,SLEEVING 3/8"" X 500' BLACK/WHITE,17,0,"132.19000","0","1","Flexo® FR","Active","Sleeve","Expandable","0.375"" (9.53mm)","0.625"" (15.88mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black, White","500' (152.40m)","0.025"" (0.64mm)","-70°C ~ 125°C","Flame Retardant","Abrasion and Cut Resistant","Gasoline Resistant","-","Chemical Resistant, Clean Cut","UL VW-1","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/fwn.pdf,//media.digikey.com/Photos/Techflex/MFG_FWN0_75BK.jpg,1030-1068-ND,FWN0.75BK,Techflex,SELF WRAP 3/4"" X 100' BLACK,10,0,"134.40000","0","1","Flexo® Wrap","Active","Self Wrap","Split Flexible Tube","0.750"" (19.05mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","Black","100' (30.48m)","0.025"" (0.64mm)","-70°C ~ 125°C","-","Abrasion and Cut Resistant","-","-","Clean Cut, Hook and Loop Closure Strip","UL94 V-0","-"
