Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Type Attributes","Diameter - Inside, Non-Expanded","Diameter - Inside, Expanded","Diameter - Outside, Non-Expanded","Material","Color","Length","Wall Thickness","Operating Temperature","Heat Protection","Abrasion Protection","Liquid Protection","Environment Protection","Features","Material Flammability Rating","Width"
http://www.panduit.com/heiler/PartDrawings/C-HSSE12PS-4CR0--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/SEXXP-XR0.jpg,298-14053-ND,SE125P-LR0,Panduit Corp,SLEEVING 1-1/4"" X 50' BLACK,3,0,"120.86000","0","1","Pan-Wrap™ SE","Active","Sleeve","Expandable","1.250"" (31.75mm)","1.500"" (38.10mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black","50.00' (15.24m)","-","-70°C ~ 125°C","-","Abrasion Resistant","-","UV Resistant","Noise Reduction, Vibration Resistant","UL94 V-0","-"
https://cdn.techflex.com/assets/pdfs/specification-sheets/f6h.pdf,//media.digikey.com/Photos/Techflex/MFG_F6-HD.jpg,1030-1462-ND,F6H0.38BK75,Techflex,"3/8"" F6 HEAVY DUTY, BLACK, 75 FT",10,0,"120.96000","0","1","F6® Heavy","Active","Self Wrap","Split Flexible Tube","0.375"" (9.53mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","Black","75.00' (22.86m)","0.057"" (1.45mm)","-70°C ~ 125°C","-","Abrasion and Cut Resistant","Fluid Resistant","-","-","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/f6w.pdf,//media.digikey.com/Photos/Techflex/F6W0.75BK50.JPG,1030-1527-ND,F6W0.75BK,Techflex,SELF WRAP 3/4"" X 150' BLACK,5,0,"120.96000","0","1","F6® Woven Wrap","Active","Self Wrap","Split Flexible Tube","-","-","0.750"" (19.05mm)","Polyethylene Terephthalate (PET), Halogen Free","Black","150' (45.72m)","0.027"" (0.69mm)","-70°C ~ 125°C","-","Abrasion Resistant","-","-","Clean Cut","UL94 V-0","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/fgl.pdf,//media.digikey.com/photos/Techflex/MFG_FGL(G)_RD.jpg,1030-1541-ND,FGL0.63RD,Techflex,SLEEVING 5/8"" X 100' RED,5,0,"120.96000","0","1","Insultherm® Tru-Fit","Active","Sleeve","Expandable","0.625"" (15.88mm)","0.655"" (16.64mm)","-","Fiberglass, Acrylic Coated, Halogen Free","Red","100' (30.48m)","0.010"" (0.25mm)","-70°C ~ 650°C","Heat Resistant","Abrasion and Cut Resistant, Fray Resistant","-","-","Clean Cut, Solvent Resistant","UL VW-1","-"
http://www.panduit.com/heiler/PartDrawings/C-HSCLT100F-C20--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_CLT_4.jpg,298-13534-ND,CLT100F-C4,Panduit Corp,SLIT WRAP 0.912"" X 100' YELLOW,10,0,"122.99000","0","1","CLT","Active","Slit Wrap","Slit Harness","0.912"" (23.16mm)","-","1.103"" (28.02mm)","Polyethylene (PE)","Yellow","100' (30.48m)","0.008"" ~ 0.030"" (0.20mm ~ 0.76mm)","-40°C ~ 50°C","-","Abrasion Resistant","-","-","Crush Resistant, Impact Resistant","-","-"
http://www.panduit.com/heiler/PartDrawings/C-HSCLT100F-C20--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_CLT_3.jpg,298-13533-ND,CLT100F-C3,Panduit Corp,SLIT WRAP 0.912"" X 100' ORANGE,8,0,"122.99000","0","1","CLT","Active","Slit Wrap","Slit Harness","0.912"" (23.16mm)","-","1.103"" (28.02mm)","Polyethylene (PE)","Orange","100' (30.48m)","0.008"" ~ 0.030"" (0.20mm ~ 0.76mm)","-40°C ~ 50°C","-","Abrasion Resistant","-","-","Crush Resistant, Impact Resistant","-","-"
http://www.panduit.com/heiler/PartDrawings/GB0239LQ_02-5-23-11.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_TXXX-CX-BLACK.jpg,298-14126-ND,T25R-C20Y,Panduit Corp,SPIRAL WRAP 1/4"" X 100' BLACK,14,0,"123.27000","0","1","T","Active","Spiral Wrap","Harness","-","2.000"" (50.80mm)","0.250"" (6.35mm)","Polyethylene (PE)","Black","100' (30.48m)","0.040"" (1.02mm)","-40°C ~ 50°C","Fire Resistant","Abrasion Resistant","-","-","-","UL94 V-2","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Spiral%20Wrap/SW5?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/SW5-CL005.jpg,ASW5-100-ND,SW5 CL005,Alpha Wire,SPIRAL WRAP 0.62"" X 100' CLEAR,23,13,"124.97000","0","1","FIT® SW","Active","Spiral Wrap","Harness","0.620"" (15.75mm)","-","0.750"" (19.05mm)","Polyethylene (PE), Halogen Free","Clear","100' (30.48m)","0.065"" (1.65mm)","-60°C ~ 88°C","-","Abrasion Resistant","-","-","Solvent Resistant","-","-"
http://www.panduit.com/heiler/PartDrawings/C-HSSE12PS-4CR0--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/SEXXP-XR0.jpg,298-14058-ND,SE12P-TR0,Panduit Corp,SLEEVING 1/8"" X 200' BLACK,3,0,"126.32000","0","1","Pan-Wrap™ SE","Active","Sleeve","Expandable","0.125"" (3.18mm)","0.250"" (6.35mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black","200' (60.96m)","0.024"" (0.61mm)","-70°C ~ 125°C","-","Abrasion Resistant","-","UV Resistant","Noise Reduction, Vibration Resistant","UL94 V-0","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/pet.pdf,//media.digikey.com/Photos/Techflex/MFG_PTN0.50RD500.jpg,1030-1385-ND,PTN0.50RD500,Techflex,SLEEVING 1/2"" X 500' RED,22,0,"126.72000","0","1","Flexo® PET","Active","Sleeve","Expandable","0.500"" (12.70mm)","0.750"" (19.05mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Red","500' (152.40m)","0.025"" (0.64mm)","-70°C ~ 125°C","Heat Resistant","Abrasion and Cut Resistant","Gasoline Resistant","UV Resistant","Chemical Resistant, Clean Cut, Solvent Resistant","UL94 V-0","-"
http://www.panduit.com/heiler/PartDrawings/C-HSCLT100F-C20--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/CLT-Series-black.jpg,298-13540-ND,CLT125N-L630,Panduit Corp,SLIT WRAP 1.278"" X 50' BLACK,8,0,"128.24000","0","1","CLT","Active","Slit Wrap","Slit Harness","1.278"" (32.46mm)","-","1.536"" (39.01mm)","Polyamide (PA6), Nylon 6","Black","50.00' (15.24m)","0.008"" ~ 0.030"" (0.20mm ~ 0.76mm)","-40°C ~ 110°C","Heat Stabilized","Abrasion Resistant","-","-","Crush Resistant, Impact Resistant","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SHR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_11646.jpg,RPC5044-ND,SHR-32-6NB,Essentra Components,SLIT WRAP 1.26"" X 15M BLACK,7,0,"129.58000","0","1","SHR","Active","Slit Wrap","Slit Harness","1.260"" (32.00mm)","1.260"" (32.00mm)","-","Polyamide (PA6), Nylon 6","Black","49.21' (15.00m)","0.050"" (1.27mm)","-","-","Abrasion Resistant","-","-","-","UL94 V-2","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Sleeving/GRP1301_2?device=pdf,-,G1301/2OR007-50-ND,G1301/2 OR007,Alpha Wire,SELF WRAP 1/2"" X 50' ORANGE,6,0,"129.94000","0","1","FIT® GRP-130","Active","Self Wrap","Split Flexible Tube","0.500"" (12.70mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","Orange","50.00' (15.24m)","0.025"" (0.64mm)","-70°C ~ 125°C","Flame Retardant","-","-","Corrosion Resistant, UV Resistant","Fungus Resistant","UL94 V-0","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SHR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_11646.jpg,RPC5041-ND,SHR-20-6NB,Essentra Components,SLIT WRAP 0.787"" X 30M BLACK,5,0,"133.18000","0","1","SHR","Active","Slit Wrap","Slit Harness","0.787"" (20.00mm)","0.906"" (23.00mm)","-","Polyamide (PA6), Nylon 6","Black","98.43' (30.00m)","0.035"" (0.89mm)","-","-","Abrasion Resistant","-","-","-","UL94 V-2","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/f6n.pdf,//media.digikey.com/Photos/Techflex/MFG_Flexo-Wrap-Gray.jpg,1030-1484-ND,F6N1.00PG100,Techflex,SELF WRAP 1"" X 100' GRAY,2,0,"133.63000","0","1","F6®","Active","Self Wrap","Split Flexible Tube","1.000"" (25.40mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","Gray","100' (30.48m)","0.038"" (0.96mm)","-70°C ~ 125°C","-","Abrasion and Cut Resistant","-","-","Chemical Resistant, Clean Cut","UL94 V-0","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Sleeving/GRP13011_4?device=pdf,-,G13011/4OR008-25-ND,G13011/4 OR008,Alpha Wire,SELF WRAP 1-1/4"" X 25' ORANGE,3,0,"134.19000","0","1","FIT® GRP-130","Active","Self Wrap","Split Flexible Tube","1.250"" (31.75mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","Orange","25.00' (7.62m)","0.038"" (0.96mm)","-70°C ~ 125°C","Flame Retardant","-","-","Corrosion Resistant, UV Resistant","Fungus Resistant","UL94 V-0","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/f6w.pdf,//media.digikey.com/Photos/Techflex/MFG_F6Wx.xxBK.jpg,1030-1535-ND,F6W2.00BK,Techflex,SELF WRAP 2"" X 40' BLACK,13,0,"134.40000","0","1","F6® Woven Wrap","Active","Self Wrap","Split Flexible Tube","-","-","2.000"" (50.80mm)","Polyethylene Terephthalate (PET), Halogen Free","Black","40.00' (12.19m)","0.027"" (0.69mm)","-70°C ~ 125°C","-","Abrasion Resistant","-","-","Clean Cut","UL94 V-0","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/fwn.pdf,//media.digikey.com/Photos/Techflex/MFG_FWN2_00BK.jpg,1030-1609-ND,FWN0.50BK,Techflex,SELF WRAP 1/2"" X 100' BLACK,9,0,"134.40000","0","1","Flexo® Wrap","Active","Self Wrap","Split Flexible Tube","0.500"" (12.70mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","Black","100' (30.48m)","0.025"" (0.64mm)","-70°C ~ 125°C","-","Abrasion and Cut Resistant","-","-","Clean Cut, Hook and Loop Closure Strip","UL94 V-0","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/fhh.pdf,//media.digikey.com/Photos/Techflex/MFG_FHH.jpg,1030-1561-ND,FHH1.25NT,Techflex,SLEEVING 1-1/4"" X 50' NATURAL,5,0,"134.40000","0","1","Insultherm® Ultraflex Pro","Active","Sleeve","Expandable","1.250"" (31.75mm)","1.750"" (44.45mm)","-","Fiberglass, Halogen Free","Natural","50.00' (15.24m)","0.035"" (0.89mm)","-70°C ~ 650°C","Heat Resistant","Abrasion Resistant, Fray Resistant","-","-","Vibration Resistant","UL VW-1","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/f6v.pdf,//media.digikey.com/Photos/Techflex/MFG_F6V1.00TB.jpg,1030-1507-ND,F6V1.00TB100,Techflex,SELF WRAP 1"" X 100' BLACK/WHITE,3,0,"134.40000","0","1","F6® Woven Wrap FR","Active","Self Wrap","Split Flexible Tube","1.000"" (25.40mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","Black, White","100' (30.48m)","0.027"" (0.69mm)","-70°C ~ 125°C","Flame Retardant","Abrasion Resistant","-","-","Clean Cut","UL VW-1","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/f6q.pdf,//media.digikey.com/Photos/Techflex/MFG_F6Q0.25BK.jpg,1030-1493-ND,F6Q0.25BK,Techflex,SELF WRAP 1/4"" X 200' BLACK,4,0,"134.78000","0","1","F6® Quiet","Active","Self Wrap","Split Flexible Tube","0.250"" (6.35mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","Black","200' (60.96m)","0.040"" (1.02mm)","-30°C ~ 125°C","-","Abrasion and Cut Resistant","-","-","Clean Cut, Noise Reduction","UL94 V-0","-"
https://cdn.techflex.com/assets/pdfs/specification-sheets/f6h.pdf,//media.digikey.com/Photos/Techflex/MFG_F6-HD.jpg,1030-1465-ND,F6H0.75BK50,Techflex,"3/4"" F6 HEAVY DUTY, BLACK, 50 FT",4,0,"135.36000","0","1","F6® Heavy","Active","Self Wrap","Split Flexible Tube","0.750"" (19.05mm)","-","-","Fluoropolymer","Black","50.00' (15.24m)","-","-","-","Abrasion and Cut Resistant","Fluid Resistant","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/GB0239DO_04.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_TXXX-CX-BLACK.jpg,298-14122-ND,T25FR-C20Y,Panduit Corp,SPIRAL WRAP 1/4"" X 100' BLACK,6,0,"135.61000","0","1","T","Active","Spiral Wrap","Harness","-","2.000"" (50.80mm)","0.250"" (6.35mm)","Polyethylene (PE)","Black","100' (30.48m)","0.040"" (1.02mm)","-20°C ~ 50°C","Flame Retardant","Abrasion Resistant","-","-","-","UL94 V-0","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Sleeving/GRP1201_4?device=pdf,-,G1201/4WH005-100-ND,G1201/4 WH005,Alpha Wire,SLEEVING 1/8"" X 100' WHITE/BLACK,3,9,"135.63000","0","1","FIT® GRP-120","Active","Sleeve","Expandable","0.125"" (3.18mm)","0.375"" (9.52mm)","-","Polyester, Halogen Free","White, Black","100' (30.48m)","0.025"" (0.64mm)","-75°C ~ 125°C","Flame Retardant","Abrasion and Cut Resistant","-","Corrosion Resistant","Fungus Resistant","UL VW-1","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/f6w.pdf,//media.digikey.com/Photos/Techflex/F6W0.38BK100.jpg,1030-1518-ND,F6W0.38BK225,Techflex,SELF WRAP 3/8"" X 225' BLACK,2,0,"136.07000","0","1","F6® Woven Wrap","Active","Self Wrap","Split Flexible Tube","-","-","0.375"" (9.52mm)","Polyethylene Terephthalate (PET), Halogen Free","Black","225' (68.58m)","0.027"" (0.69mm)","-70°C ~ 125°C","-","Abrasion Resistant","-","-","Clean Cut","UL94 V-0","-"
http://www.panduit.com/heiler/PartDrawings/C-HSCLT100F-C20--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/CLT-Series-black.jpg,298-13568-ND,CLT75N-C630,Panduit Corp,SLIT WRAP 0.767"" X 100' BLACK,7,0,"136.34000","0","1","CLT","Active","Slit Wrap","Slit Harness","0.767"" (19.48mm)","-","0.941"" (23.90mm)","Polyamide (PA6), Nylon 6","Black","100' (30.48m)","0.007"" ~ 0.020"" (0.18mm ~ 0.51mm)","-40°C ~ 110°C","Heat Stabilized","Abrasion Resistant","-","-","Crush Resistant, Impact Resistant","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/f6w.pdf,//media.digikey.com/Photos/Techflex/MFG_F6W0.75WH.jpg,1030-1528-ND,F6W0.75WH,Techflex,SELF WRAP 3/4"" X 150' WHITE,3,0,"139.10000","0","1","F6® Woven Wrap","Active","Self Wrap","Split Flexible Tube","-","-","0.750"" (19.05mm)","Polyethylene Terephthalate (PET), Halogen Free","White","150' (45.72m)","0.027"" (0.69mm)","-70°C ~ 125°C","-","Abrasion Resistant","-","-","Clean Cut","UL94 V-0","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/pet.pdf,//media.digikey.com/Photos/Techflex/MFG_PTN0.xxPP.jpg,1030-1384-ND,PTN0.50PP,Techflex,SLEEVING 1/2"" X 500' PURPLE,9,0,"144.00000","0","1","Flexo® PET","Active","Sleeve","Expandable","0.500"" (12.70mm)","0.750"" (19.05mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Purple","500' (152.40m)","0.025"" (0.64mm)","-70°C ~ 125°C","Heat Resistant","Abrasion and Cut Resistant","Gasoline Resistant","UV Resistant","Chemical Resistant, Clean Cut, Solvent Resistant","UL94 V-0","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/dwt.pdf,//media.digikey.com/Photos/Techflex/MFG_DWTx.xxBK.jpg,1030-1448-ND,DWT1.00BK25,Techflex,SELF WRAP 1"" X 25' BLACK,3,0,"146.40000","0","1","Turtle Wrap™","Active","Self Wrap","Split Flexible Tube","1.000"" (25.40mm)","-","-","Nylon, Neoprene Coated","Black","25.00' (7.62m)","0.020"" (0.51mm)","-40°C ~ 121°C","Flame Retardant","Abrasion Resistant","Fluid Resistant, Gasoline Resistant, Salt Water Resistant","UV Resistant","Chemical Resistant, Clean Cut, Hook and Loop Closure Strip","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/f6v.pdf,//media.digikey.com/Photos/Techflex/MFG_F6V0.50TB.jpg,1030-1503-ND,F6V0.50TB200,Techflex,SELF WRAP 1/2"" X 200' BLACK/WHT,22,0,"147.84000","0","1","F6® Woven Wrap FR","Active","Self Wrap","Split Flexible Tube","0.500"" (12.70mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","Black, White","200' (60.96m)","0.027"" (0.69mm)","-70°C ~ 125°C","Flame Retardant","Abrasion Resistant","-","-","Clean Cut","UL VW-1","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Sleeving/GRP1303_4?device=pdf,-,G1303/4OR007-50-ND,G1303/4 OR007,Alpha Wire,SELF WRAP 3/4"" X 50' ORANGE,2,0,"149.83000","0","1","FIT® GRP-130","Active","Self Wrap","Split Flexible Tube","0.750"" (19.05mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","Orange","50.00' (15.24m)","0.025"" (0.64mm)","-70°C ~ 125°C","Flame Retardant","-","-","Corrosion Resistant, UV Resistant","Fungus Resistant","UL94 V-0","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Sleeving/GRP16013_4?device=pdf,-,G16013/4BK008-ND,G16013/4 BK008,Alpha Wire,SLEEVING 1-3/4"" X 25' BLACK,5,0,"151.65000","0","1","FIT® GRP-160","Active","Sleeve","Expandable","1.750"" (44.45mm)","2.750"" (69.85mm)","-","Polyamide Monofilament, Halogen Free","Black","25.00' (7.62m)","0.050"" (1.27mm)","-45°C ~ 150°C","-","Abrasion and Cut Resistant","Fuel Resistant, Salt Water Resistant","Corrosion Resistant, UV Resistant","Chemical Resistant, Clean Cut, Fungus Resistant, Solvent Resistant","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/fwn.pdf,//media.digikey.com/Photos/Techflex/MFG_FWN-White.jpg,1030-1610-ND,FWN0.75WH,Techflex,SELF WRAP 3/4"" X 100' WHITE,4,0,"153.60000","0","1","Flexo® Wrap","Active","Self Wrap","Split Flexible Tube","0.750"" (19.05mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","White","100' (30.48m)","0.025"" (0.64mm)","-70°C ~ 125°C","-","Abrasion and Cut Resistant","-","-","Clean Cut, Hook and Loop Closure Strip","UL94 V-0","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Sleeving/GRP1301_8?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/G1301%5E4-BK007.jpg,G1301/8BK004-200-ND,G1301/8 BK004,Alpha Wire,SELF WRAP 1/8"" X 200' BLACK,4,0,"154.22000","0","1","FIT® GRP-130","Active","Self Wrap","Split Flexible Tube","0.125"" (3.18mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","Black","200' (60.96m)","0.024"" (0.61mm)","-70°C ~ 125°C","Flame Retardant","-","-","Corrosion Resistant, UV Resistant","Fungus Resistant","UL94 V-0","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Sleeving/GRP1301_8?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/G1301%5E4-OR007.jpg,G1301/8OR004-ND,G1301/8 OR004,Alpha Wire,SELF WRAP 1/8"" X 200' ORANGE,3,0,"154.22000","0","1","FIT® GRP-130","Active","Self Wrap","Split Flexible Tube","0.125"" (3.18mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","Orange","200' (60.96m)","0.024"" (0.61mm)","-70°C ~ 125°C","Flame Retardant","-","-","Corrosion Resistant, UV Resistant","Fungus Resistant","UL94 V-0","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/f6w.pdf,//media.digikey.com/Photos/Techflex/MFG_F6W2.00WH.jpg,1030-1537-ND,F6W2.00WH,Techflex,SELF WRAP 2"" X 40' WHITE,3,0,"154.56000","0","1","F6® Woven Wrap","Active","Self Wrap","Split Flexible Tube","-","-","2.000"" (50.80mm)","Polyethylene Terephthalate (PET), Halogen Free","White","40.00' (12.19m)","0.027"" (0.69mm)","-70°C ~ 125°C","-","Abrasion Resistant","-","-","Clean Cut","UL94 V-0","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/f6v.pdf,//media.digikey.com/Photos/Techflex/MFG_F6V0.75TB.jpg,1030-1505-ND,F6V0.75TB150,Techflex,SELF WRAP 3/4"" X 150' BLACK/WHT,18,0,"155.52000","0","1","F6® Woven Wrap FR","Active","Self Wrap","Split Flexible Tube","0.750"" (19.05mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","Black, White","150' (45.72m)","0.027"" (0.69mm)","-70°C ~ 125°C","Flame Retardant","Abrasion Resistant","-","-","Clean Cut","UL VW-1","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/dwn.pdf,//media.digikey.com/Photos/Techflex/MFG_DWN%20Dura%20Wrap%20Series.jpg,1030-1350-ND,DWN3.00BK25,Techflex,SELF WRAP 3"" X 25' BLACK,15,0,"156.00000","0","1","Dura Wrap™","Active","Self Wrap","Split Flexible Tube","3.000"" (76.20mm)","-","-","Polyamide (PA), Nylon, Halogen Free","Black","25.00' (7.62m)","0.026"" (0.66mm)","-51.1°C ~ 93.3°C","-","Abrasion Resistant","Gasoline Resistant, Fluid Resistant, Salt Water Resistant","Environment Resistant, UV Resistant","Chemical Resistant, Clean Cut, Hook and Loop Closure Strip","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=VERSAFLEX&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/CH02024001.jpg,A118728-300-ND,VERSAFLEX-1/4-0-SP,TE Connectivity Raychem Cable Protection,SLEEVING 0.236"" X 300M BLACK,4,0,"156.03000","0","1","Versaflex","Active","Sleeve","Expandable","0.236"" (6.00mm)","0.375"" (9.52mm)","-","Polyester (PES)","Black","984' (300.00m)","-","-50°C ~ 150°C","-","Abrasion and Cut Resistant","-","-","Chemical Resistant, Fungus Resistant, Solvent Resistant","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/f6w.pdf,//media.digikey.com/Photos/Techflex/MFG_F6W0.38WH.jpg,1030-1520-ND,F6W0.38WH225,Techflex,SELF WRAP 3/8"" X 225' WHITE,4,0,"156.48000","0","1","F6® Woven Wrap","Active","Self Wrap","Split Flexible Tube","-","-","0.375"" (9.52mm)","Polyethylene Terephthalate (PET), Halogen Free","White","225' (68.58m)","0.027"" (0.69mm)","-70°C ~ 125°C","-","Abrasion Resistant","-","-","Clean Cut","UL94 V-0","-"
http://www.panduit.com/heiler/PartDrawings/C-HSSE12PS-4CR0--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/SEXXP-XR0.jpg,298-14061-ND,SE150P-LR0,Panduit Corp,SLEEVING 1.5"" X 50' BLACK,3,0,"159.93000","0","1","Pan-Wrap™ SE","Active","Sleeve","Expandable","1.500"" (38.10mm)","2.125"" (53.97mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black","50.00' (15.24m)","0.038"" (0.96mm)","-70°C ~ 125°C","-","Abrasion Resistant","-","UV Resistant","Noise Reduction, Vibration Resistant","UL94 V-0","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Sleeving/GRP18011_4?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/G18011%5E4-BK008.jpg,G18011/4BK008-ND,G18011/4 BK008,Alpha Wire,SLEEVING 1-1/4"" X 25' BLACK,3,0,"160.72000","0","1","FIT® GRP-180","Active","Sleeve","Expandable","1.250"" (31.75mm)","1.500"" (38.10mm)","-","Nylon","Black","25.00' (7.62m)","0.050"" (1.27mm)","-60°C ~ 150°C","-","Abrasion and Cut Resistant","Fuel Resistant, Salt Water Resistant","Corrosion Resistant, Environment Resistant, UV Resistant","Chemical Resistant, Fungus Resistant, Solvent Resistant","-","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Sleeving/GRP1601_2?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/G1601%5E4-BK00x.jpg,G1601/2BK007-ND,G1601/2 BK007,Alpha Wire,SLEEVING 1/2"" X 50' BLACK,5,0,"162.61000","0","1","FIT® GRP-160","Active","Sleeve","Expandable","0.500"" (12.70mm)","1.000"" (25.40mm)","-","Polyamide Monofilament, Halogen Free","Black","50.00' (15.24m)","0.050"" (1.27mm)","-45°C ~ 150°C","-","Abrasion and Cut Resistant","Fuel Resistant, Salt Water Resistant","Corrosion Resistant, UV Resistant","Chemical Resistant, Clean Cut, Fungus Resistant, Solvent Resistant","-","-"
