Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Bushing, Grommet Type","For Use With/Related Products","Panel Thickness","Panel Cutout Dimensions","Diameter - Inside","Features","Material","Color","Material Flammability Rating"
-,//media.digikey.com/photos/Weidmuller/2583390000.JPG,281-3859-ND,2583390000,Weidmüller,"SEALING ELEMENT GRAY, SMALL",170,150,"3.74000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.069"" ~ 0.089"" (1.75mm ~ 2.25mm)","-","Thermoplastic Elastomer (TPE)","Gray","UL94 V-0"
-,//media.digikey.com/photos/Weidmuller/2583410000.JPG,281-3861-ND,2583410000,Weidmüller,"SEALING ELEMENT GRAY, SMALL",170,0,"3.74000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.108"" ~ 0.128"" (2.75mm ~ 3.25mm)","-","Thermoplastic Elastomer (TPE)","Gray","UL94 V-0"
-,//media.digikey.com/Photos/Weidmuller/MFG_2584550000.jpg,281-3936-ND,2584550000,Weidmüller,"SEALING ELEMENT GRAY, SMALL",170,30,"3.74000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.591"" ~ 0.630"" (15.00mm ~ 16.00mm)","-","Thermoplastic Elastomer (TPE)","Gray","UL94 V-0"
-,//media.digikey.com/Photos/Weidmuller/MFG_258XX60000.jpg,281-3937-ND,2584560000,Weidmüller,"SEALING ELEMENT GRAY, SMALL",170,209,"3.74000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.551"" ~ 0.591"" (14.00mm ~ 15.00mm)","-","Thermoplastic Elastomer (TPE)","Gray","UL94 V-0"
-,//media.digikey.com/Photos/Weidmuller/2584570000.jpg,281-3938-ND,2584570000,Weidmüller,"SEALING ELEMENT GRAY, SMALL",170,2558,"3.74000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.512"" ~ 0.551"" (13.00mm ~ 14.00mm)","-","Thermoplastic Elastomer (TPE)","Gray","UL94 V-0"
-,//media.digikey.com/Photos/Weidmuller/2584590000.jpg,281-3939-ND,2584590000,Weidmüller,"SEALING ELEMENT GRAY, SMALL",170,476,"3.74000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.472"" ~ 0.512"" (12.00mm ~ 13.00mm)","-","Thermoplastic Elastomer (TPE)","Gray","UL94 V-0"
-,//media.digikey.com/Photos/Weidmuller/MFG_2584600000.JPG,281-3940-ND,2584600000,Weidmüller,"SEALING ELEMENT GRAY, SMALL",170,590,"3.74000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.433"" ~ 0.472"" (11.00mm ~ 12.00mm)","-","Thermoplastic Elastomer (TPE)","Gray","UL94 V-0"
-,//media.digikey.com/Photos/Weidmuller/MFG_258XX60000.jpg,281-3944-ND,2584660000,Weidmüller,"SEALING ELEMENT GRAY, SMALL",170,1904,"3.74000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.276"" ~ 0.315"" (7.00mm ~ 8.00mm)","-","Thermoplastic Elastomer (TPE)","Gray","UL94 V-0"
-,//media.digikey.com/photos/Weidmuller/2583370000.JPG,281-3857-ND,2583370000,Weidmüller,"SEALING ELEMENT GRAY, SMALL",169,150,"3.74000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.049"" ~ 0.069"" (1.25mm ~ 1.75mm)","-","Thermoplastic Elastomer (TPE)","Gray","UL94 V-0"
-,//media.digikey.com/Photos/Weidmuller/MFG_2583380000.jpg,281-3858-ND,2583380000,Weidmüller,"SEALING ELEMENT GRAY, SMALL",169,170,"3.74000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.079"" ~ 0.118"" (2.00mm ~ 3.00mm)","-","Thermoplastic Elastomer (TPE)","Gray","UL94 V-0"
-,//media.digikey.com/Photos/Weidmuller/MFG_2584610000.jpg,281-3941-ND,2584610000,Weidmüller,"SEALING ELEMENT GRAY, SMALL",169,954,"3.74000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.394"" ~ 0.433"" (10.00mm ~ 11.00mm)","-","Thermoplastic Elastomer (TPE)","Gray","UL94 V-0"
-,//media.digikey.com/Photos/Weidmuller/2583440000.jpg,281-3862-ND,2583440000,Weidmüller,"SEALING ELEMENT GRAY, SMALL",168,550,"3.74000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.157"" ~ 0.197"" (4.00mm ~ 5.00mm)","-","Thermoplastic Elastomer (TPE)","Gray","UL94 V-0"
-,//media.digikey.com/Photos/Weidmuller/2584630000.jpg,281-3942-ND,2584630000,Weidmüller,"SEALING ELEMENT GRAY, SMALL",167,655,"3.74000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.354"" ~ 0.394"" (9.00mm ~ 10.00mm)","-","Thermoplastic Elastomer (TPE)","Gray","UL94 V-0"
-,//media.digikey.com/Photos/Weidmuller/MFG_2583400000.jpg,281-3860-ND,2583400000,Weidmüller,"SEALING ELEMENT GRAY, SMALL",164,200,"3.74000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.118"" ~ 0.157"" (3.00mm ~ 4.00mm)","-","Thermoplastic Elastomer (TPE)","Gray","UL94 V-0"
-,//media.digikey.com/Photos/Weidmuller/2584650000.jpg,281-3943-ND,2584650000,Weidmüller,"SEALING ELEMENT GRAY, SMALL",164,598,"3.74000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.315"" ~ 0.354"" (8.00mm ~ 9.00mm)","-","Thermoplastic Elastomer (TPE)","Gray","UL94 V-0"
-,//media.digikey.com/photos/Weidmuller/2583450000.JPG,281-3863-ND,2583450000,Weidmüller,"SEALING ELEMENT GRAY, SMALL",161,1480,"3.74000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.197"" ~ 0.236"" (5.00mm ~ 6.00mm)","-","Thermoplastic Elastomer (TPE)","Gray","UL94 V-0"
-,//media.digikey.com/Photos/Weidmuller/MFG_2583360000.jpg,281-3856-ND,2583360000,Weidmüller,"SEALING ELEMENT GRAY, SMALL",125,200,"3.74000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.059"" ~ 0.079"" (1.50mm ~ 2.00mm)","-","Thermoplastic Elastomer (TPE)","Gray","UL94 V-0"
http://www.panduit.com/heiler/PartDrawings/GE_R3%20-%20Mil%20Spec.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_GE-Mil-Series.jpg,298-13451-ND,GE510-Q,Panduit Corp,GROMMET EDGE SLOT NATURAL,383,0,"3.78000","0","1","GE","Active","Grommet - Edging, Slotted","Edges, Irregular Holes","0.380"" ~ 0.510"" (9.65mm ~ 12.95mm)","Edging - 1.062' L (0.32m)","-","-","Polyamide (PA66), Nylon 6/6","Natural","UL94 V-2"
-,//media.digikey.com/Photos/Weidmuller/MFG_2584730000.jpg,281-3950-ND,2584730000,Weidmüller,"SEALING ELEMENT BLACK, SMALL",165,200,"3.98000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.118"" ~ 0.157"" (3.00mm ~ 4.00mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
-,//media.digikey.com/Photos/Weidmuller/2583980000.jpg,281-3900-ND,2583980000,Weidmüller,"SEALING ELEMENT BLACK, SMALL",160,582,"3.98000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.551"" ~ 0.591"" (14.00mm ~ 15.00mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
-,//media.digikey.com/Photos/Weidmuller/MFG_2584000000.jpg,281-3901-ND,2584000000,Weidmüller,"SEALING ELEMENT BLACK, SMALL",160,202,"3.98000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.512"" ~ 0.551"" (13.00mm ~ 14.00mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
-,//media.digikey.com/Photos/Weidmuller/MFG_2584040000.jpg,281-3903-ND,2584040000,Weidmüller,"SEALING ELEMENT BLACK, SMALL",160,306,"3.98000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.433"" ~ 0.472"" (11.00mm ~ 12.00mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
-,//media.digikey.com/Photos/Weidmuller/MFG_2584720000.jpg,281-3949-ND,2584720000,Weidmüller,"SEALING ELEMENT BLACK, SMALL",160,200,"3.98000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.108"" ~ 0.128"" (2.75mm ~ 3.25mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
-,//media.digikey.com/Photos/Weidmuller/MFG_2584750000.jpg,281-3951-ND,2584750000,Weidmüller,"SEALING ELEMENT BLACK, SMALL",160,0,"3.98000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.069"" ~ 0.089"" (1.75mm ~ 2.25mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
-,//media.digikey.com/Photos/Weidmuller/MFG_2584780000.JPG,281-3954-ND,2584780000,Weidmüller,"SEALING ELEMENT BLACK, SMALL",160,20,"3.98000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.059"" ~ 0.079"" (1.50mm ~ 2.00mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
-,//media.digikey.com/Photos/Weidmuller/MFG_2584750000.jpg,281-3953-ND,2584770000,Weidmüller,"SEALING ELEMENT BLACK, SMALL",158,40,"3.98000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.049"" ~ 0.069"" (1.25mm ~ 1.75mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
-,//media.digikey.com/Photos/Weidmuller/2584020000.jpg,281-3902-ND,2584020000,Weidmüller,"SEALING ELEMENT BLACK, SMALL",157,288,"3.98000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.472"" ~ 0.512"" (12.00mm ~ 13.00mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
-,//media.digikey.com/Photos/Weidmuller/MFG_2584760000.jpg,281-3952-ND,2584760000,Weidmüller,"SEALING ELEMENT BLACK, SMALL",156,40,"3.98000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.079"" ~ 0.118"" (2.00mm ~ 3.00mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
-,//media.digikey.com/Photos/Weidmuller/2583960000.jpg,281-3899-ND,2583960000,Weidmüller,"SEALING ELEMENT BLACK, SMALL",153,514,"3.98000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.591"" ~ 0.630"" (15.00mm ~ 16.00mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
-,//media.digikey.com/Photos/Weidmuller/2584670000.jpg,281-3945-ND,2584670000,Weidmüller,"SEALING ELEMENT BLACK, SMALL",152,1012,"3.98000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.276"" ~ 0.315"" (7.00mm ~ 8.00mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
-,//media.digikey.com/Photos/Weidmuller/2584790000.jpg,281-3955-ND,2584790000,Weidmüller,"SEALING ELEMENT BLACK, SMALL",152,2825,"3.98000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","-","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
-,//media.digikey.com/Photos/Weidmuller/2584690000.jpg,281-3947-ND,2584690000,Weidmüller,"SEALING ELEMENT BLACK, SMALL",151,580,"3.98000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.236"" ~ 0.276"" (6.00mm ~ 7.00mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
-,//media.digikey.com/Photos/Weidmuller/2584680000.jpg,281-3946-ND,2584680000,Weidmüller,"SEALING ELEMENT BLACK, SMALL",150,170,"3.98000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.157"" ~ 0.197"" (4.00mm ~ 5.00mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
-,//media.digikey.com/Photos/Weidmuller/2584060000.jpg,281-3904-ND,2584060000,Weidmüller,"SEALING ELEMENT BLACK, SMALL",149,399,"3.98000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.394"" ~ 0.433"" (10.00mm ~ 11.00mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
-,//media.digikey.com/Photos/Weidmuller/2584080000.jpg,281-3906-ND,2584080000,Weidmüller,"SEALING ELEMENT BLACK, SMALL",149,566,"3.98000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.354"" ~ 0.394"" (9.00mm ~ 10.00mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
-,//media.digikey.com/Photos/Weidmuller/2584330000.jpg,281-3916-ND,2584330000,Weidmüller,"SEALING ELEMENT BLACK, SMALL",144,960,"3.98000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.315"" ~ 0.354"" (8.00mm ~ 9.00mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
-,//media.digikey.com/Photos/Weidmuller/2584710000.jpg,281-3948-ND,2584710000,Weidmüller,"SEALING ELEMENT BLACK, SMALL",136,580,"3.98000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.197"" ~ 0.236"" (5.00mm ~ 6.00mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
-,-,2080-28672.4-ND,28672.4,"Conta-Clip, Inc.",KDS SEALING SLEEVE MULTI 5MM,330,0,"4.68000","0","1","-","Active","Frame Grommet, Split","4 Cable Openings","-","Square - 0.799"" (20.30mm)","0.185"" ~ 0.201"" (4.70mm ~ 5.10mm)","IP66 - Dust Tight, Water Resistant","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
-,-,2080-28673.6-ND,28673.6,"Conta-Clip, Inc.",KDS SEALING SLEEVE MULTI 5MM,330,0,"4.68000","0","1","-","Active","Frame Grommet, Split","4 Cable Openings","-","Square - 0.799"" (20.30mm)","0.185"" ~ 0.201"" (4.70mm ~ 5.10mm)","IP66 - Dust Tight, Water Resistant","Thermoplastic Elastomer (TPE)","Gray","UL94 V-0"
-,-,2080-28681.4-ND,28681.4,"Conta-Clip, Inc.",KDS SEAL MULTI 4X4.5MM,330,0,"4.68000","0","1","-","Active","Frame Grommet, Split","4 Cable Openings","-","Square - 0.799"" (20.30mm)","0.165"" ~ 0.181"" (4.20mm ~ 4.60mm)","IP66 - Dust Tight, Water Resistant","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
http://www.essentracomponents.com.sg/images-line/pdfs/LTG.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_LTG-3.jpg,RPC3104-ND,LTG-3,Essentra Components,GROMMET RUBBER GRAY,595,0,"5.30000","0","1","LTG","Active","Grommet","Cable, Wires","0.040"" ~ 0.160"" (1.02mm ~ 4.06mm)","Circular - 1.890"" (48.01mm)","-","IP67 - Dust Tight, Waterproof","Ethylene Propylene Terpolymer Rubber (EPDM)","Gray","-"
-,//media.digikey.com/Photos/Weidmuller/MFG_2584820000.JPG,281-3958-ND,2584820000,Weidmüller,"MULTIPLE SEALING ELEMENT GRAY, S",120,0,"5.44000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.305"" ~ 0.325"" (7.75mm ~ 8.25mm)","-","Thermoplastic Elastomer (TPE)","Gray","UL94 V-0"
-,//media.digikey.com/Photos/Weidmuller/2584830000.jpg,281-3959-ND,2584830000,Weidmüller,"MULTIPLE SEALING ELEMENT GRAY, S",120,110,"5.44000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.266"" ~ 0.285"" (6.75mm ~ 7.25mm)","-","Thermoplastic Elastomer (TPE)","Gray","UL94 V-0"
-,//media.digikey.com/Photos/Weidmuller/2584870000.JPG,281-3963-ND,2584870000,Weidmüller,"MULTIPLE SEALING ELEMENT GRAY, S",120,0,"5.44000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.079"" ~ 0.118"" (2.00mm ~ 3.00mm)","-","Thermoplastic Elastomer (TPE)","Gray","UL94 V-0"
-,//media.digikey.com/Photos/Weidmuller/2584900000.jpg,281-3966-ND,2584900000,Weidmüller,"MULTIPLE SEALING ELEMENT GRAY, S",120,1044,"5.44000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.157"" ~ 0.197"" (4.00mm ~ 5.00mm)","-","Thermoplastic Elastomer (TPE)","Gray","UL94 V-0"
-,//media.digikey.com/Photos/Weidmuller/2584850000.JPG,281-3961-ND,2584850000,Weidmüller,"MULTIPLE SEALING ELEMENT GRAY, S",118,406,"5.44000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.157"" ~ 0.177"" (4.00mm ~ 4.50mm)","-","Thermoplastic Elastomer (TPE)","Gray","UL94 V-0"
-,//media.digikey.com/Photos/Weidmuller/2584880000.JPG,281-3964-ND,2584880000,Weidmüller,"MULTIPLE SEALING ELEMENT GRAY, S",116,110,"5.44000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.256"" (6.50mm)","-","Thermoplastic Elastomer (TPE)","Gray","UL94 V-0"
-,//media.digikey.com/Photos/Weidmuller/MFG_2584860000.jpg,281-3962-ND,2584860000,Weidmüller,"MULTIPLE SEALING ELEMENT GRAY, S",113,0,"5.44000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.118"" ~ 0.157"" (3.00mm ~ 4.00mm)","-","Thermoplastic Elastomer (TPE)","Gray","UL94 V-0"
-,//media.digikey.com/Photos/Weidmuller/MFG_2584920000.JPG,281-3967-ND,2584920000,Weidmüller,"SEALING ELEMENT GRAY, LARGE",120,0,"5.53000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 1.697"" (43.10mm)","1.260"" ~ 1.299"" (32.00mm ~ 33.00mm)","-","Thermoplastic Elastomer (TPE)","Gray","UL94 V-0"
http://www.essentracomponents.com.sg/images-line/pdfs/GR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GR3.JPG,RPC4088-ND,GR3404A,Essentra Components,GROMMET 2.250"" RUBBER BLACK,311,0,"5.54000","0","1","GR","Active","Grommet","Cable, Wires","0.250"" (6.35mm)","Circular - 2.500"" (63.50mm)","2.250"" (57.15mm)","-","Styrene-Butadiene Rubber (SBR), 60 Durometer","Black","-"
-,//media.digikey.com/photos/Weidmuller/2583570000.JPG,281-3872-ND,2583570000,Weidmüller,"MULTIPLE SEALING ELEMENT BLACK,",120,260,"5.61000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.157"" ~ 0.177"" (4.00mm ~ 4.50mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
-,//media.digikey.com/photos/Weidmuller/MFG_2583580000.JPG,281-3873-ND,2583580000,Weidmüller,"MULTIPLE SEALING ELEMENT BLACK,",120,40,"5.61000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.118"" ~ 0.157"" (3.00mm ~ 4.00mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
-,//media.digikey.com/photos/Weidmuller/2583540000.JPG,281-3869-ND,2583540000,Weidmüller,"MULTIPLE SEALING ELEMENT BLACK,",114,140,"5.61000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.305"" ~ 0.325"" (7.75mm ~ 8.25mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
-,//media.digikey.com/Photos/Weidmuller/MFG_2583550000.jpg,281-3870-ND,2583550000,Weidmüller,"MULTIPLE SEALING ELEMENT BLACK,",114,140,"5.61000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.266"" ~ 0.285"" (6.75mm ~ 7.25mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
-,//media.digikey.com/photos/Weidmuller/2583600000.JPG,281-3875-ND,2583600000,Weidmüller,"MULTIPLE SEALING ELEMENT BLACK,",110,190,"5.61000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.256"" (6.50mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
-,//media.digikey.com/Photos/Weidmuller/2583620000.jpg,281-3877-ND,2583620000,Weidmüller,"MULTIPLE SEALING ELEMENT BLACK,",110,170,"5.61000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.157"" ~ 0.197"" (4.00mm ~ 5.00mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
-,//media.digikey.com/photos/Weidmuller/2583560000.JPG,281-3871-ND,2583560000,Weidmüller,"MULTIPLE SEALING ELEMENT BLACK,",109,340,"5.61000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.157"" ~ 0.197"" (4.00mm ~ 5.00mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
-,//media.digikey.com/photos/Weidmuller/2583590000.JPG,281-3874-ND,2583590000,Weidmüller,"MULTIPLE SEALING ELEMENT BLACK,",108,0,"5.61000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 0.815"" (20.70mm)","0.079"" ~ 0.118"" (2.00mm ~ 3.00mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
-,//media.digikey.com/Photos/Weidmuller/2584800000.jpg,281-3956-ND,2584800000,Weidmüller,SPECIAL SEALING ELEMENT ASI GRAY,120,0,"5.69000","0","1","Cabtite SE","Active","Frame Grommet, Split","1 ASI Cable Opening","-","Square - 0.815"" (20.70mm)","-","-","Thermoplastic Elastomer (TPE)","Gray","UL94 V-0"
-,//media.digikey.com/Photos/Weidmuller/MFG_2584810000.jpg,281-3957-ND,2584810000,Weidmüller,SPECIAL SEALING ELEMENT ASI GRAY,120,20,"5.69000","0","1","Cabtite SE","Active","Frame Grommet, Split","2 ASI Cable Openings","-","Square - 0.815"" (20.70mm)","-","-","Thermoplastic Elastomer (TPE)","Gray","UL94 V-0"
-,//media.digikey.com/Photos/Weidmuller/MFG_2584340000.JPG,281-3917-ND,2584340000,Weidmüller,"SEALING ELEMENT GRAY, LARGE",120,0,"5.77000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 1.697"" (43.10mm)","1.220"" ~ 1.260"" (31.00mm ~ 32.00mm)","-","Thermoplastic Elastomer (TPE)","Gray","UL94 V-0"
-,//media.digikey.com/Photos/Weidmuller/MFG_2584350000.jpg,281-3918-ND,2584350000,Weidmüller,"SEALING ELEMENT GRAY, LARGE",120,110,"5.77000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 1.697"" (43.10mm)","1.102"" ~ 1.142"" (28.00mm ~ 29.00mm)","-","Thermoplastic Elastomer (TPE)","Gray","UL94 V-0"
-,//media.digikey.com/Photos/Weidmuller/2584360000.jpg,281-3919-ND,2584360000,Weidmüller,"SEALING ELEMENT GRAY, LARGE",120,59,"5.77000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 1.697"" (43.10mm)","1.181"" ~ 1.220"" (30.00mm ~ 31.00mm)","-","Thermoplastic Elastomer (TPE)","Gray","UL94 V-0"
-,//media.digikey.com/Photos/Weidmuller/2584370000.JPG,281-3920-ND,2584370000,Weidmüller,"SEALING ELEMENT GRAY, LARGE",120,0,"5.77000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 1.697"" (43.10mm)","1.063"" ~ 1.102"" (27.00mm ~ 28.00mm)","-","Thermoplastic Elastomer (TPE)","Gray","UL94 V-0"
-,//media.digikey.com/Photos/Weidmuller/2584380000.jpg,281-3921-ND,2584380000,Weidmüller,"SEALING ELEMENT GRAY, LARGE",120,109,"5.77000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 1.697"" (43.10mm)","1.142"" ~ 1.181"" (29.00mm ~ 30.00mm)","-","Thermoplastic Elastomer (TPE)","Gray","UL94 V-0"
-,//media.digikey.com/Photos/Weidmuller/2584400000.JPG,281-3923-ND,2584400000,Weidmüller,"SEALING ELEMENT GRAY, LARGE",120,150,"5.77000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 1.697"" (43.10mm)","0.984"" ~ 1.024"" (25.00mm ~ 26.00mm)","-","Thermoplastic Elastomer (TPE)","Gray","UL94 V-0"
-,//media.digikey.com/Photos/Weidmuller/2584410000.JPG,281-3924-ND,2584410000,Weidmüller,"SEALING ELEMENT GRAY, LARGE",120,150,"5.77000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 1.697"" (43.10mm)","0.945"" ~ 0.984"" (24.00mm ~ 25.00mm)","-","Thermoplastic Elastomer (TPE)","Gray","UL94 V-0"
-,//media.digikey.com/Photos/Weidmuller/2584420000.JPG,281-3925-ND,2584420000,Weidmüller,"SEALING ELEMENT GRAY, LARGE",120,105,"5.77000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 1.697"" (43.10mm)","0.906"" ~ 0.945"" (23.00mm ~ 24.00mm)","-","Thermoplastic Elastomer (TPE)","Gray","UL94 V-0"
-,//media.digikey.com/Photos/Weidmuller/2584430000.JPG,281-3926-ND,2584430000,Weidmüller,"SEALING ELEMENT GRAY, LARGE",120,150,"5.77000","0","1","Cabtite SE","Active","Frame Grommet, Split","Cable, Wires","-","Square - 1.697"" (43.10mm)","0.866"" ~ 0.906"" (22.00mm ~ 23.00mm)","-","Thermoplastic Elastomer (TPE)","Gray","UL94 V-0"
