Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Cable Diameter","Thread Size","Conduit Hub Size","Panel Hole Size","Material","Includes","Color","Ingress Protection"
http://www.alphawire.com/~/media/ProductSpecs/Cable%20Glands/PPS.pdf,"//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_PMSxx,PPSxx.jpg",PPS9BK080-ND,PPS9 BK080,Alpha Wire,CABLE GLAND 4-8MM PG9 POLY,155,136,"2.27000","0","1","FIT®","Active","Cable Gland","0.16"" ~ 0.31"" (4.0mm ~ 8.0mm)","PG9","-","0.598"" (15.2mm)","Polyamide","Gasket, Locknut","Black","IP66/68 - Dust Tight, Water Resistant, Waterproof"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1478769&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1478769-5.JPG,A122732-ND,1478769-5,TE Connectivity Raychem Cable Protection,CABLE GLAND 13-18MM NYLON,638,0,"2.37000","0","1","-","Active","Cable Gland, Anti-Vibration","0.51"" ~ 0.71"" (13.0mm ~ 18.0mm)","-","-","0.984"" (25.0mm)","Nylon","Cap, Locknut, Seal","Black","IP68 - Dust Tight, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/AE_Full_Line_Catalog_2014.pdf,//media.digikey.com/photos/American%20Elect%20Photos/1555.09.08.jpg,288-1185-ND,1555.09.08,American Electrical Inc.,CABLE GLAND 3-8MM PG9 NYLON,272,0,"2.39000","0","1","Syntec®","Active","Cable Gland","0.12"" ~ 0.31"" (3.0mm ~ 8.0mm)","PG9","-","0.598"" (15.2mm)","Nylon","Sealing Ring","Light Gray","IP68 - Dust Tight, Waterproof"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1478769&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1478769-1.jpg,A122731-ND,1478769-1,TE Connectivity Raychem Cable Protection,CABLE GLAND 3-6.5MM NYLON,663,0,"2.40000","0","1","-","Active","Cable Gland, Anti-Vibration","0.12"" ~ 0.26"" (3.0mm ~ 6.5mm)","-","-","0.472"" (12.0mm)","Nylon","Cap, Locknut, Seal","Black","IP68 - Dust Tight, Waterproof"
http://www.alphawire.com/~/media/2D7C08696560488FB7C728536FD7CEA4.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_Standard-Cable.JPG,PNC1/2SL080-ND,PNC1/2 SL080,Alpha Wire,CABLE GLAND 6-12MM 1/2NPT POLY,820,46,"2.47000","0","1","FIT®","Active","Cable Gland","0.24"" ~ 0.47"" (6.0mm ~ 12.0mm)","1/2"" NPT","-","0.840"" (21.3mm)","Polyamide","Lock Nuts","Gray","IP66/68 - Dust Tight, Water Resistant, Waterproof"
http://www.alphawire.com/~/media/FEEA56568A364C30AC53DB8CA5EDCAAE.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_Standard-Cable.JPG,PMC20SL080-ND,PMC20 SL080,Alpha Wire,CABLE GLAND 6-12MM M20 POLY,364,2,"2.47000","0","1","FIT®","Active","Cable Gland","0.24"" ~ 0.47"" (6.0mm ~ 12.0mm)","M20x1.5","-","0.787"" (20.0mm)","Polyamide","Lock Nuts","Gray","IP66/68 - Dust Tight, Water Resistant, Waterproof"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1411127,//media.digikey.com/photos/Phoenix%20Photos/MFG_1411126.jpg,277-13000-ND,1411127,Phoenix Contact,CABLE GLAND 15-21MM M32 POLY,68,0,"2.54000","0","1","-","Active","Cable Gland","0.59"" ~ 0.83"" (15.0mm ~ 21.0mm)","M32","-","-","Polyamide","Seal, Strain Relief","Gray","IP68 - Dust Tight, Waterproof"
http://www.alphawire.com/~/media/22F283356FF044B49324E0F8F378BFE1.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_Flex-Spiral-Gland.JPG,PMS12SL080-ND,PMS12 SL080,Alpha Wire,CABLE GLAND 3-6.5MM M12 POLY,194,0,"2.56000","0","1","FIT®","Active","Cable Gland","0.12"" ~ 0.26"" (3.0mm ~ 6.5mm)","M12x1.5","-","0.472"" (12.0mm)","Polyamide","Gasket, Nut, Strain Relief","Gray","IP66/68 - Dust Tight, Water Resistant, Waterproof"
http://www.alphawire.com/~/media/ProductSpecs/Cable%20Glands/PMS_Metric.pdf,"//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_PMSxx,PPSxx.jpg",PMS12BK080-ND,PMS12 BK080,Alpha Wire,CABLE GLAND 3-6.5MM M12 POLY,150,73,"2.56000","0","1","FIT®","Active","Cable Gland","0.12"" ~ 0.26"" (3.0mm ~ 6.5mm)","M12x1.5","-","0.472"" (12.0mm)","Polyamide","Gasket, Nut, Strain Relief","Black","IP66/68 - Dust Tight, Water Resistant, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/AE_Full_Line_Catalog_2014.pdf,//media.digikey.com/photos/American%20Elect%20Photos/1555.11.10.jpg,288-1186-ND,1555.11.10,American Electrical Inc.,CABLE GLAND 4-10MM PG11 NYLON,325,0,"2.58000","0","1","Syntec®","Active","Cable Gland","0.16"" ~ 0.39"" (4.0mm ~ 10.0mm)","PG11","-","0.732"" (18.6mm)","Nylon","Sealing Ring","Light Gray","IP68 - Dust Tight, Waterproof"
https://www.bopla.de/fileadmin/product_data/Alle_Allg.-Zubehoer/10000100_BF-7.pdf,//media.digikey.com/Photos/Rose%20&%20Bopla%20Enclosures/12002400.JPG,902-1156-ND,12002400,Bopla Enclosures,CABLE GLAND 11-17MM M25 POLY,94,0,"2.83000","0","1","BoplaFlex BF/MBF","Active","Cable Gland","0.43"" ~ 0.67"" (11.0mm ~ 17.0mm)","M25x1.5","-","-","Polyamide","-","Gray","IP68 - Dust Tight, Waterproof"
http://www.essentracomponents.com.sg/images-line/pdfs/CG-NPT.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_37284.jpg,RPC1893-ND,CG-NPT-1/2-2-BK,Essentra Components,CABLE GLAND 7-12MM 1/2NPT NYLON,485,0,"2.99000","0","1","CG-NPT","Active","Cable Gland","0.28"" ~ 0.47"" (7.0mm ~ 12.0mm)","1/2"" NPT","-","0.875"" (22.2mm), 7/8""","Nylon","Sealing Gland, Sealing Nut","Black","IP68 - Dust Tight, Waterproof"
http://www.altechcorp.com/PDFS/Splits/ltsr22.pdf,//media.digikey.com/Photos/Altech-Corporation/5306107.jpg,1920-1016-ND,5306107,Altech Corporation,CABLE GLAND 2.5-6.5MM PG7 POLY,96,1400,"3.15000","0","1","-","Active","Cable Gland","0.10"" ~ 0.26"" (2.5mm ~ 6.5mm)","PG7","-","0.492"" (12.5mm)","Polyamide","Sealing Ring","Black","IP68 - Dust Tight, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/AE_Full_Line_Catalog_2014.pdf,"//media.digikey.com/photos/American%20Elect%20Photos/1545.21.18,1545.21.14.jpg",288-1172-ND,1545.21.18,American Electrical Inc.,CABLE GLAND 11-18MM PG21 NYLON,64,0,"4.89000","0","1","Syntec®","Active","Cable Gland","0.43"" ~ 0.71"" (11.0mm ~ 18.0mm)","PG21","-","1.114"" (28.3mm)","Nylon","Sealing Ring","Black","IP68 - Dust Tight, Waterproof"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1411165,//media.digikey.com/photos/Phoenix%20Photos/MFG_1411175.jpg,277-13004-ND,1411165,Phoenix Contact,CABLE GLAND 11-17MM M25 BRASS,49,0,"5.60000","0","1","-","Active","Cable Gland","0.43"" ~ 0.67"" (11.0mm ~ 17.0mm)","M25","-","-","Brass, Nickel Plated","Clamping Insert, O-Ring, Seal, Strain Relief","Silver","IP66/68/69K - Dust Tight, Water Resistant, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/Cable_Grips.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/1100.17.105.jpg,288-1427-ND,1100.17.105,American Electrical Inc.,CABLE GLAND 8-10.5MM M16 BRASS,35,0,"6.98000","0","1","Progress® MS","Active","Cable Gland","0.31"" ~ 0.41"" (8.0mm ~ 10.5mm)","M16x1.5","-","0.630"" (16.0mm)","Brass, Nickel Plated","O-Ring, Seal, Strain Relief","Silver","IP68/69K - Dust Tight, Water Resistant, Waterproof"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1411166,//media.digikey.com/Photos/Phoenix%20Photos/1411166.JPG,277-12276-ND,1411166,Phoenix Contact,CABLE GLAND 15-21MM M32 BRASS,61,935,"9.62000","0","1","-","Active","Cable Gland","0.59"" ~ 0.83"" (15.0mm ~ 21.0mm)","M32","-","-","Brass, Nickel Plated","Clamping Insert, O-Ring, Seal, Strain Relief","Silver","IP66/68/69K - Dust Tight, Water Resistant, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/Cable_Grips.pdf,//media.digikey.com/photos/American%20Elect%20Photos/1000.1%5E8NPT.060.JPG,288-1442-ND,1000.1/8NPT.060,American Electrical Inc.,CABLE GLAND 4-6MM 1/8NPT BRASS,69,0,"11.00000","0","1","Progress® NPT","Active","Cable Gland","0.16"" ~ 0.24"" (4.0mm ~ 6.0mm)","1/8"" NPT","-","-","Brass, Nickel Plated","Seal","Silver","IP68/69K - Dust Tight, Water Resistant, Waterproof"
http://www.amphenol-sine.com/pdf/datasheet/RT0L14CG.pdf,//media.digikey.com/Photos/Amphenol%20Photos/RT0L-14CG-S2.jpg,889-1188-ND,RT0L-14CG-S2,Amphenol Sine Systems Corp,CABLE GRIP 8-12.5MM ZINC,16,0,"11.07000","0","1","ecomate® RM","Active","Cable Grip","0.31"" ~ 0.49"" (8.0mm ~ 12.5mm)","13/16-20","-","-","Zinc","EMC Grounding Ring, Gasket, Nut, Seal","Gray","IP67 - Dust Tight, Waterproof"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CES-X-XX&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/CES-2.JPG,A101270-ND,CES-2,"TE Connectivity Aerospace, Defense and Marine",HEAT SHRINK CBL SEAL 6.4-19.1MM,42,0,"19.74000","0","1","-","Active","Cable Seal, Heat Shrinkable","0.25"" ~ 0.75"" (6.4mm ~ 19.1mm)","1-12","-","-","Nylon","O-Ring","Black","-"
http://www.budind.com/pdf/hbipg.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/MFG_IPG-2229-G.jpg,377-2197-ND,IPG-2229-G,Bud Industries,CABLE GLAND 4.1-7.9MM PG9 NYLON,124,252,"0.70000","0","1","IPG","Active","Cable Gland","0.16"" ~ 0.31"" (4.1mm ~ 7.9mm)","PG9","-","0.600"" (15.2mm)","Nylon","Gasket","Gray","IP66 - Dust Tight, Water Resistant"
http://www.budind.com/pdf/hbipg-4.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/IPG-222114-G.jpg,377-2211-ND,IPG-222114-G,Bud Industries,CABLE GLAND 5-10MM PG11 NYLON,287,1394,"1.10000","0","1","IPG","Active","Cable Gland","0.20"" ~ 0.39"" (5.0mm ~ 10.0mm)","PG11","-","0.710"" (18.0mm)","Nylon","Gasket","Gray","IP66 - Dust Tight, Water Resistant"
http://www.budind.com/pdf/hbipg.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/MFG_IPG-22216-G.jpg,377-2200-ND,IPG-22216-G,Bud Industries,CABLE GLAND 10-14MM PG16 NYLON,31,378,"1.20000","0","1","IPG","Active","Cable Gland","0.39"" ~ 0.55"" (10.0mm ~ 14.0mm)","PG16","-","0.890"" (22.6mm)","Nylon","Gasket","Gray","IP66 - Dust Tight, Water Resistant"
http://www.budind.com/pdf/hbipg-4.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/MFG_IPG-2221354-G.jpg,377-2212-ND,IPG-2221354-G,Bud Industries,CABLE GLAND 6-12MM PG13.5 NYLON,247,1370,"1.40000","0","1","IPG","Active","Cable Gland","0.24"" ~ 0.47"" (6.0mm ~ 12.0mm)","PG13.5","-","0.790"" (20.1mm)","Nylon","Gasket","Gray","IP66 - Dust Tight, Water Resistant"
https://www.bopla.de/fileadmin/product_data/Alle_Allg.-Zubehoer/12051809_POZ-7.pdf,//media.digikey.com/Photos/Rose%20&%20Bopla%20Enclosures/12051809.jpg,902-1111-ND,12051809,Bopla Enclosures,CABLE GLAND 4-6MM PG7 POLY,157,0,"1.70000","0","1","BoplaCon POZ/MPOZ","Active","Cable Gland","0.16"" ~ 0.24"" (4.0mm ~ 6.0mm)","PG7","-","-","Polyamide","-","Gray","IP65 - Dust Tight, Water Resistant"
https://www.bopla.de/fileadmin/product_data/Alle_Allg.-Zubehoer/10000100_BF-7.pdf,//media.digikey.com/Photos/Rose%20&%20Bopla%20Enclosures/10000300.JPG,902-1137-ND,10000300,Bopla Enclosures,CABLE GLAND 5-10MM PG11 POLY,181,0,"1.76000","0","1","BoplaFlex BF/MBF","Active","Cable Gland","0.20"" ~ 0.39"" (5.0mm ~ 10.0mm)","PG11","-","-","Polyamide","-","Gray","IP68 - Dust Tight, Waterproof"
http://www.budind.com/pdf/hbipg.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/MFG_IPG-22221-G.jpg,377-2202-ND,IPG-22221-G,Bud Industries,CABLE GLAND 13-18MM PG21 NYLON,54,672,"1.90000","0","1","IPG","Active","Cable Gland","0.51"" ~ 0.71"" (13.0mm ~ 18.0mm)","PG21","-","1.110"" (28.2mm)","Nylon","Gasket","Gray","IP66 - Dust Tight, Water Resistant"
https://www.bopla.de/fileadmin/product_data/Alle_Allg.-Zubehoer/10000100_BF-7.pdf,//media.digikey.com/Photos/Rose%20&%20Bopla%20Enclosures/10000400.JPG,902-1139-ND,10000400,Bopla Enclosures,CABLE GLAND 6-12MM PG13.5 POLY,225,0,"1.97000","0","1","BoplaFlex BF/MBF","Active","Cable Gland","0.24"" ~ 0.47"" (6.0mm ~ 12.0mm)","PG13.5","-","-","Polyamide","-","Gray","IP68 - Dust Tight, Waterproof"
https://www.bopla.de/fileadmin/product_data/Alle_Allg.-Zubehoer/10000100_BF-7.pdf,//media.digikey.com/Photos/Rose%20&%20Bopla%20Enclosures/10000500.JPG,902-1141-ND,10000500,Bopla Enclosures,CABLE GLAND 10-14MM PG16 POLY,285,0,"2.03000","0","1","BoplaFlex BF/MBF","Active","Cable Gland","0.39"" ~ 0.55"" (10.0mm ~ 14.0mm)","PG16","-","-","Polyamide","-","Gray","IP68 - Dust Tight, Waterproof"
http://www.essentracomponents.com.sg/images-line/pdfs/CG-PG.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/CG-PG13.jpg,RPC1896-ND,CG-PG16-1-BK,Essentra Components,CABLE GLAND 10-14MM PG16 NYLON,320,0,"2.07000","0","1","CG-PG","Active","Cable Gland","0.39"" ~ 0.55"" (10.0mm ~ 14.0mm)","PG16","-","0.898"" (22.8mm)","Nylon","Sealing Gland, Sealing Nut","Black","IP68 - Dust Tight, Waterproof"
http://www.budind.com/pdf/hbipg.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/MFG_IPG-22225.jpg,377-2190-ND,IPG-22225,Bud Industries,CABLE GLAND 15-19MM PG25 NYLON,35,372,"2.10000","0","1","IPG","Active","Cable Gland","0.59"" ~ 0.75"" (15.0mm ~ 19.0mm)","PG25","-","1.160"" (29.5mm)","Nylon","Gasket","Black","IP66 - Dust Tight, Water Resistant"
http://www.amphenol-industrial.com/images/datasheets/IDS-22%20Cable%20Glands.pdf,//media.digikey.com/Photos/Amphenol%20Photos/AIO-CSPG13.jpg,AIO-CSPG13-ND,AIO-CSPG13,Amphenol Industrial Operations,CABLE GLAND 6-12MM PG13 NYLON,755,0,"2.24000","0","1","-","Active","Cable Gland","0.24"" ~ 0.47"" (6.0mm ~ 12.0mm)","PG13","-","-","Nylon","Panel Nut, Sealing Nut","Black, Gray","IP68 - Dust Tight, Waterproof"
https://www.bopla.de/fileadmin/product_data/Alle_Allg.-Zubehoer/12051809_POZ-7.pdf,//media.digikey.com/Photos/Rose%20&%20Bopla%20Enclosures/12152300.JPG,902-1130-ND,12152300,Bopla Enclosures,CABLE GLAND 12-14MM M20 POLY,166,0,"2.30000","0","1","BoplaCon POZ/MPOZ","Active","Cable Gland","0.47"" ~ 0.55"" (12.0mm ~ 14.0mm)","M20x1.5","-","-","Polyamide","-","Gray","IP65 - Dust Tight, Water Resistant"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/AE_Full_Line_Catalog_2014.pdf,//media.digikey.com/photos/American%20Elect%20Photos/1555.N0375.08.jpg,288-1198-ND,1555.N0375.08,American Electrical Inc.,CABLE GLAND 3-8MM 3/8NPT NYLON,440,0,"2.45000","0","1","Syntec®","Active","Cable Gland","0.12"" ~ 0.31"" (3.0mm ~ 8.0mm)","3/8"" NPT","-","-","Nylon","Sealing Ring","Light Gray","IP54/68 - Dust Protected, Dust Tight, Waterproof, Water Resistant"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/AE_Full_Line_Catalog_2014.pdf,"//media.digikey.com/photos/American%20Elect%20Photos/1545.13.07,1545.13.12.jpg",288-1169-ND,1545.13.07,American Electrical Inc.,CABLE GLAND 3-7MM PG13 NYLON,45,0,"2.99000","0","1","Syntec®","Active","Cable Gland","0.12"" ~ 0.28"" (3.0mm ~ 7.0mm)","PG13","-","-","Nylon","Sealing Ring","Black","IP68 - Dust Tight, Waterproof"
https://www.bopla.de/fileadmin/products/Alle_Allg._Zubehoer/12002103_MBFK_12.pdf,//media.digikey.com/Photos/Rose%20&%20Bopla%20Enclosures/12002210.jpg,902-1152-ND,12002210,Bopla Enclosures,CABLE GLAND 5-10MM M16 POLY,73,0,"3.15000","0","1","BoplaFlex BFK/MBFK","Active","Cable Gland","0.20"" ~ 0.39"" (5.0mm ~ 10.0mm)","M16x1.5","-","-","Polyamide","-","Gray","IP68 - Dust Tight, Waterproof"
http://www.budind.com/pdf/hbipg-bpg.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/MFG_IPG-222135-BPG.jpg,377-2217-ND,IPG-222135-BPG,Bud Industries,CABLE GLAND 6-12MM PG13.5 NYLON,64,326,"3.20000","0","1","IPG","Active","Cable Gland","0.24"" ~ 0.47"" (6.0mm ~ 12.0mm)","PG13.5","-","0.800"" (20.3mm)","Nylon","Gasket","Gray","IP66 - Dust Tight, Water Resistant"
https://www.bulgin.com/products/pub/media/bulgin/data/900%20Series.pdf,//media.digikey.com/photos/Bulgin%20Photos/PX0980.JPG,708-1227-ND,PX0980,Bulgin,CABLE GLAND 7-13MM POLYAMIDE,62,0,"3.61000","0","1","Buccaneer®","Active","Cable Gland","0.27"" ~ 0.51"" (7.0mm ~ 13.0mm)","-","-","-","Polyamide","-","Multiple","IP68 - Dust Tight, Waterproof"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1411128,//media.digikey.com/photos/Phoenix%20Photos/MFG_1411128.jpg,277-13001-ND,1411128,Phoenix Contact,CABLE GLAND 19-28MM M40 POLY,95,0,"3.72000","0","1","-","Active","Cable Gland","0.75"" ~ 1.10"" (19.0mm ~ 28.0mm)","M40","-","-","Polyamide","Seal, Strain Relief","Gray","IP68 - Dust Tight, Waterproof"
http://www.budind.com/pdf/hbmpg.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/MFG_MPG-2237.jpg,377-2220-ND,MPG-2237,Bud Industries,CABLE GLAND 3-6MM PG7 BRASS,76,411,"3.80000","0","1","MPG","Active","Cable Gland","0.12"" ~ 0.24"" (3.0mm ~ 6.0mm)","PG7","-","0.490"" (12.4mm)","Brass, Nickel Plated","Gasket","Silver","IP68 - Dust Tight, Waterproof"
//media.digikey.com/PDF/Data%20Sheets/ROSE+BOPLA%20PDFs/RoseBopla_ShortformCatalog.pdf#page=130,//media.digikey.com/Photos/Rose%20&%20Bopla%20Enclosures/13050200.JPG,902-1161-ND,13050200,Bopla Enclosures,CABLE GLAND 6-8MM PG9 BRASS,50,0,"3.85000","0","1","BoplaCon MSK","Active","Cable Gland","0.24"" ~ 0.31"" (6.0mm ~ 8.0mm)","PG9","-","-","Brass","-","Silver","IP65 - Dust Tight, Water Resistant"
http://www.essentracomponents.com.sg/images-line/pdfs/CG-PG.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/CG-PG13.jpg,RPC1897-ND,CG-PG21-1-BK,Essentra Components,CABLE GLAND 9-16MM PG21 NYLON,336,0,"4.70000","0","1","CG-PG","Active","Cable Gland","0.35"" ~ 0.63"" (9.0mm ~ 16.0mm)","PG21","-","1.126"" (28.6mm)","Nylon","Sealing Gland, Sealing Nut","Black","IP68 - Dust Tight, Waterproof"
https://www.bopla.de/fileadmin/product_data/Alle_Allg.-Zubehoer/10000100_BF-7.pdf,//media.digikey.com/Photos/Rose%20&%20Bopla%20Enclosures/MFG_BF-MBF%20Cable%20Glands.jpg,902-1158-ND,12002500,Bopla Enclosures,CABLE GLAND 15-21MM M32 POLY,28,0,"5.08000","0","1","BoplaFlex BF/MBF","Active","Cable Gland","0.59"" ~ 0.83"" (15.0mm ~ 21.0mm)","M32x1.5","-","-","Polyamide","-","Gray","IP68 - Dust Tight, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/AE_Full_Line_Catalog_2014.pdf,//media.digikey.com/photos/American%20Elect%20Photos/1555.21.14.jpg,288-1193-ND,1555.21.14,American Electrical Inc.,CABLE GLAND 6.5-14MM PG21 NYLON,57,0,"5.23000","0","1","Syntec®","Active","Cable Gland","0.26"" ~ 0.55"" (6.5mm ~ 14.0mm)","PG21","-","1.114"" (28.3mm)","Nylon","Sealing Ring","Light Gray","IP68 - Dust Tight, Waterproof"
http://www.budind.com/pdf/hbipg.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/MFG_IPG-22236.jpg,377-2192-ND,IPG-22236,Bud Industries,CABLE GLAND 22-32MM PG36 NYLON,34,186,"5.30000","0","1","IPG","Active","Cable Gland","0.87"" ~ 1.26"" (22.0mm ~ 32.0mm)","PG36","-","1.850"" (47.0mm)","Nylon","Gasket","Black","IP66 - Dust Tight, Water Resistant"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/Cable_Grips.pdf,//media.digikey.com/photos/American%20Elect%20Photos/1100.12.050.JPG,288-1421-ND,1100.12.050,American Electrical Inc.,CABLE GLAND 3.5-5MM M12 BRASS,76,0,"5.60000","0","1","Progress® MS","Active","Cable Gland","0.14"" ~ 0.20"" (3.5mm ~ 5.0mm)","M12x1.5","-","0.472"" (12.0mm)","Brass, Nickel Plated","O-Ring, Seal, Strain Relief","Silver","IP68/69K - Dust Tight, Water Resistant, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/AE_Full_Line_Catalog_2014.pdf,//media.digikey.com/photos/American%20Elect%20Photos/1545.N1000.22.jpg,288-1183-ND,1545.N1000.22,American Electrical Inc.,CABLE GLAND 17-22MM 1NPT NYLON,97,0,"5.78000","0","1","Syntec®","Active","Cable Gland","0.67"" ~ 0.87"" (17.0mm ~ 22.0mm)","1"" NPT","-","-","Nylon","Sealing Ring","Black","IP54/68 - Dust Protected, Dust Tight, Waterproof, Water Resistant"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/Cable_Grips.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/1100.07.080.jpg,288-1430-ND,1100.07.080,American Electrical Inc.,CABLE GLAND 6.5-8MM PG7 BRASS,32,0,"5.90000","0","1","Progress® MS","Active","Cable Gland","0.26"" ~ 0.31"" (6.5mm ~ 8.0mm)","PG7","-","0.492"" (12.5mm)","Brass, Nickel Plated","O-Ring, Seal","Silver","IP68/69K - Dust Tight, Water Resistant, Waterproof"
http://www.amphenol-sine.com/pdf/datasheet/MA3CG-S3.pdf,//media.digikey.com/Photos/Amphenol%20Photos/MA3CG-S2.jpg,889-1103-ND,MA3CG-S3,Amphenol Sine Systems Corp,CABLE GRIP 11-15MM ZINC,46,0,"6.52000","0","1","MotionGrade™ M23 Signal Standard Series, Threaded","Active","Cable Grip","0.43"" ~ 0.59"" (11.0mm ~ 15.0mm)","-","-","-","Zinc","Gasket, Nut, Seal","Gray","IP67 - Dust Tight, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/Cable_Grips.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/1100.09.080.jpg,288-1433-ND,1100.09.080,American Electrical Inc.,CABLE GLAND 6-8MM PG9 BRASS,96,0,"6.89000","0","1","Progress® MS","Active","Cable Gland","0.24"" ~ 0.31"" (6.0mm ~ 8.0mm)","PG9","-","0.598"" (15.2mm)","Brass, Nickel Plated","O-Ring, Seal","Silver","IP68/69K - Dust Tight, Water Resistant, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/Cable_Grips.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/1100.17.060.jpg,288-1425-ND,1100.17.060,American Electrical Inc.,CABLE GLAND 4.5-6MM M16 BRASS,57,0,"6.98000","0","1","Progress® MS","Active","Cable Gland","0.18"" ~ 0.24"" (4.5mm ~ 6.0mm)","M16x1.5","-","0.630"" (16.0mm)","Brass, Nickel Plated","O-Ring, Seal, Strain Relief","Silver","IP68/69K - Dust Tight, Water Resistant, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/Cable_Grips.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/1100.11.085.jpg,288-1436-ND,1100.11.085,American Electrical Inc.,CABLE GLAND 5.5-8.5MM PG11 BRASS,38,0,"7.92000","0","1","Progress® MS","Active","Cable Gland","0.22"" ~ 0.33"" (5.5mm ~ 8.5mm)","PG11","-","0.732"" (18.6mm)","Brass, Nickel Plated","O-Ring, Seal","Silver","IP68/69K - Dust Tight, Water Resistant, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/Cable_Grips.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/1100.13.080.jpg,288-1438-ND,1100.13.080,American Electrical Inc.,CABLE GLAND 6-8MM PG13 BRASS,76,0,"9.13000","0","1","Progress® MS","Active","Cable Gland","0.24"" ~ 0.31"" (6.0mm ~ 8.0mm)","PG13","-","-","Brass, Nickel Plated","O-Ring, Seal","Silver","IP68/69K - Dust Tight, Water Resistant, Waterproof"
http://www.amphenol-sine.com/pdf/datasheet/RT0L10CG.pdf,//media.digikey.com/Photos/Amphenol%20Photos/RT0L-10CG-S2.jpg,889-1184-ND,RT0L-10CG-S2,Amphenol Sine Systems Corp,CABLE GRIP 5-8.5MM ZINC,96,0,"9.78000","0","1","ecomate® RM","Active","Cable Grip","0.20"" ~ 0.33"" (5.0mm ~ 8.5mm)","9/16-24","-","-","Zinc","EMC Grounding Ring, Gasket, Nut, Seal","Gray","IP67 - Dust Tight, Waterproof"
