Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Cable Diameter","Thread Size","Conduit Hub Size","Panel Hole Size","Material","Includes","Color","Ingress Protection"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/AE_Full_Line_Catalog_2014.pdf,//media.digikey.com/photos/American%20Elect%20Photos/1555.16.14.jpg,288-1190-ND,1555.16.14,American Electrical Inc.,CABLE GLAND 8.5-14MM PG16 NYLON,1673,0,"3.08000","0","1","Syntec®","Active","Cable Gland","0.33"" ~ 0.55"" (8.5mm ~ 14.0mm)","PG16","-","0.886"" (22.5mm)","Nylon","Sealing Ring","Light Gray","IP68 - Dust Tight, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/AE_Full_Line_Catalog_2014.pdf,"//media.digikey.com/photos/American%20Elect%20Photos/1545.16.11,1545.16.14.jpg",288-1170-ND,1545.16.14,American Electrical Inc.,CABLE GLAND 8.5-14MM PG16 NYLON,483,0,"3.08000","0","1","Syntec®","Active","Cable Gland","0.33"" ~ 0.55"" (8.5mm ~ 14.0mm)","PG16","-","0.886"" (22.5mm)","Nylon","Sealing Ring","Black","IP68 - Dust Tight, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/AE_Full_Line_Catalog_2014.pdf,//media.digikey.com/photos/American%20Elect%20Photos/1555.N0500.07.jpg,288-1200-ND,1555.N0500.07,American Electrical Inc.,CABLE GLAND 3-7MM 1/2NPT NYLON,172,0,"3.11000","0","1","Syntec®","Active","Cable Gland","0.12"" ~ 0.28"" (3.0mm ~ 7.0mm)","1/2"" NPT","-","-","Nylon","Sealing Ring","Light Gray","IP54/68 - Dust Protected, Dust Tight, Waterproof, Water Resistant"
http://www.amphenol-industrial.com/images/datasheets/IDS-22%20Cable%20Glands.pdf,//media.digikey.com/Photos/Amphenol%20Photos/AIO-CSM22.jpg,AIO-CSM22-ND,AIO-CSM22,Amphenol Industrial Operations,CABLE GLAND 10-14MM M22 NYLON,521,0,"3.17000","0","1","-","Active","Cable Gland","0.39"" ~ 0.55"" (10.0mm ~ 14.0mm)","M22x1.5","-","-","Nylon","Panel Nut, Sealing Nut","Black","IP68 - Dust Tight, Waterproof"
http://www.budind.com/pdf/hb9511.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/NG-9516.jpg,377-1974-ND,NG-9516,Bud Industries,CABLE GLAND 13-17MM PG21 NYLON,796,4701,"3.20000","0","1","-","Active","Cable Gland","0.51"" ~ 0.67"" (13.0mm ~ 17.0mm)","PG21","-","-","Nylon","Gasket, Nut, Seal","Black","-"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/AE_Full_Line_Catalog_2014.pdf,//media.digikey.com/photos/American%20Elect%20Photos/1555.16.11.jpg,288-1191-ND,1555.16.11,American Electrical Inc.,CABLE GLAND 5-11MM PG16 NYLON,2971,0,"3.39000","0","1","Syntec®","Active","Cable Gland","0.20"" ~ 0.43"" (5.0mm ~ 11.0mm)","PG16","-","0.886"" (22.5mm)","Nylon","Sealing Ring","Light Gray","IP68 - Dust Tight, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/AE_Full_Line_Catalog_2014.pdf,"//media.digikey.com/photos/American%20Elect%20Photos/1545.16.11,1545.16.14.jpg",288-1171-ND,1545.16.11,American Electrical Inc.,CABLE GLAND 5-11MM PG16 NYLON,647,0,"3.39000","0","1","Syntec®","Active","Cable Gland","0.20"" ~ 0.43"" (5.0mm ~ 11.0mm)","PG16","-","0.886"" (22.5mm)","Nylon","Sealing Ring","Black","IP68 - Dust Tight, Waterproof"
http://www.amphenol-industrial.com/images/datasheets/IDS-22%20Cable%20Glands.pdf,//media.digikey.com/Photos/Amphenol%20Photos/AIO-CSPG16.JPG,AIO-CSPG16-ND,AIO-CSPG16,Amphenol Industrial Operations,CABLE GLAND 10-14MM PG16 NYLON,331,0,"3.40000","0","1","-","Active","Cable Gland","0.39"" ~ 0.55"" (10.0mm ~ 14.0mm)","PG16","-","-","Nylon","Panel Nut, Sealing Nut","Black, Gray","IP68 - Dust Tight, Waterproof"
http://www.alphawire.com/~/media/ProductSpecs/Cable%20Glands/PMC.pdf,"//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_PPCxx,PMCxx,PNCxx.jpg",PMC25BK080-ND,PMC25 BK080,Alpha Wire,CABLE GLAND 11-17MM M25 POLY,892,60,"3.41000","0","1","FIT®","Active","Cable Gland","0.43"" ~ 0.67"" (11.0mm ~ 17.0mm)","M25x1.5","-","0.984"" (25.0mm)","Polyamide","Lock Nuts","Black","IP66/68 - Dust Tight, Water Resistant, Waterproof"
http://www.alphawire.com/~/media/ProductSpecs/Cable%20Glands/PMS_NPT.pdf,"//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_PMSxx,PPSxx.jpg",PNS1/2BK080-ND,PNS1/2 BK080,Alpha Wire,CABLE GLAND 6-12MM 1/2NPT POLY,240,7,"3.44000","0","1","FIT®","Active","Cable Gland","0.24"" ~ 0.47"" (6.0mm ~ 12.0mm)","1/2"" NPT","-","0.839"" (21.3mm)","Polyamide","Gasket, Nut, Strain Relief","Black","IP66/68 - Dust Tight, Water Resistant, Waterproof"
http://www.amphenol-industrial.com/images/datasheets/IDS-22%20Cable%20Glands.pdf,//media.digikey.com/Photos/Amphenol%20Photos/AIO-CSPG21.jpg,AIO-CSPG21-ND,AIO-CSPG21,Amphenol Industrial Operations,CABLE GLAND 13-18MM PG21 NYLON,367,0,"3.57000","0","1","-","Active","Cable Gland","0.51"" ~ 0.71"" (13.0mm ~ 18.0mm)","PG21","-","-","Nylon","Panel Nut, Sealing Nut","Black, Gray","IP68 - Dust Tight, Waterproof"
http://www.alphawire.com/~/media/ProductSpecs/Cable%20Glands/PMS_Metric.pdf,"//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_PMSxx,PPSxx.jpg",PMS20BK080-ND,PMS20 BK080,Alpha Wire,CABLE GLAND 10-14MM M20 POLY,193,0,"3.57000","0","1","FIT®","Active","Cable Gland","0.39"" ~ 0.55"" (10.0mm ~ 14.0mm)","M20x1.5","-","0.787"" (20.0mm)","Polyamide","Gasket, Nut, Strain Relief","Black","IP66/68 - Dust Tight, Water Resistant, Waterproof"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1411162,//media.digikey.com/photos/Phoenix%20Photos/MFG_1411175.jpg,277-13003-ND,1411162,Phoenix Contact,CABLE GLAND 5-10MM M16 BRASS,322,0,"3.72000","0","1","-","Active","Cable Gland","0.20"" ~ 0.39"" (5.0mm ~ 10.0mm)","M16","-","-","Brass, Nickel Plated","Clamping Insert, O-Ring, Seal, Strain Relief","Silver","IP66/68/69K - Dust Tight, Water Resistant, Waterproof"
http://www.essentracomponents.com.sg/images-line/pdfs/CG-NPT.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/CG-NPT-1%5E2-1-BK.jpg,RPC1894-ND,CG-NPT-3/4-1-BK,Essentra Components,CABLE GLAND 9-16MM 3/4NPT NYLON,1257,0,"4.13000","0","1","CG-NPT","Active","Cable Gland","0.35"" ~ 0.63"" (9.0mm ~ 16.0mm)","3/4"" NPT","-","1.067"" (27.1mm)","Nylon","Sealing Gland, Sealing Nut","Black","IP68 - Dust Tight, Waterproof"
http://www.amphenol-industrial.com/images/datasheets/IDS-22%20Cable%20Glands.pdf,//media.digikey.com/Photos/Amphenol%20Photos/AIO-CSM25.jpg,AIO-CSM25-ND,AIO-CSM25,Amphenol Industrial Operations,CABLE GLAND 13-18MM M25 NYLON,1012,0,"4.13000","0","1","-","Active","Cable Gland","0.51"" ~ 0.71"" (13.0mm ~ 18.0mm)","M25x1.5","-","-","Nylon","Panel Nut, Sealing Nut","Black","IP68 - Dust Tight, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/AE_Full_Line_Catalog_2014.pdf,//media.digikey.com/photos/American%20Elect%20Photos/1555.N0750.14.jpg,288-1202-ND,1555.N0750.14,American Electrical Inc.,CABLE GLAND 6.5-14MM 3/4NPT NYL,737,0,"4.40000","0","1","Syntec®","Active","Cable Gland","0.26"" ~ 0.55"" (6.5mm ~ 14.0mm)","3/4"" NPT","-","-","Nylon","Sealing Ring","Light Gray","IP54/68 - Dust Protected, Dust Tight, Waterproof, Water Resistant"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/AE_Full_Line_Catalog_2014.pdf,//media.digikey.com/photos/American%20Elect%20Photos/1545.N0750.14.jpg,288-1182-ND,1545.N0750.14,American Electrical Inc.,CABLE GLAND 6.5-14MM 3/4NPT NYL,320,0,"4.40000","0","1","Syntec®","Active","Cable Gland","0.26"" ~ 0.55"" (6.5mm ~ 14.0mm)","3/4"" NPT","-","-","Nylon","Sealing Ring","Black","IP54/68 - Dust Protected, Dust Tight, Waterproof, Water Resistant"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/Cable_Grips.pdf,//media.digikey.com/photos/American%20Elect%20Photos/1100.06.035.JPG,288-1416-ND,1100.06.035,American Electrical Inc.,CABLE GLAND 3-3.5MM M6 BRASS,378,0,"4.75000","0","1","Progress® MS","Active","Cable Gland","0.12"" ~ 0.14"" (3.0mm ~ 3.5mm)","M6x1","-","-","Brass, Nickel Plated","O-Ring, Seal, Strain Relief","Silver","IP68/69K - Dust Tight, Water Resistant, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/Cable_Grips.pdf,//media.digikey.com/photos/American%20Elect%20Photos/1100.06.025.JPG,288-1414-ND,1100.06.025,American Electrical Inc.,CABLE GLAND 2-2.5MM M6 BRASS,162,0,"4.75000","0","1","Progress® MS","Active","Cable Gland","0.08"" ~ 0.10"" (2.0mm ~ 2.5mm)","M6x1","-","-","Brass, Nickel Plated","O-Ring, Seal, Strain Relief","Silver","IP68/69K - Dust Tight, Water Resistant, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/Cable_Grips.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/1100.06.030.jpg,288-1415-ND,1100.06.030,American Electrical Inc.,CABLE GLAND 2.5-3MM M6 BRASS,134,0,"4.75000","0","1","Progress® MS","Active","Cable Gland","0.10"" ~ 0.12"" (2.5mm ~ 3.0mm)","M6x1","-","-","Brass, Nickel Plated","O-Ring, Seal, Strain Relief","Silver","IP68/69K - Dust Tight, Water Resistant, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/AE_Full_Line_Catalog_2014.pdf,//media.digikey.com/photos/American%20Elect%20Photos/1555.29.25.jpg,288-1194-ND,1555.29.25,American Electrical Inc.,CABLE GLAND 17-25MM PG29 NYLON,604,0,"4.89000","0","1","Syntec®","Active","Cable Gland","0.67"" ~ 0.98"" (17.0mm ~ 25.0mm)","PG29","-","1.457"" (37.0mm)","Nylon","Sealing Ring","Light Gray","IP68 - Dust Tight, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/Cable_Grips.pdf,//media.digikey.com/photos/American%20Elect%20Photos/1100.08.050.JPG,288-1418-ND,1100.08.050,American Electrical Inc.,CABLE GLAND 3.5-5MM M8 BRASS,853,0,"4.95000","0","1","Progress® MS","Active","Cable Gland","0.14"" ~ 0.20"" (3.5mm ~ 5.0mm)","M8x1.25","-","-","Brass, Nickel Plated","O-Ring, Seal, Strain Relief","Silver","IP68/69K - Dust Tight, Water Resistant, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/Cable_Grips.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/1100.08.035.jpg,288-1417-ND,1100.08.035,American Electrical Inc.,CABLE GLAND 2.5-3.5MM M8 BRASS,169,0,"4.95000","0","1","Progress® MS","Active","Cable Gland","0.10"" ~ 0.14"" (2.5mm ~ 3.5mm)","M8x1.25","-","-","Brass, Nickel Plated","O-Ring, Seal, Strain Relief","Silver","IP68/69K - Dust Tight, Water Resistant, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1411163.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1411163.JPG,277-12275-ND,1411163,Phoenix Contact,CABLE GLAND 6-12MM M20 BRASS,630,696,"5.07000","0","1","-","Active","Cable Gland","0.24"" ~ 0.47"" (6.0mm ~ 12.0mm)","M20","-","-","Brass, Nickel Plated","Clamping Insert, O-Ring, Seal, Strain Relief","Silver","IP66/68/69K - Dust Tight, Water Resistant, Waterproof"
https://www.bulgin.com/products/pub/media/bulgin/data/Enclosures_datasheet.pdf,//media.digikey.com/Photos/Bulgin%20Photos/BE123461.jpg,708-2384-ND,BE123461,Bulgin,CABLE GLAND 3.5-8MM M20,339,0,"5.09000","0","1","BE","Active","Cable Gland","0.14"" ~ 0.31"" (3.5mm ~ 8.0mm)","M20","-","-","-","Gasket","Black","IP67 - Dust Tight, Waterproof"
http://www.amphenol-industrial.com/images/datasheets/IDS-22%20Cable%20Glands.pdf,//media.digikey.com/Photos/Amphenol%20Photos/AIO-CSJM12.JPG,AIO-CSJM12-ND,AIO-CSJM12,Amphenol Industrial Operations,CABLE GLAND 3-6.5MM M12 BRASS,667,0,"5.21000","0","1","-","Active","Cable Gland","0.12"" ~ 0.26"" (3.0mm ~ 6.5mm)","M12x1.5","-","-","Brass","Panel Nut, Sealing Nut","Silver","IP68 - Dust Tight, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/AE_Full_Line_Catalog_2014.pdf,"//media.digikey.com/photos/American%20Elect%20Photos/1545.21.18,1545.21.14.jpg",288-1173-ND,1545.21.14,American Electrical Inc.,CABLE GLAND 6.5-14MM PG21 NYLON,162,0,"5.23000","0","1","Syntec®","Active","Cable Gland","0.26"" ~ 0.55"" (6.5mm ~ 14.0mm)","PG21","-","1.114"" (28.3mm)","Nylon","Sealing Ring","Black","IP68 - Dust Tight, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/Cable_Grips.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/1100.10.060.jpg,288-1420-ND,1100.10.060,American Electrical Inc.,CABLE GLAND 4-6MM M10 BRASS,181,0,"5.28000","0","1","Progress® MS","Active","Cable Gland","0.16"" ~ 0.24"" (4.0mm ~ 6.0mm)","M10x1.5","-","-","Brass, Nickel Plated","O-Ring, Seal, Strain Relief","Silver","IP68/69K - Dust Tight, Water Resistant, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/Cable_Grips.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/1100.10.040.jpg,288-1419-ND,1100.10.040,American Electrical Inc.,CABLE GLAND 3-4MM M10 BRASS,178,0,"5.28000","0","1","Progress® MS","Active","Cable Gland","0.12"" ~ 0.16"" (3.0mm ~ 4.0mm)","M10x1.5","-","-","Brass, Nickel Plated","O-Ring, Seal, Strain Relief","Silver","IP68/69K - Dust Tight, Water Resistant, Waterproof"
http://www.amphenol-industrial.com/images/datasheets/IDS-22%20Cable%20Glands.pdf,//media.digikey.com/Photos/Amphenol%20Photos/AIO-CSM30.jpg,AIO-CSM30-ND,AIO-CSM30,Amphenol Industrial Operations,CABLE GLAND 13-18MM M30 NYLON,243,0,"5.46000","0","1","-","Active","Cable Gland","0.51"" ~ 0.71"" (13.0mm ~ 18.0mm)","M30x2","-","-","Nylon","Panel Nut, Sealing Nut","Black","IP68 - Dust Tight, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/Cable_Grips.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/1100.12.080.jpg,288-1423-ND,1100.12.080,American Electrical Inc.,CABLE GLAND 6.5-8MM M12 BRASS,135,0,"5.60000","0","1","Progress® MS","Active","Cable Gland","0.26"" ~ 0.31"" (6.5mm ~ 8.0mm)","M12x1.5","-","0.472"" (12.0mm)","Brass, Nickel Plated","O-Ring, Seal, Strain Relief","Silver","IP68/69K - Dust Tight, Water Resistant, Waterproof"
http://www.amphenol-industrial.com/images/datasheets/IDS-22%20Cable%20Glands.pdf,//media.digikey.com/Photos/Amphenol%20Photos/AIO-CSJPG11.jpg,AIO-CSJPG11-ND,AIO-CSJPG11,Amphenol Industrial Operations,CABLE GLAND 5-10MM PG11 BRASS,810,0,"6.47000","0","1","-","Active","Cable Gland","0.20"" ~ 0.39"" (5.0mm ~ 10.0mm)","PG11","-","-","Brass","Panel Nut, Sealing Nut","Silver","IP68 - Dust Tight, Waterproof"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1411188,//media.digikey.com/photos/Phoenix%20Photos/MFG_1411191.jpg,277-13008-ND,1411188,Phoenix Contact,CABLE GLAND 5-9MM M16 BRASS,145,0,"8.27000","0","1","-","Active","Cable Gland","0.20"" ~ 0.35"" (5.0mm ~ 9.0mm)","M16","-","-","Brass, Nickel Plated","Clamping Insert, EMC Contact Spring, O-Ring, Seal, Strain Relief","Silver","IP68 - Dust Tight, Waterproof"
http://www.amphenol-industrial.com/images/datasheets/IDS-22%20Cable%20Glands.pdf,//media.digikey.com/Photos/Amphenol%20Photos/AIO-CSJM18.jpg,AIO-CSJM18-ND,AIO-CSJM18,Amphenol Industrial Operations,CABLE GLAND 5-10MM M18 BRASS,203,0,"8.37000","0","1","-","Active","Cable Gland","0.20"" ~ 0.39"" (5.0mm ~ 10.0mm)","M18x1.5","-","-","Brass","Panel Nut, Sealing Nut","Silver","IP68 - Dust Tight, Waterproof"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1411189,//media.digikey.com/photos/Phoenix%20Photos/MFG_1411191.jpg,277-13009-ND,1411189,Phoenix Contact,CABLE GLAND 9-13MM M20 BRASS,117,0,"8.89000","0","1","-","Active","Cable Gland","0.35"" ~ 0.51"" (9.0mm ~ 13.0mm)","M20","-","-","Brass, Nickel Plated","Clamping Insert, EMC Contact Spring, O-Ring, Seal, Strain Relief","Silver","IP68 - Dust Tight, Waterproof"
http://www.amphenol-industrial.com/images/datasheets/IDS-22%20Cable%20Glands.pdf,//media.digikey.com/Photos/Amphenol%20Photos/AIO-CSM40.jpg,AIO-CSM40-ND,AIO-CSM40,Amphenol Industrial Operations,CABLE GLAND 22-32MM M40 NYLON,1010,0,"11.00000","0","1","-","Active","Cable Gland","0.87"" ~ 1.26"" (22.0mm ~ 32.0mm)","M40x1.5","-","-","Nylon","Panel Nut, Sealing Nut","Black","IP68 - Dust Tight, Waterproof"
http://www.amphenol-sine.com/pdf/datasheet/RT0L12CG.pdf,//media.digikey.com/Photos/Amphenol%20Photos/RT0L-12CG-S1.jpg,889-1185-ND,RT0L-12CG-S1,Amphenol Sine Systems Corp,CABLE GRIP 6-10.5MM ZINC,324,0,"10.93000","0","1","ecomate® RM","Active","Cable Grip","0.24"" ~ 0.41"" (6.0mm ~ 10.5mm)","11/16-24","-","-","Zinc","EMC Grounding Ring, Gasket, Nut, Seal","Gray","IP67 - Dust Tight, Waterproof"
http://www.amphenol-sine.com/pdf/datasheet/RT0L10CG.pdf,//media.digikey.com/Photos/Amphenol%20Photos/RT0L-16CG-S1.jpg,889-1189-ND,RT0L-16CG-S1,Amphenol Sine Systems Corp,CABLE GRIP 9.5-14.5MM ZINC,227,0,"11.66000","0","1","ecomate® RM","Active","Cable Grip","0.38"" ~ 0.57"" (9.5mm ~ 14.5mm)","15/16-20","-","-","Zinc","EMC Grounding Ring, Gasket, Nut, Seal","Gray","IP67 - Dust Tight, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1411190.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1411190.JPG,277-12277-ND,1411190,Phoenix Contact,CABLE GLAND 11-16MM M25 BRASS,145,437,"12.29000","0","1","-","Active","Cable Gland","0.43"" ~ 0.63"" (11.0mm ~ 16.0mm)","M25","-","-","Brass, Nickel Plated","Clamping Insert, EMC Contact Spring, O-Ring, Seal, Strain Relief","Silver","IP68 - Dust Tight, Waterproof"
http://www.amphenol-industrial.com/images/datasheets/IDS-22%20Cable%20Glands.pdf,//media.digikey.com/Photos/Amphenol%20Photos/AIO-CSJM25.jpg,AIO-CSJM25-ND,AIO-CSJM25,Amphenol Industrial Operations,CABLE GLAND 13-18MM M25 BRASS,402,0,"12.86000","0","1","-","Active","Cable Gland","0.51"" ~ 0.71"" (13.0mm ~ 18.0mm)","M25x1.5","-","-","Brass","Panel Nut, Sealing Nut","Silver","IP68 - Dust Tight, Waterproof"
https://www.amphenol-sine.com/pdf/datasheet/RT0B-14CG-S1.pdf,//media.digikey.com/Photos/Amphenol%20Photos/RT0B-14CG-S1.jpg,889-1671-ND,RT0B-14CG-S1,Amphenol Sine Systems Corp,CABLE GRIP RA 6-10.5MM ZINC,257,0,"16.84000","0","1","ecomate® RM","Active","Cable Grip - 90°","0.24"" ~ 0.41"" (6.0mm ~ 10.5mm)","13/16-20","-","-","Zinc","EMC Grounding Ring, Gasket, Nut, Seal","Gray","IP67 - Dust Tight, Waterproof"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CES-X-XX&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/CES-3.JPG,A101271-ND,CES-3,"TE Connectivity Aerospace, Defense and Marine",HEAT SHRINK CBL SEAL 12.7-30.5MM,144,0,"26.10000","0","1","-","Active","Cable Seal, Heat Shrinkable","0.50"" ~ 1.20"" (12.7mm ~ 30.5mm)","1 3/8-12","-","-","Nylon","O-Ring","Black","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CES-X-TX&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/CL9429-000.JPG,CL9429-000-ND,CL9429-000,TE Connectivity Raychem Cable Protection,HEAT SHRINK CBL SEAL 12.7-31.8MM,230,0,"72.27000","0","1","-","Active","Cable Seal, Heat Shrinkable","0.50"" ~ 1.25"" (12.7mm ~ 31.8mm)","3 3/8-8","-","-","Nylon","O-Ring, Seal","Black","-"
//media.digikey.com/PDF/Data%20Sheets/ROSE+BOPLA%20PDFs/RoseBopla_ShortformCatalog.pdf#page=128,//media.digikey.com/Photos/Rose%20&%20Bopla%20Enclosures/12052909.jpg,902-1121-ND,12052909,Bopla Enclosures,CABLE GLAND 10-12MM PG13 POLY,211,0,"2.70000","0","1","BoplaCon POZB/MPOZB","Active","Cable Gland","0.39"" ~ 0.47"" (10.0mm ~ 12.0mm)","PG13","-","-","Polyamide","-","Gray","IP65 - Dust Tight, Water Resistant"
https://www.bopla.de/fileadmin/product_data/Alle_Allg.-Zubehoer/10000100_BF-7.pdf,//media.digikey.com/Photos/Rose%20&%20Bopla%20Enclosures/MFG_BF-MBF%20Cable%20Glands.jpg,902-1143-ND,10000600,Bopla Enclosures,CABLE GLAND 13-18MM PG21 POLY,225,0,"2.83000","0","1","BoplaFlex BF/MBF","Active","Cable Gland","0.51"" ~ 0.71"" (13.0mm ~ 18.0mm)","PG21","-","-","Polyamide","-","Gray","IP68 - Dust Tight, Waterproof"
http://www.amphenol-industrial.com/images/datasheets/IDS-22%20Cable%20Glands.pdf,//media.digikey.com/Photos/Amphenol%20Photos/AIO-CSM24.jpg,AIO-CSM24-ND,AIO-CSM24,Amphenol Industrial Operations,CABLE GLAND 10-14MM M24 NYLON,183,0,"3.65000","0","1","-","Active","Cable Gland","0.39"" ~ 0.55"" (10.0mm ~ 14.0mm)","M24x1.5","-","-","Nylon","Panel Nut, Sealing Nut","Black","IP68 - Dust Tight, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/AE_Full_Line_Catalog_2014.pdf,//media.digikey.com/photos/American%20Elect%20Photos/1555.N0750.18.jpg,288-1201-ND,1555.N0750.18,American Electrical Inc.,CABLE GLAND 11-18MM 3/4NPT NYLON,333,0,"4.14000","0","1","Syntec®","Active","Cable Gland","0.43"" ~ 0.71"" (11.0mm ~ 18.0mm)","3/4"" NPT","-","-","Nylon","Sealing Ring","Light Gray","IP54/68 - Dust Protected, Dust Tight, Waterproof, Water Resistant"
http://www.amphenol-industrial.com/images/datasheets/IDS-22%20Cable%20Glands.pdf,//media.digikey.com/Photos/Amphenol%20Photos/AIO-CSJPG7.jpg,AIO-CSJPG7-ND,AIO-CSJPG7,Amphenol Industrial Operations,CABLE GLAND 3-6.5MM PG7 BRASS,1545,0,"4.72000","0","1","-","Active","Cable Gland","0.12"" ~ 0.26"" (3.0mm ~ 6.5mm)","PG7","-","-","Brass","Panel Nut, Sealing Nut","Silver","IP68 - Dust Tight, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/AE_Full_Line_Catalog_2014.pdf,//media.digikey.com/photos/American%20Elect%20Photos/1555.21.18.JPG,288-1192-ND,1555.21.18,American Electrical Inc.,CABLE GLAND 11-18MM PG21 NYLON,188,0,"4.89000","0","1","Syntec®","Active","Cable Gland","0.43"" ~ 0.71"" (11.0mm ~ 18.0mm)","PG21","-","1.114"" (28.3mm)","Nylon","Sealing Ring","Light Gray","IP68 - Dust Tight, Waterproof"
http://www.amphenol-industrial.com/images/datasheets/IDS-22%20Cable%20Glands.pdf,//media.digikey.com/Photos/Amphenol%20Photos/AIO-CSPG29.jpg,AIO-CSPG29-ND,AIO-CSPG29,Amphenol Industrial Operations,CABLE GLAND 18-25MM PG29 NYLON,221,0,"4.99000","0","1","-","Active","Cable Gland","0.71"" ~ 0.98"" (18.0mm ~ 25.0mm)","PG29","-","-","Nylon","Panel Nut, Sealing Nut","Black, Gray","IP68 - Dust Tight, Waterproof"
https://www.bopla.de/fileadmin/product_data/Alle_Allg.-Zubehoer/10000100_BF-7.pdf,//media.digikey.com/Photos/Rose%20&%20Bopla%20Enclosures/10000700.JPG,902-1145-ND,10000700,Bopla Enclosures,CABLE GLAND 18-25MM PG29 POLY,195,0,"5.33000","0","1","BoplaFlex BF/MBF","Active","Cable Gland","0.71"" ~ 0.98"" (18.0mm ~ 25.0mm)","PG29","-","-","Polyamide","-","Gray","IP68 - Dust Tight, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/Cable_Grips.pdf,//media.digikey.com/photos/American%20Elect%20Photos/1100.12.065.JPG,288-1422-ND,1100.12.065,American Electrical Inc.,CABLE GLAND 5-6.5MM M12 BRASS,127,0,"5.60000","0","1","Progress® MS","Active","Cable Gland","0.20"" ~ 0.26"" (5.0mm ~ 6.5mm)","M12x1.5","-","0.472"" (12.0mm)","Brass, Nickel Plated","O-Ring, Seal, Strain Relief","Silver","IP68/69K - Dust Tight, Water Resistant, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/AE_Full_Line_Catalog_2014.pdf,//media.digikey.com/photos/American%20Elect%20Photos/1555.N1000.22.jpg,288-1203-ND,1555.N1000.22,American Electrical Inc.,CABLE GLAND 17-22MM 1NPT NYLON,116,0,"5.78000","0","1","Syntec®","Active","Cable Gland","0.67"" ~ 0.87"" (17.0mm ~ 22.0mm)","1"" NPT","-","-","Nylon","Sealing Ring","Light Gray","IP54/68 - Dust Protected, Dust Tight, Waterproof, Water Resistant"
