Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Diameter","Length","Color","Features"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-150-Z393&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/D-150-Z393.JPG,A124432-ND,D-150-Z393,"TE Connectivity Aerospace, Defense and Marine",SOLDERSLEEVE,2,0,"141.80000","0","1","SolderShield D-150","Active","Wire to Wire","0.535"" (13.60mm)","2.362"" (60.00mm)","Transparent - Blue","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CWT-XX-S&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/155880-000.jpg,A132433-ND,CWT-7-S,"TE Connectivity Aerospace, Defense and Marine",SOLDERSLEEVE SHIELD TERMINATOR,890,0,"1.25000","0","1","SolderSleeve CWT, One-Step","Active","Wire to Wire","0.267"" (6.78mm), 0.287"" (7.29mm)","0.827"" (21.00mm)","Clear","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=B-155-150X&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/B-155-1503.jpg,A132143-ND,B-155-1503,"TE Connectivity Aerospace, Defense and Marine",B-155-1503,500,0,"2.05000","0","1","SolderSleeve B-155","Active","Wire to Wire/Pin","0.110"" (2.79mm)","0.630"" (16.00mm)","Transparent - Clear","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-142-50/-51/-52&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/621055-000.jpg,A104781-ND,2-1194907-3,"TE Connectivity Aerospace, Defense and Marine",D-142-51,660,0,"2.21000","0","1","SolderSleeve D-142","Active","Wire to Wire","0.175"" (4.45mm), 0.200"" (5.08mm)","0.620"" (15.75mm)","Natural","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CWT-38XX-WX&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/TYCO%20RAYCHEM%20CABLE%20PROTECTION-152435-000.jpg,CWT-3807-W2-ND,CWT-3807-W2,TE Connectivity Raychem Cable Protection,SOLDERSLEEVE SHIELD TERM AWG22,930,0,"2.32000","0","1","SolderSleeve CWT, One-Step","Active","Wire to Wire","0.275"" (6.99mm)","1.655"" (42.04mm)","Clear","Pre-Installed Lead Wire"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CWT-38XX-WX&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/CWT-3809-W2.jpg,A125994-ND,CWT-3809-W2,"TE Connectivity Aerospace, Defense and Marine",SOLDERSLEEVE SHIELD TERM AWG22,801,0,"2.32000","0","1","SolderSleeve CWT, One-Step","Active","Wire to Wire","0.340"" (8.64mm)","1.655"" (42.04mm)","Clear","Pre-Installed Lead Wire"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=S02-17/-18/-20-R-XX&DocType=Customer+Drawing&DocLang=English,-,A132479-ND,S02-18-RCS453,"TE Connectivity Aerospace, Defense and Marine",SHIELD TERMINATOR,990,0,"2.58000","0","1","SolderSleeve S02","Active","Wire to Wire","0.170"" (4.32mm), 0.200"" (5.08mm)","0.650"" (16.51mm)","Transparent - Blue","Environment Resistant, Pre-Installed Lead Wire"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-100-31&DocType=Customer+Drawing&DocLang=English,-,A132434-ND,D-100-31,"TE Connectivity Aerospace, Defense and Marine",SOLDERSLEEVE,962,0,"2.58000","0","1","SolderSleeve D-100","Active","Wire to Wire","0.105"" (2.67mm), 0.125"" (3.18mm)","0.680"" (17.27mm)","Transparent - Blue","Environment Resistant"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=S02-XX-R&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/S02-02-R.jpg,A132478-ND,S02-13-RCS453,"TE Connectivity Aerospace, Defense and Marine",SHIELD TERMINATOR,365,0,"2.58000","0","1","SolderSleeve S02","Active","Wire to Wire","0.170"" (4.32mm), 0.200"" (5.08mm)","0.650"" (16.51mm)","Transparent - Blue","Environment Resistant, Immersion Resistant, Pre-Installed Lead Wire"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=S02-XX-R&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/S02-02-R.jpg,A132474-ND,S02-07-RCS453,"TE Connectivity Aerospace, Defense and Marine",SHIELD TERMINATOR,945,0,"2.63000","0","1","SolderSleeve S02","Active","Wire to Wire","0.105"" (2.67mm), 0.145"" (3.68mm)","0.650"" (16.51mm)","Transparent - Blue","Environment Resistant, Immersion Resistant, Pre-Installed Lead Wire"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=S02-XX-R&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/S02-02-R.jpg,A132472-ND,S02-03-RCS453,"TE Connectivity Aerospace, Defense and Marine",SHIELD TERMINATOR,770,0,"2.70000","0","1","SolderSleeve S02","Active","Wire to Wire","0.170"" (4.32mm), 0.200"" (5.08mm)","0.650"" (16.51mm)","Transparent - Blue","Environment Resistant, Immersion Resistant, Pre-Installed Lead Wire"
http://www.alphawire.com/~/media/Files/MasterCatalog2011/FITHeatShrink.pdf,-,FSLV12CL078-ND,FSLV12 CL078,Alpha Wire,HEAT SHRINK TUBING CLEAR,78,0,"3.08000","0","1","FIT®-SLV","Active","Wire to Wire","0.110"" (2.79mm), 0.125"" (3.18mm)","0.625"" (15.88mm)","Clear","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-150-0228/-0238&DocType=Customer+Drawing&DocLang=English,-,A125998-ND,D-150-0228,"TE Connectivity Aerospace, Defense and Marine",CONN SPLICE 20-26 AWG CRIMP,40,0,"23.37000","0","1","SolderShield","Active","Wire to Wire","0.118"" (3.00mm)","3.170"" (80.51mm)","Transparent - Blue","Environment Resistant"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-150-0228/-0238&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/D-150-0169.jpg,A125999-ND,D-150-0229,"TE Connectivity Aerospace, Defense and Marine",CONN SPLICE 16-20 AWG CRIMP,38,0,"24.70000","0","1","SolderShield","Active","Wire to Wire","0.157"" (4.00mm)","3.170"" (80.51mm)","Transparent - Blue","Environment Resistant"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-150-0168-0170/0174-0181&DocType=Customer+Drawing&DocLang=English,-,A132279-ND,766146-000,"TE Connectivity Aerospace, Defense and Marine",CONN SPLICE 12-16 AWG CRIMP,48,0,"25.01000","0","1","SolderShield","Active","Wire to Wire","0.197"" (5.00mm)","3.170"" (80.51mm)","Transparent - Blue","Environment Resistant"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-150-0094/-0096&DocType=Customer+Drawing&DocLang=English,-,A125960-ND,397945-000,"TE Connectivity Aerospace, Defense and Marine",CONN SPLICE COAXIAL CABLE CRIMP,17,0,"30.86000","0","1","SolderShield","Active","Wire to Wire","-","-","Transparent - Blue","Environment Resistant"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-150-0168-0170/0174-0181&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/052433-000.jpg,A125876-ND,052433-000,"TE Connectivity Aerospace, Defense and Marine",CONN SPLICE 14 AWG CRIMP,65,0,"30.93000","0","1","SolderShield","Active","Wire to Wire","0.236"" (5.99mm)","4.170"" (105.92mm)","Transparent - Blue","Environment Resistant"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-106-60XX&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/D-106-6018.jpg,A132435-ND,D-106-6018,"TE Connectivity Aerospace, Defense and Marine",SHIELD TERMINATOR,99,0,"31.58000","0","1","SolderSleeve D-106","Active","Wire to Wire","0.709"" (18.01mm), 0.728"" (18.49mm)","1.970"" (50.04mm)","Transparent - Clear","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-150-0168-0170/0174-0181&DocType=Customer+Drawing&DocLang=English,-,A132274-ND,682035-000,"TE Connectivity Aerospace, Defense and Marine",CONN SPLICE 12 AWG CRIMP,80,0,"33.74000","0","1","SolderShield","Active","Wire to Wire","0.356"" (9.04mm)","4.170"" (105.92mm)","Transparent - Blue","Environment Resistant"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-150-0228/-0238&DocType=Customer+Drawing&DocLang=English,-,A126000-ND,D-150-0235,"TE Connectivity Aerospace, Defense and Marine",CONN SPLICE 20-26 AWG CRIMP,44,0,"36.11000","0","1","SolderShield","Active","Wire to Wire","0.157"" (4.00mm)","4.170"" (105.92mm)","Transparent - Blue","Environment Resistant"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=showdoc&DocId=Customer+Drawing%7FD-150-10XX%7F4%7Fpdf%7FEnglish%7FENG_CD_D-150-10XX_4.pdf,//media.digikey.com/Photos/TE%20Connectivity/D-150-1010CS821.JPG,A132146-ND,D-150-1008CS821,"TE Connectivity Aerospace, Defense and Marine",D-150-1008CS821,20,0,"43.33000","0","1","SolderShield D-150","Active","Wire to Wire","0.650"" (16.51mm)","1.800"" (45.72mm)","Natural","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=showdoc&DocId=Customer+Drawing%7FD-150-10XX%7F4%7Fpdf%7FEnglish%7FENG_CD_D-150-10XX_4.pdf,-,A132145-ND,D-150-1006CS821,"TE Connectivity Aerospace, Defense and Marine",D-150-1006CS821,50,0,"44.24000","0","1","SolderShield D-150","Active","Wire to Wire","0.530"" (13.46mm)","1.800"" (45.72mm)","Natural","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-150-0168-0170/0174-0181&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/688489-000.jpg,A125982-ND,688489-000,"TE Connectivity Aerospace, Defense and Marine",CONN SPLICE 12-14 AWG CRIMP,63,0,"45.57000","0","1","SolderShield","Active","Wire to Wire","0.356"" (9.04mm)","4.170"" (105.92mm)","Transparent - Blue","Environment Resistant"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=showdoc&DocId=Customer+Drawing%7FD-150-10XX%7F4%7Fpdf%7FEnglish%7FENG_CD_D-150-10XX_4.pdf,//media.digikey.com/Photos/TE%20Connectivity/D-150-1010CS821.JPG,A132147-ND,D-150-1010CS821,"TE Connectivity Aerospace, Defense and Marine",D-150-1010CS821,50,0,"50.30000","0","1","SolderShield D-150","Active","Wire to Wire","0.790"" (20.07mm)","2.360"" (59.94mm)","Natural","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=showdoc&DocId=Customer+Drawing%7FD-150-10XX%7F4%7Fpdf%7FEnglish%7FENG_CD_D-150-10XX_4.pdf,//media.digikey.com/Photos/TE%20Connectivity/D-150-1013CS821.jpg,A132148-ND,D-150-1013CS821,"TE Connectivity Aerospace, Defense and Marine",D-150-1013CS821,50,0,"57.30000","0","1","SolderShield D-150","Active","Wire to Wire","1.020"" (25.91mm)","2.360"" (59.94mm)","Natural","-"
http://www.alphawire.com/~/media/Files/MasterCatalog2011/FITHeatShrink.pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/FSLV24-CL078.jpg,FSLV24CL078-ND,FSLV24 CL078,Alpha Wire,HEAT SHRINK TUBING CLEAR 25PC,21,0,"77.72000","0","1","FIT®-SLV","Active","Wire to Wire","0.180"" (4.57mm), 0.200"" (5.08mm)","0.625"" (15.88mm)","Clear","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-150-0708-5&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/D-150-xxxx.jpg,A132290-ND,D-150-0708-5,"TE Connectivity Aerospace, Defense and Marine",SPLICE CABLE KIT SOLDER,10,0,"78.30000","0","1","SolderShield D-150","Active","Wire to Wire","0.248"" (6.30mm)","5.910"" (150.11mm)","Black","Environment Resistant"
http://www.alphawire.com/~/media/Files/MasterCatalog2011/FITHeatShrink.pdf,-,FSLV14CL078-ND,FSLV14 CL078,Alpha Wire,HEAT SHRINK TUBING CLEAR 25PC,10,3,"80.93000","0","1","FIT®-SLV","Active","Wire to Wire","0.180"" (4.57mm), 0.200"" (5.08mm)","0.625"" (15.88mm)","Clear","-"
http://www.alphawire.com/~/media/Files/MasterCatalog2011/FITHeatShrink.pdf,-,FSLV22CL076-ND,FSLV22 CL076,Alpha Wire,SOLDER SLEEVE WIRE-WIRE 1=100PC,19,24,"193.03000","0","1","FIT®-SLV","Active","Wire to Wire","0.110"" (2.79mm), 0.125"" (3.18mm)","0.625"" (15.88mm)","Clear","-"
http://www.alphawire.com/~/media/Files/MasterCatalog2011/FITHeatShrink.pdf,-,FSLV12CL076-ND,FSLV12 CL076,Alpha Wire,HEAT SHRINK TUBING CLEAR 1PC,3,0,"194.75000","0","1","FIT®-SLV","Active","Wire to Wire","0.110"" (2.79mm), 0.125"" (3.18mm)","0.625"" (15.88mm)","Clear","-"
http://www.alphawire.com/~/media/Files/MasterCatalog2011/FITHeatShrink.pdf,-,FSLV24CL076-ND,FSLV24 CL076,Alpha Wire,HEAT SHRINK TUBING CLEAR 1PC,5,20,"196.42000","0","1","FIT®-SLV","Active","Wire to Wire","0.180"" (4.57mm), 0.200"" (5.08mm)","0.625"" (15.88mm)","Clear","-"
http://www.alphawire.com/~/media/Files/MasterCatalog2011/FITHeatShrink.pdf,-,FSLV14CL076-ND,FSLV14 CL076,Alpha Wire,HEAT SHRINK TUBING CLEAR 1PC,5,29,"204.86000","0","1","FIT®-SLV","Active","Wire to Wire","0.180"" (4.57mm), 0.200"" (5.08mm)","0.625"" (15.88mm)","Clear","-"
http://www.alphawire.com/~/media/Files/MasterCatalog2011/FITHeatShrink.pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/FSLV16-CL076.jpg,FSLV16CL076-ND,FSLV16 CL076,Alpha Wire,HEAT SHRINK TUBING CLEAR 1PC,3,0,"286.96000","0","1","FIT®-SLV","Active","Wire to Wire","0.280"" (7.11mm), 0.300"" (7.62mm)","0.750"" (19.05mm)","Clear","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=S200-X-W1-22-9&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/Tyco%20Photos/S200-3-W1-22-9.jpg,A101190-ND,S200-3-W1-22-9,"TE Connectivity Aerospace, Defense and Marine",SOLDERSLEEVE SHLD TERMI W/LEADS,0,0,"7.22000","0","1","SolderSleeve S200","Active","Wire to Wire","0.170"" (4.32mm), 0.200"" (5.08mm)","0.650"" (16.51mm)","Transparent - Blue","Pre-Installed Lead Wire"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CWT-38XX-WX&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/486085-000.jpg,CWT-3806-W2-ND,CWT-3806-W2,TE Connectivity Raychem Cable Protection,SOLDERSLEEVE SHIELD TERM AWG22,0,0,"2.16000","0","1","SolderSleeve CWT, One-Step","Active","Wire to Wire","0.235"" (5.97mm)","1.655"" (42.04mm)","Clear","Pre-Installed Lead Wire"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=B-155-XX&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/A70754-000.jpg,A104845-ND,B-155-03,"TE Connectivity Aerospace, Defense and Marine",B-155-03,66,0,"1.10000","0","1","SolderSleeve B-155","Active","Wire to Wire","0.098"" (2.49mm), 0.118"" (3.00mm)","0.964"" (24.50mm)","Clear","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CWT-XX&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/678853-000.JPG,CWT-7-ND,CWT-7,"TE Connectivity Aerospace, Defense and Marine",SHIELD TERMINATOR SOLDER SLEEVE,45,0,"1.12000","0","1","SolderSleeve CWT, One-Step","Active","Wire to Wire","0.267"" (6.78mm), 0.287"" (7.29mm)","1.279"" (32.50mm)","Clear","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=B-155-XX&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/D42180-000.jpg,A104852-ND,B-155-05,"TE Connectivity Aerospace, Defense and Marine",B-155-05,9,0,"1.63000","0","1","SolderSleeve B-155","Active","Wire to Wire","0.169"" (4.29mm), 0.189"" (4.80mm)","1.154"" (29.30mm)","Clear","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-144-00/-01/-02&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/622000-000.jpg,A104783-ND,622000-000,"TE Connectivity Aerospace, Defense and Marine",D-144-00,6,0,"2.16000","0","1","SolderSleeve D-144","Active","Wire to Wire","0.110"" (2.79mm), 0.125"" (3.18mm)","0.620"" (15.75mm)","Transparent - Blue","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SLT-YX/1YX&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/831875-000.JPG,A104818-ND,831875-000,"TE Connectivity Aerospace, Defense and Marine",SLT-3X,4,0,"3.55000","0","1","SolderSleeve SLT","Active","Wire to Wire","0.106"" (2.69mm), 0.122"" (3.10mm)","0.681"" (17.30mm)","Clear","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-142-56&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/621060-000.JPG,A104782-ND,621060-000,"TE Connectivity Aerospace, Defense and Marine",D-142-56,13,0,"3.98000","0","1","SolderSleeve D-142","Active","Wire to Wire","0.235"" (5.97mm), 0.255"" (6.48mm)","0.750"" (19.05mm)","Natural","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=B-150-XX&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/613507-000.jpg,A104771-ND,B-150-05,"TE Connectivity Aerospace, Defense and Marine",B-150-05,3,0,"4.18000","0","1","SolderSleeve B-150","Active","Wire to Wire","0.169"" (4.29mm), 0.189"" (4.80mm)","1.154"" (29.30mm)","Clear","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=B-150-XX-S&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/615595-000.jpg,A104772-ND,B-150-07-S,"TE Connectivity Aerospace, Defense and Marine",B-150-07-S,3,0,"4.78000","0","1","SolderSleeve B-150","Active","Wire to Wire","0.267"" (6.78mm), 0.287"" (7.29mm)","0.827"" (21.00mm)","Clear","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=B-051-0X-01&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/696684-000.JPG,A104807-ND,B-051-01-01,"TE Connectivity Aerospace, Defense and Marine",B-051-01-01,12,0,"19.49000","0","1","SolderSleeve B-051","Active","Wire to Connector","0.905"" (22.99mm), 0.985"" (25.02mm)","1.085"" (27.56mm)","Clear","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-200-02XX&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/Tyco%20Photos/D-200-0229.jpg,A101191-ND,CP5732-000,"TE Connectivity Aerospace, Defense and Marine",SOLDERSHIELD SPLICE 20-16AWG BLU,2,0,"20.78000","0","1","MiniSeal, SolderShield D-200","Active","Wire to Wire","0.157"" (4.00mm), 0.217"" (5.50mm)","3.170"" (80.51mm)","Transparent - Blue","Environment Resistant"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-150-0168-0170/0174-0181&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/D-150-0169.jpg,A101218-ND,790904-000,"TE Connectivity Aerospace, Defense and Marine",CONN SPLICE 16-20 AWG CRIMP,0,0,"24.70000","0","1","SolderShield","Active","Wire to Wire","0.157"" (4.00mm)","3.170"" (80.51mm)","Transparent - Blue","Environment Resistant"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-150-0168-0170/0174-0181&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/705692-000.jpg,D-150-0178-ND,D-150-0178,"TE Connectivity Aerospace, Defense and Marine",CONN SPLICE 20-26 AWG CRIMP,1,0,"36.11000","0","1","SolderShield","Active","Wire to Wire","0.157"" (4.00mm)","4.170"" (105.92mm)","Transparent - Blue","Environment Resistant"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=S02-XX-R&DocType=Customer+Drawing&DocLang=English,-,S02-17-R-ND,S02-17-R,TE Connectivity Raychem Cable Protection,SHIELD TERMINATOR,0,0,"2.73000","0","1","SolderSleeve S02","Active","Wire to Wire","0.105"" (2.67mm), 0.145"" (3.68mm)","0.650"" (16.51mm)","Transparent - Blue","Environment Resistant, Pre-Installed Lead Wire"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=S02-XX-R&DocType=Customer+Drawing&DocLang=English,-,S02-18-R-ND,S02-18-R,TE Connectivity Raychem Cable Protection,SHIELD TERMINATOR,0,0,"2.78000","0","1","SolderSleeve S02","Active","Wire to Wire","0.170"" (4.32mm), 0.200"" (5.08mm)","0.650"" (16.51mm)","Transparent - Blue","Environment Resistant, Immersion Resistant, Pre-Installed Lead Wire"
http://www.alphawire.com/~/media/Files/MasterCatalog2011/FITHeatShrink.pdf,-,FSLV22CL078-ND,FSLV22 CL078,Alpha Wire,SOLDER SLEEVE WIRE-WIRE 1=25PC,4,2,"70.34000","0","1","FIT®-SLV","Active","Wire to Wire","0.110"" (2.79mm), 0.125"" (3.18mm)","0.625"" (15.88mm)","Clear","-"
http://www.alphawire.com/~/media/Files/MasterCatalog2011/FITHeatShrink.pdf,-,FSLV26CL078-ND,FSLV26 CL078,Alpha Wire,HEAT SHRINK TUBING CLEAR 25PC,3,0,"107.39000","0","1","FIT®-SLV","Active","Wire to Wire","0.280"" (7.11mm), 0.300"" (7.62mm)","0.750"" (19.05mm)","Clear","-"
http://www.alphawire.com/~/media/Files/MasterCatalog2011/FITHeatShrink.pdf,-,FSLV26CL076-ND,FSLV26 CL076,Alpha Wire,HEAT SHRINK TUBING CLEAR 1=100PC,1,0,"271.68000","0","1","FIT®-SLV","Active","Wire to Wire","0.280"" (7.11mm), 0.300"" (7.62mm)","0.750"" (19.05mm)","Clear","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CWT-1505&DocType=Customer+Drawing&DocLang=English,-,CWT-1505-ND,CWT-1505,TE Connectivity Raychem Cable Protection,ONE STEP WIRE TERMINATORS,0,0,"0.20250","0","10000","SolderSleeve CWT, One-Step","Active","Wire to Wire/Pin","0.175"" (4.45mm)","1.154"" (29.30mm)","Clear","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CWT-150X&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/CWT-1503.JPG,CWT-1503-ND,CWT-1503,"TE Connectivity Aerospace, Defense and Marine",ONE STEP WIRE TERMINATORS .11"",0,0,"0.26100","0","6500","SolderSleeve CWT, One-Step","Active","Wire to Wire/Pin","0.110"" (2.79mm)","0.630"" (16.00mm)","Clear","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CWT-9101&DocType=Customer+Drawing&DocLang=English,-,CWT-9101-ND,CWT-9101,TE Connectivity Raychem Cable Protection,SOLDERSLEEVE WIRE TERMINATOR,0,0,"0.26100","0","7000","SolderSleeve CWT, One-Step","Active","Wire to Wire/Pin","0.181"" (4.60mm)","0.728"" (18.50mm)","Clear","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CWT-150X&DocType=Customer+Drawing&DocLang=English,-,CWT-1504-ND,CWT-1504,TE Connectivity Raychem Cable Protection,TERMINATOR SOLDER PAK WIRE,0,0,"0.27550","0","6500","SolderSleeve CWT One-Step","Active","Wire to Wire/Pin","0.150"" (3.81mm)","0.630"" (16.00mm)","Transparent - Clear","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-136-05&DocType=Customer+Drawing&DocLang=English,-,CR4094-000-ND,CR4094-000,TE Connectivity Raychem Cable Protection,SOLDERSLEEVE,0,0,"0.28600","0","25000","SolderSleeve","Active","Wire to Connector","0.058"" (1.47mm), 0.070"" (1.78mm)","0.330"" (8.38mm)","Transparent - Blue","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CWT-XX-S&DocType=Customer+Drawing&DocLang=English,-,CWT-3-S-ND,CWT-3-S,TE Connectivity Raychem Cable Protection,SOLDERSLEEVE SHIELD TERMINATOR,0,0,"0.36000","0","3700","SolderSleeve CWT, One-Step","Active","Wire to Wire","0.098"" (2.49mm), 0.118"" (3.00mm)","0.728"" (18.50mm)","Clear","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=C-704-0045&DocType=Customer+Drawing&DocLang=English,-,C-704-0045-ND,C-704-0045,TE Connectivity Raychem Cable Protection,SOLDERSLEEVE,0,0,"0.36400","0","5000","SolderPak, SolderSleeve D-128","Active","Wire to Connector","0.068"" (1.73mm)","0.250"" (6.35mm)","Transparent - Blue","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-110-0068&DocType=Customer+Drawing&DocLang=English,-,D-110-0068-ND,D-110-0068,TE Connectivity Raychem Cable Protection,SOLDERSLEEVE,0,0,"0.37800","0","6000","SolderSleeve D-110","Active","Wire to Wire","0.110"" (2.79mm)","0.240"" (6.10mm)","Transparent - Blue","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CWT-900X&DocType=Customer+Drawing&DocLang=English,-,CWT-9002CS2910-ND,CWT-9002CS2910,TE Connectivity Raychem Cable Protection,SOLDERSLEEVE,0,0,"0.41224","0","2500","SolderSleeve CWT, One-Step","Active","Wire to Wire","0.105"" (2.67mm)","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-128-0044&DocType=Customer+Drawing&DocLang=English,-,D-128-0044-ND,D-128-0044,TE Connectivity Raychem Cable Protection,SOLDERSLEEVE,0,0,"0.43400","0","5000","SolderSleeve D-128","Active","Wire to Connector","0.068"" (1.73mm)","0.400"" (10.16mm)","Transparent - Blue","-"
