Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Style","Eye Type","Cable Diameter","Material","Mesh Type","Mesh Length","Bale Length","Break Strength"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=155,-,1300940232-ND,1300940232,Molex,GRIP SNGL 0.62""-0.74"" 11"",0,0,"52.29200","0","5","-","Active","Support Grip","Standard Duty","Single","0.62"" ~ 0.74"" (15.7mm ~ 18.8mm)","Bronze Wire, Tinned","Closed","11""","8""","960 lbs"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=155,-,1300940211-ND,1300940211,Molex,GRIP DBL 0.50""-0.61"" 11"",0,0,"53.72000","0","1","-","Active","Support Grip","Standard Duty","Double","0.50"" ~ 0.61"" (12.7mm ~ 15.5mm)","Bronze Wire, Tinned","Closed","11""","4""","770 lbs"
-,-,BEL32885-ND,23-82351-PK25,Belden Inc.,6PR B DROP CLMP DMPLD SHM,0,0,"55.44818","0","11","*","Active","-","-","-","-","-","-","-","-","-"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=155,-,1300950198-ND,1300950198,Molex,JR DUTY GRIP FLEX 0.62-0.74"" 10"",0,0,"57.72000","0","1","-","Active","Pulling Grip","Junior Duty","Flexible","0.62"" ~ 0.74"" (15.7mm ~ 18.8mm)","-","Closed","10""","-","2800 lbs"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=155,-,1300960060-ND,1300960060,Molex,I-GRIP 0.40""-0.56"" 6"",0,0,"59.36000","0","1","-","Active","Strain Relief","I-Grip","-","0.40"" ~ 0.56"" (10.2mm ~ 14.2mm)","-","Closed","6""","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300940213_CABLE_GRIPS.pdf,-,1300940213-ND,1300940213,Molex,CABLE GRIP DBL EYE CLOSED MESH,0,0,"62.24000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=155,-,1300960061-ND,1300960061,Molex,I-GRIP 0.52""-0.73"" 7"",0,0,"63.46000","0","1","-","Active","Strain Relief","I-Grip","-","0.52"" ~ 0.73"" (13.2mm ~ 18.5mm)","-","Closed","7""","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300940535_CABLE_GRIPS.pdf,-,1300940535-ND,1300940535,Molex,FBR OPTIC GRIP SGL 0.69-0.88"" 6"",0,0,"63.82000","0","1","-","Active","Support Grip","Fiber Optic","Single","0.69"" ~ 0.88"" (17.5mm ~ 22.4mm)","Bronze Wire, Tinned","Closed","6""","8""","800 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300940500_CABLE_GRIPS.pdf,-,1300940500-ND,1300940500,Molex,BUS DROP GRIP SGL 0.82""-1"" 8.5"",0,0,"65.33000","0","1","-","Active","Support Grip","Bus Drop","Single","0.82"" ~ 1.00"" (20.8mm ~ 25.4mm)","Stainless Steel","Closed","8.5""","9""","1900 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300940312_CABLE_GRIPS.pdf,-,1300940312-ND,1300940312,Molex,GRIP SNGL 0.62""-0.75"" 11"",0,0,"66.57000","0","1","-","Active","Support Grip","Standard Duty","Single","0.62"" ~ 0.75"" (15.7mm ~ 19.0mm)","Bronze Wire, Tinned","Split Lace","11""","8""","960 lbs"
-,-,1300940503-ND,1300940503,Molex,BUS DROP GRIP SGL 0.94-1.25"" 11"",0,0,"67.37000","0","1","-","Active","Support Grip","Bus Drop","Single","0.94"" ~ 1.25"" (23.9mm ~ 31.7mm)","Stainless Steel","Closed","11""","9""","1900 lbs"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=155,-,1300940314-ND,1300940314,Molex,GRIP SNGL 0.75""-0.99"" 14"",0,0,"67.83000","0","1","-","Active","Support Grip","Standard Duty","Single","0.75"" ~ 0.99"" (19.0mm ~ 25.1mm)","Bronze Wire, Tinned","Split Lace","14""","8""","1320 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300940352_CABLE_GRIPS.pdf,-,1300940352-ND,1300940352,Molex,GRIP LOCK BALE 0.50""-0.61"" 11"",0,0,"68.43000","0","1","-","Active","Support Grip","Standard Duty","Locking Bale","0.50"" ~ 0.61"" (12.7mm ~ 15.5mm)","Bronze Wire, Tinned","Split Lace","11""","18""","770 lbs"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=155,-,1300940236-ND,1300940236,Molex,GRIP SNGL 1.00""-1.24"" 15"",0,0,"69.32500","0","2","-","Active","Support Grip","Standard Duty","Single","1.00"" ~ 1.24"" (25.4mm ~ 31.5mm)","Bronze Wire, Tinned","Closed","15""","9""","1680 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300940215_CABLE_GRIPS.pdf,-,1300940215-ND,1300940215,Molex,GRIP DBL 1.00""-1.24"" 15"",0,0,"69.73000","0","1","-","Active","Support Grip","Standard Duty","Double","1.00"" ~ 1.24"" (25.4mm ~ 31.5mm)","Bronze Wire, Tinned","Closed","15""","5""","1920 lbs"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=155,-,1300940385-ND,1300940385,Molex,GRIP SNGL 0.50""-0.61"" 11"",0,0,"70.70000","0","1","-","Active","Support Grip","Standard Duty","Single","0.50"" ~ 0.61"" (12.7mm ~ 15.5mm)","Bronze Wire, Tinned","Split Rod","11""","7""","770 lbs"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=155,-,1300940238-ND,1300940238,Molex,GRIP SNGL 1.25""-1.49"" 16"",0,0,"73.03000","0","2","-","Active","Support Grip","Standard Duty","Single","1.25"" ~ 1.49"" (31.7mm ~ 37.8mm)","Bronze Wire, Tinned","Closed","16""","10""","1680 lbs"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=155,-,1300940387-ND,1300940387,Molex,GRIP SNGL 0.62""-0.74"" 11"",0,0,"74.55000","0","1","-","Active","Support Grip","Standard Duty","Single","0.62"" ~ 0.74"" (15.7mm ~ 18.8mm)","Bronze Wire, Tinned","Split Rod","11""","8""","960 lbs"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=155,-,1300940217-ND,1300940217,Molex,GRIP DBL 1.25""-1.49"" 16"",0,0,"74.87000","0","1","-","Active","Support Grip","Standard Duty","Double","1.25"" ~ 1.49"" (31.7mm ~ 37.8mm)","Bronze Wire, Tinned","Closed","16""","5""","1920 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300940334_CABLE_GRIPS.pdf,-,1300940334-ND,1300940334,Molex,GRIP OFFSET 0.75""-0.99"" 14"",0,0,"76.62000","0","1","-","Active","Support Grip","Standard Duty","Offset","0.75"" ~ 0.99"" (19.0mm ~ 25.1mm)","Bronze Wire, Tinned","Split Lace","14""","4""","960 lbs"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=155,-,1300940370-ND,1300940370,Molex,GRIP DBL 0.75""-0.99"" 14"",0,0,"78.69000","0","1","-","Active","Support Grip","Standard Duty","Double","0.75"" ~ 0.99"" (19.0mm ~ 25.1mm)","Bronze Wire, Tinned","Split Rod","14""","8""","1320 lbs"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=155,-,1300940261-ND,1300940261,Molex,GRIP OFFSET 1.50""-1.74"" 18"",0,0,"78.98000","0","1","-","Active","Support Grip","Standard Duty","Offset","1.50"" ~ 1.74"" (38.1mm ~ 44.2mm)","Bronze Wire, Tinned","Closed","18""","5""","1680 lbs"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=155,-,1300940219-ND,1300940219,Molex,GRIP DBL 1.50""-1.74"" 18"",0,0,"80.44000","0","1","-","Active","Support Grip","Standard Duty","Double","1.50"" ~ 1.74"" (38.1mm ~ 44.2mm)","Bronze Wire, Tinned","Closed","18""","6""","1920 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300950253_CABLE_GRIPS.pdf,-,1300950253-ND,1300950253,Molex,MED DUTY GRP OFFSET 0.5-0.61"" 7"",0,0,"80.51000","0","1","-","Active","Pulling Grip","Medium Duty","Offset","0.50"" ~ 0.61"" (12.7mm ~ 15.5mm)","Steel, Galvanized","Split Lace","7""","-","1800 lbs"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=155,-,1300940240-ND,1300940240,Molex,GRIP SNGL 1.50""-1.74"" 18"",0,0,"80.87000","0","1","-","Active","Support Grip","Standard Duty","Single","1.50"" ~ 1.74"" (38.1mm ~ 44.2mm)","Bronze Wire, Tinned","Closed","18""","12""","1680 lbs"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=155,-,1300940391-ND,1300940391,Molex,GRIP SNGL 1.00""-1.24"" 15"",0,0,"87.31000","0","1","-","Active","Support Grip","Standard Duty","Single","1.00"" ~ 1.24"" (25.4mm ~ 31.5mm)","Bronze Wire, Tinned","Split Rod","15""","9""","1680 lbs"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=155,-,1300940372-ND,1300940372,Molex,GRIP DBL 1.00""-1.24"" 15"",0,0,"88.84000","0","1","-","Active","Support Grip","Standard Duty","Double","1.00"" ~ 1.24"" (25.4mm ~ 31.5mm)","Bronze Wire, Tinned","Split Rod","15""","5""","1920 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300940333_CABLE_GRIPS.pdf,-,1300940333-ND,1300940333,Molex,GRIP OFFSET 0.62""-0.75"" 11"",0,0,"88.96000","0","1","-","Active","Support Grip","Standard Duty","Offset","0.62"" ~ 0.75"" (15.7mm ~ 19.0mm)","Stainless Steel","Split Lace","11""","4""","960 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300940331_CABLE_GRIPS.pdf,-,1300940331-ND,1300940331,Molex,GRIP OFFSET 0.50""-0.61"" 11"",0,0,"92.68000","0","1","-","Active","Support Grip","Standard Duty","Offset","0.50"" ~ 0.61"" (12.7mm ~ 15.5mm)","Stainless Steel","Split Lace","11""","4""","770 lbs"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=155,-,1300950148-ND,1300950148,Molex,LIGHT DUTY GRIP FLEX 0.75""-0.99"",0,0,"95.61000","0","1","-","Active","Pulling Grip","Light Duty","Flexible","0.75"" ~ 0.99"" (19.0mm ~ 25.1mm)","-","Closed","13""","-","4100 lbs"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=155,-,1300940374-ND,1300940374,Molex,GRIP DBL 1.25""-1.49"" 16"",0,0,"96.05000","0","1","-","Active","Support Grip","Standard Duty","Double","1.25"" ~ 1.49"" (31.7mm ~ 37.8mm)","Bronze Wire, Tinned","Split Rod","16""","5""","1920 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300940233_CABLE_GRIPS.pdf,-,1300940233-ND,1300940233,Molex,GRIP SNGL 0.62""-0.75"" 11"",0,0,"98.57000","0","1","-","Active","Support Grip","Standard Duty","Single","0.62"" ~ 0.75"" (15.7mm ~ 19.0mm)","Stainless Steel","Closed","11""","8""","960 lbs"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=155,-,1300940376-ND,1300940376,Molex,GRIP DBL 1.50""-1.74"" 18"",0,0,"107.98000","0","1","-","Active","Support Grip","Standard Duty","Double","1.50"" ~ 1.74"" (38.1mm ~ 44.2mm)","Bronze Wire, Tinned","Split Rod","18""","5""","1920 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300950150_CABLE_GRIPS.pdf,-,1300950150-ND,1300950150,Molex,LIGHT DUTY GRIP FLEX 1.25""-1.49"",0,0,"109.91000","0","1","-","Active","Pulling Grip","Light Duty","Flexible","1.25"" ~ 1.49"" (31.7mm ~ 37.8mm)","Steel, Galvanized","Closed","16.9""","-","5800 lbs"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=155,-,1300940242-ND,1300940242,Molex,GRIP SNGL 1.75""-1.99"" 20"",0,0,"114.44000","0","1","-","Active","Support Grip","Standard Duty","Single","1.75"" ~ 1.99"" (44.4mm ~ 50.5mm)","Bronze Wire, Tinned","Closed","20""","14""","2640 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300940265_CABLE_GRIPS.pdf,-,1300940265-ND,1300940265,Molex,GRIP OFFSET 2.00""-2.49"" 22"",0,0,"114.70000","0","1","-","Active","Support Grip","Standard Duty","Offset","2.00"" ~ 2.49"" (50.8mm ~ 63.2mm)","Bronze Wire, Tinned","Closed","22""","6""","3760 lbs"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=155,-,1300950225-ND,1300950225,Molex,DBL WEAVE GRIP OFFSET 0.75-0.99"",0,0,"118.42000","0","1","-","Active","Pulling Grip","Double Weave","Offset","0.75"" ~ 0.99"" (19.0mm ~ 25.1mm)","-","Closed","13""","-","3000 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300940420_CABLE_GRIPS.pdf,-,1300940420-ND,1300940420,Molex,GRIP SNGL 2.50""-2.99"" 24"",0,0,"126.24000","0","1","-","Active","Support Grip","Standard Duty","Single","2.50"" ~ 2.99"" (63.5mm ~ 75.9mm)","Stainless Steel","Split Rod","24""","18""","3760 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300940435_CABLE_GRIPS.pdf,-,1300940435-ND,1300940435,Molex,GRIP LOCK BALE 1.25""-1.49"" 16"",0,0,"128.04000","0","1","-","Active","Support Grip","Standard Duty","Locking Bale","1.25"" ~ 1.49"" (31.7mm ~ 37.8mm)","Bronze Wire, Tinned","Split Rod","16""","18""","1920 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300940371_CABLE_GRIPS.pdf,-,1300940371-ND,1300940371,Molex,GRIP DBL 0.75""-0.99"" 14"",0,0,"133.79000","0","1","-","Active","Support Grip","Standard Duty","Double","0.75"" ~ 0.99"" (19.0mm ~ 25.1mm)","Stainless Steel","Split Rod","14""","4""","1320 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300940244_CABLE_GRIPS.pdf,-,1300940244-ND,1300940244,Molex,GRIP SNGL 2.00""-2.49"" 22"",0,0,"134.66000","0","1","-","Active","Support Grip","Standard Duty","Single","2.00"" ~ 2.49"" (50.8mm ~ 63.2mm)","Bronze Wire, Tinned","Closed","22""","16""","3760 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300940218_CABLE_GRIPS.pdf,-,1300940218-ND,1300940218,Molex,GRIP DBL 1.25""-1.49"" 16"",0,0,"136.07000","0","1","-","Active","Support Grip","Standard Duty","Double","1.25"" ~ 1.49"" (31.7mm ~ 37.8mm)","Stainless Steel","Closed","16""","5""","1920 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300940220_CABLE_GRIPS.pdf,-,1300940220-ND,1300940220,Molex,GRIP DBL 1.50""-1.74"" 17"",0,0,"139.37000","0","1","-","Active","Support Grip","Standard Duty","Double","1.50"" ~ 1.74"" (38.1mm ~ 44.2mm)","Stainless Steel","Closed","17""","6""","1920 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300940295_CABLE_GRIPS.pdf,-,1300940295-ND,1300940295,Molex,GRIP DBL 1.00""-1.24"" 15"",0,0,"139.37000","0","1","-","Active","Support Grip","Standard Duty","Double","1.00"" ~ 1.24"" (25.4mm ~ 31.5mm)","Stainless Steel","Split Lace","15""","5""","1920 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300950167_CABLE_GRIPS.pdf,-,1300950167-ND,1300950167,Molex,MED DUTY GRIP FLX 0.75-0.99"" 20"",0,0,"142.24000","0","1","-","Active","Pulling Grip","Medium Duty","Flexible","0.75"" ~ 0.99"" (19.0mm ~ 25.1mm)","Steel, Galvanized","Closed","20""","-","5500 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300950229_CABLE_GRIPS.pdf,-,1300950229-ND,1300950229,Molex,HVY DUTY GRIP OFFSET 1.25""-1.49"",0,0,"143.12000","0","1","-","Active","Pulling Grip","Heavy Duty","Offset","1.25"" ~ 1.49"" (31.7mm ~ 37.8mm)","Steel, Galvanized","Closed","17""","-","5500 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300950240_CABLE_GRIPS.pdf,-,1300950240-ND,1300950240,Molex,MED DUTY GRIP OFFSET 0.75""-0.99"",0,0,"143.48000","0","1","-","Active","Pulling Grip","Medium Duty","Offset","0.75"" ~ 0.99"" (19.0mm ~ 25.1mm)","Steel, Galvanized","Split Lace","13""","-","3000 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300940302_CABLE_GRIPS.pdf,-,1300940302-ND,1300940302,Molex,GRIP DBL 2.00""-2.49"" 22"",0,0,"149.23000","0","1","-","Active","Support Grip","Standard Duty","Double","2.00"" ~ 2.49"" (50.8mm ~ 63.2mm)","Bronze Wire, Tinned","Split Lace","22""","6""","3360 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300950241_CABLE_GRIPS.pdf,-,1300950241-ND,1300950241,Molex,MED DUTY GRIP OFFSET 1-1.24"" 16"",0,0,"150.20000","0","1","-","Active","Pulling Grip","Medium Duty","Offset","1.00"" ~ 1.24"" (25.4mm ~ 31.5mm)","Steel, Galvanized","Split Lace","16""","-","4100 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300950231_CABLE_GRIPS.pdf,-,1300950231-ND,1300950231,Molex,HVY DUTY GRIP OFFSET 1.75""-1.99"",0,0,"151.76000","0","1","-","Active","Pulling Grip","Heavy Duty","Offset","1.75"" ~ 1.99"" (44.4mm ~ 50.5mm)","Steel, Galvanized","Closed","19""","-","11000 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300950243_CABLE_GRIPS.pdf,-,1300950243-ND,1300950243,Molex,MED DUTY GRIP OFFSET 1.50""-1.74"",0,0,"153.62000","0","1","-","Active","Pulling Grip","Medium Duty","Offset","1.50"" ~ 1.74"" (38.1mm ~ 44.2mm)","Steel, Galvanized","Split Lace","18""","-","5500 lbs"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=155,-,1300950169-ND,1300950169,Molex,MED DUTY GRIP FLX 1.25-1.49"" 33"",0,0,"154.73000","0","1","-","Active","Pulling Grip","Medium Duty","Flexible","1.25"" ~ 1.49"" (31.7mm ~ 37.8mm)","-","Closed","33""","-","8100 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300940440_CABLE_GRIPS.pdf,-,1300940440-ND,1300940440,Molex,HVY DUTY GRIP DBL 0.75-0.99"" 26"",0,0,"155.42000","0","1","-","Active","Support Grip","Heavy Duty","Double","0.75"" ~ 0.99"" (19.0mm ~ 25.1mm)","Bronze Wire, Tinned","Closed","26""","10""","2700 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300950230_CABLE_GRIPS.pdf,-,1300950230-ND,1300950230,Molex,HVY DUTY GRIP OFFSET 1.50""-1.74"",0,0,"156.84000","0","1","-","Active","Pulling Grip","Heavy Duty","Offset","1.50"" ~ 1.74"" (38.1mm ~ 44.2mm)","Steel, Galvanized","Closed","18""","-","7400 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300950242_CABLE_GRIPS.pdf,-,1300950242-ND,1300950242,Molex,MED DUTY GRIP OFFSET 1.25""-1.49"",0,0,"157.68000","0","1","-","Active","Pulling Grip","Medium Duty","Offset","1.25"" ~ 1.49"" (31.7mm ~ 37.8mm)","Steel, Galvanized","Split Lace","17""","-","4100 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300940301_CABLE_GRIPS.pdf,-,1300940301-ND,1300940301,Molex,GRIP DBL 1.75""-1.99"" 20"",0,0,"157.79000","0","1","-","Active","Support Grip","Standard Duty","Double","1.75"" ~ 1.99"" (44.4mm ~ 50.5mm)","Stainless Steel","Split Lace","20""","6""","3150 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300940382_CABLE_GRIPS.pdf,-,1300940382-ND,1300940382,Molex,GRIP DBL 2.50""-2.99"" 24"",0,0,"158.49000","0","1","-","Active","Support Grip","Standard Duty","Double","2.50"" ~ 2.99"" (63.5mm ~ 75.9mm)","Bronze Wire, Tinned","Split Rod","24""","6""","3360 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300950297_CABLE_GRIPS.pdf,-,1300950297-ND,1300950297,Molex,FBR OPTIC GRIP ROTATE 0.21-0.35"",0,0,"159.06000","0","1","-","Active","Pulling Grip","Fiber Optic","Rotating","0.21"" ~ 0.35"" (5.3mm ~ 8.9mm)","Steel, Galvanized","Closed","14""","4.75""","1500 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300940379_CABLE_GRIPS.pdf,-,1300940379-ND,1300940379,Molex,GRIP DBL 1.75""-1.99"" 20"",0,0,"160.91000","0","1","-","Active","Support Grip","Standard Duty","Double","1.75"" ~ 1.99"" (44.4mm ~ 50.5mm)","Stainless Steel","Split Rod","20""","6""","3150 lbs"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=155,-,1300950154-ND,1300950154,Molex,LIGHT DUTY GRIP FLEX 2.50""-2.99"",0,0,"161.74000","0","1","-","Active","Pulling Grip","Light Duty","Flexible","2.50"" ~ 2.99"" (63.5mm ~ 75.9mm)","-","Closed","19""","-","13000 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300940361_CABLE_GRIPS.pdf,-,1300940361-ND,1300940361,Molex,GRIP LOCK BALE 2.00""-2.49"" 22"",0,0,"167.23000","0","1","-","Active","Support Grip","Standard Duty","Locking Bale","2.00"" ~ 2.49"" (50.8mm ~ 63.2mm)","Bronze Wire, Tinned","Split Lace","22""","18""","3360 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300940326_CABLE_GRIPS.pdf,-,1300940326-ND,1300940326,Molex,GRIP SNGL 2.50""-2.99"" 24"",0,0,"168.30000","0","1","-","Active","Support Grip","Standard Duty","Single","2.50"" ~ 2.99"" (63.5mm ~ 75.9mm)","Bronze Wire, Tinned","Split Lace","24""","18""","3760 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300940465_CABLE_GRIPS.pdf,-,1300940465-ND,1300940465,Molex,HVY DUTY GRIP DBL 0.75-0.99"" 26"",0,0,"168.48000","0","1","-","Active","Support Grip","Heavy Duty","Double","0.75"" ~ 0.99"" (19.0mm ~ 25.1mm)","Bronze Wire, Tinned","Closed","26""","10""","2700 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300940323_CABLE_GRIPS.pdf,-,1300940323-ND,1300940323,Molex,GRIP SNGL 1.75""-1.99"" 20"",0,0,"168.86000","0","1","-","Active","Support Grip","Standard Duty","Single","1.75"" ~ 1.99"" (44.4mm ~ 50.5mm)","Stainless Steel","Split Lace","20""","14""","2600 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300950174_CABLE_GRIPS.pdf,-,1300950174-ND,1300950174,Molex,MED DUTY GRIP FLX 0.75-0.99"" 24"",0,0,"175.49000","0","1","-","Active","Pulling Grip","Medium Duty","Flexible","0.75"" ~ 0.99"" (19.0mm ~ 25.1mm)","Steel, Galvanized","Closed","24""","-","6800 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300940463_CABLE_GRIPS.pdf,-,1300940463-ND,1300940463,Molex,HVY DUTY GRIP SGL 1.50-1.99"" 35"",0,0,"192.65000","0","1","-","Active","Support Grip","Heavy Duty","Single","1.50"" ~ 1.99"" (38.1mm ~ 50.5mm)","Bronze Wire, Tinned","Closed","35""","10""","4720 lbs"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=155,-,1300940446-ND,1300940446,Molex,HVY DUTY GRIP DBL 1.50-1.74"" 35"",0,0,"198.87000","0","1","-","Active","Support Grip","Heavy Duty","Double","1.50"" ~ 1.74"" (38.1mm ~ 44.2mm)","Bronze Wire, Tinned","Closed","35""","10""","4720 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300940398_CABLE_GRIPS.pdf,-,1300940398-ND,1300940398,Molex,GRIP SNGL 1.75""-1.99"" 20"",0,0,"203.57000","0","1","-","Active","Support Grip","Standard Duty","Single","1.75"" ~ 1.99"" (44.4mm ~ 50.5mm)","Stainless Steel","Split Rod","20""","14""","2600 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300940421_CABLE_GRIPS.pdf,-,1300940421-ND,1300940421,Molex,GRIP OFFSET 2.00""-2.49"" 22"",0,0,"207.11000","0","1","-","Active","Support Grip","Standard Duty","Offset","2.00"" ~ 2.49"" (50.8mm ~ 63.2mm)","Stainless Steel","Split Rod","22""","6""","3360 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300950246_CABLE_GRIPS.pdf,-,1300950246-ND,1300950246,Molex,MED DUTY GRIP OFFSET 2.50""-2.99"",0,0,"216.45000","0","1","-","Active","Pulling Grip","Medium Duty","Offset","2.50"" ~ 2.99"" (63.5mm ~ 75.9mm)","Steel, Galvanized","Split Lace","21""","-","7300 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300940308_CABLE_GRIPS.pdf,-,1300940308-ND,1300940308,Molex,GRIP DBL 3.00""-3.49"" 28"",0,0,"216.53000","0","1","-","Active","Support Grip","Standard Duty","Double","3.00"" ~ 3.49"" (76.2mm ~ 88.6mm)","Bronze Wire, Tinned","Split Lace","28""","8""","5280 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300950125_CABLE_GRIPS.pdf,-,1300950125-ND,1300950125,Molex,HVY DUTY GRIP ROTATE 0.62""-0.75"",0,0,"220.59000","0","1","-","Active","Pulling Grip","Heavy Duty","Rotating","0.62"" ~ 0.75"" (15.7mm ~ 19.0mm)","Steel, Galvanized","Closed","16""","-","6800 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300950126_CABLE_GRIPS.pdf,-,1300950126-ND,1300950126,Molex,HVY DUTY GRIP ROTATE 0.75""-0.99"",0,0,"224.69000","0","1","-","Active","Pulling Grip","Heavy Duty","Rotating","0.75"" ~ 0.99"" (19.0mm ~ 25.1mm)","Steel, Galvanized","Closed","20""","-","9600 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300950135_CABLE_GRIPS.pdf,-,1300950135-ND,1300950135,Molex,HVY DUTY GRIP ROTATE 0.75""-0.99"",0,0,"255.45000","0","1","-","Active","Pulling Grip","Heavy Duty","Rotating","0.75"" ~ 0.99"" (19.0mm ~ 25.1mm)","Steel, Galvanized","Closed","32""","-","9600 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300950179_CABLE_GRIPS.pdf,-,1300950179-ND,1300950179,Molex,MED DUTY GRIP FLEX 3-3.49"" 24"",0,0,"255.45000","0","1","-","Active","Pulling Grip","Medium Duty","Flexible","3.00"" ~ 3.49"" (76.2mm ~ 88.6mm)","Steel, Galvanized","Closed","24""","-","24500 lbs"
