Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Mounting Type","Size / Dimension","For Use With/Related Products","Material","Color"
http://www.essentracomponents.com.sg/images-line/pdfs/MFTH-2.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_MFTH-2-01A-RT-C.jpg,RPC4336-ND,MFTH-2-01A1-C,Essentra Components,CBL TIE HLDR ADH MNT NAT .50"" SQ,1200,0,"0.82100","0","100","MFTH","Active","Quad Opening","Adhesive","0.50"" L x 0.50"" W x 0.14"" H (12.7mm x 12.7mm x 3.5mm)","WIT-18 and QTE-18 Ties","Nylon, Flame Retardant","Natural"
http://www.panduit.com/heiler/CatalogCutSheets/RAMS-S3-M%20Product%20Page.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_RAMH-S10-D.jpg,298-15744-ND,RAMS-S3-M,Panduit Corp,RIGHT ANGLE MNT,4765,0,"0.83000","0","1","-","Active","Single Opening","Screw, #3","0.56"" L x 0.39"" W x 0.44"" H (14.3mm x 9.9mm x 11.1mm)","M, I, S Ties","Nylon","Natural"
http://www.essentracomponents.com/wcsstore7.00.00.1079/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1242719.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_550251.jpg,RPC6284-ND,550251,Essentra Components,"CABLE TIE HOLDER, EDGE MOUNT, BL",1200,0,"0.84330","0","100","-","Active","Dual Opening","Edge Mount","0.59"" L x 0.59"" W x 0.59"" H (15.0mm x 15.1mm x 15.1mm)","Cable Ties up to 0.189"" (4.8mm) Width","Nylon 6.6","Black"
http://www.essentracomponents.com.sg/images-line/pdfs/FTH-5.pdf,//media.digikey.com/photos/Richco%20Photos/FTH-5A-RT-UVB.jpg,RPC4002-ND,FTH-5A-RT-UVB-C,Essentra Components,CBL TIE HLDR ADH MNT UV BLACK,10700,0,"0.86740","0","100","FTH","Active","Quad Opening","Screw, #6 (M3.5), Adhesive","0.75"" L x 0.75"" W x 0.24"" H (19.1mm x 19.1mm x 6.1mm)","WIT-18, 30 and QTE-18 Ties","Nylon, Flame Retardant, UV Resistant","Black"
http://www.panduit.com/heiler/PartDrawings/MPMS25_01.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_MPMS25-C0.jpg,298-14971-ND,MPMS25-C0,Panduit Corp,MASONRY PUSH MNT STD 0.25"" HOLE,2975,0,"0.87000","0","1","PAN-TY®","Active","Single Opening","Push In - Ribbed Shaft","0.40"" L x 0.39"" W x 1.24"" H (10.2mm x 9.9mm x 31.5mm)","M, I, S Ties","Nylon, Weather Resistant","Black"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/26914.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/FTH-2A-RT-C.jpg,RPC2271-ND,FTH-2A-RT-M,Essentra Components,"TIE HOLDER FLAT WIT-18,50 WHITE",2736,0,"0.88000","0","1","FTH","Active","Single Opening","Adhesive","1.03"" L x 0.69"" W x 0.20"" H (26.2mm x 17.5mm x 5.1mm)","WIT-18 through -60 and QTE-18 through -50 Ties","Polyphenylene Ether (PPE), Polystyrene (PS)","White"
http://www.panduit.com/heiler/PartDrawings/C-WAABM112-GB0239F0-R5--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_ABM112-A-D20.jpg,298-14190-ND,ABM112-A-D20,Panduit Corp,TIE HOLDER ADH 1.12X1.12"",4900,0,"0.89000","0","1","-","Active","Quad Opening - Paired Strip","Adhesive, Screw, #6 (M3)","1.12"" L x 1.12"" W x 0.16"" H (28.4mm x 28.4mm x 4.2mm)","M, I, S Ties","Nylon","Black"
http://www.panduit.com/heiler/PartDrawings/C-WAABM2S-AT-GB0239BY-R5--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/ABM2S-AT-C.JPG,298-12089-ND,ABM2S-AT-D,Panduit Corp,CABLE TIE HLDR ADH 2=2 HOLDERS,1496,0,"0.89500","0","2","-","Active","Quad Opening - Paired Strip","Adhesive, Screw, #6 (M3)","1.00"" L x 1.00"" W x 0.17"" H (25.4mm x 25.4mm x 4.2mm)","M, I, S Ties","ABS, Heat Stabilized for Temperatures up to 180°F","White"
http://www.panduit.com/heiler/PartDrawings/SGTM3S10_R0.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_SGTM-Series_BLK.jpg,298-15868-ND,SGTM3S10-C0,Panduit Corp,TIE MNT .88 22.4MMW #10 SCREW M5,7466,0,"0.90000","0","1","Super-Grip®","Active","Dual Opening","Screw, #10 (M5)","0.91"" L x 0.61"" W x 0.43"" H (23.1mm x 15.4mm x 11.0mm)","SGM, SGI, SGS, SGLH","Nylon 6.6, Weather Resistant","Black"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_TMA003A.jpg,RPC6229-ND,TMA006A,Essentra Components,"CABLE TIE MOUNT, NATURAL, ADHESI",2500,0,"0.91000","0","1","TMA","Active","Quad Opening","Adhesive, Screw, #10 (M5)","0.71"" L x 0.71"" W x 0.18"" H (18.0mm x 18.0mm x 4.5mm)","Cable Ties up to 0.141"" (3.6mm) Width","Nylon 6.6","Natural"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_TMA003A.jpg,RPC6226-ND,TMA003A,Essentra Components,"CABLE TIE MOUNT, NATURAL, ADHESI",1900,0,"0.91000","0","1","TMA","Active","Quad Opening","Adhesive, Screw","0.83"" L x 0.83"" W x 0.14"" H (21.0mm x 21.0mm x 3.5mm)","Cable Ties up to 0.141"" (3.6mm) Width","Nylon 6.6","Natural"
http://www.panduit.com/heiler/PartDrawings/C-WATM3S10-GB0239EN--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_TMXXX-X0.jpg,298-15906-ND,TM3S25-C0,Panduit Corp,CABLE TIE MOUNT 1/4"" SCREW WR,2765,0,"0.92000","0","1","-","Active","Dual Opening","Screw, 1/4"" (M6)","0.88"" L x 0.63"" W x 0.38"" H (22.3mm x 16.0mm x 9.6mm)","M, I, S, LH Ties","Nylon, Weather Resistant","Black"
http://www.panduit.com/heiler/PartDrawings/C-WAABM100AT--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/ABM100-A-D.JPG,298-12076-ND,ABM100-AT-D,Panduit Corp,CABLE TIE HLDR ADH 2=2 HOLDERS,2096,0,"0.92000","0","2","-","Active","Quad Opening - Paired Strip","Adhesive, Screw, #6 (M3)","1.00"" L x 1.00"" W x 0.20"" H (25.4mm x 25.4mm x 5.1mm)","M, I, S Ties","Nylon, Heat Stabilized for Temperatures up to 180°F","White"
http://www.panduit.com/heiler/PartDrawings/C-WAABM112-GB0239F0-R5--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/ABM2S-AT-C.JPG,298-12082-ND,ABM112-AT-D,Panduit Corp,CABLE TIE HLDR ADH 2=2 HOLDERS,1625,0,"0.92000","0","2","-","Active","Quad Opening - Paired Strip","Adhesive, Screw, #6 (M3)","1.12"" L x 1.12"" W x 0.16"" H (28.4mm x 28.4mm x 4.2mm)","M, I, S Ties","Nylon, Heat Stabilized for Temperatures up to 180°F","White"
http://www.panduit.com/heiler/PartDrawings/TM3S69_00.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_TMXXX-X.jpg,298-15904-ND,TM3S10-M69,Panduit Corp,CABLE TIE MOUNT #10 SCREW FR,2916,0,"0.95000","0","1","-","Active","Dual Opening","Screw, #10 (M5)","0.86"" L x 0.61"" W x 0.37"" H (21.8mm x 15.5mm x 9.4mm)","M, I, S, LH Ties","Nylon, Flame Retardant","Ivory"
http://www.panduit.com/heiler/PartDrawings/EMS_2.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_EMS-A-D0.jpg,298-14436-ND,EMS-A-D0,Panduit Corp,CABLE TIE MOUNT EPOXY,4950,0,"0.98000","0","1","-","Active","Single Opening","Epoxy","0.98"" L x 0.98"" W x 0.26"" H (24.9mm x 24.9mm x 6.6mm)","M, I, S Ties","Nylon, Weather Resistant","Black"
http://www.panduit.com/heiler/PartDrawings/C-WAABM100-A-GB0033BA-R6B--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_ABM100-A-D20.jpg,298-14189-ND,ABM100-A-D20,Panduit Corp,TIE HOLDER ADH 1X1"",0,0,"0.98000","0","1","-","Active","Quad Opening - Paired Strip","Adhesive, Screw, #6 (M3)","1.00"" L x 1.00"" W x 0.20"" H (25.4mm x 25.4mm x 5.1mm)","M, I, S Ties","Nylon","Black"
http://www.essentracomponents.com.sg/images-line/pdfs/MTH1.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_MTH1-1.jpg,RPC4422-ND,MTH1-1,Essentra Components,SS TIE HLDR #8 SCREW MNT,1580,0,"0.98000","0","1","MTH","Active","Single Opening","Rivet or Screw, #8 (M4)","0.95"" L x 0.40"" W x 0.17"" H (24.1mm x 10.2mm x 4.4mm)","Steel Cable Tie","Stainless Steel 304","Silver"
http://www.panduit.com/heiler/PartDrawings/C-WATM2PWH25-GB0239JJ-R0--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_TM1SX-X.jpg,298-15891-ND,TM2PWH25-C,Panduit Corp,TIE MNT WING PUSH MNT,1060,0,"0.98000","0","1","-","Active","Single Opening","Push In - Arrowhead, Winged","0.71"" L x 0.60"" W x 0.24"" H (18.1mm x 15.4mm x 6.1mm)","M, I, S Ties","Nylon","Natural"
http://www.panduit.com/heiler/CatalogCutSheets/CR2-M%20Product%20Page.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CSH-D20.jpg,298-14332-ND,CSH-D20,Panduit Corp,CABLE SPACER HEAVY,1975,0,"0.99000","0","1","-","Active","Single Opening","-","2.12"" L x 0.62"" W x 0.50"" H (53.8mm x 15.7mm x 12.7mm)","M, I, S, LH, H Ties","Nylon","Black"
http://www.panduit.com/heiler/PartDrawings/C-WAABM112-GB0239F0-R5--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/ABM2S-AT-C0.jpg,298-12083-ND,ABM112-AT-D0,Panduit Corp,CABLE TIE HLDR ADH 2=2 HOLDERS,1224,0,"0.99000","0","2","-","Active","Quad Opening - Paired Strip","Adhesive, Screw, #6 (M3)","1.12"" L x 1.12"" W x 0.16"" H (28.4mm x 28.4mm x 4.2mm)","M, I, S Ties","Nylon, Heat Stabilized for Temperatures up to 180°F, Weather Resistant","Black"
http://www.panduit.com/heiler/PartDrawings/C-WAABM100AT--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/ABM100-AT-C0.JPG,298-12077-ND,ABM100-AT-D0,Panduit Corp,CABLE TIE HLDR ADH 2=2 HOLDERS,1100,0,"0.99000","0","2","-","Active","Quad Opening - Paired Strip","Adhesive, Screw, #6 (M3)","1.00"" L x 1.00"" W x 0.20"" H (25.4mm x 25.4mm x 5.1mm)","M, I, S Ties","Nylon, Heat Stabilized for Temperatures up to 180°F, Weather Resistant","Black"
//media.digikey.com/pdf/Data%20Sheets/Panduit%20PDFs/TP4H-D~.PDF,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_TP4H-x.jpg,298-15923-ND,TP4H-D,Panduit Corp,CABLE TIE PLATE 1/4"" SCREW,2500,0,"1.01000","0","1","-","Active","Single Opening","Screw, 1/4"" (M6)","3.08"" L x 0.62"" W x 0.20"" H (78.2mm x 15.7mm x 5.2mm)","M, I, S, HS, LH, H Ties","Nylon","Natural"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_TMA003A.jpg,RPC6228-ND,TMA005A,Essentra Components,"CABLE TIE MOUNT, , ADHESIVE;SCRE",2300,0,"1.01000","0","1","TMA","Active","Dual Opening","Adhesive, Screw, #10 (M5)","1.10"" L x 1.10"" W x 0.16"" H (28.0mm x 28.0mm x 4.0mm)","Cable Ties up to 0.200"" (5.08mm) Width","Nylon 6.6","Natural"
http://www.essentracomponents.com.sg/images-line/pdfs/FTH-14X.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/FTH-13R-01-C.JPG,RPC3076-ND,FTH-14R-01-C,Essentra Components,CBL TIE HLDR RIVET MNT NATURAL,1595,0,"1.02280","0","100","FTH","Active","Dual Opening","Rivet or Screw, #10 (M5)","0.88"" L x 0.62"" W x 0.39"" H (22.2mm x 15.7mm x 9.8mm)","WIT-18 through -120 and QTE-18 through -120 Ties","Nylon, Flame Retardant","Natural"
http://www.essentracomponents.com/en-us/fiber-wire-cable-management/cable-ties-mounts/cable-tie-mounts/cable-tie-mounts-four-wayadhesivescrew-mount/fth-7-dhb,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_FTH-7-DHB.jpg,RPC2291-ND,FTH-7-DHB,Essentra Components,"CABLE TIE HOLDER,HIGH BOND ADH,",4696,0,"1.03000","0","1","FTH","Active","Quad Opening","Screw, #8 (M4), Adhesive","1.00"" L x 1.00"" W x 0.28"" H (25.4mm x 25.4mm x 7.1mm)","WIT-50 Ties","Nylon 6.6","Natural"
http://www.panduit.com/heiler/PartDrawings/TM3S100_00.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_TMXXX-X.jpg,298-15909-ND,TM3S8-C100,Panduit Corp,CABLE TIE MOUNT PP WR #8 SCREW,1330,0,"1.03000","0","1","-","Active","Dual Opening","Screw, #8 (M4)","0.86"" L x 0.61"" W x 0.37"" H (21.8mm x 15.5mm x 9.4mm)","S, LH Ties","Polypropylene, Weather Resistant","Black"
http://www.panduit.com/heiler/CatalogCutSheets/CR2-M%20Product%20Page.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CSH-D0.jpg,298-14331-ND,CSH-D0,Panduit Corp,CABLE SPACER HEAVY,3947,0,"1.04000","0","1","-","Active","Single Opening","-","2.12"" L x 0.62"" W x 0.50"" H (53.8mm x 15.7mm x 12.7mm)","M, I, S, LH, H Ties","Nylon, Weather Resistant","Black"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_TMA003A.jpg,RPC6225-ND,TMA002A,Essentra Components,"CABLE TIE MOUNT, , ADHESIVE;SCRE",3820,0,"1.06000","0","1","TMA","Active","Quad Opening","Adhesive, Screw, #4","0.75"" L x 0.75"" W x 0.15"" H (19.1mm x 19.1mm x 3.8mm)","Cable Ties up to 0.197"" (5.0mm) Width","Nylon 6.6","Natural"
http://www.essentracomponents.com.sg/images-line/pdfs/FTH-7.pdf,//media.digikey.com/photos/Richco%20Photos/FTH-7-01A-RT.jpg,RPC4008-ND,FTH-7A1-RT-C,Essentra Components,CBL TIE HLDR ADH MNT NAT 1X1"",1900,0,"1.07260","0","100","FTH","Active","Quad Opening","Screw, #8 (M4), Adhesive","1.00"" L x 1.00"" W x 0.28"" H (25.4mm x 25.4mm x 7.1mm)","WIT-50, 60 and QTE-50 Ties","Nylon, Flame Retardant","Natural"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/FTH-9-01_Dwg.pdf,-,RPC7477-ND,FTH-9-UVB-M,Essentra Components,TIEHOLD FLAT UV NYLON BLACK,1990,0,"1.10000","0","1","FTH","Active","Single Opening","Push In - Reverse Snap Lock","0.422"" Dia x 0.406"" H (10.72mm x 10.32mm)","WIT-18 through -60 and QTE-18 through -50 Ties","Nylon, Flame Retardant","Black"
http://www.panduit.com/heiler/PartDrawings/C-WAMCMS12-P--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MCMS25-P-C.JPG,298-14935-ND,MCMS25-P-C,Panduit Corp,METAL CLIP-ON MT,4895,0,"1.13000","0","1","-","Active","Single Opening","Clip On","0.88"" L x 0.56"" W x 0.45"" H (22.3mm x 14.2mm x 11.6mm)","M, I, S Ties","Steel, Zinc Plated","Silver"
http://www.panduit.com/heiler/PartDrawings/C-WASMS-A-GB0239LA-R0--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_SMS-A-D15.jpg,298-15872-ND,SMS-A-D15,Panduit Corp,CABLE TIE MOUNT ADH SNAP-IN,4965,0,"1.16000","0","1","-","Active","Single Opening","Adhesive","2.00"" L x 1.00"" W x 0.31"" H (50.8mm x 25.4mm x 7.9mm)","Standard Ties","ABS","Ivory"
http://www.essentracomponents.com/wcsstore7.00.00.1079/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1242717.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/550249.jpg,RPC6282-ND,550249,Essentra Components,"CABLE TIE HOLDER, EDGE MOUNT, BL",3400,0,"1.18730","0","100","-","Active","Single Opening","Edge Mount","0.79"" L x 0.67"" W x 0.75"" H (20.0mm x 17.1mm x 19.0mm)","Cable Ties up to 0.189"" (4.8mm) Width","Nylon 6.6","Black"
http://www.essentracomponents.com/wcsstore7.00.00.1079/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1242718.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_550250.jpg,RPC6283-ND,550250,Essentra Components,"CABLE TIE HOLDER, EDGE MOUNT, BL",2800,0,"1.18730","0","100","-","Active","Single Opening","Edge Mount","0.79"" L x 0.67"" W x 0.74"" H (20.0mm x 17.1mm x 18.8mm)","Cable Ties up to 0.189"" (4.8mm) Width","Nylon 6.6","Black"
http://www.essentracomponents.com/wcsstore7.00.00.1079/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1242714.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/550246.JPG,RPC6279-ND,550246,Essentra Components,"CABLE TIE HOLDER, EDGE MOUNT, BL",1600,0,"1.18730","0","100","-","Active","Single Opening","Edge Mount","0.79"" L x 0.59"" W x 0.74"" H (20.0mm x 15.1mm x 18.8mm)","Cable Ties up to 0.189"" (4.8mm) Width","Nylon 6.6","Black"
http://www.panduit.com/heiler/PartDrawings/MTP_SERIES_R5.pdf.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_MTP1S-E6-C.jpg,298-14976-ND,MTP1S-E6-C,Panduit Corp,TIE PLATE SINGLE BNDL 1.75"" L,1287,0,"1.20000","0","1","MTP","Active","Single Opening","Screw, #6","1.75"" L x 0.50"" W x 0.12"" H (44.4mm x 12.7mm x 3.0mm)","M, I, S Ties","Nylon","Natural"
http://www.panduit.com/heiler/CatalogCutSheets/EMS-A-C%20Product%20Page.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/EMS-A-C.JPG,298-14435-ND,EMS-A-C,Panduit Corp,EPOXY APPLIED MNT,2002,0,"1.21000","0","1","-","Active","Single Opening","Epoxy","0.98"" L x 0.98"" W x 0.26"" H (24.9mm x 24.9mm x 6.6mm)","M, I, S Ties","Nylon","Natural"
http://www.panduit.com/heiler/PartDrawings/C-WAMCMS12-P--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MCMS30-P-C.JPG,298-14936-ND,MCMS30-P-C,Panduit Corp,METAL CLIP-ON MNT,3866,0,"1.23000","0","1","-","Active","Single Opening","Clip On","0.88"" L x 0.56"" W x 0.55"" H (22.3mm x 14.2mm x 14.0mm)","M, I, S Ties","Steel, Zinc Plated","Silver"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/12-0302-001-CSU.pdf,-,1436-2473-ND,151-01122,HellermannTyton,"LOW-PROFILE MOUNT, SECURES WITH",2000,0,"1.25000","0","1","-","Active","Dual Opening","Screw or Rivet Mount","1.78"" L x 1.19"" W x 0.66"" H (45.1mm x 30.1mm x 16.7mm)","Cable Ties up to 0.500"" (12.7mm) Width","Nylon, Impact Resistant, Heat Stabilized, UV Resistant","Black"
http://www.panduit.com/heiler/PartDrawings/C-WATMEH-GB0239EL-R2--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_TMEH-S10-C0.JPG,298-15913-ND,TMEH-S10-C0,Panduit Corp,CABLE TIE MOUNT #10 SCREW,4830,0,"1.27000","0","1","-","Active","Dual Opening","Screw, #10 (M5)","1.62"" L x 0.72"" W x 0.61"" H (41.1mm x 18.3mm x 15.5mm)","I, S, H, EH Ties","Nylon, Weather Resistant","Black"
http://www.essentracomponents.com.sg/images-line/pdfs/FTH-7.pdf,//media.digikey.com/photos/Richco%20Photos/FTH-7-01A-RT-UVB.jpg,RPC4007-ND,FTH-7A-RT-UVB-M,Essentra Components,CBL TIE HLDR ADH MNT UV BLK 1X1,1540,0,"1.29000","0","1","FTH","Active","Quad Opening","Screw, #8 (M4), Adhesive","1.00"" L x 1.00"" W x 0.28"" H (25.4mm x 25.4mm x 7.1mm)","WIT-50, 60 and QTE-50 Ties","Nylon, Flame Retardant, UV Resistant","Black"
http://www.panduit.com/heiler/CatalogCutSheets/EMS-A-C%20Product%20Page.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_EMS-A-C0.jpg,298-14434-ND,EMS-A-C0,Panduit Corp,EPOXY APPLIED MNT,1248,0,"1.33000","0","1","-","Active","Single Opening","Epoxy","0.98"" L x 0.98"" W x 0.26"" H (24.9mm x 24.9mm x 6.6mm)","M, I, S Ties","Nylon, Weather Resistant","Black"
http://www.panduit.com/heiler/PartDrawings/C-WAABM112-GB0239F0-R5--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/ABM2S-AT-C.JPG,298-12080-ND,ABM112-AT-C,Panduit Corp,CABLE TIE HLDR ADH 2=2 HOLDERS,2120,0,"1.34500","0","2","-","Active","Quad Opening - Paired Strip","Adhesive, Screw, #6 (M3)","1.12"" L x 1.12"" W x 0.16"" H (28.4mm x 28.4mm x 4.2mm)","M, I, S Ties","Nylon, Heat Stabilized for Temperatures up to 180°F","White"
http://www.panduit.com/heiler/PartDrawings/C-WAABM2S-A-GB0239CF-R00B--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/Panduit-ABM2S-A-C20.jpg,298-14192-ND,ABM2S-A-C20,Panduit Corp,TIE HOLDER ADH 1X1"",1300,0,"1.36000","0","1","-","Active","Quad Opening - Paired Strip","Adhesive, Screw, #6 (M3)","1.00"" L x 1.00"" W x 0.17"" H (25.4mm x 25.4mm x 4.2mm)","M, I, S Ties","ABS","Black"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/26934.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/FTH-5-DHB.jpg,RPC2290-ND,FTH-5-DHB,Essentra Components,"CABLE TIE HOLDER,HIGH BOND ADH,",2416,0,"1.45000","0","1","FTH","Active","Quad Opening","Screw, #6 (M3.5), Adhesive","0.75"" L x 0.75"" W x 0.24"" H (19.1mm x 19.1mm x 6.1mm)","WIT-18 Ties","Nylon 6.6","Natural"
http://www.panduit.com/heiler/PartDrawings/MTP_SERIES_R5.pdf.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_MTP2S-E6-C.jpg,298-14977-ND,MTP2S-E6-C,Panduit Corp,MULTIPLE TIE PLATE 2 BDL 3.00""L,1700,0,"1.46000","0","1","MTP","Active","Multiple Opening","Screw, #6","3.00"" L x 0.50"" W x 0.12"" H (76.2mm x 12.7mm x 3.0mm)","M, I, S Ties","Nylon","Natural"
http://www.panduit.com/heiler/CatalogCutSheets/TM1S4-C%20Product%20Page_7.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_TMEH-SX-XXX.jpg,298-15914-ND,TMEH-S10-C100,Panduit Corp,CABLE TIE MOUNT PP WR #10 SCREW,2383,0,"1.47000","0","1","-","Active","Dual Opening","Screw, #10 (M5)","1.65"" L x 0.72"" W x 0.61"" H (42.0mm x 18.3mm x 15.5mm)","I, S, H, EH Ties","Polypropylene, Weather Resistant","Black"
http://www.panduit.com/heiler/PartDrawings/C-WAPP1S-PP2S-GB0239EA--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PP2S-S10-X.JPG,298-15566-ND,PP2S-S10-C,Panduit Corp,CABLE TIE MOUNT,2671,0,"1.59000","0","1","Pan-Post™","Active","Multiple Opening","Screw, #10 (M5)","1.06"" L x 0.72"" W x 4.60"" H (26.9mm x 18.3mm x 116.8mm)","M, I, S Ties","Nylon","Natural"
http://www.panduit.com/heiler/PartDrawings/C-WAPP1S-PP2S-GB0239EA--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PP2S-S10-X.JPG,298-15567-ND,PP2S-S12-C,Panduit Corp,CABLE TIE MOUNT,1122,0,"1.65000","0","1","Pan-Post™","Active","Multiple Opening","Screw, #12 (M5)","1.06"" L x 0.72"" W x 4.60"" H (26.9mm x 18.3mm x 116.8mm)","M, I, S Ties","Nylon","Natural"
http://www.panduit.com/heiler/PartDrawings/MTP_SERIES_R5.pdf.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_MTP3S-E6-C.jpg,298-14978-ND,MTP3S-E6-C,Panduit Corp,MULTI TIE PLATE 3 BDL 4.25""L,1853,0,"1.69000","0","1","MTP","Active","Multiple Opening","Screw, #6","4.25"" L x 0.50"" W x 0.12"" H (107.9mm x 12.7mm x 3.0mm)","M, I, S Ties","Nylon","Natural"
http://www.panduit.com/heiler/CatalogCutSheets/TP2-C%20Product%20Page.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_TP4H-x.jpg,298-15922-ND,TP4H-C,Panduit Corp,"PLATE,TIE,HEVI-DUTY",1150,0,"1.79000","0","1","-","Active","Single Opening","Screw, 1/4"" (M6)","3.08"" L x 0.62"" W x 0.20"" H (78.2mm x 15.7mm x 5.2mm)","M, I, S, HS, LH, H Ties","Nylon","Natural"
https://www.panduit.com/content/dam/panduit/en/products/assets/a/ab/abm/abm4/abm4hat/media/C-WAABM4H-A-GB0239DQ-R3--ENG.pdf,-,298-18810-ND,ABM4H-A-T20,Panduit Corp,2"" 4 WAY ADH. BACK MOUNTS,751,0,"1.89000","0","1","-","Active","Quad Opening - Paired Strip","Adhesive, Screw, #6 (M3)","2.00"" L x 2.00"" W x 0.25"" H (50.8mm x 50.8mm x 6.4mm)","M, I, S, LH, H Ties","Nylon","White"
http://www.panduit.com/heiler/CatalogCutSheets/ABMT-A-C%20Product%20Page.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_ABMT_Blk.jpg,298-12191-ND,ABMT-A-C20,Panduit Corp,ADH MT FOR 3/4"" TAK-TY,862,0,"2.03000","0","1","TAK-TY®","Active","Dual Opening","Adhesive, Screw, #6 (M3)","1.12"" L x 1.12"" W x 0.34"" H (28.4mm x 28.4mm x 8.6mm)","HTL/HLS Tak-Ty® Hook and Loop Ties","Nylon","Black"
http://www.panduit.com/heiler/PartDrawings/C-WATMSTHSGB0239CY--ENG.pdf,-,298-20440-ND,TMSTHS16-C0,Panduit Corp,STD MNT TIE MNT 5/8"" STD 16MM,300,0,"2.07000","0","1","-","Active","Multiple Opening","Stud, 5/8"" (M16)","1.95"" L x 1.00"" W x 1.10"" H (49.5mm x 25.4mm x 27.9mm)","M, I, S, LH, H Ties","Nylon, Impact Resistant, Weather Resistant","Black"
