Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Frequency","Features","Size / Dimension"
https://www.molex.com/pdm_docs/sd/1462360001_sd.pdf,-,WM22479-ND,1462360001,Molex,RECTANGLE STANDARD NFC ANTENNA 1,18242,0,"0.90000","0","1","-","146236","Active","13.56MHz","Near Field Communications (NFC)","15.00mm L x 25.00mm W x 0.17mm H"
http://productfinder.pulseeng.com/products/datasheets/L152.pdf,//media.digikey.com/Photos/Pulse%20Photos/MFG_W7001.jpg,553-2633-ND,W7001,PulseLarsen Antennas,NFC STAMP FLEX ANTENNA,4479,0,"1.61000","0","1","Bulk","-","Active","13.56MHz","25mm x 25mm x 0.12mm","25.00mm L x 25.00mm W x 0.12mm H"
https://cdn.taoglas.com/datasheets/FXR.01.07.0100C.A.pdf,//media.digikey.com/Photos/Taoglas/MFG_FXR.01.07.0100C.A.jpg,931-1242-ND,FXR.01.07.0100C.A,Taoglas Limited,RFID ANTENNA FLEX READER MHFI,575,0,"12.51000","0","1","Bulk","-","Active","13.56MHz","Near Field Communications (NFC)","-"
https://en.tdk.eu/inf/30/db/ind_2008/b82451n.pdf,//media.digikey.com/Photos/Epcos%20Photos/B82451N4754E2.jpg,495-6637-2-ND,B82451N4754E002,EPCOS (TDK),TRANSPONDER COIL 4.75MH SMD,1500,0,"0.92829","0","1500","Tape & Reel (TR)","Automotive, AEC-Q200, B82451N","Active","125kHz","-","-"
https://en.tdk.eu/inf/30/db/ind_2008/b82451n.pdf,//media.digikey.com/Photos/Epcos%20Photos/B82451N4754E2.jpg,495-6637-1-ND,B82451N4754E002,EPCOS (TDK),TRANSPONDER COIL 4.75MH SMD,2874,0,"2.24000","0","1","Cut Tape (CT)","Automotive, AEC-Q200, B82451N","Active","125kHz","-","-"
https://en.tdk.eu/inf/30/db/ind_2008/b82451n.pdf,//media.digikey.com/Photos/Epcos%20Photos/B82451N4754E2.jpg,495-6637-6-ND,B82451N4754E002,EPCOS (TDK),TRANSPONDER COIL 4.75MH SMD,2874,0,"Digi-Reel","0","1","Digi-Reel®","Automotive, AEC-Q200, B82451N","Active","125kHz","-","-"
https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82450a_a.pdf,//media.digikey.com/Renders/Epcos%20Renders/B82450A%20Series.jpg,495-2721-2-ND,B82450A7004A000,EPCOS (TDK),TRANSPONDER COIL 7MH SMD,2500,0,"1.04415","0","2500","Tape & Reel (TR)","Automotive, AEC-Q200, B82450A","Active","125kHz","-","-"
https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82450a_a.pdf,//media.digikey.com/Renders/Epcos%20Renders/B82450A%20Series.jpg,495-2721-1-ND,B82450A7004A000,EPCOS (TDK),TRANSPONDER COIL 7MH SMD,3775,0,"2.60000","0","1","Cut Tape (CT)","Automotive, AEC-Q200, B82450A","Active","125kHz","-","-"
https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82450a_a.pdf,//media.digikey.com/Renders/Epcos%20Renders/B82450A%20Series.jpg,495-2721-6-ND,B82450A7004A000,EPCOS (TDK),TRANSPONDER COIL 7MH SMD,3775,0,"Digi-Reel","0","1","Digi-Reel®","Automotive, AEC-Q200, B82450A","Active","125kHz","-","-"
https://www.molex.com/pdm_docs/sd/1462360031_sd.pdf,//media.digikey.com/Photos/Molex/MFG_1462360031.jpg,WM16672-ND,1462360031,Molex,RECTANGLE STANDARD NFC ANTENNA 4,4695,0,"2.56000","0","1","Bulk","-","Active","13.56MHz","-","55.00mm L x 45.00mm W x 0.17mm H"
https://abracon.com/datasheets/ANFCA-101-2515-A02.pdf,//media.digikey.com/photos/Abracon%20Corporation%20Photos/ANFCA-2515-A02.JPG,535-14516-ND,ANFCA-101-2515-A02,Abracon LLC,NFC ANTENNA FOR IOT,920,0,"3.39000","0","1","-","-","Active","13.56MHz","Near Field Communications (NFC)","-"
//media.digikey.com/pdf/Data%20Sheets/Sumida%20PDFs/CAS143.pdf,//media.digikey.com/Photos/Sumida%20Photos/CAS143-47.jpg,308-2270-2-ND,CAS143-47,Sumida America Components Inc.,ANTENNA RECEIVER,3000,0,"3.83460","0","500","Tape & Reel (TR)","-","Active","125kHz","-","-"
//media.digikey.com/pdf/Data%20Sheets/Sumida%20PDFs/CAS143.pdf,//media.digikey.com/Photos/Sumida%20Photos/CAS143-47.jpg,308-2270-1-ND,CAS143-47,Sumida America Components Inc.,ANTENNA RECEIVER,3175,0,"6.66000","0","1","Cut Tape (CT)","-","Active","125kHz","-","-"
//media.digikey.com/pdf/Data%20Sheets/Sumida%20PDFs/CAS143.pdf,//media.digikey.com/Photos/Sumida%20Photos/CAS143-47.jpg,308-2270-6-ND,CAS143-47,Sumida America Components Inc.,ANTENNA RECEIVER,3175,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","125kHz","-","-"
https://www.molex.com/pdm_docs/sd/1462360031_sd.pdf,//media.digikey.com/Photos/Molex/MFG_1462360031.jpg,WM16796-ND,1462360121,Molex,STANDARD NFC ANTENNA 34X46(WITH,3917,0,"4.01000","0","1","Tray","146236","Active","13.56MHz","Near Field Communications (NFC)","46.10mm x 34.39mm x 0.27mm"
http://products.sumida.com/products/pdf/AS705A%20datasheet.pdf,//media.digikey.com/Photos/Sumida%20Photos/AS705-125A-XH.jpg,308-2268-ND,AS705-125A-XH,Sumida America Components Inc.,ANTENNA,2014,0,"6.66000","0","1","Bulk","-","Active","125kHz","-","-"
https://cdn.taoglas.com/datasheets/FXR.08.52.0075X.A.pdf,//media.digikey.com/Photos/Taoglas/MFG_FXR.08.52.0075X.jpg,931-1423-ND,FXR.08.52.0075X.A,Taoglas Limited,ANTENNA,206,0,"8.24000","0","1","-","-","Active","13.56MHz","-","-"
https://cdn.taoglas.com/datasheets/FXR.07.52.0075X.A.pdf,//media.digikey.com/Photos/Taoglas/MFG_FXR.07.52.0075X.jpg,931-1422-ND,FXR.07.52.0075X.A,Taoglas Limited,ANTENNA,253,0,"8.39000","0","1","-","-","Active","13.56MHz","-","-"
https://abracon.com/RFID-Readers/ARRCN5-868.000MHz.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/ARRCN5[1].jpg,535-12930-ND,ARRCN5-868.000MHZ,Abracon LLC,RFID READER PASSIVE EU,284,0,"16.40000","0","1","Tray","-","Active","868MHz","-","-"
https://www.tdk-electronics.tdk.com/inf/30/ds/b82451l_e.pdf,//media.digikey.com/Photos/Epcos%20Photos/MFG_B82451L.jpg,495-7514-2-ND,B82451L4814E402,EPCOS (TDK),TRANSPONDER COIL 4.81MH 40.7 OHM,0,0,"0.92829","0","1500","Tape & Reel (TR)","Automotive, AEC-Q200, B82451L","Active","125kHz","-","-"
https://www.tdk-electronics.tdk.com/inf/30/ds/b82451l_e.pdf,//media.digikey.com/Photos/Epcos%20Photos/MFG_B82451L.jpg,495-7514-1-ND,B82451L4814E402,EPCOS (TDK),TRANSPONDER COIL 4.81MH 40.7 OHM,1446,0,"2.24000","0","1","Cut Tape (CT)","Automotive, AEC-Q200, B82451L","Active","125kHz","-","-"
https://www.tdk-electronics.tdk.com/inf/30/ds/b82451l_e.pdf,//media.digikey.com/Photos/Epcos%20Photos/MFG_B82451L.jpg,495-7514-6-ND,B82451L4814E402,EPCOS (TDK),TRANSPONDER COIL 4.81MH 40.7 OHM,1446,0,"Digi-Reel","0","1","Digi-Reel®","Automotive, AEC-Q200, B82451L","Active","125kHz","-","-"
https://www.tdk-electronics.tdk.com/inf/30/ds/b82451l_e.pdf,//media.digikey.com/Photos/Epcos%20Photos/MFG_B82451L.jpg,495-7512-2-ND,B82451L4664E402,EPCOS (TDK),TRANSPONDER COIL 4.66MH 38.5 OHM,0,0,"0.92829","0","1500","Tape & Reel (TR)","Automotive, AEC-Q200, B82451L","Active","125kHz","-","-"
https://www.tdk-electronics.tdk.com/inf/30/ds/b82451l_e.pdf,//media.digikey.com/Photos/Epcos%20Photos/MFG_B82451L.jpg,495-7512-1-ND,B82451L4664E402,EPCOS (TDK),TRANSPONDER COIL 4.66MH 38.5 OHM,1442,0,"2.24000","0","1","Cut Tape (CT)","Automotive, AEC-Q200, B82451L","Active","125kHz","-","-"
https://www.tdk-electronics.tdk.com/inf/30/ds/b82451l_e.pdf,//media.digikey.com/Photos/Epcos%20Photos/MFG_B82451L.jpg,495-7512-6-ND,B82451L4664E402,EPCOS (TDK),TRANSPONDER COIL 4.66MH 38.5 OHM,1442,0,"Digi-Reel","0","1","Digi-Reel®","Automotive, AEC-Q200, B82451L","Active","125kHz","-","-"
https://www.tdk-electronics.tdk.com/inf/30/ds/b82451l_e.pdf,//media.digikey.com/Photos/Epcos%20Photos/MFG_B82451L.jpg,495-7509-2-ND,B82451L1004E402,EPCOS (TDK),TRANSPONDER COIL 1MH 9 OHM SMD,0,0,"0.92829","0","1500","Tape & Reel (TR)","Automotive, AEC-Q200, B82451L","Active","125kHz","-","-"
https://www.tdk-electronics.tdk.com/inf/30/ds/b82451l_e.pdf,//media.digikey.com/Photos/Epcos%20Photos/MFG_B82451L.jpg,495-7509-1-ND,B82451L1004E402,EPCOS (TDK),TRANSPONDER COIL 1MH 9 OHM SMD,1359,0,"2.24000","0","1","Cut Tape (CT)","Automotive, AEC-Q200, B82451L","Active","125kHz","-","-"
https://www.tdk-electronics.tdk.com/inf/30/ds/b82451l_e.pdf,//media.digikey.com/Photos/Epcos%20Photos/MFG_B82451L.jpg,495-7509-6-ND,B82451L1004E402,EPCOS (TDK),TRANSPONDER COIL 1MH 9 OHM SMD,1359,0,"Digi-Reel","0","1","Digi-Reel®","Automotive, AEC-Q200, B82451L","Active","125kHz","-","-"
https://www.tdk-electronics.tdk.com/inf/30/ds/b82451l_e.pdf,//media.digikey.com/Photos/Epcos%20Photos/MFG_B82451L.jpg,495-7513-2-ND,B82451L4754E402,EPCOS (TDK),TRANSPONDER COIL 4.75MH 40.3 OHM,0,0,"0.92829","0","1500","Tape & Reel (TR)","Automotive, AEC-Q200, B82451L","Active","125kHz","-","-"
https://www.tdk-electronics.tdk.com/inf/30/ds/b82451l_e.pdf,//media.digikey.com/Photos/Epcos%20Photos/MFG_B82451L.jpg,495-7513-1-ND,B82451L4754E402,EPCOS (TDK),TRANSPONDER COIL 4.75MH 40.3 OHM,1358,0,"2.24000","0","1","Cut Tape (CT)","Automotive, AEC-Q200, B82451L","Active","125kHz","-","-"
https://www.tdk-electronics.tdk.com/inf/30/ds/b82451l_e.pdf,//media.digikey.com/Photos/Epcos%20Photos/MFG_B82451L.jpg,495-7513-6-ND,B82451L4754E402,EPCOS (TDK),TRANSPONDER COIL 4.75MH 40.3 OHM,1358,0,"Digi-Reel","0","1","Digi-Reel®","Automotive, AEC-Q200, B82451L","Active","125kHz","-","-"
https://www.tdk-electronics.tdk.com/inf/30/ds/b82451l_e.pdf,//media.digikey.com/Photos/Epcos%20Photos/MFG_B82451L.jpg,495-7515-2-ND,B82451L7804E402,EPCOS (TDK),TRANSPONDER COIL 7.8MH 84.5 OHM,0,0,"0.92829","0","1500","Tape & Reel (TR)","Automotive, AEC-Q200, B82451L","Active","125kHz","-","-"
