Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","RF Type","Frequency","Number of Mixers","Gain","Noise Figure","Secondary Attributes","Current - Supply","Voltage - Supply","Package / Case","Supplier Device Package"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc1048a.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/12-VFQFN%20Exposed%20Pad.jpg,1127-3751-ND,HMC1048ALC3B,Analog Devices Inc.,IC MIXER DBL BALANCED 12SMD,4,322,"87.61000","0","1","Strip","-","Active","VSAT","2GHz ~ 18GHz","1","-","-","-","-","-","12-CLCC Exposed Pad","12-CLCC (2.9x2.9)"
http://www.intersil.com/content/dam/Intersil/documents/hfa3/hfa3101.pdf,"//media.digikey.com/Renders/Intersil%20Renders/8-SOIC,M8.jpg",HFA3101BZ-ND,HFA3101BZ,Renesas Electronics America Inc.,IC MIXER 0HZ-10GHZ 8SOIC,0,0,"10.00000","0","1","Tube","-","Active","-","0Hz ~ 10GHz","1","-","1.7dB","-","-","-","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc-mdb171.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/MFG_HMC-MDB171.jpg,1127-3220-ND,HMC-MDB171,Analog Devices Inc.,IC MMIC IQ MIXER DIE,0,0,"56.60840","0","50","Bulk","-","Active","Radar","35GHz ~ 45GHz","2","-","-","Up Converter","-","-","Die","Die"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC292ALC3B.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/12-VFQFN%20Exposed%20Pad.jpg,1127-3690-ND,HMC292ALC3B,Analog Devices Inc.,IC MMIC MIXER HI IP3 12-QFN,0,0,"66.05000","0","1","Strip","-","Active","-","18GHz ~ 32GHz","1","-","9dB","-","-","-","12-CLCC Exposed Pad","12-CLCC (2.9x2.9)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc1106.pdf,-,1127-3517-ND,HMC1106-SX,Analog Devices Inc.,IC MMIC MIXER 15-36GHZ DIE,0,0,"134.68500","0","2","Tray","-","Active","VSAT","15GHz ~ 36GHz","1","-","-","-","-","-","Die","Die"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc-c015.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/HMC-C015.jpg,1127-2825-ND,HMC-C015,Analog Devices Inc.,MODULE MMIC MIXER DBL BAL GAAS,1,0,"2214.72000","0","1","Bulk","-","Active","Radar","24GHz ~ 38GHz","1","-","9dB","Up/Down Converter","-","-","Module, SMA Connectors","Module"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADL5355.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-20-9;CP;20.jpg,ADL5355ACPZ-R7TR-ND,ADL5355ACPZ-R7,Analog Devices Inc.,IC MIXER 1.2-2.5GHZ 20LFCSP,0,0,"9.37623","0","1500","Tape & Reel (TR)","-","Active","Cellular, ISM","1.2GHz ~ 2.5GHz","1","8.4dB","9.2dB","-","100mA","3.3V ~ 5V","20-WQFN Exposed Pad, CSP","20-LFCSP-WQ (5x5)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADL5355.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-20-9;CP;20.jpg,ADL5355ACPZ-R7CT-ND,ADL5355ACPZ-R7,Analog Devices Inc.,IC MIXER 1.2-2.5GHZ 20LFCSP,7,0,"15.25000","0","1","Cut Tape (CT)","-","Active","Cellular, ISM","1.2GHz ~ 2.5GHz","1","8.4dB","9.2dB","-","100mA","3.3V ~ 5V","20-WQFN Exposed Pad, CSP","20-LFCSP-WQ (5x5)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADL5355.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-20-9;CP;20.jpg,ADL5355ACPZ-R7DKR-ND,ADL5355ACPZ-R7,Analog Devices Inc.,IC MIXER 1.2-2.5GHZ 20LFCSP,7,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Cellular, ISM","1.2GHz ~ 2.5GHz","1","8.4dB","9.2dB","-","100mA","3.3V ~ 5V","20-WQFN Exposed Pad, CSP","20-LFCSP-WQ (5x5)"
http://www.linear.com/docs/28733,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1818;UH;20.jpg,LTC5542IUH#PBF-ND,LTC5542IUH#PBF,Linear Technology/Analog Devices,IC MIXR 1.6-2.7GHZ DWNCONV 20QFN,25,73,"18.18000","0","1","Tube","-","Active","CDMA, LTE, W-CDMA, WiMAX","1.6GHz ~ 2.7GHz","1","8dB","9.9dB","Down Converter","199mA","3.1V ~ 3.5V","20-WFQFN Exposed Pad","20-QFN-EP (5x5)"
https://datasheets.maximintegrated.com/en/ds/MAX19993.pdf,//media.digikey.com/renders/Maxim%20Renders/36-TQFN_21-0141I.jpg,MAX19993ETX+-ND,MAX19993ETX+,Maxim Integrated,IC MIXER 1.2-1.7GHZ DWN 36TQFN,25,300,"20.28000","0","1","Box","-","Active","General Purpose","1.2GHz ~ 1.7GHz","2","6.4dB","9.8dB","Down Converter","337mA","3V ~ 5.25V","36-WFQFN Exposed Pad","36-TQFN (6x6)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc687.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-1527-ND,HMC687LP4E,Analog Devices Inc.,IC MMIC MIXER BICMOS 24-QFN,14,184,"21.08000","0","1","Strip","-","Active","LTE, WiMax","1.7GHz ~ 2.2GHz","1","-","8dB","Up/Down Converter","120mA","4.75V ~ 5.25V","24-VFQFN Exposed Pad","24-SMT (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc798a.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-VFQFN%20Exposed%20Pad.jpg,HMC798ALC4-ND,HMC798ALC4,Analog Devices Inc.,IC MMIC MIXER SUB-HARM 24SMD,3,125,"60.71000","0","1","Strip","-","Active","VSAT","24GHz ~ 34GHz","1","-","-","-","95mA","5V","24-CLCC Exposed Pad","24-CLCC"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc1093.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/MFG_HMC1093.jpg,1127-3586-ND,HMC1093,Analog Devices Inc.,IC MMIC IQ MIXER DIE,0,0,"73.41480","0","25","Bulk","-","Active","General Purpose","37GHz ~ 46.5GHz","1","-","-","Down Converter","160mA","3V","Die","Die"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc-c042.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/MFG_HMC-C042.JPG,1127-3584-ND,HMC-C042,Analog Devices Inc.,I/Q MIX / IRM MODULE 8.5 - 13.5,0,43,"2125.75000","0","1","Bulk","-","Active","VSAT","8.5GHz ~ 13.5GHz","2","-","-","-","-","-","Module, SMA Connectors","Module"
http://www.linear.com/docs/3100,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1692;UF;16.jpg,LT5522EUF#TRPBFTR-ND,LT5522EUF#TRPBF,Linear Technology/Analog Devices,IC MIXER 400MHZ-2.7GHZ DWN 16QFN,0,2500,"6.55200","0","2500","Tape & Reel (TR)","LT5522","Active","Cellular, PCS, UMTS","400MHz ~ 2.7GHz","1","-0.2dB","13.9dB","Down Converter","56mA","4.5V ~ 5.25V","16-WQFN Exposed Pad","16-QFN (4x4)"
http://www.linear.com/docs/3100,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1692;UF;16.jpg,LT5522EUF#TRPBFCT-ND,LT5522EUF#TRPBF,Linear Technology/Analog Devices,IC MIXER 400MHZ-2.7GHZ DWN 16QFN,0,2500,"13.24000","0","1","Cut Tape (CT)","LT5522","Active","Cellular, PCS, UMTS","400MHz ~ 2.7GHz","1","-0.2dB","13.9dB","Down Converter","56mA","4.5V ~ 5.25V","16-WQFN Exposed Pad","16-QFN (4x4)"
http://www.linear.com/docs/3100,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1692;UF;16.jpg,LT5522EUF#TRPBFDKR-ND,LT5522EUF#TRPBF,Linear Technology/Analog Devices,IC MIXER 400MHZ-2.7GHZ DWN 16QFN,0,2500,"Digi-Reel","0","1","Digi-Reel®","LT5522","Active","Cellular, PCS, UMTS","400MHz ~ 2.7GHz","1","-0.2dB","13.9dB","Down Converter","56mA","4.5V ~ 5.25V","16-WQFN Exposed Pad","16-QFN (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADL5363.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-20-9;CP;20.jpg,ADL5363ACPZ-R7TR-ND,ADL5363ACPZ-R7,Analog Devices Inc.,IC MIXER 2.3-2.9GHZ 20LFCSP,0,1500,"8.04637","0","1500","Tape & Reel (TR)","-","Active","Cellular","2.3GHz ~ 2.9GHz","1","-","7.6dB","-","100mA","3.3V ~ 5V","20-WQFN Exposed Pad, CSP","20-LFCSP-WQ (5x5)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADL5363.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-20-9;CP;20.jpg,ADL5363ACPZ-R7CT-ND,ADL5363ACPZ-R7,Analog Devices Inc.,IC MIXER 2.3-2.9GHZ 20LFCSP,0,1500,"13.09000","0","1","Cut Tape (CT)","-","Active","Cellular","2.3GHz ~ 2.9GHz","1","-","7.6dB","-","100mA","3.3V ~ 5V","20-WQFN Exposed Pad, CSP","20-LFCSP-WQ (5x5)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADL5363.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-20-9;CP;20.jpg,ADL5363ACPZ-R7DKR-ND,ADL5363ACPZ-R7,Analog Devices Inc.,IC MIXER 2.3-2.9GHZ 20LFCSP,0,1500,"Digi-Reel","0","1","Digi-Reel®","-","Active","Cellular","2.3GHz ~ 2.9GHz","1","-","7.6dB","-","100mA","3.3V ~ 5V","20-WQFN Exposed Pad, CSP","20-LFCSP-WQ (5x5)"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC220B.pdf,-,1127-3598-ND,HMC220BMS8GE,Analog Devices Inc.,5-12 GHZ DBL-BAL MIXER,0,0,"12.41000","0","1","-","-","Active","VSAT","5GHz ~ 12GHz","1","-","10dB","Up/Down Converter","-","-","8-TSSOP, 8-MSOP (0.118"", 3.00mm Width) Exposed Pad","RH-8-3"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc329aCHIPS.pdf,-,HMC329A-ND,HMC329A,Analog Devices Inc.,IC MIXER MIXER 22-38GHZ,0,4250,"19.24000","0","1","Tray","-","Active","General Purpose","22GHz ~ 38GHz","1","-","14dB","Up/Down Converter","-","-","Die","Die"
https://www.analog.com/media/en/technical-documentation/data-sheets/LTC5555.pdf,//media.digikey.com/renders/Linear%20Tech%20Renders/28-QFN_05-08-1712%20rev%20B.jpg,LTC5555IUFD#PBF-ND,LTC5555IUFD#PBF,Linear Technology/Analog Devices,1.5GHZ TO 7GHZ PRGM GAIN DWNCONV,0,3285,"19.38000","0","1","-","LTC5555","Active","Radar","1.5GHz ~ 7GHz","1","9.5dB","14dB","Down Converter","192mA","3V ~ 3.6V","28-WFQFN Exposed Pad","28-QFN (4x5)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc684.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-3013-ND,HMC684LP4E,Analog Devices Inc.,IC MMIC MIXER LO AMP 24-QFN,0,544,"22.43000","0","1","Strip","-","Active","LTE, WiMax","700MHz ~ 1GHz","1","-","7dB","Up/Down Converter","85mA","4.75V ~ 5.25V","24-VFQFN Exposed Pad","24-SMT (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc966.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-1626-ND,HMC966LP4E,Analog Devices Inc.,IC MMIC IQ DOWNCONVERTER 24-QFN,0,0,"36.39000","0","1","Strip","-","Active","General Purpose","17GHz ~ 20GHz","1","14dB","2.5dB","Down Converter","160mA","3.5V","24-VFQFN Exposed Pad","24-SMT (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc524a.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/12-VFQFN%20Exposed%20Pad.jpg,HMC524ALC3B-ND,HMC524ALC3B,Analog Devices Inc.,IC MMIC IQ MIXER 12SMD,0,0,"41.72000","0","1","Strip","-","Active","-","22GHz ~ 32GHz","2","-","-","-","-","-","12-VFQFN Exposed Pad, CSP","12-CSMT (3x3)"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC292ALC3B.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/12-VFQFN%20Exposed%20Pad.jpg,HMC292ALC3BTR-ND,HMC292ALC3BTR,Analog Devices Inc.,IC MMIC MIXER HI IP3 12-QFN,0,4600,"53.55530","0","100","Tape & Reel (TR)","-","Active","-","18GHz ~ 32GHz","1","-","9dB","-","-","-","12-CLCC Exposed Pad","12-CLCC (2.9x2.9)"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC292ALC3B.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/12-VFQFN%20Exposed%20Pad.jpg,HMC292ALC3BCT-ND,HMC292ALC3BTR,Analog Devices Inc.,IC MMIC MIXER HI IP3 12-QFN,0,4600,"69.35000","0","1","Cut Tape (CT)","-","Active","-","18GHz ~ 32GHz","1","-","9dB","-","-","-","12-CLCC Exposed Pad","12-CLCC (2.9x2.9)"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC292ALC3B.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/12-VFQFN%20Exposed%20Pad.jpg,HMC292ALC3BDKR-ND,HMC292ALC3BTR,Analog Devices Inc.,IC MMIC MIXER HI IP3 12-QFN,0,4600,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","18GHz ~ 32GHz","1","-","9dB","-","-","-","12-CLCC Exposed Pad","12-CLCC (2.9x2.9)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADMV4420.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-32-12;CP;32.jpg,ADMV4420ACPZ-ND,ADMV4420ACPZ,Analog Devices Inc.,K-BAND RX WITH PLL,3,0,"67.49000","0","1","-","-","Active","General Purpose","16.95GHz ~ 22.05GHz","1","36dB","7dB","Down Converter","-","4.75V ~ 5.25V","32-WFQFN Exposed Pad","32-LFCSP-WQ (5x5)"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC773ACHIPS.pdf,-,HMC773A-ND,HMC773A,Analog Devices Inc.,IC MMIC MIXER TRPL-BAL,0,0,"86.74440","0","25","Tray","-","Active","VSAT","6GHz ~ 26GHz","1","-","-","-","-","-","Die","Die"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc774achips.pdf,-,HMC774A-SX-ND,HMC774A-SX,Analog Devices Inc.,MIXERS,0,0,"178.16500","0","2","-","-","Active","VSAT","7GHz ~ 40GHz","1","-","12dB","Up/Down Converter","-","-","Die","Die"
https://nardamiteq.com/docs/MITEQ-DM041.PDF,-,1949-1185-ND,DM0412LW2,L3 Narda-MITEQ,"HIGH ISOLATION, DOUBLE BALANCED",0,0,"1534.72000","0","1","-","-","Active","General Purpose","4GHz ~ 16GHz","2","-","9dB","Up/Down Converter","-","-","Module, SMA Connectors","Module"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc-c044.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/MFG_HMC-C044.JPG,1127-3720-ND,HMC-C044,Analog Devices Inc.,I/Q MIX / IRM MODULE 15 - 23 GHZ,1,0,"2087.79000","0","1","Bulk","-","Active","VSAT","15GHz ~ 23GHz","2","-","-","-","-","-","Module, SMA Connectors","Module"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/TFF1014HN.pdf,//media.digikey.com/renders/NXP%20Semi%20Renders/16-DHVQFN_SOT763-1%20Pkg.jpg,"TFF1014HN/N1,135-ND","TFF1014HN/N1,135",NXP USA Inc.,IC MIXER 10.7-12.75GHZ 16DHVQFN,0,0,"Obsolete","0","6000","Tape & Reel (TR)","-","Obsolete","Ku-Band","10.7GHz ~ 12.75GHz","1","36dB","7dB","Down Converter","52mA","4.5V ~ 5.5V","16-VFQFN Exposed Pad","16-DHVQFN (2.5x3.5)"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/TFF1014HN.pdf,//media.digikey.com/renders/NXP%20Semi%20Renders/16-DHVQFN_SOT763-1%20Pkg.jpg,568-8498-2-ND,"TFF1014HN/N1,115",NXP USA Inc.,IC MIXER 10.7-12.75GHZ 16DHVQFN,0,0,"Obsolete","0","3000","Tape & Reel (TR)","-","Obsolete","Ku-Band","10.7GHz ~ 12.75GHz","1","36dB","7dB","Down Converter","52mA","4.5V ~ 5.5V","16-VFQFN Exposed Pad","16-DHVQFN (2.5x3.5)"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/TFF1014HN.pdf,//media.digikey.com/renders/NXP%20Semi%20Renders/16-DHVQFN_SOT763-1%20Pkg.jpg,568-8498-1-ND,"TFF1014HN/N1,115",NXP USA Inc.,IC MIXER 10.7-12.75GHZ 16DHVQFN,7,0,"0.77000","0","1","Cut Tape (CT)","-","Obsolete","Ku-Band","10.7GHz ~ 12.75GHz","1","36dB","7dB","Down Converter","52mA","4.5V ~ 5.5V","16-VFQFN Exposed Pad","16-DHVQFN (2.5x3.5)"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/TFF1014HN.pdf,//media.digikey.com/renders/NXP%20Semi%20Renders/16-DHVQFN_SOT763-1%20Pkg.jpg,568-8498-6-ND,"TFF1014HN/N1,115",NXP USA Inc.,IC MIXER 10.7-12.75GHZ 16DHVQFN,7,0,"Digi-Reel","0","1","Digi-Reel®","-","Obsolete","Ku-Band","10.7GHz ~ 12.75GHz","1","36dB","7dB","Down Converter","52mA","4.5V ~ 5.5V","16-VFQFN Exposed Pad","16-DHVQFN (2.5x3.5)"
//media.digikey.com/pdf/Data%20Sheets/Rohm%20PDFs/BH4127FV.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-SSOP.jpg,BH4127FV-E2TR-ND,BH4127FV-E2,Rohm Semiconductor,IC MIXER DETECTOR 900MHZ 16SSOPB,0,0,"0.91000","0","2500","Tape & Reel (TR)","BA4127","Not For New Designs","Cordless Phones","900MHz","1","20dB","9.7dB","Mixer/Detector","6.6mA","2.3V ~ 5.5V","16-LSSOP (0.173"", 4.40mm Width)","16-SSOP-B"
//media.digikey.com/pdf/Data%20Sheets/Rohm%20PDFs/BH4127FV.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-SSOP.jpg,BH4127FV-E2CT-ND,BH4127FV-E2,Rohm Semiconductor,IC MIXER DETECTOR 900MHZ 16SSOPB,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","BA4127","Discontinued at Digi-Key","Cordless Phones","900MHz","1","20dB","9.7dB","Mixer/Detector","6.6mA","2.3V ~ 5.5V","16-LSSOP (0.173"", 4.40mm Width)","16-SSOP-B"
//media.digikey.com/pdf/Data%20Sheets/Rohm%20PDFs/BH4127FV.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-SSOP.jpg,BH4127FV-E2DKR-ND,BH4127FV-E2,Rohm Semiconductor,IC MIXER DETECTOR 900MHZ 16SSOPB,0,0,"Digi-Reel","0","1","Digi-Reel®","BA4127","Discontinued at Digi-Key","Cordless Phones","900MHz","1","20dB","9.7dB","Mixer/Detector","6.6mA","2.3V ~ 5.5V","16-LSSOP (0.173"", 4.40mm Width)","16-SSOP-B"
http://www.onsemi.com/pub/Collateral/ENA1839-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/6-MCPH.jpg,SMA5101-TL-H-ND,SMA5101-TL-H,ON Semiconductor,IC MIXER RF DBL BALANCED 6MCPH,0,21000,"1.08000","0","3000","Tape & Reel (TR)","-","Active","Ku-Band","-","1","-0.5dB","-","-","-","-","6-SMD, Flat Leads","6-MCPH"
http://cdn.macom.com/datasheets/MAMXSS0012.pdf,//media.digikey.com/Renders/MACom%20Technology%20Solutions/SOT-25.jpg,1465-1335-2-ND,MAMXSS0012TR-3000,M/A-Com Technology Solutions,MIXER SMT 800-1000 MHZ SOT-25,0,3000,"1.12050","0","3000","Tape & Reel (TR)","-","Active","General Purpose","800MHz ~ 1GHz","1","-","-","Up/Down Converter","-","-","SC-74A, SOT-753","SOT-25-5"
http://cdn.macom.com/datasheets/MAMXSS0012.pdf,//media.digikey.com/Renders/MACom%20Technology%20Solutions/SOT-25.jpg,1465-1335-1-ND,MAMXSS0012TR-3000,M/A-Com Technology Solutions,MIXER SMT 800-1000 MHZ SOT-25,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","-","Discontinued at Digi-Key","General Purpose","800MHz ~ 1GHz","1","-","-","Up/Down Converter","-","-","SC-74A, SOT-753","SOT-25-5"
http://cdn.macom.com/datasheets/MAMXSS0012.pdf,//media.digikey.com/Renders/MACom%20Technology%20Solutions/SOT-25.jpg,1465-1335-6-ND,MAMXSS0012TR-3000,M/A-Com Technology Solutions,MIXER SMT 800-1000 MHZ SOT-25,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Discontinued at Digi-Key","General Purpose","800MHz ~ 1GHz","1","-","-","Up/Down Converter","-","-","SC-74A, SOT-753","SOT-25-5"
//media.digikey.com/pdf/Data%20Sheets/Rohm%20PDFs/BH4138FV.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-SSOP.jpg,BH4138FV-E2-ND,BH4138FV-E2,Rohm Semiconductor,IC MIXER 10-200MHZ 16SSOPB,0,0,"1.26000","0","2500","Tape & Reel (TR)","BA4138","Not For New Designs","Digital Cellular Phones","10MHz ~ 200MHz","1","12.5dB","8.5dB","-","3.9mA","2.3V ~ 5.5V","16-LSSOP (0.173"", 4.40mm Width)","16-SSOP-B"
https://www.akm.com/akm/en/file/datasheet/AK1220.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-VFQFN%20Exposed%20Pad.jpg,AK1220-ND,AK1220,AKM Semiconductor Inc.,IC RF MIXER 100-900MHZ 16UQFN,0,0,"1.60650","0","5000","Tape & Reel (TR)","-","Active","-","100MHz ~ 900MHz","1","1dB","10.5dB","-","24mA","4.75V ~ 5.25V","16-UFQFN Exposed Pad","16-UQFN (3x3)"
https://www.akm.com/akm/en/file/datasheet/AK1222.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-VFQFN%20Exposed%20Pad.jpg,AK1222-ND,AK1222,AKM Semiconductor Inc.,IC RF MIXER 100-900MHZ 16UQFN,0,0,"1.60650","0","5000","Tape & Reel (TR)","-","Active","-","100MHz ~ 900MHz","1","0dB","14dB","-","7.9mA","4.75V ~ 5.25V","16-UFQFN Exposed Pad","16-UQFN (3x3)"
https://datasheets.maximintegrated.com/en/ds/MAX2685.pdf,//media.digikey.com/photos/Maxim%20Photos/175-16-QSOP.jpg,MAX2685EEE+T-ND,MAX2685EEE+T,Maxim Integrated,IC MIXER 800MHZ-1GHZ DWN 16QSOP,0,5000,"1.68910","0","2500","Tape & Reel (TR)","-","Active","Cellular, ISM","800MHz ~ 1GHz","1","6.1dB","13dB","Down Converter","14.1mA","2.7V ~ 5.5V","16-SSOP (0.154"", 3.90mm Width)","16-QSOP"
https://www.akm.com/akm/en/file/datasheet/AK1221.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-VFQFN%20Exposed%20Pad.jpg,AK1221-ND,AK1221,AKM Semiconductor Inc.,IC RF MIXER 700-3500MHZ 16UQFN,0,0,"1.74675","0","5000","Tape & Reel (TR)","-","Active","-","700MHz ~ 3.5GHz","1","1.5dB","14dB","-","87mA","4.75V ~ 5.25V","16-UFQFN Exposed Pad","16-UQFN (3x3)"
https://www.akm.com/akm/en/file/datasheet/AK1224.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-VFQFN%20Exposed%20Pad.jpg,AK1224-ND,AK1224,AKM Semiconductor Inc.,IC RF MIXER 100-900MHZ 16UQFN,0,0,"1.74675","0","5000","Tape & Reel (TR)","-","Active","-","100MHz ~ 900MHz","1","7.5dB","11dB","-","36mA","4.75V ~ 5.25V","16-UFQFN Exposed Pad","16-UQFN (3x3)"
http://cdn.macom.com/datasheets/MAMXSS0010.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,1465-1333-2-ND,MAMXSS0010TR-3000,M/A-Com Technology Solutions,MIXER MMIC 1700-2000 MHZ,0,3000,"1.91520","0","3000","Tape & Reel (TR)","-","Active","General Purpose","1.7GHz ~ 2GHz","1","-","-","Up/Down Converter","-","-","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://cdn.macom.com/datasheets/MAMXSS0010.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,1465-1333-1-ND,MAMXSS0010TR-3000,M/A-Com Technology Solutions,MIXER MMIC 1700-2000 MHZ,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","-","Discontinued at Digi-Key","General Purpose","1.7GHz ~ 2GHz","1","-","-","Up/Down Converter","-","-","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://cdn.macom.com/datasheets/MAMXSS0010.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,1465-1333-6-ND,MAMXSS0010TR-3000,M/A-Com Technology Solutions,MIXER MMIC 1700-2000 MHZ,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Discontinued at Digi-Key","General Purpose","1.7GHz ~ 2GHz","1","-","-","Up/Down Converter","-","-","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.akm.com/akm/en/file/datasheet/AK1228.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-VFQFN%20Exposed%20Pad.jpg,AK1228-ND,AK1228,AKM Semiconductor Inc.,IC RF MIXER 10-2000MHZ 16UQFN,0,0,"1.91800","0","1000","Tape & Reel (TR)","-","Active","-","10MHz ~ 2GHz","1","6dB","11dB","-","15mA","2.7V ~ 5.25V","16-UFQFN Exposed Pad","16-UQFN (3x3)"
https://datasheets.maximintegrated.com/en/ds/MAX2690.pdf,//media.digikey.com/Renders/Maxim%20Renders/175;-21-0061;-UB;-10.jpg,MAX2690EUB+T-ND,MAX2690EUB+T,Maxim Integrated,IC MIXER 400MHZ-2.5GZ DWN 10UMAX,0,10000,"1.96840","0","2500","Tape & Reel (TR)","-","Active","Cellular, CDMA, ISM, PCS, WLAN","400MHz ~ 2.5GHz","1","7.9dB","12dB","Down Converter","20.1mA","2.7V ~ 5.5V","10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)","10-uMAX"
https://datasheets.maximintegrated.com/en/ds/MAX2685.pdf,//media.digikey.com/photos/Maxim%20Photos/175-16-QSOP.jpg,MAX2685EEE+-ND,MAX2685EEE+,Maxim Integrated,IC MIXER 800MHZ-1GHZ DWN 16QSOP,0,6600,"2.22000","0","300","Tube","-","Active","Cellular, ISM","800MHz ~ 1GHz","1","6.1dB","13dB","Down Converter","14.1mA","2.7V ~ 5.5V","16-SSOP (0.154"", 3.90mm Width)","16-QSOP"
