Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Function","Modulation or Protocol","Frequency","Applications","Interface","Sensitivity","Power - Output","Data Rate (Max)","Features"
https://www.sierrawireless.com/-/media/iot/pdf/datasheets/sierrawireless_airprime_hl_series_datasheet.pdf,-,1645-1037-6-ND,HL7650_1103218,Sierra Wireless,4G LTE CAT-1 3G FB AUS,0,0,"Digi-Reel","0","1","HL","Discontinued at Digi-Key","Modem","LTE, HSPA+","-","General Purpose","UART, USB","-","-","10Mbps","-"
https://www.sensit.io/assets/1803-SIGFOX-DATASHEET_SENSIT-WEB.pdf,//media.digikey.com/Photos/Sigfox/MFG_SENS'IT.jpg,1895-1003-ND,SENS'IT DISCOVERY 3.3,Sigfox,SENS'IT RC3 JAPAN,54,0,"75.00000","0","1","-","Active","Sensor","Sigfox","922.2MHz ~ 923.2MHz","General Purpose","USB","-126dBm","10dBm","100bps","IP54, Rechargeable Battery"
https://www.digi.com/resources/documentation/digidocs/PDFs/90000982.pdf,//media.digikey.com/photos/Digi%20Int'l%20Photos/XBP24-PKI-001-RA.jpg,XBP24-PKI-001-RA-ND,XBP24-PKI-001-RA,Digi International,MODEM XBEE RS-232 W/ACCESSORIES,188,0,"119.00000","0","1","XBee-Pro®","Obsolete","Transceiver, Modem","802.15.4 Zigbee™","2.4GHz","Home/Building Automation, Industrial Control and Monitoring","RS232, USB","-100dBm","20dBm","250kbps","-"
-,//media.digikey.com/Photos/Digi%20Int'l%20Photos/Xbee-Pro-Series-XM-C91.jpg,602-2326-ND,XM-C91-4P-UA,Digi International,MODEM RF XBEE-PRO 9.6K RS485 ACC,115,0,"163.92000","0","1","XBee-Pro®","Obsolete","Transceiver","802.15.4 Zigbee™","902MHz ~ 928MHz","General Purpose","RS-485","-109dBm","24dBm","10kbps","-"
http://www.multitech.com/documents/publications/data-sheets/86002134.pdf,//media.digikey.com/Photos/Multi-Tech%20Photos/MTCBA-C1-N16.jpg,881-1150-ND,MTCBA-C1-N16,Multi-Tech Systems Inc.,MODEM ETHERNET,40,0,"210.00000","0","1","MultiModem® Cell","Obsolete","Transceiver, CDMA, Modem","CDMA2000","800MHz, 1.9GHz","Aeris Networks (USA)","RS-232","-","-","153.6kbps","-"
-,//media.digikey.com/photos/Digi%20Int'l%20Photos/X09-019PKC-EA.jpg,X09-019PKC-EA-ND,X09-019PKC-EA,Digi International,MODEM RF ETHERNET 900MHZ 19.2KBP,28,0,"336.88000","0","1","XStream™","Obsolete","Transceiver, Modem","FHSS, FSK","902MHz ~ 928MHz","ISM","RJ-45 Ethernet","-107dBm","20dBm (100mW)","19.2kbps","Kit"
https://linxtechnologies.com/wp/wp-content/uploads/otx-fff-hh-cp8-ms.pdf,//media.digikey.com/photos/Linx%20Tech%20Photos/MFG_OTX-xxx-HH-CP8-MS%20Series.jpg,OTX-418-HH-CP8-MS-ND,OTX-418-HH-CP8-MS,Linx Technologies Inc.,REMOTE CONTROL TX MS 418MHZ 8BTN,80,0,"38.01000","0","1","-","Active","Transmitter","ASK, OOK","418MHz","General Remote Control, Home Automation, RKE","Handheld, 8 Button","-","-","-","8 Buttons, 750 ft. Operating Distance"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en558102,//media.digikey.com/photos/Roving%20Networks%20Photos/MFG_RN-240M.jpg,740-1000-ND,RN-240M,Microchip Technology,ADAPTER BLUETOOTH FRFLY SRL MALE,16,0,"60.77000","0","1","RN","Active","Transceiver, Bluetooth","Bluetooth v2.0+EDR, Class 1","2.4GHz","General Purpose","UART, RS-232","-80dBm","16dBm","234kBaud","CSR BlueCore04 Chip/8Mb flash"
https://www.rfsolutions.co.uk/downloads/1455894493DS-VIPER.pdf,//media.digikey.com/photos/RF%20Solutions%20Photos/VIPER-S4.JPG,VIPER-S4-ND,VIPER-S4,RF Solutions,REMOTE CONTROL SYSTEM FM 4CH,3,0,"129.78000","0","1","-","Active","Transmitter and Receiver, Set","-","433.92MHz","General Purpose","Handheld, 4 Channel","-","10mW","-","-"
http://www.multitech.com/documents/publications/data-sheets/86002164.pdf,//media.digikey.com/Photos/Multi-Tech%20Photos/MTC-G3-B06-EU-GB.jpg,881-1221-ND,MTC-G3-B06-EU-GB,Multi-Tech Systems Inc.,MODEM GPRS QUAD UK STYLE CORD,25,0,"173.09000","0","1","MultiConnect®","Active","Transceiver, Modem","GPRS","850MHz, 900MHz, 1.8GHz, 1.9GHz","General Purpose","RS-232","-","-","85.6kbps","-"
http://www.multitech.com/documents/publications/data-sheets/86002164.pdf,//media.digikey.com/photos/Multi-Tech%20Photos/MTC-H5-B03-KIT.jpg,881-1225-ND,MTC-H5-B03-KIT,Multi-Tech Systems Inc.,MODEM HSPA+ USB USB ACCY KIT,9,0,"215.14000","0","1","MultiConnect® Cell","Active","Transceiver, Modem","HSPA+","1.7GHz, 1.9GHz, 2.1GHz","General Purpose","USB","-","-","21Mbps","-"
-,//media.digikey.com/Photos/Digi%20Int'l%20Photos/XTPH9B-PKI-RA-NA.jpg,602-1939-ND,XTPH9B-PKI-RA-NA,Digi International,"9XTEND REPLACEMENT, PKG, RS232/4",16,0,"316.56000","0","1","-","Active","-","-","900MHz","General Purpose","RS-232, RS-422, RS-485","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2901541.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2901541.jpg,277-11076-ND,2901541,Phoenix Contact,2.4 GHZ RADIOLINE RADIO MODULE,3,72,"525.00000","0","1","-","Active","Transceiver, Modem","FHSS","2.4GHz","General Purpose","RS-232, RS-485","-106dBm","-","250kbps","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2901540.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2901540.jpg,277-11075-ND,2901540,Phoenix Contact,900 MHZ RADIOLINE RADIO MODULE,6,0,"720.00000","0","1","-","Active","Transceiver, Modem","FHSS","900MHz","General Purpose","RS-232, RS-485","-112dBm","-","500kbps","-"
https://www.parallax.com/sites/default/files/downloads/700-10016-Key-Fob-Remote-Guide-v1.1.pdf,//media.digikey.com/Photos/Parallax%20Photos/MFG_700-10016.jpg,700-10016-ND,700-10016,Parallax Inc.,KEY FOB REMOTE,76,0,"20.95000","0","1","-","Active","Controller","-","433MHz","Lighting, RKE, Wireless Controller","Handheld, 4 Button","-","-","-","-"
https://linxtechnologies.com/wp/wp-content/uploads/otx-fff-hh-kf-ht.pdf,//media.digikey.com/Photos/Linx%20Tech%20Photos/MFG_OTX-4xx-HH-KF1-HT.jpg,OTX-418-HH-KF1-HT-ND,OTX-418-HH-KF1-HT,Linx Technologies Inc.,XMITTER KEYFOB 418MHZ 1 BUTTON,8,0,"26.66000","0","1","-","Active","Transmitter","ASK, OOK","418MHz","General Remote Control, Home Automation, RKE","Handheld, 1 Button","-","-","-","1 Button, 750 ft. Operating Distance"
https://cdn.sparkfun.com/assets/learn_tutorials/5/7/1/GPM-808G--UAV_GNSS_receiver_ublox8030_QMC5883.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_GPS-14198.JPG,1568-1703-ND,GPS-14198,SparkFun Electronics,GPS MOUSE - GP-808G (72 CHANNEL),48,0,"37.95000","0","1","-","Active","Receiver","BeiDou, GLONASS, GNSS, GPS","1.575GHz","General Purpose","-","-167dBm","-","-","-"
https://linxtechnologies.com/wp/wp-content/uploads/cmd-hhlr-fff.pdf,//media.digikey.com/photos/Linx%20Tech%20Photos/CMD-HHLR%20SERIES.jpg,CMD-HHLR-433-MD-ND,CMD-HHLR-433-MD,Linx Technologies Inc.,XMITTER HANDHELD 433MHZ 8 BUTTON,14,0,"38.24000","0","1","-","Active","Transmitter, OOK","ASK, OOK","433MHz","-","Handheld, 8 Button","-","-","-","8 Buttons, 1000 ft. Operating Distance"
http://cortet.cel.com/docs/default-source/data-sheets/em357_usb_sticks_ds.pdf,//media.digikey.com/Photos/CE%20Labs%20Photos/ZM357S-USB.jpg,ZM357S-USB-ND,ZM357S-USB,CEL,MESHCONNECT USB STICK,42,0,"40.26000","0","1","MeshConnect™","Active","Transceiver, ZigBee™","802.15.4 Zigbee™","2.4GHz","Home/Building Automation, Industrial Control and Monitoring","USB","-100dBm","8dBm","250kbps","-"
http://static1.squarespace.com/static/50bd87e9e4b0362498974864/t/5384da92e4b0fe1778d52610/1401215634447/MMB+Networks+RapidConnect+USB+Stick+Z357PA30-USB+Datasheet+v1_1.pdf,//media.digikey.com/Photos/MMB%20Research/Z357PA30-USB-P-xC-N.jpg,1096-1018-ND,Z357PA30-USB-P-NC-N,MMB Networks,RF ZIGBEE HOME AUTO USB STICK,36,0,"45.14000","0","1","RapidConnect™","Not For New Designs","Transceiver, ZigBee™","802.15.4 Zigbee™","2.4GHz ~ 2.5GHz","Home Automation, Security","USB","-106dBm","21dBm","-","USB Interface"
https://www.rfsolutions.co.uk/downloads/1531314130DS-FOBLOQFS.pdf,//media.digikey.com/Photos/RF%20Solutions%20Photos/MFG_FOBLOQF-4S1.jpg,FOBLOQF-4S1-ND,FOBLOQF-4S1,RF Solutions,REMOTE CONTROL SYSTEM 1-CH,79,0,"46.17000","0","1","KEELOQ®","Active","Transmitter, KeeLoq","KEELOQ","433.92MHz","General Purpose","-","-","-","-","-"
http://cortet.cel.com/docs/default-source/data-sheets/em357_usb_sticks_ds.pdf,//media.digikey.com/Photos/CEL/ZM3588S-USB-LR.jpg,ZM3588S-USB-LR-ND,ZM3588S-USB-LR,CEL,MESHCONNECT EM3588 USB +20DBM,95,0,"47.12000","0","1","MeshConnect™","Active","Transceiver, ZigBee™","802.15.4","2.4GHz ~ 2.48GHz","General Purpose","UART, USB","-103dBm","20dBm","250kbps","-"
http://www.inventeksys.com/wp-content/uploads/EZ-GPS-G-Functional_Specification.pdf,//media.digikey.com/photos/Inventek/EZ-GPS-G.JPG,1475-1061-ND,EZ-GPS-G,Inventek Systems,USB GPS-GNSS DONGLE,40,0,"59.54000","0","1","-","Active","Transceiver","GPS","1.575GHz","General Purpose","USB","-159dBm","-","-","-"
-,//media.digikey.com/photos/CSR%20PLC%20Photos/DM-8510-10123-1A.jpg,DM-8510-10123-1A-ND,DM-8510-10123-1A,Qualcomm,DONGLE USB BLUETOOTH LE,9,0,"100.00000","0","1","CSRmesh™, µEnergy™","Active","-","-","-","-","-","-","-","-","-"
https://connectivity-staging.s3.us-east-2.amazonaws.com/s3fs-public/2018-10/Product%20Brief%20-%20ConnexLink.pdf,//media.digikey.com/photos/Laird%20Tech%20Photos/CL4790-1000-485.JPG,CL4790-1000-485-ND,CL4790-1000-485,Laird - Wireless & Thermal Systems,TXRX 900MHZ RS485 1W W/ANT DB9,23,0,"110.00000","0","1","-","Active","Transceiver","FHSS, FSK","902MHz ~ 928MHz","General Purpose","RS-485","-99dBm","1000mW","115.2kbps","-"
http://www.powercastco.com/wp-content/uploads/2017/12/TX91503-UserManualREV3.pdf,//media.digikey.com/Photos/Powercast/MFG_TX91503.jpg,1964-1007-ND,TX91503,Powercast Corporation,POWERSPOT TRANSMITTER - 915 MHZ,3,0,"123.75000","0","1","-","Active","Transmitter","ASK, DSSS","915MHz","General Purpose","-","-","3W","-","LED Indicator, Wall Mount"
https://www.sierrawireless.com/-/media/iot/pdf/datasheets/sierrawireless_airlink_glseries_datasheet.pdf,//media.digikey.com/Photos/Sierra-Wireless/GL7600-INT_1103343.jpg,1645-1048-ND,GL7600 INT_1103343,Sierra Wireless,4G LTE 2G FALLBACK MODEM EMEA,24,0,"131.14000","0","1","GL","Active","Modem","GSM, LTE","-","General Purpose","UART, USB","-","-","-","-"
http://www.multitech.com/documents/publications/data-sheets/86002164.pdf,//media.digikey.com/Photos/Multi-Tech%20Photos/MTC-G3-B08-KIT.JPG,881-1222-ND,MTC-G3-B08-KIT,Multi-Tech Systems Inc.,MODEM GPRS QUAD GLOBAL USB INTFC,6,0,"137.96000","0","1","MultiConnect®","Active","Transceiver, Modem","GPRS","850MHz, 900MHz, 1.8GHz, 1.9GHz","General Purpose","RS-232","-","-","85.6kbps","-"
//media.digikey.com/pdf/Data%20Sheets/Tallysman%20PDFs/TW5340-Rev3.0_DS.pdf,//media.digikey.com/Photos/Tallysman%20Wireless/33-5340-03-10.jpg,1526-1030-ND,33-5340-01-10,Tallysman Wireless Inc.,ANT GPS/GLONASS/SBAS 5V RS232,9,0,"179.27000","0","1","Accutenna®","Active","Receiver/Antenna","GPS, GLONASS, GNSS","1.575GHz","General Purpose","RS-232","-162dBm","-","921kBaud","-"
//media.digikey.com/pdf/Data%20Sheets/Tallysman%20PDFs/TW5340-Rev3.0_DS.pdf,//media.digikey.com/Photos/Tallysman%20Wireless/33-5340-03-10.jpg,1526-1031-ND,33-5340-03-10,Tallysman Wireless Inc.,ANT GPS/GLONASS/SBAS 3V CMOS,9,0,"179.27000","0","1","Accutenna®","Active","Receiver/Antenna","GPS, GLONASS, GNSS","1.575GHz","General Purpose","CMOS","-162dBm","-","921kBaud","-"
https://www.digi.com/pdf/ds_xbee-sx-modem.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/MFG_XM-X9-xP-U.jpg,602-1981-ND,XM-X9-5P-U,Digi International,"XBEE SX MODEM, AIO/DIO, NORTH AM",11,0,"199.00000","0","1","-","Active","Modem","ISM","902MHz ~ 928MHz","General Purpose","USB","-113dBm","30dBm","250kbps","-"
https://connectivity-staging.s3.us-east-2.amazonaws.com/s3fs-public/2018-10/Product%20Brief%20-%20ConnexLink.pdf,//media.digikey.com/photos/Laird%20Tech%20Photos/CL4790-1000-232-SP.JPG,CL4790-1000-232-SP-ND,CL4790-1000-232-SP,Laird - Wireless & Thermal Systems,TXRX 900MHZ RS232 1W W/ANT'S DB9,15,0,"225.00000","0","1","-","Active","2 Transceivers","FHSS, FSK","902MHz ~ 928MHz","General Purpose","RS-232","-99dBm","1000mW","76.8kbps","2 ConnexLink RS232 Units"
http://www.multitech.com/documents/publications/data-sheets/86002164.pdf,//media.digikey.com/Photos/Multi-Tech%20Photos/MFG_MTC-LAT1-B0x.jpg,881-1286-ND,MTC-LAT1-B01,Multi-Tech Systems Inc.,"LTE CAT 3 MODEM, RS-232 INTEFACE",25,0,"244.66000","0","1","MultiConnect® Cell","Active","Transceiver, Modem","LTE","700MHz, 850MHz, 1.7GHz, 1.9GHz","General Purpose","RS-232, USB","-","-","100Mbps","-"
http://www.steutewireless.com/us/wireless/products/wireless-receivers-with-relay-outputs/wireless-receiver-rf-rx-sw915-4s/rf-rx-sw915-4s-24vdc.pdf,//media.digikey.com/Photos/Steute-Wireless-Photos/MFG_STE-1370677RFRX.jpg,1743-1023-ND,STE-1370677RFRX,Steute,WIRELESS RECEIVER,18,0,"276.91000","0","1","-","Active","Receiver","sWave®","915MHz","General Purpose","-","-","-","-","-"
-,//media.digikey.com/Photos/Taoglas/STS.01.B.0115FB.jpg,931-1386-ND,STS.01.B.0115FB,Taoglas Limited,TRANSCEIVER ANTENNA SYSTEM,7,0,"509.85000","0","1","Spartan","Active","Transceiver","Iridium","1.62GHz","General Purpose","RS-232","-","-","-","IP67/69K"
//media.digikey.com/pdf/Data%20Sheets/Olimex%20LTD%20PDFs/MOD-WIFI-R5370-ANT_Web.pdf,//media.digikey.com/photos/Olimex%20LTD/MOD-WIFI-R5370-ANT.jpg,1188-1156-ND,MOD-WIFI-R5370-ANT,Olimex LTD,MICROCHIP RT5370 WIFI MODULE,98,0,"10.28000","0","1","-","Active","-","-","2.4GHz","General Purpose","USB","-","-","150Mbps","-"
-,//media.digikey.com/Photos/Terasic%20Tech%20Photos/MFG_FXX-3041-ESS.jpg,FXX-3041-ESS-ND,FXX-3041-ESS,Terasic Inc.,"USB BLUETOOTH DONGLE, CLASS 1, C",7,0,"16.25000","0","1","-","Active","Transceiver, Bluetooth","Bluetooth v4.0+EDR, Class 1","-","General Purpose","USB","-","-","-","50m Range"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1030_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1030.jpg,1528-1441-ND,1030,Adafruit Industries LLC,USB WIFI MODLE W/ANT 802.11B/G/N,51,0,"19.95000","0","1","-","Active","Transceiver","802.11 b/g/n","2.4GHz","General Purpose","USB","-","17dBm","150Mbps","-"
https://cdn-shop.adafruit.com/product-files/2649/WIFI_Bluetooth_dongle.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2649.jpg,1528-1440-ND,2649,Adafruit Industries LLC,BLUETOOTH/WIFI COMBO USB,22,0,"19.95000","0","1","-","Active","Transceiver","802.11 b/g/n","2.4GHz","General Purpose","USB","-90dBm","15dBm","150Mbps","-"
https://cdn-learn.adafruit.com/downloads/pdf/getting-started-with-rtl-sdr-and-sdr-sharp.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1497.jpg,1528-1524-ND,1497,Adafruit Industries LLC,SOFTWARE DEFINED RADIO USB,68,0,"22.50000","0","1","*","Active","Software Defined Radio (SDR)","-","24MHz ~ 1.85GHz","General Purpose","USB","-","-","-","-"
http://assets.lairdtech.com/home/brandworld/files/Product%20Brief%20-%20BL620.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG_BL620-US.jpg,BL620-US-ND,BL620-US,Laird - Wireless & Thermal Systems,BLE MOD USB DONGLE SMARTBASIC,67,0,"23.70000","0","1","BL620","Active","Transceiver","Bluetooth v4.0, Low Energy (BLE)","2.4GHz ~ 2.48GHz","General Purpose","USB","-91dBm","4dBm","1Mbps","-"
https://linxtechnologies.com/wp/wp-content/uploads/otx-fff-hh-kf-ds.pdf,//media.digikey.com/photos/Linx%20Tech%20Photos/XMITTER%20KEYFOB%205%20BUTTON%20OTX.jpg,OTX-433-HH-KF5-DS-ND,OTX-433-HH-KF5-DS,Linx Technologies Inc.,XMITTER KEYFOB 433MHZ 5 BUTTON,18,0,"25.02000","0","1","-","Active","Transmitter","ASK, OOK","433.92MHz","General Remote Control, Home Automation, RKE","-","-","-","-","5 Buttons, 750 ft. Operating Distance"
https://linxtechnologies.com/wp/wp-content/uploads/otx-fff-hh-kf-ht.pdf,//media.digikey.com/Photos/Linx%20Tech%20Photos/MFG_OTX-4xx-HH-KF4-HT.jpg,OTX-418-HH-KF4-HT-ND,OTX-418-HH-KF4-HT,Linx Technologies Inc.,XMITTER KEYFOB 418MHZ 4 BUTTON,42,0,"26.66000","0","1","-","Active","Transmitter","ASK, OOK","418MHz","General Remote Control, Home Automation, RKE","Handheld, 4 Button","-","-","-","4 Buttons, 750 ft. Operating Distance"
https://linxtechnologies.com/wp/wp-content/uploads/cmd-hhcp-fff.pdf,//media.digikey.com/photos/Linx%20Tech%20Photos/CMD-HHCP%20SERIES.jpg,CMD-HHCP-433-MD-ND,CMD-HHCP-433-MD,Linx Technologies Inc.,XMITTER HANDHELD 433MHZ 8 BUTTON,35,0,"36.98000","0","1","-","Active","Transmitter","ASK, OOK","433MHz","General Remote Control, Garage Opener, RKE","Handheld, 8 Button","-","-","-","8 Buttons, 750 ft. Operating Distance"
https://linxtechnologies.com/wp/wp-content/uploads/cmd-hhcp-fff.pdf,//media.digikey.com/photos/Linx%20Tech%20Photos/CMD-HHCP%20SERIES.jpg,CMD-HHCP-418-MD-ND,CMD-HHCP-418-MD,Linx Technologies Inc.,XMITTER HANDHELD 418MHZ 8 BUTTON,22,0,"36.98000","0","1","-","Active","Transmitter","ASK, OOK","418MHz","General Remote Control, Garage Opener, RKE","Handheld, 8 Button","-","-","-","8 Buttons, 750 ft. Operating Distance"
https://linxtechnologies.com/wp/wp-content/uploads/cmd-hhlr-fff.pdf,//media.digikey.com/photos/Linx%20Tech%20Photos/CMD-HHLR%20SERIES.jpg,CMD-HHLR-315-MD_-ND,CMD-HHLR-315-MD,Linx Technologies Inc.,XMITTER HANDHELD 315MHZ 8 BUTTON,25,0,"38.24000","0","1","-","Active","Transmitter","ASK, OOK","315MHz","General Remote Control, Garage Opener, RKE","Handheld, 8 Button","-","-","-","8 Buttons, 1000 ft. Operating Distance"
http://cortet.cel.com/docs/default-source/data-sheets/em357_usb_sticks_ds.pdf,//media.digikey.com/Photos/CE%20Labs%20Photos/ZM357S-USB.jpg,ZM357S-USB-LR-ND,ZM357S-USB-LR,CEL,MESHCONNECT USB STICK,49,0,"43.36000","0","1","MeshConnect™","Active","Transceiver, ZigBee™","802.15.4 Zigbee™","2.4GHz","Home/Building Automation, Industrial Control and Monitoring","USB","-103dBm","20dBm","250kbps","-"
http://cortet.cel.com/docs/default-source/data-sheets/em357_usb_sticks_ds.pdf,//media.digikey.com/Photos/CEL/ZM3588S-USB-LR.jpg,ZM3588S-USB-ND,ZM3588S-USB,CEL,MESHCONNECT EM3588 USB +8DBM,36,0,"43.90000","0","1","MeshConnect™","Active","Transceiver, ZigBee™","802.15.4","2.4GHz ~ 2.48GHz","General Purpose","UART, USB","-100dBm","8dBm","250kbps","-"
https://www.rfsolutions.co.uk/downloads/1456219742DS-ZULU-DONGLE.pdf,//media.digikey.com/Photos/RF%20Solutions%20Photos/ZULU-DONGLE.jpg,ZULU-DONGLE-ND,ZULU-DONGLE,RF Solutions,ZULU MODEM DONGLE 868MHZ 1KM USB,3,0,"92.29000","0","1","Zulu","Active","Transceiver","-","868MHz ~ 870MHz","General Purpose","USB","-121dBm","20dBm","115kbps","-"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en558105,//media.digikey.com/photos/Roving%20Networks%20Photos/RN-270M.JPG,740-1020-ND,RN-270M,Microchip Technology,ADAPTER BLUETOOTH FRFLY SRL MALE,10,0,"101.97000","0","1","-","Active","Transceiver, Bluetooth","Bluetooth 2.1 +EDR, Class 1","2.4GHz","Bluetooth","RS-232 (DB9)","-70dBm","15dBm","234kBaud","100m Range"
http://www.multitech.com/documents/publications/data-sheets/86002164.pdf,//media.digikey.com/Photos/Multi-Tech%20Photos/MTC-G3-B06.jpg,881-1220-ND,MTC-G3-B06,Multi-Tech Systems Inc.,MODEM GPRS QUAD GLOBAL,3,0,"137.96000","0","1","MultiConnect®","Active","Transceiver, Modem","GPRS","850MHz, 900MHz, 1.8GHz, 1.9GHz","General Purpose","RS-232","-","-","85.6kbps","-"
https://www.rfsolutions.co.uk/downloads/1524580939DS-EZTEXT-5(nano_SIM).pdf,//media.digikey.com/photos/RF%20Solutions%20Photos/MFG_EZTEXT.jpg,EZTEXT-ND,EZTEXT,RF Solutions,GSM REMOTE CTRL SYSTEM 2I/P 2O/P,3,0,"147.74000","0","1","-","Active","Controller","GPRS, GSM","-","-","-","-","-","-","-"
http://www.lsr.com/downloads/products/330-0066.pdf,//media.digikey.com/Photos/LS%20Research%20LLC/450-0101.jpg,450-0101-ND,450-0101,Laird - Wireless & Thermal Systems,MODFLEX MGE WITH PROFLEX01-R2,0,0,"155.78000","0","1","-","Active","Transceiver, Gateway","-","2.4GHz","-","RJ-45 Ethernet","-","-","-","-"
https://www.digi.com/pdf/ds_xbeepro_900hp_rfmodem.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/XM-M92-4P-AA.jpg,XM-M92-4P-AA-ND,XM-M92-4P-AA,Digi International,MODEM XBEE 900HP 200K RS-485 AUS,10,0,"163.92000","0","1","XBee-Pro®","Active","Transceiver, Modem","FHSS","902MHz ~ 928MHz","General Purpose","RS-485","-110dBm","24dBm","200kbps","-"
https://www.digi.com/pdf/ds_xbeepro_900hp_rfmodem.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/XM-M92-2P-AA.jpg,XM-M92-2P-AA-ND,XM-M92-2P-AA,Digi International,MODEM XBEE 900HP 200K RS-232 AUS,2,0,"163.92000","0","1","XBee-Pro®","Active","Transceiver, Modem","FHSS","902MHz ~ 928MHz","General Purpose","RS-232","-110dBm","24dBm","200kbps","-"
http://www.multitech.com/documents/publications/data-sheets/86002164.pdf,//media.digikey.com/Photos/Multi-Tech%20Photos/MFG_MTC-LVW2-B0x.jpg,881-1293-ND,MTC-LVW2-B02,Multi-Tech Systems Inc.,"LTE CAT 3 MODEM, RS-232 INTERFAC",3,0,"252.00000","0","1","MultiConnect® Cell","Active","Transceiver, Modem","GPS, LTE","700MHz, 850MHz, 1.575GHz, 1.7GHz, 1.9GHz","General Purpose","RS-232, USB","-","-","100Mbps","-"
http://www.multitech.com/documents/publications/data-sheets/86002164.pdf,//media.digikey.com/Photos/Multi-Tech%20Photos/MFG_MTC-LVW2-B0x.jpg,881-1294-ND,MTC-LVW2-B02-US,Multi-Tech Systems Inc.,"LTE CAT 3 MODEM, RS-232 INTERFAC",3,0,"305.42000","0","1","MultiConnect® Cell","Active","Transceiver, Modem","GPS, LTE","700MHz, 850MHz, 1.575GHz, 1.7GHz, 1.9GHz","General Purpose","RS-232, USB","-","-","100Mbps","-"
http://advdownload.advantech.com/productfile/PIS/BB-ZZ9D-NA-LR/Product%20-%20Datasheet/ZlinxStandardWirelessIO_1818ds20180511024653.pdf,//media.digikey.com/Photos/B&B%20Electronics/ZZ24D-NB-SR.jpg,1165-1094-ND,BB-ZZ24D-NB-SR,"B&B SmartWorx, Inc.",ZLINX WIRELESS I/O,2,0,"368.74000","0","1","Zlinx™","Active","Digital I/O","FSK","2.4GHz","Wireless","-","-102dBm","100mW","250kbps","RSSI Equipped"
https://downloads.synapse-wireless.com/gateways/e20/user-guide-snapconnect-e20.pdf,//media.digikey.com/Photos/Synapse%20Photos/MFG_SC020-1x0.jpg,746-1092-ND,SC020-110,Synapse Wireless,E20 SNAP CONNECT GATEWAY W/ WIFI,3,0,"709.13000","0","1","SNAP® Network","Active","Gateway","802.15.4, SNAP","2.4GHz","Monitoring","Ethernet, MicroUSB, USB, 3 Button","-","-","100Mbps","LED Indicator"
https://www.digi.com/pdf/ds_wva.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/MFG_WVA-J200.jpg,602-2070-ND,WVA-J200-10,Digi International,WIRELESS VEHICLE BUS ADAPT 10PC,10,0,"2112.50000","0","1","-","Active","Transceiver","802.11 b/g/n","-","Vehicle Diagnostics","J1708, J1939","-91dBm","12.5dBm","72.2Mbps","-"
http://www.assmann-wsw.com/fileadmin/datasheets/DN-3021.pdf,//media.digikey.com/photos/Assmann%20Photos/DN-3021.JPG,AE10328-ND,DN-3021-1,Assmann WSW Components,BLUETOOTH V2.1 USB ADAPTER,14,0,"17.07000","0","1","Digitus®","Active","Transceiver, Bluetooth","GFSK","2.4GHz","General Purpose","USB","-","-","-","-"
https://linxtechnologies.com/wp/wp-content/uploads/otx-fff-hh-kf-ht.pdf,//media.digikey.com/Photos/Linx%20Tech%20Photos/MFG_OTX-4xx-HH-KF3-HT.jpg,OTX-418-HH-KF3-HT-ND,OTX-418-HH-KF3-HT,Linx Technologies Inc.,XMITTER KEYFOB 418MHZ 3 BUTTON,24,0,"26.66000","0","1","-","Active","Transmitter","ASK, OOK","418MHz","General Remote Control, Home Automation, RKE","Handheld, 3 Button","-","-","-","3 Buttons, 750 ft. Operating Distance"
http://www.siretta.co.uk/download.php?id=566&cmd=view,//media.digikey.com/Photos/Siretta%20Ltd/ZOOM-N-GPRS.JPG,ZOOM-N-GPRS-ND,ZOOM-N-GPRS,Siretta Ltd,GPRS SOCKET MODEM,13,0,"108.52000","0","1","Zoom™","Active","Modem","GPRS","800MHz, 850MHz, 900MHz, 1.7GHz, 1.9GHz, 2.1GHz","General Purpose","RS-232, USB","-108dBm","-","14.4Mbps","-"
