Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Height - Overall","Length - Overall","Width - Overall","Ventilation","Mounting Type"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118712&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118712-2.jpg,A126149CT-ND,2118712-2,TE Connectivity AMP Connectors,RF SHIELD 1.747""X1.747"" SMD 1PC,8421,0,"1.86000","0","1","Cut Tape (CT)","-","Active","Cover","0.384"" (9.75mm)","1.747"" (44.37mm)","1.747"" (44.37mm)","Vented","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118709&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118709-4.jpg,A126145TR-ND,2118709-4,TE Connectivity AMP Connectors,RF SHIELD 1.26"" X 1.26"" SMD 1PC,9794,0,"1.48982","0","166","Tape & Reel (TR)","-","Active","Cover","0.236"" (6.00mm)","1.260"" (32.00mm)","1.260"" (32.00mm)","Vented","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118709&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118709-4.jpg,A126145CT-ND,2118709-4,TE Connectivity AMP Connectors,RF SHIELD 1.26"" X 1.26"" SMD 1PC,9957,0,"2.11000","0","1","Cut Tape (CT)","-","Active","Cover","0.236"" (6.00mm)","1.260"" (32.00mm)","1.260"" (32.00mm)","Vented","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118710&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118710-4.jpg,A126146TR-ND,2118710-4,TE Connectivity AMP Connectors,RF SHIELD 1"" X 1.5"" SMD 1PC,9504,0,"1.50944","0","216","Tape & Reel (TR)","-","Active","Cover","0.236"" (6.00mm)","1.500"" (38.10mm)","1.000"" (25.40mm)","Vented","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118710&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118710-4.jpg,A126146CT-ND,2118710-4,TE Connectivity AMP Connectors,RF SHIELD 1"" X 1.5"" SMD 1PC,9675,0,"2.14000","0","1","Cut Tape (CT)","-","Active","Cover","0.236"" (6.00mm)","1.500"" (38.10mm)","1.000"" (25.40mm)","Vented","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118711&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118711-4.jpg,A126148TR-ND,2118711-4,TE Connectivity AMP Connectors,RF SHIELD 1.326"" X 1.45"" SMD 1PC,8928,0,"1.60747","0","186","Tape & Reel (TR)","*","Active","Cover","0.200"" (5.08mm)","1.450"" (36.83mm)","1.326"" (33.68mm)","Vented","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118711&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118711-4.jpg,A126148CT-ND,2118711-4,TE Connectivity AMP Connectors,RF SHIELD 1.326"" X 1.45"" SMD 1PC,9109,0,"2.28000","0","1","Cut Tape (CT)","-","Active","Cover","0.200"" (5.08mm)","1.450"" (36.83mm)","1.326"" (33.68mm)","Vented","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118729&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118729-4.jpg,A126135-ND,2118729-4,TE Connectivity AMP Connectors,RF SHIELD 1.224"" X 1.756"" SMD,8956,0,"1.71000","0","1","Bulk","-","Active","Cover","0.079"" (2.00mm)","1.756"" (44.60mm)","1.224"" (31.10mm)","Vented","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118731&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118731-4.jpg,A126137-ND,2118731-4,TE Connectivity AMP Connectors,RF SHIELD 1.52"" X 2.02"" SMD,9539,0,"1.78000","0","1","Bulk","-","Active","Cover","0.079"" (2.00mm)","2.020"" (51.30mm)","1.520"" (38.60mm)","Vented","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118725&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118725-4.jpg,A126131-ND,2118725-4,TE Connectivity AMP Connectors,RF SHIELD 1.77"" X 1.77"" SMD,8990,0,"1.92000","0","1","Bulk","-","Active","Cover","0.079"" (2.00mm)","1.770"" (44.97mm)","1.770"" (44.97mm)","Vented","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=9-1773700-1BLS-QRG&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118712-4.jpg,A126150TR-ND,2118712-4,TE Connectivity AMP Connectors,RF SHIELD 1.747"" X 1.747"" SMD,8910,0,"2.94044","0","90","Tape & Reel (TR)","-","Active","Cover","0.384"" (9.75mm)","1.747"" (44.37mm)","1.747"" (44.37mm)","Vented","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118712&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118712-4.jpg,A126150CT-ND,2118712-4,TE Connectivity AMP Connectors,RF SHIELD 1.747""X1.747"" SMD 1PC,8965,0,"3.77000","0","1","Cut Tape (CT)","-","Active","Cover","0.384"" (9.75mm)","1.747"" (44.37mm)","1.747"" (44.37mm)","Vented","Surface Mount"
https://katalog.we-online.de/pbs/datasheet/36003300S.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_36003300S.jpg,732-11646-2-ND,36003300S,Wurth Electronics Inc.,RF SHIELD 1.215"" SNAP FIT,900,0,"1.02000","0","300","Tape & Reel (TR)","WE-SHC","Active","Cover","0.079"" (2.00mm)","1.215"" (30.86mm)","-","Non-Vented","Snap Fit"
https://katalog.we-online.de/pbs/datasheet/36003300S.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_36003300S.jpg,732-11646-1-ND,36003300S,Wurth Electronics Inc.,RF SHIELD 1.215"" SNAP FIT,1128,0,"1.28000","0","1","Cut Tape (CT)","*","Active","-","-","-","-","-","-"
https://katalog.we-online.de/pbs/datasheet/36003300S.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_36003300S.jpg,732-11646-6-ND,36003300S,Wurth Electronics Inc.,RF SHIELD 1.215"" SNAP FIT,1128,0,"Digi-Reel","0","1","Digi-Reel®","*","Active","-","-","-","-","-","-"
https://www.leadertechinc.com/assets/files/EngineeringDrawings/SMS-301.PDF,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_SMS-301.jpg,1798-1200-2-ND,SMS-301,Leader Tech Inc.,RF SHIELD 0.5"" X 0.538"" SMD,1000,0,"0.73950","0","1000","Tape & Reel (TR)","-","Active","Cover","0.100"" (2.54mm)","0.538"" (13.67mm)","0.500"" (12.70mm)","Vented","Surface Mount"
https://www.leadertechinc.com/assets/files/EngineeringDrawings/SMS-301.PDF,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_SMS-301.jpg,1798-1200-1-ND,SMS-301,Leader Tech Inc.,RF SHIELD 0.5"" X 0.538"" SMD,1447,0,"1.63000","0","1","Cut Tape (CT)","-","Active","Cover","0.100"" (2.54mm)","0.538"" (13.67mm)","0.500"" (12.70mm)","Vented","Surface Mount"
https://www.leadertechinc.com/assets/files/EngineeringDrawings/SMS-301.PDF,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_SMS-301.jpg,1798-1200-6-ND,SMS-301,Leader Tech Inc.,RF SHIELD 0.5"" X 0.538"" SMD,1447,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Cover","0.100"" (2.54mm)","0.538"" (13.67mm)","0.500"" (12.70mm)","Vented","Surface Mount"
https://leadertechinc.com/wp-content/uploads/2016/03/SMS-102-REV-B.pdf,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_SMS-102.jpg,1798-1172-2-ND,SMS-102,Leader Tech Inc.,RF SHIELD 0.65"" X 0.65"" SMD 1PC,700,0,"0.91000","0","700","Tape & Reel (TR)","-","Active","Cover","0.142"" (3.60mm)","0.650"" (16.50mm)","0.650"" (16.50mm)","Vented","Surface Mount"
https://leadertechinc.com/wp-content/uploads/2016/03/SMS-102-REV-B.pdf,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_SMS-102.jpg,1798-1172-1-ND,SMS-102,Leader Tech Inc.,RF SHIELD 0.65"" X 0.65"" SMD 1PC,1223,0,"1.66000","0","1","Cut Tape (CT)","-","Active","Cover","0.142"" (3.60mm)","0.650"" (16.50mm)","0.650"" (16.50mm)","Vented","Surface Mount"
https://leadertechinc.com/wp-content/uploads/2016/03/SMS-102-REV-B.pdf,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_SMS-102.jpg,1798-1172-6-ND,SMS-102,Leader Tech Inc.,RF SHIELD 0.65"" X 0.65"" SMD 1PC,1223,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Cover","0.142"" (3.60mm)","0.650"" (16.50mm)","0.650"" (16.50mm)","Vented","Surface Mount"
https://www.leadertechinc.com/assets/files/EngineeringDrawings/SMS-302.PDF,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_SMS-302.jpg,1798-1201-2-ND,SMS-302,Leader Tech Inc.,RF SHIELD 0.65"" X 0.65"" SMD,700,0,"0.91000","0","700","Tape & Reel (TR)","-","Active","Cover","0.142"" (3.61mm)","0.650"" (16.51mm)","0.650"" (16.51mm)","Non-Vented","Surface Mount"
https://www.leadertechinc.com/assets/files/EngineeringDrawings/SMS-302.PDF,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_SMS-302.jpg,1798-1201-1-ND,SMS-302,Leader Tech Inc.,RF SHIELD 0.65"" X 0.65"" SMD,1149,0,"1.66000","0","1","Cut Tape (CT)","-","Active","Cover","0.142"" (3.61mm)","0.650"" (16.51mm)","0.650"" (16.51mm)","Non-Vented","Surface Mount"
https://www.leadertechinc.com/assets/files/EngineeringDrawings/SMS-302.PDF,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_SMS-302.jpg,1798-1201-6-ND,SMS-302,Leader Tech Inc.,RF SHIELD 0.65"" X 0.65"" SMD,1149,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Cover","0.142"" (3.61mm)","0.650"" (16.51mm)","0.650"" (16.51mm)","Non-Vented","Surface Mount"
https://www.leadertechinc.com/assets/files/EngineeringDrawings/SMS-203.PDF,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_SMS-203F.jpg,1798-1181-2-ND,SMS-203F,Leader Tech Inc.,RF SHIELD 1.058"" X 1.058"" SMD,900,0,"1.36000","0","300","Tape & Reel (TR)","-","Active","Frame","0.200"" (5.08mm)","1.058"" (26.87mm)","1.058"" (26.87mm)","-","Surface Mount"
https://www.leadertechinc.com/assets/files/EngineeringDrawings/SMS-203.PDF,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_SMS-203F.jpg,1798-1181-1-ND,SMS-203F,Leader Tech Inc.,RF SHIELD 1.058"" X 1.058"" SMD,1079,0,"1.94000","0","1","Cut Tape (CT)","-","Active","Frame","0.200"" (5.08mm)","1.058"" (26.87mm)","1.058"" (26.87mm)","-","Surface Mount"
https://www.leadertechinc.com/assets/files/EngineeringDrawings/SMS-203.PDF,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_SMS-203F.jpg,1798-1181-6-ND,SMS-203F,Leader Tech Inc.,RF SHIELD 1.058"" X 1.058"" SMD,1079,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Frame","0.200"" (5.08mm)","1.058"" (26.87mm)","1.058"" (26.87mm)","-","Surface Mount"
//media.digikey.com/pdf/Data%20Sheets/Laird%20Technologies/BMI-S-230-F_Dwg.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/BMI-S-230-F-R.JPG,903-1470-2-ND,BMI-S-230-F-R,Laird Technologies EMI,RF SHIELD 2"" X 1.5"" SOLDER,950,0,"1.32421","0","190","Tape & Reel (TR)","SMT 2 Piece","Active","Frame","0.200"" (5.08mm)","1.500"" (38.10mm)","2.000"" (50.80mm)","-","Solder"
//media.digikey.com/pdf/Data%20Sheets/Laird%20Technologies/BMI-S-230-F_Dwg.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/BMI-S-230-F-R.JPG,903-1470-1-ND,BMI-S-230-F-R,Laird Technologies EMI,RF SHIELD 2"" X 1.5"" SOLDER,1039,0,"1.95000","0","1","Cut Tape (CT)","SMT 2 Piece","Active","Frame","0.200"" (5.08mm)","1.500"" (38.10mm)","2.000"" (50.80mm)","-","Solder"
https://katalog.we-online.de/pbs/datasheet/36006320S.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_36006320S.jpg,732-11186-2-ND,36006320S,Wurth Electronics Inc.,WE-SHC SHIELDING CABINET 32 X 32,0,0,"1.73200","0","500","Tape & Reel (TR)","WE-SHC","Active","Cover","-","-","-","Vent Holes in Pattern","Snap Fit"
https://katalog.we-online.de/pbs/datasheet/36006320S.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_36006320S.jpg,732-11186-1-ND,36006320S,Wurth Electronics Inc.,WE-SHC SHIELDING CABINET 32 X 32,467,0,"2.63000","0","1","Cut Tape (CT)","WE-SHC","Active","Cover","-","-","-","Vent Holes in Pattern","Snap Fit"
https://katalog.we-online.de/pbs/datasheet/36006320S.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_36006320S.jpg,732-11186-6-ND,36006320S,Wurth Electronics Inc.,WE-SHC SHIELDING CABINET 32 X 32,467,0,"Digi-Reel","0","1","Digi-Reel®","WE-SHC","Active","Cover","-","-","-","Vent Holes in Pattern","Snap Fit"
https://katalog.we-online.de/pbs/datasheet/36106326S.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_36106326S.jpg,732-11189-2-ND,36106326S,Wurth Electronics Inc.,RF SHIELD 1.244"" SNAP FIT,0,0,"1.78000","0","200","Tape & Reel (TR)","WE-SHC","Active","Frame","0.236"" (6.00mm)","1.244"" (31.60mm)","-","-","Snap Fit"
https://katalog.we-online.de/pbs/datasheet/36106326S.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_36106326S.jpg,732-11189-1-ND,36106326S,Wurth Electronics Inc.,RF SHIELD 1.244"" SNAP FIT,196,0,"2.75000","0","1","Cut Tape (CT)","WE-SHC","Active","Frame","0.236"" (6.00mm)","1.244"" (31.60mm)","-","-","Snap Fit"
https://katalog.we-online.de/pbs/datasheet/36106326S.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_36106326S.jpg,732-11189-6-ND,36106326S,Wurth Electronics Inc.,RF SHIELD 1.244"" SNAP FIT,196,0,"Digi-Reel","0","1","Digi-Reel®","WE-SHC","Active","Frame","0.236"" (6.00mm)","1.244"" (31.60mm)","-","-","Snap Fit"
https://katalog.we-online.de/pbs/datasheet/36906326S.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_36906326S.jpg,732-11195-2-ND,36906326S,Wurth Electronics Inc.,RF SHIELD 1.244"" SNAP FIT,100,0,"2.22000","0","100","Tape & Reel (TR)","WE-SHC","Active","Cover","0.236"" (6.00mm)","1.244"" (31.60mm)","-","Vent Holes in Pattern","Snap Fit"
https://katalog.we-online.de/pbs/datasheet/36906326S.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_36906326S.jpg,732-11195-1-ND,36906326S,Wurth Electronics Inc.,RF SHIELD 1.244"" SNAP FIT,185,0,"3.00000","0","1","Cut Tape (CT)","WE-SHC","Active","Cover","0.236"" (6.00mm)","1.244"" (31.60mm)","-","Vent Holes in Pattern","Snap Fit"
https://katalog.we-online.de/pbs/datasheet/36906326S.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_36906326S.jpg,732-11195-6-ND,36906326S,Wurth Electronics Inc.,RF SHIELD 1.244"" SNAP FIT,185,0,"Digi-Reel","0","1","Digi-Reel®","WE-SHC","Active","Cover","0.236"" (6.00mm)","1.244"" (31.60mm)","-","Vent Holes in Pattern","Snap Fit"
https://katalog.we-online.de/pbs/datasheet/3690103020.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_3690103020_VIEW-1.jpg,732-10326-2-ND,3690103020,Wurth Electronics Inc.,RF SHIELD 0.122"" X 0.122"" SMD,0,0,"2.65001","0","6000","Tape & Reel (TR)","-","Active","Cover","0.035"" (0.89mm)","0.122"" (3.10mm)","0.122"" (3.10mm)","Non-Vented","Surface Mount"
https://katalog.we-online.de/pbs/datasheet/3690103020.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_3690103020_VIEW-1.jpg,732-10326-1-ND,3690103020,Wurth Electronics Inc.,RF SHIELD 0.122"" X 0.122"" SMD,5879,0,"3.20000","0","1","Cut Tape (CT)","-","Active","Cover","0.035"" (0.89mm)","0.122"" (3.10mm)","0.122"" (3.10mm)","Non-Vented","Surface Mount"
https://katalog.we-online.de/pbs/datasheet/3690103020.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_3690103020_VIEW-1.jpg,732-10326-6-ND,3690103020,Wurth Electronics Inc.,RF SHIELD 0.122"" X 0.122"" SMD,5879,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Cover","0.035"" (0.89mm)","0.122"" (3.10mm)","0.122"" (3.10mm)","Non-Vented","Surface Mount"
https://katalog.we-online.de/pbs/datasheet/3690103021.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_3690103021_VIEW-1.jpg,732-10327-2-ND,3690103021,Wurth Electronics Inc.,RF SHIELD 0.122"" X 0.122"" SMD,0,0,"2.65001","0","6000","Tape & Reel (TR)","-","Active","Cover","0.035"" (0.89mm)","0.122"" (3.10mm)","0.122"" (3.10mm)","Non-Vented","Surface Mount"
https://katalog.we-online.de/pbs/datasheet/3690103021.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_3690103021_VIEW-1.jpg,732-10327-1-ND,3690103021,Wurth Electronics Inc.,RF SHIELD 0.122"" X 0.122"" SMD,260,0,"3.20000","0","1","Cut Tape (CT)","-","Discontinued at Digi-Key","Cover","0.035"" (0.89mm)","0.122"" (3.10mm)","0.122"" (3.10mm)","Non-Vented","Surface Mount"
https://katalog.we-online.de/pbs/datasheet/3690103021.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_3690103021_VIEW-1.jpg,732-10327-6-ND,3690103021,Wurth Electronics Inc.,RF SHIELD 0.122"" X 0.122"" SMD,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Discontinued at Digi-Key","Cover","0.035"" (0.89mm)","0.122"" (3.10mm)","0.122"" (3.10mm)","Non-Vented","Surface Mount"
https://katalog.we-online.de/pbs/datasheet/36007400S.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_36007400S.jpg,732-11187-2-ND,36007400S,Wurth Electronics Inc.,WE-SHC SHIELDING CABINET 44.37 X,0,0,"2.88700","0","250","Tape & Reel (TR)","WE-SHC","Active","Cover","-","-","-","Vent Holes in Pattern","Snap Fit"
https://katalog.we-online.de/pbs/datasheet/36007400S.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_36007400S.jpg,732-11187-1-ND,36007400S,Wurth Electronics Inc.,WE-SHC SHIELDING CABINET 44.37 X,167,0,"4.38000","0","1","Cut Tape (CT)","WE-SHC","Active","Cover","-","-","-","Vent Holes in Pattern","Snap Fit"
https://katalog.we-online.de/pbs/datasheet/36007400S.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_36007400S.jpg,732-11187-6-ND,36007400S,Wurth Electronics Inc.,WE-SHC SHIELDING CABINET 44.37 X,167,0,"Digi-Reel","0","1","Digi-Reel®","WE-SHC","Active","Cover","-","-","-","Vent Holes in Pattern","Snap Fit"
https://www.leadertechinc.com/assets/files/catalogs/cbs.pdf,//media.digikey.com/Photos/Leader-Tech-Inc/54-CBSF-2.0X6.5X0.5.jpg,54-CBSF-2.0X6.5X0.5-ND,54-CBSF-2.0X6.5X0.5,Leader Tech Inc.,RF SHIELD 2"" X 6.5"" THROUGH HOLE,119,0,"14.21000","0","1","-","50-CBS","Active","Shield, 2-Piece","0.500"" (12.70mm)","6.500"" (165.10mm)","2.000"" (50.80mm)","Non-Vented","Through Hole"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118728&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118728-2.jpg,A126158TR-ND,2118728-2,TE Connectivity AMP Connectors,RF SHIELD 0.728"" X 1.156"" SMD,280,0,"0.59804","0","280","Tape & Reel (TR)","-","Active","Frame","0.276"" (7.00mm)","1.156"" (29.36mm)","0.728"" (18.50mm)","-","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118728&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118728-2.jpg,A126158CT-ND,2118728-2,TE Connectivity AMP Connectors,RF SHIELD 0.728"" X 1.156"" SMD,807,0,"1.00000","0","1","Cut Tape (CT)","-","Active","Frame","0.276"" (7.00mm)","1.156"" (29.36mm)","0.728"" (18.50mm)","-","Surface Mount"
https://www.leadertechinc.com/assets/files/EngineeringDrawings/SMS-401.PDF,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_SMS-401C.jpg,1798-1206-ND,SMS-401C,Leader Tech Inc.,RF SHIELD 0.522"" X 0.56"" SMD,614,0,"0.67000","0","1","Bulk","-","Active","Cover","0.079"" (2.01mm)","0.560"" (14.22mm)","0.522"" (13.26mm)","Non-Vented","Surface Mount"
https://leadertechinc.com/wp-content/uploads/2016/03/SMS-456-REV-A.pdf,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_SMS-456C.jpg,1798-1224-ND,SMS-456C,Leader Tech Inc.,RF SHIELD 0.859"" X 1.567"" SMD,160,0,"0.72000","0","1","Bulk","-","Active","Cover","0.118"" (3.00mm)","1.567"" (39.80mm)","0.859"" (21.82mm)","Non-Vented","Surface Mount"
https://katalog.we-online.de/pbs/datasheet/36103166S.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_36103205S.jpg,732-11652-2-ND,36103166S,Wurth Electronics Inc.,WE-SHC SHIELDING CABINET FRAME,500,0,"0.83300","0","500","Tape & Reel (TR)","WE-SHC","Active","Frame","0.142"" (3.60mm)","0.634"" (16.10mm)","-","-","Surface Mount"
https://katalog.we-online.de/pbs/datasheet/36103166S.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_36103205S.jpg,732-11652-1-ND,36103166S,Wurth Electronics Inc.,WE-SHC SHIELDING CABINET FRAME,519,0,"1.11000","0","1","Cut Tape (CT)","*","Active","-","-","-","-","-","-"
https://katalog.we-online.de/pbs/datasheet/36103166S.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_36103205S.jpg,732-11652-6-ND,36103166S,Wurth Electronics Inc.,WE-SHC SHIELDING CABINET FRAME,519,0,"Digi-Reel","0","1","Digi-Reel®","*","Active","-","-","-","-","-","-"
https://leadertechinc.com/wp-content/uploads/2016/04/SMS-461-REV-A.pdf,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_SMS-461C.jpg,1798-1234-ND,SMS-461C,Leader Tech Inc.,RF SHIELD 1.094"" X 2.23"" SMD,687,0,"0.88000","0","1","Bulk","-","Active","Cover","0.118"" (3.00mm)","2.230"" (56.64mm)","1.094"" (27.79mm)","Non-Vented","Surface Mount"
https://leadertechinc.com/wp-content/uploads/2016/03/SMS-462-REV-A.pdf,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_SMS-462C.jpg,1798-1236-ND,SMS-462C,Leader Tech Inc.,RF SHIELD 1.094"" X 2.782"" SMD,328,0,"0.93000","0","1","Bulk","-","Active","Cover","0.118"" (3.00mm)","2.782"" (70.66mm)","1.094"" (27.79mm)","Non-Vented","Surface Mount"
https://katalog.we-online.de/pbs/datasheet/36003250S.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_36003250S.jpg,732-11645-2-ND,36003250S,Wurth Electronics Inc.,WE-SHC SHIELDING CABINET COVER,400,0,"0.99900","0","400","Tape & Reel (TR)","WE-SHC","Active","Cover","0.079"" (2.00mm)","-","-","Vent Holes in Pattern","Snap Fit"
https://katalog.we-online.de/pbs/datasheet/36003250S.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_36003250S.jpg,732-11645-1-ND,36003250S,Wurth Electronics Inc.,WE-SHC SHIELDING CABINET COVER ;,602,0,"1.26000","0","1","Cut Tape (CT)","*","Active","-","-","-","-","-","-"
https://katalog.we-online.de/pbs/datasheet/36003250S.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_36003250S.jpg,732-11645-6-ND,36003250S,Wurth Electronics Inc.,WE-SHC SHIELDING CABINET COVER ;,602,0,"Digi-Reel","0","1","Digi-Reel®","*","Active","-","-","-","-","-","-"
https://katalog.we-online.de/pbs/datasheet/36103255S.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_36103205S.jpg,732-11653-2-ND,36103255S,Wurth Electronics Inc.,WE-SHC SHIELDING CABINET FRAME,375,0,"0.99901","0","375","Tape & Reel (TR)","WE-SHC","Active","Frame","-","0.984"" (25.00mm)","-","-","Surface Mount"
https://katalog.we-online.de/pbs/datasheet/36103255S.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_36103205S.jpg,732-11653-1-ND,36103255S,Wurth Electronics Inc.,WE-SHC SHIELDING CABINET FRAME,703,0,"1.26000","0","1","Cut Tape (CT)","*","Active","-","-","-","-","-","-"
https://katalog.we-online.de/pbs/datasheet/36103255S.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_36103205S.jpg,732-11653-6-ND,36103255S,Wurth Electronics Inc.,WE-SHC SHIELDING CABINET FRAME,703,0,"Digi-Reel","0","1","Digi-Reel®","*","Active","-","-","-","-","-","-"
https://leadertechinc.com/wp-content/uploads/2016/03/SMS-456-REV-A.pdf,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_SMS-456F.jpg,1798-1225-2-ND,SMS-456F,Leader Tech Inc.,RF SHIELD 0.835"" X 1.543"" SMD,0,0,"1.78000","0","280","Tape & Reel (TR)","-","Active","Frame","0.286"" (7.26mm)","1.543"" (39.19mm)","0.835"" (21.21mm)","-","Surface Mount"
https://leadertechinc.com/wp-content/uploads/2016/03/SMS-456-REV-A.pdf,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_SMS-456F.jpg,1798-1225-1-ND,SMS-456F,Leader Tech Inc.,RF SHIELD 0.835"" X 1.543"" SMD,201,0,"2.84000","0","1","Cut Tape (CT)","-","Active","Frame","0.286"" (7.26mm)","1.543"" (39.19mm)","0.835"" (21.21mm)","-","Surface Mount"
