Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Function","LO Frequency","RF Frequency","P1dB","Noise Floor","Output Power","Current - Supply","Voltage - Supply","Test Frequency","Package / Case"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/AD8346.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;RU-16;RU;16.jpg,AD8346ARUZ-REEL7TR-ND,AD8346ARUZ-REEL7,Analog Devices Inc.,RF MODULTR 800MHZ-2.5GHZ 16TSSOP,1000,0,"6.06758","0","1000","Tape & Reel (TR)","-","Active","Modulator","800MHz ~ 2.5GHz","800MHz ~ 2.5GHz","-3dBm","-147dBm/Hz","-6dBm","55mA","2.7V ~ 5.5V","1.9GHz","16-TSSOP (0.173"", 4.40mm Width)"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/AD8346.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;RU-16;RU;16.jpg,AD8346ARUZ-REEL7CT-ND,AD8346ARUZ-REEL7,Analog Devices Inc.,RF MODULTR 800MHZ-2.5GHZ 16TSSOP,1860,0,"11.11000","0","1","Cut Tape (CT)","-","Active","Modulator","800MHz ~ 2.5GHz","800MHz ~ 2.5GHz","-3dBm","-147dBm/Hz","-6dBm","55mA","2.7V ~ 5.5V","1.9GHz","16-TSSOP (0.173"", 4.40mm Width)"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/AD8346.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;RU-16;RU;16.jpg,AD8346ARUZ-REEL7DKR-ND,AD8346ARUZ-REEL7,Analog Devices Inc.,RF MODULTR 800MHZ-2.5GHZ 16TSSOP,1860,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Modulator","800MHz ~ 2.5GHz","800MHz ~ 2.5GHz","-3dBm","-147dBm/Hz","-6dBm","55mA","2.7V ~ 5.5V","1.9GHz","16-TSSOP (0.173"", 4.40mm Width)"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/ADL5375.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-24-7;CP;24.jpg,ADL5375-05ACPZ-R7TR-ND,ADL5375-05ACPZ-R7,Analog Devices Inc.,RF MODULATOR 400MHZ-6GHZ 24WFQFN,1500,0,"6.77023","0","1500","Tape & Reel (TR)","-","Active","Modulator","400MHz ~ 6GHz","400MHz ~ 6GHz","10.4dBm","-157.6dBm/Hz","1.71dBm","200mA","4.75V ~ 5.25V","3.5GHz","24-WFQFN Exposed Pad, CSP"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/ADL5375.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-24-7;CP;24.jpg,ADL5375-05ACPZ-R7CT-ND,ADL5375-05ACPZ-R7,Analog Devices Inc.,RF MODULATOR 400MHZ-6GHZ 24WFQFN,1516,0,"11.01000","0","1","Cut Tape (CT)","-","Active","Modulator","400MHz ~ 6GHz","400MHz ~ 6GHz","10.4dBm","-157.6dBm/Hz","1.71dBm","200mA","4.75V ~ 5.25V","3.5GHz","24-WFQFN Exposed Pad, CSP"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/ADL5375.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-24-7;CP;24.jpg,ADL5375-05ACPZ-R7DKR-ND,ADL5375-05ACPZ-R7,Analog Devices Inc.,RF MODULATOR 400MHZ-6GHZ 24WFQFN,1516,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Modulator","400MHz ~ 6GHz","400MHz ~ 6GHz","10.4dBm","-157.6dBm/Hz","1.71dBm","200mA","4.75V ~ 5.25V","3.5GHz","24-WFQFN Exposed Pad, CSP"
http://www.linear.com/docs/52852,//media.digikey.com/Renders/Linear%20Tech%20Renders/24-QFN_05-08-1697.jpg,LTC5589IUF#PBF-ND,LTC5589IUF#PBF,Linear Technology/Analog Devices,RF MODULATOR 700MHZ-6GHZ 24WFQFN,585,5460,"10.79000","0","1","Tube","-","Active","Modulator","-","700MHz ~ 6GHz","4.6dBm","-160dBm/Hz","-6dBm","29.35mA","2.7V ~ 3.6V","6GHz","24-WFQFN Exposed Pad"
http://www.linear.com/docs/27936,//media.digikey.com/Renders/Linear%20Tech%20Renders/24-QFN_05-08-1697.jpg,LTC5598IUF#PBF-ND,LTC5598IUF#PBF,Linear Technology/Analog Devices,RF MODULATOR 5MHZ-1.6GHZ 24WFQFN,1288,0,"12.57000","0","1","Tube","-","Active","Modulator","5MHz ~ 1.6GHz","5MHz ~ 1.6GHz","8dBm","-160.3dBm/Hz","2dBm","165mA","4.5V ~ 5.25V","899.9MHz","24-WFQFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftrf370417,//media.digikey.com/Renders/Texas%20Instr%20Renders/RGE-24-VQFN%20Pkg.jpg,296-27522-2-ND,TRF370417IRGET,Texas Instruments,RF MODULATOR 50MHZ-6GHZ 24VFQFN,250,8250,"14.60152","0","250","Tape & Reel (TR)","-","Active","Modulator","50MHz ~ 6GHz","50MHz ~ 6GHz","12dBm","-162dBm/Hz","-","205mA","4.5V ~ 5.5V","2.14GHz","24-VFQFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftrf370417,//media.digikey.com/Renders/Texas%20Instr%20Renders/RGE-24-VQFN%20Pkg.jpg,296-27522-1-ND,TRF370417IRGET,Texas Instruments,RF MODULATOR 50MHZ-6GHZ 24VFQFN,3887,8250,"20.23000","0","1","Cut Tape (CT)","-","Active","Modulator","50MHz ~ 6GHz","50MHz ~ 6GHz","12dBm","-162dBm/Hz","-","205mA","4.5V ~ 5.5V","2.14GHz","24-VFQFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftrf370417,//media.digikey.com/Renders/Texas%20Instr%20Renders/RGE-24-VQFN%20Pkg.jpg,296-27522-6-ND,TRF370417IRGET,Texas Instruments,RF MODULATOR 50MHZ-6GHZ 24VFQFN,3887,8250,"Digi-Reel","0","1","Digi-Reel®","-","Active","Modulator","50MHz ~ 6GHz","50MHz ~ 6GHz","12dBm","-162dBm/Hz","-","205mA","4.5V ~ 5.5V","2.14GHz","24-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc870.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/32-TFQFN%20Exposed%20Pad.jpg,1127-1731-ND,HMC870LC5,Analog Devices Inc.,RF MODULATOR 0HZ-20GHZ 32TFQFN,40,0,"362.15000","0","1","Strip","-","Active","Modulator Driver","-","0Hz ~ 20GHz","-","-","-","-","7V","-","32-TFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADL5385.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-24-14;CP;24.jpg,ADL5385ACPZ-R7TR-ND,ADL5385ACPZ-R7,Analog Devices Inc.,RF MODULATOR 50MHZ-2.2GHZ 24QFN,1500,0,"6.77023","0","1500","Tape & Reel (TR)","-","Active","Modulator","50MHz ~ 2.2GHz","50MHz ~ 2.2GHz","8dBm","-160dBm/Hz","2.6dBm","240mA","4.75V ~ 5.25V","2.15GHz","24-WFQFN Exposed Pad, CSP"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADL5385.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-24-14;CP;24.jpg,ADL5385ACPZ-R7CT-ND,ADL5385ACPZ-R7,Analog Devices Inc.,RF MODULATOR 50MHZ-2.2GHZ 24QFN,1895,0,"11.01000","0","1","Cut Tape (CT)","-","Active","Modulator","50MHz ~ 2.2GHz","50MHz ~ 2.2GHz","8dBm","-160dBm/Hz","2.6dBm","240mA","4.75V ~ 5.25V","2.15GHz","24-WFQFN Exposed Pad, CSP"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADL5385.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-24-14;CP;24.jpg,ADL5385ACPZ-R7DKR-ND,ADL5385ACPZ-R7,Analog Devices Inc.,RF MODULATOR 50MHZ-2.2GHZ 24QFN,1895,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Modulator","50MHz ~ 2.2GHz","50MHz ~ 2.2GHz","8dBm","-160dBm/Hz","2.6dBm","240mA","4.75V ~ 5.25V","2.15GHz","24-WFQFN Exposed Pad, CSP"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftrf372017,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-VQFN-Exposed-Pad-RGZ.jpg,296-27805-2-ND,TRF372017IRGZT,Texas Instruments,RF MODULATOR 300MHZ-4.8GHZ 48QFN,250,10000,"8.34900","0","250","Tape & Reel (TR)","-","Active","Upconverter","300MHz ~ 4.8GHz","300MHz ~ 4.8GHz","12dBm","-153dBm/Hz","3dBm","200mA","3V ~ 3.6V, 4.5V ~ 5.5V","2.7GHz","48-VFQFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftrf372017,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-VQFN-Exposed-Pad-RGZ.jpg,296-27805-1-ND,TRF372017IRGZT,Texas Instruments,RF MODULATOR 300MHZ-4.8GHZ 48QFN,2708,10001,"12.04000","0","1","Cut Tape (CT)","-","Active","Upconverter","300MHz ~ 4.8GHz","300MHz ~ 4.8GHz","12dBm","-153dBm/Hz","3dBm","200mA","3V ~ 3.6V, 4.5V ~ 5.5V","2.7GHz","48-VFQFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftrf372017,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-VQFN-Exposed-Pad-RGZ.jpg,296-27805-6-ND,TRF372017IRGZT,Texas Instruments,RF MODULATOR 300MHZ-4.8GHZ 48QFN,2708,10001,"Digi-Reel","0","1","Digi-Reel®","-","Active","Upconverter","300MHz ~ 4.8GHz","300MHz ~ 4.8GHz","12dBm","-153dBm/Hz","3dBm","200mA","3V ~ 3.6V, 4.5V ~ 5.5V","2.7GHz","48-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/AD8346.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;RU-16;RU;16.jpg,AD8346ARUZ-ND,AD8346ARUZ,Analog Devices Inc.,RF MODULTR 800MHZ-2.5GHZ 16TSSOP,792,0,"10.79000","0","1","Tube","-","Active","Modulator","800MHz ~ 2.5GHz","800MHz ~ 2.5GHz","-3dBm","-147dBm/Hz","-6dBm","55mA","2.7V ~ 5.5V","1.9GHz","16-TSSOP (0.173"", 4.40mm Width)"
http://www.linear.com/docs/29732,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1834;PF;24.jpg,LTC5588IPF-1#PBF-ND,LTC5588IPF-1#PBF,Linear Technology/Analog Devices,RF MODULATOR 200MHZ-6GHZ 24UFQFN,296,3367,"13.82000","0","1","Tube","-","Active","Modulator/Mixer","200MHz ~ 6GHz","200MHz ~ 6GHz","12dBm","-160dBm/Hz","4.2dBm","303mA","3.15V ~ 3.45V","2.14GHz","24-UFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/ADL5375.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-24-7;CP;24.jpg,ADL5375-15ACPZ-R7TR-ND,ADL5375-15ACPZ-R7,Analog Devices Inc.,RF MODULATOR 400MHZ-6GHZ 24WFQFN,3000,16500,"6.77023","0","1500","Tape & Reel (TR)","-","Active","-","-","400MHz ~ 6GHz","10dBm","-160dBm/Hz","-","203mA","4.75V ~ 5.25V","6GHz","24-WFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/ADL5375.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-24-7;CP;24.jpg,ADL5375-15ACPZ-R7CT-ND,ADL5375-15ACPZ-R7,Analog Devices Inc.,RF MODULATOR 400MHZ-6GHZ 24WFQFN,3614,16500,"11.01000","0","1","Cut Tape (CT)","-","Active","-","-","400MHz ~ 6GHz","10dBm","-160dBm/Hz","-","203mA","4.75V ~ 5.25V","6GHz","24-WFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/ADL5375.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-24-7;CP;24.jpg,ADL5375-15ACPZ-R7DKR-ND,ADL5375-15ACPZ-R7,Analog Devices Inc.,RF MODULATOR 400MHZ-6GHZ 24WFQFN,3614,16500,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","-","400MHz ~ 6GHz","10dBm","-160dBm/Hz","-","203mA","4.75V ~ 5.25V","6GHz","24-WFQFN Exposed Pad"
https://www.idt.com/document/dst/f1653-datasheet-revo,"//media.digikey.com/Renders/IDT,%20Integrated%20Device%20Technology%20Renders/800;NLG24;NLG;24.jpg",800-3570-ND,F1653NLGI,"IDT, Integrated Device Technology Inc",RF MODULATOR 600MHZ-2.9GHZ 24QFN,112,0,"9.40000","0","1","Tray","-","Active","Modulator","600MHz ~ 2.9GHz","600MHz ~ 2.9GHz","15dBm","-","5dBm","190mA","3.3V","2.9GHz","24-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/AD8345.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;-RE-16-2;-RE;-16.jpg,AD8345AREZ-ND,AD8345AREZ,Analog Devices Inc.,RF MODULATOR 140MHZ-1GHZ 16TSSOP,552,0,"10.65000","0","1","Tube","-","Active","Modulator","140MHz ~ 1GHz","140MHz ~ 1GHz","2.5dBm","-155dBm/Hz","2dBm","78mA","2.7V ~ 5.5V","800MHz","16-TSSOP (0.173"", 4.40mm Width) Exposed Pad"
http://www.linear.com/docs/45277,//media.digikey.com/Renders/Linear%20Tech%20Renders/24-QFN_05-08-1697.jpg,LTC5599IUF#PBF-ND,LTC5599IUF#PBF,Linear Technology/Analog Devices,RF MODULATOR 30MHZ-1.3GHZ 24QFN,488,2912,"10.79000","0","1","Tube","-","Active","-","180MHz ~ 1.9GHz","30MHz ~ 1.3GHz","5dBm","-156dBm/Hz","-3dBm","28mA","2.7V ~ 3.6V","150MHz","24-WFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/AD8345.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;-RE-16-2;-RE;-16.jpg,AD8345AREZ-RL7TR-ND,AD8345AREZ-RL7,Analog Devices Inc.,RF MODULATOR 140MHZ-1GHZ 16TSSOP,0,0,"6.74337","0","1000","Tape & Reel (TR)","-","Active","Modulator","140MHz ~ 1GHz","140MHz ~ 1GHz","2.5dBm","-155dBm/Hz","2dBm","78mA","2.7V ~ 5.5V","800MHz","16-TSSOP (0.173"", 4.40mm Width) Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/AD8345.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;-RE-16-2;-RE;-16.jpg,AD8345AREZ-RL7CT-ND,AD8345AREZ-RL7,Analog Devices Inc.,RF MODULATOR 140MHZ-1GHZ 16TSSOP,312,0,"10.97000","0","1","Cut Tape (CT)","-","Active","Modulator","140MHz ~ 1GHz","140MHz ~ 1GHz","2.5dBm","-155dBm/Hz","2dBm","78mA","2.7V ~ 5.5V","800MHz","16-TSSOP (0.173"", 4.40mm Width) Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/AD8345.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;-RE-16-2;-RE;-16.jpg,AD8345AREZ-RL7DKR-ND,AD8345AREZ-RL7,Analog Devices Inc.,RF MODULATOR 140MHZ-1GHZ 16TSSOP,312,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Modulator","140MHz ~ 1GHz","140MHz ~ 1GHz","2.5dBm","-155dBm/Hz","2dBm","78mA","2.7V ~ 5.5V","800MHz","16-TSSOP (0.173"", 4.40mm Width) Exposed Pad"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/ADL5371.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-24-2;CP;24.jpg,ADL5371ACPZ-R7TR-ND,ADL5371ACPZ-R7,Analog Devices Inc.,RF MODULATOR 500MHZ-1.5GHZ 24QFN,0,0,"6.77023","0","1500","Tape & Reel (TR)","-","Active","Modulator","500MHz ~ 1.5GHz","500MHz ~ 1.5GHz","14.4dBm","-158.6dBm/Hz","7.6dBm","200mA","4.75V ~ 5.25V","900MHz","24-VFQFN Exposed Pad, CSP"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/ADL5371.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-24-2;CP;24.jpg,ADL5371ACPZ-R7CT-ND,ADL5371ACPZ-R7,Analog Devices Inc.,RF MODULATOR 500MHZ-1.5GHZ 24QFN,179,0,"11.01000","0","1","Cut Tape (CT)","-","Active","Modulator","500MHz ~ 1.5GHz","500MHz ~ 1.5GHz","14.4dBm","-158.6dBm/Hz","7.6dBm","200mA","4.75V ~ 5.25V","900MHz","24-VFQFN Exposed Pad, CSP"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/ADL5371.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-24-2;CP;24.jpg,ADL5371ACPZ-R7DKR-ND,ADL5371ACPZ-R7,Analog Devices Inc.,IC MOD QUAD 500-1500 MHZ 24LFCSP,179,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Modulator","500MHz ~ 1.5GHz","500MHz ~ 1.5GHz","14.4dBm","-158.6dBm/Hz","7.6dBm","200mA","4.75V ~ 5.25V","900MHz","24-VFQFN Exposed Pad, CSP"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftrf37t05,//media.digikey.com/Renders/Texas%20Instr%20Renders/RGE-24-VQFN%20Pkg.jpg,296-41012-2-ND,TRF37T05IRGER,Texas Instruments,RF MODULATOR 300MHZ-4GHZ 24VFQFN,0,9000,"6.50760","0","3000","Tape & Reel (TR)","-","Active","Modulator","300MHz ~ 4GHz","300MHz ~ 4GHz","13.7dBm","-160dBm/Hz","7.1dBm","306mA","3.15V ~ 3.6V","900MHz","24-VFQFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftrf37t05,//media.digikey.com/Renders/Texas%20Instr%20Renders/RGE-24-VQFN%20Pkg.jpg,296-41012-1-ND,TRF37T05IRGER,Texas Instruments,RF MODULATOR 300MHZ-4GHZ 24VFQFN,3061,10001,"11.04000","0","1","Cut Tape (CT)","-","Active","Modulator","300MHz ~ 4GHz","300MHz ~ 4GHz","13.7dBm","-160dBm/Hz","7.1dBm","306mA","3.15V ~ 3.6V","900MHz","24-VFQFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftrf37t05,//media.digikey.com/Renders/Texas%20Instr%20Renders/RGE-24-VQFN%20Pkg.jpg,296-41012-6-ND,TRF37T05IRGER,Texas Instruments,RF MODULATOR 300MHZ-4GHZ 24VFQFN,3061,10001,"Digi-Reel","0","1","Digi-Reel®","-","Active","Modulator","300MHz ~ 4GHz","300MHz ~ 4GHz","13.7dBm","-160dBm/Hz","7.1dBm","306mA","3.15V ~ 3.6V","900MHz","24-VFQFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftrf3705,//media.digikey.com/Renders/Texas%20Instr%20Renders/RGE-24-VQFN%20Pkg.jpg,296-31995-2-ND,TRF3705IRGET,Texas Instruments,RF MODULATOR 300MHZ-4GHZ 24VFQFN,0,10000,"7.74152","0","250","Tape & Reel (TR)","-","Active","Modulator","300MHz ~ 4GHz","300MHz ~ 4GHz","13.7dBm","-160dBm/Hz","7.1dBm","306mA","3.15V ~ 3.6V","1.85GHz","24-VFQFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftrf3705,//media.digikey.com/Renders/Texas%20Instr%20Renders/RGE-24-VQFN%20Pkg.jpg,296-31995-1-ND,TRF3705IRGET,Texas Instruments,RF MODULATOR 300MHZ-4GHZ 24VFQFN,3126,10001,"11.16000","0","1","Cut Tape (CT)","-","Active","Modulator","300MHz ~ 4GHz","300MHz ~ 4GHz","13.7dBm","-160dBm/Hz","7.1dBm","306mA","3.15V ~ 3.6V","1.85GHz","24-VFQFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftrf3705,//media.digikey.com/Renders/Texas%20Instr%20Renders/RGE-24-VQFN%20Pkg.jpg,296-31995-6-ND,TRF3705IRGET,Texas Instruments,RF MODULATOR 300MHZ-4GHZ 24VFQFN,3126,10001,"Digi-Reel","0","1","Digi-Reel®","-","Active","Modulator","300MHz ~ 4GHz","300MHz ~ 4GHz","13.7dBm","-160dBm/Hz","7.1dBm","306mA","3.15V ~ 3.6V","1.85GHz","24-VFQFN Exposed Pad"
https://www.cmlmicro.com/wp-content/uploads/2017/06/CMX993-993W-data-sheet.pdf,//media.digikey.com/Renders/CML%20Innovative%20Renders/2032;48VQFN-1-7x7;Q3;48.jpg,2032-1113-ND,CMX993WQ3,CML Microcircuits,WIDEBAND RF (I/Q) MODULATOR,416,0,"11.26000","0","1","-","-","Active","Modulator","60MHz ~ 2GHz","30MHz ~ 1GHz","8dBm","-155dBm/Hz","3dBm","-","3V ~ 3.6V","-","48-VFQFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftrf370317,//media.digikey.com/Renders/Texas%20Instr%20Renders/RGE-24-VQFN%20Pkg.jpg,296-23336-2-ND,TRF370317IRGET,Texas Instruments,RF MODULATOR 400MHZ-4GHZ 24VFQFN,0,4000,"9.29252","0","250","Tape & Reel (TR)","-","Active","Modulator","400MHz ~ 4GHz","400MHz ~ 4GHz","12dBm","-162.5dBm/Hz","-","245mA","4.5V ~ 5.5V","2.14GHz","24-VFQFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftrf370317,//media.digikey.com/Renders/Texas%20Instr%20Renders/RGE-24-VQFN%20Pkg.jpg,296-23336-1-ND,TRF370317IRGET,Texas Instruments,RF MODULATOR 400MHZ-4GHZ 24VFQFN,1731,4000,"13.40000","0","1","Cut Tape (CT)","-","Active","Modulator","400MHz ~ 4GHz","400MHz ~ 4GHz","12dBm","-162.5dBm/Hz","-","245mA","4.5V ~ 5.5V","2.14GHz","24-VFQFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftrf370317,//media.digikey.com/Renders/Texas%20Instr%20Renders/RGE-24-VQFN%20Pkg.jpg,296-23336-6-ND,TRF370317IRGET,Texas Instruments,RF MODULATOR 400MHZ-4GHZ 24VFQFN,1731,4000,"Digi-Reel","0","1","Digi-Reel®","-","Active","Modulator","400MHz ~ 4GHz","400MHz ~ 4GHz","12dBm","-162.5dBm/Hz","-","245mA","4.5V ~ 5.5V","2.14GHz","24-VFQFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftrf370315,//media.digikey.com/Renders/Texas%20Instr%20Renders/RGE-24-VQFN%20Pkg.jpg,296-20731-2-ND,TRF370315IRGET,Texas Instruments,RF MODULATOR 400MHZ-4GHZ 24VFQFN,0,10000,"9.29252","0","250","Tape & Reel (TR)","-","Active","Modulator","400MHz ~ 4GHz","400MHz ~ 4GHz","9.5dBm","-163dBm/Hz","-4.5dBm","235mA","4.5V ~ 5.5V","2.14GHz","24-VFQFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftrf370315,//media.digikey.com/Renders/Texas%20Instr%20Renders/RGE-24-VQFN%20Pkg.jpg,296-20731-1-ND,TRF370315IRGET,Texas Instruments,RF MODULATOR 400MHZ-4GHZ 24VFQFN,872,10001,"13.40000","0","1","Cut Tape (CT)","-","Active","Modulator","400MHz ~ 4GHz","400MHz ~ 4GHz","9.5dBm","-163dBm/Hz","-4.5dBm","235mA","4.5V ~ 5.5V","2.14GHz","24-VFQFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftrf370315,//media.digikey.com/Renders/Texas%20Instr%20Renders/RGE-24-VQFN%20Pkg.jpg,296-20731-6-ND,TRF370315IRGET,Texas Instruments,RF MODULATOR 400MHZ-4GHZ 24VFQFN,872,10001,"Digi-Reel","0","1","Digi-Reel®","-","Active","Modulator","400MHz ~ 4GHz","400MHz ~ 4GHz","9.5dBm","-163dBm/Hz","-4.5dBm","235mA","4.5V ~ 5.5V","2.14GHz","24-VFQFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftrf370333,//media.digikey.com/Renders/Texas%20Instr%20Renders/RGE-24-VQFN%20Pkg.jpg,296-21288-2-ND,TRF370333IRGET,Texas Instruments,RF MODULATOR 400MHZ-4GHZ 24VFQFN,0,10000,"9.29252","0","250","Tape & Reel (TR)","-","Active","Modulator","400MHz ~ 4GHz","400MHz ~ 4GHz","9.5dBm","-163dBm/Hz","-4.5dBm","235mA","4.5V ~ 5.5V","2.14GHz","24-VFQFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftrf370333,//media.digikey.com/Renders/Texas%20Instr%20Renders/RGE-24-VQFN%20Pkg.jpg,296-21288-1-ND,TRF370333IRGET,Texas Instruments,RF MODULATOR 400MHZ-4GHZ 24VFQFN,805,10001,"13.40000","0","1","Cut Tape (CT)","-","Active","Modulator","400MHz ~ 4GHz","400MHz ~ 4GHz","9.5dBm","-163dBm/Hz","-4.5dBm","235mA","4.5V ~ 5.5V","2.14GHz","24-VFQFN Exposed Pad"
