Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Applications","Composition","Resistance","Tolerance","Power (Watts)","Temperature Coefficient","Operating Temperature","Mounting Type"
http://www.vishay.com/docs/31094/wsbm8518.pdf,//media.digikey.com/Photos/Vishay%20Dale%20Photos/WSBM8518L1000JK.JPG,541-1906-ND,WSBM8518L1000JK,Vishay Dale,RESISTOR SHUNT 100 UOHM 5% 36W,528,0,"15.02000","0","1","Bulk","Power Metal Strip®","Active","Shunt, Battery","-","Metal Element","100 µOhms","±5%","36W","±175ppm/°C","-65°C ~ 170°C","Shunt Fixture, 60mm Pitch"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773300&DocType=DS&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/50TSOP.JPG,A105616-ND,YP1027KJ,TE Connectivity Passive Product,RES CAP BLEEDER 27K OHM 5% 10W,978,0,"7.85000","0","1","Bulk","YP, CGS","Active","Bleeder, Capacitor","Capacitor Discharge","Wirewound","27 kOhms","±5%","10W","±100ppm/°C","-55°C ~ 350°C","Capacitor, 31.8mm Pitch"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773300&DocType=DS&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/50TSOP.JPG,A105617-ND,YP1047KJ,TE Connectivity Passive Product,RES CAP BLEEDER 47K OHM 5% 10W,936,0,"7.85000","0","1","Bulk","YP, CGS","Active","Bleeder, Capacitor","Capacitor Discharge","Wirewound","47 kOhms","±5%","10W","±100ppm/°C","-55°C ~ 350°C","Capacitor, 31.8mm Pitch"
http://www.vishay.com/docs/30134/wsbs8518.pdf,//media.digikey.com/Photos/Vishay%20Dale%20Photos/WSBS8518L1250JK.JPG,WSBSA-.0001-ND,WSBS8518L1000JK,Vishay Dale,RESISTOR SHUNT 100 UOHM 5% 36W,298,0,"10.08000","0","1","Bulk","Power Metal Strip®","Active","Shunt, Battery","-","Metal Element","100 µOhms","±5%","36W","±225ppm/°C","-65°C ~ 170°C","Shunt Fixture, 60mm Pitch"
http://www.vishay.com/docs/31094/wsbm8518.pdf,//media.digikey.com/Photos/Vishay%20Dale%20Photos/WSBM8518L1000JK.JPG,541-3330-ND,WSBM8518L0500JK,Vishay Dale,RESISTOR SHUNT 50 UOHM 5% 36W,105,0,"18.90000","0","1","Bulk","Power Metal Strip®","Active","Shunt, Battery","-","Metal Element","50 µOhms","±5%","36W","±200ppm/°C","-65°C ~ 170°C","Shunt Fixture, 60mm Pitch"
-,//media.digikey.com/Photos/Kemet%20Photos/PYR7511-47.JPG,399-11541-ND,PYR7511-47,KEMET,RES CAP BLEEDER 47K OHM 5% 13W,111,0,"7.51000","0","1","Bulk","PYR","Active","Bleeder, Capacitor","Capacitor Discharge","Wirewound","47 kOhms","±5%","13W","-","-55°C ~ 105°C","Capacitor, 32mm Pitch"
http://www.vishay.com/docs/30134/wsbs8518.pdf,//media.digikey.com/Photos/Vishay%20Dale%20Photos/WSBS8518L1250JK.JPG,541-3319-ND,WSBS8518L0500JK,Vishay Dale,RESISTOR SHUNT 50 UOHM 5% 36W,323,0,"10.08000","0","1","Bulk","Power Metal Strip®","Active","Shunt, Battery","Automotive AEC-Q200","Metal Element","50 µOhms","±5%","36W","±200ppm/°C","-65°C ~ 170°C","Shunt Fixture, 60mm Pitch"
http://www.vishay.com/docs/30134/wsbs8518.pdf,//media.digikey.com/Photos/Vishay%20Dale%20Photos/WSBS8518L1250JK.JPG,WSBSA-.00025-ND,WSBS8518L2500JK,Vishay Dale,RESISTOR SHUNT 250 UOHM 5% 36W,179,0,"10.08000","0","1","Bulk","Power Metal Strip®","Active","Shunt, Battery","-","Metal Element","250 µOhms","±5%","36W","±225ppm/°C","-65°C ~ 170°C","Shunt Fixture, 60mm Pitch"
http://www.vishay.com/docs/30341/wsbs8518_20.pdf,//media.digikey.com/Photos/Vishay%20Dale%20Photos/WSBS8518L0500JK20.jpg,541-3322-ND,WSBS8518L0500JK20,Vishay Dale,RESISTOR SHUNT 50 UOHM 5% 36W,246,0,"16.80000","0","1","Bulk","Power Metal Strip®","Active","Shunt, Battery","-","Metal Element","50 µOhms","±5%","36W","±200ppm/°C","-65°C ~ 170°C","Shunt Fixture, 60mm Pitch"
http://www.vishay.com/docs/30350/wsbs851840.pdf,-,541-3328-ND,WSBS8518L0500JK40,Vishay Dale,RESISTOR SHUNT 50 UOHM 5% 36W,115,0,"17.85000","0","1","Bulk","Power Metal Strip®","Active","Shunt, Battery","-","Metal Element","50 µOhms","±5%","36W","±200ppm/°C","-65°C ~ 170°C","Shunt Fixture, 60mm Pitch"
https://www.bourns.com/docs/Product-Datasheets/csm2f-8518.pdf,//media.digikey.com/Photos/Bourns%20Photos/CSM2F-8518-L050J01.jpg,CSM2F-8518-L050J01-ND,CSM2F-8518-L050J01,Bourns Inc.,RESISTOR 50 UOHM 5% 36W,335,0,"7.56000","0","1","-","CSM2F-8518","Active","-","Automotive AEC-Q200","-","50 µOhms","±5%","36W","±150ppm/°C","-40°C ~ 70°C","Surface Mount"
https://www.bourns.com/docs/Product-Datasheets/csm2f-6918.pdf,//media.digikey.com/photos/Bourns%20Photos/CSM2F-6918-L050J01.JPG,CSM2F-6918-L050J01-ND,CSM2F-6918-L050J01,Bourns Inc.,RESISTOR 50 UOHM 5% 36W,107,0,"8.69000","0","1","-","CSM2F-6918","Active","-","Automotive AEC-Q200","-","50 µOhms","±5%","36W","±150ppm/°C","-40°C ~ 70°C","Surface Mount"
https://www.bourns.com/docs/product-datasheets/csm2f-7036.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_CSM2F-7036.jpg,CSM2F-7036-L050J01-ND,CSM2F-7036-L050J01,Bourns Inc.,RESISTOR 50 UOHM 5% 50W,193,0,"14.78000","0","1","-","CSM2F-7036","Active","-","Automotive AEC-Q200","-","50 µOhms","±5%","50W","±150ppm/°C","-40°C ~ 70°C","Surface Mount"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERA-W,V,S_Series_Rev_Nov_2016.pdf",//media.digikey.com/photos/Panasonic%20Photos/10-0603%20Resistor.jpg,P100CHTR-ND,ERA-V33J101V,Panasonic Electronic Components,RES TEMP SENS 100 OHM 5% 1/16W,60000,0,"0.10704","0","5000","Tape & Reel (TR)","ERAV","Obsolete","Temperature Sensitive","Temperature Correction Circuits","Metal Film","100 Ohms","±5%","0.063W, 1/16W","3300ppm/°C","-40°C ~ 125°C","Surface Mount"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERA-W,V,S_Series_Rev_Nov_2016.pdf",//media.digikey.com/photos/Panasonic%20Photos/10-0603%20Resistor.jpg,P100CHCT-ND,ERA-V33J101V,Panasonic Electronic Components,RES TEMP SENS 100 OHM 5% 1/16W,60205,0,"0.51000","0","1","Cut Tape (CT)","ERAV","Obsolete","Temperature Sensitive","Temperature Correction Circuits","Metal Film","100 Ohms","±5%","0.063W, 1/16W","3300ppm/°C","-40°C ~ 125°C","Surface Mount"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERA-W,V,S_Series_Rev_Nov_2016.pdf",//media.digikey.com/photos/Panasonic%20Photos/10-0603%20Resistor.jpg,P100CHDKR-ND,ERA-V33J101V,Panasonic Electronic Components,RES TEMP SENS 100 OHM 5% 1/16W,60205,0,"Digi-Reel","0","1","Digi-Reel®","ERAV","Obsolete","Temperature Sensitive","Temperature Correction Circuits","Metal Film","100 Ohms","±5%","0.063W, 1/16W","3300ppm/°C","-40°C ~ 125°C","Surface Mount"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERA-W,V,S_Series_Rev_Nov_2016.pdf",//media.digikey.com/photos/Panasonic%20Photos/10-0603%20Resistor.jpg,P560CFTR-ND,ERA-V15J561V,Panasonic Electronic Components,RES TEMP SENS 560 OHM 5% 1/16W,10000,0,"0.10704","0","5000","Tape & Reel (TR)","ERAV","Obsolete","Temperature Sensitive","Temperature Correction Circuits","Metal Film","560 Ohms","±5%","0.063W, 1/16W","1500ppm/°C","-40°C ~ 125°C","Surface Mount"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERA-W,V,S_Series_Rev_Nov_2016.pdf",//media.digikey.com/photos/Panasonic%20Photos/10-0603%20Resistor.jpg,P560CFCT-ND,ERA-V15J561V,Panasonic Electronic Components,RES TEMP SENS 560 OHM 5% 1/16W,12757,0,"0.51000","0","1","Cut Tape (CT)","ERAV","Obsolete","Temperature Sensitive","Temperature Correction Circuits","Metal Film","560 Ohms","±5%","0.063W, 1/16W","1500ppm/°C","-40°C ~ 125°C","Surface Mount"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERA-W,V,S_Series_Rev_Nov_2016.pdf",//media.digikey.com/photos/Panasonic%20Photos/10-0603%20Resistor.jpg,P560CFDKR-ND,ERA-V15J561V,Panasonic Electronic Components,RES TEMP SENS 560 OHM 5% 1/16W,12757,0,"Digi-Reel","0","1","Digi-Reel®","ERAV","Obsolete","Temperature Sensitive","Temperature Correction Circuits","Metal Film","560 Ohms","±5%","0.063W, 1/16W","1500ppm/°C","-40°C ~ 125°C","Surface Mount"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERA-W,V,S_Series_Rev_Nov_2016.pdf",//media.digikey.com/photos/Panasonic%20Photos/10-0603%20Resistor.jpg,P390CJTR-ND,ERA-V39J391V,Panasonic Electronic Components,RES TEMP SENS 390 OHM 5% 1/16W,5000,0,"0.10704","0","5000","Tape & Reel (TR)","ERAV","Obsolete","Temperature Sensitive","Temperature Correction Circuits","Metal Film","390 Ohms","±5%","0.063W, 1/16W","3900ppm/°C","-40°C ~ 125°C","Surface Mount"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERA-W,V,S_Series_Rev_Nov_2016.pdf",//media.digikey.com/photos/Panasonic%20Photos/10-0603%20Resistor.jpg,P390CJCT-ND,ERA-V39J391V,Panasonic Electronic Components,RES TEMP SENS 390 OHM 5% 1/16W,10639,0,"0.51000","0","1","Cut Tape (CT)","ERAV","Obsolete","Temperature Sensitive","Temperature Correction Circuits","Metal Film","390 Ohms","±5%","0.063W, 1/16W","3900ppm/°C","-40°C ~ 125°C","Surface Mount"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERA-W,V,S_Series_Rev_Nov_2016.pdf",//media.digikey.com/photos/Panasonic%20Photos/10-0603%20Resistor.jpg,P390CJDKR-ND,ERA-V39J391V,Panasonic Electronic Components,RES TEMP SENS 390 OHM 5% 1/16W,10639,0,"Digi-Reel","0","1","Digi-Reel®","ERAV","Obsolete","Temperature Sensitive","Temperature Correction Circuits","Metal Film","390 Ohms","±5%","0.063W, 1/16W","3900ppm/°C","-40°C ~ 125°C","Surface Mount"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERA-W,V,S_Series_Rev_Nov_2016.pdf",//media.digikey.com/photos/Panasonic%20Photos/10-0603%20Resistor.jpg,P330CFTR-ND,ERA-V15J331V,Panasonic Electronic Components,RES TEMP SENS 330 OHM 5% 1/16W,15000,0,"0.11685","0","5000","Tape & Reel (TR)","ERAV","Obsolete","Temperature Sensitive","Temperature Correction Circuits","Metal Film","330 Ohms","±5%","0.063W, 1/16W","1500ppm/°C","-40°C ~ 125°C","Surface Mount"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERA-W,V,S_Series_Rev_Nov_2016.pdf",//media.digikey.com/photos/Panasonic%20Photos/10-0603%20Resistor.jpg,P330CFCT-ND,ERA-V15J331V,Panasonic Electronic Components,RES TEMP SENS 330 OHM 5% 1/16W,18846,0,"0.51000","0","1","Cut Tape (CT)","ERAV","Obsolete","Temperature Sensitive","Temperature Correction Circuits","Metal Film","330 Ohms","±5%","0.063W, 1/16W","1500ppm/°C","-40°C ~ 125°C","Surface Mount"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERA-W,V,S_Series_Rev_Nov_2016.pdf",//media.digikey.com/photos/Panasonic%20Photos/10-0603%20Resistor.jpg,P330CFDKR-ND,ERA-V15J331V,Panasonic Electronic Components,RES TEMP SENS 330 OHM 5% 1/16W,18846,0,"Digi-Reel","0","1","Digi-Reel®","ERAV","Obsolete","Temperature Sensitive","Temperature Correction Circuits","Metal Film","330 Ohms","±5%","0.063W, 1/16W","1500ppm/°C","-40°C ~ 125°C","Surface Mount"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERA-W,V,S_Series_Rev_Nov_2016.pdf",//media.digikey.com/Renders/Panasonic%20Renders/ERAS%20Series%200805%20Pkg.jpg,P330CCTR-ND,ERA-S27J331V,Panasonic Electronic Components,RES TEMP SENS 330 OHM 5% 1/10W,10000,0,"0.11685","0","5000","Tape & Reel (TR)","ERAS","Obsolete","Temperature Sensitive","Temperature Correction Circuits","Metal Film","330 Ohms","±5%","0.1W, 1/10W","2700ppm/°C","-40°C ~ 125°C","Surface Mount"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERA-W,V,S_Series_Rev_Nov_2016.pdf",//media.digikey.com/Renders/Panasonic%20Renders/ERAS%20Series%200805%20Pkg.jpg,P330CCCT-ND,ERA-S27J331V,Panasonic Electronic Components,RES TEMP SENS 330 OHM 5% 1/10W,14933,0,"0.42000","0","1","Cut Tape (CT)","ERAS","Obsolete","Temperature Sensitive","Temperature Correction Circuits","Metal Film","330 Ohms","±5%","0.1W, 1/10W","2700ppm/°C","-40°C ~ 125°C","Surface Mount"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERA-W,V,S_Series_Rev_Nov_2016.pdf",//media.digikey.com/Renders/Panasonic%20Renders/ERAS%20Series%200805%20Pkg.jpg,P330CCDKR-ND,ERA-S27J331V,Panasonic Electronic Components,RES TEMP SENS 330 OHM 5% 1/10W,14933,0,"Digi-Reel","0","1","Digi-Reel®","ERAS","Obsolete","Temperature Sensitive","Temperature Correction Circuits","Metal Film","330 Ohms","±5%","0.1W, 1/10W","2700ppm/°C","-40°C ~ 125°C","Surface Mount"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERA-W,V,S_Series_Rev_Nov_2016.pdf",//media.digikey.com/Renders/Panasonic%20Renders/ERAS%20Series%200805%20Pkg.jpg,P47CDTR-ND,ERA-S33J470V,Panasonic Electronic Components,RES TEMP SENS 47 OHM 5% 1/10W,10000,0,"0.11685","0","5000","Tape & Reel (TR)","ERAS","Obsolete","Temperature Sensitive","Temperature Correction Circuits","Metal Film","47 Ohms","±5%","0.1W, 1/10W","3300ppm/°C","-40°C ~ 125°C","Surface Mount"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERA-W,V,S_Series_Rev_Nov_2016.pdf",//media.digikey.com/Renders/Panasonic%20Renders/ERAS%20Series%200805%20Pkg.jpg,P47CDCT-ND,ERA-S33J470V,Panasonic Electronic Components,RES TEMP SENS 47 OHM 5% 1/10W,11862,0,"0.51000","0","1","Cut Tape (CT)","ERAS","Obsolete","Temperature Sensitive","Temperature Correction Circuits","Metal Film","47 Ohms","±5%","0.1W, 1/10W","3300ppm/°C","-40°C ~ 125°C","Surface Mount"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERA-W,V,S_Series_Rev_Nov_2016.pdf",//media.digikey.com/Renders/Panasonic%20Renders/ERAS%20Series%200805%20Pkg.jpg,P47CDDKR-ND,ERA-S33J470V,Panasonic Electronic Components,RES TEMP SENS 47 OHM 5% 1/10W,11862,0,"Digi-Reel","0","1","Digi-Reel®","ERAS","Obsolete","Temperature Sensitive","Temperature Correction Circuits","Metal Film","47 Ohms","±5%","0.1W, 1/10W","3300ppm/°C","-40°C ~ 125°C","Surface Mount"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERA-W,V,S_Series_Rev_Nov_2016.pdf",//media.digikey.com/Renders/Panasonic%20Renders/ERAS%20Series%200805%20Pkg.jpg,P330CETR-ND,ERA-S39J331V,Panasonic Electronic Components,RES TEMP SENS 330 OHM 5% 1/10W,10000,0,"0.11685","0","5000","Tape & Reel (TR)","ERAS","Obsolete","Temperature Sensitive","Temperature Correction Circuits","Metal Film","330 Ohms","±5%","0.1W, 1/10W","3900ppm/°C","-40°C ~ 125°C","Surface Mount"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERA-W,V,S_Series_Rev_Nov_2016.pdf",//media.digikey.com/Renders/Panasonic%20Renders/ERAS%20Series%200805%20Pkg.jpg,P330CECT-ND,ERA-S39J331V,Panasonic Electronic Components,RES TEMP SENS 330 OHM 5% 1/10W,14383,0,"0.42000","0","1","Cut Tape (CT)","ERAS","Obsolete","Temperature Sensitive","Temperature Correction Circuits","Metal Film","330 Ohms","±5%","0.1W, 1/10W","3900ppm/°C","-40°C ~ 125°C","Surface Mount"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERA-W,V,S_Series_Rev_Nov_2016.pdf",//media.digikey.com/Renders/Panasonic%20Renders/ERAS%20Series%200805%20Pkg.jpg,P330CEDKR-ND,ERA-S39J331V,Panasonic Electronic Components,RES TEMP SENS 330 OHM 5% 1/10W,14383,0,"Digi-Reel","0","1","Digi-Reel®","ERAS","Obsolete","Temperature Sensitive","Temperature Correction Circuits","Metal Film","330 Ohms","±5%","0.1W, 1/10W","3900ppm/°C","-40°C ~ 125°C","Surface Mount"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERA-W,V,S_Series_Rev_Nov_2016.pdf",//media.digikey.com/photos/Panasonic%20Photos/10-0603%20Resistor.jpg,P15CFTR-ND,ERA-V15J150V,Panasonic Electronic Components,RES TEMP SENS 15 OHM 5% 1/16W,10000,0,"0.11685","0","5000","Tape & Reel (TR)","ERAV","Obsolete","Temperature Sensitive","Temperature Correction Circuits","Metal Film","15 Ohms","±5%","0.063W, 1/16W","1500ppm/°C","-40°C ~ 125°C","Surface Mount"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERA-W,V,S_Series_Rev_Nov_2016.pdf",//media.digikey.com/photos/Panasonic%20Photos/10-0603%20Resistor.jpg,P15CFCT-ND,ERA-V15J150V,Panasonic Electronic Components,RES TEMP SENS 15 OHM 5% 1/16W,11005,0,"0.42000","0","1","Cut Tape (CT)","ERAV","Obsolete","Temperature Sensitive","Temperature Correction Circuits","Metal Film","15 Ohms","±5%","0.063W, 1/16W","1500ppm/°C","-40°C ~ 125°C","Surface Mount"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERA-W,V,S_Series_Rev_Nov_2016.pdf",//media.digikey.com/photos/Panasonic%20Photos/10-0603%20Resistor.jpg,P15CFDKR-ND,ERA-V15J150V,Panasonic Electronic Components,RES TEMP SENS 15 OHM 5% 1/16W,11005,0,"Digi-Reel","0","1","Digi-Reel®","ERAV","Obsolete","Temperature Sensitive","Temperature Correction Circuits","Metal Film","15 Ohms","±5%","0.063W, 1/16W","1500ppm/°C","-40°C ~ 125°C","Surface Mount"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERA-W,V,S_Series_Rev_Nov_2016.pdf",//media.digikey.com/photos/Panasonic%20Photos/10-0603%20Resistor.jpg,P120CFTR-ND,ERA-V15J121V,Panasonic Electronic Components,RES TEMP SENS 120 OHM 5% 1/16W,10000,0,"0.11685","0","5000","Tape & Reel (TR)","ERAV","Obsolete","Temperature Sensitive","Temperature Correction Circuits","Metal Film","120 Ohms","±5%","0.063W, 1/16W","1500ppm/°C","-40°C ~ 125°C","Surface Mount"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERA-W,V,S_Series_Rev_Nov_2016.pdf",//media.digikey.com/photos/Panasonic%20Photos/10-0603%20Resistor.jpg,P120CFCT-ND,ERA-V15J121V,Panasonic Electronic Components,RES TEMP SENS 120 OHM 5% 1/16W,12596,0,"0.51000","0","1","Cut Tape (CT)","ERAV","Obsolete","Temperature Sensitive","Temperature Correction Circuits","Metal Film","120 Ohms","±5%","0.063W, 1/16W","1500ppm/°C","-40°C ~ 125°C","Surface Mount"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERA-W,V,S_Series_Rev_Nov_2016.pdf",//media.digikey.com/photos/Panasonic%20Photos/10-0603%20Resistor.jpg,P120CFDKR-ND,ERA-V15J121V,Panasonic Electronic Components,RES TEMP SENS 120 OHM 5% 1/16W,12596,0,"Digi-Reel","0","1","Digi-Reel®","ERAV","Obsolete","Temperature Sensitive","Temperature Correction Circuits","Metal Film","120 Ohms","±5%","0.063W, 1/16W","1500ppm/°C","-40°C ~ 125°C","Surface Mount"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERA-W,V,S_Series_Rev_Nov_2016.pdf",//media.digikey.com/photos/Panasonic%20Photos/10-0603%20Resistor.jpg,P390CFTR-ND,ERA-V15J391V,Panasonic Electronic Components,RES TEMP SENS 390 OHM 5% 1/16W,10000,0,"0.11685","0","5000","Tape & Reel (TR)","ERAV","Obsolete","Temperature Sensitive","Temperature Correction Circuits","Metal Film","390 Ohms","±5%","0.063W, 1/16W","1500ppm/°C","-40°C ~ 125°C","Surface Mount"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERA-W,V,S_Series_Rev_Nov_2016.pdf",//media.digikey.com/photos/Panasonic%20Photos/10-0603%20Resistor.jpg,P390CFCT-ND,ERA-V15J391V,Panasonic Electronic Components,RES TEMP SENS 390 OHM 5% 1/16W,11065,0,"0.42000","0","1","Cut Tape (CT)","ERAV","Obsolete","Temperature Sensitive","Temperature Correction Circuits","Metal Film","390 Ohms","±5%","0.063W, 1/16W","1500ppm/°C","-40°C ~ 125°C","Surface Mount"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERA-W,V,S_Series_Rev_Nov_2016.pdf",//media.digikey.com/photos/Panasonic%20Photos/10-0603%20Resistor.jpg,P390CFDKR-ND,ERA-V15J391V,Panasonic Electronic Components,RES TEMP SENS 390 OHM 5% 1/16W,11065,0,"Digi-Reel","0","1","Digi-Reel®","ERAV","Obsolete","Temperature Sensitive","Temperature Correction Circuits","Metal Film","390 Ohms","±5%","0.063W, 1/16W","1500ppm/°C","-40°C ~ 125°C","Surface Mount"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERA-W,V,S_Series_Rev_Nov_2016.pdf",//media.digikey.com/photos/Panasonic%20Photos/10-0603%20Resistor.jpg,P1.8KCFTR-ND,ERA-V15J182V,Panasonic Electronic Components,RES TEMP SENS 1.8K OHM 5% 1/16W,10000,0,"0.11685","0","5000","Tape & Reel (TR)","ERAV","Obsolete","Temperature Sensitive","Temperature Correction Circuits","Metal Film","1.8 kOhms","±5%","0.063W, 1/16W","1500ppm/°C","-40°C ~ 125°C","Surface Mount"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERA-W,V,S_Series_Rev_Nov_2016.pdf",//media.digikey.com/photos/Panasonic%20Photos/10-0603%20Resistor.jpg,P1.8KCFCT-ND,ERA-V15J182V,Panasonic Electronic Components,RES TEMP SENS 1.8K OHM 5% 1/16W,11522,0,"0.51000","0","1","Cut Tape (CT)","ERAV","Obsolete","Temperature Sensitive","Temperature Correction Circuits","Metal Film","1.8 kOhms","±5%","0.063W, 1/16W","1500ppm/°C","-40°C ~ 125°C","Surface Mount"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERA-W,V,S_Series_Rev_Nov_2016.pdf",//media.digikey.com/photos/Panasonic%20Photos/10-0603%20Resistor.jpg,P1.8KCFDKR-ND,ERA-V15J182V,Panasonic Electronic Components,RES TEMP SENS 1.8K OHM 5% 1/16W,11522,0,"Digi-Reel","0","1","Digi-Reel®","ERAV","Obsolete","Temperature Sensitive","Temperature Correction Circuits","Metal Film","1.8 kOhms","±5%","0.063W, 1/16W","1500ppm/°C","-40°C ~ 125°C","Surface Mount"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERA-W,V,S_Series_Rev_Nov_2016.pdf",//media.digikey.com/photos/Panasonic%20Photos/10-0603%20Resistor.jpg,P3.3KCFTR-ND,ERA-V15J332V,Panasonic Electronic Components,RES TEMP SENS 3.3K OHM 5% 1/16W,10000,0,"0.11685","0","5000","Tape & Reel (TR)","ERAV","Obsolete","Temperature Sensitive","Temperature Correction Circuits","Metal Film","3.3 kOhms","±5%","0.063W, 1/16W","1500ppm/°C","-40°C ~ 125°C","Surface Mount"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERA-W,V,S_Series_Rev_Nov_2016.pdf",//media.digikey.com/photos/Panasonic%20Photos/10-0603%20Resistor.jpg,P3.3KCFCT-ND,ERA-V15J332V,Panasonic Electronic Components,RES TEMP SENS 3.3K OHM 5% 1/16W,11278,0,"0.51000","0","1","Cut Tape (CT)","ERAV","Obsolete","Temperature Sensitive","Temperature Correction Circuits","Metal Film","3.3 kOhms","±5%","0.063W, 1/16W","1500ppm/°C","-40°C ~ 125°C","Surface Mount"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERA-W,V,S_Series_Rev_Nov_2016.pdf",//media.digikey.com/photos/Panasonic%20Photos/10-0603%20Resistor.jpg,P3.3KCFDKR-ND,ERA-V15J332V,Panasonic Electronic Components,RES TEMP SENS 3.3K OHM 5% 1/16W,11278,0,"Digi-Reel","0","1","Digi-Reel®","ERAV","Obsolete","Temperature Sensitive","Temperature Correction Circuits","Metal Film","3.3 kOhms","±5%","0.063W, 1/16W","1500ppm/°C","-40°C ~ 125°C","Surface Mount"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERA-W,V,S_Series_Rev_Nov_2016.pdf",//media.digikey.com/photos/Panasonic%20Photos/10-0603%20Resistor.jpg,P220CGTR-ND,ERA-V27J221V,Panasonic Electronic Components,RES TEMP SENS 220 OHM 5% 1/16W,10000,0,"0.11685","0","5000","Tape & Reel (TR)","ERAV","Obsolete","Temperature Sensitive","Temperature Correction Circuits","Metal Film","220 Ohms","±5%","0.063W, 1/16W","2700ppm/°C","-40°C ~ 125°C","Surface Mount"
