Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Resistance","Power (Watts)","Tolerance","Number of Turns","Adjustment Type","Size / Dimension","Termination","Mounting Type"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352T%20SERIES.jpg,3352T-1-500LF-ND,3352T-1-500LF,Bourns Inc.,POT 50 OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","50 Ohms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.150"" H (8.89mm x 3.81mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/Photos/Bourns%20Photos/3352V-1-103LF.JPG,3352V-1-100LF-ND,3352V-1-100LF,Bourns Inc.,POT 10 OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","10 Ohms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/Photos/Bourns%20Photos/3352V-1-103LF.JPG,3352V-1-101LF-ND,3352V-1-101LF,Bourns Inc.,POT 100 OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","100 Ohms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/Photos/Bourns%20Photos/3352V-1-103LF.JPG,3352V-1-102LF-ND,3352V-1-102LF,Bourns Inc.,POT 1.0K OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","1 kOhms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/Photos/Bourns%20Photos/3352V-1-103LF.JPG,3352V-1-104LF-ND,3352V-1-104LF,Bourns Inc.,POT 100K OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","100 kOhms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/Photos/Bourns%20Photos/3352V-1-103LF.JPG,3352V-1-105LF-ND,3352V-1-105LF,Bourns Inc.,POT 1.0M OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","1 MOhms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/Photos/Bourns%20Photos/3352V-1-103LF.JPG,3352V-1-200LF-ND,3352V-1-200LF,Bourns Inc.,POT 20 OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","20 Ohms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/Photos/Bourns%20Photos/3352V-1-103LF.JPG,3352V-1-201LF-ND,3352V-1-201LF,Bourns Inc.,POT 200 OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","200 Ohms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/Photos/Bourns%20Photos/3352V-1-103LF.JPG,3352V-1-202LF-ND,3352V-1-202LF,Bourns Inc.,POT 2.0K OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","2 kOhms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/Photos/Bourns%20Photos/3352V-1-103LF.JPG,3352V-1-203LF-ND,3352V-1-203LF,Bourns Inc.,POT 20K OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","20 kOhms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/Photos/Bourns%20Photos/3352V-1-103LF.JPG,3352V-1-205LF-ND,3352V-1-205LF,Bourns Inc.,POT 2.0M OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","2 MOhms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/Photos/Bourns%20Photos/3352V-1-103LF.JPG,3352V-1-253LF-ND,3352V-1-253LF,Bourns Inc.,POT 25K OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","25 kOhms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/Photos/Bourns%20Photos/3352V-1-103LF.JPG,3352V-1-254LF-ND,3352V-1-254LF,Bourns Inc.,POT 250K OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","250 kOhms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/Photos/Bourns%20Photos/3352V-1-103LF.JPG,3352V-1-501LF-ND,3352V-1-501LF,Bourns Inc.,POT 500 OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","500 Ohms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/Photos/Bourns%20Photos/3352V-1-103LF.JPG,3352V-1-502LF-ND,3352V-1-502LF,Bourns Inc.,POT 5.0K OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","5 kOhms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/Photos/Bourns%20Photos/3352V-1-103LF.JPG,3352V-1-503LF-ND,3352V-1-503LF,Bourns Inc.,POT 50K OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","50 kOhms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/Photos/Bourns%20Photos/3352V-1-103LF.JPG,3352V-1-504LF-ND,3352V-1-504LF,Bourns Inc.,POT 500K OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","500 kOhms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352W%20SERIES.jpg,3352W-1-100LF-ND,3352W-1-100LF,Bourns Inc.,POT 10 OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","10 Ohms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352W%20SERIES.jpg,3352W-1-200LF-ND,3352W-1-200LF,Bourns Inc.,POT 20 OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","20 Ohms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352W%20SERIES.jpg,3352W-1-205LF-ND,3352W-1-205LF,Bourns Inc.,POT 2.0M OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","2 MOhms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352T%20SERIES.jpg,3352T-253-ND,3352T-1-253,Bourns Inc.,POT 25K OHM THUMBWHEEL CERM ST,0,0,"1.34900","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","25 kOhms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.150"" H (8.89mm x 3.81mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352E%20SERIES.jpg,3352E-101-ND,3352E-1-101,Bourns Inc.,THUMBWHEEL POT 100 0.5W TOP ADJ,0,0,"1.34900","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","100 Ohms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352E%20SERIES.jpg,3352E-201-ND,3352E-1-201,Bourns Inc.,POT 200 OHM THUMBWHEEL CERM ST,0,0,"1.34900","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","200 Ohms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352E%20SERIES.jpg,3352E-501-ND,3352E-1-501,Bourns Inc.,POT 500 OHM THUMBWHEEL CERM ST,0,0,"1.34900","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","500 Ohms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352E%20SERIES.jpg,3352E-102-ND,3352E-1-102,Bourns Inc.,THUMBWHEEL POT 1K 0.5W TOP ADJ,0,0,"1.34900","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","1 kOhms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352E%20SERIES.jpg,3352E-202-ND,3352E-1-202,Bourns Inc.,POT 2.0K OHM THUMBWHEEL CERM ST,0,0,"1.34900","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","2 kOhms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352E%20SERIES.jpg,3352E-502-ND,3352E-1-502,Bourns Inc.,POT 5.0K OHM THUMBWHEEL CERM ST,0,0,"1.34900","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","5 kOhms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352E%20SERIES.jpg,3352E-103-ND,3352E-1-103,Bourns Inc.,THUMBWHEEL POT 10K 0.5W TOP ADJ,0,0,"1.34900","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","10 kOhms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352E%20SERIES.jpg,3352E-203-ND,3352E-1-203,Bourns Inc.,POT 20K OHM THUMBWHEEL CERM ST,0,0,"1.34900","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","20 kOhms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352E%20SERIES.jpg,3352E-253-ND,3352E-1-253,Bourns Inc.,POT 25K OHM THUMBWHEEL CERM ST,0,0,"1.34900","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","25 kOhms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352E%20SERIES.jpg,3352E-503-ND,3352E-1-503,Bourns Inc.,POT 50K OHM THUMBWHEEL CERM ST,0,0,"1.34900","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","50 kOhms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352E%20SERIES.jpg,3352E-104-ND,3352E-1-104,Bourns Inc.,THUMBWHEEL POT 100K 0.5W TOP ADJ,0,0,"1.34900","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","100 kOhms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352E%20SERIES.jpg,3352E-204-ND,3352E-1-204,Bourns Inc.,POT 200K OHM THUMBWHEEL CERM ST,0,0,"1.34900","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","200 kOhms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352E%20SERIES.jpg,3352E-254-ND,3352E-1-254,Bourns Inc.,POT 250K OHM THUMBWHEEL CERM ST,0,0,"1.34900","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","250 kOhms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352E%20SERIES.jpg,3352E-504-ND,3352E-1-504,Bourns Inc.,POT 500K OHM THUMBWHEEL CERM ST,0,0,"1.34900","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","500 kOhms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352E%20SERIES.jpg,3352E-105-ND,3352E-1-105,Bourns Inc.,POT 1.0M OHM THUMBWHEEL CERM ST,0,0,"1.34900","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","1 MOhms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352H%20SERIES.jpg,3352H-101-ND,3352H-1-101,Bourns Inc.,POT 100 OHM THUMBWHEEL CERM ST,0,0,"1.34900","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","100 Ohms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.350"" H (8.89mm x 8.89mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352H%20SERIES.jpg,3352H-201-ND,3352H-1-201,Bourns Inc.,POT 200 OHM THUMBWHEEL CERM ST,0,0,"1.34900","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","200 Ohms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.350"" H (8.89mm x 8.89mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352H%20SERIES.jpg,3352H-501-ND,3352H-1-501,Bourns Inc.,POT 500 OHM THUMBWHEEL CERM ST,0,0,"1.34900","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","500 Ohms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.350"" H (8.89mm x 8.89mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352H%20SERIES.jpg,3352H-102-ND,3352H-1-102,Bourns Inc.,POT 1.0K OHM THUMBWHEEL CERM ST,0,0,"1.34900","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","1 kOhms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.350"" H (8.89mm x 8.89mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352H%20SERIES.jpg,3352H-202-ND,3352H-1-202,Bourns Inc.,POT 2.0K OHM THUMBWHEEL CERM ST,0,0,"1.34900","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","2 kOhms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.350"" H (8.89mm x 8.89mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352H%20SERIES.jpg,3352H-502-ND,3352H-1-502,Bourns Inc.,POT 5.0K OHM THUMBWHEEL CERM ST,0,0,"1.34900","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","5 kOhms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.350"" H (8.89mm x 8.89mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352H%20SERIES.jpg,3352H-103-ND,3352H-1-103,Bourns Inc.,POT 10K OHM THUMBWHEEL CERM ST,0,0,"1.34900","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","10 kOhms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.350"" H (8.89mm x 8.89mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352H%20SERIES.jpg,3352H-203-ND,3352H-1-203,Bourns Inc.,POT 20K OHM THUMBWHEEL CERM ST,0,0,"1.34900","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","20 kOhms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.350"" H (8.89mm x 8.89mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352H%20SERIES.jpg,3352H-253-ND,3352H-1-253,Bourns Inc.,POT 25K OHM THUMBWHEEL CERM ST,0,0,"1.34900","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","25 kOhms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.350"" H (8.89mm x 8.89mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352H%20SERIES.jpg,3352H-503-ND,3352H-1-503,Bourns Inc.,POT 50K OHM THUMBWHEEL CERM ST,0,0,"1.34900","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","50 kOhms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.350"" H (8.89mm x 8.89mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352H%20SERIES.jpg,3352H-104-ND,3352H-1-104,Bourns Inc.,POT 100K OHM THUMBWHEEL CERM ST,0,0,"1.34900","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","100 kOhms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.350"" H (8.89mm x 8.89mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352H%20SERIES.jpg,3352H-204-ND,3352H-1-204,Bourns Inc.,POT 200K OHM THUMBWHEEL CERM ST,0,0,"1.34900","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","200 kOhms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.350"" H (8.89mm x 8.89mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352H%20SERIES.jpg,3352H-254-ND,3352H-1-254,Bourns Inc.,POT 250K OHM THUMBWHEEL CERM ST,0,0,"1.34900","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","250 kOhms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.350"" H (8.89mm x 8.89mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352H%20SERIES.jpg,3352H-504-ND,3352H-1-504,Bourns Inc.,POT 500K OHM THUMBWHEEL CERM ST,0,0,"1.34900","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","500 kOhms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.350"" H (8.89mm x 8.89mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352H%20SERIES.jpg,3352H-105-ND,3352H-1-105,Bourns Inc.,POT 1.0M OHM THUMBWHEEL CERM ST,0,0,"1.34900","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","1 MOhms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.350"" H (8.89mm x 8.89mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352P%20SERIES.jpg,3352P-101-ND,3352P-1-101,Bourns Inc.,POT 100 OHM THUMBWHEEL CERM ST,0,0,"1.34900","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","100 Ohms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352P%20SERIES.jpg,3352P-201-ND,3352P-1-201,Bourns Inc.,POT 200 OHM THUMBWHEEL CERM ST,0,0,"1.34900","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","200 Ohms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352P%20SERIES.jpg,3352P-501-ND,3352P-1-501,Bourns Inc.,POT 500 OHM THUMBWHEEL CERM ST,0,0,"1.34900","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","500 Ohms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352P%20SERIES.jpg,3352P-102-ND,3352P-1-102,Bourns Inc.,POT 1.0K OHM THUMBWHEEL CERM ST,0,0,"1.34900","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","1 kOhms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352P%20SERIES.jpg,3352P-202-ND,3352P-1-202,Bourns Inc.,POT 2.0K OHM THUMBWHEEL CERM ST,0,0,"1.34900","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","2 kOhms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352P%20SERIES.jpg,3352P-502-ND,3352P-1-502,Bourns Inc.,POT 5.0K OHM THUMBWHEEL CERM ST,0,0,"1.34900","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","5 kOhms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352P%20SERIES.jpg,3352P-103-ND,3352P-1-103,Bourns Inc.,POT 10K OHM THUMBWHEEL CERM ST,0,0,"1.34900","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","10 kOhms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
