Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Lamp/Magnifier Type","Voltage","Lens Style/Size","Bulb","Arm","Color","Mounting Type","Cord Length"
http://www.ocwhite.com/downloadfile/download/aitfile/aitfile_id/44/,//media.digikey.com/Photos/OC-White-Co/MFG_82400-4-USA.JPG,1844-1058-ND,82400-4-USA,O.C. White Co.,LAMP MAGNIFIER LED CLAMP,2,0,"549.00000","0","1","Green-Lite™","Active","Lamp, Magnifier","100 ~ 240V","4 Diopter (2x), 7.00"" L x 5.25"" W (177.80mm x 133.35mm)","LED, White","43.00"" (1092.2mm)","Blue, Red, White","-","-"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/26535.pdf,//media.digikey.com/Photos/Aven%20Photos/MFG_26535.jpg,243-1574-ND,26535,Aven Tools,TASK LIGHT CLAMP DUAL COLOR,18,0,"99.43000","0","1","-","Active","Lamp, Articulating","-","-","LED, White (60)","34.00"" (863.6mm)","White","Edge Clamp","-"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/26536.pdf,//media.digikey.com/Photos/Aven%20Photos/MFG_26536.jpg,243-1573-ND,26536,Aven Tools,TASK LIGHT TABLE BASE DUAL COLOR,16,0,"138.82000","0","1","-","Active","Lamp, Articulating","-","-","LED, White (60)","24.00"" (609.6mm)","White","Base","-"
http://www.avenconnect.com/product_sheets/26528.pdf,//media.digikey.com/Photos/Aven%20Photos/26528.jpg,243-1491-ND,26528,Aven Tools,LAMP FLEXIBLE 100V 260V LED,5,0,"151.45000","0","1","Sirrus","Active","Lamp, Flexible","100V, 260V","-","LED, White","19.50"" (495.3mm)","Black","Edge Clamp","-"
http://www.avenconnect.com/product_sheets/26505-DSG-LED_Product%20Sheet.pdf,//media.digikey.com/Photos/Aven%20Photos/MFG_26505-DSG-LED.jpg,243-1290-ND,26505-DSG-LED,Aven Tools,LAMP MAGNIFIER 2.25X LED,12,0,"302.98000","0","1","Mighty Vue","Active","Lamp, Magnifier","-","5 Diopter (2.25x), 7.00"" (177.80mm) Diameter","LED, White (72)","36.00"" (914.4mm)","Silver","Edge Clamp","5' (1.52m)"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/26221.pdf,//media.digikey.com/Photos/Aven%20Photos/26221.jpg,243-1197-ND,26221,Aven Tools,LAMP MAG 1.5X 2X 2.5X 3.5X LED,0,0,"40.37000","0","1","-","Active","Lamp, Magnifier","-","1.5x, 2x, 2.5x, 3.5x","LED, White","-","-","Headband","-"
-,//media.digikey.com/Photos/OC-White-Co/MFG_22400-5-B.JPG,1844-1034-ND,22400-5-B,O.C. White Co.,LAMP MAGNIFIER 5 DIOPTER CLAMP,1,0,"349.00000","0","1","Green-Lite®","Active","Lamp, Magnifier","100 ~ 240V","5 Diopter, (2.25x) 5.00"" (127.00mm) Diameter","LED, White","43.00"" (1092.2mm)","Black","Edge Clamp","-"
//media.digikey.com/pdf/Data%20Sheets/O.C._White/22400-4-B_Web_9_25_2017.pdf,//media.digikey.com/Photos/OC-White-Co/MFG_22400-4-B.JPG,1844-1026-ND,22400-4-B,O.C. White Co.,LAMP MAGNIFIER 4 DIOPTER CLAMP,0,0,"349.00000","0","1","Green-Lite®","Active","Lamp, Magnifier","100 ~ 240V","4 Diopter (2x), 5.00"" (127.00mm) Diameter","LED, White","43.00"" (1092.2mm)","Black","Edge Clamp","-"
http://www.ocwhite.com/downloadfile/download/aitfile/aitfile_id/44/,//media.digikey.com/Photos/OC-White-Co/MFG_62400-4-BO.JPG,1844-1041-ND,62400-4-BO,O.C. White Co.,LAMP MAGNIFIER LED 7.5"" CLAMP,1,0,"489.00000","0","1","Green-Lite™","Active","Lamp, Magnifier","100 ~ 240V","4 Diopter (2x), 7.50"" (190.50mm) Diameter","LED, White","43.00"" (1092.2mm)","Orange","-","-"
http://www.ocwhite.com/downloadfile/download/aitfile/aitfile_id/44/,//media.digikey.com/Photos/OC-White-Co/MFG_82400-4-CM.JPG,1844-1054-ND,82400-4-CM,O.C. White Co.,LAMP MAGNIFIER LED CLAMP,1,0,"499.00000","0","1","Green-Lite™","Active","Lamp, Magnifier","100 ~ 240V","4 Diopter (2x), 7.00"" L x 5.25"" W (177.80mm x 133.35mm)","LED, White","43.00"" (1092.2mm)","Dark Gray","-","-"
http://www.ocwhite.com/downloadfile/download/aitfile/aitfile_id/44/,//media.digikey.com/Photos/OC-White-Co/MFG_82400-4-UV-SB.JPG,1844-1061-ND,82400-4-UV-SB,O.C. White Co.,LAMP MAGNIFIER UV LED 43"",0,0,"599.00000","0","1","Green-Lite™","Active","Lamp, Magnifier","100 ~ 240V","4 Diopter (2x), 7.00"" L x 5.25"" W (177.80mm x 133.35mm)","LED, White","43.00"" (1092.2mm)","Blue","-","-"
http://www.avenconnect.com/product_sheets/26526.pdf,//media.digikey.com/Photos/Aven%20Photos/26526.jpg,243-1422-ND,26526,Aven Tools,LAMP FLEXIBLE 100V 277V LED,1,0,"156.55000","0","1","Sirrus","Active","Lamp, Flexible","100 ~ 277V","-","LED, White","19.50"" (495.3mm)","Black","Edge Clamp","-"
http://www.avenconnect.com/product_sheets/26501-LED-STN.pdf,//media.digikey.com/Photos/Aven%20Photos/MFG_26501-LED-STN.jpg,243-1418-ND,26501-LED-STN,Aven Tools,LAMP MAG 5 DIOPT 110V/220V 45LED,1,0,"187.78000","0","1","ProVue","Active","Lamp, Magnifier","110V, 220V","5 Diopter (2.25x), 5.00"" (127.00mm) Diameter","LED, (45)","45.00"" (1143.0mm)","White","Base, Weighted","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/K110660001.pdf,-,K110660001-ND,K110660001,Luxo,LAMP ARTICULATING FLUOR 23W,0,0,"174.30000","0","1","LS","Active","Lamp, Articulating","120V","-","Fluorescent, 23W","45.00"" (1143.0mm)","Black","Edge Clamp","6' (1.83m)"
//media.digikey.com/pdf/Data%20Sheets/Luxo/K110660002.pdf,-,K110660002-ND,K110660002,Luxo,LAMP ARTICULATING FLUOR 23W,0,0,"174.30000","0","1","LS","Active","Lamp, Articulating","120V","-","Fluorescent, 23W","45.00"" (1143.0mm)","White","Edge Clamp","6' (1.83m)"
//media.digikey.com/pdf/Data%20Sheets/Luxo/Trace.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_TRC026634.jpg,TRC026634-ND,TRC026634,Luxo,LAMP ARTICULATING 120V LED 6W,0,0,"189.94000","0","1","Trace","Active","Lamp, Articulating","100 ~ 120V","-","LED, 6W","20.00"" (508.0mm)","Silver Gray","Edge Clamp","2' (0.61m)"
//media.digikey.com/pdf/Data%20Sheets/Luxo/Trace.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_TRC026635.jpg,TRC026635-ND,TRC026635,Luxo,LAMP ARTICULATING 120V LED 6W,0,0,"189.94000","0","1","Trace","Active","Lamp, Articulating","100 ~ 120V","-","LED, 6W","20.00"" (508.0mm)","White","Edge Clamp","2' (0.61m)"
//media.digikey.com/pdf/Data%20Sheets/Luxo/Trace.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_TRC026636.jpg,TRC026636-ND,TRC026636,Luxo,LAMP ARTICULATING 120V LED 6W,0,0,"189.94000","0","1","Trace","Active","Lamp, Articulating","100 ~ 120V","-","LED, 6W","20.00"" (508.0mm)","Black","Edge Clamp","2' (0.61m)"
//media.digikey.com/pdf/Data%20Sheets/Luxo/Trace.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_TRC026637.jpg,TRC026637-ND,TRC026637,Luxo,LAMP ARTICULATING 120V LED 6W,0,0,"197.39000","0","1","Trace","Active","Lamp, Articulating","100 ~ 120V","-","LED, 6W","20.00"" (508.0mm)","Silver Gray","Base, Weighted","2' (0.61m)"
//media.digikey.com/pdf/Data%20Sheets/Luxo/Trace.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_TRC026638.jpg,TRC026638-ND,TRC026638,Luxo,LAMP ARTICULATING 120V LED 6W,0,0,"197.39000","0","1","Trace","Active","Lamp, Articulating","100 ~ 120V","-","LED, 6W","20.00"" (508.0mm)","White","Base, Weighted","2' (0.61m)"
//media.digikey.com/pdf/Data%20Sheets/Luxo/Trace.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_TRC026639.jpg,TRC026639-ND,TRC026639,Luxo,LAMP ARTICULATING 120V LED 6W,0,0,"197.39000","0","1","Trace","Active","Lamp, Articulating","100 ~ 120V","-","LED, 6W","20.00"" (508.0mm)","Black","Base, Weighted","2' (0.61m)"
//media.digikey.com/pdf/Data%20Sheets/Luxo/Trace.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_TRC026640.jpg,TRC026640-ND,TRC026640,Luxo,LAMP ARTICULATING 120V LED 6W,0,0,"219.74000","0","1","Trace","Active","Lamp, Articulating","100 ~ 120V","-","LED, 6W","20.00"" (508.0mm)","Silver Gray","Base, Weighted","2' (0.61m)"
//media.digikey.com/pdf/Data%20Sheets/Luxo/Trace.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_TRC026641.jpg,TRC026641-ND,TRC026641,Luxo,LAMP ARTICULATING 120V LED 6W,0,0,"219.74000","0","1","Trace","Active","Lamp, Articulating","100 ~ 120V","-","LED, 6W","20.00"" (508.0mm)","White","Base, Weighted","2' (0.61m)"
//media.digikey.com/pdf/Data%20Sheets/Luxo/Trace.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_TRC026642.jpg,TRC026642-ND,TRC026642,Luxo,LAMP ARTICULATING 120V LED 6W,0,0,"219.74000","0","1","Trace","Active","Lamp, Articulating","100 ~ 120V","-","LED, 6W","20.00"" (508.0mm)","Black","Base, Weighted","2' (0.61m)"
//media.digikey.com/pdf/Data%20Sheets/Luxo/K110670001.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_LS1EBK.jpg,K110670001-ND,K110670001,Luxo,LAMP ARTICULATING FLUOR 23W,0,0,"242.08000","0","1","LS","Active","Lamp, Articulating","120V","-","Fluorescent, 23W","45.00"" (1143.0mm)","Black","Base, Weighted","6' (1.83m)"
//media.digikey.com/pdf/Data%20Sheets/Luxo/K110670002.pdf,-,K110670002-ND,K110670002,Luxo,LAMP ARTICULATING FLUOR 23W,0,0,"242.08000","0","1","LS","Active","Lamp, Articulating","120V","-","Fluorescent, 23W","45.00"" (1143.0mm)","White","Base, Weighted","6' (1.83m)"
-,//media.digikey.com/Photos/Luxo%20Photos/MFG_K142110001.jpg,K142110001-ND,K142110001,Luxo,LAMP MLS SERIES LT GRAY,1,0,"242.40000","0","1","MLS","Active","Lamp, Articulating","115V","-","Fluorescent, 23W","45.00"" (1143.0mm)","Light Gray","Edge Clamp","1.5' (0.46m)"
//media.digikey.com/pdf/Data%20Sheets/Luxo/LC1ABK.pdf,-,K110620001-ND,K110620001,Luxo,LAMP ARTICULATING FLUOR 14W/22W,0,0,"251.77000","0","1","LC","Active","Lamp, Articulating","120V","-","Fluorescent, 14W and 22W","45.00"" (1143.0mm)","Black","Edge Clamp","6' (1.83m)"
//media.digikey.com/pdf/Data%20Sheets/Luxo/K110620002.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_K110620002.jpg,K110620002-ND,K110620002,Luxo,"LAMP ARTICULATING 120V 60W, 22W",0,0,"262.60000","0","1","LC","Active","Lamp, Articulating","120V","-","Fluorescent, 14W and 22W","45.00"" (1143.0mm)","White","Edge Clamp","6' (1.83m)"
//media.digikey.com/pdf/Data%20Sheets/Luxo/K110620003.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_K110620003.jpg,K110620003-ND,K110620003,Luxo,"LAMP ARTICULATING 120V 60W, 22W",0,0,"262.60000","0","1","LC","Active","Lamp, Articulating","120V","-","Incandescent, 60W and Fluorescent, 22W","45.00"" (1143.0mm)","Gray","Edge Clamp","6' (1.83m)"
//media.digikey.com/pdf/Data%20Sheets/Luxo/SPL026285.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_SPL026285.jpg,SPL026285-ND,SPL026285,Luxo,LAMP ARTICULATING 240V LED 11W,1,0,"275.60000","0","1","Split","Active","Lamp, Articulating","240V","-","LED, 11W","31.50"" (800.1mm)","Silver Gray","Edge Clamp","6' (1.83m)"
//media.digikey.com/pdf/Data%20Sheets/Luxo/SPL026286.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_SPL026286.jpg,SPL026286-ND,SPL026286,Luxo,LAMP ARTICULATING 240V LED 11W,0,0,"275.60000","0","1","Split","Active","Lamp, Articulating","240V","-","LED, 11W","31.50"" (800.1mm)","White","Edge Clamp","6' (1.83m)"
//media.digikey.com/pdf/Data%20Sheets/Luxo/SPL026287.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_SPL026287.jpg,SPL026287-ND,SPL026287,Luxo,LAMP ARTICULATING 240V LED 11W,0,0,"275.60000","0","1","Split","Active","Lamp, Articulating","240V","-","LED, 11W","31.50"" (800.1mm)","Black","Edge Clamp","6' (1.83m)"
//media.digikey.com/pdf/Data%20Sheets/Luxo/OVE025026.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_OVE025026.jpg,OVE025026-ND,OVE025026,Luxo,LAMP ARTICULATING 100-240V LED,0,0,"279.33000","0","1","Ovelo T30","Active","Lamp, Articulating","100 ~ 240V","-","LED","29.00"" (736.6mm)","White","Edge Clamp","5' (1.52m)"
//media.digikey.com/pdf/Data%20Sheets/Luxo/OVE025030.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_OVE025030.jpg,OVE025030-ND,OVE025030,Luxo,LAMP ARTICULATING 100-240V LED,0,0,"279.33000","0","1","Ovelo T30","Active","Lamp, Articulating","100 ~ 240V","-","LED","29.00"" (736.6mm)","Black","Edge Clamp","5' (1.52m)"
//media.digikey.com/pdf/Data%20Sheets/Luxo/OVE025034.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_OVE025034.jpg,OVE025034-ND,OVE025034,Luxo,LAMP ARTICULATING 100-240V LED,0,0,"279.33000","0","1","Ovelo T30","Active","Lamp, Articulating","100 ~ 240V","-","LED","29.00"" (736.6mm)","Silver Gray","Edge Clamp","5' (1.52m)"
//media.digikey.com/pdf/Data%20Sheets/Luxo/CAG026582.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_CAG026582.jpg,CAG026582-ND,CAG026582,Luxo,LAMP ARTICULATING 240V LED 8W,0,0,"289.53000","0","1","Carelite","Active","Lamp, Articulating","240V","-","LED, 8W","45.00"" (1143.0mm)","White","Wall Mount","1.7' (0.52m)"
//media.digikey.com/pdf/Data%20Sheets/Luxo/CAG026584.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_CAG026584.jpg,CAG026584-ND,CAG026584,Luxo,LAMP ARTICULATING 240V LED 8W,0,0,"289.53000","0","1","Carelite","Active","Lamp, Articulating","240V","-","LED, 8W","45.00"" (1143.0mm)","White","Edge Clamp","1.7' (0.52m)"
//media.digikey.com/pdf/Data%20Sheets/Luxo/OVE025305.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_OVE025305.jpg,OVE025305-ND,OVE025305,Luxo,LAMP ARTICULATING 100-240V LED,0,0,"324.02000","0","1","Ovelo T30","Active","Lamp, Articulating","100 ~ 240V","-","LED","29.00"" (736.6mm)","White","Base, Weighted","5' (1.52m)"
//media.digikey.com/pdf/Data%20Sheets/Luxo/OVE025309.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_OVE025309.jpg,OVE025309-ND,OVE025309,Luxo,LAMP ARTICULATING 100-240V LED,0,0,"324.02000","0","1","Ovelo T30","Active","Lamp, Articulating","100 ~ 240V","-","LED","29.00"" (736.6mm)","Black","Base, Weighted","5' (1.52m)"
//media.digikey.com/pdf/Data%20Sheets/Luxo/OVE025313.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_OVE025313.jpg,OVE025313-ND,OVE025313,Luxo,LAMP ARTICULATING 100-240V LED,0,0,"324.02000","0","1","Ovelo T30","Active","Lamp, Articulating","100 ~ 240V","-","LED","29.00"" (736.6mm)","Silver Gray","Base, Weighted","5' (1.52m)"
//media.digikey.com/pdf/Data%20Sheets/Luxo/16012SG.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_16012SG.jpg,16012SG-ND,16012SG,Luxo,LAMP ARTICULATING 120V LED 11W,0,0,"327.00000","0","1","Split","Active","Lamp, Articulating","120V","-","LED, 11W","31.50"" (800.1mm)","Silver Gray","Base, Weighted","6' (1.83m)"
//media.digikey.com/pdf/Data%20Sheets/Luxo/K110630001_12-5-17_ds.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_LC2FEBK.jpg,K110630001-ND,K110630001,Luxo,LAMP ARTICULATING FLUOR 14W/22W,0,0,"329.23000","0","1","LC","Active","Lamp, Articulating","120V","-","Fluorescent, 14W and 22W","30.00"" (762.0mm)","Black","Base, Weighted","6' (1.83m)"
//media.digikey.com/pdf/Data%20Sheets/Luxo/K110630002_12-5-17_ds.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_LC2FEWT.jpg,K110630002-ND,K110630002,Luxo,LAMP ARTICULATING FLUOR 14W/22W,0,0,"329.23000","0","1","LC","Active","Lamp, Articulating","120V","-","Fluorescent, 14W and 22W","30.00"" (762.0mm)","White","Base, Weighted","6' (1.83m)"
//media.digikey.com/pdf/Data%20Sheets/Luxo/16013BK.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_16013BK.jpg,16013BK-ND,16013BK,Luxo,LAMP ARTICULATING 120V LED 11W,1,0,"356.80000","0","1","Split","Obsolete","Lamp, Articulating","120V","-","LED, 11W","31.50"" (800.1mm)","Black","Base, Weighted","6' (1.83m)"
//media.digikey.com/pdf/Data%20Sheets/Luxo/Lamps%20and%20Accessories.pdf,-,16159-ND,16159,Luxo,LAMP EXHAUST FAN 22W,0,0,"Obsolete","0","1","-","Obsolete","Lamp, Exhaust Fan","-","-","Fluorescent, 22W","45.00"" (1143.0mm)","Gray","Edge Clamp","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/Lamps%20and%20Accessories.pdf,//media.digikey.com/Photos/Luxo%20Photos/17113BK.jpg,L225B-ND,KFK025817,Luxo,LAMP MAG 3 DIOPT FLUORESCENT 22W,0,0,"Discontinued at Digi-Key","0","1","KFM™","Discontinued at Digi-Key","Lamp, Magnifier","-","3 Diopter (1.75x), 5.00"" (127.00mm) Diameter","Fluorescent, 22W","45.00"" (1143.0mm)","Black","Edge Clamp","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/Lamps%20and%20Accessories.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_KFK025818.jpg,L225LG-ND,KFK025818,Luxo,LAMP MAG 3 DIOPT FLUORESCENT 22W,0,0,"Discontinued at Digi-Key","0","1","KFM™","Discontinued at Digi-Key","Lamp, Magnifier","-","3 Diopter (1.75x), 5.00"" (127.00mm) Diameter","Fluorescent, 22W","45.00"" (1143.0mm)","Gray","Edge Clamp","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/Lamps%20and%20Accessories.pdf,//media.digikey.com/photos/Luxo%20Photos/17115BK.jpg,L230B-ND,KFK025820,Luxo,LAMP MAG 5 DIOPT FLUORESCENT 22W,0,0,"Discontinued at Digi-Key","0","1","KFM™","Discontinued at Digi-Key","Lamp, Magnifier","-","5 Diopter (2.25x), 5.00"" (127.00mm) Diameter","Fluorescent, 22W","45.00"" (1143.0mm)","Black","Edge Clamp","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/Lamps%20and%20Accessories.pdf,//media.digikey.com/photos/Luxo%20Photos/17115LG.jpg,L230LG-ND,KFK025821,Luxo,LAMP MAG 5 DIOPT FLUORESCENT 22W,0,0,"Discontinued at Digi-Key","0","1","KFM™","Discontinued at Digi-Key","Lamp, Magnifier","-","5 Diopter (2.25x), 5.00"" (127.00mm) Diameter","Fluorescent, 22W","45.00"" (1143.0mm)","Gray","Edge Clamp","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/Lamps%20and%20Accessories.pdf,//media.digikey.com/photos/Luxo%20Photos/17253BK.jpg,L235B-ND,17253BK,Luxo,LAMP MAG 3 DIOPT FLUORESCENT 22W,0,0,"Obsolete","0","1","KFM™","Obsolete","Lamp, Magnifier","-","3 Diopter (1.75x), 5.00"" (127.00mm) Diameter","Fluorescent, 22W","30.00"" (762.0mm)","Black","Base, Weighted","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/Lamps%20and%20Accessories.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_KFK025789.jpg,L235LG-ND,KFK025789,Luxo,LAMP MAG 3 DIOPT FLUORESCENT 22W,0,0,"Discontinued at Digi-Key","0","2","KFM™","Discontinued at Digi-Key","Lamp, Magnifier","-","3 Diopter (1.75x), 5.00"" (127.00mm) Diameter","Fluorescent, 22W","30.00"" (762.0mm)","Gray","Base, Weighted","-"
-,-,L120BK-ND,L012MB,Luxo,"LAMP ARTICULATING 115V 60W, 22W",0,0,"Obsolete","0","1","C12D","Obsolete","Lamp, Articulating","115V","-","Incandescent, 60W and Fluorescent, 22W","42.00"" (1066.8mm)","Black","Edge Clamp","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/Heavy_Duty_Fluorescent.pdf,-,L121BK-ND,L512MB,Luxo,LAMP ARTICULATING 15W,0,0,"Obsolete","0","1","Ledu","Obsolete","Lamp, Articulating","-","-","Fluorescent, 15W (2)","42.00"" (1066.8mm)","Black","Edge Clamp","-"
-,-,17250A-ND,17250,Luxo,LAMP MAG 10 DIOPT FLUORESCNT 22W,0,0,"Obsolete","0","1","KFM™","Obsolete","Lamp, Magnifier","-","10 Diopter (3.5x), 5.00"" (127.00mm) Diameter","Fluorescent, 22W","30.00"" (762.0mm)","Gray","Base, Weighted","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/Magnification_Prod_Lines.pdf,//media.digikey.com/photos/Luxo%20Photos/17845LG.jpg,L845LG-ND,17845LG,Luxo,LAMP MAGNIFIER 3.5 DIOPTER 13W,0,0,"Obsolete","0","1","WAVE Plus","Obsolete","Lamp, Magnifier","-","3.5 Diopter (1.85x), 4.50"" L x 6.75"" W (114.30mm x 171.45mm)","Fluorescent, 13W (2)","45.00"" (1143.0mm)","Gray","Edge Clamp","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/Magnification_Prod_Lines.pdf,-,L846LG-ND,17846LG,Luxo,LAMP MAGNIFIER 3.5 DIOPTER 13W,0,0,"Obsolete","0","1","WAVE Plus","Obsolete","Lamp, Magnifier","-","3.5 Diopter (1.85x), 4.50"" L x 6.75"" W (114.30mm x 171.45mm)","Fluorescent, 13W (2)","30.00"" (762.0mm)","Gray","Edge Clamp","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/Magnification_Prod_Lines.pdf,//media.digikey.com/photos/Luxo%20Photos/17847LG.jpg,L847LG-ND,17847LG,Luxo,LAMP MAGNIFIER 3.5 DIOPTER 13W,0,0,"Obsolete","0","1","WAVE Plus","Obsolete","Lamp, Magnifier","-","3.5 Diopter (1.85x), 4.50"" L x 6.75"" W (114.30mm x 171.45mm)","Fluorescent, 13W (2)","30.00"" (762.0mm)","Gray","Base, Weighted","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/Magnification_Prod_Lines.pdf,-,17847BK-ND,17847BK,Luxo,LAMP MAGNIFIER 3.5 DIOPTER 13W,0,0,"Obsolete","0","1","WAVE Plus","Obsolete","Lamp, Magnifier","-","3.5 Diopter (1.85x), 4.50"" L x 6.75"" W (114.30mm x 171.45mm)","Fluorescent, 13W (2)","30.00"" (762.0mm)","Black","Base, Weighted","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/Magnification_Prod_Lines.pdf,//media.digikey.com/photos/Luxo%20Photos/17841LG.jpg,L841LG-ND,17841LG,Luxo,LAMP MAGNIFIER 3.5 DIOPTER 13W,0,0,"Obsolete","0","1","WAVE Plus","Obsolete","Lamp, Magnifier","-","3.5 Diopter (1.85x), 4.50"" L x 6.75"" W (114.30mm x 171.45mm)","Fluorescent, 13W (2)","45.00"" (1143.0mm)","Gray","Edge Clamp","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/Magnification_Prod_Lines.pdf,//media.digikey.com/photos/Luxo%20Photos/17842LG.jpg,L842LG-ND,17842LG,Luxo,LAMP MAGNIFIER 3.5 DIOPTER 13W,0,0,"Obsolete","0","1","WAVE Plus","Obsolete","Lamp, Magnifier","-","3.5 Diopter (1.85x), 4.50"" L x 6.75"" W (114.30mm x 171.45mm)","Fluorescent, 13W (2)","30.00"" (762.0mm)","Gray","Edge Clamp","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/Magnification_Prod_Lines.pdf,//media.digikey.com/photos/Luxo%20Photos/17843LG.jpg,L843LG-ND,17843LG,Luxo,LAMP MAGNIFIER 3.5 DIOPTER 13W,0,0,"Obsolete","0","1","WAVE Plus","Obsolete","Lamp, Magnifier","-","3.5 Diopter (1.85x), 4.50"" L x 6.75"" W (114.30mm x 171.45mm)","Fluorescent, 13W (2)","30.00"" (762.0mm)","Gray","Base, Weighted","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/Wave+Plus%20Magnifiers.pdf,//media.digikey.com/photos/Luxo%20Photos/17900BK.jpg,L900BK-ND,17900BK,Luxo,LAMP MAGNIFIER 3.5 DIOPTER 13W,0,0,"Obsolete","0","1","WAVE Plus","Obsolete","Lamp, Magnifier","-","3.5 Diopter (1.85x), 4.50"" L x 6.75"" W (114.30mm x 171.45mm)","Fluorescent, 13W (2)","45.00"" (1143.0mm)","Black","Edge Clamp","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/Wave+Plus%20Magnifiers.pdf,//media.digikey.com/photos/Luxo%20Photos/17902BK.jpg,L902BK-ND,17902BK,Luxo,LAMP MAGNIFIER 3.5 DIOPTER 13W,0,0,"Obsolete","0","1","WAVE Plus","Obsolete","Lamp, Magnifier","-","3.5 Diopter (1.85x), 4.50"" L x 6.75"" W (114.30mm x 171.45mm)","Fluorescent, 13W (2)","30.00"" (762.0mm)","Black","Edge Clamp","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/Wave+Plus%20Magnifiers.pdf,//media.digikey.com/photos/Luxo%20Photos/17904BK.jpg,L904BK-ND,17904BK,Luxo,LAMP MAGNIFIER 3.5 DIOPTER 13W,0,0,"Obsolete","0","1","WAVE Plus","Obsolete","Lamp, Magnifier","-","3.5 Diopter (1.85x), 4.50"" L x 6.75"" W (114.30mm x 171.45mm)","Fluorescent, 13W (2)","30.00"" (762.0mm)","Black","Base, Weighted","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/Handheld%20UV.pdf,//media.digikey.com/photos/Luxo%20Photos/16401.jpg,L16401-ND,16401,Luxo,LAMP MAGNIFIER 5 DIOPTER 120V 4W,0,0,"Obsolete","0","1","-","Obsolete","Lamp, Magnifier","120V","5 Diopter (2.25x), 2.50"" L x 4.00"" W (63.50mm x 101.60mm)","Fluorescent, 4W (2) and UV, 4W (2)","-","Gray","Handheld","10' (3.05m)"
//media.digikey.com/pdf/Data%20Sheets/Luxo/16345WT.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_16345LG.jpg,L345WT-ND,16345WT,Luxo,LAMP MAGNIFIER 3 DIOPT 115V 22W,0,0,"Discontinued at Digi-Key","0","9","IFM","Discontinued at Digi-Key","Lamp, Magnifier","115V","3 Diopter (1.75x), 5.00"" (127.00mm) Diameter","Fluorescent, 22W","45.00"" (1143.0mm)","White","Edge Clamp","-"
