Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Clothing Type","Size","Material","Color","Features"
http://documents.desco.com/PDF/TB-2055.PDF,-,73776-ND,73776,Desco,ESD SMOCK JCKT KNTTD CFFS GR SM,0,0,"57.61000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","Small","Polyester","Gray","4mm Snap Stud on Hip, Badge Tab, Pockets, Static Dissipative"
http://documents.desco.com/PDF/TB-2055.PDF,-,73777-ND,73777,Desco,ESD SMOCK JCKT KNTTD CFFS GR MD,0,0,"57.61000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","Medium","Polyester","Gray","4mm Snap Stud on Hip, Badge Tab, Pockets, Static Dissipative"
http://documents.desco.com/PDF/TB-2055.PDF,-,73778-ND,73778,Desco,ESD SMOCK JCKT KNTTD CFFS GR LG,0,0,"57.61000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","Large","Polyester","Gray","4mm Snap Stud on Hip, Badge Tab, Pockets, Static Dissipative"
http://documents.desco.com/PDF/TB-2055.PDF,-,73779-ND,73779,Desco,ESD SMOCK JCKT KNTTD CFFS GR XL,0,0,"57.61000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","XLarge","Polyester","Gray","4mm Snap Stud on Hip, Badge Tab, Pockets, Static Dissipative"
http://documents.desco.com/PDF/TB-2055.PDF,-,74200-ND,74200,Desco,ESD SMOCK JCKT KNTTD CFFS PK XS,0,0,"57.61000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","XSmall","Polyester","Pink","4mm Snap Stud on Hip, Badge Tab, Pockets, Static Dissipative"
http://documents.desco.com/PDF/TB-2055.PDF,-,74201-ND,74201,Desco,ESD SMOCK JCKT KNTTD CFFS PK SM,0,0,"57.61000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","Small","Polyester","Pink","4mm Snap Stud on Hip, Badge Tab, Pockets, Static Dissipative"
http://documents.desco.com/PDF/TB-2055.PDF,-,74204-ND,74204,Desco,ESD SMOCK JCKT KNTTD CFFS PK XL,0,0,"57.61000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","XLarge","Polyester","Pink","4mm Snap Stud on Hip, Badge Tab, Pockets, Static Dissipative"
http://documents.protektivepak.com/PDF/TB-2055.PDF,-,73911-ND,73911,Desco,SMOCK JCKT ORNG SM,0,0,"57.61000","0","1","Statshield®","Active","Smock, Lab Coat Length with Cuffs","Small","Polyester","Orange","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.protektivepak.com/PDF/TB-2055.PDF,-,73912-ND,73912,Desco,SMOCK JCKT ORNG MED,0,0,"57.61000","0","1","Statshield®","Active","Smock, Lab Coat Length with Cuffs","Medium","Polyester","Orange","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.protektivepak.com/PDF/TB-2055.PDF,-,73913-ND,73913,Desco,SMOCK JCKT ORNG LG,0,0,"57.61000","0","1","Statshield®","Active","Smock, Lab Coat Length with Cuffs","Large","Polyester","Orange","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.protektivepak.com/PDF/TB-2055.PDF,-,73914-ND,73914,Desco,SMOCK JCKT ORNG XLG,0,0,"57.61000","0","1","Statshield®","Active","Smock, Lab Coat Length with Cuffs","XLarge","Polyester","Orange","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,-,73916D-ND,73916,Desco,"SMOCK, STATSHIELD, JACKET, KNITT",0,0,"58.41000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","3XLarge","Polyester","Orange","4mm Snap Stud on Hip, Badge Tab, Conductive Fabric on Cuff, Pockets"
http://documents.desco.com/PDF/TB-2055.PDF,-,74206D-ND,74206,Desco,"SMOCK, STATSHIELD, JACKET, KNITT",0,0,"58.41000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","3XLarge","Polyester","Pink","4mm Snap Stud on Hip, Badge Tab, Conductive Fabric on Cuff, Pockets"
http://documents.desco.com/PDF/TB-2055.PDF,-,73781-ND,73781,Desco,"SMOCK, STATSHIELD, JACKET, KNITT",0,0,"58.41000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","3XLarge","Polyester","Gray","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,-,74218D-ND,74218,Desco,"SMOCK, STATSHIELD, JACKET, SNAPS",0,0,"59.31000","0","1","Statshield®","Active","Smock, Jacket Length with Snaps","5XLarge","Polyester","Pink","4mm Snap Stud on Hip, Badge Tab, Conductive Fabric on Cuff, Pockets"
http://documents.desco.com/PDF/TB-2055.PDF,-,73898-ND,73898,Desco,"SMOCK, STATSHIELD, JACKET, SNAPS",0,0,"59.31000","0","1","Statshield®","Active","Smock, Jacket Length with Snaps","5XLarge","Polyester","Gray","4mm Snap Socket on Cuff, 4mm Snap Stud on Hip"
http://documents.desco.com/PDF/TB-2055.PDF,-,73651-ND,73651,Desco,ESD LAB COAT W/CUFFS TEAL S,0,0,"60.50000","0","1","Statshield®","Active","Smock, Lab Coat Length with Cuffs","Small","Polyester","Teal","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,-,73652-ND,73652,Desco,ESD LAB COAT W/CUFFS TEAL M,0,0,"60.50000","0","1","Statshield®","Active","Smock, Lab Coat Length with Cuffs","Medium","Polyester","Teal","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,-,73653-ND,73653,Desco,ESD LAB COAT W/CUFFS TEAL L,0,0,"60.50000","0","1","Statshield®","Active","Smock, Lab Coat Length with Cuffs","Large","Polyester","Teal","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,-,73654-ND,73654,Desco,ESD LAB COAT W/CUFFS TEAL XL,0,0,"60.50000","0","1","Statshield®","Active","Smock, Lab Coat Length with Cuffs","XLarge","Polyester","Teal","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
-,-,74229-ND,74229,Desco,"SMOCK, TRUSTAT, JACKET, 6XL,WH 1",0,0,"61.18000","0","1","Trustat®","Active","Smock, Jacket Length with Snaps","6XLarge","-","White","Snap Adjustable Cuffs"
http://documents.desco.com/PDF/TB-2055.PDF,-,73780-ND,73780,Desco,ESD SMOCK JCKT KNTTD CFFS GR 2XL,0,0,"62.30000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","2XLarge","Polyester","Gray","4mm Snap Stud on Hip, Badge Tab, Pockets, Static Dissipative"
http://documents.desco.com/PDF/TB-2055.PDF,-,74205-ND,74205,Desco,ESD SMOCK JCKT KNTTD CFFS PK 2XL,0,0,"62.30000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","2XLarge","Polyester","Pink","4mm Snap Stud on Hip, Badge Tab, Pockets, Static Dissipative"
http://documents.protektivepak.com/PDF/TB-2055.PDF,-,73915-ND,73915,Desco,SMOCK JCKT ORNG 2XLG,0,0,"62.30000","0","1","Statshield®","Active","Smock, Lab Coat Length with Cuffs","2XLarge","Polyester","Orange","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,-,73907D-ND,73907,Desco,"SMOCK, STATSHIELD, JACKET, CUFFS",0,0,"62.31000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","4XLarge","-","Burgundy","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,-,73899-ND,73899,Desco,"SMOCK, STATSHIELD, JACKET, SNAPS",0,0,"63.25000","0","1","Statshield®","Active","Smock, Jacket Length with Snaps","6XLarge","Polyester","Gray","4mm Snap Socket on Cuff, 4mm Snap Stud on Hip"
http://documents.desco.com/PDF/TB-2055.PDF,-,74219-ND,74219,Desco,"SMOCK, STATSHIELD, JACKET, SNAPS",0,0,"63.25000","0","1","Statshield®","Active","Smock, Jacket Length with Snaps","6XLarge","Polyester","Pink","4mm Snap Stud on Hip, Badge Tab, Conductive Fabric on Cuff, Pockets"
http://documents.desco.com/PDF/TB-2055.PDF,//media.digikey.com/Photos/Desco%20Photos/73853.JPG,73855-ND,73855,Desco,ESD JACKET W/CUFFS TEAL 2XL,0,0,"63.39000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","2XLarge","Polyester","Teal","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,-,73655-ND,73655,Desco,ESD LAB COAT W/CUFFS TEAL 2XL,0,0,"64.53000","0","1","Statshield®","Active","Smock, Lab Coat Length with Cuffs","2XLarge","Polyester","Teal","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,-,73917D-ND,73917,Desco,"SMOCK, STATSHIELD, JACKET, KNITT",0,0,"65.45000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","4XLarge","Polyester","Orange","4mm Snap Stud on Hip, Badge Tab, Conductive Fabric on Cuff, Pockets"
http://documents.desco.com/PDF/TB-2055.PDF,-,74207D-ND,74207,Desco,"SMOCK, STATSHIELD, JACKET, KNITT",0,0,"65.45000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","4XLarge","Polyester","Pink","4mm Snap Stud on Hip, Badge Tab, Conductive Fabric on Cuff, Pockets"
http://documents.desco.com/PDF/TB-2055.PDF,-,73782-ND,73782,Desco,"SMOCK, STATSHIELD, JACKET, KNITT",0,0,"65.45000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","4XLarge","Polyester","Gray","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,-,73867-ND,73867,Desco,"SMOCK, STATSHIELD, JACKET, KNITT",0,0,"65.45000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","4XLarge","Polyester","Black","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,-,73908D-ND,73908,Desco,"SMOCK, STATSHIELD, JACKET, CUFFS",0,0,"66.73000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","5XLarge","-","Burgundy","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,-,73868-ND,73868,Desco,"SMOCK, STATSHIELD, JACKET, KNITT",0,0,"69.02000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","5XLarge","Polyester","Black","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,-,73918D-ND,73918,Desco,"SMOCK, STATSHIELD, JACKET, KNITT",0,0,"69.04000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","5XLarge","Polyester","Orange","4mm Snap Stud on Hip, Badge Tab, Conductive Fabric on Cuff, Pockets"
http://documents.desco.com/PDF/TB-2055.PDF,-,74208D-ND,74208,Desco,"SMOCK, STATSHIELD, JACKET, KNITT",0,0,"69.04000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","5XLarge","Polyester","Pink","4mm Snap Stud on Hip, Badge Tab, Conductive Fabric on Cuff, Pockets"
http://documents.desco.com/PDF/TB-2055.PDF,-,73783-ND,73783,Desco,"SMOCK, STATSHIELD, JACKET, KNITT",0,0,"69.04000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","5XLarge","Polyester","Gray","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,-,73909D-ND,73909,Desco,"SMOCK, STATSHIELD, JACKET, CUFFS",0,0,"70.50000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","6XLarge","-","Burgundy","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,//media.digikey.com/Photos/Desco%20Photos/73765.JPG,73772-ND,73772,Desco,ESD JACKET W/CUFFS BLUE 4XL,0,0,"71.01000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","4XLarge","Polyester","Blue","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,-,73869-ND,73869,Desco,"SMOCK, STATSHIELD, JACKET, KNITT",0,0,"74.02000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","6XLarge","Polyester","Black","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,-,73919D-ND,73919,Desco,"SMOCK, STATSHIELD, JACKET, KNITT",0,0,"74.03000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","6XLarge","Polyester","Orange","4mm Snap Stud on Hip, Badge Tab, Conductive Fabric on Cuff, Pockets"
http://documents.desco.com/PDF/TB-2055.PDF,-,74209D-ND,74209,Desco,"SMOCK, STATSHIELD, JACKET, KNITT",0,0,"74.03000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","6XLarge","Polyester","Pink","4mm Snap Stud on Hip, Badge Tab, Conductive Fabric on Cuff, Pockets"
http://documents.desco.com/PDF/TB-2055.PDF,-,73784-ND,73784,Desco,"SMOCK, STATSHIELD, JACKET, KNITT",0,0,"74.03000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","6XLarge","Polyester","Gray","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.staticcontrol.com/PDF/Dual-Wire-Smocks-User-Guide.pdf,//media.digikey.com/Photos/SCS/MFG_77010x.jpg,770106-ND,770106,SCS,SMOCK JACKET DUAL WIRE BLUE 3XL,0,0,"96.95000","0","1","7701","Active","Smock, Jacket Length with Cuffs","3XLarge","Polyester","Blue","Conductive Fabric on Cuff, MagSnap® on Hip, Static Dissipative"
http://documents.staticcontrol.com/PDF/Dual-Wire-Smocks-User-Guide.pdf,//media.digikey.com/Photos/SCS/MFG_77010x.jpg,770107-ND,770107,SCS,SMOCK JACKET DUAL WIRE BLUE 4XL,0,0,"96.95000","0","1","7701","Active","Smock, Jacket Length with Cuffs","4XLarge","Polyester","Blue","Conductive Fabric on Cuff, MagSnap® on Hip, Static Dissipative"
http://documents.staticcontrol.com/PDF/Dual-Wire-Smocks-User-Guide.pdf,//media.digikey.com/Photos/SCS/MFG_77010x.jpg,770108-ND,770108,SCS,SMOCK JACKET DUAL WIRE BLUE 5XL,0,0,"96.95000","0","1","7701","Active","Smock, Jacket Length with Cuffs","5XLarge","Polyester","Blue","Conductive Fabric on Cuff, MagSnap® on Hip, Static Dissipative"
http://documents.staticcontrol.com/PDF/Dual-Wire-Smocks-User-Guide.pdf,//media.digikey.com/Photos/SCS/MFG_77010x.jpg,770109-ND,770109,SCS,SMOCK JACKET DUAL WIRE BLUE 6XL,0,0,"96.95000","0","1","7701","Active","Smock, Jacket Length with Cuffs","6XLarge","Polyester","Blue","Conductive Fabric on Cuff, MagSnap® on Hip, Static Dissipative"
http://documents.desco.com/PDF/04584.pdf,-,04584-ND,04584,Desco,BTE DSPSBLE CNDCTVE 150 PR,0,0,"99.09000","0","1","Trustat®","Active","Bootie","One Size","-","Blue","Conductive, Non Marring, Static Dissipative"
-,-,2045-Q-5J-ND,Q-5J,Jensen Global Inc.,QUALATEX POWDERFREE FINGER COT S,0,0,"237.41000","0","1","*","Active","-","-","-","-","-"
-,-,2045-Q-7J-ND,Q-7J,Jensen Global Inc.,ANTISTATIC POWDERFREE LATEX FING,0,0,"321.20000","0","1","*","Active","-","-","-","-","-"
-,-,2045-Q-7C-ND,Q-7C,Jensen Global Inc.,ANTISTATIC LATEX FINGER COT CLAS,0,0,"344.38000","0","1","*","Active","-","-","-","-","-"
-,-,2045-Q-2C-ND,Q-2C,Jensen Global Inc.,LATEX LOW POWDER FINGER COT SXL,0,0,"393.75000","0","1","*","Active","-","-","-","-","-"
-,-,2045-Q-8J-ND,Q-8J,Jensen Global Inc.,DISSIPATIVE POWDERFREE FINGER CO,0,0,"459.38000","0","1","*","Active","-","-","-","-","-"
-,-,2045-Q-8C-ND,Q-8C,Jensen Global Inc.,STATIC DISSIPATIVE LATEX FINGER,0,0,"555.63000","0","1","*","Active","-","-","-","-","-"
-,-,2045-Q-9C-ND,Q-9C,Jensen Global Inc.,NITRILE LATEXFREE FINGER COT,0,0,"663.13000","0","1","*","Active","-","-","-","-","-"
http://documents.desco.com/PDF/68100.pdf,-,68100-ND,68100,Desco,GLOVES POLYESTER WHT LARGE 1PAIR,0,0,"Obsolete","0","1","-","Obsolete","Gloves, Women's - Dissipative","Large","Polyester","White","4mm Snap Stud"
http://documents.desco.com/PDF/68100.pdf,-,68101-ND,68101,Desco,GLOVES POLYESTER WHT MED 1PAIR,0,0,"Obsolete","0","1","-","Obsolete","Gloves, Women's - Dissipative","Medium","Polyester","White","4mm Snap Stud"
http://documents.desco.com/PDF/68100.pdf,-,68102-ND,68102,Desco,GLOVES POLYESTER WHT SMALL 1PAIR,0,0,"Obsolete","0","3","-","Obsolete","Gloves, Women's - Dissipative","Small","Polyester","White","4mm Snap Stud"
http://documents.desco.com/PDF/68100.pdf,-,68103-ND,68103,Desco,GLOVES POLYESTER WHT LARGE 1PAIR,0,0,"Obsolete","0","1","-","Obsolete","Gloves, Men's - Dissipative","Large","Polyester","White","4mm Snap Stud"
http://documents.desco.com/PDF/68100.pdf,-,68105-ND,68105,Desco,GLOVES POLYESTER WHT SMALL 1PAIR,0,0,"Obsolete","0","1","-","Obsolete","Gloves, Men's - Dissipative","Small","Polyester","White","4mm Snap Stud"
http://documents.desco.com/PDF/68100.pdf,-,68106-ND,68106,Desco,GLOVES POLYESTER WHT XLRG 1PAIR,0,0,"Obsolete","0","1","-","Obsolete","Gloves, Men's - Dissipative","XLarge","Polyester","White","4mm Snap Stud"
http://documents.desco.com/PDF/TB-2055.PDF,-,73631-ND,73631,Desco,ESD LAB COAT W/CUFFS WHITE S,0,0,"Obsolete","0","1","Statshield®","Obsolete","Smock, Lab Coat Length with Cuffs","Small","Polyester","White","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,-,73635-ND,73635,Desco,ESD LAB COAT W/CUFFS WHITE 2XL,0,0,"Obsolete","0","1","Statshield®","Obsolete","Smock, Lab Coat Length with Cuffs","2XLarge","Polyester","White","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,-,73600-ND,73600,Desco,ESD LAB COAT W/SNAPS BLUE XS,0,0,"Obsolete","0","1","Statshield®","Obsolete","Smock, Lab Coat Length with Snaps","XSmall","Polyester","Blue","4mm Snap Socket on Cuff, 4mm Snap Stud on Hip"
http://documents.desco.com/PDF/TB-2055.PDF,-,73606-ND,73606,Desco,ESD LAB COAT W/SNAPS BLUE 3XL,0,0,"Obsolete","0","1","Statshield®","Obsolete","Smock, Lab Coat Length with Snaps","3XLarge","Polyester","Blue","4mm Snap Socket on Cuff, 4mm Snap Stud on Hip"
http://documents.desco.com/PDF/TB-2055.PDF,-,73607-ND,73607,Desco,ESD LAB COAT W/SNAPS BLUE 4XL,0,0,"Obsolete","0","1","Statshield®","Obsolete","Smock, Lab Coat Length with Snaps","4XLarge","Polyester","Blue","4mm Snap Socket on Cuff, 4mm Snap Stud on Hip"
http://documents.desco.com/PDF/TB-2055.PDF,//media.digikey.com/Photos/Desco%20Photos/73612.JPG,73610-ND,73610,Desco,ESD LAB COAT W/CUFFS BLUE XS,0,0,"Obsolete","0","1","Statshield®","Obsolete","Smock, Lab Coat Length with Cuffs","XSmall","Polyester","Blue","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,//media.digikey.com/Photos/Desco%20Photos/73612.JPG,73617-ND,73617,Desco,ESD LAB COAT W/CUFFS BLUE 4XL,0,0,"Obsolete","0","1","Statshield®","Obsolete","Smock, Lab Coat Length with Cuffs","4XLarge","Polyester","Blue","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,//media.digikey.com/Photos/Desco%20Photos/73612.JPG,73618-ND,73618,Desco,ESD LAB COAT W/CUFFS BLUE 5XL,0,0,"Obsolete","0","1","Statshield®","Obsolete","Smock, Lab Coat Length with Cuffs","5XLarge","Polyester","Blue","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,//media.digikey.com/Photos/Desco%20Photos/73612.JPG,73619-ND,73619,Desco,ESD LAB COAT W/CUFFS BLUE 6XL,0,0,"Obsolete","0","1","Statshield®","Obsolete","Smock, Lab Coat Length with Cuffs","6XLarge","Polyester","Blue","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,-,73620-ND,73620,Desco,ESD LAB COAT W/SNAPS WHITE XS,0,0,"Obsolete","0","1","Statshield®","Obsolete","Smock, Lab Coat Length with Snaps","XSmall","Polyester","White","4mm Snap Socket on Cuff, 4mm Snap Stud on Hip"
http://documents.desco.com/PDF/TB-2055.PDF,-,73626-ND,73626,Desco,ESD LAB COAT W/SNAPS WHITE 3XL,0,0,"Obsolete","0","1","Statshield®","Obsolete","Smock, Lab Coat Length with Snaps","3XLarge","Polyester","White","4mm Snap Socket on Cuff, 4mm Snap Stud on Hip"
http://documents.desco.com/PDF/TB-2055.PDF,-,73627-ND,73627,Desco,ESD LAB COAT W/SNAPS WHITE 4XL,0,0,"Obsolete","0","1","Statshield®","Obsolete","Smock, Lab Coat Length with Snaps","4XLarge","Polyester","White","4mm Snap Socket on Cuff, 4mm Snap Stud on Hip"
http://documents.desco.com/PDF/TB-2055.PDF,-,73628-ND,73628,Desco,ESD LAB COAT W/SNAPS WHITE 5XL,0,0,"Obsolete","0","1","Statshield®","Obsolete","Smock, Lab Coat Length with Snaps","5XLarge","Polyester","White","4mm Snap Socket on Cuff, 4mm Snap Stud on Hip"
http://documents.desco.com/PDF/TB-2055.PDF,-,73629-ND,73629,Desco,ESD LAB COAT W/SNAPS WHITE 6XL,0,0,"Obsolete","0","1","Statshield®","Obsolete","Smock, Lab Coat Length with Snaps","6XLarge","Polyester","White","4mm Snap Socket on Cuff, 4mm Snap Stud on Hip"
http://documents.desco.com/PDF/TB-2055.PDF,-,73630-ND,73630,Desco,ESD LAB COAT W/CUFFS WHITE XS,0,0,"Obsolete","0","1","Statshield®","Obsolete","Smock, Lab Coat Length with Cuffs","XSmall","Polyester","White","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,-,73636-ND,73636,Desco,ESD LAB COAT W/CUFFS WHITE 3XL,0,0,"Obsolete","0","1","Statshield®","Obsolete","Smock, Lab Coat Length with Cuffs","3XLarge","Polyester","White","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,-,73637-ND,73637,Desco,ESD LAB COAT W/CUFFS WHITE 4XL,0,0,"Obsolete","0","1","Statshield®","Obsolete","Smock, Lab Coat Length with Cuffs","4XLarge","Polyester","White","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,-,73638-ND,73638,Desco,ESD LAB COAT W/CUFFS WHITE 5XL,0,0,"Obsolete","0","1","Statshield®","Obsolete","Smock, Lab Coat Length with Cuffs","5XLarge","Polyester","White","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,-,73639-ND,73639,Desco,ESD LAB COAT W/CUFFS WHITE 6XL,0,0,"Obsolete","0","1","Statshield®","Obsolete","Smock, Lab Coat Length with Cuffs","6XLarge","Polyester","White","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,-,73640-ND,73640,Desco,ESD LAB COAT W/SNAPS TEAL XS,0,0,"Obsolete","0","1","Statshield®","Obsolete","Smock, Lab Coat Length with Snaps","XSmall","Polyester","Teal","4mm Snap Socket on Cuff, 4mm Snap Stud on Hip"
http://documents.desco.com/PDF/TB-2055.PDF,-,73646-ND,73646,Desco,ESD LAB COAT W/SNAPS TEAL 3XL,0,0,"Obsolete","0","1","Statshield®","Obsolete","Smock, Lab Coat Length with Snaps","3XLarge","Polyester","Teal","4mm Snap Socket on Cuff, 4mm Snap Stud on Hip"
http://documents.desco.com/PDF/TB-2055.PDF,-,73647-ND,73647,Desco,ESD LAB COAT W/SNAPS TEAL 4XL,0,0,"Obsolete","0","1","Statshield®","Obsolete","Smock, Lab Coat Length with Snaps","4XLarge","Polyester","Teal","4mm Snap Socket on Cuff, 4mm Snap Stud on Hip"
http://documents.desco.com/PDF/TB-2055.PDF,-,73648-ND,73648,Desco,ESD LAB COAT W/SNAPS TEAL 5XL,0,0,"Obsolete","0","1","Statshield®","Obsolete","Smock, Lab Coat Length with Snaps","5XLarge","Polyester","Teal","4mm Snap Socket on Cuff, 4mm Snap Stud on Hip"
http://documents.desco.com/PDF/TB-2055.PDF,-,73649-ND,73649,Desco,ESD LAB COAT W/SNAPS TEAL 6XL,0,0,"Obsolete","0","1","Statshield®","Obsolete","Smock, Lab Coat Length with Snaps","6XLarge","Polyester","Teal","4mm Snap Socket on Cuff, 4mm Snap Stud on Hip"
http://documents.desco.com/PDF/TB-2055.PDF,-,73650-ND,73650,Desco,ESD LAB COAT W/CUFFS TEAL XS,0,0,"Obsolete","0","1","Statshield®","Obsolete","Smock, Lab Coat Length with Cuffs","XSmall","Polyester","Teal","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,-,73657-ND,73657,Desco,ESD LAB COAT W/CUFFS TEAL 4XL,0,0,"Obsolete","0","1","Statshield®","Obsolete","Smock, Lab Coat Length with Cuffs","4XLarge","Polyester","Teal","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,-,73658-ND,73658,Desco,ESD LAB COAT W/CUFFS TEAL 5XL,0,0,"Obsolete","0","1","Statshield®","Obsolete","Smock, Lab Coat Length with Cuffs","5XLarge","Polyester","Teal","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,-,73659-ND,73659,Desco,ESD LAB COAT W/CUFFS TEAL 6XL,0,0,"Obsolete","0","1","Statshield®","Obsolete","Smock, Lab Coat Length with Cuffs","6XLarge","Polyester","Teal","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,-,73699-ND,73699,Desco,ESD JACKET W/SNAPS BLUE XS,0,0,"Obsolete","0","1","Statshield®","Obsolete","Smock, Jacket Length with Snaps","XSmall","Polyester","Blue","4mm Snap Socket on Cuff, 4mm Snap Stud on Hip"
http://documents.desco.com/PDF/TB-2055.PDF,-,73741-ND,73741,Desco,ESD JACKET W/SNAPS BLUE 3XL,0,0,"Obsolete","0","1","Statshield®","Obsolete","Smock, Jacket Length with Snaps","3XLarge","Polyester","Blue","4mm Snap Socket on Cuff, 4mm Snap Stud on Hip"
http://documents.desco.com/PDF/TB-2055.PDF,-,73742-ND,73742,Desco,ESD JACKET W/SNAPS BLUE 4XL,0,0,"Obsolete","0","1","Statshield®","Obsolete","Smock, Jacket Length with Snaps","4XLarge","Polyester","Blue","4mm Snap Socket on Cuff, 4mm Snap Stud on Hip"
http://documents.desco.com/PDF/TB-2055.PDF,-,73743-ND,73743,Desco,ESD JACKET W/SNAPS BLUE 5XL,0,0,"Obsolete","0","1","Statshield®","Obsolete","Smock, Jacket Length with Snaps","5XLarge","Polyester","Blue","4mm Snap Socket on Cuff, 4mm Snap Stud on Hip"
