Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Cleaner, Treatment Type","Usage","Specifications","Quantity"
http://documents.desco.com/PDF/TB-7042.pdf,//media.digikey.com/photos/Desco%20Photos/MFG_10511.jpg,10512D-ND,10512,Desco,FNSH FLR STTGRD 5GAL BOX,0,0,"293.17000","0","1","Bag-in-Box","Statguard®","Active","Floor Finish, Antistatic","Floors","Anti-Static, Slip Resistant","5 Gallon"
http://documents.staticcontrol.com/PDF/Desiccant_Plastic_KraftPaper.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_desiccant%20plastic%20pouch.jpg,8PLDES300-ND,8PLDES300,SCS,8 U PLASTIC DESI 300/DRUM,0,0,"301.52000","0","1","Drum","-","Active","Desiccant","Moisture Absorption","Montmorillonte Clay, Sulphur Free","1 (300 ea 8.5"" L x 4.25"" W)"
http://documents.desco.com/PDF/TB-7055.pdf,-,46025D-ND,46025,Desco,STTGRD LOW-VOC FLR FNSH 5GAL,0,0,"304.18000","0","1","Bag-in-Box","Statguard®","Active","Floor Finish, Antistatic","Floors","Anti-Static, Low VOC, Slip Resistant","5 Gallon"
http://documents.desco.com/PDF/TB-7042.pdf,-,46001-ND,46001,Desco,FNSH FLR STTGRD 5GAL BOX,0,0,"311.94000","0","1","Bag-in-Box","Statguard®","Active","Floor Finish, Antistatic","Floors","Anti-Static, Slip Resistant","5 Gallon"
http://documents.desco.com/PDF/TB-7055.pdf,//media.digikey.com/photos/Desco%20Photos/MFG_10550.jpg,10551-ND,10551,Desco,STATGUARD FL FINISH 5.0 GAL,0,0,"314.47000","0","1","Bag-in-Box","Statguard®","Active","Floor Finish, Antistatic","Floors","Anti-Static, Low VOC, Slip Resistant, Zinc Free","5 Gallon"
-,-,068403M-ND,06840,3M,3M BOOTH COATING IS A WATER-,0,0,"315.01000","0","1","-","Dirt Trap","Active","Booth Coating","Paint Booths","Solvent Resistant","5 Gallon"
http://www.aclstaticide.com/datasheets/4000TDS_14.pdf,//media.digikey.com/Photos/ACL%20Staticide%20Photos/MFG_40005.jpg,40005ST-ND,40005,ACL Staticide Inc,ACRYLIC FLOOR FINISH 5 GAL PAIL,0,0,"318.00000","0","1","Pail","Staticide®","Active","Floor Finish, Antistatic","Floors","Biodegradable, Low VOC","5 Gallon"
//media.digikey.com/pdf/Data%20Sheets/ACL%20PDFs/4700_Staticide.pdf,-,ACL10R-5-ND,ACL 10R-5,ACL Staticide Inc,SEALER / PRIMER 5 GAL PAIL,0,0,"350.00000","0","1","Pail","ACL Staticide®","Active","Primer","Floors","-","5 Gallon"
http://www.aclstaticide.com/datasheets/4300TDS_1011.pdf,//media.digikey.com/Photos/ACL%20Staticide%20Photos/MFG_4300-5.jpg,4300-5-ND,4300-5,ACL Staticide Inc,ECO ACRYLIC FLR FINISH 5 GAL,0,0,"380.00000","0","1","Pail","Staticide®","Active","Floor Finish, Antistatic","Floors","Biodegradable, Low VOC","5 Gallon"
http://www.aclstaticide.com/datasheets/4600TDS_1011.pdf,//media.digikey.com/Photos/ACL%20Staticide%20Photos/MFG_4600-5.jpg,4600-5-ND,4600-5,ACL Staticide Inc,STATICIDE ULTRA FLR FINISH 5 GAL,0,0,"380.00000","0","1","Pail","Staticide®","Active","Floor Finish, Antistatic","Floors","Biodegradable, Low VOC","5 Gallon"
http://www.aclstaticide.com/datasheets/4800TDS_14.pdf,//media.digikey.com/Photos/ACL%20Staticide%20Photos/MFG_4800-5.jpg,4800-5-ND,4800-5,ACL Staticide Inc,STATICIDE ULTRA II FLR FNSH 5 GL,0,0,"380.00000","0","1","Pail","Staticide® Ultra II","Active","Floor Finish, Antistatic","Floors","Biodegradable, Low VOC","5 Gallon"
http://documents.staticcontrol.com/PDF/Desiccant_Plastic_KraftPaper.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_desiccant%20plastic%20pouch.jpg,1PLDES1800-ND,1PLDES1800,SCS,DESICCANT 1 UNIT 1800/DRUM,0,0,"422.21000","0","1","Drum","-","Active","Desiccant","Moisture Absorption","Montmorillonte Clay, Sulphur Free","1800 (4.5"" L x 3"" W)"
http://www.aclstaticide.com/pdf/ACL-Staticide-Static-Control-Brochure-2014.pdf,//media.digikey.com/Photos/ACL%20Staticide%20Photos/MFG_6x001.jpg,63001-ND,63001,ACL Staticide Inc,ANTISTATIC COATING PLASTICS 1GAL,0,0,"486.00000","0","1","Bottle","Staticide®","Active","Cleaner, Antistatic","Plastic Surfaces","Biodegradable, Low VOC, Plastic Safe","1 Gallon"
http://documents.desco.com/PDF/TB-7001.pdf,-,10409-ND,10409,Desco,PAINT COND LATEX GRAY 5GAL,0,0,"717.91000","0","1","Pail","Statguard®","Active","Paint, Conductive","Floors","-","5 Gallon"
http://documents.protektivepak.com/PDF/TB-7001.pdf,-,46041-ND,46041,Desco,COND ACRYLIC FL PAINT GRAY 5GAL,0,0,"883.60000","0","1","Pail","Statguard®","Active","Paint, Conductive","Floors","-","5 Gallon"
http://www.aclstaticide.com/datasheets/4700SSTDS_1211.pdf,//media.digikey.com/Photos/ACL%20Staticide%20Photos/MFG_4700-SS-x.jpg,4700-SS5-ND,4700-SS5,ACL Staticide Inc,STATICID DMND POLY FLR CTNG 5 GL,0,0,"981.00000","0","1","Pail","Staticide®","Active","ESD Paint","Floors","Biodegradable, Low VOC","5 Gallon"
http://documents.statguardflooring.com/PDF/TB-7001.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_46051.jpg,46051-ND,46051,Desco,COND ACRYLIC FL PAINT LTGRY 5GAL,0,0,"1170.49000","0","1","-","Statguard®","Active","Paint, Conductive","Floors","-","5 Gallon"
http://documents.desco.com/PDF/TB-7055.pdf,-,46026-ND,46026,Desco,STTGRD LOW-VOC FLR FNSH 55GAL,0,0,"2301.80000","0","1","Drum","Statguard®","Active","Cleaner, Antistatic","Floors","Anti-Static, Low VOC, Slip Resistant","55 Gallon"
-,-,46003-ND,46003,Desco,FLOOR FINISH ANTISTATIC 55 GAL,0,0,"2359.83000","0","1","Bag-in-Box","Statguard®","Active","Floor Finish, Antistatic","Floors","Anti-Static, Slip Resistant","5 Gallon"
-,//media.digikey.com/Photos/ACL%20Staticide%20Photos/MFG_6x005.jpg,63005-ND,63005,ACL Staticide Inc,STATICIDE ESD SFTY SHLD 5 GAL,0,0,"2370.01000","0","1","Pail","Staticide®","Active","Cleaner, Antistatic","Multiple Surfaces","Biodegradable, Low VOC, Plastic Safe","5 Gallon"
-,//media.digikey.com/Photos/ACL%20Staticide%20Photos/MFG_6x005.jpg,64005-ND,64005,ACL Staticide Inc,STATICIDE ESD SFTY SHLD 5 GAL,0,0,"2695.01000","0","1","Pail","Staticide®","Active","Coating, Antistatic","Plastic Surfaces","Abrasion Resistant, Plastic Safe, Solvent Resistant, Translucent","5 Gallon"
http://documents.desco.com/PDF/TB-7055.pdf,-,10552-ND,10552,Desco,FLOOR FINISH 55 GAL,0,0,"2877.25000","0","1","Drum","Statguard®","Active","Floor Finish, Antistatic","Floors","Anti-Static, Low VOC, Slip Resistant, Zinc Free","55 Gallon"
http://documents.desco.com/PDF/TB-7042.pdf,-,10520-ND,10520,Desco,FINISH FLOOR STATGUARD 55GAL,0,0,"2950.61000","0","1","Drum","Statguard®","Active","Floor Finish, Antistatic","Floors","Anti-Static, Non-Combustible","55 Gallon"
//media.digikey.com/pdf/Data%20Sheets/ACL%20PDFs/4700_Staticide.pdf,-,ACL10R-2-ND,ACL 10R-2,ACL Staticide Inc,SEALER / PRIMER DRUM,0,0,"3150.00000","0","1","Drum","ACL Staticide®","Active","Primer","Floors","-","54 Gallon"
//media.digikey.com/pdf/Data%20Sheets/ACL%20PDFs/ACL_Staticide_Catalog_2006.pdf,//media.digikey.com/photos/ACL%20Staticide%20Photos/MFG_IW50.jpg,ST1006-ND,IW-50,ACL Staticide Inc,WIPES STATICIDE INDUSTRIAL 50PCS,0,0,"Obsolete","0","6","Individual Packets","Staticide®","Obsolete","Wipes, Antistatic","Electronic Equipment","Bacteriostatic, Low VOC, Plastic Safe","50 (11"" L x 8"" W)"
"//media.digikey.com/pdf/Data%20Sheets/Desco%20PDFs/13840,42,50,52_Data&MSDS.pdf",-,16-1065-ND,13852,Desco,DESICCANT 1 UNIT PAIL OF 300PCS,0,0,"Discontinued at Digi-Key","0","1","Pail of Individual Packets","Desi Pak®","Discontinued at Digi-Key","Desiccant","Moisture Absorption","Montmorillonte Clay, Sulphur Free","300 (5"" L x 3.5"" W)"
//media.digikey.com/pdf/Data%20Sheets/ITW%20Chemtronics/CP420E.pdf,-,CP420E-ND,CP420E,Chemtronics,CLEANER LUBRICANT ELECT 50PCS,0,0,"Obsolete","0","4","Individual Packets","Gold Guard™","Obsolete","Wipes, Wet","Precious Metal Contacts","CFC/HCFC Free","50"
//media.digikey.com/pdf/Data%20Sheets/ACL%20PDFs/ACL_Staticide_Catalog_2006.pdf,//media.digikey.com/photos/ACL%20Staticide%20Photos/MFG_8000.jpg,ST1017-ND,8000,ACL Staticide Inc,CLEANING WIPES PREMOIST 40PCS,0,0,"Obsolete","0","12","Pouch","Staticide®","Obsolete","Wipes, Antistatic","Electronic Equipment","Lint Free, Plastic Safe","40 (7"" L x 7"" W)"
http://documents.desco.com/PDF/TB-7000.pdf,//media.digikey.com/photos/Desco%20Photos/10435.jpg,16-1054-ND,10435,Desco,REZTORE ANTISTATIC CLEANER 1 QT,0,0,"Obsolete","0","1","Bottle, Spray","Reztore™, Menda","Obsolete","Cleaner, Antistatic","Mats, Surfaces","CFC Free, Low VOC","1 Quart"
//media.digikey.com/pdf/Data%20Sheets/ACL%20PDFs/ACL_Staticide_Catalog_2006.pdf,//media.digikey.com/photos/ACL%20Staticide%20Photos/MFG_4200.jpg,4200-1-ND,4200-1,ACL Staticide Inc,FLOOR FINISH STATIC DISS VOC,0,0,"Obsolete","0","4","Bottle","Staticide®","Obsolete","Floor Finish, Antistatic","Floors","Zero VOC","1 Gallon"
//media.digikey.com/pdf/Data%20Sheets/ACL%20PDFs/Staticide_Aerosol.pdf,-,2500-ND,2500,ACL Staticide Inc,STATIC DISS PERM COATING CLEAR,0,0,"Obsolete","0","4","Aerosol Can","Staticide® ESD","Obsolete","Coating, Antistatic","-","-","-"
-,-,4130-1-ND,4130-1,ACL Staticide Inc,STATIC CLEANER RESTORER 1 GAL.,0,0,"Obsolete","0","4","-","-","Obsolete","-","-","-","-"
http://www.aclstaticide.com/datasheets/8072TDS_old.pdf,-,8072-ND,8072,ACL Staticide Inc,CLEANER FOAM FOR GLASS&PLASTIC,0,0,"Obsolete","0","12","Aerosol Can","Staticide®","Obsolete","Cleaner, Antistatic","Glass, Plastics","General Purpose, Plastic Safe","15 Ounce"
//media.digikey.com/pdf/Data%20Sheets/ACL%20PDFs/ACL_Staticide_Catalog_2006.pdf,//media.digikey.com/photos/ACL%20Staticide%20Photos/MFG_TW12.jpg,TW12-ND,TW12,ACL Staticide Inc,WIPES PRE-SAT ELECTRONICS 24PCS,0,0,"Obsolete","0","12","Box","Staticide®","Obsolete","Wipes, Wet","Nonporous Surfaces","Bacteriostatic, Low VOC, Plastic Safe","1 (24 ea 8"" L x 5"" W)"
//media.digikey.com/pdf/Data%20Sheets/ACL%20PDFs/5050_%205055%20_5060.pdf,//media.digikey.com/photos/ACL%20Staticide%20Photos/5060.jpg,ST1030-ND,5060,ACL Staticide Inc,INSTANT HAND SANITIZER,0,0,"Obsolete","0","6","Bottle, Pump","Staticide®","Obsolete","Sanitizer","Antibacterial Wash","No Towel, Water Needed","500ml"
//media.digikey.com/pdf/Data%20Sheets/ACL%20PDFs/5050_%205055%20_5060.pdf,//media.digikey.com/photos/ACL%20Staticide%20Photos/5055.jpg,ST1058-ND,5055,ACL Staticide Inc,ANTI-BACTERIAL SOAP 500ML BOTTLE,0,0,"Obsolete","0","6","Bottle, Pump","Staticide®","Obsolete","Soap","Antibacterial Wash","Antibacterial, Anti-Static","500ml"
http://documents.desco.com/PDF/13850.pdf,//media.digikey.com/photos/Desco%20Photos/13850.jpg,16-1049-ND,13850,Desco,DESICCANT PACK 550PCS/PK,0,0,"Discontinued at Digi-Key","0","1","Pail of Individual Packets","Desi Pak®","Discontinued at Digi-Key","Desiccant","Moisture Absorption","Montmorillonte Clay, Reusable","550 (1.2"" L x 2.4"" W)"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/Heat_Seal_Connectors_&_Shrink_Tubing.pdf,-,10600-ND,10600,Desco,WIPES ANTISTATIC CANISTER OF 160,0,0,"Obsolete","0","1","Canister","Reztore™, Menda","Obsolete","Wipes, Antistatic","Multiple Surfaces","Anti-Static Dispenser, CFC Free, Lint Free, Low VOC, Non-Toxic","160 (6"" L x 6"" W)"
http://documents.desco.com/PDF/tb-2045.pdf,-,81030-ND,81030,Desco,FINISH FLOOR STATFREE 55GAL,0,0,"Discontinued at Digi-Key","0","1","Drum","Statfree®","Discontinued at Digi-Key","Floor Finish, Antistatic","Floors","-","55 Gallon"
-,//media.digikey.com/photos/ITW%20Chemtronics%20Photos/42272.jpg,42272-ND,42272,Chemtronics,WIPES PRE-SAT HAND CLNR/SAN 72PC,0,0,"Obsolete","0","6","Pail","Rough Touch®, Scrubs-In-A-Bucket®","Obsolete","Wipes, Wet","Multiple Surfaces","Antibacterial","1 (72 ea 12.25"" L x 10.5"" W)"
//media.digikey.com/pdf/Data%20Sheets/ACL%20PDFs/Canister_Wipes.pdf,"//media.digikey.com/photos/ACL%20Staticide%20Photos/MFG_SWC135,%20TWC135,%20CCW135.jpg",ST1027-ND,SWC135,ACL Staticide Inc,WIPES STATICIDE PREMOISTENED,0,0,"Obsolete","0","12","Canister","Staticide®","Obsolete","Wipes, Antistatic","Electronic Equipment","General Purpose","135 (7.5"" L x 6"" W)"
//media.digikey.com/pdf/Data%20Sheets/ACL%20PDFs/ACL_Staticide_Catalog_2006.pdf,//media.digikey.com/photos/ACL%20Staticide%20Photos/TWC135.jpg,ST1028-ND,TWC135,ACL Staticide Inc,WIPES PRE-SAT ELECTRONICS 135PCS,0,0,"Obsolete","0","12","Canister","Staticide®","Obsolete","Wipes, Wet","Glass, Plastics","Anti-Fog, General Purpose","12 (135 ea 7.5"" L x 6"" W)"
//media.digikey.com/pdf/Data%20Sheets/ACL%20PDFs/ACL_Staticide_Catalog_2006.pdf,"//media.digikey.com/photos/ACL%20Staticide%20Photos/MFG_SWC135,%20TWC135,%20CCW135.jpg",ST1029-ND,CCW135,ACL Staticide Inc,WIPES PRE-SAT GLASS 135 PIECES,0,0,"Obsolete","0","12","Canister","Staticide®","Obsolete","Wipes, Wet","Nonporous Surfaces","General Purpose","12 (135 ea 7.5"" L x 6"" W)"
//media.digikey.com/pdf/Data%20Sheets/Easy%20Braid%20PDFs/Esay%20Braid%20Catalog.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/EBHC%20100.jpg,EB1185-ND,EBHC100,MENDA/EasyBraid,WIPES PRE-SAT CLNG SNTZNG 100PCS,0,0,"Obsolete","0","6","Canister","-","Obsolete","Wipes, Wet","Hand Cleaning","Pre-Moistened","6 (100 ea)"
//media.digikey.com/pdf/Data%20Sheets/Easy%20Braid%20PDFs/Esay%20Braid%20Catalog.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/EBIPA%20100.jpg,EB1186-ND,EBIPA100,MENDA/EasyBraid,WIPES PRE-SAT ELECTRONICS 100PCS,0,0,"Obsolete","0","6","Canister","-","Obsolete","Wipes, Wet","Multiple Surfaces","Pre-Moistened","6 (100 ea)"
//media.digikey.com/pdf/Data%20Sheets/Easy%20Braid%20PDFs/Esay%20Braid%20Catalog.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/EBSC%20100.jpg,EB1187-ND,EBSC100,MENDA/EasyBraid,WIPES PRE-SAT STENCIL 100PCS,0,0,"Obsolete","0","6","Canister","-","Obsolete","Wipes, Wet","Multiple Surfaces","Nonabrasive, Pre-Moistened","6 (100 ea)"
"//media.digikey.com/pdf/Data%20Sheets/ACL%20PDFs/Mat,Table_Top_%20Wipes.pdf",//media.digikey.com/photos/ACL%20Staticide%20Photos/ACLMTT20.JPG,MTT20-ND,ACLMTT20,ACL Staticide Inc,WIPES MAT/TABLE 9.5X12"" 20PCS,0,0,"Obsolete","0","6","Canister","Staticide®","Obsolete","Wipes, Antistatic","Mats, Surfaces","Anti-Static","1 (22 ea 9.5"" L x 12"" W)"
//media.digikey.com/pdf/Data%20Sheets/Desco%20PDFs/81082.pdf,//media.digikey.com/photos/Desco%20Photos/MFG_81082.jpg,16-1070-ND,81082,Desco,LOTION ESD HAND 1QUART PUMP,0,0,"Obsolete","0","1","Bottle, Pump","Reztore™, Menda","Obsolete","Lotion, Hand","Moisturizing, Static Dissipation","-","1 Quart"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/2011.pdf,//media.digikey.com/photos/3M%20Photos/2011-R.jpg,3M2011R-ND,2011-R,3M,CLEANING CLOTH GENERAL PURP 1=1,0,0,"Obsolete","0","50","Pouch","Scotch-Brite™","Obsolete","Cleaning Cloth","Multiple Surfaces","Lint Free, Non-Scratching, Microfiber","1 (14.2"" L x 12.6"" W)"
"//media.digikey.com/pdf/Data%20Sheets/MG%20Chemicals%20PDFs/8241,42-T%20Tub%20Wipes.pdf",//media.digikey.com/photos/MG%20Chemicals%20Photos/MGC_8242-T.jpg,473-1080-ND,8242-T,MG Chemicals,WIPES PRE-SAT SCREENS 90 PIECES,0,0,"Obsolete","0","12","Canister","-","Obsolete","Wipes, Wet","Displays, Monitors","Anti-Static, Lint Free","1 (90 ea 6"" L x 5"" W)"
//media.digikey.com/pdf/Data%20Sheets/ACL%20PDFs/ACL_Staticide_Catalog_2006.pdf,//media.digikey.com/photos/ACL%20Staticide%20Photos/SWC80.jpg,ST1057-ND,SWC80,ACL Staticide Inc,WIPES STATICIDE PREMOISTEND 80CT,0,0,"Obsolete","0","6","Canister","Staticide®","Obsolete","Wipes, Antistatic","Multiple Surfaces","General Purpose, Plastic Safe","80 (6.5"" L x 6"" W)"
http://documents.desco.com/PDF/TB-7046.pdf,-,35662-ND,35662,Desco,LOTION HAND REZTORE 1GAL W/PUMP,0,0,"Obsolete","0","1","Bottle, Pump","Reztore™, Menda","Obsolete","Lotion, Hand","Moisturizing, Static Dissipation","Anti-Static, Non-Acidic","1 Gallon"
//media.digikey.com/pdf/Data%20Sheets/Desco%20PDFs/48880-48884.pdf,-,48881-ND,48881,Desco,DESICCANT PAK 1 UNIT 300 PAIL,0,0,"Discontinued at Digi-Key","0","1","Pail of Individual Packets","Protektive Pak®","Discontinued at Digi-Key","Desiccant","Moisture Absorption","Montmorillonte Clay, Sulphur Free","1 (300 ea 4"" L x 3"" W)"
//media.digikey.com/pdf/Data%20Sheets/Desco%20PDFs/48880-48884.pdf,-,48884-ND,48884,Desco,DESICCANT PAK 1 UNIT 500 BOX,0,0,"Discontinued at Digi-Key","0","1","Box of Individual Packets","Protektive Pak®","Discontinued at Digi-Key","Desiccant","Moisture Absorption","Montmorillonte Clay, Sulphur Free","1 (500 ea 4"" L x 3"" W)"
http://documents.desco.com/PDF/TB-7020.pdf,-,10601-ND,10601,Desco,"WIPES ANTISTATC CAN OF 60, 12 CT",0,0,"Obsolete","0","1","Canister","Reztore™, Menda","Obsolete","Wipes, Antistatic","Multiple Surfaces","Anti-Static Dispenser, CFC Free, Lint Free, Low VOC, Non-Toxic","12 (60 ea 6"" L x 4"" W)"
"//media.digikey.com/pdf/Data%20Sheets/Desco%20PDFs/13840,42,50,52_Data&MSDS.pdf",-,13842-ND,13842,Desco,DESICCANT PAK 500 UNIT,0,0,"Obsolete","0","1","Box of Individual Packets","Desi Pak®","Obsolete","Desiccant","Moisture Absorption","Montmorillonte Clay, Reusable","500 (5"" L x 3.5"" W)"
//media.digikey.com/pdf/Data%20Sheets/Desco%20PDFs/81082.pdf,-,81080-ND,81080,Desco,LOTION HAND REZTORE 12 8OZ,0,0,"Obsolete","0","1","Bottle","Reztore™, Menda","Obsolete","Lotion, Hand","Moisturizing, Static Dissipation","-","12 (8 Ounce ea)"
//media.digikey.com/pdf/Data%20Sheets/Desco%20PDFs/81082.pdf,-,81081-ND,81081,Desco,LOTION HAND REZTORE 1 GAL PUMP,0,0,"Obsolete","0","1","Bottle, Pump","Reztore™, Menda","Obsolete","Lotion, Hand","Moisturizing, Static Dissipation","-","1 Gallon"
//media.digikey.com/pdf/Data Sheets/MG Chemicals PDFs/KC Products Flyer.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/830-34705.jpg,473-1119-ND,830-34705,MG Chemicals,WIPES ELECTRONICS 119 PIECES,0,0,"Obsolete","0","5","Box","Kimtech Science® Kimwipes®","Obsolete","Wipes, Dry","Delicate Tasks","General Purpose","1 (119 ea 11.8"" L x 11.8"" W)"
//media.digikey.com/pdf/Data Sheets/MG Chemicals PDFs/KC Products Flyer.pdf,-,830-33390-ND,830-33390,MG Chemicals,CLEANROOM WIPES CL4 9X9 100CT,0,0,"Obsolete","0","1","Pouch","Kimtech Pure®","Obsolete","Wipes, Dry","Critical Tasks","ISO Class 4 Compliant","1 (100 ea 9"" L x 9"" W)"
//media.digikey.com/pdf/Data Sheets/MG Chemicals PDFs/KC Products Flyer.pdf,-,830-06179-ND,830-06179,MG Chemicals,CLEANROOM WIPES CL5 9X9 100CT,0,0,"Obsolete","0","1","Pouch","Kimtech Pure®","Obsolete","Wipes, Dry","Critical Tasks","ISO Class 5 Compliant","1 (100 ea 9"" L x 9"" W)"
//media.digikey.com/pdf/Data Sheets/MG Chemicals PDFs/KC Products Flyer.pdf,-,830-41048-ND,830-41048,MG Chemicals,WIPES ELECTRONICS 80 PIECES,0,0,"Obsolete","0","1","Box","Wypall®","Obsolete","Towels","Multiple Surfaces","General Purpose","1 (80 ea 16.8"" L x 9.10"" W)"
//media.digikey.com/pdf/Data Sheets/MG Chemicals PDFs/KC Products Flyer.pdf,-,830-34623-ND,830-34623,MG Chemicals,WIPES ELECTRONICS 560 PIECES,0,0,"Obsolete","0","1","Box","Kimtech Science®","Obsolete","Cleaning Station","Lens Cleaning","Anti-Static, Anti-Fog, Silicone-Free","1 (346 ea 8.4"" L x 4.4"" W)"
//media.digikey.com/pdf/Data Sheets/MG Chemicals PDFs/KC Products Flyer.pdf,-,830-91371-ND,830-91371,MG Chemicals,WIPES PRE-SAT ELECTRONICS 75PCS,0,0,"Obsolete","0","1","Canister","Wypall®","Obsolete","Wipes, Wet","Hand Cleaning","Pre-Moistened","1 (75 ea 12.25"" L x 10.5"" W)"
http://www.mgchemicals.com/downloads/appguide/appguide1107.pdf,//media.digikey.com/photos/MG%20Chemicals%20Photos/8280.JPG,473-1087-ND,8280,MG Chemicals,CLEANING CLOTH SCREENS,0,0,"Obsolete","0","1","Individual Packets","-","Obsolete","Cleaning Cloth","Displays, Monitors","Lint Free, Microfiber, Nonabrasive","1 (12"" L x 12"" W)"
-,//media.digikey.com/photos/MG%20Chemicals%20Photos/8281-10.JPG,473-1088-ND,8281-10,MG Chemicals,CLEANING CLOTH GEN PURPOSE 10PCS,0,0,"Obsolete","0","10","Pouch","Super Cloth™","Obsolete","Cleaning Cloth","Electronic Equipment","Lint Free, Microfiber, Nonabrasive","1 (10 ea 12"" L x 12"" W)"
http://documents.desco.com/PDF/TB-7000.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_10438.jpg,16-1342-ND,10438,Desco,CLEAN REZTORE SURFACE&MAT 2.5GAL,0,0,"Obsolete","0","1","Bag-in-Box","Reztore™, Menda","Obsolete","Cleaner, Antistatic","Mats, Surfaces","CFC Free, Low VOC","2.5 Gallon"
//media.digikey.com/pdf/Data%20Sheets/MG%20Chemicals%20PDFs/8242-RTx.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/8242-RTS.JPG,473-1175-ND,8242-RTS,MG Chemicals,WIPES PRE-SAT SCREENS 50 PIECES,0,0,"Obsolete","0","12","Canister","-","Obsolete","Wipes, Wet","Displays, Monitors","Anti-Static, Lint Free","1 (50 ea 4"" L x 3"" W)"
//media.digikey.com/pdf/Data%20Sheets/MG%20Chemicals%20PDFs/mgcatalog.pdf,-,8241-W-ND,8241-W,MG Chemicals,WIPES PRE-SAT ELECTRONICS,0,0,"Obsolete","0","1","Individual Packets","-","Obsolete","Wipes, Wet","Electronic Equipment","General Purpose","6"" L x 5"" W"
-,-,8242-W-ND,8242-W,MG Chemicals,WIPES PRE-SAT ELECTRONICS 25PCS,0,0,"Obsolete","0","1","Box of Individual Packets","-","Obsolete","Wipes, Wet","Displays, Monitors","Anti-Static, Lint Free","1 (25 ea 6"" L x 5"" W)"
-,-,8243-W-ND,8243-W,MG Chemicals,CLEANING CLOTH LENSES OPTICS,0,0,"Obsolete","0","1","Individual Packets","-","Obsolete","Wipes, Wet","Glass, Plastics","Anti-Fog","1 (6"" L x 5"" W)"
https://www.mgchemicals.com/downloads/catalogs/Elec%20Maint%20catalog%20Web.pdf,-,8243-WX25-ND,8243-WX25,MG Chemicals,CLEANING CLOTH LENS OPTICS 25PCS,0,0,"Obsolete","0","1","Box of Individual Packets","-","Obsolete","Wipes, Wet","Glass, Plastics","Anti-Fog","1 (25 ea 6"" L x 5"" W)"
-,-,8242-RTF-ND,8242-RTF,MG Chemicals,WIPES PRE-SAT SCREENS 50 PIECES,0,0,"Obsolete","0","12","Canister","-","Obsolete","Wipes, Wet","Displays, Monitors","Anti-Static, Lint Free","1 (50 ea 4"" L x 3"" W)"
-,-,8281-50-ND,8281-50,MG Chemicals,CLEANING CLOTH GEN PURPOSE 50PCS,0,0,"Obsolete","0","50","Pouch","-","Obsolete","Cleaning Cloth","Moisture Absorption","Lint Free, Microfiber","1 (50 ea 12"" L x 12"" W)"
-,//media.digikey.com/photos/MG%20Chemicals%20Photos/8281-10.JPG,8281-100-ND,8281-100,MG Chemicals,CLEANING CLOTH GEN PURPOSE 100PC,0,0,"Obsolete","0","100","Pouch","-","Obsolete","Cleaning Cloth","Moisture Absorption","Lint Free, Microfiber","1 (100 ea 12"" L x 12"" W)"
https://www.mgchemicals.com/downloads/catalogs/Elec%20Maint%20catalog%20Web.pdf,-,829-50-ND,829-50,MG Chemicals,TWILLWIPES 9X9"" 100% COTTON,0,0,"Obsolete","0","5","Bulk","Twillwipes","Obsolete","Wipes, Dry","Multiple Surfaces","Anti-Static, Class 1000 Compliant, Low Lint, Nonabrasive, Solvent Resistant","1 (50 ea 9"" L x 9"" W)"
-,//media.digikey.com/Photos/MG%20Chemicals%20Photos/830-05511.JPG,473-1187-ND,830-05511,MG Chemicals,WIPES DRY MOISTURE ABSORB 280PC,0,0,"Obsolete","0","5","Box","Kimtech Science®","Obsolete","Wipes, Dry","Moisture Absorption","Anti-Static Dispenser, Low Lint","1 (280 ea 8.4"" L x 4.4"" W)"
-,//media.digikey.com/Photos/MG%20Chemicals%20Photos/8302-BDF.jpg,473-1123-ND,8302-BDF,MG Chemicals,WIPES PRE-SAT ELECTRONICS 12PCS,0,0,"Obsolete","0","10","Bag","-","Obsolete","Wipes, Wet","Antibacterial Wash, Moisturizing","Biodegradable","12 (7.9"" L x 4.7"" W)"
-,//media.digikey.com/Photos/SCS/LOTION%208OZ.JPG,SCP440-ND,LOTION 8OZ,SCS,HAND LOTION ESD DISSIPATIVE,0,0,"Obsolete","0","1","Bottle","Staticide®","Obsolete","Lotion, Hand","Moisturizing, Static Dissipation","-","8 Ounce"
