Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Frequency","Voltage - Rated","Beam Angle","Operating Temperature"
https://cdn.sparkfun.com/assets/b/3/0/b/a/DGCH-RED_datasheet.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_SEN-13959.jpg,1568-1421-ND,SEN-13959,SparkFun Electronics,ULTRASONIC SENSOR - HC-SR04,1479,0,"3.95000","0","1","Bulk","-","Active","40kHz","5V","11°","-"
https://www.murata.com/en-us/products/productdata/8797589340190/MASPOPSE.pdf,//media.digikey.com/Photos/Murata%20Photos/MA40S4S.JPG,490-7707-ND,MA40S4S,Murata Electronics North America,TRANS 40KHZ ULTRASONIC,9936,0,"7.65000","0","1","Bulk","-","Active","40kHz","20Vp-p","80°","-40°C ~ 85°C (TA)"
https://www.murata.com/en-us/products/productdata/8797589274654/MASPOPRE.pdf,//media.digikey.com/Photos/Murata%20Photos/MA40S4R.JPG,490-7706-ND,MA40S4R,Murata Electronics North America,RCVR 40KHZ ULTRASONIC,7188,0,"7.65000","0","1","Bulk","-","Active","40kHz","-","80°","-"
http://www.puiaudio.com/pdf/UTR-1440K-TT-R.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_UTR-1440K-TT-R_SIDE-1.jpg,668-1550-ND,UTR-1440K-TT-R,"PUI Audio, Inc.",ULTRASONIC TRANSMITTER/RECEIVER,911,0,"10.35000","0","1","Tray","-","Active","40kHz","140Vp-p","-","-40°C ~ 80°C (TA)"
https://www.parallax.com/sites/default/files/downloads/28015-PING-Sensor-Product-Guide-v2.0.pdf,//media.digikey.com/Photos/Parallax%20Photos/28015.JPG,28015-ND,28015,Parallax Inc.,SENSOR DISTANCE ULTRASON    PING,105,0,"29.99000","0","1","Bulk","PING)))™","Active","40kHz","5V","-","0°C ~ 70°C (TA)"
https://www.maxbotix.com/documents/I2CXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_7040-2xx.jpg,1863-1053-ND,MB7040-200,MaxBotix Inc.,ULTRASONIC SENSOR I2CXL-MAXSONAR,49,0,"105.28000","0","1","Bulk","I2CXL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/HRXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_Ultrasonic-Sensor.jpg,1863-1009-ND,MB7389-100,MaxBotix Inc.,ULTRASONIC SENSOR HRXL-MAXSONAR,104,0,"115.75000","0","1","Bulk","HRXL-MaxSonar-WR","Active","42kHz","2.8 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/HRXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_Ultrasonic-Sensor.jpg,1863-1023-ND,MB7360-100,MaxBotix Inc.,ULTRASONIC SENSOR HRXL-MAXSONAR,59,0,"115.75000","0","1","Bulk","HRXL-MaxSonar-WR","Active","42kHz","2.8 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/HRXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_Ultrasonic-Sensor.jpg,1863-1034-ND,MB7363-100,MaxBotix Inc.,ULTRASONIC SENSOR HRXL-MAXSONAR,52,0,"126.27000","0","1","Bulk","HRXL-MaxSonar-WR","Active","42kHz","2.5 V ~ 5.5 V","17°","-40°C ~ 65°C (TA)"
https://www.soberton.com/wp-content/uploads/2019/02/US-4112-17-Feb-2019.pdf,//media.digikey.com/Photos/Soberton%20Photos/MFG_US-4112.jpg,433-1227-ND,US-4112,Soberton Inc.,MAGNETIC BUZZER 2.8VMS 90DB 2000,341,0,"2.78000","0","1","-","US","Active","20kHz","-","-","-20°C ~ 60°C"
http://www.puiaudio.com/pdf/UB162M4.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_UB162M4_SIDE-1.jpg,668-1545-ND,UB162M4,"PUI Audio, Inc.",ULTRASONIC BENDER 2.45MHZ 2 OHM,145,0,"3.13000","0","1","Reel","-","Active","2.45MHz","100Vp-p","-","10°C ~ 50°C (TA)"
//media.digikey.com/pdf/Data%20Sheets/Projects%20Unlimited%20PDFs/UT-1240K-TT-R.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_UT-1240K-TT-R_SIDE-1.jpg,668-1548-ND,UT-1240K-TT-R,"PUI Audio, Inc.",ULTRASONIC TRANSMITTER 30VRMS,397,0,"4.95000","0","1","Tray","-","Active","40kHz","30VAC","70°","-20°C ~ 70°C (TA)"
http://www.puiaudio.com/pdf/UR-1240K-TT-R.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_UR-1240K-TT-R_SIDE-1.jpg,668-1546-ND,UR-1240K-TT-R,"PUI Audio, Inc.",ULTRASONIC RECEIVER 30VRMS 2100P,178,0,"4.95000","0","1","Tray","-","Active","40kHz","30VAC","70°","-20°C ~ 70°C (TA)"
http://www.puiaudio.com/pdf/UR-1640K-TT-2-R.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_UR-1640K-TT-2-R_SIDE-1.jpg,668-1547-ND,UR-1640K-TT-2-R,"PUI Audio, Inc.",ULTRASONIC RECEIVER 20VRMS 2100P,530,0,"5.58000","0","1","Tray","-","Active","40kHz","20VAC","80°","-20°C ~ 70°C (TA)"
http://www.puiaudio.com/pdf/UT-1640K-TT-2-R.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_UT-1640K-TT-2-R_SIDE-1.jpg,668-1549-ND,UT-1640K-TT-2-R,"PUI Audio, Inc.",ULTRASONIC TRANSMITTER 20VRMS,316,0,"5.58000","0","1","Tray","-","Active","40kHz","20VAC","80°","-20°C ~ 70°C (TA)"
https://www.maxbotix.com/documents/LV-MaxSonar-EZ_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_LV-MaxSonar-EZ.jpg,1863-1001-ND,MB1000-000,MaxBotix Inc.,ULTRASONIC SENSOR LV-MAXSONAR-EZ,256,0,"34.83000","0","1","Bulk","LV-MaxSonar-EZ","Active","42kHz","2.8 V ~ 5.5 V","62°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-EZ_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MaxSonar-EZ.jpg,1863-1003-ND,MB1240-000,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-EZ,140,0,"46.40000","0","1","Bulk","XL-MaxSonar-EZ","Active","42kHz","3.2 V ~ 5.5 V","38°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040.jpg,1863-1018-ND,MB7052-100,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,45,0,"105.28000","0","1","Bulk","XL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040.jpg,1863-1012-ND,MB7060-100,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,37,0,"105.28000","0","1","Bulk","XL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040.jpg,1863-1025-ND,MB7066-100,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,59,0,"114.95000","0","1","Bulk","XL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/HRXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MaxSonar-WRC.jpg,1863-1057-ND,MB7389-200,MaxBotix Inc.,ULTRASONIC SENSOR HRXL-MAXSONAR,67,0,"115.75000","0","1","Bulk","HRXL-MaxSonar-WR","Active","42kHz","2.8 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/HRXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_Ultrasonic-Sensor.jpg,1863-1043-ND,MB7383-100,MaxBotix Inc.,ULTRASONIC SENSOR HRXL-MAXSONAR,66,0,"126.27000","0","1","Bulk","HRXL-MaxSonar-WR","Active","42kHz","2.5 V ~ 5.5 V","17°","-40°C ~ 65°C (TA)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3942_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3942.jpg,1528-2711-ND,3942,Adafruit Industries LLC,HC-SR04 ULTRASONIC SONAR DISTANC,531,0,"3.95000","0","1","-","-","Active","40kHz","5V","15°","-"
https://www.maxbotix.com/documents/HRUSB-MaxSonar-EZ_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_USB-MaxSonar-EZ-Ultrasonic.jpg,1863-1031-ND,MB1413-000,MaxBotix Inc.,ULTRASONIC SENSOR HRUSB-MAXSONAR,134,0,"55.36000","0","1","Bulk","HRUSB-MaxSonar-EZ","Active","42kHz","5V","44°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040.jpg,1863-1024-ND,MB7070-100,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,27,0,"99.95000","0","1","Bulk","XL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/HRXL-MaxSonar-WRS_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_Ultrasonic-Sensor.jpg,1863-1058-ND,MB7354-100,MaxBotix Inc.,ULTRASONIC SENSOR HRXL-MAXSONAR,40,0,"149.95000","0","1","Bulk","HRXL-MaxSonar-WRS","Active","42kHz","2.5 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/SCXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_Ultrasonic-Sensor.jpg,1863-1089-ND,MB7563-100,MaxBotix Inc.,ULTRASONIC SENSOR SCXL-MAXSONAR,42,0,"174.95000","0","1","Bulk","SCXL-MaxSonar-WR","Active","42kHz","2.5 V ~ 5.5 V","17°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/4-20HR-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_4-20xx-MaxSonar-WR.jpg,1863-1061-ND,MB7469-100,MaxBotix Inc.,ULTRASONIC SENSOR 420HR-MAXSONAR,96,0,"199.95000","0","1","Bulk","4-20HR-MaxSonar-WR","Active","42kHz","10 V ~ 32 V","11°","-40°C ~ 65°C (TA)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/4007_Web.pdf,-,1528-2832-ND,4007,Adafruit Industries LLC,ULTRASONIC DISTANCE SENSOR - 3V,288,0,"3.95000","0","1","-","-","Active","-","3 V ~ 5.5 V","-","0°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/4019_Web.pdf,-,1528-2789-ND,4019,Adafruit Industries LLC,US-100 ULTRASONIC DISTANCE SENSO,113,0,"6.95000","0","1","-","-","Active","-","2.4 V ~ 5.5 V","15°","-20°C ~ 70°C"
https://www.unictron.com/wp-content/uploads/Unictron_A300A-H2KA300KA1CD00_V1-1-180911.pdf,-,2047-H2KA300KA1CD00-ND,H2KA300KA1CD00,Unictron Technologies Corporation,300KHZ ULTRASONIC AIR TRANSDUCER,511,0,"17.87000","0","1","-","-","Active","300kHz","50V","5°","-20°C ~ 70°C"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040.jpg,1863-1008-ND,MB7092-100,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,19,0,"105.28000","0","1","Bulk","XL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/HRXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_Ultrasonic-Sensor.jpg,1863-1026-ND,MB7386-100,MaxBotix Inc.,ULTRASONIC SENSOR HRXL-MAXSONAR,6,0,"126.27000","0","1","Bulk","HRXL-MaxSonar-WR","Active","42kHz","2.5 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
http://www.puiaudio.com/pdf/UB161M7.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_UB161M7_SIDE-1.jpg,668-1544-ND,UB161M7,"PUI Audio, Inc.",ULTRASONIC BENDER 1.7MHZ 2 OHM,202,0,"2.23000","0","1","Tray","-","Active","1.7MHz","100Vp-p","-","10°C ~ 50°C (TA)"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/SEN0001_Web.pdf,//media.digikey.com/Photos/DFRobot/SEN0001.JPG,1738-1027-ND,SEN0001,DFRobot,URM37 V4.0 ULTRASONIC SENSOR,61,0,"14.32000","0","1","Bulk","-","Active","-","3.3 V ~ 5 V","-","-10°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Audiowell%20PDFs/UM0090-000.pdf,//media.digikey.com/Photos/Audiowell-International-LLC/MFG_UM0090-000.JPG,1922-1005-ND,UM0090-000,Audiowell International LLC,ULTRASONIC SENSOR,94,0,"26.95000","0","1","Bulk","-","Active","58kHz","5V","-","-40°C ~ 80°C (TA)"
https://www.maxbotix.com/documents/LV-MaxSonar-EZ_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_LV-MaxSonar-EZ.jpg,1863-1007-ND,MB1030-000,MaxBotix Inc.,ULTRASONIC SENSOR LV-MAXSONAR-EZ,95,0,"32.19000","0","1","Bulk","LV-MaxSonar-EZ","Active","42kHz","2.8 V ~ 5.5 V","33°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/LV-MaxSonar-EZ_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_LV-MaxSonar-EZ.jpg,1863-1005-ND,MB1040-000,MaxBotix Inc.,ULTRASONIC SENSOR LV-MAXSONAR-EZ,14,0,"32.19000","0","1","Bulk","LV-MaxSonar-EZ","Active","42kHz","2.8 V ~ 5.5 V","28°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/HRLV-MaxSonar-EZ_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB1013.jpg,1863-1004-ND,MB1013-000,MaxBotix Inc.,ULTRASONIC SENSOR HRLV-MAXSONAR,82,0,"38.46000","0","1","Bulk","HRLV-MaxSonar-EZ","Active","42kHz","2.7 V ~ 5.5 V","44°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/HRLV-MaxSonar-EZ_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB1013.jpg,1863-1006-ND,MB1043-000,MaxBotix Inc.,ULTRASONIC SENSOR HRLV-MAXSONAR,76,0,"38.46000","0","1","Bulk","HRLV-MaxSonar-EZ","Active","42kHz","2.7 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/HRLV-MaxSonar-EZ_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB1003.jpg,1863-1016-ND,MB1003-000,MaxBotix Inc.,ULTRASONIC SENSOR HRLV-MAXSONAR,37,0,"41.76000","0","1","Bulk","HRLV-MaxSonar-EZ","Active","42kHz","2.7 V ~ 5.5 V","58°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/I2CXL-MaxSonar-EZ_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MaxSonar-EZ.jpg,1863-1010-ND,MB1242-000,MaxBotix Inc.,ULTRASONIC SENSOR I2CXL-MAXSONAR,30,0,"46.40000","0","1","Bulk","I2CXL-MaxSonar-EZ","Active","42kHz","3.2 V ~ 5.5 V","39°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/I2CXL-MaxSonar-EZ_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MaxSonar-EZ.jpg,1863-1030-ND,MB1222-000,MaxBotix Inc.,ULTRASONIC SENSOR I2CXL-MAXSONAR,19,0,"46.40000","0","1","Bulk","I2CXL-MaxSonar-EZ","Active","42kHz","3.2 V ~ 5.5 V","48°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/I2CXL-MaxSonar-EZ_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MaxSonar-EZ.jpg,1863-1022-ND,MB1202-000,MaxBotix Inc.,ULTRASONIC SENSOR I2CXL-MAXSONAR,35,0,"52.21000","0","1","Bulk","I2CXL-MaxSonar-EZ","Active","42kHz","3.2 V ~ 5.5 V","62°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-EZ_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MaxSonar-EZ.jpg,1863-1013-ND,MB1200-000,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-EZ,33,0,"52.21000","0","1","Bulk","XL-MaxSonar-EZ","Active","42kHz","3.2 V ~ 5.5 V","62°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/USB-ProxSonar-EZ_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_USB-MaxSonar-EZ-Ultrasonic.jpg,1863-1042-ND,MB1414-000,MaxBotix Inc.,ULTRASONIC SENSOR USB-PROXSONAR,52,0,"55.36000","0","1","Bulk","USB-ProxSonar-EZ","Active","42kHz","5V","33°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/HRUSB-MaxSonar-EZ_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_USB-MaxSonar-EZ-Ultrasonic.jpg,1863-1021-ND,MB1403-000,MaxBotix Inc.,ULTRASONIC SENSOR HRUSB-MAXSONAR,37,0,"55.36000","0","1","Bulk","HRUSB-MaxSonar-EZ","Active","42kHz","5V","58°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-TrashSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040.jpg,1863-1011-ND,MB7139-100,MaxBotix Inc.,ULTRASONIC SENSOR XL-TRASHSONAR,92,0,"99.95000","0","1","Bulk","XL-TrashSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-TrashSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040.jpg,1863-1080-ND,MB7138-100,MaxBotix Inc.,ULTRASONIC SENSOR XL-TRASHSONAR,22,0,"104.44000","0","1","Bulk","XL-TrashSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-TrashSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040.jpg,1863-1054-ND,MB7137-100,MaxBotix Inc.,ULTRASONIC SENSOR XL-TRASHSONAR,9,0,"104.44000","0","1","Bulk","I2CXL-TrashSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_7040-2xx.jpg,1863-1020-ND,MB7060-200,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,20,0,"105.28000","0","1","Bulk","XL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/I2CXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040.jpg,1863-1019-ND,MB7040-100,MaxBotix Inc.,ULTRASONIC SENSOR I2CXL-MAXSONAR,11,0,"105.28000","0","1","Bulk","I2CXL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040.jpg,1863-1029-ND,MB7076-100,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,24,0,"114.95000","0","1","Bulk","XL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7051.jpg,1863-1090-ND,MB7051-800,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,6,0,"154.95000","0","1","Bulk","XL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/LV-MaxSonar-EZ_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_LV-MaxSonar-EZ.jpg,1863-1072-ND,MB1004-000,MaxBotix Inc.,ULTRASONIC SENSOR LV-PROXSONAR,12,0,"32.02000","0","1","Bulk","LV-ProxSonar-EZ","Active","42kHz","2.8 V ~ 5.5 V","44°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/LV-MaxSonar-EZ_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_LV-MaxSonar-EZ.jpg,1863-1017-ND,MB1020-000,MaxBotix Inc.,ULTRASONIC SENSOR LV-MAXSONAR-EZ,27,0,"32.19000","0","1","Bulk","LV-MaxSonar-EZ","Active","42kHz","2.8 V ~ 5.5 V","42°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/ParkSonar-EZ_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_LV-MaxSonar-EZ.jpg,1863-1074-ND,MB1001-000,MaxBotix Inc.,ULTRASONIC SENSOR PARKSONAR-EZ,11,0,"32.19000","0","1","Bulk","ParkSonar-EZ","Active","42kHz","2.8 V ~ 5.5 V","62°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/HRLV-MaxSonar-EZ_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB1013.jpg,1863-1056-ND,MB1033-000,MaxBotix Inc.,ULTRASONIC SENSOR HRLV-MAXSONAR,11,0,"38.11000","0","1","Bulk","HRLV-MaxSonar-EZ","Active","42kHz","2.7 V ~ 5.5 V","33°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-EZ_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MaxSonar-EZ.jpg,1863-1000-ND,MB1340-000,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-AE,98,0,"43.38000","0","1","Bulk","XL-MaxSonar-AE","Active","42kHz","3.2 V ~ 5.5 V","38°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-EZ_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MaxSonar-EZ.jpg,1863-1015-ND,MB1220-000,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-EZ,40,0,"43.38000","0","1","Bulk","XL-MaxSonar-EZ","Active","42kHz","3.2 V ~ 5.5 V","53°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-EZ_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MaxSonar-EZ.jpg,1863-1038-ND,MB1230-000,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-EZ,17,0,"43.38000","0","1","Bulk","XL-MaxSonar-EZ","Active","42kHz","3.2 V ~ 5.5 V","44°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-EZ_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MaxSonar-EZ.jpg,1863-1051-ND,MB1330-000,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-AE,8,0,"43.38000","0","1","Bulk","XL-MaxSonar-AE","Active","42kHz","3.2 V ~ 5.5 V","44°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/I2CXL-MaxSonar-EZ_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MaxSonar-EZ.jpg,1863-1040-ND,MB1232-000,MaxBotix Inc.,ULTRASONIC SENSOR I2CXL-MAXSONAR,33,0,"46.40000","0","1","Bulk","I2CXL-MaxSonar-EZ","Active","42kHz","3.2 V ~ 5.5 V","44°","-40°C ~ 65°C (TA)"
http://www.robot-electronics.co.uk/htm/srf08tech.html,//media.digikey.com/Photos/DFRobot/MFG_SEN0007.jpg,1738-1386-ND,SEN0007,DFRobot,SRF08 ULTRASONIC SENSOR,10,0,"50.47000","0","1","-","-","Active","40kHz","5V","-","-"
https://www.maxbotix.com/documents/XL-MaxSonar-EZ_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MaxSonar-EZ.jpg,1863-1059-ND,MB1300-000,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-AE,15,0,"52.21000","0","1","Bulk","XL-MaxSonar-AE","Active","42kHz","3.2 V ~ 5.5 V","62°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-EZ_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MaxSonar-EZ.jpg,1863-1085-ND,MB1310-000,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-AE,6,0,"52.21000","0","1","Bulk","XL-MaxSonar-AE","Active","42kHz","3.2 V ~ 5.5 V","57°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-EZ_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MaxSonar-EZ.jpg,1863-1032-ND,MB1260-000,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-EZ,7,0,"54.95000","0","1","Bulk","XL-MaxSonar-EZ","Active","42kHz","3.2 V ~ 5.5 V","62°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-EZ_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MaxSonar-EZ.jpg,1863-1086-ND,MB1361-000,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-AE,7,0,"57.82000","0","1","Bulk","XL-MaxSonar-AE","Active","42kHz","3.2 V ~ 5.5 V","57°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-EZ_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MaxSonar-EZ.jpg,1863-1065-ND,MB1360-000,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-AE,8,0,"58.02000","0","1","Bulk","XL-MaxSonar-AE","Active","42kHz","3.2 V ~ 5.5 V","62°","-40°C ~ 65°C (TA)"
